local_artist,local_book,local_song_count,s3_artist,s3_book,s3_song_count,match_pct,match_quality,matches,local_only,s3_only,other_candidates
Grand Funk Railroad,Grand Funk Railroad - Born To Die _PVG Book_,10,Grand Funk Railroad,Born To Die [pvg Book],10,1.0,PERFECT,10,0,0,1
Grand Funk Railroad,Grand Funk Railroad - Hits From Were An American Band Shinin On Phoenix _PVG_,23,Grand Funk Railroad,"Hits From We're An American Band, Shinin' On, Phoenix [pvg]",23,1.0,PERFECT,23,0,0,1
Harry Chapin,Harry Chapin - The Authentic Guitar Style Of _Guitar Tab_,9,Harry Chapin,The Authentic Guitar Style Of [guitar Tab],9,1.0,PERFECT,9,0,0,0
Henri Mancini,Henry Mancini - A Merry Mancini Christmas,13,Henri Mancini,Henry Mancini - A Merry Mancini Christmas,13,1.0,PERFECT,13,0,0,0
Herman's Hermits,Hermans Hermits - Collection,8,,,0,0.0,NO MATCH,0,8,0,0
Jackson Browne,Jackson Browne - Deluxe Anthology,39,Jackson Browne,Deluxe Anthology,39,1.0,PERFECT,39,0,0,1
James Blunt,James Blunt - All The Lost Souls _Book_,10,James Blunt,All The Lost Souls [book],10,1.0,PERFECT,10,0,0,0
James Blunt,James Blunt - Back To Bedlam _Book_,1,James Blunt,Back To Bedlam [book],1,1.0,PERFECT,1,0,0,1
James Taylor,James Taylor - Classic _Guitar_,15,James Taylor,Classic [guitar],15,1.0,PERFECT,15,0,0,5
James Taylor,James Taylor - Classics _guitar tab_,15,James Taylor,Classic [guitar],15,1.0,PERFECT,15,0,0,5
James Taylor,James Taylor - Guitar Songbook,24,James Taylor,Guitar Songbook,24,1.0,PERFECT,24,0,0,3
James Taylor,James Taylor - James Taylor Songbook,24,James Taylor,Guitar Songbook,24,1.0,PERFECT,24,0,0,3
James Taylor,James Taylor - James Taylor _PVG Book_,21,James Taylor,James Taylor [pvg Book],21,1.0,PERFECT,21,0,0,3
James Taylor,James Taylor - Thats Why Im Here _PVG Book_,10,James Taylor,That's Why I'm Here [pvg Book],10,1.0,PERFECT,10,0,0,1
Jim Croce,Jim Croce - Acoustic Fingerstyle Video Guitar Lessons,1,Jim Croce,Acoustic Fingerstyle Video Guitar Lessons,1,1.0,PERFECT,1,0,0,1
Jimmy Buffet,Jimmy Buffett - Barometer Soup _PVG Book_,9,Jimmy Buffet,Jimmy Buffett - Barometer Soup [pvg Book],9,1.0,PERFECT,9,0,0,0
Jimmy Buffet,Jimmy Buffett - Fruitcakes _PVG Book_,9,Jimmy Buffet,Jimmy Buffett - Fruitcakes [pvg Book],9,1.0,PERFECT,9,0,0,0
Joe Cocker,Joe Cocker - Best Of,16,Joe Cocker,Best Of,16,1.0,PERFECT,16,0,0,1
Joe Cocker,Joe Cocker - Mad Dogs And Englishmen _Book_,16,Joe Cocker,Mad Dogs And Englishmen [book],16,1.0,PERFECT,16,0,0,1
Joe Cocker,Joe Cocker - Songbook,1,Joe Cocker,Songbook,1,1.0,PERFECT,1,0,0,0
John Denver,John Denver - Anthology,53,John Denver,Anthology,53,1.0,PERFECT,53,0,0,1
John Denver,John Denver - Anthology _PVG_,53,John Denver,Anthology [pvg],53,1.0,PERFECT,53,0,0,1
John Denver,John Denver - Back Home Again,18,John Denver,Best Of [easy Piano],18,1.0,PERFECT,18,0,0,3
John Denver,John Denver - Best Of _Easy Piano_,18,John Denver,Best Of [easy Piano],18,1.0,PERFECT,18,0,0,3
John Denver,John Denver - I Want To Live _PVG Book_,11,John Denver,I Want To Live [pvg Book],11,1.0,PERFECT,11,0,0,0
John Denver,John Denver - The Authentic Guitar Style Of,12,John Denver,The Authentic Guitar Style Of,12,1.0,PERFECT,12,0,0,3
John Lennon,John Lennon - Collection,3,John Lennon,Collection,3,0.6666666666666666,PARTIAL,2,1,1,1
John Lennon,John Lennon - Greatest Hits,15,John Lennon,Greatest Hits,15,1.0,PERFECT,15,0,0,1
Joni Mitchell,Joni Mitchell - The Best Of _PVG_,10,Joni Mitchell,The Best Of [pvg],10,1.0,PERFECT,10,0,0,2
Joni Mitchell,Joni Mitchell Songbook Complete Vol1 1966-1970,28,Joni Mitchell,Joni Mitchell Songbook Complete Vol1 1966-1970,28,1.0,PERFECT,28,0,0,0
Journey,Journey - Complete,68,Journey,Complete Songbook,68,1.0,PERFECT,68,0,0,1
Journey,Journey - Complete Songbook,68,Journey,Complete Songbook,68,1.0,PERFECT,68,0,0,1
Journey,Journey - Frontiers _Jap Band Score_,1,Journey,Frontiers [jap Band Score],1,1.0,PERFECT,1,0,0,5
Journey,Journey - Greatest Hits,6,Journey,Greatest Hits,6,1.0,PERFECT,6,0,0,6
Journey,Journey - Greatest Hits _Book_,5,Journey,Complete Songbook,68,1.0,PERFECT,5,0,63,6
Journey,Journey - Superbest _Jap Band Score_,15,Journey,Superbest [jap Band Score],15,1.0,PERFECT,15,0,0,2
Journey,Journey - The Guitar Collection,16,Journey,Complete Songbook,68,0.875,GOOD,14,2,54,3
Judy Garland,Judy Garland - Songbook,13,Judy Garland,Songbook,13,1.0,PERFECT,13,0,0,0
Katy Perry,Katy Perry - One Of The Boys _PVG Book_,12,Katy Perry,One Of The Boys [pvg Book],12,1.0,PERFECT,12,0,0,1
Kelly Clarkson,Kelly Clarkson - Breakaway _Book_,5,Kelly Clarkson,Kelly Clarkson - Breakaway (book),4,0.8,GOOD,4,1,0,0
Kenny Rogers,Kenny Rogers - Love Or Something Like It _Book_,10,Kenny Rogers,Love Or Something Like It [book],10,1.0,PERFECT,10,0,0,0
Kinks,Kinks - Best Of The Kinks _Score_,12,Kinks,Best Of The Kinks [score],12,1.0,PERFECT,12,0,0,3
Kinks,Kinks - Best Of _Score_,9,Kinks,Best Of The Kinks [score],12,1.0,PERFECT,9,0,3,3
Kinks,Kinks - Great Songs Of Kinks,8,Kinks,Great Songs Of Kinks,8,1.0,PERFECT,8,0,0,4
Kinks,Kinks - Guitar Legends [Tab],9,Kinks,Guitar Legends [guitar],9,1.0,PERFECT,9,0,0,2
Kinks,Kinks - Guitar Legends _Guitar_,9,Kinks,Guitar Legends [guitar],9,1.0,PERFECT,9,0,0,2
Kinks,Kinks - Guitar Legends _Tab_,9,Kinks,Guitar Legends [guitar],9,1.0,PERFECT,9,0,0,2
Kinks,Kinks - Jam With The Kinks _Tab_,8,Kinks,Jam With The Kinks [tab],8,1.0,PERFECT,8,0,0,6
Led Zepplin,Led Zeppelin - Led Zeppelin II,1,Led Zepplin,Led Zeppelin - Led Zeppelin Ii,1,1.0,PERFECT,1,0,0,0
Led Zepplin,Led Zeppelin - Over The Hills And Far Away _PVG_,1,Led Zepplin,Led Zeppelin - Over The Hills And Far Away [pvg],1,1.0,PERFECT,1,0,0,0
Lynyrd Skynyrd,Lynyrd Skynyrd - The New Best Of _Guitar Tab_,10,Lynyrd Skynyrd,Lynyrd Skynyrd - The New Best Of [guitar Tab],6,0.6,PARTIAL,6,4,0,1
Meatloaf,MeatLoaf - Bat Out Of Hell,3,Meatloaf,Meatloaf - Bat Out Of Hell,2,0.6666666666666666,PARTIAL,2,1,0,0
Melissa Etheridge,Melissa Etheridge - Songbook,10,Melissa Etheridge,Songbook,10,1.0,PERFECT,10,0,0,0
Michael Jackson,Michael Jackson - Great Songs Of _PVG_,10,Michael Jackson,Great Songs Of [pvg],10,1.0,PERFECT,10,0,0,2
Michael Jackson,Michael Jackson - Number Ones,18,Michael Jackson,Number Ones [book],18,1.0,PERFECT,18,0,0,2
Michael Jackson,Michael Jackson - Number Ones _Book_,18,Michael Jackson,Number Ones [book],18,1.0,PERFECT,18,0,0,2
Michael Jackson,Michael Jackson - The Great Songs Of,10,Michael Jackson,The Great Songs Of,10,1.0,PERFECT,10,0,0,2
Michael Jackson,Michael Jackson - Thriller _The Complete Song Book_,10,Michael Jackson,Thriller (the Complete Song Book),10,1.0,PERFECT,10,0,0,0
Monkees,Monkees - Greatest Hits,11,Monkees,Greatest Hits,11,1.0,PERFECT,11,0,0,0
Moody Blues,Moody Blues - Greatest Hits _PVG_,11,Moody Blues,Greatest Hits [pvg],11,1.0,PERFECT,11,0,0,1
Moody Blues,Moody Blues - Keys Of Kingdom _Band Score_,12,Moody Blues,Keys Of Kingdom [band Score],12,1.0,PERFECT,12,0,0,0
Neil Diamond,Neil Diamond - The Essential Neil Diamond,40,Neil Diamond,The Essential Neil Diamond,40,1.0,PERFECT,40,0,0,0
Neil Young,Neil Young - After The Goldrush _PVG Book_,10,Neil Young,After The Goldrush [pvg Book],10,1.0,PERFECT,10,0,0,0
Neil Young,Neil Young - Decade,22,Neil Young,Decade [pvg Book],22,1.0,PERFECT,22,0,0,2
Neil Young,Neil Young - Decade _PVG Book_,22,Neil Young,Decade [pvg Book],22,1.0,PERFECT,22,0,0,2
Neil Young,Neil Young - Greatest Hits _Guitar Tab_,15,Neil Young,Greatest Hits [guitar Tab],15,1.0,PERFECT,15,0,0,3
Neil Young,Neil Young - Harvest Moon _Guitar Tab_,10,Neil Young,Harvest Moon [guitar Tab],10,1.0,PERFECT,10,0,0,0
Neil Young,Neil Young - Harvest _Score_,10,Neil Young,Harvest [score],10,1.0,PERFECT,10,0,0,1
Neil Young,Neil Young - The Best Of Neil Young _PVG Book_,9,Neil Young,The Best Of Neil Young [pvg Book],9,1.0,PERFECT,9,0,0,0
Night Ranger,Seven Wishes _jap Score_,10,Night Ranger,Night Ranger - Seven Wishes _jap Score_,10,1.0,PERFECT,10,0,0,1
Paul Mccartney,Paul McCartney - All The Best,22,Paul Mccartney,All The Best,22,1.0,PERFECT,22,0,0,1
Paul Mccartney,Paul McCartney - Flowers In The Dirt,14,Paul Mccartney,Flowers In The Dirt,14,1.0,PERFECT,14,0,0,0
Paul Mccartney,Paul McCartney - Press To Play,14,Paul Mccartney,Press To Play,14,1.0,PERFECT,14,0,0,1
Paul Mccartney,Paul McCartney - Ram,10,Paul Mccartney,Ram,10,1.0,PERFECT,10,0,0,1
Paul Mccartney,Paul Mccartney - Chaos And Creation In The Backyard _PVG Book_,13,Paul Mccartney,Chaos And Creation In The Backyard [pvg Book],13,1.0,PERFECT,13,0,0,1
Paul Mccartney,Paul Mccartney - Tripping The Live Fantastic _PVG Book_,38,Paul Mccartney,Tripping The Live Fantastic [pvg Book],38,1.0,PERFECT,38,0,0,0
Paul Mccartney,Paul Mccartney - Tug Of War _PVG Book_,11,Paul Mccartney,Tug Of War [pvg Book],11,1.0,PERFECT,11,0,0,0
Paul Simon,Paul Simon - Anthology,49,Paul Simon,Anthology,49,1.0,PERFECT,49,0,0,1
Paul Simon,Simon And Garfunkels Greatest Hits,14,Paul Simon,Simon & Garfunkel's Greatest Hits,14,1.0,PERFECT,14,0,0,2
Peter Frampton,Peter Frampton - The Best Of _Guitar Tab_,11,Peter Frampton,The Best Of [guitar Tab],11,1.0,PERFECT,11,0,0,1
Pink,Pink - Funhouse _PVG_,1,Pink,Funhouse [pvg],1,1.0,PERFECT,1,0,0,0
Pink,Pink - Im Not Dead _PVG Book_,10,Pink,I'm Not Dead [pvg Book],10,1.0,PERFECT,10,0,0,1
Pink,Pink - Missundaztood _PVG Book_,1,Pink,Missundaztood [pvg Book],1,1.0,PERFECT,1,0,0,0
Pink Floyd,Pink Floyd - Anthology - p110-175,1,Pink Floyd,Anthology (book),38,1.0,PERFECT,1,0,37,4
Pink Floyd,Pink Floyd - Anthology - p58-109,1,Pink Floyd,Anthology (book),38,1.0,PERFECT,1,0,37,5
Pink Floyd,Pink Floyd - Anthology _PVG_,38,Pink Floyd,Anthology (book),38,1.0,PERFECT,38,0,0,2
Pink Floyd,Pink Floyd - Anthology _book_,38,Pink Floyd,Anthology (book),38,1.0,PERFECT,38,0,0,2
Pink Floyd,Pink Floyd - Dark Side Of The Moon,1,Pink Floyd,Dark Side Of The Moon (2),1,1.0,PERFECT,1,0,0,3
Pink Floyd,Pink Floyd - Dark Side Of The Moon _2_,1,Pink Floyd,Dark Side Of The Moon (2),1,1.0,PERFECT,1,0,0,3
Pink Floyd,Pink Floyd - Dark Side Of The Moon _PVG_,1,Pink Floyd,Dark Side Of The Moon (2),1,1.0,PERFECT,1,0,0,3
Pink Floyd,Pink Floyd - Pink Floyd Songbook,10,Pink Floyd,Pink Floyd - Pink Floyd Songbook,10,1.0,PERFECT,10,0,0,1
Pink Floyd,Pink Floyd - The Wall _PVG_,23,Pink Floyd,The Wall [pvg],23,1.0,PERFECT,23,0,0,0
Pink Floyd,Pink Floyd - Wish You Were Here,11,Pink Floyd,Wish You Were Here [pvg],12,1.0,PERFECT,11,0,1,3
Pink Floyd,Pink Floyd - Wish You Were Here _PVG_,12,Pink Floyd,Wish You Were Here [pvg],12,1.0,PERFECT,12,0,0,3
Police,Police - The Great Songs Of The Police,12,Police,The Great Songs Of The Police,12,1.0,PERFECT,12,0,0,0
Pretenders,Pretenders - Best Of Pretenders,16,Pretenders,Best Of Pretenders,16,1.0,PERFECT,16,0,0,1
Prince,Prince - Purple Rain _Score_,1,Prince,Purple Rain [score],1,1.0,PERFECT,1,0,0,0
Queen,Queen - Deluxe Anthology _PVG_,1,Queen,Deluxe Anthology [pvg],1,1.0,PERFECT,1,0,0,4
Queen,Queen - Greatest Hits,1,Queen,Deluxe Anthology [pvg],1,1.0,PERFECT,1,0,0,4
Queen,Queen - Greatest Hits 1 _Score_,16,Queen,Greatest Hits 1 [score],16,1.0,PERFECT,16,0,0,1
Queen,Queen - Greatest Hits II _PVG_,17,Queen,Greatest Hits Ii [pvg],17,1.0,PERFECT,17,0,0,0
Queen,Queen - Hit Songs,22,Queen,Hit Songs,22,1.0,PERFECT,22,0,0,0
Randy Newman,Randy Newman - Collection,1,Randy Newman,Collection,1,1.0,PERFECT,1,0,0,0
Reo Speedwagon,REO Speedwagon - Good Trouble,1,Reo Speedwagon,Good Trouble,1,1.0,PERFECT,1,0,0,0
Reo Speedwagon,REO Speedwagon - Hi Infidelity,1,Reo Speedwagon,Hi Infidelity,1,1.0,PERFECT,1,0,0,2
Reo Speedwagon,REO Speedwagon - Life As We Know It,4,Reo Speedwagon,Reo Speedwagon - Life As We Know It,4,1.0,PERFECT,4,0,0,0
Reo Speedwagon,REO Speedwagon - The Hits,12,Reo Speedwagon,The Hits,12,1.0,PERFECT,12,0,0,0
Rod Stewart,Rod Stewart - The Great American Songbook,16,Rod Stewart,The Great American Songbook,16,1.0,PERFECT,16,0,0,1
Rolling Stones,Rolling Stones - Best Of Rolling Stones 1963-1973 Piano Songbook,20,Rolling Stones,Best Of Rolling Stones 1963-1973 Piano Songbook,20,1.0,PERFECT,20,0,0,1
Rolling Stones,Rolling Stones - Let It Bleed _Guitar Tab_,9,Rolling Stones,Let It Bleed [guitar Tab],9,1.0,PERFECT,9,0,0,1
Rolling Stones,Rolling Stones - Sticky Fingers _Score_,10,Rolling Stones,Sticky Fingers [score],10,1.0,PERFECT,10,0,0,0
Roy Orbison,Roy Orbison - Greatest Hits,19,Roy Orbison,Greatest Hits,19,1.0,PERFECT,19,0,0,1
Santana,Santana - Off The Record,8,Santana,Off The Record,8,1.0,PERFECT,8,0,0,0
Scott Joplin,Scott Joplin - The Best Of,17,Scott Joplin,The Best Of,17,1.0,PERFECT,17,0,0,0
Shania Twain,Shania Twain - Greatest Hits,21,Shania Twain,Greatest Hits,21,1.0,PERFECT,21,0,0,0
Shania Twain,Shania Twain - Up _PVG Book_,20,Shania Twain,Up! [pvg Book],20,1.0,PERFECT,20,0,0,0
Sheryl Crow,Sheryl Crow - Tuesday Night Music Club _PVG Book_,11,Sheryl Crow,Tuesday Night Music Club [pvg Book],11,1.0,PERFECT,11,0,0,1
Sheryl Crow,Sheryl Crow - Very Best,17,Sheryl Crow,Very Best,17,1.0,PERFECT,17,0,0,0
Spice Girls,Spice Girls - Greatest Hits,11,Spice Girls,Greatest Hits,11,1.0,PERFECT,11,0,0,1
Steely Dan,Steely Dan - The Best,23,Steely Dan,Steely Dan - The Best,23,1.0,PERFECT,23,0,0,0
Steve Miller Band,Steve Miller Band - 13 Biggest Hits,13,Steve Miller Band,13 Biggest Hits,13,1.0,PERFECT,13,0,0,0
Steve Miller Band,Steve Miller Band - Rock Best Hits _Jap Score_,8,Steve Miller Band,Rock Best Hits [jap Score],8,1.0,PERFECT,8,0,0,1
Steve Winwood,Steve Winwood - Arc Of A Diver _PVG Book_,7,Steve Winwood,Arc Of A Diver [pvg Book],7,1.0,PERFECT,7,0,0,0
Steve Winwood,Steve Winwood - The Great Songs Of,8,Steve Winwood,The Great Songs Of,8,1.0,PERFECT,8,0,0,0
Supertramp,Supertramp - Anthology,2,Supertramp,Anthology,2,1.0,PERFECT,2,0,0,2
Supertramp,Supertramp - Breakfast In America _PVG Book_,10,Supertramp,Breakfast In America [pvg Book],10,1.0,PERFECT,10,0,0,0
Supertramp,Supertramp - Crime Of The Century _Book_,8,Supertramp,Crime Of The Century [book],8,1.0,PERFECT,8,0,0,1
Survivor,Survivor - Greatest Hits,10,Survivor,Greatest Hits,10,1.0,PERFECT,10,0,0,0
Taylor Swift,Taylor Swift - Best Of _Easy Piano_,12,Taylor Swift,Best Of [easy Piano],12,1.0,PERFECT,12,0,0,2
Taylor Swift,Taylor Swift - Fearless _PVG Book_,16,Taylor Swift,Fearless [pvg Book],16,1.0,PERFECT,16,0,0,0
Taylor Swift,Taylor Swift - Speak Now _PVG Book_,14,Taylor Swift,Speak Now [pvg Book],14,1.0,PERFECT,14,0,0,1
Taylor Swift,Taylor Swift - Taylor Swift,11,Taylor Swift,Taylor Swift [guitar Compilation],11,1.0,PERFECT,11,0,0,2
Taylor Swift,Taylor Swift - Taylor Swift _Guitar Compilation_,11,Taylor Swift,Taylor Swift [guitar Compilation],11,1.0,PERFECT,11,0,0,2
The Band,Band - Northern Lights Southern Cross _PVG_,8,The Band,Band - Northern Lights Southern Cross [pvg],8,1.0,PERFECT,8,0,0,0
The Band,Band - Stage Fright _PVG_,9,The Band,Band - Stage Fright [pvg],11,1.0,PERFECT,9,0,2,0
The Band,The Band - Rock Of Ages _PVG Book_,8,The Band,Rock Of Ages [pvg Book],8,1.0,PERFECT,8,0,0,1
The Band,The Band - The Band And Music From Big Pink,21,The Band,The Band And Music From Big Pink,21,1.0,PERFECT,21,0,0,1
Tom Lehrer,Tom Lehrer - Book Covers,1,Tom Lehrer,Tom Lehrer - Book Covers,1,1.0,PERFECT,1,0,0,0
Tom Lehrer,Tom Lehrer - Too Many Songs _PVC Book_,32,Tom Lehrer,Tom Lehrer - Too Many Songs [pvc Book],32,1.0,PERFECT,32,0,0,0
Tom Waits,Anthology,29,Tom Waits,Anthology,29,1.0,PERFECT,29,0,0,1
Tom Waits,Tom Waits - Anthology,24,Tom Waits,Anthology,29,1.0,PERFECT,24,0,5,1
Tom Waits,Tom Waits - Tom Waits Anthology,7,Tom Waits,Tom Waits - Tom Waits Anthology,7,1.0,PERFECT,7,0,0,0
Tori Amos,Tori Amos - _Book_ Anthology,25,Tori Amos,[book] Anthology,25,1.0,PERFECT,25,0,0,1
Toto,Toto - Best of,5,Toto,Best Of,5,1.0,PERFECT,5,0,0,2
Toto,Toto - Collection,13,Toto,Past To Present [book],13,1.0,PERFECT,13,0,0,0
Toto,Toto - Past To Present _Book_,13,Toto,Past To Present [book],13,1.0,PERFECT,13,0,0,0
Traveling Wilburys,Traveling Wilburys - Volume 1,1,Traveling Wilburys,Volume 1,1,1.0,PERFECT,1,0,0,0
Van Morrison,Van Morrison - Anthology,25,Van Morrison,Anthology,25,1.0,PERFECT,25,0,0,1
Van Morrison,Van Morrison - Anthology _2_,21,Van Morrison,Anthology (2),21,1.0,PERFECT,21,0,0,1
Van Morrison,Van Morrison - Back On Top _Book_,10,Van Morrison,Back On Top [book],10,1.0,PERFECT,10,0,0,0
Van Morrison,Van Morrison - Days Like These _Book_,2,Van Morrison,Days Like These (book),2,1.0,PERFECT,2,0,0,1
Various Artists,Adult Contemporary Hits Of The Nineties,30,Various Artists,Adult Contemporary Hits Of The Nineties,30,1.0,PERFECT,30,0,0,0
Various Artists,Various Artists - 100 Songs For Kids - _Easy Guitar Songbook_,99,Various Artists,100 Songs For Kids - (easy Guitar Songbook),99,0.9797979797979798,EXCELLENT,97,2,2,0
Various Artists,Various Artists - 50 Platinum Country Hits,50,Various Artists,50 Platinum Country Hits,50,1.0,PERFECT,50,0,0,1
Various Artists,Various Artists - 50s And 60s,81,,,0,0.0,NO MATCH,0,81,0,0
Various Artists,Various Artists - 557 Standards _Sheet Music - Piano__2_,345,Various Artists,557 Standards (sheet Music - Piano)(2),345,1.0,PERFECT,345,0,0,1
Various Artists,Various Artists - 62 Stars 62 Hits _60s Compilation_,61,Various Artists,62 Stars 62 Hits [60's Compilation],55,0.819672131147541,GOOD,50,11,5,0
Various Artists,Various Artists - 70s Collection - _57pp_,18,,,0,0.0,NO MATCH,0,18,0,0
Various Artists,Various Artists - 70s Hits _Easy Piano_,20,Various Artists,70's Hits [easy Piano],20,1.0,PERFECT,20,0,0,1
Various Artists,Various Artists - Adult Contemporary Hits Of The Nineties,1,Various Artists,Adult Contemporary Hits Of The Nineties,30,1.0,PERFECT,1,0,29,1
Various Artists,Various Artists - All Time Best Collection Vol 3,18,Various Artists,All Time Best Collection Vol 3,18,1.0,PERFECT,18,0,0,0
Various Artists,Various Artists - Best In Country Sheet Music,26,Various Artists,Best In Country Sheet Music,26,1.0,PERFECT,26,0,0,0
Various Artists,Various Artists - Best Of 80s Rock _PVG_,33,Various Artists,Best Of 80s Rock [pvg],29,0.7878787878787878,PARTIAL,26,7,3,1
Various Artists,Various Artists - Best Of The 70s And 80s _Solo Piano_,17,Various Artists,Best Of The 70s & 80s [solo Piano],17,1.0,PERFECT,17,0,0,0
Various Artists,Various Artists - Best Rock Songs 2000-2005,36,Various Artists,Best Rock Songs 2000-2005,18,0.4166666666666667,POOR,15,21,3,0
Various Artists,Various Artists - Biggest Pop Hits 1996-1997,36,Various Artists,Biggest Pop Hits 1996-1997,26,0.6944444444444444,PARTIAL,25,11,1,0
Various Artists,Various Artists - Chart Hits 01-02,25,,,0,0.0,NO MATCH,0,25,0,0
Various Artists,Various Artists - Chart Hits 04-05,19,Various Artists,Chart Hits 04-05,20,1.0,PERFECT,19,0,1,0
Various Artists,Various Artists - Chart Hits 98-99,26,Various Artists,Chart Hits 98-99,26,1.0,PERFECT,26,0,0,1
Various Artists,Various Artists - Classic Rock - 73 songs,73,Various Artists,Classic Rock - 73 Songs,73,1.0,PERFECT,73,0,0,0
Various Artists,Various Artists - Collection Of Country Music,72,Various Artists,Collection Of Country Music,72,1.0,PERFECT,72,0,0,0
Various Artists,Various Artists - Complete Piano Player Easy Blues _22 songs_,21,Various Artists,Complete Piano Player Easy Blues (22 Songs),21,1.0,PERFECT,21,0,0,0
Various Artists,Various Artists - Country Classics _PVG_,54,Various Artists,Country Classics [pvg],49,0.8333333333333334,GOOD,45,9,4,0
Various Artists,Various Artists - Even More Songs Of The Eighties _PVG_,39,Various Artists,Even More Songs Of The Eighties [pvg],39,1.0,PERFECT,39,0,0,0
Various Artists,Various Artists - Golden Era Of Rock And Roll _grab it_,100,Various Artists,Golden Era Of Rock And Roll (grab It!),99,0.98,EXCELLENT,98,2,1,0
Various Artists,Various Artists - Great Bands Of The 60s _PVG Book_,25,Various Artists,Great Bands Of The 60s [pvg Book],25,1.0,PERFECT,25,0,0,0
Various Artists,Various Artists - Great Bands Of The 70s _PVG Book_,20,Various Artists,Great Bands Of The 70s [pvg Book],20,1.0,PERFECT,20,0,0,2
Various Artists,Various Artists - Great Big Book Of Childrens Songs,73,Various Artists,Great Big Book Of Children's Songs,73,1.0,PERFECT,73,0,0,1
Various Artists,Various Artists - Great Country Collection,14,Various Artists,Great Country Collection,14,1.0,PERFECT,14,0,0,0
Various Artists,Various Artists - Great Songs Of The 70s _Guitar Tab_,30,Various Artists,Great Songs Of The 70s [guitar Tab],30,1.0,PERFECT,30,0,0,0
Various Artists,Various Artists - Greatest Hits Of 2004-2005,59,Various Artists,Greatest Hits Of 2004-2005,60,1.0,PERFECT,59,0,1,0
Various Artists,Various Artists - Greatest Love Songs Of 80s,25,Various Artists,Greatest Love Songs Of 80s,25,1.0,PERFECT,25,0,0,3
Various Artists,Various Artists - Greatest Love Songs Of The 60s,25,Various Artists,Greatest Love Songs Of The 60s,25,1.0,PERFECT,25,0,0,1
Various Artists,Various Artists - Greatest Love Songs Of The 70s,26,Various Artists,Greatest Love Songs Of The 70s,26,1.0,PERFECT,26,0,0,0
Various Artists,Various Artists - Greatest Love Songs Of The 80s,25,Various Artists,Greatest Love Songs Of 80s,25,1.0,PERFECT,25,0,0,3
Various Artists,Various Artists - Heavy Metal Vol III,13,Various Artists,Heavy Metal Vol. Iii,13,1.0,PERFECT,13,0,0,1
Various Artists,Various Artists - Heavy Rock Hits Of The 80s _PVG_,20,Various Artists,Heavy Rock Hits Of The 80s [pvg],20,1.0,PERFECT,20,0,0,0
Various Artists,Various Artists - History Of Rock - Late 80s,44,Various Artists,History Of Rock - Late 80s,43,0.9545454545454546,EXCELLENT,42,2,1,1
Various Artists,Various Artists - More Songs Of The Eighties _PVG_,42,Various Artists,More Songs Of The Eighties [pvg],43,1.0,PERFECT,42,0,1,1
Various Artists,Various Artists - Music For The Millenium - The Seventies,17,Various Artists,Music For The Millenium - The Seventies,17,1.0,PERFECT,17,0,0,1
Various Artists,Various Artists - Music For The Millennium The Seventies,17,Various Artists,Music For The Millenium - The Seventies,17,1.0,PERFECT,17,0,0,1
Various Artists,Various Artists - Oldies But Goodies,40,Various Artists,Oldies But Goodies,41,1.0,PERFECT,40,0,1,0
Various Artists,Various Artists - Popular Piano Solos,11,Various Artists,Popular Piano Solos,11,1.0,PERFECT,11,0,0,0
Various Artists,Various Artists - Songs Of The 60s _PVG_,60,Various Artists,Songs Of The 60s [pvg],60,1.0,PERFECT,60,0,0,0
Various Artists,Various Artists - The 1980s,30,Various Artists,The 1980s,30,1.0,PERFECT,30,0,0,3
Various Artists,Various Artists - The 60s And 70s Rock Score,9,Various Artists,The 60s And 70s Rock Score,9,1.0,PERFECT,9,0,0,0
Various Artists,Various Artists - The Best Childrens Songs Ever _Easy Piano_,103,Various Artists,The Best Children's Songs Ever (easy Piano),103,1.0,PERFECT,103,0,0,0
Various Artists,Various Artists - The Decade Series - The 1980s,30,Various Artists,The 1980s,30,1.0,PERFECT,30,0,0,3
Various Artists,Various Artists - The Greatest Love Songs Of The 80s,25,Various Artists,Greatest Love Songs Of 80s,25,1.0,PERFECT,25,0,0,3
Various Artists,Various Artists - Ultimate 100 Pop Hits Of The 90s,101,Various Artists,Ultimate 100 Pop Hits Of The 90s,102,1.0,PERFECT,101,0,1,0
Various Artists,Various Artists - Ultimate Pop Sheet Music Collection 2000,84,Various Artists,Ultimate Pop Sheet Music Collection 2000,84,1.0,PERFECT,84,0,0,1
Vince Guaraldi,Peanuts Songbook,28,Vince Guaraldi,Peanuts Songbook,28,1.0,PERFECT,28,0,0,0
Vince Guaraldi,Vince Guaraldi - Peanuts Songbook,2,Vince Guaraldi,Peanuts Songbook,28,1.0,PERFECT,2,0,26,1
Vince Guaraldi,Vince Guaraldi - The Vince Guaraldi Collection,9,Vince Guaraldi,Peanuts Songbook,28,0.3333333333333333,POOR,3,6,25,0
Whitney Houston,Whitney Houston - The Best Of,10,Whitney Houston,The Best Of,10,1.0,PERFECT,10,0,0,1
Who,Who - Quadrophenia (PVG),9,Who,Who - Quadrophenia (pvg),9,1.0,PERFECT,9,0,0,0
Who,Who - Quadrophenia _PVG_,9,Who,Who - Quadrophenia (pvg),9,1.0,PERFECT,9,0,0,0
Who,Who - Who Anthology,44,Who,Who Anthology,44,1.0,PERFECT,44,0,0,0
