local_artist,local_book,local_song_count,s3_artist,s3_book,s3_song_count,match_pct,match_quality,matches,local_only,s3_only,other_candidates
Wings,Wings - Greatest Hits,13,Wings,Wings - Greatest Hits,13,1.0,PERFECT,13,0,0,0
Wings,Wings - London Town (PVG Book),8,Wings,Wings - London Town (pvg Book),8,1.0,PERFECT,8,0,0,0
Wings,Wings - London Town _PVG Book_,8,Wings,Wings - London Town (pvg Book),8,1.0,PERFECT,8,0,0,0
Wings,Wings - Over America _PVG_,19,Wings,Wings - Over America [pvg],19,1.0,PERFECT,19,0,0,0
Yes,Yes - Complete Deluxe Edition,29,Yes,Complete Deluxe Edition,29,1.0,PERFECT,29,0,0,0
Zz Top,Greatest Hits,21,Zz Top,Greatest Hits (2),21,1.0,PERFECT,21,0,0,1
_broadway Shows,A Treasury Of Gilbert And Sullivan Part 1,50,_broadway Shows,A Treasury Of Gilbert & Sullivan Part 1,50,1.0,PERFECT,50,0,0,0
_broadway Shows,A Treasury Of Gilbert And Sullivan Part 2,47,_broadway Shows,A Treasury Of Gilbert & Sullivan Part 2,47,1.0,PERFECT,47,0,0,0
_broadway Shows,Lambert And Morrison - The Drowsy Chaperone _Version 1_,1,_broadway Shows,Lambert And Morrison - The Drowsy Chaperone (version 1),2,1.0,PERFECT,1,0,1,0
_broadway Shows,Lambert And Morrison - The Drowsy Chaperone _Version 2_,2,_broadway Shows,Lambert And Morrison - The Drowsy Chaperone (version 2),2,1.0,PERFECT,2,0,0,0
_broadway Shows,Lerner And Loewe - Camelot,16,_broadway Shows,Lerner And Loewe - Camelot,20,1.0,PERFECT,16,0,4,0
_broadway Shows,Mamma Mia,15,_broadway Shows,Mamma Mia,15,1.0,PERFECT,15,0,0,0
_broadway Shows,Rogers And Hammerstein - South Pacific,7,_broadway Shows,Rogers And Hammerstein - South Pacific,18,1.0,PERFECT,7,0,11,0
_broadway Shows,Steven Sondheim - All Sondheim Volume 2 BOOK,19,_broadway Shows,Steven Sondheim - All Sondheim Volume 2 Book,27,1.0,PERFECT,19,0,8,0
_broadway Shows,The Wedding Singer,72,_broadway Shows,The Wedding Singer,72,1.0,PERFECT,72,0,0,0
_broadway Shows,Various Artists - Aida,1,_broadway Shows,Various Artists - Aida,1,1.0,PERFECT,1,0,0,0
_broadway Shows,Various Artists - Aladdin Jr,34,_broadway Shows,Various Artists - Aladdin Jr,37,1.0,PERFECT,34,0,3,0
_broadway Shows,Various Artists - Aladdin _book_,8,_broadway Shows,Various Artists - Aladdin (book),8,1.0,PERFECT,8,0,0,0
_broadway Shows,Various Artists - Annie - Full Score,29,_broadway Shows,Various Artists - Annie - Full Score,43,1.0,PERFECT,29,0,14,0
_broadway Shows,Various Artists - Avenue Q - Full Score,1,_broadway Shows,Various Artists - Avenue Q - Full Score,1,1.0,PERFECT,1,0,0,0
_broadway Shows,Various Artists - Avenue X - Vocal Chorus Book,25,_broadway Shows,Various Artists - Avenue X - Vocal Chorus Book,26,1.0,PERFECT,25,0,1,0
_broadway Shows,Various Artists - Beauty And The Beast _1994 MTI PC Score complete_,23,_broadway Shows,"Various Artists - Beauty And The Beast (1994 Mti Pc Score, Complete)",39,1.0,PERFECT,23,0,16,0
_broadway Shows,Various Artists - Beauty And The Beast _Score_,38,_broadway Shows,Various Artists - Beauty And The Beast [score],39,1.0,PERFECT,38,0,1,0
_broadway Shows,Various Artists - Best In Broadway Deluxe Edition,62,_broadway Shows,Various Artists - Best In Broadway Deluxe Edition,80,1.0,PERFECT,62,0,18,0
_broadway Shows,Various Artists - Cabaret _1998 version_,2,_broadway Shows,Various Artists - Cabaret (1998 Version),2,1.0,PERFECT,2,0,0,1
_broadway Shows,Various Artists - Cabaret _Original_,3,_broadway Shows,Various Artists - Cabaret (original),9,1.0,PERFECT,3,0,6,0
_broadway Shows,Various Artists - Cats - Conductor Score,2,_broadway Shows,Various Artists - Cats - Conductor Score,2,1.0,PERFECT,2,0,0,7
_broadway Shows,Various Artists - Chicago _1975_,22,_broadway Shows,Various Artists - Chicago (1975),23,1.0,PERFECT,22,0,1,0
_broadway Shows,Various Artists - Dear Evan Hansen _PVG_,15,_broadway Shows,Various Artists - Dear Evan Hansen (pvg),15,1.0,PERFECT,15,0,0,0
_broadway Shows,Various Artists - Dirty Rotten Scoundrels _Piano-Vocal_,1,_broadway Shows,Various Artists - Dirty Rotten Scoundrels (piano-vocal),18,1.0,PERFECT,1,0,17,0
_broadway Shows,Various Artists - Evita _Conductor Score_,10,_broadway Shows,Various Artists - Evita [conductor Score],10,1.0,PERFECT,10,0,0,0
_broadway Shows,Various Artists - Evita _Score_,11,_broadway Shows,Various Artists - Evita [score],11,1.0,PERFECT,11,0,0,0
_broadway Shows,Various Artists - Footloose _Score_,15,_broadway Shows,Various Artists - Footloose [score],17,1.0,PERFECT,15,0,2,0
_broadway Shows,Various Artists - Grease _1994 Score_,13,_broadway Shows,Various Artists - Grease [1994 Score],22,1.0,PERFECT,13,0,9,0
_broadway Shows,Various Artists - Grease _2003 Score_,40,_broadway Shows,Various Artists - Grease [2003 Score],40,1.0,PERFECT,40,0,0,0
_broadway Shows,Various Artists - Hair _rev 1995_ - Piano Conductor Score,44,_broadway Shows,Various Artists - Hair (rev 1995) - Piano Conductor Score,44,1.0,PERFECT,44,0,0,0
_broadway Shows,Various Artists - High School Musical [score],16,_broadway Shows,Various Artists - High School Musical [score],22,1.0,PERFECT,16,0,6,0
_broadway Shows,Various Artists - High School Musical _score_,22,_broadway Shows,Various Artists - High School Musical [score],22,1.0,PERFECT,22,0,0,0
_broadway Shows,Various Artists - Jesus Christ Superstar,8,_broadway Shows,Various Artists - Jesus Christ Superstar,8,1.0,PERFECT,8,0,0,0
_broadway Shows,Various Artists - Legally Blonde - score,1,_broadway Shows,Various Artists - Legally Blonde - Score,18,1.0,PERFECT,1,0,17,0
_broadway Shows,Various Artists - Les Miserables - Full Score,16,_broadway Shows,Various Artists - Les Miserables - Full Score,20,1.0,PERFECT,16,0,4,0
_broadway Shows,Various Artists - Les Miserables - Piano-Conductor,4,_broadway Shows,Various Artists - Les Miserables - Piano-conductor,50,1.0,PERFECT,4,0,46,1
_broadway Shows,Various Artists - Les Miserables - Piano-conductor _complete_,5,_broadway Shows,Various Artists - Les Miserables - Piano-conductor (complete),34,1.0,PERFECT,5,0,29,1
_broadway Shows,Various Artists - Lion King _Score_,57,_broadway Shows,Various Artists - Lion King [score],58,1.0,PERFECT,57,0,1,0
_broadway Shows,Various Artists - Little Mermaid Workshop score,1,_broadway Shows,Various Artists - Little Mermaid Workshop Score,1,1.0,PERFECT,1,0,0,0
_broadway Shows,Various Artists - Little Shop Of Horrors (original),1,_broadway Shows,Various Artists - Little Shop Of Horrors (original),2,1.0,PERFECT,1,0,1,0
_broadway Shows,Various Artists - Little Shop Of Horrors _Broadway_,2,_broadway Shows,Various Artists - Little Shop Of Horrors (original),2,1.0,PERFECT,2,0,0,0
_broadway Shows,Various Artists - Little Shop Of Horrors _original_,2,_broadway Shows,Various Artists - Little Shop Of Horrors (original),2,1.0,PERFECT,2,0,0,0
_broadway Shows,Various Artists - Mary Poppins,1,_broadway Shows,Various Artists - Mary Poppins,2,1.0,PERFECT,1,0,1,0
_broadway Shows,Various Artists - Phantom Of Opera _SATB_,5,_broadway Shows,Various Artists - Phantom Of Opera [satb],5,1.0,PERFECT,5,0,0,0
_broadway Shows,Various Artists - Phantom Of The Opera,1,_broadway Shows,Various Artists - Phantom Of The Opera,1,1.0,PERFECT,1,0,0,0
_broadway Shows,Various Artists - Phantom Of The Opera _Score_,7,_broadway Shows,Various Artists - Phantom Of The Opera [score],7,1.0,PERFECT,7,0,0,0
_broadway Shows,Various Artists - Rent _Score_,46,_broadway Shows,Various Artists - Rent [score],53,1.0,PERFECT,46,0,7,0
_broadway Shows,Various Artists - Rocky Horror Show,1,_broadway Shows,Various Artists - Rocky Horror Show,5,1.0,PERFECT,1,0,4,0
_broadway Shows,Various Artists - Rocky Horror Show Revised - Full Score,24,_broadway Shows,Various Artists - Rocky Horror Show Revised - Full Score,24,1.0,PERFECT,24,0,0,0
_broadway Shows,Various Artists - Seussical - TYA,38,_broadway Shows,Various Artists - Seussical - Tya,38,1.0,PERFECT,38,0,0,1
_broadway Shows,Various Artists - Seussical _PV Score_,34,_broadway Shows,Various Artists - Seussical [pv Score],44,1.0,PERFECT,34,0,10,1
_broadway Shows,Various Artists - Seussical _Piano-Conductor_,13,_broadway Shows,Various Artists - Seussical [piano-conductor],16,1.0,PERFECT,13,0,3,0
_broadway Shows,Various Artists - Shrek The Musical,11,_broadway Shows,Various Artists - Shrek The Musical,11,1.0,PERFECT,11,0,0,0
_broadway Shows,Various Artists - Sound Of Music,16,_broadway Shows,Various Artists - Sound Of Music,25,1.0,PERFECT,16,0,9,0
_broadway Shows,Various Artists - Sound Of Music _Vocal Selections_,7,_broadway Shows,Various Artists - Sound Of Music (vocal Selections),7,1.0,PERFECT,7,0,0,0
_broadway Shows,Various Artists - Spamalot,65,_broadway Shows,Various Artists - Spamalot,66,1.0,PERFECT,65,0,1,0
_broadway Shows,Various Artists - Sweeney Todd Vocal Score,19,_broadway Shows,Various Artists - Sweeney Todd Vocal Score,21,1.0,PERFECT,19,0,2,0
_broadway Shows,Various Artists - The Hobbit Score,11,_broadway Shows,Various Artists - The Hobbit Score,11,1.0,PERFECT,11,0,0,0
_broadway Shows,Various Artists - The Ultimate BROADWAY fakebook,407,_broadway Shows,Various Artists - The Ultimate Broadway Fakebook,407,0.995085995085995,EXCELLENT,405,2,2,0
_broadway Shows,Various Artists - Wicked [pvg],6,_broadway Shows,Various Artists - Wicked [pvg],14,1.0,PERFECT,6,0,8,0
_broadway Shows,Various Artists - Wicked [score],1,_broadway Shows,Various Artists - Wicked [score],1,1.0,PERFECT,1,0,0,0
_broadway Shows,Various Artists - Wicked _PVG_,13,_broadway Shows,Various Artists - Wicked [pvg],14,1.0,PERFECT,13,0,1,0
_broadway Shows,Various Artists - Wicked _Score_,1,_broadway Shows,Various Artists - Wicked [score],1,1.0,PERFECT,1,0,0,0
_broadway Shows,Various Artists - Wizard Of Oz - Piano Conductor,24,_broadway Shows,Various Artists - Wizard Of Oz - Piano Conductor,25,1.0,PERFECT,24,0,1,0
_broadway Shows,Various Artists - Wizard Of Oz _RSC Piano-Conductor_,20,_broadway Shows,Various Artists - Wizard Of Oz (rsc Piano-conductor),20,1.0,PERFECT,20,0,0,0
_broadway Shows,Various Artists - You're A Good Man Charlie Brown [revival] [score],22,_broadway Shows,Various Artists - You're A Good Man Charlie Brown [revival] [score],38,1.0,PERFECT,22,0,16,0
_broadway Shows,Various Artists - Youre A Good Man Charlie Brown _Score_,38,_broadway Shows,Various Artists - You're A Good Man Charlie Brown [revival] [score],38,1.0,PERFECT,38,0,0,0
_broadway Shows,Various Artists - Youre A Good Man Charlie Brown _revival_ _score_,38,_broadway Shows,Various Artists - You're A Good Man Charlie Brown [revival] [score],38,1.0,PERFECT,38,0,0,0
_broadway Shows,Wicked Workshop,4,_broadway Shows,Wicked Workshop,4,1.0,PERFECT,4,0,0,0
_movie And Tv,Beauty And The Beast _PVG_,8,_movie And Tv,Beauty And The Beast [pvg],8,1.0,PERFECT,8,0,0,0
_movie And Tv,Brother Bear _Disney_,8,_movie And Tv,Brother Bear (disney),8,1.0,PERFECT,8,0,0,0
_movie And Tv,Budget Books - Movie Songs,76,_movie And Tv,Budget Books - Movie Songs,76,1.0,PERFECT,76,0,0,0
_movie And Tv,Disney Collection _Songs Out Of order_,42,_movie And Tv,Disney Collection (songs Out Of Order),42,1.0,PERFECT,42,0,0,0
_movie And Tv,High School Musical - Breaking Free - Piano Sheet Music,1,_movie And Tv,High School Musical - Breaking Free - Piano Sheet Music,1,1.0,PERFECT,1,0,0,0
_movie And Tv,John Williams - Greatest Hits,28,_movie And Tv,John Williams - Greatest Hits,28,1.0,PERFECT,28,0,0,0
_movie And Tv,John Williams - Star Wars Episode I - The Phantom Menace,1,_movie And Tv,John Williams - Star Wars Episode I - The Phantom Menace,1,1.0,PERFECT,1,0,0,1
_movie And Tv,John Williams - Star Wars Episode II - Attack Of The Clones _lite_,1,_movie And Tv,John Williams - Star Wars Episode Ii - Attack Of The Clones (lite),1,1.0,PERFECT,1,0,0,0
_movie And Tv,John Williams - Star Wars Episode III - Revenge Of The Sith_Incomplete Grab_,1,_movie And Tv,John Williams - Star Wars Episode Iii - Revenge Of The Sith.(incomplete Grab),1,1.0,PERFECT,1,0,0,0
_movie And Tv,John Williams - Star Wars Trilogy,14,_movie And Tv,John Williams - Star Wars Trilogy,16,1.0,PERFECT,14,0,2,0
_movie And Tv,Kasha And Hirschorn - Petes Dragon,6,_movie And Tv,Kasha & Hirschorn - Pete's Dragon,7,1.0,PERFECT,6,0,1,0
_movie And Tv,Mary Poppins,11,_movie And Tv,Mary Poppins,11,1.0,PERFECT,11,0,0,0
_movie And Tv,Mulan,1,_movie And Tv,Mulan,1,1.0,PERFECT,1,0,0,0
_movie And Tv,Pirates Of The Caribbean _Book 1 - The Curse Of The Black Pearl_,7,_movie And Tv,Pirates Of The Caribbean [book 1 - The Curse Of The Black Pearl],7,1.0,PERFECT,7,0,0,0
_movie And Tv,Pirates Of The Caribbean _Book 2 - Dead Mans Chest_,9,_movie And Tv,Pirates Of The Caribbean [book 2 - Dead Man's Chest],9,1.0,PERFECT,9,0,0,0
_movie And Tv,Randy Newman - Toy Story 2,1,_movie And Tv,Disney Collection (songs Out Of Order),42,1.0,PERFECT,1,0,41,1
_movie And Tv,Spirited Away _Disney_ _2001_,1,_movie And Tv,Spirited Away (disney) (2001),1,1.0,PERFECT,1,0,0,0
_movie And Tv,Star Wars Suite _John Williams - Full Score - Hal Leonard_,8,_movie And Tv,Star Wars Suite (john Williams - Full Score - Hal Leonard),8,1.0,PERFECT,8,0,0,0
_movie And Tv,The New Illustrated Treasury Of Disney,68,_movie And Tv,The New Illustrated Treasury Of Disney,68,1.0,PERFECT,68,0,0,1
_movie And Tv,The New Illustrated Treasury Of Disney Songs,68,_movie And Tv,The New Illustrated Treasury Of Disney Songs,68,1.0,PERFECT,68,0,0,1
_movie And Tv,The Wizard Of Oz Script,20,,,0,0.0,NO MATCH,0,20,0,0
_movie And Tv,Theme From Rocky And Otther Big Hits,22,_movie And Tv,Theme From Rocky And Otther Big Hits,27,1.0,PERFECT,22,0,5,0
_movie And Tv,Various Artists - 100 Of The Best Movie Songs Ever,101,_movie And Tv,Various Artists - 100 Of The Best Movie Songs Ever,101,1.0,PERFECT,101,0,0,0
_movie And Tv,Various Artists - Book Of Great TV Hits,41,_movie And Tv,Various Artists - Book Of Great Tv Hits,46,1.0,PERFECT,41,0,5,0
_movie And Tv,Various Artists - Box Office Themes Vol 1,12,_movie And Tv,Various Artists - Box Office Themes Vol. 1,12,1.0,PERFECT,12,0,0,0
_movie And Tv,Various Artists - Decades Of Film 70s,17,_movie And Tv,Various Artists - Decades Of Film '70s,17,1.0,PERFECT,17,0,0,0
_movie And Tv,Various Artists - Decades Of Film 80s,20,_movie And Tv,Various Artists - Decades Of Film '80s,21,1.0,PERFECT,20,0,1,0
_movie And Tv,Various Artists - Decades Of Film 90s,20,_movie And Tv,Various Artists - Decades Of Film '90s,20,1.0,PERFECT,20,0,0,0
_movie And Tv,Various Artists - Disney Duets,8,_movie And Tv,Various Artists - Disney Duets,8,1.0,PERFECT,8,0,0,0
_movie And Tv,Various Artists - Disney Fake Book,194,_movie And Tv,Various Artists - Disney Fake Book,194,1.0,PERFECT,194,0,0,0
_movie And Tv,Various Artists - Disney Solos For Violin,1,_movie And Tv,The New Illustrated Treasury Of Disney Songs,68,1.0,PERFECT,1,0,67,2
_movie And Tv,Various Artists - Eddie And The Cruisers,6,_movie And Tv,Various Artists - Eddie And The Cruisers,6,1.0,PERFECT,6,0,0,0
_movie And Tv,Various Artists - Film Book,41,_movie And Tv,Various Artists - Film Book,44,1.0,PERFECT,41,0,3,0
_movie And Tv,Various Artists - Film Music For Solo Piano,28,_movie And Tv,Various Artists - Film Music For Solo Piano,28,1.0,PERFECT,28,0,0,1
_movie And Tv,Various Artists - Film Music For Solo Piano _2_,23,_movie And Tv,Various Artists - Film Music For Solo Piano (2),23,1.0,PERFECT,23,0,0,1
_movie And Tv,Various Artists - Frozen - Let It Go _Movie Version_,1,_movie And Tv,Various Artists - Frozen - Let It Go (movie Version),1,1.0,PERFECT,1,0,0,0
_movie And Tv,Various Artists - High School Musical 1,2,_movie And Tv,Various Artists - High School Musical 1,2,1.0,PERFECT,2,0,0,0
_movie And Tv,Various Artists - High School Musical 2,13,_movie And Tv,Various Artists - High School Musical 2,13,1.0,PERFECT,13,0,0,0
_movie And Tv,Various Artists - Little Mermaid,1,_movie And Tv,Various Artists - Little Mermaid,1,1.0,PERFECT,1,0,0,0
_movie And Tv,Various Artists - Love Songs From The Movies,33,_movie And Tv,Various Artists - Love Songs From The Movies,33,1.0,PERFECT,33,0,0,0
_movie And Tv,Various Artists - Movie Fakebook,389,_movie And Tv,Various Artists - Movie Fakebook,392,0.9948586118251928,EXCELLENT,387,2,5,0
_movie And Tv,Various Artists - Movie Love Songs _Book_,16,_movie And Tv,Various Artists - Movie Love Songs [book],16,1.0,PERFECT,16,0,0,0
_movie And Tv,Various Artists - Movie Melodies - The Very Best Of Movie Songs,21,_movie And Tv,Various Artists - Movie Melodies - The Very Best Of Movie Songs,21,1.0,PERFECT,21,0,0,0
_movie And Tv,Various Artists - Movie Songs Of The 90s Vol 2,34,_movie And Tv,Various Artists - Movie Songs Of The 90s Vol 2,40,1.0,PERFECT,34,0,6,0
_movie And Tv,Various Artists - Music From The Movies The Adventure Collection,23,_movie And Tv,Various Artists - Music From The Movies The Adventure Collection,26,1.0,PERFECT,23,0,3,0
_movie And Tv,Various Artists - Music From The Movies The Animated Collection,5,_movie And Tv,Various Artists - Music From The Movies The Animated Collection,29,1.0,PERFECT,5,0,24,0
_movie And Tv,Various Artists - Piano Solos Film Music - The Costume Drama Collection,28,_movie And Tv,Various Artists - Piano Solos Film Music - The Costume Drama Collection,28,1.0,PERFECT,28,0,0,0
_movie And Tv,Various Artists - Pirates Of The Caribbean At Worlds End,1,_movie And Tv,Various Artists - Pirates Of The Caribbean At World's End,1,1.0,PERFECT,1,0,0,0
_movie And Tv,Various Artists - Shrek 1,13,_movie And Tv,Various Artists - Shrek 1,13,1.0,PERFECT,13,0,0,0
_movie And Tv,Various Artists - Shrek 2,14,_movie And Tv,Various Artists - Shrek 2,14,1.0,PERFECT,14,0,0,0
_movie And Tv,Various Artists - Shrek 3,14,_movie And Tv,Various Artists - Shrek 3,14,1.0,PERFECT,14,0,0,0
_movie And Tv,Various Artists - Star Trek - Complete Star Trek Theme Music,1,_movie And Tv,Various Artists - Star Trek - Complete Star Trek Theme Music,1,1.0,PERFECT,1,0,0,1
_movie And Tv,Various Artists - Star Trek - Complete Theme Music _Piano Solo_,16,_movie And Tv,Various Artists - Star Trek - Complete Theme Music (piano Solo),16,1.0,PERFECT,16,0,0,0
_movie And Tv,Various Artists - Star Trek - Deep Space Nine,1,_movie And Tv,Various Artists - Star Trek - Complete Theme Music (piano Solo),16,1.0,PERFECT,1,0,15,1
_movie And Tv,Various Artists - Star Trek - Enterprise,1,_movie And Tv,Various Artists - Star Trek - Complete Theme Music (piano Solo),16,1.0,PERFECT,1,0,15,1
_movie And Tv,Various Artists - Star Trek - First Contact,1,_movie And Tv,Various Artists - Star Trek - Complete Theme Music (piano Solo),16,1.0,PERFECT,1,0,15,1
_movie And Tv,Various Artists - Star Trek - Generations,1,_movie And Tv,Various Artists - Star Trek - Generations,1,1.0,PERFECT,1,0,0,0
_movie And Tv,Various Artists - Star Trek - Insurrection,1,_movie And Tv,Various Artists - Star Trek - Insurrection,1,1.0,PERFECT,1,0,0,0
_movie And Tv,Various Artists - Star Trek - Star Trek,1,_movie And Tv,Various Artists - Star Trek - Complete Theme Music (piano Solo),16,1.0,PERFECT,1,0,15,1
_movie And Tv,Various Artists - Star Trek - Star Trek The Motion Picture,1,_movie And Tv,Various Artists - Star Trek - Star Trek The Motion Picture,1,1.0,PERFECT,1,0,0,0
_movie And Tv,Various Artists - Star Trek - The Final Frontier,2,_movie And Tv,Various Artists - Star Trek - The Final Frontier,2,1.0,PERFECT,2,0,0,1
_movie And Tv,Various Artists - Star Trek - The Next Generation,2,_movie And Tv,Various Artists - Star Trek - The Next Generation,2,1.0,PERFECT,2,0,0,1
_movie And Tv,Various Artists - Star Trek - The Search For Spock,1,_movie And Tv,Various Artists - Star Trek - The Search For Spock,2,1.0,PERFECT,1,0,1,0
_movie And Tv,Various Artists - Star Trek - The Undiscovered Country,1,_movie And Tv,Various Artists - Star Trek - The Undiscovered Country,1,1.0,PERFECT,1,0,0,0
_movie And Tv,Various Artists - Star Trek - The Voyage Home,1,_movie And Tv,Various Artists - Star Trek - Complete Theme Music (piano Solo),16,1.0,PERFECT,1,0,15,1
_movie And Tv,Various Artists - Star Trek - The Wrath Of Khan,1,_movie And Tv,Various Artists - Star Trek - Complete Theme Music (piano Solo),16,1.0,PERFECT,1,0,15,1
_movie And Tv,Various Artists - Star Trek - Them From Search For Spock,1,_movie And Tv,Various Artists - Star Trek - Them From Search For Spock,1,1.0,PERFECT,1,0,0,0
_movie And Tv,Various Artists - Star Trek - Voyager,1,_movie And Tv,Various Artists - Star Trek - Complete Theme Music (piano Solo),16,1.0,PERFECT,1,0,15,1
_movie And Tv,Various Artists - Star Trek _Piano Solo_,8,_movie And Tv,Various Artists - Star Trek (piano Solo),10,1.0,PERFECT,8,0,2,0
_movie And Tv,Various Artists - TV Detective - Themes For Solo Piano,28,_movie And Tv,Various Artists - Tv Detective - Themes For Solo Piano,32,1.0,PERFECT,28,0,4,0
_movie And Tv,Various Artists - TV Fakebook 2nd Ed,105,_movie And Tv,Various Artists - Tv Fakebook 2nd Ed,106,1.0,PERFECT,105,0,1,0
_movie And Tv,Various Artists - The Big Book Of Movie Music,64,_movie And Tv,Various Artists - The Big Book Of Movie Music,69,1.0,PERFECT,64,0,5,0
_movie And Tv,Various Artists - The Simpsons - Simpsons Songbook,1,_movie And Tv,Various Artists - The Simpsons - Simpsons Songbook,1,1.0,PERFECT,1,0,0,0
_movie And Tv,Various Artists - The TV Fakebook,72,_movie And Tv,Various Artists - The Tv Fakebook,71,0.9722222222222222,EXCELLENT,70,2,1,0
_movie And Tv,Various Artists - Top Movie Hits,10,_movie And Tv,Various Artists - Top Movie Hits,10,1.0,PERFECT,10,0,0,0
_movie And Tv,Various Artists - Ultimate TV Showstoppers,18,_movie And Tv,Various Artists - Ultimate Tv Showstoppers,20,1.0,PERFECT,18,0,2,0
_movie And Tv,Various Artists - Warner Bros 75th Anniversary,3,_movie And Tv,Various Artists - Warner Bros 75th Anniversary,3,1.0,PERFECT,3,0,0,0
_movie And Tv,Various Artists - Wizard Of Oz _Book_,10,_movie And Tv,Various Artists - Wizard Of Oz [book],14,1.0,PERFECT,10,0,4,0
