"Artist","BookName","SourcePath","ProcessedFolder","PDFCount","Status"
"Kinks","Kinks - Best Of The Kinks [Score]","C:\Work\AWSMusic\SheetMusic\Kinks\Books\Kinks - Best Of The Kinks [Score].pdf","ProcessedSongs\Kinks\Best Of The Kinks [score]","12","EXPANDED"
"Kinks","Kinks - Best Of [Score]","C:\Work\AWSMusic\SheetMusic\Kinks\Books\Kinks - Best Of [Score].pdf","ProcessedSongs\Kinks\Kinks - Best Of [score]","9","EXPANDED"
"Kinks","Kinks - Great Songs of Kinks","C:\Work\AWSMusic\SheetMusic\Kinks\Books\Kinks - Great Songs of Kinks.pdf","ProcessedSongs\Kinks\Great Songs Of Kinks","8","EXPANDED"
"Kinks","Kinks - Guitar Legends [Guitar]","C:\Work\AWSMusic\SheetMusic\Kinks\Books\Kinks - Guitar Legends [Guitar].pdf","ProcessedSongs\Kinks\Guitar Legends [guitar]","9","EXPANDED"
"Kinks","Kinks - Guitar Legends [Tab]","C:\Work\AWSMusic\SheetMusic\Kinks\Books\Kinks - Guitar Legends [Tab].pdf","ProcessedSongs\Kinks\Kinks - Guitar Legends [Tab]","9","EXPANDED"
"Kinks","Kinks - Jam With The Kinks [Tab]","C:\Work\AWSMusic\SheetMusic\Kinks\Books\Kinks - Jam With The Kinks [Tab].pdf","ProcessedSongs\Kinks\Jam With The Kinks [tab]","8","EXPANDED"
"Led Zepplin","Led Zeppelin - Led Zeppelin II","C:\Work\AWSMusic\SheetMusic\Led Zepplin\Books\Led Zeppelin - Led Zeppelin II.pdf","ProcessedSongs\Led Zepplin\Led Zeppelin - Led Zeppelin Ii","1","EXPANDED"
"Led Zepplin","Led Zeppelin - Over The Hills And Far Away [PVG]","C:\Work\AWSMusic\SheetMusic\Led Zepplin\Books\Led Zeppelin - Over The Hills And Far Away [PVG].pdf","ProcessedSongs\Led Zepplin\Led Zeppelin - Over The Hills And Far Away [pvg]","1","EXPANDED"
"Lynyrd Skynyrd","Lynyrd Skynyrd - The New Best Of [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Lynyrd Skynyrd\Books\Lynyrd Skynyrd - The New Best Of [Guitar Tab].pdf","ProcessedSongs\Lynyrd Skynyrd\The New Best Of [guitar Tab]","10","EXPANDED"
"Mamas and the Papas","Mamas and The Papas - Songbook [PVG]","C:\Work\AWSMusic\SheetMusic\Mamas and the Papas\Books\Mamas and The Papas - Songbook [PVG].pdf","","0","NOT_EXPANDED"
"MeatLoaf","MeatLoaf - Bat Out Of Hell","C:\Work\AWSMusic\SheetMusic\MeatLoaf\Books\MeatLoaf - Bat Out Of Hell.pdf","ProcessedSongs\Meatloaf\Bat Out Of Hell","3","EXPANDED"
"Melissa Etheridge","Melissa Etheridge - Songbook","C:\Work\AWSMusic\SheetMusic\Melissa Etheridge\Books\Melissa Etheridge - Songbook.pdf","ProcessedSongs\Melissa Etheridge\Songbook","10","EXPANDED"
"Michael Jackson","Michael Jackson - Great Songs Of [PVG]","C:\Work\AWSMusic\SheetMusic\Michael Jackson\Books\Michael Jackson - Great Songs Of [PVG].pdf","ProcessedSongs\Michael Jackson\Great Songs Of [pvg]","10","EXPANDED"
"Michael Jackson","Michael Jackson - Number Ones [Book]","C:\Work\AWSMusic\SheetMusic\Michael Jackson\Books\Michael Jackson - Number Ones [Book].pdf","ProcessedSongs\Michael Jackson\Number Ones [book]","18","EXPANDED"
"Michael Jackson","Michael Jackson - Number Ones","C:\Work\AWSMusic\SheetMusic\Michael Jackson\Books\Michael Jackson - Number Ones.pdf","ProcessedSongs\Michael Jackson\Number Ones","18","EXPANDED"
"Michael Jackson","Michael Jackson - The Great Songs Of","C:\Work\AWSMusic\SheetMusic\Michael Jackson\Books\Michael Jackson - The Great Songs Of.pdf","ProcessedSongs\Michael Jackson\The Great Songs Of","10","EXPANDED"
"Michael Jackson","Michael Jackson - Thriller (The Complete Song Book)","C:\Work\AWSMusic\SheetMusic\Michael Jackson\Books\Michael Jackson - Thriller (The Complete Song Book).pdf","ProcessedSongs\Michael Jackson\Thriller (the Complete Song Book)","10","EXPANDED"
"Monkees","Monkees - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Monkees\Books\Monkees - Greatest Hits.pdf","ProcessedSongs\Monkees\Greatest Hits","11","EXPANDED"
"Moody Blues","Moody Blues - Greatest Hits [PVG]","C:\Work\AWSMusic\SheetMusic\Moody Blues\Books\Moody Blues - Greatest Hits [PVG].pdf","ProcessedSongs\Moody Blues\Greatest Hits [pvg]","11","EXPANDED"
"Moody Blues","Moody Blues - Keys Of Kingdom [Band Score]","C:\Work\AWSMusic\SheetMusic\Moody Blues\Books\Moody Blues - Keys Of Kingdom [Band Score].pdf","ProcessedSongs\Moody Blues\Keys Of Kingdom [band Score]","12","EXPANDED"
"Neil Diamond","Neil Diamond - The Essential Neil Diamond","C:\Work\AWSMusic\SheetMusic\Neil Diamond\Books\Neil Diamond - The Essential Neil Diamond.pdf","ProcessedSongs\Neil Diamond\The Essential Neil Diamond","40","EXPANDED"
"Neil Young","Neil Young - After the Goldrush [PVG Book]","C:\Work\AWSMusic\SheetMusic\Neil Young\Books\Neil Young - After the Goldrush [PVG Book].pdf","ProcessedSongs\Neil Young\After The Goldrush [pvg Book]","10","EXPANDED"
"Neil Young","Neil Young - Decade [PVG Book]","C:\Work\AWSMusic\SheetMusic\Neil Young\Books\Neil Young - Decade [PVG Book] .pdf","ProcessedSongs\Neil Young\Decade [pvg Book]","22","EXPANDED"
"Neil Young","Neil Young - Decade","C:\Work\AWSMusic\SheetMusic\Neil Young\Books\Neil Young - Decade.pdf","ProcessedSongs\Neil Young\Decade","22","EXPANDED"
"Neil Young","Neil Young - Greatest Hits [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Neil Young\Books\Neil Young - Greatest Hits [Guitar Tab].pdf","ProcessedSongs\Neil Young\Greatest Hits [guitar Tab]","15","EXPANDED"
"Neil Young","Neil Young - Harvest Moon [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Neil Young\Books\Neil Young - Harvest Moon [Guitar Tab].pdf","ProcessedSongs\Neil Young\Harvest Moon [guitar Tab]","10","EXPANDED"
"Neil Young","Neil Young - Harvest [Score]","C:\Work\AWSMusic\SheetMusic\Neil Young\Books\Neil Young - Harvest [Score].pdf","ProcessedSongs\Neil Young\Harvest [score]","10","EXPANDED"
"Neil Young","Neil Young - The Best Of Neil Young [PVG Book]","C:\Work\AWSMusic\SheetMusic\Neil Young\Books\Neil Young - The Best Of Neil Young [PVG Book].pdf","ProcessedSongs\Neil Young\The Best Of Neil Young [pvg Book]","9","EXPANDED"
"Night Ranger","Night Ranger - Best Of 2 [Jap Score]","C:\Work\AWSMusic\SheetMusic\Night Ranger\Books\Night Ranger - Best Of 2 [Jap Score].pdf","","0","NOT_EXPANDED"
"Night Ranger","Night Ranger - Seven Wishes [Jap Score]","C:\Work\AWSMusic\SheetMusic\Night Ranger\Books\Night Ranger - Seven Wishes [Jap Score].pdf","ProcessedSongs\Night Ranger\Seven Wishes [jap Score]","10","EXPANDED"
"Paul McCartney","Paul McCartney - All The Best","C:\Work\AWSMusic\SheetMusic\Paul McCartney\Books\Paul McCartney - All The Best.pdf","ProcessedSongs\Paul Mccartney\All The Best","22","EXPANDED"
"Paul McCartney","Paul McCartney - Chaos And Creation In The Backyard [PVG Book]","C:\Work\AWSMusic\SheetMusic\Paul McCartney\Books\Paul McCartney - Chaos And Creation In The Backyard [PVG Book].pdf","ProcessedSongs\Paul Mccartney\Chaos And Creation In The Backyard [pvg Book]","13","EXPANDED"
"Paul McCartney","Paul McCartney - Flowers In The Dirt","C:\Work\AWSMusic\SheetMusic\Paul McCartney\Books\Paul McCartney - Flowers In The Dirt.pdf","ProcessedSongs\Paul Mccartney\Flowers In The Dirt","14","EXPANDED"
"Paul McCartney","Paul McCartney - Press To Play","C:\Work\AWSMusic\SheetMusic\Paul McCartney\Books\Paul McCartney - Press To Play.pdf","ProcessedSongs\Paul Mccartney\Press To Play","14","EXPANDED"
"Paul McCartney","Paul McCartney - Ram","C:\Work\AWSMusic\SheetMusic\Paul McCartney\Books\Paul McCartney - Ram.pdf","ProcessedSongs\Paul Mccartney\Ram","10","EXPANDED"
"Paul McCartney","Paul McCartney - Tripping The Live Fantastic [PVG Book]","C:\Work\AWSMusic\SheetMusic\Paul McCartney\Books\Paul McCartney - Tripping The Live Fantastic [PVG Book].pdf","ProcessedSongs\Paul Mccartney\Tripping The Live Fantastic [pvg Book]","38","EXPANDED"
"Paul McCartney","Paul McCartney - Tug Of War [PVG Book]","C:\Work\AWSMusic\SheetMusic\Paul McCartney\Books\Paul McCartney - Tug Of War [PVG Book].pdf","ProcessedSongs\Paul Mccartney\Tug Of War [pvg Book]","11","EXPANDED"
"Paul Simon","Paul Simon - Anthology","C:\Work\AWSMusic\SheetMusic\Paul Simon\Books\Paul Simon - Anthology.pdf","ProcessedSongs\Paul Simon\Anthology","49","EXPANDED"
"Paul Simon","Simon & Garfunkel's Greatest Hits","C:\Work\AWSMusic\SheetMusic\Paul Simon\Books\Simon & Garfunkel's Greatest Hits.pdf","ProcessedSongs\Paul Simon\Simon & Garfunkel's Greatest Hits","14","EXPANDED"
"Peter Frampton","Peter Frampton - The Best Of [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Peter Frampton\Books\Peter Frampton - The Best Of [Guitar Tab].pdf","ProcessedSongs\Peter Frampton\The Best Of [guitar Tab]","11","EXPANDED"
"Pink","Pink - Funhouse [PVG]","C:\Work\AWSMusic\SheetMusic\Pink\Books\Pink - Funhouse [PVG].pdf","ProcessedSongs\Pink\Funhouse [pvg]","1","EXPANDED"
"Pink","Pink - I'm Not Dead [PVG Book]","C:\Work\AWSMusic\SheetMusic\Pink\Books\Pink - I'm Not Dead [PVG Book].pdf","ProcessedSongs\Pink\I'm Not Dead [pvg Book]","10","EXPANDED"
"Pink","Pink - Missundaztood [PVG Book]","C:\Work\AWSMusic\SheetMusic\Pink\Books\Pink - Missundaztood [PVG Book].pdf","ProcessedSongs\Pink\Missundaztood [pvg Book]","1","EXPANDED"
"Pink Floyd","Pink Floyd - Anthology (book)","C:\Work\AWSMusic\SheetMusic\Pink Floyd\Books\Pink Floyd - Anthology (book).pdf","ProcessedSongs\Pink Floyd\Anthology (book)","38","EXPANDED"
"Pink Floyd","Pink Floyd - Anthology - p110-175","C:\Work\AWSMusic\SheetMusic\Pink Floyd\Books\Pink Floyd - Anthology - p110-175.pdf","ProcessedSongs\Pink Floyd\Anthology - P110-175","1","EXPANDED"
"Pink Floyd","Pink Floyd - Anthology - p58-109","C:\Work\AWSMusic\SheetMusic\Pink Floyd\Books\Pink Floyd - Anthology - p58-109.pdf","ProcessedSongs\Pink Floyd\Anthology - P58-109","1","EXPANDED"
"Pink Floyd","Pink Floyd - Anthology [PVG]","C:\Work\AWSMusic\SheetMusic\Pink Floyd\Books\Pink Floyd - Anthology [PVG].pdf","ProcessedSongs\Pink Floyd\Anthology [pvg]","38","EXPANDED"
"Pink Floyd","Pink Floyd - Dark Side of the Moon (2)","C:\Work\AWSMusic\SheetMusic\Pink Floyd\Books\Pink Floyd - Dark Side of the Moon (2).pdf","ProcessedSongs\Pink Floyd\Dark Side Of The Moon (2)","1","EXPANDED"
"Pink Floyd","Pink Floyd - Dark Side of the Moon [PVG]","C:\Work\AWSMusic\SheetMusic\Pink Floyd\Books\Pink Floyd - Dark Side of the Moon [PVG].pdf","ProcessedSongs\Pink Floyd\Dark Side Of The Moon [pvg]","1","EXPANDED"
"Pink Floyd","Pink Floyd - Dark Side Of The Moon","C:\Work\AWSMusic\SheetMusic\Pink Floyd\Books\Pink Floyd - Dark Side Of The Moon.pdf","ProcessedSongs\Pink Floyd\Dark Side Of The Moon","1","EXPANDED"
"Pink Floyd","Pink Floyd - Pink Floyd Songbook","C:\Work\AWSMusic\SheetMusic\Pink Floyd\Books\Pink Floyd - Pink Floyd Songbook.pdf","ProcessedSongs\Pink Floyd\Pink Floyd Songbook","10","EXPANDED"
"Pink Floyd","Pink Floyd - The Wall [PVG]","C:\Work\AWSMusic\SheetMusic\Pink Floyd\Books\Pink Floyd - The Wall [PVG].pdf","ProcessedSongs\Pink Floyd\The Wall [pvg]","23","EXPANDED"
"Pink Floyd","Pink Floyd - Wish You Were Here [PVG]","C:\Work\AWSMusic\SheetMusic\Pink Floyd\Books\Pink Floyd - Wish You Were Here [PVG].pdf","ProcessedSongs\Pink Floyd\Wish You Were Here [pvg]","12","EXPANDED"
"Pink Floyd","Pink Floyd - Wish You Were Here","C:\Work\AWSMusic\SheetMusic\Pink Floyd\Books\Pink Floyd - Wish You Were Here.pdf","ProcessedSongs\Pink Floyd\Wish You Were Here","11","EXPANDED"
"Police","Police - The Great Songs of The Police","C:\Work\AWSMusic\SheetMusic\Police\Books\Police - The Great Songs of The Police.pdf","ProcessedSongs\Police\The Great Songs Of The Police","12","EXPANDED"
"Pretenders","Pretenders - Best of Pretenders","C:\Work\AWSMusic\SheetMusic\Pretenders\Books\Pretenders - Best of Pretenders.pdf","ProcessedSongs\Pretenders\Best Of Pretenders","16","EXPANDED"
"Prince","Prince - Purple Rain [Score]","C:\Work\AWSMusic\SheetMusic\Prince\Books\Prince - Purple Rain [Score].pdf","ProcessedSongs\Prince\Purple Rain [score]","1","EXPANDED"
"Queen","Queen - Deluxe Anthology [PVG]","C:\Work\AWSMusic\SheetMusic\Queen\Books\Queen - Deluxe Anthology [PVG].pdf","ProcessedSongs\Queen\Deluxe Anthology [pvg]","1","EXPANDED"
"Queen","Queen - Greatest Hits 1 [Score]","C:\Work\AWSMusic\SheetMusic\Queen\Books\Queen - Greatest Hits 1 [Score].pdf","ProcessedSongs\Queen\Greatest Hits 1 [score]","16","EXPANDED"
"Queen","Queen - Greatest Hits II [PVG]","C:\Work\AWSMusic\SheetMusic\Queen\Books\Queen - Greatest Hits II [PVG].pdf","ProcessedSongs\Queen\Greatest Hits Ii [pvg]","17","EXPANDED"
"Queen","Queen - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Queen\Books\Queen - Greatest Hits.pdf","ProcessedSongs\Queen\Greatest Hits","1","EXPANDED"
"Queen","Queen - Hit Songs","C:\Work\AWSMusic\SheetMusic\Queen\Books\Queen - Hit Songs.pdf","ProcessedSongs\Queen\Hit Songs","22","EXPANDED"
"Randy Newman","Randy Newman - Collection","C:\Work\AWSMusic\SheetMusic\Randy Newman\Books\Randy Newman - Collection.pdf","ProcessedSongs\Randy Newman\Collection","1","EXPANDED"
"REO Speedwagon","REO Speedwagon - Good Trouble","C:\Work\AWSMusic\SheetMusic\REO Speedwagon\Books\REO Speedwagon - Good Trouble.pdf","ProcessedSongs\Reo Speedwagon\Good Trouble","1","EXPANDED"
"REO Speedwagon","REO Speedwagon - Hi Infidelity","C:\Work\AWSMusic\SheetMusic\REO Speedwagon\Books\REO Speedwagon - Hi Infidelity.pdf","ProcessedSongs\Reo Speedwagon\Hi Infidelity","1","EXPANDED"
"REO Speedwagon","REO Speedwagon - Life As We Know It","C:\Work\AWSMusic\SheetMusic\REO Speedwagon\Books\REO Speedwagon - Life As We Know It.pdf","","0","NOT_EXPANDED"
"REO Speedwagon","REO Speedwagon - The Hits","C:\Work\AWSMusic\SheetMusic\REO Speedwagon\Books\REO Speedwagon - The Hits.pdf","ProcessedSongs\Reo Speedwagon\The Hits","12","EXPANDED"
"Robbie Robertson","Robbie Robertson - Songbook [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Robbie Robertson\Books\Robbie Robertson - Songbook [Guitar Tab].pdf","","0","NOT_EXPANDED"
"Rod Stewart","Rod Stewart - The Great American Songbook","C:\Work\AWSMusic\SheetMusic\Rod Stewart\Books\Rod Stewart - The Great American Songbook.pdf","ProcessedSongs\Rod Stewart\The Great American Songbook","16","EXPANDED"
"Rolling Stones","Rolling Stones - Best Of Rolling Stones 1963-1973 Piano Songbook","C:\Work\AWSMusic\SheetMusic\Rolling Stones\Books\Rolling Stones - Best Of Rolling Stones 1963-1973 Piano Songbook.pdf","ProcessedSongs\Rolling Stones\Best Of Rolling Stones 1963-1973 Piano Songbook","20","EXPANDED"
"Rolling Stones","Rolling Stones - Let It Bleed [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Rolling Stones\Books\Rolling Stones - Let It Bleed [Guitar Tab].pdf","ProcessedSongs\Rolling Stones\Let It Bleed [guitar Tab]","9","EXPANDED"
"Rolling Stones","Rolling Stones - Sticky Fingers [Score]","C:\Work\AWSMusic\SheetMusic\Rolling Stones\Books\Rolling Stones - Sticky Fingers [Score].pdf","ProcessedSongs\Rolling Stones\Sticky Fingers [score]","10","EXPANDED"
"Roy Orbison","Roy Orbison - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Roy Orbison\Books\Roy Orbison - Greatest Hits.pdf","ProcessedSongs\Roy Orbison\Greatest Hits","19","EXPANDED"
"Santana","Santana - Off The Record","C:\Work\AWSMusic\SheetMusic\Santana\Books\Santana - Off The Record.pdf","ProcessedSongs\Santana\Off The Record","8","EXPANDED"
"Scott Joplin","Scott Joplin - The Best Of","C:\Work\AWSMusic\SheetMusic\Scott Joplin\Books\Scott Joplin - The Best Of.pdf","ProcessedSongs\Scott Joplin\The Best Of","17","EXPANDED"
"Shania Twain","Shania Twain - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Shania Twain\Books\Shania Twain - Greatest Hits.pdf","ProcessedSongs\Shania Twain\Greatest Hits","21","EXPANDED"
"Shania Twain","Shania Twain - Up! [PVG Book]","C:\Work\AWSMusic\SheetMusic\Shania Twain\Books\Shania Twain - Up! [PVG Book].pdf","ProcessedSongs\Shania Twain\Up! [pvg Book]","20","EXPANDED"
"Sheryl Crow","Sheryl Crow - Tuesday Night Music Club [PVG Book]","C:\Work\AWSMusic\SheetMusic\Sheryl Crow\Books\Sheryl Crow - Tuesday Night Music Club [PVG Book].pdf","ProcessedSongs\Sheryl Crow\Tuesday Night Music Club [pvg Book]","11","EXPANDED"
"Sheryl Crow","Sheryl Crow - Very Best","C:\Work\AWSMusic\SheetMusic\Sheryl Crow\Books\Sheryl Crow - Very Best.pdf","ProcessedSongs\Sheryl Crow\Very Best","17","EXPANDED"
"Spice Girls","Spice Girls - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Spice Girls\Books\Spice Girls - Greatest Hits.pdf","ProcessedSongs\Spice Girls\Greatest Hits","11","EXPANDED"
"Steely Dan","Steely Dan - The Best","C:\Work\AWSMusic\SheetMusic\Steely Dan\Books\Steely Dan - The Best.pdf","ProcessedSongs\Steely Dan\Steely Dan - The Best","23","EXPANDED"
"Steve Miller Band","Steve Miller Band - 13 Biggest Hits","C:\Work\AWSMusic\SheetMusic\Steve Miller Band\Books\Steve Miller Band - 13 Biggest Hits.pdf","ProcessedSongs\Steve Miller Band\13 Biggest Hits","13","EXPANDED"
"Steve Miller Band","Steve Miller Band - Rock Best Hits [Jap Score]","C:\Work\AWSMusic\SheetMusic\Steve Miller Band\Books\Steve Miller Band - Rock Best Hits [Jap Score].pdf","ProcessedSongs\Steve Miller Band\Rock Best Hits [jap Score]","8","EXPANDED"
"Steve Winwood","Steve Winwood - Arc Of A Diver [PVG Book]","C:\Work\AWSMusic\SheetMusic\Steve Winwood\Books\Steve Winwood - Arc Of A Diver [PVG Book].pdf","ProcessedSongs\Steve Winwood\Arc Of A Diver [pvg Book]","7","EXPANDED"
"Steve Winwood","Steve Winwood - The Great Songs Of","C:\Work\AWSMusic\SheetMusic\Steve Winwood\Books\Steve Winwood - The Great Songs Of.pdf","ProcessedSongs\Steve Winwood\The Great Songs Of","8","EXPANDED"
"Supertramp","Supertramp - Anthology","C:\Work\AWSMusic\SheetMusic\Supertramp\Books\Supertramp - Anthology.pdf","ProcessedSongs\Supertramp\Anthology","2","EXPANDED"
"Supertramp","Supertramp - Breakfast in America [PVG Book]","C:\Work\AWSMusic\SheetMusic\Supertramp\Books\Supertramp - Breakfast in America [PVG Book].pdf","ProcessedSongs\Supertramp\Breakfast In America [pvg Book]","10","EXPANDED"
"Supertramp","Supertramp - Crime of the Century [Book]","C:\Work\AWSMusic\SheetMusic\Supertramp\Books\Supertramp - Crime of the Century [Book].pdf","ProcessedSongs\Supertramp\Crime Of The Century [book]","8","EXPANDED"
"Survivor","Survivor - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Survivor\Books\Survivor - Greatest Hits.pdf","ProcessedSongs\Survivor\Greatest Hits","10","EXPANDED"
"Taylor Swift","Taylor Swift - Best Of [Easy Piano]","C:\Work\AWSMusic\SheetMusic\Taylor Swift\Books\Taylor Swift - Best Of [Easy Piano].pdf","ProcessedSongs\Taylor Swift\Best Of [easy Piano]","12","EXPANDED"
"Taylor Swift","Taylor Swift - Fearless [PVG Book]","C:\Work\AWSMusic\SheetMusic\Taylor Swift\Books\Taylor Swift - Fearless [PVG Book].pdf","ProcessedSongs\Taylor Swift\Fearless [pvg Book]","16","EXPANDED"
"Taylor Swift","Taylor Swift - Speak Now [PVG Book]","C:\Work\AWSMusic\SheetMusic\Taylor Swift\Books\Taylor Swift - Speak Now [PVG Book].pdf","ProcessedSongs\Taylor Swift\Speak Now [pvg Book]","14","EXPANDED"
"Taylor Swift","Taylor Swift - Taylor Swift [Guitar Compilation]","C:\Work\AWSMusic\SheetMusic\Taylor Swift\Books\Taylor Swift - Taylor Swift [Guitar Compilation].pdf","ProcessedSongs\Taylor Swift\Taylor Swift [guitar Compilation]","11","EXPANDED"
"Taylor Swift","Taylor Swift - Taylor Swift","C:\Work\AWSMusic\SheetMusic\Taylor Swift\Books\Taylor Swift - Taylor Swift.pdf","ProcessedSongs\Taylor Swift\Taylor Swift","11","EXPANDED"
"The Band","Band - Northern Lights Southern Cross [PVG]","C:\Work\AWSMusic\SheetMusic\The Band\Books\Band - Northern Lights Southern Cross [PVG].pdf","ProcessedSongs\The Band\Band - Northern Lights Southern Cross [pvg]","8","EXPANDED"
"The Band","Band - Stage Fright [PVG]","C:\Work\AWSMusic\SheetMusic\The Band\Books\Band - Stage Fright [PVG].pdf","ProcessedSongs\The Band\Band - Stage Fright [pvg]","9","EXPANDED"
"The Band","The Band - Rock Of Ages [PVG Book]","C:\Work\AWSMusic\SheetMusic\The Band\Books\The Band - Rock Of Ages [PVG Book].pdf","ProcessedSongs\The Band\Rock Of Ages [pvg Book]","8","EXPANDED"
"The Band","The Band - The Band  and Music From Big Pink","C:\Work\AWSMusic\SheetMusic\The Band\Books\The Band - The Band  and Music From Big Pink.pdf","","0","NOT_EXPANDED"
"Tom Lehrer","Tom Lehrer - Book Covers","C:\Work\AWSMusic\SheetMusic\Tom Lehrer\Books\Tom Lehrer - Book Covers.pdf","ProcessedSongs\Tom Lehrer\Tom Lehrer - Book Covers","1","EXPANDED"
"Tom Lehrer","Tom Lehrer - Too Many Songs [PVC Book]","C:\Work\AWSMusic\SheetMusic\Tom Lehrer\Books\Tom Lehrer - Too Many Songs [PVC Book].pdf","ProcessedSongs\Tom Lehrer\Tom Lehrer - Too Many Songs [PVC Book]","32","EXPANDED"
"Tom Waits","Tom Waits - Anthology","C:\Work\AWSMusic\SheetMusic\Tom Waits\Books\Tom Waits - Anthology.pdf","ProcessedSongs\Tom Waits\Anthology","29","EXPANDED"
"Tom Waits","Tom Waits - Tom Waits Anthology","C:\Work\AWSMusic\SheetMusic\Tom Waits\Books\Tom Waits - Tom Waits Anthology.pdf","","0","NOT_EXPANDED"
"Tori Amos","Tori Amos - [Book] Anthology","C:\Work\AWSMusic\SheetMusic\Tori Amos\Books\Tori Amos - [Book] Anthology.pdf","ProcessedSongs\Tori Amos\[book] Anthology","25","EXPANDED"
"Toto","Toto - Best of","C:\Work\AWSMusic\SheetMusic\Toto\Books\Toto - Best of.pdf","ProcessedSongs\Toto\Best Of","5","EXPANDED"
"Toto","Toto - Collection","C:\Work\AWSMusic\SheetMusic\Toto\Books\Toto - Collection.pdf","ProcessedSongs\Toto\Collection","13","EXPANDED"
"Toto","Toto - Past To Present [Book]","C:\Work\AWSMusic\SheetMusic\Toto\Books\Toto - Past To Present [Book].pdf","ProcessedSongs\Toto\Past To Present [book]","13","EXPANDED"
"Traveling Wilburys","Traveling Wilburys - Volume 1","C:\Work\AWSMusic\SheetMusic\Traveling Wilburys\Books\Traveling Wilburys - Volume 1.pdf","ProcessedSongs\Traveling Wilburys\Volume 1","1","EXPANDED"
"Van Morrison","Van Morrison - Anthology (2)","C:\Work\AWSMusic\SheetMusic\Van Morrison\Books\Van Morrison - Anthology (2).pdf","ProcessedSongs\Van Morrison\Anthology (2)","21","EXPANDED"
"Van Morrison","Van Morrison - Anthology","C:\Work\AWSMusic\SheetMusic\Van Morrison\Books\Van Morrison - Anthology.pdf","ProcessedSongs\Van Morrison\Anthology","25","EXPANDED"
"Van Morrison","Van Morrison - Back On Top [Book]","C:\Work\AWSMusic\SheetMusic\Van Morrison\Books\Van Morrison - Back On Top [Book].pdf","ProcessedSongs\Van Morrison\Back On Top [book]","10","EXPANDED"
"Van Morrison","Van Morrison - Days Like These (Book)","C:\Work\AWSMusic\SheetMusic\Van Morrison\Books\Van Morrison - Days Like These (Book).pdf","ProcessedSongs\Van Morrison\Days Like These (book)","2","EXPANDED"
"Various Artists","Various Artists - 100 Songs For Kids - (Easy Guitar Songbook)","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - 100 Songs For Kids - (Easy Guitar Songbook).pdf","ProcessedSongs\Various Artists\100 Songs For Kids - (easy Guitar Songbook)","98","EXPANDED"
"Various Artists","Various Artists - 50 Platinum Country Hits","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - 50 Platinum Country Hits.pdf","ProcessedSongs\Various Artists\50 Platinum Country Hits","50","EXPANDED"
"Various Artists","Various Artists - 50's and 60's","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - 50's and 60's.pdf","ProcessedSongs\Various Artists\50's And 60's","1","EXPANDED"
"Various Artists","Various Artists - 557 Standards (Sheet Music - Piano)(2)","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - 557 Standards (Sheet Music - Piano)(2).pdf","ProcessedSongs\Various Artists\557 Standards (sheet Music - Piano)(2)","345","EXPANDED"
"Various Artists","Various Artists - 62 Stars 62 Hits [60's Compilation]","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - 62 Stars 62 Hits [60's Compilation].pdf","ProcessedSongs\Various Artists\62 Stars 62 Hits [60's Compilation]","55","EXPANDED"
"Various Artists","Various Artists - 70's Collection -   (57pp)","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - 70's Collection -   (57pp).pdf","","0","NOT_EXPANDED"
"Various Artists","Various Artists - 70's Hits [Easy Piano]","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - 70's Hits [Easy Piano].pdf","ProcessedSongs\Various Artists\70's Hits [easy Piano]","20","EXPANDED"
"Various Artists","Various Artists - Adult Contemporary Hits Of The Nineties","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Adult Contemporary Hits Of The Nineties.pdf","ProcessedSongs\Various Artists\Adult Contemporary Hits Of The Nineties","30","EXPANDED"
"Various Artists","Various Artists - All Time Best Collection Vol 3","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - All Time Best Collection Vol 3.pdf","ProcessedSongs\Various Artists\All Time Best Collection Vol 3","18","EXPANDED"
"Various Artists","Various Artists - Best in Country Sheet Music","C:\Work\AWSMusic\SheetMusic\Various Artists\Books\Various Artists - Best in Country Sheet Music.pdf","ProcessedSongs\Various Artists\Best In Country Sheet Music","26","EXPANDED"
