"Artist","BookName","SourcePath","ProcessedFolder","PDFCount","Status"
"Crowded House","Crowded House - Together Alone [PVG Book]","C:\Work\AWSMusic\SheetMusic\Crowded House\Books\Crowded House - Together Alone [PVG Book].pdf","ProcessedSongs\Crowded House\Together Alone [pvg Book]","13","EXPANDED"
"David Crosby","David Crosby - Songbook [Lead Sheets]","C:\Work\AWSMusic\SheetMusic\David Crosby\Books\David Crosby - Songbook [Lead Sheets].pdf","ProcessedSongs\David Crosby\David Crosby - Songbook [lead Sheets]","1","EXPANDED"
"Dire Straits","Dire Straits -  Brothers In Arms","C:\Work\AWSMusic\SheetMusic\Dire Straits\Books\Dire Straits -  Brothers In Arms.pdf","","0","NOT_EXPANDED"
"Dire Straits","Dire Straits - Best Of Dire Straits [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Dire Straits\Books\Dire Straits - Best Of Dire Straits [Guitar Tab].pdf","ProcessedSongs\Dire Straits\Best Of Dire Straits [guitar Tab]","22","EXPANDED"
"Dire Straits","Dire Straits - Jam with Dire Straits [Guitar Book]","C:\Work\AWSMusic\SheetMusic\Dire Straits\Books\Dire Straits - Jam with Dire Straits [Guitar Book].pdf","ProcessedSongs\Dire Straits\Jam With Dire Straits [guitar Book]","8","EXPANDED"
"Dire Straits","Dire Straits - Mark Knopfler Guitar Styles Vol 1 [Guitar Book]","C:\Work\AWSMusic\SheetMusic\Dire Straits\Books\Dire Straits - Mark Knopfler Guitar Styles Vol 1 [Guitar Book].pdf","","0","NOT_EXPANDED"
"Dire Straits","Dire Straits - Money For Nothing [Guitar Book]","C:\Work\AWSMusic\SheetMusic\Dire Straits\Books\Dire Straits - Money For Nothing [Guitar Book].pdf","ProcessedSongs\Dire Straits\Dire Straits - Money For Nothing [guitar Book]","1","EXPANDED"
"Don Henley","Don Henley - Actual Miles (Greatest Hits)","C:\Work\AWSMusic\SheetMusic\Don Henley\Books\Don Henley - Actual Miles (Greatest Hits).pdf","ProcessedSongs\Don Henley\Don Henley - Actual Miles (greatest Hits)","3","EXPANDED"
"Don Henley","Don Henley - The End Of The Innocence [PVG Book]","C:\Work\AWSMusic\SheetMusic\Don Henley\Books\Don Henley - The End Of The Innocence [PVG Book].pdf","ProcessedSongs\Don Henley\The End Of The Innocence [pvg Book]","10","EXPANDED"
"Doobie Brothers","Doobie Brothers - Best Of [Band Score Jap]","C:\Work\AWSMusic\SheetMusic\Doobie Brothers\Books\Doobie Brothers - Best Of [Band Score Jap].pdf","ProcessedSongs\Doobie Brothers\Best Of [band Score Jap]","1","EXPANDED"
"Doobie Brothers","Doobie Brothers - Songs","C:\Work\AWSMusic\SheetMusic\Doobie Brothers\Books\Doobie Brothers - Songs.pdf","ProcessedSongs\Doobie Brothers\Songs","9","EXPANDED"
"Doors","Doors - Anthology","C:\Work\AWSMusic\SheetMusic\Doors\Books\Doors - Anthology.pdf","ProcessedSongs\Doors\Anthology","12","EXPANDED"
"Doors","Doors - Songbook","C:\Work\AWSMusic\SheetMusic\Doors\Books\Doors - Songbook.pdf","ProcessedSongs\Doors\Songbook","6","EXPANDED"
"Dr John","Dr John - New Orleans Piano Vol 2","C:\Work\AWSMusic\SheetMusic\Dr John\Books\Dr John - New Orleans Piano Vol 2.pdf","ProcessedSongs\Dr John\New Orleans Piano Vol 2","3","EXPANDED"
"Duran Duran","Duran Duran - Best Of [Score]","C:\Work\AWSMusic\SheetMusic\Duran Duran\Books\Duran Duran - Best Of [Score].pdf","ProcessedSongs\Duran Duran\Best Of [score]","12","EXPANDED"
"Duran Duran","Duran Duran - Decade [PVG Book]","C:\Work\AWSMusic\SheetMusic\Duran Duran\Books\Duran Duran - Decade [PVG Book].pdf","ProcessedSongs\Duran Duran\Decade [pvg Book]","15","EXPANDED"
"Duran Duran","Duran Duran - Seven & The Ragged Tiger [Jap Band Score]","C:\Work\AWSMusic\SheetMusic\Duran Duran\Books\Duran Duran - Seven & The Ragged Tiger [Jap Band Score].pdf","ProcessedSongs\Duran Duran\Seven & The Ragged Tiger [jap Band Score]","8","EXPANDED"
"Eagles","Eagles - Greatest Hits (1971-1975)","C:\Work\AWSMusic\SheetMusic\Eagles\Books\Eagles - Greatest Hits (1971-1975).pdf","ProcessedSongs\Eagles\Greatest Hits (1971-1975)","10","EXPANDED"
"Eagles","Eagles - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Eagles\Books\Eagles - Greatest Hits.pdf","ProcessedSongs\Eagles\Greatest Hits","10","EXPANDED"
"Eagles","Eagles - Hotel California (Guitar Songbook)","C:\Work\AWSMusic\SheetMusic\Eagles\Books\Eagles - Hotel California (Guitar Songbook).pdf","ProcessedSongs\Eagles\Hotel California (guitar Songbook)","1","EXPANDED"
"Eagles","Eagles - Made Easy For Guitar","C:\Work\AWSMusic\SheetMusic\Eagles\Books\Eagles - Made Easy For Guitar.pdf","ProcessedSongs\Eagles\Made Easy For Guitar","6","EXPANDED"
"Eagles","Eagles - New Eagles Complete","C:\Work\AWSMusic\SheetMusic\Eagles\Books\Eagles - New Eagles Complete.pdf","ProcessedSongs\Eagles\New Eagles Complete","67","EXPANDED"
"Eagles","Eagles - The Best Of The Eagles - Songbook","C:\Work\AWSMusic\SheetMusic\Eagles\Books\Eagles - The Best Of The Eagles - Songbook.pdf","ProcessedSongs\Eagles\The Best Of The Eagles - Songbook","12","EXPANDED"
"ELO","ELO - A New World Record","C:\Work\AWSMusic\SheetMusic\ELO\Books\ELO - A New World Record.pdf","ProcessedSongs\Elo\A New World Record","7","EXPANDED"
"ELO","ELO - Anthology [PVG]","C:\Work\AWSMusic\SheetMusic\ELO\Books\ELO - Anthology [PVG].pdf","ProcessedSongs\Elo\Anthology [pvg]","32","EXPANDED"
"ELO","ELO - Discovery [PVG Book]","C:\Work\AWSMusic\SheetMusic\ELO\Books\ELO - Discovery [PVG Book].pdf","ProcessedSongs\Elo\Discovery [pvg Book]","1","EXPANDED"
"ELO","ELO - Face The Music [PVG Bok]","C:\Work\AWSMusic\SheetMusic\ELO\Books\ELO - Face The Music [PVG Bok].pdf","ProcessedSongs\Elo\Face The Music [pvg Bok]","2","EXPANDED"
"ELO","ELO - Greatest Hits","C:\Work\AWSMusic\SheetMusic\ELO\Books\ELO - Greatest Hits.pdf","ProcessedSongs\Elo\Elo - Greatest Hits","2","EXPANDED"
"ELO","ELO - Out Of The Blue [Book]","C:\Work\AWSMusic\SheetMusic\ELO\Books\ELO - Out Of The Blue [Book].pdf","ProcessedSongs\Elo\Elo - Out Of The Blue [book]","1","EXPANDED"
"ELO","Elton John - The Elton John Collection [Piano Solos]","C:\Work\AWSMusic\SheetMusic\ELO\Books\Elton John - The Elton John Collection [Piano Solos].pdf","","0","NOT_EXPANDED"
"Elton John","Elton John - A Single Man","C:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - A Single Man.pdf","ProcessedSongs\Elton John\A Single Man","10","EXPANDED"
"Elton John","Elton John - Captain Fantastic","C:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - Captain Fantastic.pdf","ProcessedSongs\Elton John\Captain Fantastic","1","EXPANDED"
"Elton John","Elton John - Goodbye Yellow Brick Road","C:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - Goodbye Yellow Brick Road.pdf","ProcessedSongs\Elton John\Elton John - Goodbye Yellow Brick Road","2","EXPANDED"
"Elton John","Elton John - Greatest Hits 1970-2002","C:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - Greatest Hits 1970-2002.pdf","ProcessedSongs\Elton John\Greatest Hits 1970-2002","30","EXPANDED"
"Elton John","Elton John - Ice On Fire","C:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - Ice On Fire.pdf","ProcessedSongs\Elton John\Ice On Fire","12","EXPANDED"
"Elton John","Elton John - Made In England","C:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - Made In England.pdf","ProcessedSongs\Elton John\Made In England","11","EXPANDED"
"Elton John","Elton John - Peachtree Road","C:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - Peachtree Road.pdf","ProcessedSongs\Elton John\Peachtree Road","10","EXPANDED"
"Elton John","Elton John - Reg Strikes Back","C:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - Reg Strikes Back.pdf","ProcessedSongs\Elton John\Reg Strikes Back","9","EXPANDED"
"Elton John","Elton John - Sleeping With The Past","C:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - Sleeping With The Past.pdf","ProcessedSongs\Elton John\Sleeping With The Past","1","EXPANDED"
"Elton John","Elton John - Songs From The West Coast","C:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - Songs From The West Coast.pdf","ProcessedSongs\Elton John\Songs From The West Coast","3","EXPANDED"
"Elton John","Elton John - The Big Picture","C:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - The Big Picture.pdf","ProcessedSongs\Elton John\The Big Picture","3","EXPANDED"
"Elton John","Elton John - The Elton John Collection [Piano Solos]","C:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - The Elton John Collection [Piano Solos].pdf","ProcessedSongs\Elton John\Elton John - The Elton John Collection [piano Solos]","22","EXPANDED"
"Elton John","Elton John - The One","C:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - The One.pdf","ProcessedSongs\Elton John\The One","5","EXPANDED"
"Elton John","Elton John - The Ultimate Collection Vol. 1","C:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - The Ultimate Collection Vol. 1.pdf","ProcessedSongs\Elton John\The Ultimate Collection Vol. 1","59","EXPANDED"
"Elton John","Elton John - The Ultimate Collection Vol. 2","C:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - The Ultimate Collection Vol. 2.pdf","ProcessedSongs\Elton John\The Ultimate Collection Vol. 2","29","EXPANDED"
"Elton John","Elton John - The Very Best Of","C:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - The Very Best Of.pdf","ProcessedSongs\Elton John\The Very Best Of","1","EXPANDED"
"Elton John","Elton John - Too Low For Zero [Book]","C:\Work\AWSMusic\SheetMusic\Elton John\Books\Elton John - Too Low For Zero [Book].pdf","ProcessedSongs\Elton John\Too Low For Zero [book]","10","EXPANDED"
"Elvis Costello","Elvis Costello - The Very Best Of","C:\Work\AWSMusic\SheetMusic\Elvis Costello\Books\Elvis Costello - The Very Best Of.pdf","ProcessedSongs\Elvis Costello\The Very Best Of","42","EXPANDED"
"Elvis Presley","Elvis Presley - The Compleat [PVG Book]","C:\Work\AWSMusic\SheetMusic\Elvis Presley\Books\Elvis Presley - The Compleat [PVG Book].pdf","","0","NOT_EXPANDED"
"Emerson Lake and Palmer","Emerson Lake and Palmer - Black Book","C:\Work\AWSMusic\SheetMusic\Emerson Lake and Palmer\Books\Emerson Lake and Palmer - Black Book.pdf","ProcessedSongs\Emerson Lake And Palmer\Black Book","2","EXPANDED"
"Emerson Lake and Palmer","Emerson Lake and Palmer - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Emerson Lake and Palmer\Books\Emerson Lake and Palmer - Greatest Hits.pdf","ProcessedSongs\Emerson Lake And Palmer\Greatest Hits","10","EXPANDED"
"Emerson Lake and Palmer","Emerson Lake and Palmer - Tarkus [Book]","C:\Work\AWSMusic\SheetMusic\Emerson Lake and Palmer\Books\Emerson Lake and Palmer - Tarkus [Book].pdf","ProcessedSongs\Emerson Lake And Palmer\Tarkus [book]","13","EXPANDED"
"Emerson Lake and Palmer","Emerson Lake and Palmer - Trilogy [Book]","C:\Work\AWSMusic\SheetMusic\Emerson Lake and Palmer\Books\Emerson Lake and Palmer - Trilogy [Book].pdf","ProcessedSongs\Emerson Lake And Palmer\Trilogy [book]","7","EXPANDED"
"Eric Clapton","Eric Clapton - Derek and the Dominos [Book]","C:\Work\AWSMusic\SheetMusic\Eric Clapton\Books\Eric Clapton - Derek and the Dominos [Book].pdf","ProcessedSongs\Eric Clapton\Derek And The Dominos [book]","14","EXPANDED"
"Eric Clapton","Eric Clapton - The Best of Book","C:\Work\AWSMusic\SheetMusic\Eric Clapton\Books\Eric Clapton - The Best of Book.pdf","ProcessedSongs\Eric Clapton\The Best Of Book","10","EXPANDED"
"Eric Clapton","Eric Clapton - The Cream of Clapton","C:\Work\AWSMusic\SheetMusic\Eric Clapton\Books\Eric Clapton - The Cream of Clapton.pdf","","0","NOT_EXPANDED"
"Eric Clapton","Eric Clapton - Unplugged [Book]","C:\Work\AWSMusic\SheetMusic\Eric Clapton\Books\Eric Clapton - Unplugged [Book].pdf","ProcessedSongs\Eric Clapton\Unplugged [book]","14","EXPANDED"
"Fleetwood Mac","Fleetwood Mac - Anthology","C:\Work\AWSMusic\SheetMusic\Fleetwood Mac\Books\Fleetwood Mac - Anthology.pdf","ProcessedSongs\Fleetwood Mac\Anthology","27","EXPANDED"
"Fleetwood Mac","Fleetwood Mac - Deluxe Anthology","C:\Work\AWSMusic\SheetMusic\Fleetwood Mac\Books\Fleetwood Mac - Deluxe Anthology.pdf","ProcessedSongs\Fleetwood Mac\Deluxe Anthology","42","EXPANDED"
"Fleetwood Mac","Fleetwood Mac - Fleetwood Mac + Heroes Are Hard To Find","C:\Work\AWSMusic\SheetMusic\Fleetwood Mac\Books\Fleetwood Mac - Fleetwood Mac + Heroes Are Hard To Find.pdf","ProcessedSongs\Fleetwood Mac\Fleetwood Mac + Heroes Are Hard To Find","15","EXPANDED"
"Fleetwood Mac","Fleetwood Mac - Mirage","C:\Work\AWSMusic\SheetMusic\Fleetwood Mac\Books\Fleetwood Mac - Mirage.pdf","ProcessedSongs\Fleetwood Mac\Mirage","12","EXPANDED"
"Fleetwood Mac","Fleetwood Mac - Rumours","C:\Work\AWSMusic\SheetMusic\Fleetwood Mac\Books\Fleetwood Mac - Rumours.pdf","ProcessedSongs\Fleetwood Mac\Rumours","11","EXPANDED"
"Fleetwood Mac","Fleetwood Mac - Tango In The Night","C:\Work\AWSMusic\SheetMusic\Fleetwood Mac\Books\Fleetwood Mac - Tango In The Night.pdf","ProcessedSongs\Fleetwood Mac\Tango In The Night","12","EXPANDED"
"Fleetwood Mac","Fleetwood Mac - The Dance","C:\Work\AWSMusic\SheetMusic\Fleetwood Mac\Books\Fleetwood Mac - The Dance.pdf","ProcessedSongs\Fleetwood Mac\The Dance","13","EXPANDED"
"Frank Zappa","Frank Zappa - Hot Rats","C:\Work\AWSMusic\SheetMusic\Frank Zappa\Books\Frank Zappa - Hot Rats.pdf","ProcessedSongs\Frank Zappa\Frank Zappa - Hot Rats","2","EXPANDED"
"Frank Zappa","Frank Zappa - Songbook Vol 1","C:\Work\AWSMusic\SheetMusic\Frank Zappa\Books\Frank Zappa - Songbook Vol 1.pdf","ProcessedSongs\Frank Zappa\Songbook Vol 1","17","EXPANDED"
"Frank Zappa","Frank Zappa - The Frank Zappa Guitar Book (transcriptions by Steve Vai)","C:\Work\AWSMusic\SheetMusic\Frank Zappa\Books\Frank Zappa - The Frank Zappa Guitar Book (transcriptions by Steve Vai).pdf","ProcessedSongs\Frank Zappa\The Frank Zappa Guitar Book (transcriptions By Steve Vai)","12","EXPANDED"
"Fray","Fray - How To Save A Life [Book]","C:\Work\AWSMusic\SheetMusic\Fray\Books\Fray - How To Save A Life [Book].pdf","ProcessedSongs\Fray\How To Save A Life [book]","3","EXPANDED"
"Garth Brooks","Garth Brooks - No Fences [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Garth Brooks\Books\Garth Brooks - No Fences [Guitar Tab].pdf","ProcessedSongs\Garth Brooks\No Fences [guitar Tab]","7","EXPANDED"
"Garth Brooks","Garth Brooks - The Hits [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Garth Brooks\Books\Garth Brooks - The Hits [Guitar Tab].pdf","ProcessedSongs\Garth Brooks\Garth Brooks - The Hits [guitar Tab]","1","EXPANDED"
"Garth Brooks","Garth Brooks - The Limited Series","C:\Work\AWSMusic\SheetMusic\Garth Brooks\Books\Garth Brooks - The Limited Series.pdf","ProcessedSongs\Garth Brooks\The Limited Series","21","EXPANDED"
"Genesis","Genesis - A Trick Of The Tail [Book]","C:\Work\AWSMusic\SheetMusic\Genesis\Books\Genesis - A Trick Of The Tail [Book].pdf","ProcessedSongs\Genesis\A Trick Of The Tail [book]","8","EXPANDED"
"Genesis","Genesis - Anthology","C:\Work\AWSMusic\SheetMusic\Genesis\Books\Genesis - Anthology.pdf","ProcessedSongs\Genesis\Anthology","44","EXPANDED"
"Genesis","Genesis - Best Of Vol 1","C:\Work\AWSMusic\SheetMusic\Genesis\Books\Genesis - Best Of Vol 1.pdf","ProcessedSongs\Genesis\Best Of Vol 1","10","EXPANDED"
"Genesis","Genesis - Invisible Touch [Book]","C:\Work\AWSMusic\SheetMusic\Genesis\Books\Genesis - Invisible Touch [Book].pdf","ProcessedSongs\Genesis\Invisible Touch [book]","8","EXPANDED"
"Genesis","Genesis - Rock Score","C:\Work\AWSMusic\SheetMusic\Genesis\Books\Genesis - Rock Score.pdf","ProcessedSongs\Genesis\Rock Score","4","EXPANDED"
"Genesis","Genesis - Seconds Out","C:\Work\AWSMusic\SheetMusic\Genesis\Books\Genesis - Seconds Out.pdf","ProcessedSongs\Genesis\Seconds Out","8","EXPANDED"
"Genesis","Genesis - Selling England by the Pound","C:\Work\AWSMusic\SheetMusic\Genesis\Books\Genesis - Selling England by the Pound.pdf","ProcessedSongs\Genesis\Selling England By The Pound","7","EXPANDED"
"George Michael","George Michael - Greatest Hits","C:\Work\AWSMusic\SheetMusic\George Michael\Books\George Michael - Greatest Hits.pdf","ProcessedSongs\George Michael\Greatest Hits","29","EXPANDED"
"George Michael","George Michael - Older [Book]","C:\Work\AWSMusic\SheetMusic\George Michael\Books\George Michael - Older [Book] .pdf","ProcessedSongs\George Michael\Older [book]","11","EXPANDED"
"Grand Funk Railroad","Grand Funk - Closer To Home [PVG Book]","C:\Work\AWSMusic\SheetMusic\Grand Funk Railroad\Books\Grand Funk - Closer To Home [PVG Book].pdf","ProcessedSongs\Grand Funk Railroad\Grand Funk - Closer To Home [pvg Book]","5","EXPANDED"
"Grand Funk Railroad","Grand Funk - We're An American Band [PVG Book]","C:\Work\AWSMusic\SheetMusic\Grand Funk Railroad\Books\Grand Funk - We're An American Band [PVG Book].pdf","ProcessedSongs\Grand Funk Railroad\Grand Funk - We're An American Band [pvg Book]","8","EXPANDED"
"Grand Funk Railroad","Grand Funk Railroad - Born To Die [PVG Book]","C:\Work\AWSMusic\SheetMusic\Grand Funk Railroad\Books\Grand Funk Railroad - Born To Die [PVG Book].pdf","ProcessedSongs\Grand Funk Railroad\Born To Die [pvg Book]","10","EXPANDED"
"Grand Funk Railroad","Grand Funk Railroad - Hits From We're An American Band, Shinin' On, Phoenix [PVG]","C:\Work\AWSMusic\SheetMusic\Grand Funk Railroad\Books\Grand Funk Railroad - Hits From We're An American Band, Shinin' On, Phoenix [PVG].pdf","ProcessedSongs\Grand Funk Railroad\Hits From We're An American Band, Shinin' On, Phoenix [pvg]","23","EXPANDED"
"Harry Chapin","Harry Chapin - The Authentic Guitar Style Of [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Harry Chapin\Books\Harry Chapin - The Authentic Guitar Style Of [Guitar Tab].pdf","ProcessedSongs\Harry Chapin\The Authentic Guitar Style Of [guitar Tab]","9","EXPANDED"
"Henri Mancini","Henry Mancini - A Merry Mancini Christmas","C:\Work\AWSMusic\SheetMusic\Henri Mancini\Books\Henry Mancini - A Merry Mancini Christmas.pdf","ProcessedSongs\Henri Mancini\Henry Mancini - A Merry Mancini Christmas","13","EXPANDED"
"Herman's Hermits","Herman's Hermits -  Collection","C:\Work\AWSMusic\SheetMusic\Herman's Hermits\Books\Herman's Hermits -  Collection.pdf","ProcessedSongs\Herman's Hermits\Collection","8","EXPANDED"
"Jackson Browne","Jackson Browne - Deluxe Anthology","C:\Work\AWSMusic\SheetMusic\Jackson Browne\Books\Jackson Browne - Deluxe Anthology.pdf","ProcessedSongs\Jackson Browne\Deluxe Anthology","39","EXPANDED"
"James Blunt","James Blunt - All The Lost Souls [Book]","C:\Work\AWSMusic\SheetMusic\James Blunt\Books\James Blunt - All The Lost Souls [Book].pdf","ProcessedSongs\James Blunt\All The Lost Souls [book]","10","EXPANDED"
"James Blunt","James Blunt - Back to Bedlam [Book]","C:\Work\AWSMusic\SheetMusic\James Blunt\Books\James Blunt - Back to Bedlam [Book].pdf","ProcessedSongs\James Blunt\Back To Bedlam [book]","1","EXPANDED"
"James Taylor","James Taylor - Classic [Guitar]","C:\Work\AWSMusic\SheetMusic\James Taylor\Books\James Taylor - Classic [Guitar].pdf","ProcessedSongs\James Taylor\Classic [guitar]","15","EXPANDED"
"James Taylor","James Taylor - Classics (guitar tab)","C:\Work\AWSMusic\SheetMusic\James Taylor\Books\James Taylor - Classics (guitar tab).pdf","ProcessedSongs\James Taylor\Classics (guitar Tab)","15","EXPANDED"
"James Taylor","James Taylor - Guitar Songbook","C:\Work\AWSMusic\SheetMusic\James Taylor\Books\James Taylor - Guitar Songbook.pdf","ProcessedSongs\James Taylor\Guitar Songbook","24","EXPANDED"
"James Taylor","James Taylor - James Taylor Songbook","C:\Work\AWSMusic\SheetMusic\James Taylor\Books\James Taylor - James Taylor Songbook.pdf","ProcessedSongs\James Taylor\James Taylor Songbook","24","EXPANDED"
"James Taylor","James Taylor - James Taylor [PVG Book]","C:\Work\AWSMusic\SheetMusic\James Taylor\Books\James Taylor - James Taylor [PVG Book].pdf","ProcessedSongs\James Taylor\James Taylor [pvg Book]","21","EXPANDED"
"James Taylor","James Taylor - That's Why I'm Here [PVG Book]","C:\Work\AWSMusic\SheetMusic\James Taylor\Books\James Taylor - That's Why I'm Here [PVG Book].pdf","ProcessedSongs\James Taylor\That's Why I'm Here [pvg Book]","10","EXPANDED"
"Jim Croce","Jim Croce - Acoustic Fingerstyle Video Guitar Lessons","C:\Work\AWSMusic\SheetMusic\Jim Croce\Books\Jim Croce - Acoustic Fingerstyle Video Guitar Lessons.pdf","ProcessedSongs\Jim Croce\Acoustic Fingerstyle Video Guitar Lessons","1","EXPANDED"
"Jimmy Buffet","Jimmy Buffett - Barometer Soup [PVG Book]","C:\Work\AWSMusic\SheetMusic\Jimmy Buffet\Books\Jimmy Buffett - Barometer Soup [PVG Book].pdf","ProcessedSongs\Jimmy Buffet\Jimmy Buffett - Barometer Soup [pvg Book]","9","EXPANDED"
"Jimmy Buffet","Jimmy Buffett - Fruitcakes [PVG Book]","C:\Work\AWSMusic\SheetMusic\Jimmy Buffet\Books\Jimmy Buffett - Fruitcakes [PVG Book].pdf","ProcessedSongs\Jimmy Buffet\Jimmy Buffett - Fruitcakes [pvg Book]","9","EXPANDED"
"Joe Cocker","Joe Cocker - Best Of","C:\Work\AWSMusic\SheetMusic\Joe Cocker\Books\Joe Cocker - Best Of.pdf","ProcessedSongs\Joe Cocker\Best Of","16","EXPANDED"
"Joe Cocker","Joe Cocker - Mad Dogs And Englishmen [Book]","C:\Work\AWSMusic\SheetMusic\Joe Cocker\Books\Joe Cocker - Mad Dogs And Englishmen [Book].pdf","ProcessedSongs\Joe Cocker\Mad Dogs And Englishmen [book]","16","EXPANDED"
"Joe Cocker","Joe Cocker - Songbook","C:\Work\AWSMusic\SheetMusic\Joe Cocker\Books\Joe Cocker - Songbook.pdf","ProcessedSongs\Joe Cocker\Songbook","1","EXPANDED"
"John Denver","John Denver - Anthology [PVG]","C:\Work\AWSMusic\SheetMusic\John Denver\Books\John Denver - Anthology [PVG].pdf","ProcessedSongs\John Denver\Anthology [pvg]","53","EXPANDED"
"John Denver","John Denver - Anthology","C:\Work\AWSMusic\SheetMusic\John Denver\Books\John Denver - Anthology.pdf","ProcessedSongs\John Denver\Anthology","53","EXPANDED"
"John Denver","John Denver - Back Home Again","C:\Work\AWSMusic\SheetMusic\John Denver\Books\John Denver - Back Home Again.pdf","","0","NOT_EXPANDED"
"John Denver","John Denver - Best Of [Easy Piano]","C:\Work\AWSMusic\SheetMusic\John Denver\Books\John Denver - Best Of [Easy Piano].pdf","ProcessedSongs\John Denver\Best Of [easy Piano]","18","EXPANDED"
"John Denver","John Denver - I Want To Live [PVG Book]","C:\Work\AWSMusic\SheetMusic\John Denver\Books\John Denver - I Want To Live [PVG Book].pdf","ProcessedSongs\John Denver\I Want To Live [pvg Book]","11","EXPANDED"
"John Denver","John Denver - The Authentic Guitar Style Of.","C:\Work\AWSMusic\SheetMusic\John Denver\Books\John Denver - The Authentic Guitar Style Of..pdf","","0","NOT_EXPANDED"
"John Lennon","John Lennon - Collection","C:\Work\AWSMusic\SheetMusic\John Lennon\Books\John Lennon - Collection.pdf","ProcessedSongs\John Lennon\Collection","3","EXPANDED"
"John Lennon","John Lennon - Greatest Hits","C:\Work\AWSMusic\SheetMusic\John Lennon\Books\John Lennon - Greatest Hits.pdf","ProcessedSongs\John Lennon\Greatest Hits","15","EXPANDED"
"Joni Mitchell","Joni Mitchell - The Best Of [PVG]","C:\Work\AWSMusic\SheetMusic\Joni Mitchell\Books\Joni Mitchell - The Best Of [PVG].pdf","ProcessedSongs\Joni Mitchell\The Best Of [pvg]","10","EXPANDED"
"Joni Mitchell","Joni Mitchell Songbook Complete Vol1 1966-1970","C:\Work\AWSMusic\SheetMusic\Joni Mitchell\Books\Joni Mitchell Songbook Complete Vol1 1966-1970.pdf","ProcessedSongs\Joni Mitchell\Joni Mitchell Songbook Complete Vol1 1966-1970","28","EXPANDED"
"Journey","Journey - Complete Songbook","C:\Work\AWSMusic\SheetMusic\Journey\Books\Journey - Complete Songbook.pdf","ProcessedSongs\Journey\Complete Songbook","68","EXPANDED"
"Journey","Journey - Complete","C:\Work\AWSMusic\SheetMusic\Journey\Books\Journey - Complete.pdf","ProcessedSongs\Journey\Complete","68","EXPANDED"
"Journey","Journey - Frontiers [Jap Band Score]","C:\Work\AWSMusic\SheetMusic\Journey\Books\Journey - Frontiers [Jap Band Score].pdf","ProcessedSongs\Journey\Frontiers [jap Band Score]","1","EXPANDED"
"Journey","Journey - Greatest Hits (Book)","C:\Work\AWSMusic\SheetMusic\Journey\Books\Journey - Greatest Hits (Book).pdf","ProcessedSongs\Journey\Greatest Hits (book)","5","EXPANDED"
"Journey","Journey - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Journey\Books\Journey - Greatest Hits.pdf","ProcessedSongs\Journey\Greatest Hits","6","EXPANDED"
"Journey","Journey - Superbest [Jap Band Score]","C:\Work\AWSMusic\SheetMusic\Journey\Books\Journey - Superbest [Jap Band Score].pdf","ProcessedSongs\Journey\Superbest [jap Band Score]","15","EXPANDED"
"Journey","Journey - The Guitar Collection","C:\Work\AWSMusic\SheetMusic\Journey\Books\Journey - The Guitar Collection.pdf","ProcessedSongs\Journey\The Guitar Collection","16","EXPANDED"
"Judy Garland","Judy Garland - Songbook","C:\Work\AWSMusic\SheetMusic\Judy Garland\Books\Judy Garland - Songbook.pdf","ProcessedSongs\Judy Garland\Songbook","13","EXPANDED"
"Katy Perry","Katy Perry - One Of The Boys [PVG Book]","C:\Work\AWSMusic\SheetMusic\Katy Perry\Books\Katy Perry - One Of The Boys [PVG Book].pdf","ProcessedSongs\Katy Perry\One Of The Boys [pvg Book]","12","EXPANDED"
"Kelly Clarkson","Kelly Clarkson - Breakaway (Book)","C:\Work\AWSMusic\SheetMusic\Kelly Clarkson\Books\Kelly Clarkson - Breakaway (Book).pdf","ProcessedSongs\Kelly Clarkson\Kelly Clarkson - Breakaway (book)","5","EXPANDED"
"Kenny Rogers","Kenny Rogers - Love or Something Like It [Book]","C:\Work\AWSMusic\SheetMusic\Kenny Rogers\Books\Kenny Rogers - Love or Something Like It [Book].pdf","ProcessedSongs\Kenny Rogers\Love Or Something Like It [book]","10","EXPANDED"
