"Artist","Book","OriginalFilename","NewFilename","WillRename","OriginalPath","NewPath"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Hey, Ho! Nobody Home.pdf","Traditional - Hey, Ho! Nobody Home.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Hey, Ho! Nobody Home.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Hey, Ho! Nobody Home.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Hickory Dickory Dock.pdf","Traditional - Hickory Dickory Dock.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Hickory Dickory Dock.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Hickory Dickory Dock.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Hot Cross Buns.pdf","Traditional - Hot Cross Buns.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Hot Cross Buns.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Hot Cross Buns.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Humpty Dumpty.pdf","Traditional - Humpty Dumpty.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Humpty Dumpty.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Humpty Dumpty.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - It's Raining, It's Pouring.pdf","Traditional - It's Raining, It's Pouring.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - It's Raining, It's Pouring.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - It's Raining, It's Pouring.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Jack And Jill.pdf","Traditional - Jack And Jill.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Jack And Jill.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Jack And Jill.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - John Jacob Jingleheimer Schmidt.pdf","Traditional - John Jacob Jingleheimer Schmidt.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - John Jacob Jingleheimer Schmidt.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - John Jacob Jingleheimer Schmidt.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Lazy Mary, Will You Get Up-.pdf","Traditional - Lazy Mary, Will You Get Up-.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Lazy Mary, Will You Get Up-.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Lazy Mary, Will You Get Up-.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Little Bo-peep.pdf","Traditional - Little Bo-peep.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Little Bo-peep.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Little Bo-peep.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Little Boy Blue.pdf","Traditional - Little Boy Blue.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Little Boy Blue.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Little Boy Blue.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Little Jack Horner.pdf","Traditional - Little Jack Horner.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Little Jack Horner.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Little Jack Horner.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Little Miss Muffet.pdf","Traditional - Little Miss Muffet.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Little Miss Muffet.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Little Miss Muffet.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - London Bridge.pdf","Traditional - London Bridge.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - London Bridge.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - London Bridge.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Mister Rabbit.pdf","Traditional - Mister Rabbit.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Mister Rabbit.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Mister Rabbit.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - My Bonnie Lies Over The Ocean.pdf","Traditional - My Bonnie Lies Over The Ocean.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - My Bonnie Lies Over The Ocean.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - My Bonnie Lies Over The Ocean.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Oats, Peas, Beans And Barley Grow.pdf","Traditional - Oats, Peas, Beans And Barley Grow.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Oats, Peas, Beans And Barley Grow.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Oats, Peas, Beans And Barley Grow.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Old King Cole.pdf","Traditional - Old King Cole.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Old King Cole.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Old King Cole.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Over The River And Through The Woods.pdf","Traditional - Over The River And Through The Woods.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Over The River And Through The Woods.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Over The River And Through The Woods.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Peanut Sat On A Railroad Track.pdf","Traditional - Peanut Sat On A Railroad Track.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Peanut Sat On A Railroad Track.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Peanut Sat On A Railroad Track.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Pease Porridge Hot.pdf","Traditional - Pease Porridge Hot.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Pease Porridge Hot.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Pease Porridge Hot.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Peter, Peter, Pumpkin Eater.pdf","Traditional - Peter, Peter, Pumpkin Eater.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Peter, Peter, Pumpkin Eater.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Peter, Peter, Pumpkin Eater.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Polly Put The Kettle On.pdf","Traditional - Polly Put The Kettle On.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Polly Put The Kettle On.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Polly Put The Kettle On.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Pop Goes The Weasel.pdf","Traditional - Pop Goes The Weasel.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Pop Goes The Weasel.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Pop Goes The Weasel.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Ring Around The Rosie.pdf","Traditional - Ring Around The Rosie.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Ring Around The Rosie.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Ring Around The Rosie.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Rock-a-bye, Baby.pdf","Traditional - Rock-a-bye, Baby.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Rock-a-bye, Baby.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Rock-a-bye, Baby.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Row, Row, Row Your Boat.pdf","Traditional - Row, Row, Row Your Boat.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Row, Row, Row Your Boat.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Row, Row, Row Your Boat.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - She'll Be Comin' 'round The Mountain.pdf","Traditional - She'll Be Comin' 'round The Mountain.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - She'll Be Comin' 'round The Mountain.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - She'll Be Comin' 'round The Mountain.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Simple Simon.pdf","Traditional - Simple Simon.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Simple Simon.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Simple Simon.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Skip To My Lou.pdf","Traditional - Skip To My Lou.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Skip To My Lou.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Skip To My Lou.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - The Bear Went Over The Mountain.pdf","Traditional - The Bear Went Over The Mountain.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - The Bear Went Over The Mountain.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - The Bear Went Over The Mountain.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - The Farmer In The Dell.pdf","Traditional - The Farmer In The Dell.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - The Farmer In The Dell.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - The Farmer In The Dell.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - The Monkey Song.pdf","Traditional - The Monkey Song.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - The Monkey Song.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - The Monkey Song.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - The Muffin Man.pdf","Traditional - The Muffin Man.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - The Muffin Man.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - The Muffin Man.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - The Mulberry Bush.pdf","Traditional - The Mulberry Bush.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - The Mulberry Bush.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - The Mulberry Bush.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - The Paw Paw Patch.pdf","Traditional - The Paw Paw Patch.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - The Paw Paw Patch.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - The Paw Paw Patch.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - There Was An Old Woman Who Lived In A Shoe.pdf","Traditional - There Was An Old Woman Who Lived In A Shoe.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - There Was An Old Woman Who Lived In A Shoe.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - There Was An Old Woman Who Lived In A Shoe.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - There's A Hole In The Bottom Of The Sea.pdf","Traditional - There's A Hole In The Bottom Of The Sea.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - There's A Hole In The Bottom Of The Sea.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - There's A Hole In The Bottom Of The Sea.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - There's A Hole In The Bucket.pdf","Traditional - There's A Hole In The Bucket.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - There's A Hole In The Bucket.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - There's A Hole In The Bucket.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - This Old Man.pdf","Traditional - This Old Man.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - This Old Man.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - This Old Man.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Three Blind Mice.pdf","Traditional - Three Blind Mice.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Three Blind Mice.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Three Blind Mice.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Three Little Kittens.pdf","Traditional - Three Little Kittens.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Three Little Kittens.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Three Little Kittens.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Tom, Tom, The Piper's Son.pdf","Traditional - Tom, Tom, The Piper's Son.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Tom, Tom, The Piper's Son.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Tom, Tom, The Piper's Son.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Twinkle, Twinkle Little Star.pdf","Traditional - Twinkle, Twinkle Little Star.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Twinkle, Twinkle Little Star.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Twinkle, Twinkle Little Star.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional - Yankee Doodle.pdf","Traditional - Yankee Doodle.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional - Yankee Doodle.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional - Yankee Doodle.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional Children's Song - Old Macdonald.pdf","Traditional Children's Song - Old Macdonald.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional Children's Song - Old Macdonald.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional Children's Song - Old Macdonald.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional Folksong - Michael Row The Boat Ashore.pdf","Traditional Folksong - Michael Row The Boat Ashore.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional Folksong - Michael Row The Boat Ashore.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional Folksong - Michael Row The Boat Ashore.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional Nursery Rhyme - Mary Had A Little Lamb.pdf","Traditional Nursery Rhyme - Mary Had A Little Lamb.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional Nursery Rhyme - Mary Had A Little Lamb.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional Nursery Rhyme - Mary Had A Little Lamb.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional Shaker Hymn - Simple Gifts.pdf","Traditional Shaker Hymn - Simple Gifts.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional Shaker Hymn - Simple Gifts.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional Shaker Hymn - Simple Gifts.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional Spiritual - He's Got The Whole World In His Hands.pdf","Traditional Spiritual - He's Got The Whole World In His Hands.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional Spiritual - He's Got The Whole World In His Hands.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional Spiritual - He's Got The Whole World In His Hands.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Traditional Spiritual - Kum Ba Yah.pdf","Traditional Spiritual - Kum Ba Yah.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Traditional Spiritual - Kum Ba Yah.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Traditional Spiritual - Kum Ba Yah.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Unknown Artist - Be Kind To Your Web-footed Friends.pdf","Unknown Artist - Be Kind To Your Web-footed Friends.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Unknown Artist - Be Kind To Your Web-footed Friends.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Unknown Artist - Be Kind To Your Web-footed Friends.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Unknown Artist - Oh Where, Oh Where Has My Little Dog Gone.pdf","Unknown Artist - Oh Where, Oh Where Has My Little Dog Gone.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Unknown Artist - Oh Where, Oh Where Has My Little Dog Gone.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Unknown Artist - Oh Where, Oh Where Has My Little Dog Gone.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Unknown Artist - On Top Of Old Smoky.pdf","Unknown Artist - On Top Of Old Smoky.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Unknown Artist - On Top Of Old Smoky.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Unknown Artist - On Top Of Old Smoky.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Unknown Artist - Zacchaeus.pdf","Unknown Artist - Zacchaeus.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Unknown Artist - Zacchaeus.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Unknown Artist - Zacchaeus.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Western American Cowboy Song - Git Along, Little Dogies.pdf","Western American Cowboy Song - Git Along, Little Dogies.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Western American Cowboy Song - Git Along, Little Dogies.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Western American Cowboy Song - Git Along, Little Dogies.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Words By Anna B. Warner, Music By William B. Bradbury - Jesus Loves Me.pdf","Words By Anna B. Warner, Music By William B. Bradbury - Jesus Loves Me.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Words By Anna B. Warner, Music By William B. Bradbury - Jesus Loves Me.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Words By Anna B. Warner, Music By William B. Bradbury - Jesus Loves Me.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Words By Billy Reeves, Music By Frank Crumit - Shoo Fly, Don't Bother Me.pdf","Words By Billy Reeves, Music By Frank Crumit - Shoo Fly, Don't Bother Me.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Words By Billy Reeves, Music By Frank Crumit - Shoo Fly, Don't Bother Me.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Words By Billy Reeves, Music By Frank Crumit - Shoo Fly, Don't Bother Me.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Words By D.a. Esrom, Music By Theodore F. Morse And Arthur Sullivan - Hail, Hail, The Gang's All Here.pdf","Words By D.a. Esrom, Music By Theodore F. Morse And Arthur Sullivan - Hail, Hail, The Gang's All Here.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Words By D.a. Esrom, Music By Theodore F. Morse And Arthur Sullivan - Hail, Hail, The Gang's All Here.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Words By D.a. Esrom, Music By Theodore F. Morse And Arthur Sullivan - Hail, Hail, The Gang's All Here.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Words By George Longbourne, Music By Alfred Lee - The Man On The Flying Trapeze.pdf","Words By George Longbourne, Music By Alfred Lee - The Man On The Flying Trapeze.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Words By George Longbourne, Music By Alfred Lee - The Man On The Flying Trapeze.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Words By George Longbourne, Music By Alfred Lee - The Man On The Flying Trapeze.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Words By Jack Norworth, Music By Albert Von Tilzer - Take Me Out To The Ball Game.pdf","Words By Jack Norworth, Music By Albert Von Tilzer - Take Me Out To The Ball Game.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Words By Jack Norworth, Music By Albert Von Tilzer - Take Me Out To The Ball Game.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Words By Jack Norworth, Music By Albert Von Tilzer - Take Me Out To The Ball Game.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Words By Katharine E. Purvis, Music By James M. Black - When The Saints Go Marching In.pdf","Words By Katharine E. Purvis, Music By James M. Black - When The Saints Go Marching In.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Words By Katharine E. Purvis, Music By James M. Black - When The Saints Go Marching In.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Words By Katharine E. Purvis, Music By James M. Black - When The Saints Go Marching In.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Words By Katharine Lee Bates, Music By Samuel A. Ward - America, The Beautiful.pdf","Words By Katharine Lee Bates, Music By Samuel A. Ward - America, The Beautiful.pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Words By Katharine Lee Bates, Music By Samuel A. Ward - America, The Beautiful.pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Words By Katharine Lee Bates, Music By Samuel A. Ward - America, The Beautiful.pdf"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","Words By Samuel Francis Smith, Music From Thesaurus Musicus - My Country 'tis Of Thee (america).pdf","Words By Samuel Francis Smith, Music From Thesaurus Musicus - My Country 'tis Of Thee (america).pdf","False","Various Artists\100 Songs For Kids - (easy Guitar Songbook)\Songs\Words By Samuel Francis Smith, Music From Thesaurus Musicus - My Country 'tis Of Thee (america).pdf","Various Artists\books\100 Songs For Kids - (easy Guitar Songbook)\Words By Samuel Francis Smith, Music From Thesaurus Musicus - My Country 'tis Of Thee (america).pdf"
"Various Artists","50 Platinum Country Hits","Alabama - Feels So Right.pdf","Alabama - Feels So Right.pdf","False","Various Artists\50 Platinum Country Hits\Songs\Alabama - Feels So Right.pdf","Various Artists\books\50 Platinum Country Hits\Alabama - Feels So Right.pdf"
"Various Artists","50 Platinum Country Hits","Alabama - There's No Way.pdf","Alabama - There's No Way.pdf","False","Various Artists\50 Platinum Country Hits\Songs\Alabama - There's No Way.pdf","Various Artists\books\50 Platinum Country Hits\Alabama - There's No Way.pdf"
"Various Artists","50 Platinum Country Hits","Alabama - When We Make Love.pdf","Alabama - When We Make Love.pdf","False","Various Artists\50 Platinum Country Hits\Songs\Alabama - When We Make Love.pdf","Various Artists\books\50 Platinum Country Hits\Alabama - When We Make Love.pdf"
"Various Artists","50 Platinum Country Hits","Alan Jackson - (who Says) You Can't Have It All.pdf","Alan Jackson - (who Says) You Can't Have It All.pdf","False","Various Artists\50 Platinum Country Hits\Songs\Alan Jackson - (who Says) You Can't Have It All.pdf","Various Artists\books\50 Platinum Country Hits\Alan Jackson - (who Says) You Can't Have It All.pdf"
"Various Artists","50 Platinum Country Hits","Alan Jackson - Chasin' That Neon Rainbow.pdf","Alan Jackson - Chasin' That Neon Rainbow.pdf","False","Various Artists\50 Platinum Country Hits\Songs\Alan Jackson - Chasin' That Neon Rainbow.pdf","Various Artists\books\50 Platinum Country Hits\Alan Jackson - Chasin' That Neon Rainbow.pdf"
"Various Artists","50 Platinum Country Hits","Alan Jackson - Chattahoochee.pdf","Alan Jackson - Chattahoochee.pdf","False","Various Artists\50 Platinum Country Hits\Songs\Alan Jackson - Chattahoochee.pdf","Various Artists\books\50 Platinum Country Hits\Alan Jackson - Chattahoochee.pdf"
"Various Artists","50 Platinum Country Hits","Alan Jackson - Midnight In Montgomery.pdf","Alan Jackson - Midnight In Montgomery.pdf","False","Various Artists\50 Platinum Country Hits\Songs\Alan Jackson - Midnight In Montgomery.pdf","Various Artists\books\50 Platinum Country Hits\Alan Jackson - Midnight In Montgomery.pdf"
"Various Artists","50 Platinum Country Hits","Alan Jackson - Tonight I Climbed The Wall.pdf","Alan Jackson - Tonight I Climbed The Wall.pdf","False","Various Artists\50 Platinum Country Hits\Songs\Alan Jackson - Tonight I Climbed The Wall.pdf","Various Artists\books\50 Platinum Country Hits\Alan Jackson - Tonight I Climbed The Wall.pdf"
"Various Artists","50 Platinum Country Hits","Billy Ray Cyrus - Words By Heart.pdf","Billy Ray Cyrus - Words By Heart.pdf","False","Various Artists\50 Platinum Country Hits\Songs\Billy Ray Cyrus - Words By Heart.pdf","Various Artists\books\50 Platinum Country Hits\Billy Ray Cyrus - Words By Heart.pdf"
"Various Artists","50 Platinum Country Hits","Brooks & Dunn - Boot Scootin' Boogie.pdf","Brooks & Dunn - Boot Scootin' Boogie.pdf","False","Various Artists\50 Platinum Country Hits\Songs\Brooks & Dunn - Boot Scootin' Boogie.pdf","Various Artists\books\50 Platinum Country Hits\Brooks & Dunn - Boot Scootin' Boogie.pdf"
