"Artist","Book","OriginalFilename","NewFilename","WillRename","OriginalPath","NewPath"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Helter Skelter.pdf","Beatles - Helter Skelter.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Helter Skelter.pdf","Beatles\books\All Songs 1962-1974\Beatles - Helter Skelter.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Her Majesty.pdf","Beatles - Her Majesty.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Her Majesty.pdf","Beatles\books\All Songs 1962-1974\Beatles - Her Majesty.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Here There And Everywhere.pdf","Beatles - Here There And Everywhere.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Here There And Everywhere.pdf","Beatles\books\All Songs 1962-1974\Beatles - Here There And Everywhere.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Hey Bulldog.pdf","Beatles - Hey Bulldog.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Hey Bulldog.pdf","Beatles\books\All Songs 1962-1974\Beatles - Hey Bulldog.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Hey Jude.pdf","Beatles - Hey Jude.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Hey Jude.pdf","Beatles\books\All Songs 1962-1974\Beatles - Hey Jude.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Hold Me Tight.pdf","Beatles - Hold Me Tight.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Hold Me Tight.pdf","Beatles\books\All Songs 1962-1974\Beatles - Hold Me Tight.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Honey Pie.pdf","Beatles - Honey Pie.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Honey Pie.pdf","Beatles\books\All Songs 1962-1974\Beatles - Honey Pie.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - I Am The Walrus.pdf","Beatles - I Am The Walrus.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - I Am The Walrus.pdf","Beatles\books\All Songs 1962-1974\Beatles - I Am The Walrus.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - I Call Your Name.pdf","Beatles - I Call Your Name.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - I Call Your Name.pdf","Beatles\books\All Songs 1962-1974\Beatles - I Call Your Name.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - I Don't Want To See You Again.pdf","Beatles - I Don't Want To See You Again.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - I Don't Want To See You Again.pdf","Beatles\books\All Songs 1962-1974\Beatles - I Don't Want To See You Again.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - I Don't Want To Spoil The Party.pdf","Beatles - I Don't Want To Spoil The Party.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - I Don't Want To Spoil The Party.pdf","Beatles\books\All Songs 1962-1974\Beatles - I Don't Want To Spoil The Party.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - I Feel Fine.pdf","Beatles - I Feel Fine.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - I Feel Fine.pdf","Beatles\books\All Songs 1962-1974\Beatles - I Feel Fine.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - I Saw Her Standing There.pdf","Beatles - I Saw Her Standing There.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - I Saw Her Standing There.pdf","Beatles\books\All Songs 1962-1974\Beatles - I Saw Her Standing There.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - I Should Have Known Better.pdf","Beatles - I Should Have Known Better.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - I Should Have Known Better.pdf","Beatles\books\All Songs 1962-1974\Beatles - I Should Have Known Better.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - I Wanna Be Your Man.pdf","Beatles - I Wanna Be Your Man.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - I Wanna Be Your Man.pdf","Beatles\books\All Songs 1962-1974\Beatles - I Wanna Be Your Man.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - I Want To Hold Your Hand.pdf","Beatles - I Want To Hold Your Hand.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - I Want To Hold Your Hand.pdf","Beatles\books\All Songs 1962-1974\Beatles - I Want To Hold Your Hand.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - I Want You.pdf","Beatles - I Want You.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - I Want You.pdf","Beatles\books\All Songs 1962-1974\Beatles - I Want You.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - I Will.pdf","Beatles - I Will.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - I Will.pdf","Beatles\books\All Songs 1962-1974\Beatles - I Will.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - I'll Be Back.pdf","Beatles - I'll Be Back.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - I'll Be Back.pdf","Beatles\books\All Songs 1962-1974\Beatles - I'll Be Back.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - I'll Be On My Way.pdf","Beatles - I'll Be On My Way.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - I'll Be On My Way.pdf","Beatles\books\All Songs 1962-1974\Beatles - I'll Be On My Way.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - I'll Cry Instead.pdf","Beatles - I'll Cry Instead.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - I'll Cry Instead.pdf","Beatles\books\All Songs 1962-1974\Beatles - I'll Cry Instead.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - I'll Follow The Sun.pdf","Beatles - I'll Follow The Sun.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - I'll Follow The Sun.pdf","Beatles\books\All Songs 1962-1974\Beatles - I'll Follow The Sun.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - I'll Get You.pdf","Beatles - I'll Get You.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - I'll Get You.pdf","Beatles\books\All Songs 1962-1974\Beatles - I'll Get You.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - I'll Keep You Satisfied.pdf","Beatles - I'll Keep You Satisfied.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - I'll Keep You Satisfied.pdf","Beatles\books\All Songs 1962-1974\Beatles - I'll Keep You Satisfied.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - I'm A Loser.pdf","Beatles - I'm A Loser.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - I'm A Loser.pdf","Beatles\books\All Songs 1962-1974\Beatles - I'm A Loser.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - I'm Down.pdf","Beatles - I'm Down.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - I'm Down.pdf","Beatles\books\All Songs 1962-1974\Beatles - I'm Down.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - I'm Happy Just To Dance With You.pdf","Beatles - I'm Happy Just To Dance With You.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - I'm Happy Just To Dance With You.pdf","Beatles\books\All Songs 1962-1974\Beatles - I'm Happy Just To Dance With You.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - I'm In Love.pdf","Beatles - I'm In Love.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - I'm In Love.pdf","Beatles\books\All Songs 1962-1974\Beatles - I'm In Love.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - I'm Looking Through You.pdf","Beatles - I'm Looking Through You.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - I'm Looking Through You.pdf","Beatles\books\All Songs 1962-1974\Beatles - I'm Looking Through You.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - I'm Only Sleeping.pdf","Beatles - I'm Only Sleeping.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - I'm Only Sleeping.pdf","Beatles\books\All Songs 1962-1974\Beatles - I'm Only Sleeping.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - I'm So Tired.pdf","Beatles - I'm So Tired.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - I'm So Tired.pdf","Beatles\books\All Songs 1962-1974\Beatles - I'm So Tired.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - I've Got A Feeling.pdf","Beatles - I've Got A Feeling.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - I've Got A Feeling.pdf","Beatles\books\All Songs 1962-1974\Beatles - I've Got A Feeling.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - I've Just Seen A Face.pdf","Beatles - I've Just Seen A Face.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - I've Just Seen A Face.pdf","Beatles\books\All Songs 1962-1974\Beatles - I've Just Seen A Face.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - If I Fell.pdf","Beatles - If I Fell.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - If I Fell.pdf","Beatles\books\All Songs 1962-1974\Beatles - If I Fell.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - In My Life.pdf","Beatles - In My Life.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - In My Life.pdf","Beatles\books\All Songs 1962-1974\Beatles - In My Life.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - It Won't Be Long.pdf","Beatles - It Won't Be Long.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - It Won't Be Long.pdf","Beatles\books\All Songs 1962-1974\Beatles - It Won't Be Long.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - It's For You.pdf","Beatles - It's For You.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - It's For You.pdf","Beatles\books\All Songs 1962-1974\Beatles - It's For You.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - It's Only Love.pdf","Beatles - It's Only Love.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - It's Only Love.pdf","Beatles\books\All Songs 1962-1974\Beatles - It's Only Love.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Julia.pdf","Beatles - Julia.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Julia.pdf","Beatles\books\All Songs 1962-1974\Beatles - Julia.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Lady Madonna.pdf","Beatles - Lady Madonna.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Lady Madonna.pdf","Beatles\books\All Songs 1962-1974\Beatles - Lady Madonna.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Let It Be.pdf","Beatles - Let It Be.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Let It Be.pdf","Beatles\books\All Songs 1962-1974\Beatles - Let It Be.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Like Dreamers Do.pdf","Beatles - Like Dreamers Do.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Like Dreamers Do.pdf","Beatles\books\All Songs 1962-1974\Beatles - Like Dreamers Do.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Little Child.pdf","Beatles - Little Child.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Little Child.pdf","Beatles\books\All Songs 1962-1974\Beatles - Little Child.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Love Me Do.pdf","Beatles - Love Me Do.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Love Me Do.pdf","Beatles\books\All Songs 1962-1974\Beatles - Love Me Do.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Lovely Rita.pdf","Beatles - Lovely Rita.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Lovely Rita.pdf","Beatles\books\All Songs 1962-1974\Beatles - Lovely Rita.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Lucy In The Sky With Diamonds.pdf","Beatles - Lucy In The Sky With Diamonds.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Lucy In The Sky With Diamonds.pdf","Beatles\books\All Songs 1962-1974\Beatles - Lucy In The Sky With Diamonds.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Magical Mystery Tour.pdf","Beatles - Magical Mystery Tour.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Magical Mystery Tour.pdf","Beatles\books\All Songs 1962-1974\Beatles - Magical Mystery Tour.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Martha My Dear.pdf","Beatles - Martha My Dear.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Martha My Dear.pdf","Beatles\books\All Songs 1962-1974\Beatles - Martha My Dear.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Maxwell's Silver Hammer.pdf","Beatles - Maxwell's Silver Hammer.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Maxwell's Silver Hammer.pdf","Beatles\books\All Songs 1962-1974\Beatles - Maxwell's Silver Hammer.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Mean Mr. Mustard.pdf","Beatles - Mean Mr. Mustard.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Mean Mr. Mustard.pdf","Beatles\books\All Songs 1962-1974\Beatles - Mean Mr. Mustard.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Michelle.pdf","Beatles - Michelle.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Michelle.pdf","Beatles\books\All Songs 1962-1974\Beatles - Michelle.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Misery.pdf","Beatles - Misery.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Misery.pdf","Beatles\books\All Songs 1962-1974\Beatles - Misery.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Mother Nature's Son.pdf","Beatles - Mother Nature's Son.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Mother Nature's Son.pdf","Beatles\books\All Songs 1962-1974\Beatles - Mother Nature's Son.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - No Reply.pdf","Beatles - No Reply.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - No Reply.pdf","Beatles\books\All Songs 1962-1974\Beatles - No Reply.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Nobody I Know.pdf","Beatles - Nobody I Know.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Nobody I Know.pdf","Beatles\books\All Songs 1962-1974\Beatles - Nobody I Know.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Norwegian Wood.pdf","Beatles - Norwegian Wood.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Norwegian Wood.pdf","Beatles\books\All Songs 1962-1974\Beatles - Norwegian Wood.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Not A Second Time.pdf","Beatles - Not A Second Time.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Not A Second Time.pdf","Beatles\books\All Songs 1962-1974\Beatles - Not A Second Time.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Nowhere Man.pdf","Beatles - Nowhere Man.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Nowhere Man.pdf","Beatles\books\All Songs 1962-1974\Beatles - Nowhere Man.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Ob-la-di, Ob-la-da.pdf","Beatles - Ob-la-di, Ob-la-da.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Ob-la-di, Ob-la-da.pdf","Beatles\books\All Songs 1962-1974\Beatles - Ob-la-di, Ob-la-da.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Oh! Darling.pdf","Beatles - Oh! Darling.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Oh! Darling.pdf","Beatles\books\All Songs 1962-1974\Beatles - Oh! Darling.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - One After 909.pdf","Beatles - One After 909.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - One After 909.pdf","Beatles\books\All Songs 1962-1974\Beatles - One After 909.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - P.s. I Love You.pdf","Beatles - P.s. I Love You.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - P.s. I Love You.pdf","Beatles\books\All Songs 1962-1974\Beatles - P.s. I Love You.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Paperback Writer.pdf","Beatles - Paperback Writer.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Paperback Writer.pdf","Beatles\books\All Songs 1962-1974\Beatles - Paperback Writer.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Penny Lane.pdf","Beatles - Penny Lane.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Penny Lane.pdf","Beatles\books\All Songs 1962-1974\Beatles - Penny Lane.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Please Please Me.pdf","Beatles - Please Please Me.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Please Please Me.pdf","Beatles\books\All Songs 1962-1974\Beatles - Please Please Me.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Polythene Pam.pdf","Beatles - Polythene Pam.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Polythene Pam.pdf","Beatles\books\All Songs 1962-1974\Beatles - Polythene Pam.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Rain.pdf","Beatles - Rain.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Rain.pdf","Beatles\books\All Songs 1962-1974\Beatles - Rain.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Revolution.pdf","Beatles - Revolution.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Revolution.pdf","Beatles\books\All Songs 1962-1974\Beatles - Revolution.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Rocky Raccoon.pdf","Beatles - Rocky Raccoon.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Rocky Raccoon.pdf","Beatles\books\All Songs 1962-1974\Beatles - Rocky Raccoon.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Sexy Sadie.pdf","Beatles - Sexy Sadie.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Sexy Sadie.pdf","Beatles\books\All Songs 1962-1974\Beatles - Sexy Sadie.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Sgt. Pepper's Lonely Hearts Club Band.pdf","Beatles - Sgt. Pepper's Lonely Hearts Club Band.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Sgt. Pepper's Lonely Hearts Club Band.pdf","Beatles\books\All Songs 1962-1974\Beatles - Sgt. Pepper's Lonely Hearts Club Band.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - She Came In Through The Bathroom Window.pdf","Beatles - She Came In Through The Bathroom Window.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - She Came In Through The Bathroom Window.pdf","Beatles\books\All Songs 1962-1974\Beatles - She Came In Through The Bathroom Window.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - She Loves You.pdf","Beatles - She Loves You.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - She Loves You.pdf","Beatles\books\All Songs 1962-1974\Beatles - She Loves You.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - She Said She Said.pdf","Beatles - She Said She Said.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - She Said She Said.pdf","Beatles\books\All Songs 1962-1974\Beatles - She Said She Said.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - She's A Woman.pdf","Beatles - She's A Woman.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - She's A Woman.pdf","Beatles\books\All Songs 1962-1974\Beatles - She's A Woman.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - She's Leaving Home.pdf","Beatles - She's Leaving Home.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - She's Leaving Home.pdf","Beatles\books\All Songs 1962-1974\Beatles - She's Leaving Home.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Step Inside Love.pdf","Beatles - Step Inside Love.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Step Inside Love.pdf","Beatles\books\All Songs 1962-1974\Beatles - Step Inside Love.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Strawberry Fields Forever.pdf","Beatles - Strawberry Fields Forever.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Strawberry Fields Forever.pdf","Beatles\books\All Songs 1962-1974\Beatles - Strawberry Fields Forever.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Sun King.pdf","Beatles - Sun King.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Sun King.pdf","Beatles\books\All Songs 1962-1974\Beatles - Sun King.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Tell Me What You See.pdf","Beatles - Tell Me What You See.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Tell Me What You See.pdf","Beatles\books\All Songs 1962-1974\Beatles - Tell Me What You See.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Tell Me Why.pdf","Beatles - Tell Me Why.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Tell Me Why.pdf","Beatles\books\All Songs 1962-1974\Beatles - Tell Me Why.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Thank You Girl.pdf","Beatles - Thank You Girl.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Thank You Girl.pdf","Beatles\books\All Songs 1962-1974\Beatles - Thank You Girl.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - That Means A Lot.pdf","Beatles - That Means A Lot.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - That Means A Lot.pdf","Beatles\books\All Songs 1962-1974\Beatles - That Means A Lot.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - The Ballad Of John And Yoko.pdf","Beatles - The Ballad Of John And Yoko.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - The Ballad Of John And Yoko.pdf","Beatles\books\All Songs 1962-1974\Beatles - The Ballad Of John And Yoko.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - The End.pdf","Beatles - The End.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - The End.pdf","Beatles\books\All Songs 1962-1974\Beatles - The End.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - The Fool On The Hill.pdf","Beatles - The Fool On The Hill.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - The Fool On The Hill.pdf","Beatles\books\All Songs 1962-1974\Beatles - The Fool On The Hill.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - The Long And Winding Road.pdf","Beatles - The Long And Winding Road.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - The Long And Winding Road.pdf","Beatles\books\All Songs 1962-1974\Beatles - The Long And Winding Road.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - The Word.pdf","Beatles - The Word.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - The Word.pdf","Beatles\books\All Songs 1962-1974\Beatles - The Word.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - There's A Place.pdf","Beatles - There's A Place.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - There's A Place.pdf","Beatles\books\All Songs 1962-1974\Beatles - There's A Place.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - This Boy.pdf","Beatles - This Boy.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - This Boy.pdf","Beatles\books\All Songs 1962-1974\Beatles - This Boy.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Ticket To Ride.pdf","Beatles - Ticket To Ride.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Ticket To Ride.pdf","Beatles\books\All Songs 1962-1974\Beatles - Ticket To Ride.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Tip Of My Tongue.pdf","Beatles - Tip Of My Tongue.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Tip Of My Tongue.pdf","Beatles\books\All Songs 1962-1974\Beatles - Tip Of My Tongue.pdf"
"Beatles","All Songs 1962-1974","John Lennon And Paul Mccartney - Tomorrow Never Knows.pdf","Beatles - Tomorrow Never Knows.pdf","True","Beatles\All Songs 1962-1974\Songs\John Lennon And Paul Mccartney - Tomorrow Never Knows.pdf","Beatles\books\All Songs 1962-1974\Beatles - Tomorrow Never Knows.pdf"
