csv_artist,csv_book_name,csv_source_path,csv_book_id,csv_s3_uri,match_score,match_reason,db_book_id,db_artist,db_book_name,db_source_uri,db_status,book_id_match
Paul McCartney,Paul Mccartney - Tripping The Live Fantastic _PVG Book_,Paul McCartney\Paul Mccartney - Tripping The Live Fantastic _PVG Book_.pdf,ac6ad6ee4b638f18,s3://jsmith-input/SheetMusic/Paul McCartney/Paul Mccartney - Tripping The Live Fantastic _PVG Book_.pdf,0.993,artist:1.00 book:1.00 path:0.96,2294f82e203661b8,Paul McCartney,Paul McCartney - Tripping The Live Fantastic [PVG Book],s3://jsmith-input/SheetMusic/Paul McCartney/books/Paul McCartney - Tripping The Live Fantastic [PVG Book].pdf,success,NO
Paul McCartney,Paul Mccartney - Tug Of War _PVG Book_,Paul McCartney\Paul Mccartney - Tug Of War _PVG Book_.pdf,c0d515cbe876b8bb,s3://jsmith-input/SheetMusic/Paul McCartney/Paul Mccartney - Tug Of War _PVG Book_.pdf,0.991,artist:1.00 book:1.00 path:0.95,88efef5d50f54602,Paul McCartney,Paul McCartney - Tug Of War [PVG Book],s3://jsmith-input/SheetMusic/Paul McCartney/books/Paul McCartney - Tug Of War [PVG Book].pdf,success,NO
Paul Simon,Paul Simon - Anthology,Paul Simon\Paul Simon - Anthology.pdf,7c6dc9542f12eadd,s3://jsmith-input/SheetMusic/Paul Simon/Paul Simon - Anthology.pdf,0.986,artist:1.00 book:1.00 path:0.93,9dfdb68c2ea9cac8,Paul Simon,Paul Simon - Anthology,s3://jsmith-input/SheetMusic/Paul Simon/books/Paul Simon - Anthology.pdf,success,NO
Paul Simon,Simon And Garfunkels Greatest Hits,Paul Simon\Simon And Garfunkels Greatest Hits.pdf,29d2c97e27bcc43a,s3://jsmith-input/SheetMusic/Paul Simon/Simon And Garfunkels Greatest Hits.pdf,0.950,artist:1.00 book:0.94 path:0.91,30b959bdaa6d6f29,Paul Simon,Simon & Garfunkel's Greatest Hits,s3://jsmith-input/SheetMusic/Paul Simon/books/Simon & Garfunkel's Greatest Hits.pdf,success,NO
Peter Frampton,Peter Frampton - The Best Of _Guitar Tab_,Peter Frampton\Peter Frampton - The Best Of _Guitar Tab_.pdf,4b8b0b88302567a2,s3://jsmith-input/SheetMusic/Peter Frampton/Peter Frampton - The Best Of _Guitar Tab_.pdf,0.991,artist:1.00 book:1.00 path:0.96,95e2af1589737109,Peter Frampton,Peter Frampton - The Best Of [Guitar Tab],s3://jsmith-input/SheetMusic/Peter Frampton/books/Peter Frampton - The Best Of [Guitar Tab].pdf,success,NO
Pink,Pink - Funhouse _PVG_,Pink\Pink - Funhouse _PVG_.pdf,62f214f902a09c15,s3://jsmith-input/SheetMusic/Pink/Pink - Funhouse _PVG_.pdf,0.981,artist:1.00 book:1.00 path:0.91,ad778be6475cdec2,Pink,Pink - Funhouse [PVG],s3://jsmith-input/SheetMusic/Pink/books/Pink - Funhouse [PVG].pdf,success,NO
Pink,Pink - Im Not Dead _PVG Book_,Pink\Pink - Im Not Dead _PVG Book_.pdf,7266ecf7bcdd9937,s3://jsmith-input/SheetMusic/Pink/Pink - Im Not Dead _PVG Book_.pdf,0.986,artist:1.00 book:1.00 path:0.93,b1281f26c2b67c51,Pink,Pink - I'm Not Dead [PVG Book],s3://jsmith-input/SheetMusic/Pink/books/Pink - I'm Not Dead [PVG Book].pdf,success,NO
Pink,Pink - Missundaztood _PVG Book_,Pink\Pink - Missundaztood _PVG Book_.pdf,f6510f5e7ac2bd12,s3://jsmith-input/SheetMusic/Pink/Pink - Missundaztood _PVG Book_.pdf,0.986,artist:1.00 book:1.00 path:0.93,0484a19ca8938f7a,Pink,Pink - Missundaztood [PVG Book],s3://jsmith-input/SheetMusic/Pink/books/Pink - Missundaztood [PVG Book].pdf,success,NO
Pink Floyd,Pink Floyd - Anthology - p110-175,Pink Floyd\Pink Floyd - Anthology - p110-175.pdf,829c9e54d214fd03,s3://jsmith-input/SheetMusic/Pink Floyd/Pink Floyd - Anthology - p110-175.pdf,0.989,artist:1.00 book:1.00 path:0.94,ab787a2cbc656a25,Pink Floyd,Pink Floyd - Anthology - p110-175,s3://jsmith-input/SheetMusic/Pink Floyd/books/Pink Floyd - Anthology - p110-175.pdf,success,NO
Pink Floyd,Pink Floyd - Anthology - p58-109,Pink Floyd\Pink Floyd - Anthology - p58-109.pdf,2f00d61444cf9af0,s3://jsmith-input/SheetMusic/Pink Floyd/Pink Floyd - Anthology - p58-109.pdf,0.988,artist:1.00 book:1.00 path:0.94,2afce3116fd1c235,Pink Floyd,Pink Floyd - Anthology - p58-109,s3://jsmith-input/SheetMusic/Pink Floyd/books/Pink Floyd - Anthology - p58-109.pdf,success,NO
Pink Floyd,Pink Floyd - Anthology _PVG_,Pink Floyd\Pink Floyd - Anthology _PVG_.pdf,c79f352992174659,s3://jsmith-input/SheetMusic/Pink Floyd/Pink Floyd - Anthology _PVG_.pdf,0.987,artist:1.00 book:1.00 path:0.94,39bbee955d08e459,Pink Floyd,Pink Floyd - Anthology [PVG],s3://jsmith-input/SheetMusic/Pink Floyd/books/Pink Floyd - Anthology [PVG].pdf,success,NO
Pink Floyd,Pink Floyd - Anthology _book_,Pink Floyd\Pink Floyd - Anthology _book_.pdf,5cd8c40add3abfe0,s3://jsmith-input/SheetMusic/Pink Floyd/Pink Floyd - Anthology _book_.pdf,0.988,artist:1.00 book:1.00 path:0.94,ac4f0d9786f1be2f,Pink Floyd,Pink Floyd - Anthology (book),s3://jsmith-input/SheetMusic/Pink Floyd/books/Pink Floyd - Anthology (book).pdf,success,NO
Pink Floyd,Pink Floyd - Dark Side Of The Moon,Pink Floyd\Pink Floyd - Dark Side Of The Moon.pdf,caec6919180ae025,s3://jsmith-input/SheetMusic/Pink Floyd/Pink Floyd - Dark Side Of The Moon.pdf,0.989,artist:1.00 book:1.00 path:0.95,1ede3c110b123b4d,Pink Floyd,Pink Floyd - Dark Side Of The Moon,s3://jsmith-input/SheetMusic/Pink Floyd/books/Pink Floyd - Dark Side Of The Moon.pdf,success,NO
Pink Floyd,Pink Floyd - Dark Side Of The Moon _2_,Pink Floyd\Pink Floyd - Dark Side Of The Moon _2_.pdf,dc923591826b7d6c,s3://jsmith-input/SheetMusic/Pink Floyd/Pink Floyd - Dark Side Of The Moon _2_.pdf,0.990,artist:1.00 book:1.00 path:0.95,5ce46c90444f4437,Pink Floyd,Pink Floyd - Dark Side of the Moon (2),s3://jsmith-input/SheetMusic/Pink Floyd/books/Pink Floyd - Dark Side of the Moon (2).pdf,success,NO
Pink Floyd,Pink Floyd - Dark Side Of The Moon _PVG_,Pink Floyd\Pink Floyd - Dark Side Of The Moon _PVG_.pdf,3e1e49ff132e940d,s3://jsmith-input/SheetMusic/Pink Floyd/Pink Floyd - Dark Side Of The Moon _PVG_.pdf,0.990,artist:1.00 book:1.00 path:0.95,5f2fde3d5effe432,Pink Floyd,Pink Floyd - Dark Side of the Moon [PVG],s3://jsmith-input/SheetMusic/Pink Floyd/books/Pink Floyd - Dark Side of the Moon [PVG].pdf,success,NO
Pink Floyd,Pink Floyd - Pink Floyd Songbook,Pink Floyd\Pink Floyd - Pink Floyd Songbook.pdf,c9f6a3a7473ff1ac,s3://jsmith-input/SheetMusic/Pink Floyd/Pink Floyd - Pink Floyd Songbook.pdf,0.989,artist:1.00 book:1.00 path:0.95,6c8ddc6c043a12a0,Pink Floyd,Pink Floyd - Pink Floyd Songbook,s3://jsmith-input/SheetMusic/Pink Floyd/books/Pink Floyd - Pink Floyd Songbook.pdf,success,NO
Pink Floyd,Pink Floyd - The Wall _PVG_,Pink Floyd\Pink Floyd - The Wall _PVG_.pdf,8c3fbb489b9a5a69,s3://jsmith-input/SheetMusic/Pink Floyd/Pink Floyd - The Wall _PVG_.pdf,0.987,artist:1.00 book:1.00 path:0.94,1f7488474b70d57b,Pink Floyd,Pink Floyd - The Wall [PVG],s3://jsmith-input/SheetMusic/Pink Floyd/books/Pink Floyd - The Wall [PVG].pdf,success,NO
Pink Floyd,Pink Floyd - Wish You Were Here,Pink Floyd\Pink Floyd - Wish You Were Here.pdf,357785565d171099,s3://jsmith-input/SheetMusic/Pink Floyd/Pink Floyd - Wish You Were Here.pdf,0.989,artist:1.00 book:1.00 path:0.94,570f46e1827bdaef,Pink Floyd,Pink Floyd - Wish You Were Here,s3://jsmith-input/SheetMusic/Pink Floyd/books/Pink Floyd - Wish You Were Here.pdf,success,NO
Pink Floyd,Pink Floyd - Wish You Were Here _PVG_,Pink Floyd\Pink Floyd - Wish You Were Here _PVG_.pdf,eb82410eb35aa3d0,s3://jsmith-input/SheetMusic/Pink Floyd/Pink Floyd - Wish You Were Here _PVG_.pdf,0.990,artist:1.00 book:1.00 path:0.95,d4578b8c6a0f29a9,Pink Floyd,Pink Floyd - Wish You Were Here [PVG],s3://jsmith-input/SheetMusic/Pink Floyd/books/Pink Floyd - Wish You Were Here [PVG].pdf,success,NO
Police,Police - The Great Songs Of The Police,Police\Police - The Great Songs Of The Police.pdf,8b8b68adcaa023c4,s3://jsmith-input/SheetMusic/Police/Police - The Great Songs Of The Police.pdf,0.989,artist:1.00 book:1.00 path:0.95,47d1c75bce46fd59,Police,Police - The Great Songs of The Police,s3://jsmith-input/SheetMusic/Police/books/Police - The Great Songs of The Police.pdf,success,NO
Pretenders,Pretenders - Best Of Pretenders,Pretenders\Pretenders - Best Of Pretenders.pdf,d31e50b39ffe3680,s3://jsmith-input/SheetMusic/Pretenders/Pretenders - Best Of Pretenders.pdf,0.989,artist:1.00 book:1.00 path:0.94,7cd641156eca7f37,Pretenders,Pretenders - Best of Pretenders,s3://jsmith-input/SheetMusic/Pretenders/books/Pretenders - Best of Pretenders.pdf,success,NO
Prince,Prince - Purple Rain _Score_,Prince\Prince - Purple Rain _Score_.pdf,7677f2d66fd46a17,s3://jsmith-input/SheetMusic/Prince/Prince - Purple Rain _Score_.pdf,0.986,artist:1.00 book:1.00 path:0.93,b043f08c0e5ba9a1,Prince,Prince - Purple Rain [Score],s3://jsmith-input/SheetMusic/Prince/books/Prince - Purple Rain [Score].pdf,success,NO
Queen,Queen - Deluxe Anthology _PVG_,Queen\Queen - Deluxe Anthology _PVG_.pdf,ad5e7f204ddf2260,s3://jsmith-input/SheetMusic/Queen/Queen - Deluxe Anthology _PVG_.pdf,0.986,artist:1.00 book:1.00 path:0.93,8e69c06308d7fe26,Queen,Queen - Deluxe Anthology [PVG],s3://jsmith-input/SheetMusic/Queen/books/Queen - Deluxe Anthology [PVG].pdf,success,NO
Queen,Queen - Greatest Hits,Queen\Queen - Greatest Hits.pdf,768f360594c46766,s3://jsmith-input/SheetMusic/Queen/Queen - Greatest Hits.pdf,0.983,artist:1.00 book:1.00 path:0.92,f08c7deb15b503d6,Queen,Queen - Greatest Hits,s3://jsmith-input/SheetMusic/Queen/books/Queen - Greatest Hits.pdf,success,NO
Queen,Queen - Greatest Hits 1 _Score_,Queen\Queen - Greatest Hits 1 _Score_.pdf,1e3a872221f63264,s3://jsmith-input/SheetMusic/Queen/Queen - Greatest Hits 1 _Score_.pdf,0.987,artist:1.00 book:1.00 path:0.93,29a4858bf47f9b95,Queen,Queen - Greatest Hits 1 [Score],s3://jsmith-input/SheetMusic/Queen/books/Queen - Greatest Hits 1 [Score].pdf,success,NO
Queen,Queen - Greatest Hits II _PVG_,Queen\Queen - Greatest Hits II _PVG_.pdf,5a8f141cbedb8eb3,s3://jsmith-input/SheetMusic/Queen/Queen - Greatest Hits II _PVG_.pdf,0.986,artist:1.00 book:1.00 path:0.93,2e79bd51222286c7,Queen,Queen - Greatest Hits II [PVG],s3://jsmith-input/SheetMusic/Queen/books/Queen - Greatest Hits II [PVG].pdf,success,NO
Queen,Queen - Hit Songs,Queen\Queen - Hit Songs.pdf,c6d5d30403c94ada,s3://jsmith-input/SheetMusic/Queen/Queen - Hit Songs.pdf,0.980,artist:1.00 book:1.00 path:0.90,5f1e2a364410df4b,Queen,Queen - Hit Songs,s3://jsmith-input/SheetMusic/Queen/books/Queen - Hit Songs.pdf,success,NO
REO Speedwagon,REO Speedwagon - Good Trouble,REO Speedwagon\REO Speedwagon - Good Trouble.pdf,8db26cccdc8fa4eb,s3://jsmith-input/SheetMusic/REO Speedwagon/REO Speedwagon - Good Trouble.pdf,0.989,artist:1.00 book:1.00 path:0.95,54da38158510903a,REO Speedwagon,REO Speedwagon - Good Trouble,s3://jsmith-input/SheetMusic/REO Speedwagon/books/REO Speedwagon - Good Trouble.pdf,success,NO
REO Speedwagon,REO Speedwagon - Hi Infidelity,REO Speedwagon\REO Speedwagon - Hi Infidelity.pdf,8cd3b51cbf130504,s3://jsmith-input/SheetMusic/REO Speedwagon/REO Speedwagon - Hi Infidelity.pdf,0.989,artist:1.00 book:1.00 path:0.95,aa8155e241e9bd0d,REO Speedwagon,REO Speedwagon - Hi Infidelity,s3://jsmith-input/SheetMusic/REO Speedwagon/books/REO Speedwagon - Hi Infidelity.pdf,success,NO
REO Speedwagon,REO Speedwagon - Life As We Know It,REO Speedwagon\REO Speedwagon - Life As We Know It.pdf,68731388dfb90179,s3://jsmith-input/SheetMusic/REO Speedwagon/REO Speedwagon - Life As We Know It.pdf,0.990,artist:1.00 book:1.00 path:0.95,25f2e0b43a169b9a,REO Speedwagon,REO Speedwagon - Life As We Know It,s3://jsmith-input/SheetMusic/REO Speedwagon/books/REO Speedwagon - Life As We Know It.pdf,success,NO
REO Speedwagon,REO Speedwagon - The Hits,REO Speedwagon\REO Speedwagon - The Hits.pdf,c67294ac07aff9e3,s3://jsmith-input/SheetMusic/REO Speedwagon/REO Speedwagon - The Hits.pdf,0.988,artist:1.00 book:1.00 path:0.94,94cc59e60d6d0e31,REO Speedwagon,REO Speedwagon - The Hits,s3://jsmith-input/SheetMusic/REO Speedwagon/books/REO Speedwagon - The Hits.pdf,success,NO
Randy Newman,Randy Newman - Collection,Randy Newman\Randy Newman - Collection.pdf,6622749392212e8d,s3://jsmith-input/SheetMusic/Randy Newman/Randy Newman - Collection.pdf,0.988,artist:1.00 book:1.00 path:0.94,646d0ef45a1cd964,Randy Newman,Randy Newman - Collection,s3://jsmith-input/SheetMusic/Randy Newman/books/Randy Newman - Collection.pdf,success,NO
Robbie Robertson,Robbie Robertson - Songbook _Guitar Tab_,Robbie Robertson\Robbie Robertson - Songbook _Guitar Tab_.pdf,da6cffdaf0a81616,s3://jsmith-input/SheetMusic/Robbie Robertson/Robbie Robertson - Songbook _Guitar Tab_.pdf,0.991,artist:1.00 book:1.00 path:0.96,1afe3121668e42ba,Robbie Robertson,Robbie Robertson - Songbook _Guitar Tab_,s3://jsmith-input/SheetMusic/Robbie Robertson/Books/Robbie Robertson - Songbook _Guitar Tab_.pdf,failed,NO
Rod Stewart,Rod Stewart - The Great American Songbook,Rod Stewart\Rod Stewart - The Great American Songbook.pdf,2436ba189f37ffe3,s3://jsmith-input/SheetMusic/Rod Stewart/Rod Stewart - The Great American Songbook.pdf,0.991,artist:1.00 book:1.00 path:0.95,6ff815119a2a8368,Rod Stewart,Rod Stewart - The Great American Songbook,s3://jsmith-input/SheetMusic/Rod Stewart/books/Rod Stewart - The Great American Songbook.pdf,success,NO
Rolling Stones,Rolling Stones - Best Of Rolling Stones 1963-1973 Piano Songbook,Rolling Stones\Rolling Stones - Best Of Rolling Stones 1963-1973 Piano Songbook.pdf,e1144a84b7435043,s3://jsmith-input/SheetMusic/Rolling Stones/Rolling Stones - Best Of Rolling Stones 1963-1973 Piano Songbook.pdf,0.994,artist:1.00 book:1.00 path:0.97,91d46a9d5c646954,Rolling Stones,Rolling Stones - Best Of Rolling Stones 1963-1973 Piano Songbook,s3://jsmith-input/SheetMusic/Rolling Stones/books/Rolling Stones - Best Of Rolling Stones 1963-1973 Piano Songbook.pdf,success,NO
Rolling Stones,Rolling Stones - Let It Bleed _Guitar Tab_,Rolling Stones\Rolling Stones - Let It Bleed _Guitar Tab_.pdf,9cc03416bbd17d66,s3://jsmith-input/SheetMusic/Rolling Stones/Rolling Stones - Let It Bleed _Guitar Tab_.pdf,0.991,artist:1.00 book:1.00 path:0.96,6923ee716523b8a4,Rolling Stones,Rolling Stones - Let It Bleed [Guitar Tab],s3://jsmith-input/SheetMusic/Rolling Stones/books/Rolling Stones - Let It Bleed [Guitar Tab].pdf,success,NO
Rolling Stones,Rolling Stones - Sticky Fingers _Score_,Rolling Stones\Rolling Stones - Sticky Fingers _Score_.pdf,3d16eeea2c0f511b,s3://jsmith-input/SheetMusic/Rolling Stones/Rolling Stones - Sticky Fingers _Score_.pdf,0.991,artist:1.00 book:1.00 path:0.95,3edb983475616f2a,Rolling Stones,Rolling Stones - Sticky Fingers [Score],s3://jsmith-input/SheetMusic/Rolling Stones/books/Rolling Stones - Sticky Fingers [Score].pdf,success,NO
Roy Orbison,Roy Orbison - Greatest Hits,Roy Orbison\Roy Orbison - Greatest Hits.pdf,cf3f0904f640641c,s3://jsmith-input/SheetMusic/Roy Orbison/Roy Orbison - Greatest Hits.pdf,0.988,artist:1.00 book:1.00 path:0.94,4712366c965159e3,Roy Orbison,Roy Orbison - Greatest Hits,s3://jsmith-input/SheetMusic/Roy Orbison/books/Roy Orbison - Greatest Hits.pdf,success,NO
Santana,Santana - Off The Record,Santana\Santana - Off The Record.pdf,a77335898273f282,s3://jsmith-input/SheetMusic/Santana/Santana - Off The Record.pdf,0.986,artist:1.00 book:1.00 path:0.93,0209e7a74de138f6,Santana,Santana - Off The Record,s3://jsmith-input/SheetMusic/Santana/books/Santana - Off The Record.pdf,success,NO
Scott Joplin,Scott Joplin - The Best Of,Scott Joplin\Scott Joplin - The Best Of.pdf,909c797927fd4314,s3://jsmith-input/SheetMusic/Scott Joplin/Scott Joplin - The Best Of.pdf,0.988,artist:1.00 book:1.00 path:0.94,312749e83e6f2c45,Scott Joplin,Scott Joplin - The Best Of,s3://jsmith-input/SheetMusic/Scott Joplin/books/Scott Joplin - The Best Of.pdf,success,NO
Shania Twain,Shania Twain - Greatest Hits,Shania Twain\Shania Twain - Greatest Hits.pdf,e796d0f80ca13a61,s3://jsmith-input/SheetMusic/Shania Twain/Shania Twain - Greatest Hits.pdf,0.989,artist:1.00 book:1.00 path:0.94,f46b4fdc459eed1c,Shania Twain,Shania Twain - Greatest Hits,s3://jsmith-input/SheetMusic/Shania Twain/books/Shania Twain - Greatest Hits.pdf,success,NO
Shania Twain,Shania Twain - Up _PVG Book_,Shania Twain\Shania Twain - Up _PVG Book_.pdf,f9c5798ec7a18f89,s3://jsmith-input/SheetMusic/Shania Twain/Shania Twain - Up _PVG Book_.pdf,0.988,artist:1.00 book:1.00 path:0.94,fb5607b83adde02b,Shania Twain,Shania Twain - Up! [PVG Book],s3://jsmith-input/SheetMusic/Shania Twain/books/Shania Twain - Up! [PVG Book].pdf,success,NO
Sheryl Crow,Sheryl Crow - Tuesday Night Music Club _PVG Book_,Sheryl Crow\Sheryl Crow - Tuesday Night Music Club _PVG Book_.pdf,809e4c9aeb2c73a5,s3://jsmith-input/SheetMusic/Sheryl Crow/Sheryl Crow - Tuesday Night Music Club _PVG Book_.pdf,0.992,artist:1.00 book:1.00 path:0.96,b5594764fd399dc4,Sheryl Crow,Sheryl Crow - Tuesday Night Music Club [PVG Book],s3://jsmith-input/SheetMusic/Sheryl Crow/books/Sheryl Crow - Tuesday Night Music Club [PVG Book].pdf,success,NO
Sheryl Crow,Sheryl Crow - Very Best,Sheryl Crow\Sheryl Crow - Very Best.pdf,17317175bb284e77,s3://jsmith-input/SheetMusic/Sheryl Crow/Sheryl Crow - Very Best.pdf,0.987,artist:1.00 book:1.00 path:0.93,55577599b9c741eb,Sheryl Crow,Sheryl Crow - Very Best,s3://jsmith-input/SheetMusic/Sheryl Crow/books/Sheryl Crow - Very Best.pdf,success,NO
Spice Girls,Spice Girls - Greatest Hits,Spice Girls\Spice Girls - Greatest Hits.pdf,5491a05fc3424309,s3://jsmith-input/SheetMusic/Spice Girls/Spice Girls - Greatest Hits.pdf,0.988,artist:1.00 book:1.00 path:0.94,4c8cd08f8349782f,Spice Girls,Spice Girls - Greatest Hits,s3://jsmith-input/SheetMusic/Spice Girls/books/Spice Girls - Greatest Hits.pdf,success,NO
Steely Dan,Steely Dan - The Best,Steely Dan\Steely Dan - The Best.pdf,d7ecf2e8c9327a9d,s3://jsmith-input/SheetMusic/Steely Dan/Steely Dan - The Best.pdf,0.986,artist:1.00 book:1.00 path:0.93,ca766c99ab862fd6,Steely Dan,Steely Dan - The Best,s3://jsmith-input/SheetMusic/Steely Dan/books/Steely Dan - The Best.pdf,success,NO
Steve Miller Band,Steve Miller Band - 13 Biggest Hits,Steve Miller Band\Steve Miller Band - 13 Biggest Hits.pdf,81cc830b78a2ab27,s3://jsmith-input/SheetMusic/Steve Miller Band/Steve Miller Band - 13 Biggest Hits.pdf,0.991,artist:1.00 book:1.00 path:0.95,8a1e53b5b8e54055,Steve Miller Band,Steve Miller Band - 13 Biggest Hits,s3://jsmith-input/SheetMusic/Steve Miller Band/books/Steve Miller Band - 13 Biggest Hits.pdf,success,NO
Steve Miller Band,Steve Miller Band - Rock Best Hits _Jap Score_,Steve Miller Band\Steve Miller Band - Rock Best Hits _Jap Score_.pdf,79d5cc97f37b2cdf,s3://jsmith-input/SheetMusic/Steve Miller Band/Steve Miller Band - Rock Best Hits _Jap Score_.pdf,0.992,artist:1.00 book:1.00 path:0.96,9d2959db638e3a7d,Steve Miller Band,Steve Miller Band - Rock Best Hits [Jap Score],s3://jsmith-input/SheetMusic/Steve Miller Band/books/Steve Miller Band - Rock Best Hits [Jap Score].pdf,success,NO
Steve Winwood,Steve Winwood - Arc Of A Diver _PVG Book_,Steve Winwood\Steve Winwood - Arc Of A Diver _PVG Book_.pdf,33cafd6e995191f8,s3://jsmith-input/SheetMusic/Steve Winwood/Steve Winwood - Arc Of A Diver _PVG Book_.pdf,0.991,artist:1.00 book:1.00 path:0.95,44cbac4d312cffc7,Steve Winwood,Steve Winwood - Arc Of A Diver [PVG Book],s3://jsmith-input/SheetMusic/Steve Winwood/books/Steve Winwood - Arc Of A Diver [PVG Book].pdf,success,NO
Steve Winwood,Steve Winwood - The Great Songs Of,Steve Winwood\Steve Winwood - The Great Songs Of.pdf,1cdaf70dbf8de2aa,s3://jsmith-input/SheetMusic/Steve Winwood/Steve Winwood - The Great Songs Of.pdf,0.990,artist:1.00 book:1.00 path:0.95,ef61bb55ed53864e,Steve Winwood,Steve Winwood - The Great Songs Of,s3://jsmith-input/SheetMusic/Steve Winwood/books/Steve Winwood - The Great Songs Of.pdf,success,NO
Supertramp,Supertramp - Anthology,Supertramp\Supertramp - Anthology.pdf,09327525cf9fb5f3,s3://jsmith-input/SheetMusic/Supertramp/Supertramp - Anthology.pdf,0.986,artist:1.00 book:1.00 path:0.93,68052b7cc174b0da,Supertramp,Supertramp - Anthology,s3://jsmith-input/SheetMusic/Supertramp/books/Supertramp - Anthology.pdf,success,NO
Supertramp,Supertramp - Breakfast In America _PVG Book_,Supertramp\Supertramp - Breakfast In America _PVG Book_.pdf,17605f61bd60a672,s3://jsmith-input/SheetMusic/Supertramp/Supertramp - Breakfast In America _PVG Book_.pdf,0.991,artist:1.00 book:1.00 path:0.95,fb9aeec894d5b38c,Supertramp,Supertramp - Breakfast in America [PVG Book],s3://jsmith-input/SheetMusic/Supertramp/books/Supertramp - Breakfast in America [PVG Book].pdf,success,NO
Supertramp,Supertramp - Crime Of The Century _Book_,Supertramp\Supertramp - Crime Of The Century _Book_.pdf,35794023e71c2a76,s3://jsmith-input/SheetMusic/Supertramp/Supertramp - Crime Of The Century _Book_.pdf,0.990,artist:1.00 book:1.00 path:0.95,8bf0eb8d3daba746,Supertramp,Supertramp - Crime of the Century [Book],s3://jsmith-input/SheetMusic/Supertramp/books/Supertramp - Crime of the Century [Book].pdf,success,NO
Survivor,Survivor - Greatest Hits,Survivor\Survivor - Greatest Hits.pdf,f847f8dad4d85670,s3://jsmith-input/SheetMusic/Survivor/Survivor - Greatest Hits.pdf,0.986,artist:1.00 book:1.00 path:0.93,f018a027ae3e19be,Survivor,Survivor - Greatest Hits,s3://jsmith-input/SheetMusic/Survivor/books/Survivor - Greatest Hits.pdf,success,NO
Taylor Swift,Taylor Swift - Best Of _Easy Piano_,Taylor Swift\Taylor Swift - Best Of _Easy Piano_.pdf,5b2315f02b74d60f,s3://jsmith-input/SheetMusic/Taylor Swift/Taylor Swift - Best Of _Easy Piano_.pdf,0.990,artist:1.00 book:1.00 path:0.95,bb55b68f093888cc,Taylor Swift,Taylor Swift  - Best Of [Easy Piano],s3://jsmith-input/SheetMusic/Taylor Swift/books/Taylor Swift  - Best Of [Easy Piano].pdf,success,NO
Taylor Swift,Taylor Swift - Fearless _PVG Book_,Taylor Swift\Taylor Swift - Fearless _PVG Book_.pdf,677aaa30ef1dbe2d,s3://jsmith-input/SheetMusic/Taylor Swift/Taylor Swift - Fearless _PVG Book_.pdf,0.989,artist:1.00 book:1.00 path:0.95,d9bd53be21137c12,Taylor Swift,Taylor Swift - Fearless [PVG Book],s3://jsmith-input/SheetMusic/Taylor Swift/books/Taylor Swift - Fearless [PVG Book].pdf,success,NO
Taylor Swift,Taylor Swift - Speak Now _PVG Book_,Taylor Swift\Taylor Swift - Speak Now _PVG Book_.pdf,1017127e00a80d50,s3://jsmith-input/SheetMusic/Taylor Swift/Taylor Swift - Speak Now _PVG Book_.pdf,0.990,artist:1.00 book:1.00 path:0.95,875a663a73a722a5,Taylor Swift,Taylor Swift - Speak Now [PVG Book],s3://jsmith-input/SheetMusic/Taylor Swift/books/Taylor Swift - Speak Now [PVG Book].pdf,success,NO
Taylor Swift,Taylor Swift - Taylor Swift,Taylor Swift\Taylor Swift - Taylor Swift.pdf,4ee93db4b9c11fd9,s3://jsmith-input/SheetMusic/Taylor Swift/Taylor Swift - Taylor Swift.pdf,0.988,artist:1.00 book:1.00 path:0.94,a696cb25214a58c4,Taylor Swift,Taylor Swift - Taylor Swift,s3://jsmith-input/SheetMusic/Taylor Swift/books/Taylor Swift - Taylor Swift.pdf,success,NO
Taylor Swift,Taylor Swift - Taylor Swift _Guitar Compilation_,Taylor Swift\Taylor Swift - Taylor Swift _Guitar Compilation_.pdf,b3b30d86877fbb6a,s3://jsmith-input/SheetMusic/Taylor Swift/Taylor Swift - Taylor Swift _Guitar Compilation_.pdf,0.992,artist:1.00 book:1.00 path:0.96,f8c116723c96bc25,Taylor Swift,Taylor Swift - Taylor Swift [Guitar Compilation],s3://jsmith-input/SheetMusic/Taylor Swift/books/Taylor Swift - Taylor Swift [Guitar Compilation].pdf,success,NO
The Band,Band - Northern Lights Southern Cross _PVG_,The Band\Band - Northern Lights Southern Cross _PVG_.pdf,fba3fb47c07363b5,s3://jsmith-input/SheetMusic/The Band/Band - Northern Lights Southern Cross _PVG_.pdf,0.990,artist:1.00 book:1.00 path:0.95,e167d01482f41b2b,The Band,Band - Northern Lights Southern Cross [PVG],s3://jsmith-input/SheetMusic/The Band/books/Band - Northern Lights Southern Cross [PVG].pdf,success,NO
The Band,Band - Stage Fright _PVG_,The Band\Band - Stage Fright _PVG_.pdf,587f43a3c6a18883,s3://jsmith-input/SheetMusic/The Band/Band - Stage Fright _PVG_.pdf,0.986,artist:1.00 book:1.00 path:0.93,2fac204826d13448,The Band,Band - Stage Fright [PVG],s3://jsmith-input/SheetMusic/The Band/books/Band - Stage Fright [PVG].pdf,success,NO
