csv_artist,csv_book_name,csv_source_path,csv_book_id,csv_s3_uri,match_score,match_reason,db_book_id,db_artist,db_book_name,db_source_uri,db_status,book_id_match
Elton John,Elton John - The Big Picture,Elton John\Elton John - The Big Picture.pdf,ffe722bee3ccc365,s3://jsmith-input/SheetMusic/Elton John/Elton John - The Big Picture.pdf,0.988,artist:1.00 book:1.00 path:0.94,d66eb14ab6188c20,Elton John,Elton John - The Big Picture,s3://jsmith-input/SheetMusic/Elton John/books/Elton John - The Big Picture.pdf,success,NO
Elton John,Elton John - The Elton John Collection _Piano Solos_,Elton John\Elton John - The Elton John Collection _Piano Solos_.pdf,3fce86485f28f569,s3://jsmith-input/SheetMusic/Elton John/Elton John - The Elton John Collection _Piano Solos_.pdf,0.822,artist:0.46 book:1.00 path:0.92,dffd65f706fb250a,ELO,Elton John - The Elton John Collection [Piano Solos],s3://jsmith-input/SheetMusic/ELO/books/Elton John - The Elton John Collection [Piano Solos].pdf,success,NO
Elton John,Elton John - The One,Elton John\Elton John - The One.pdf,893e65068751b3ff,s3://jsmith-input/SheetMusic/Elton John/Elton John - The One.pdf,0.985,artist:1.00 book:1.00 path:0.93,67628834be03832c,Elton John,Elton John - The One,s3://jsmith-input/SheetMusic/Elton John/books/Elton John - The One.pdf,success,NO
Elton John,Elton John - The Ultimate Collection Vol 1,Elton John\Elton John - The Ultimate Collection Vol 1.pdf,64369e7f3e443cb5,s3://jsmith-input/SheetMusic/Elton John/Elton John - The Ultimate Collection Vol 1.pdf,0.991,artist:1.00 book:1.00 path:0.95,5ca02ea27e6e03b4,Elton John,Elton John - The Ultimate Collection Vol. 1,s3://jsmith-input/SheetMusic/Elton John/books/Elton John - The Ultimate Collection Vol. 1.pdf,success,NO
Elton John,Elton John - The Ultimate Collection Vol 2,Elton John\Elton John - The Ultimate Collection Vol 2.pdf,18d4de3f6f59bac4,s3://jsmith-input/SheetMusic/Elton John/Elton John - The Ultimate Collection Vol 2.pdf,0.991,artist:1.00 book:1.00 path:0.95,ca862ea07ad8d787,Elton John,Elton John - The Ultimate Collection Vol. 2,s3://jsmith-input/SheetMusic/Elton John/books/Elton John - The Ultimate Collection Vol. 2.pdf,success,NO
Elton John,Elton John - The Very Best Of,Elton John\Elton John - The Very Best Of.pdf,25d4d740544e3410,s3://jsmith-input/SheetMusic/Elton John/Elton John - The Very Best Of.pdf,0.988,artist:1.00 book:1.00 path:0.94,14305c8dfea42cb1,Elton John,Elton John - The Very Best Of,s3://jsmith-input/SheetMusic/Elton John/books/Elton John - The Very Best Of.pdf,success,NO
Elton John,Elton John - Too Low For Zero _Book_,Elton John\Elton John - Too Low For Zero _Book_.pdf,903e74e4deab41b1,s3://jsmith-input/SheetMusic/Elton John/Elton John - Too Low For Zero _Book_.pdf,0.989,artist:1.00 book:1.00 path:0.95,13ec4a07782c18ed,Elton John,Elton John - Too Low For Zero [Book],s3://jsmith-input/SheetMusic/Elton John/books/Elton John - Too Low For Zero [Book].pdf,success,NO
Elvis Costello,Elvis Costello - The Very Best Of,Elvis Costello\Elvis Costello - The Very Best Of.pdf,d2b34da26578ae6a,s3://jsmith-input/SheetMusic/Elvis Costello/Elvis Costello - The Very Best Of.pdf,0.990,artist:1.00 book:1.00 path:0.95,c8b78b71aee66b66,Elvis Costello,Elvis Costello - The Very Best Of,s3://jsmith-input/SheetMusic/Elvis Costello/books/Elvis Costello - The Very Best Of.pdf,success,NO
Elvis Presley,Elvis Presley - The Compleat _PVG Book_,Elvis Presley\Elvis Presley - The Compleat _PVG Book_.pdf,df7a5a01868223f5,s3://jsmith-input/SheetMusic/Elvis Presley/Elvis Presley - The Compleat _PVG Book_.pdf,0.991,artist:1.00 book:1.00 path:0.95,72db67ff9fad4937,Elvis Presley,Elvis Presley - The Compleat _PVG Book_,s3://jsmith-input/SheetMusic/Elvis Presley/Books/Elvis Presley - The Compleat _PVG Book_.pdf,failed,NO
Emerson Lake and Palmer,Emerson Lake And Palmer - Black Book,Emerson Lake and Palmer\Emerson Lake And Palmer - Black Book.pdf,148a591f0cc2d63d,s3://jsmith-input/SheetMusic/Emerson Lake and Palmer/Emerson Lake And Palmer - Black Book.pdf,0.992,artist:1.00 book:1.00 path:0.96,f35bee10ea617ea1,Emerson Lake and Palmer,Emerson Lake and Palmer - Black Book,s3://jsmith-input/SheetMusic/Emerson Lake and Palmer/books/Emerson Lake and Palmer - Black Book.pdf,success,NO
Emerson Lake and Palmer,Emerson Lake And Palmer - Greatest Hits,Emerson Lake and Palmer\Emerson Lake And Palmer - Greatest Hits.pdf,dc9d4b9a948d650b,s3://jsmith-input/SheetMusic/Emerson Lake and Palmer/Emerson Lake And Palmer - Greatest Hits.pdf,0.992,artist:1.00 book:1.00 path:0.96,30394162c9d8c147,Emerson Lake and Palmer,Emerson Lake and Palmer - Greatest Hits,s3://jsmith-input/SheetMusic/Emerson Lake and Palmer/books/Emerson Lake and Palmer - Greatest Hits.pdf,success,NO
Emerson Lake and Palmer,Emerson Lake And Palmer - Tarkus _Book_,Emerson Lake and Palmer\Emerson Lake And Palmer - Tarkus _Book_.pdf,e390a72e82ac71be,s3://jsmith-input/SheetMusic/Emerson Lake and Palmer/Emerson Lake And Palmer - Tarkus _Book_.pdf,0.992,artist:1.00 book:1.00 path:0.96,e695b245c03c8096,Emerson Lake and Palmer,Emerson Lake and Palmer - Tarkus [Book],s3://jsmith-input/SheetMusic/Emerson Lake and Palmer/books/Emerson Lake and Palmer - Tarkus [Book].pdf,success,NO
Emerson Lake and Palmer,Emerson Lake And Palmer - Trilogy _Book_,Emerson Lake and Palmer\Emerson Lake And Palmer - Trilogy _Book_.pdf,3ed13392ca3154b6,s3://jsmith-input/SheetMusic/Emerson Lake and Palmer/Emerson Lake And Palmer - Trilogy _Book_.pdf,0.992,artist:1.00 book:1.00 path:0.96,2d7d8dc7c3f0c1c9,Emerson Lake and Palmer,Emerson Lake and Palmer - Trilogy [Book],s3://jsmith-input/SheetMusic/Emerson Lake and Palmer/books/Emerson Lake and Palmer - Trilogy [Book].pdf,success,NO
Eric Clapton,Eric Clapton - Derek And The Dominos _Book_,Eric Clapton\Eric Clapton - Derek And The Dominos _Book_.pdf,4a2684da140ee5a2,s3://jsmith-input/SheetMusic/Eric Clapton/Eric Clapton - Derek And The Dominos _Book_.pdf,0.991,artist:1.00 book:1.00 path:0.96,e46e7ad6a8138ed9,Eric Clapton,Eric Clapton - Derek and the Dominos [Book],s3://jsmith-input/SheetMusic/Eric Clapton/books/Eric Clapton - Derek and the Dominos [Book].pdf,success,NO
Eric Clapton,Eric Clapton - The Best Of Book,Eric Clapton\Eric Clapton - The Best Of Book.pdf,0028084a1de9796b,s3://jsmith-input/SheetMusic/Eric Clapton/Eric Clapton - The Best Of Book.pdf,0.989,artist:1.00 book:1.00 path:0.95,396cb1944c74c5f8,Eric Clapton,Eric Clapton - The Best of Book,s3://jsmith-input/SheetMusic/Eric Clapton/books/Eric Clapton - The Best of Book.pdf,success,NO
Eric Clapton,Eric Clapton - The Cream Of Clapton,Eric Clapton\Eric Clapton - The Cream Of Clapton.pdf,e9c7577b83da951d,s3://jsmith-input/SheetMusic/Eric Clapton/Eric Clapton - The Cream Of Clapton.pdf,0.990,artist:1.00 book:1.00 path:0.95,1ace82370fc5459a,Eric Clapton,Eric Clapton - The Cream Of Clapton,s3://jsmith-input/SheetMusic/Eric Clapton/Books/Eric Clapton - The Cream Of Clapton.pdf,failed,NO
Eric Clapton,Eric Clapton - Unplugged _Book_,Eric Clapton\Eric Clapton - Unplugged _Book_.pdf,7ce4aaa55dfdd7d4,s3://jsmith-input/SheetMusic/Eric Clapton/Eric Clapton - Unplugged _Book_.pdf,0.989,artist:1.00 book:1.00 path:0.94,41e7a16f856bb746,Eric Clapton,Eric Clapton - Unplugged [Book],s3://jsmith-input/SheetMusic/Eric Clapton/books/Eric Clapton - Unplugged [Book].pdf,success,NO
Fleetwood Mac,Fleetwood Mac - Anthology,Fleetwood Mac\Fleetwood Mac - Anthology.pdf,37702abc9567204c,s3://jsmith-input/SheetMusic/Fleetwood Mac/Fleetwood Mac - Anthology.pdf,0.988,artist:1.00 book:1.00 path:0.94,2d5816ebb330f3e3,Fleetwood Mac,Fleetwood Mac - Anthology,s3://jsmith-input/SheetMusic/Fleetwood Mac/books/Fleetwood Mac - Anthology.pdf,success,NO
Fleetwood Mac,Fleetwood Mac - Deluxe Anthology,Fleetwood Mac\Fleetwood Mac - Deluxe Anthology.pdf,02b0b1d6b33aed77,s3://jsmith-input/SheetMusic/Fleetwood Mac/Fleetwood Mac - Deluxe Anthology.pdf,0.990,artist:1.00 book:1.00 path:0.95,f038091dafebaf09,Fleetwood Mac,Fleetwood Mac - Deluxe Anthology,s3://jsmith-input/SheetMusic/Fleetwood Mac/books/Fleetwood Mac - Deluxe Anthology.pdf,success,NO
Fleetwood Mac,Fleetwood Mac - Fleetwood Mac Heroes Are Hard To Find,Fleetwood Mac\Fleetwood Mac - Fleetwood Mac Heroes Are Hard To Find.pdf,3bc42b0b0e8edde2,s3://jsmith-input/SheetMusic/Fleetwood Mac/Fleetwood Mac - Fleetwood Mac Heroes Are Hard To Find.pdf,0.993,artist:1.00 book:1.00 path:0.96,054cfd365aa7b6de,Fleetwood Mac,Fleetwood Mac - Fleetwood Mac + Heroes Are Hard To Find,s3://jsmith-input/SheetMusic/Fleetwood Mac/books/Fleetwood Mac - Fleetwood Mac + Heroes Are Hard To Find.pdf,success,NO
Fleetwood Mac,Fleetwood Mac - Mirage,Fleetwood Mac\Fleetwood Mac - Mirage.pdf,2a39ea895e2ddaef,s3://jsmith-input/SheetMusic/Fleetwood Mac/Fleetwood Mac - Mirage.pdf,0.987,artist:1.00 book:1.00 path:0.94,376085d1d0c70ced,Fleetwood Mac,Fleetwood Mac - Mirage,s3://jsmith-input/SheetMusic/Fleetwood Mac/books/Fleetwood Mac - Mirage.pdf,success,NO
Fleetwood Mac,Fleetwood Mac - Rumours,Fleetwood Mac\Fleetwood Mac - Rumours.pdf,5398552a6f9adada,s3://jsmith-input/SheetMusic/Fleetwood Mac/Fleetwood Mac - Rumours.pdf,0.987,artist:1.00 book:1.00 path:0.94,96c3b8076ad91f58,Fleetwood Mac,Fleetwood Mac - Rumours,s3://jsmith-input/SheetMusic/Fleetwood Mac/books/Fleetwood Mac - Rumours.pdf,success,NO
Fleetwood Mac,Fleetwood Mac - Tango In The Night,Fleetwood Mac\Fleetwood Mac - Tango In The Night.pdf,bf59c4e0c6372517,s3://jsmith-input/SheetMusic/Fleetwood Mac/Fleetwood Mac - Tango In The Night.pdf,0.990,artist:1.00 book:1.00 path:0.95,1feefaa31f0c554e,Fleetwood Mac,Fleetwood Mac - Tango In The Night,s3://jsmith-input/SheetMusic/Fleetwood Mac/books/Fleetwood Mac - Tango In The Night.pdf,success,NO
Fleetwood Mac,Fleetwood Mac - The Dance,Fleetwood Mac\Fleetwood Mac - The Dance.pdf,1969b15718ee78bb,s3://jsmith-input/SheetMusic/Fleetwood Mac/Fleetwood Mac - The Dance.pdf,0.988,artist:1.00 book:1.00 path:0.94,f9cb27beb7981460,Fleetwood Mac,Fleetwood Mac - The Dance,s3://jsmith-input/SheetMusic/Fleetwood Mac/books/Fleetwood Mac - The Dance.pdf,success,NO
Frank Zappa,Frank Zappa - Hot Rats,Frank Zappa\Frank Zappa - Hot Rats.pdf,96028701599a2dbc,s3://jsmith-input/SheetMusic/Frank Zappa/Frank Zappa - Hot Rats.pdf,0.986,artist:1.00 book:1.00 path:0.93,f5a5dbd9ae4ddf5a,Frank Zappa,Frank Zappa - Hot Rats,s3://jsmith-input/SheetMusic/Frank Zappa/books/Frank Zappa - Hot Rats.pdf,success,NO
Frank Zappa,Frank Zappa - Songbook Vol 1,Frank Zappa\Frank Zappa - Songbook Vol 1.pdf,195dd1786893ea41,s3://jsmith-input/SheetMusic/Frank Zappa/Frank Zappa - Songbook Vol 1.pdf,0.988,artist:1.00 book:1.00 path:0.94,3f662ef357de1051,Frank Zappa,Frank Zappa - Songbook Vol 1,s3://jsmith-input/SheetMusic/Frank Zappa/books/Frank Zappa - Songbook Vol 1.pdf,success,NO
Frank Zappa,Frank Zappa - The Frank Zappa Guitar Book _transcriptions By Steve Vai_,Frank Zappa\Frank Zappa - The Frank Zappa Guitar Book _transcriptions By Steve Vai_.pdf,5fff3ef0c0c9cfcc,s3://jsmith-input/SheetMusic/Frank Zappa/Frank Zappa - The Frank Zappa Guitar Book _transcriptions By Steve Vai_.pdf,0.994,artist:1.00 book:1.00 path:0.97,7d1ea3c21c015813,Frank Zappa,Frank Zappa - The Frank Zappa Guitar Book (transcriptions by Steve Vai),s3://jsmith-input/SheetMusic/Frank Zappa/books/Frank Zappa - The Frank Zappa Guitar Book (transcriptions by Steve Vai).pdf,success,NO
Fray,Fray - How To Save A Life _Book_,Fray\Fray - How To Save A Life _Book_.pdf,ca82258556bd900a,s3://jsmith-input/SheetMusic/Fray/Fray - How To Save A Life _Book_.pdf,0.987,artist:1.00 book:1.00 path:0.93,8ccfe7e11030f7c6,Fray,Fray - How To Save A Life [Book],s3://jsmith-input/SheetMusic/Fray/books/Fray - How To Save A Life [Book].pdf,success,NO
Garth Brooks,Garth Brooks - No Fences _Guitar Tab_,Garth Brooks\Garth Brooks - No Fences _Guitar Tab_.pdf,6ee57e206f0f9c68,s3://jsmith-input/SheetMusic/Garth Brooks/Garth Brooks - No Fences _Guitar Tab_.pdf,0.990,artist:1.00 book:1.00 path:0.95,e6ba206f3c107bd7,Garth Brooks,Garth Brooks - No Fences [Guitar Tab],s3://jsmith-input/SheetMusic/Garth Brooks/books/Garth Brooks - No Fences [Guitar Tab].pdf,success,NO
Garth Brooks,Garth Brooks - The Hits _Guitar Tab_,Garth Brooks\Garth Brooks - The Hits _Guitar Tab_.pdf,4048d49760a9e769,s3://jsmith-input/SheetMusic/Garth Brooks/Garth Brooks - The Hits _Guitar Tab_.pdf,0.990,artist:1.00 book:1.00 path:0.95,10024fb73ae2665e,Garth Brooks,Garth Brooks - The Hits [Guitar Tab],s3://jsmith-input/SheetMusic/Garth Brooks/books/Garth Brooks - The Hits [Guitar Tab].pdf,success,NO
Garth Brooks,Garth Brooks - The Limited Series,Garth Brooks\Garth Brooks - The Limited Series.pdf,bef4946436749542,s3://jsmith-input/SheetMusic/Garth Brooks/Garth Brooks - The Limited Series.pdf,0.990,artist:1.00 book:1.00 path:0.95,2841a92e48d8644e,Garth Brooks,Garth Brooks - The Limited Series,s3://jsmith-input/SheetMusic/Garth Brooks/books/Garth Brooks - The Limited Series.pdf,success,NO
Genesis,Genesis - A Trick Of The Tail _Book_,Genesis\Genesis - A Trick Of The Tail _Book_.pdf,343424c5b5d39041,s3://jsmith-input/SheetMusic/Genesis/Genesis - A Trick Of The Tail _Book_.pdf,0.989,artist:1.00 book:1.00 path:0.94,eef11e4a3ab90609,Genesis,Genesis - A Trick Of The Tail [Book],s3://jsmith-input/SheetMusic/Genesis/books/Genesis - A Trick Of The Tail [Book].pdf,success,NO
Genesis,Genesis - Anthology,Genesis\Genesis - Anthology.pdf,4de618fba276ac0c,s3://jsmith-input/SheetMusic/Genesis/Genesis - Anthology.pdf,0.983,artist:1.00 book:1.00 path:0.92,5210e19ecdbe2ad6,Genesis,Genesis - Anthology,s3://jsmith-input/SheetMusic/Genesis/books/Genesis - Anthology.pdf,success,NO
Genesis,Genesis - Best Of Vol 1,Genesis\Genesis - Best Of Vol 1.pdf,9bd4698210d1a680,s3://jsmith-input/SheetMusic/Genesis/Genesis - Best Of Vol 1.pdf,0.985,artist:1.00 book:1.00 path:0.93,25ab4ec455d76919,Genesis,Genesis - Best Of Vol 1,s3://jsmith-input/SheetMusic/Genesis/books/Genesis - Best Of Vol 1.pdf,success,NO
Genesis,Genesis - Invisible Touch _Book_,Genesis\Genesis - Invisible Touch _Book_.pdf,db01d147f1940ca6,s3://jsmith-input/SheetMusic/Genesis/Genesis - Invisible Touch _Book_.pdf,0.988,artist:1.00 book:1.00 path:0.94,02b4b59883ba5874,Genesis,Genesis - Invisible Touch [Book],s3://jsmith-input/SheetMusic/Genesis/books/Genesis - Invisible Touch [Book].pdf,success,NO
Genesis,Genesis - Rock Score,Genesis\Genesis - Rock Score.pdf,a41fda7e4b16042f,s3://jsmith-input/SheetMusic/Genesis/Genesis - Rock Score.pdf,0.984,artist:1.00 book:1.00 path:0.92,51cc19ed242b48aa,Genesis,Genesis - Rock Score,s3://jsmith-input/SheetMusic/Genesis/books/Genesis - Rock Score.pdf,success,NO
Genesis,Genesis - Seconds Out,Genesis\Genesis - Seconds Out.pdf,747de3b9edfccff7,s3://jsmith-input/SheetMusic/Genesis/Genesis - Seconds Out.pdf,0.984,artist:1.00 book:1.00 path:0.92,41d2ef8728ba0ccf,Genesis,Genesis - Seconds Out,s3://jsmith-input/SheetMusic/Genesis/books/Genesis - Seconds Out.pdf,success,NO
Genesis,Genesis - Selling England By The Pound,Genesis\Genesis - Selling England By The Pound.pdf,8b1c4d5b6ddb5345,s3://jsmith-input/SheetMusic/Genesis/Genesis - Selling England By The Pound.pdf,0.990,artist:1.00 book:1.00 path:0.95,79707976664b9389,Genesis,Genesis - Selling England by the Pound,s3://jsmith-input/SheetMusic/Genesis/books/Genesis - Selling England by the Pound.pdf,success,NO
George Michael,George Michael - Greatest Hits,George Michael\George Michael - Greatest Hits.pdf,77193d2d9d87e535,s3://jsmith-input/SheetMusic/George Michael/George Michael - Greatest Hits.pdf,0.989,artist:1.00 book:1.00 path:0.95,69fc57bc1074b50c,George Michael,George Michael - Greatest Hits,s3://jsmith-input/SheetMusic/George Michael/books/George Michael - Greatest Hits.pdf,success,NO
George Michael,George Michael - Older _Book_,George Michael\George Michael - Older _Book_.pdf,a7476e822767b483,s3://jsmith-input/SheetMusic/George Michael/George Michael - Older _Book_.pdf,0.987,artist:1.00 book:1.00 path:0.93,ad64662d42ce9000,George Michael,George Michael - Older [Book] ,s3://jsmith-input/SheetMusic/George Michael/books/George Michael - Older [Book] .pdf,success,NO
Grand Funk Railroad,Grand Funk - Closer To Home _PVG Book_,Grand Funk Railroad\Grand Funk - Closer To Home _PVG Book_.pdf,4f45ce771d7bfc2f,s3://jsmith-input/SheetMusic/Grand Funk Railroad/Grand Funk - Closer To Home _PVG Book_.pdf,0.991,artist:1.00 book:1.00 path:0.96,grand-funk-railroad-grand-funk-closer-to-home-pvg-book,Grand Funk Railroad,Grand Funk - Closer To Home [PVG Book],s3://jsmith-input/SheetMusic/Grand Funk Railroad/books/Grand Funk - Closer To Home [PVG Book].pdf,success,NO
Grand Funk Railroad,Grand Funk - Were An American Band _PVG Book_,Grand Funk Railroad\Grand Funk - Were An American Band _PVG Book_.pdf,b41d93dbacc02334,s3://jsmith-input/SheetMusic/Grand Funk Railroad/Grand Funk - Were An American Band _PVG Book_.pdf,0.992,artist:1.00 book:1.00 path:0.96,abc5ef9b2b7ef938,Grand Funk Railroad,Grand Funk - We're An American Band [PVG Book],s3://jsmith-input/SheetMusic/Grand Funk Railroad/books/Grand Funk - We're An American Band [PVG Book].pdf,success,NO
Grand Funk Railroad,Grand Funk Railroad - Born To Die _PVG Book_,Grand Funk Railroad\Grand Funk Railroad - Born To Die _PVG Book_.pdf,2d32399bf78eec69,s3://jsmith-input/SheetMusic/Grand Funk Railroad/Grand Funk Railroad - Born To Die _PVG Book_.pdf,0.992,artist:1.00 book:1.00 path:0.96,57419800bd61b77c,Grand Funk Railroad,Grand Funk Railroad - Born To Die [PVG Book],s3://jsmith-input/SheetMusic/Grand Funk Railroad/books/Grand Funk Railroad - Born To Die [PVG Book].pdf,success,NO
Grand Funk Railroad,Grand Funk Railroad - Hits From Were An American Band Shinin On Phoenix _PVG_,Grand Funk Railroad\Grand Funk Railroad - Hits From Were An American Band Shinin On Phoenix _PVG_.pdf,1faea8830681aca4,s3://jsmith-input/SheetMusic/Grand Funk Railroad/Grand Funk Railroad - Hits From Were An American Band Shinin On Phoenix _PVG_.pdf,0.995,artist:1.00 book:1.00 path:0.97,292b76b1fe0ab19a,Grand Funk Railroad,"Grand Funk Railroad - Hits From We're An American Band, Shinin' On, Phoenix [PVG]","s3://jsmith-input/SheetMusic/Grand Funk Railroad/books/Grand Funk Railroad - Hits From We're An American Band, Shinin' On, Phoenix [PVG].pdf",success,NO
Harry Chapin,Harry Chapin - The Authentic Guitar Style Of _Guitar Tab_,Harry Chapin\Harry Chapin - The Authentic Guitar Style Of _Guitar Tab_.pdf,a6d9594839837189,s3://jsmith-input/SheetMusic/Harry Chapin/Harry Chapin - The Authentic Guitar Style Of _Guitar Tab_.pdf,0.993,artist:1.00 book:1.00 path:0.96,9e4a91b97328b393,Harry Chapin,Harry Chapin - The Authentic Guitar Style Of [Guitar Tab],s3://jsmith-input/SheetMusic/Harry Chapin/books/Harry Chapin - The Authentic Guitar Style Of [Guitar Tab].pdf,success,NO
Henri Mancini,Henry Mancini - A Merry Mancini Christmas,Henri Mancini\Henry Mancini - A Merry Mancini Christmas.pdf,ce931fd7e8ea820e,s3://jsmith-input/SheetMusic/Henri Mancini/Henry Mancini - A Merry Mancini Christmas.pdf,0.991,artist:1.00 book:1.00 path:0.96,ed9510bed3484512,Henri Mancini,Henry Mancini - A Merry Mancini Christmas,s3://jsmith-input/SheetMusic/Henri Mancini/books/Henry Mancini - A Merry Mancini Christmas.pdf,success,NO
Herman's Hermits,Hermans Hermits - Collection,Herman's Hermits\Hermans Hermits - Collection.pdf,0b454c68984011d6,s3://jsmith-input/SheetMusic/Herman's Hermits/Hermans Hermits - Collection.pdf,0.989,artist:1.00 book:1.00 path:0.95,789c81e4290c70c6,Herman's Hermits,Herman's Hermits -  Collection,s3://jsmith-input/SheetMusic/Herman's Hermits/books/Herman's Hermits -  Collection.pdf,success,NO
Jackson Browne,Jackson Browne - Deluxe Anthology,Jackson Browne\Jackson Browne - Deluxe Anthology.pdf,f8051533df3b5398,s3://jsmith-input/SheetMusic/Jackson Browne/Jackson Browne - Deluxe Anthology.pdf,0.990,artist:1.00 book:1.00 path:0.95,3bb256a379a49cbd,Jackson Browne,Jackson Browne - Deluxe Anthology,s3://jsmith-input/SheetMusic/Jackson Browne/books/Jackson Browne - Deluxe Anthology.pdf,success,NO
James Blunt,James Blunt - All The Lost Souls _Book_,James Blunt\James Blunt - All The Lost Souls _Book_.pdf,c1574960a4679301,s3://jsmith-input/SheetMusic/James Blunt/James Blunt - All The Lost Souls _Book_.pdf,0.990,artist:1.00 book:1.00 path:0.95,f158514fd9e1799e,James Blunt,James Blunt - All The Lost Souls [Book],s3://jsmith-input/SheetMusic/James Blunt/books/James Blunt - All The Lost Souls [Book].pdf,success,NO
James Blunt,James Blunt - Back To Bedlam _Book_,James Blunt\James Blunt - Back To Bedlam _Book_.pdf,140e6d874cc14f5a,s3://jsmith-input/SheetMusic/James Blunt/James Blunt - Back To Bedlam _Book_.pdf,0.989,artist:1.00 book:1.00 path:0.95,d009f571784798e6,James Blunt,James Blunt - Back to Bedlam [Book],s3://jsmith-input/SheetMusic/James Blunt/books/James Blunt - Back to Bedlam [Book].pdf,success,NO
James Taylor,James Taylor - Classic _Guitar_,James Taylor\James Taylor - Classic _Guitar_.pdf,1b0060bb1e7e29c9,s3://jsmith-input/SheetMusic/James Taylor/James Taylor - Classic _Guitar_.pdf,0.989,artist:1.00 book:1.00 path:0.94,3a959a69aae2a6d5,James Taylor,James Taylor - Classic [Guitar],s3://jsmith-input/SheetMusic/James Taylor/books/James Taylor - Classic [Guitar].pdf,success,NO
James Taylor,James Taylor - Classics _guitar tab_,James Taylor\James Taylor - Classics _guitar tab_.pdf,e9d4a6408e1c15ee,s3://jsmith-input/SheetMusic/James Taylor/James Taylor - Classics _guitar tab_.pdf,0.990,artist:1.00 book:1.00 path:0.95,86e908fafb628822,James Taylor,James Taylor - Classics (guitar tab),s3://jsmith-input/SheetMusic/James Taylor/books/James Taylor - Classics (guitar tab).pdf,success,NO
James Taylor,James Taylor - Guitar Songbook,James Taylor\James Taylor - Guitar Songbook.pdf,54bd2d6859bf531d,s3://jsmith-input/SheetMusic/James Taylor/James Taylor - Guitar Songbook.pdf,0.989,artist:1.00 book:1.00 path:0.95,7be2c96a546e284d,James Taylor,James Taylor - Guitar Songbook,s3://jsmith-input/SheetMusic/James Taylor/books/James Taylor - Guitar Songbook.pdf,success,NO
James Taylor,James Taylor - James Taylor Songbook,James Taylor\James Taylor - James Taylor Songbook.pdf,37138b5374c0e8e4,s3://jsmith-input/SheetMusic/James Taylor/James Taylor - James Taylor Songbook.pdf,0.990,artist:1.00 book:1.00 path:0.95,8900a3baf69054fc,James Taylor,James Taylor - James Taylor Songbook,s3://jsmith-input/SheetMusic/James Taylor/books/James Taylor - James Taylor Songbook.pdf,success,NO
James Taylor,James Taylor - James Taylor _PVG Book_,James Taylor\James Taylor - James Taylor _PVG Book_.pdf,5d9d4ab2c3889b38,s3://jsmith-input/SheetMusic/James Taylor/James Taylor - James Taylor _PVG Book_.pdf,0.990,artist:1.00 book:1.00 path:0.95,1910510b62d1e36a,James Taylor,James Taylor - James Taylor [PVG Book],s3://jsmith-input/SheetMusic/James Taylor/books/James Taylor - James Taylor [PVG Book].pdf,success,NO
James Taylor,James Taylor - Thats Why Im Here _PVG Book_,James Taylor\James Taylor - Thats Why Im Here _PVG Book_.pdf,c394fe0de2bd9f0f,s3://jsmith-input/SheetMusic/James Taylor/James Taylor - Thats Why Im Here _PVG Book_.pdf,0.991,artist:1.00 book:1.00 path:0.96,cb834399a778cfa3,James Taylor,James Taylor - That's Why I'm Here [PVG Book],s3://jsmith-input/SheetMusic/James Taylor/books/James Taylor - That's Why I'm Here [PVG Book].pdf,success,NO
Jim Croce,Jim Croce - Acoustic Fingerstyle Video Guitar Lessons,Jim Croce\Jim Croce - Acoustic Fingerstyle Video Guitar Lessons.pdf,5dd14e16be88a224,s3://jsmith-input/SheetMusic/Jim Croce/Jim Croce - Acoustic Fingerstyle Video Guitar Lessons.pdf,0.992,artist:1.00 book:1.00 path:0.96,36de646b9e4e1042,Jim Croce,Jim Croce - Acoustic Fingerstyle Video Guitar Lessons,s3://jsmith-input/SheetMusic/Jim Croce/books/Jim Croce - Acoustic Fingerstyle Video Guitar Lessons.pdf,success,NO
Jimmy Buffet,Jimmy Buffett - Barometer Soup _PVG Book_,Jimmy Buffet\Jimmy Buffett - Barometer Soup _PVG Book_.pdf,d6113c32d15584a2,s3://jsmith-input/SheetMusic/Jimmy Buffet/Jimmy Buffett - Barometer Soup _PVG Book_.pdf,0.991,artist:1.00 book:1.00 path:0.95,65e67ab622789587,Jimmy Buffet,Jimmy Buffett - Barometer Soup [PVG Book],s3://jsmith-input/SheetMusic/Jimmy Buffet/books/Jimmy Buffett - Barometer Soup [PVG Book].pdf,success,NO
Jimmy Buffet,Jimmy Buffett - Fruitcakes _PVG Book_,Jimmy Buffet\Jimmy Buffett - Fruitcakes _PVG Book_.pdf,17adc8cd005cc03e,s3://jsmith-input/SheetMusic/Jimmy Buffet/Jimmy Buffett - Fruitcakes _PVG Book_.pdf,0.990,artist:1.00 book:1.00 path:0.95,c2b43b65c242c991,Jimmy Buffet,Jimmy Buffett - Fruitcakes [PVG Book],s3://jsmith-input/SheetMusic/Jimmy Buffet/books/Jimmy Buffett - Fruitcakes [PVG Book].pdf,success,NO
Joe Cocker,Joe Cocker - Best Of,Joe Cocker\Joe Cocker - Best Of.pdf,8d67bcf681fd7efc,s3://jsmith-input/SheetMusic/Joe Cocker/Joe Cocker - Best Of.pdf,0.985,artist:1.00 book:1.00 path:0.93,086cdef472c543ba,Joe Cocker,Joe Cocker - Best Of,s3://jsmith-input/SheetMusic/Joe Cocker/books/Joe Cocker - Best Of.pdf,success,NO
