artist,book,is_duplicate,file_count
output,220f05983d6a09d1,False,1
output,2240a6b923e9ef6b,False,1
output,2287538da1b0c0b5,False,1
output,2294f82e203661b8,False,1
output,234958edb3e34fad,False,1
output,23ace923305867ea,False,1
output,23cb3e42f789eeda,False,1
output,247b0fd5aa12f859,False,1
output,24b62809dfd112c4,False,1
output,253e6bf7dcdb539e,False,1
output,25ab4ec455d76919,False,1
output,25eaa62fe2a9ddfc,False,1
output,25f2e0b43a169b9a,False,1
output,26123804c7600edc,False,1
output,27623fa10f7f6d9e,False,1
output,27b78f89fffa3bc8,False,1
output,2804e588b487fea6,False,1
output,2838a4ab02b7456d,False,1
output,2841a92e48d8644e,False,1
output,292b76b1fe0ab19a,False,1
output,29a4858bf47f9b95,False,1
output,29f6850134501cd5,False,1
output,2a389771f63eb361,False,1
output,2afce3116fd1c235,False,1
output,2b0bbd39dcf820b1,False,1
output,2b60eca2f16ea8d6,False,1
output,2cff5b930ee04e63,False,1
output,2d1ba95c03ae3c27,False,1
