artist,book,is_duplicate,file_count
output,2d5816ebb330f3e3,False,1
output,2d7d8dc7c3f0c1c9,False,1
output,2dbdadbcc4ac8c07,False,1
output,2e58c7fe1ebbd704,False,1
output,2e79bd51222286c7,False,1
output,2ed1aee4e7690da1,False,1
output,2eea71359f8edf17,False,1
output,2f0b1b7286739253,False,1
output,2f29ccb619b794bc,False,1
output,2f8ea8ac6efbaa48,False,1
output,2f9032b29445ad30,False,1
output,2fac204826d13448,False,1
output,30394162c9d8c147,False,1
output,308ce476864c14e8,False,1
output,30b959bdaa6d6f29,False,1
output,312749e83e6f2c45,False,1
output,31703f87c24a9ac1,False,1
output,320eecbba56f5b46,False,1
output,3259b2edd37cd004,False,1
output,32f110ef8599865d,False,1
output,32fd295c63e57a43,False,1
output,33b4fd1eab591d4e,False,1
output,3438eb98edde3fa1,False,1
output,34ccd859c63c56cd,False,1
output,368b45497457f313,False,1
output,36de646b9e4e1042,False,1
output,370909eab500eba4,False,1
output,376085d1d0c70ced,False,1
output,37b197b84aa828d7,False,1
output,38abb4334b52ade5,False,1
output,396cb1944c74c5f8,False,1
output,39a39dc149a1a313,False,1
output,39bbee955d08e459,False,1
output,39fcd943c128417b,False,1
output,3a4cf59a2e2940dc,False,1
output,3a959a69aae2a6d5,False,1
output,3b14a78d699f4900,False,1
output,3b859809ac2c814e,False,1
output,3bb256a379a49cbd,False,1
output,3bb287a656f88f7f,False,1
output,3cb493d045734a9a,False,1
output,3e4dd2e9f9734224,False,1
output,3edb983475616f2a,False,1
output,3ef4749c8420866f,False,1
output,3f44528586c6b01e,False,1
output,3f662ef357de1051,False,1
output,403ed7197f53bf48,False,1
output,40514811fd81f867,False,1
output,40e585305f750cc3,False,1
output,40fcde43091de50e,False,1
output,41d2ef8728ba0ccf,False,1
output,41e7a16f856bb746,False,1
output,42206376ac0b2079,False,1
output,429c7d6445084ff0,False,1
output,432e424c722d6385,False,1
output,433bf900930d9948,False,1
output,440b0f9f640d4d6b,False,1
output,44ac35f118463ff5,False,1
output,44cbac4d312cffc7,False,1
output,45d654cfba792d63,False,1
output,45f18e7ab90c1ae7,False,1
output,470590be49dcee87,False,1
output,4712366c965159e3,False,1
output,47824debdc925317,False,1
output,47d1c75bce46fd59,False,1
output,47d2e613ee415c03,False,1
output,485dbeb6659cf73c,False,1
output,487a273fe299726f,False,1
output,48a0aa4baf216184,False,1
output,48d362a860f4b088,False,1
output,48f7283c70534c85,False,1
output,48fe28245921da64,False,1
output,498e10db8446c068,False,1
output,49c5c7e15a667c2a,False,1
output,49e7712a1c87d6f3,False,1
output,4a4e3bc7ab9db008,False,1
output,4b114d99a5a55f72,False,1
output,4b38cd470112bf1a,False,1
output,4bd0ea9d83d19c28,False,1
output,4be5984479ec10bb,False,1
output,4c8cd08f8349782f,False,1
output,4d02986dcd11cc2d,False,1
output,4e1ca58418ed3072,False,1
output,4ebc57021cccdd72,False,1
output,4ef818eff404a332,False,1
output,4f5f119d3e3726c1,False,1
output,504ae2ddf34ed57c,False,1
output,51925656876096b3,False,1
output,519bf75f309fa764,False,1
output,51cc19ed242b48aa,False,1
output,5210e19ecdbe2ad6,False,1
output,5210f16a0fb750d6,False,1
output,522f4fd164227827,False,1
output,52447c1aff2aca6d,False,1
output,52d343d78f0ba0b9,False,1
output,548ba167d900ce1b,False,1
output,54da38158510903a,False,1
output,55577599b9c741eb,False,1
output,56e3090abca7fc2d,False,1
output,570f46e1827bdaef,False,1
output,57419800bd61b77c,False,1
output,57f709c042b3404b,False,1
output,586b7d75cf7d0b82,False,1
output,587b1f3e96b7cea5,False,1
output,5987a02ed46f0ef4,False,1
output,5998fda7422aa9e6,False,1
output,59b588abe6f346b6,False,1
output,59ed9909c0edd800,False,1
output,5a67c0ee2b7f2d0a,False,1
output,5a754452ada37f73,False,1
output,5b601e05cd2ee1be,False,1
output,5b90ccc351a5c543,False,1
output,5beb810d0307d249,False,1
output,5c6e1244b77af7b3,False,1
output,5c96c19b0eafad0f,False,1
output,5ca02ea27e6e03b4,False,1
output,5ce46c90444f4437,False,1
output,5d4339f6cf828e97,False,1
output,5e1b2cc4754e33cc,False,1
output,5f1e2a364410df4b,False,1
output,5f2fde3d5effe432,False,1
output,5f8787d4abc7d1e3,False,1
output,60e08dfe7d802d5b,False,1
output,610a4c48ecaa72bf,False,1
output,611c69e435f38f48,False,1
output,639db5e6858d5305,False,1
output,63a168d1a573e286,False,1
output,63e7c40123a4adfa,False,1
output,646589629b885a6c,False,1
output,646d0ef45a1cd964,False,1
output,65e67ab622789587,False,1
output,6627bc356f005e3f,False,1
output,673cff1f970b11d0,False,1
output,67628834be03832c,False,1
output,6784cea978fa9f19,False,1
output,68052b7cc174b0da,False,1
output,68d7c55ceddb23ca,False,1
output,6923ee716523b8a4,False,1
output,69a1c74009bf6e83,False,1
output,69fc57bc1074b50c,False,1
output,6a1975b10de770f9,False,1
output,6abda5fb67cfbf1c,False,1
output,6acc50a420b00463,False,1
output,6b40d9664cb89c29,False,1
output,6c8ddc6c043a12a0,False,1
output,6d9e649012b093c8,False,1
output,6fd80e408d814706,False,1
output,6ff815119a2a8368,False,1
output,7013cd3a7c0bb2ca,False,1
output,72699da97b7981bf,False,1
output,746bfb4011ebaccf,False,1
output,746fad620b3252b7,False,1
output,7500b5ca338d0af1,False,1
output,752b54683e016d27,False,1
output,761c8d1a9461f10f,False,1
output,765d8aeee0c81299,False,1
output,76cffd175fceda6f,False,1
output,76fe6df07e8c95b2,False,1
output,778921a3abc5138d,False,1
output,789c81e4290c70c6,False,1
output,79707976664b9389,False,1
output,7a618725482401ad,False,1
output,7a93711a5a45338a,False,1
output,7aad8a983d4d9f22,False,1
output,7adfbfc224bdc7d5,False,1
output,7b91b16294985e97,False,1
output,7b9d6e881fa8ea0f,False,1
output,7bc821ae13e05260,False,1
output,7be2c96a546e284d,False,1
output,7c14a1d45baafa86,False,1
output,7c57d649db60739a,False,1
output,7cc232aef376d5ed,False,1
output,7cd641156eca7f37,False,1
output,7d1ea3c21c015813,False,1
output,7d56e969770dacee,False,1
output,7d5cb1414e63c361,False,1
output,7f09b4aaae7d145f,False,1
output,7f1fb7890c82f16b,False,1
output,7f6241201b3f8e2f,False,1
output,825d9d684fbe7575,False,1
output,83419bd2a002eb31,False,1
output,83b1cf9692552765,False,1
output,84c9571103fd36dc,False,1
output,86e908fafb628822,False,1
output,870d52c7a7b7c9b1,False,1
output,875a663a73a722a5,False,1
output,87831fa415d3fc85,False,1
output,87cf60923a3bda7b,False,1
output,8824d81b765f0643,False,1
output,889eccf48d59f6a0,False,1
output,88c93ff9657b2696,False,1
output,88e64f90dab936a8,False,1
output,88efef5d50f54602,False,1
output,8900a3baf69054fc,False,1
output,8a1e53b5b8e54055,False,1
output,8aae8f757bba2b2e,False,1
output,8bd7553c3ccea906,False,1
output,8bf0eb8d3daba746,False,1
output,8c5f5cd8b87f64c3,False,1
output,8c8c0771266370ba,False,1
output,8ca2bc2f8a615562,False,1
output,8cc564cab4e5c932,False,1
output,8ccfe7e11030f7c6,False,1
output,8d19cd4cabde45e6,False,1
output,8da99992729b9dac,False,1
output,8dfd98e18b3a7740,False,1
output,8e5ac0bec0eeed0f,False,1
output,8e69c06308d7fe26,False,1
output,8e8d6716c3de3c8b,False,1
output,8ff8846e026babfb,False,1
output,900c94ea950cd65d,False,1
output,901f9c3b4eaf76da,False,1
output,90292b9d0fd305ff,False,1
output,910f72ea4d73c184,False,1
output,9149e671200b81da,False,1
output,9197eb3ef2def7a7,False,1
output,91d46a9d5c646954,False,1
output,91f3156679b8246b,False,1
output,9276fed899deaf7b,False,1
output,92a849ad069302cb,False,1
output,93e1ca32d2bf6da8,False,1
output,93f2f0d85109d393,False,1
output,94006c269e2d8151,False,1
output,94505d4e64f1ae52,False,1
output,94cc59e60d6d0e31,False,1
output,9518734e91bae95e,False,1
output,95202e805d4d534b,False,1
output,95bc96e2e889004b,False,1
output,95e2af1589737109,False,1
output,96477834c9b77edc,False,1
output,96c3b8076ad91f58,False,1
output,98480e0f330a76dd,False,1
output,995c0ea235ce3a65,False,1
output,99763ed1c8082ed0,False,1
output,99f5dc0137a823b5,False,1
output,9a885a8438802380,False,1
output,9a9a267c40434856,False,1
output,9ba7068a7e1265f8,False,1
output,9c5b16999b42e151,False,1
output,9c75e93461b34e07,False,1
output,9c9141cd133f01fa,False,1
output,9d2959db638e3a7d,False,1
output,9dc07eda57978839,False,1
output,9dfdb68c2ea9cac8,False,1
output,9e03d13b7f7dbcc1,False,1
output,9e4a91b97328b393,False,1
output,a13f78e8a4573711,False,1
output,a2367dc3a0c9bbf8,False,1
output,a33192fc640fc893,False,1
output,a343d76dbfabf8a9,False,1
output,a353564249e35142,False,1
output,a356cc0e6094cf1f,False,1
output,a39231574b7ba955,False,1
output,a408f88d278adf30,False,1
output,a4cf5bf719bb9a67,False,1
output,a696cb25214a58c4,False,1
output,a6f5e53a852828b0,False,1
output,a834bfe09258b825,False,1
output,a99733598db53336,False,1
output,aa0266352575d2ec,False,1
output,aa56a3f6095ca0f6,False,1
output,aa8155e241e9bd0d,False,1
output,aac48b56b8cdf5bc,False,1
output,aae6179b36726557,False,1
output,aaea725347776ebf,False,1
output,ab32c72f759de735,False,1
output,ab4b2c207439c714,False,1
output,ab787a2cbc656a25,False,1
output,abc5ef9b2b7ef938,False,1
output,ac2615667365fe70,False,1
output,ac4f0d9786f1be2f,False,1
output,acdc-anthology,False,1
output,ad64662d42ce9000,False,1
output,ad778be6475cdec2,False,1
output,ad817751b69dcb69,False,1
output,add3cdff7c84db44,False,1
output,adele-19-pvg-book,False,1
output,ae54d74f910e6882,False,1
output,ae8ad209f6399a30,False,1
output,aee5984ec2ab70e9,False,1
output,aerosmith-greatest-hits-songbook,False,1
output,afa15e1e1b7c3dea,False,1
output,allman-brothers-allman-brothers-band-pvg,False,1
output,allman-brothers-band-best-score,False,1
output,allman-brothers-best-of-pvg,False,1
output,america-america-pvg-book,False,1
output,america-greatest-hits-book,False,1
output,america-greatest-hits,False,1
output,asia-alpha-pvg-book,False,1
output,avril-lavigne-the-best-damn-thing-pvg-book,False,1
output,b02f06e700324019,False,1
output,b043f08c0e5ba9a1,False,1
output,b0a9d5d7a077e599,False,1
output,b1281f26c2b67c51,False,1
output,b21c3e2f1853133b,False,1
output,b26341223329d6e5,False,1
output,b29a42b72a9f36c4,False,1
output,b2bc539514495a56,False,1
output,b2df59d7afce1e21,False,1
output,b30a1023acdabf1f,False,1
output,b3752238a2bd7bea,False,1
output,b380d1f3d57899bb,False,1
output,b53be406d675e16a,False,1
output,b5594764fd399dc4,False,1
output,b6366df56400d2e6,False,1
output,b636a1bbd82e8f51,False,1
output,b67213295c365186,False,1
output,b72d254ea2e17f11,False,1
output,b75e6d4c9f08c265,False,1
output,b85606e5f92ab51e,False,1
output,b9d1b7ae0f994da0,False,1
output,b9f48e8c497aae37,False,1
output,ba36c4abe232694d,False,1
output,ba6ee82e4aed1afd,False,1
output,ba7b54b95a804da7,False,1
output,barry-manilow-anthology,False,1
output,barry-manilow-barry-manilow-pvg-book,False,1
output,bb3860553d888784,False,1
output,bb55b68f093888cc,False,1
output,bbb087475060be4d,False,1
output,bc3930ae4c12d6ad,False,1
output,bdbb63832fa56044,False,1
output,be4483543da48fd5,False,1
output,be6c75bdf9cb6a13,False,1
output,beatles-100-hits-for-all-keyboards,False,1
output,beatles-abbey-road-guitar-recorded-version,False,1
output,beatles-abbey-road-scores,False,1
output,beatles-abbey-road,False,1
output,beatles-all-songs-1962-1974,False,1
output,beatles-anthology-1-113-pages,False,1
output,beatles-anthology-1,False,1
output,beatles-anthology-2-page-01-40,False,1
output,beatles-anthology-2-page-41-72,False,1
output,beatles-anthology-2-page-73-112,False,1
output,beatles-anthology-3-page-01-36,False,1
output,beatles-anthology-3-page-37-79,False,1
output,beatles-anthology-3-page-80-111,False,1
output,beatles-anthology,False,1
output,beatles-beatlemania-1963-1966,False,1
output,beatles-complete-scores-2,False,1
output,beatles-complete-scores,False,1
output,beatles-essential-songs,False,1
output,beatles-fake-songbook-guitar,False,1
output,beatles-joy-of-beatles,False,1
output,beatles-live-at-the-hollywood-bowl-2,False,1
output,beatles-live-at-the-hollywood-bowl,False,1
output,beatles-revolver-2,False,1
output,beatles-revolver,False,1
output,beatles-rubber-soul,False,1
output,beatles-sergeant-pepper-s-lonely-hearts-club-band,False,1
output,beatles-singles-collection-pvg,False,1
output,beatles-songbook,False,1
output,beatles-white-album-1-guitar-recorded-version,False,1
output,bee-gees-anthology,False,1
output,belinda-carlisle-5-of-the-best-pvg,False,1
output,ben-folds-ben-folds-five-rockin-the-suburbs,False,1
output,ben-folds-ben-folds-five-selections-from-naked-baby-photos-score,False,1
output,ben-folds-ben-folds-five-whatever-and-ever-amen-book,False,1
output,ben-folds-rockin-the-suburbs-book,False,1
output,ben-folds-songs-for-silverman,False,1
output,ben-folds-songs-for-the-silverman,False,1
output,bf06d09a619e5163,False,1
output,bfa89d24fea533fc,False,1
output,billy-joel---anthology,False,1
output,billy-joel---fantasies--delusions,False,1
output,billy-joel---glass-houses,False,1
output,billy-joel---greatest-hits,False,1
output,billy-joel---keyboard-book,False,1
output,billy-joel-52nd-street-v2,False,1
output,billy-joel-52nd-street,False,1
output,billy-joel-advanced-piano,False,1
output,billy-joel-anthology,False,1
output,billy-joel-best-of-piano-solos,False,1
output,billy-joel-best-piano-solos,False,1
output,billy-joel-billy-joel-greatest-hits-vols-1-and-2-0001,False,1
output,billy-joel-billy-joel-greatest-hits-vols-1-and-2,False,1
output,billy-joel-complete-vol-1,False,1
output,billy-joel-complete-vol-2,False,1
output,billy-joel-complete-vol1,False,1
output,billy-joel-complete-vol2,False,1
output,billy-joel-fantasies-delusions,False,1
output,billy-joel-for-advanced-piano,False,1
output,billy-joel-glass-houses,False,1
output,billy-joel-greatest-hits-1-2,False,1
output,billy-joel-greatest-hits-3,False,1
output,billy-joel-greatest-hits-vol-i-and-ii,False,1
output,billy-joel-greatest-hits-vol-iii,False,1
output,billy-joel-greatest-hits,False,1
output,billy-joel-keyboard-book,False,1
output,billy-joel-my-lives,False,1
output,billy-joel-rock-score,False,1
output,billy-joel-songs-in-the-attic,False,1
output,billy-joel-turnstiles,False,1
output,billy-ocean-the-best-of,False,1
output,black-eyed-peas-elephunk-pvg-book,False,1
output,blues-brothers-complete,False,1
output,bob-dylan-anthology-1,False,1
output,bob-dylan-anthology-2,False,1
output,bob-dylan-anthology,False,1
output,bob-dylan-basement-tapes-pvg,False,1
output,bob-dylan-blonde-on-blonde,False,1
output,bob-dylan-collection,False,1
output,bob-dylan-desire,False,1
output,bob-dylan-finger-picking,False,1
output,bob-dylan-highway-61-revisited,False,1
output,bob-dylan-rock-score,False,1
output,bob-dylan-saved,False,1
output,bob-dylan-songbook,False,1
output,bob-dylan-the-harp-styles-of-bob-dylan-harmonica,False,1
output,bob-seger-greatest-hits,False,1
output,bob-seger-the-new-best-of-bob-seger,False,1
output,bon-jovi-best-of-bon-jovi,False,1
output,bonnie-raitt-nick-of-time-pvg-book,False,1
output,bonnie-raitt-road-tested-pvg-book,False,1
output,bonnie-tyler-hot-songs,False,1
output,bread-best-of-bread,False,1
output,broadway-shows-a-treasury-of-gilbert-sullivan-part-1,False,1
output,broadway-shows-a-treasury-of-gilbert-sullivan-part-2,False,1
output,broadway-shows-lambert-and-morrison-the-drowsy-chaperone-version-1,False,1
output,broadway-shows-lambert-and-morrison-the-drowsy-chaperone-version-2,False,1
output,broadway-shows-lerner-and-loewe-camelot,False,1
output,broadway-shows-mamma-mia,False,1
output,broadway-shows-rogers-and-hammerstein-south-pacific,False,1
output,broadway-shows-steven-sondheim-all-sondheim-volume-2-book,False,1
output,broadway-shows-the-wedding-singer,False,1
output,broadway-shows-various-artists-aida,False,1
output,broadway-shows-various-artists-aladdin-book,False,1
output,broadway-shows-various-artists-aladdin-jr,False,1
output,broadway-shows-various-artists-annie-full-score,False,1
output,broadway-shows-various-artists-avenue-q-full-score,False,1
output,broadway-shows-various-artists-avenue-x-vocal-chorus-book,False,1
output,broadway-shows-various-artists-beauty-and-the-beast-1994-mti-pc-score-complete,False,1
output,broadway-shows-various-artists-beauty-and-the-beast-score,False,1
output,broadway-shows-various-artists-best-in-broadway-deluxe-edition,False,1
output,broadway-shows-various-artists-cabaret-1998-version,False,1
output,broadway-shows-various-artists-cabaret-original,False,1
output,broadway-shows-various-artists-cats-conductor-score,False,1
output,broadway-shows-various-artists-chicago-1975,False,1
output,broadway-shows-various-artists-dear-evan-hansen-pvg,False,1
output,broadway-shows-various-artists-dirty-rotten-scoundrels-piano-vocal,False,1
output,broadway-shows-various-artists-evita-conductor-score,False,1
output,broadway-shows-various-artists-evita-score,False,1
output,broadway-shows-various-artists-footloose-score,False,1
output,broadway-shows-various-artists-grease-1994-score,False,1
output,broadway-shows-various-artists-grease-2003-score,False,1
output,broadway-shows-various-artists-hair-rev-1995-piano-conductor-score,False,1
output,broadway-shows-various-artists-high-school-musical-score,False,1
output,broadway-shows-various-artists-jesus-christ-superstar,False,1
output,broadway-shows-various-artists-legally-blonde-score,False,1
output,broadway-shows-various-artists-les-miserables-full-score,False,1
output,broadway-shows-various-artists-les-miserables-piano-conductor-complete,False,1
output,broadway-shows-various-artists-les-miserables-piano-conductor,False,1
output,broadway-shows-various-artists-lion-king-score,False,1
output,broadway-shows-various-artists-little-mermaid-workshop-score,False,1
output,broadway-shows-various-artists-little-shop-of-horrors-broadway,False,1
output,broadway-shows-various-artists-little-shop-of-horrors-original,False,1
output,broadway-shows-various-artists-mary-poppins,False,1
output,broadway-shows-various-artists-phantom-of-opera-satb,False,1
output,broadway-shows-various-artists-phantom-of-the-opera-score,False,1
output,broadway-shows-various-artists-phantom-of-the-opera,False,1
output,broadway-shows-various-artists-rent-score,False,1
output,broadway-shows-various-artists-rocky-horror-show-revised-full-score,False,1
output,broadway-shows-various-artists-rocky-horror-show,False,1
output,broadway-shows-various-artists-seussical-piano-conductor,False,1
output,broadway-shows-various-artists-seussical-pv-score,False,1
output,broadway-shows-various-artists-seussical-tya,False,1
output,broadway-shows-various-artists-sound-of-music-vocal-selections,False,1
output,broadway-shows-various-artists-sound-of-music,False,1
output,broadway-shows-various-artists-spamalot,False,1
output,broadway-shows-various-artists-sweeney-todd-vocal-score,False,1
output,broadway-shows-various-artists-the-hobbit-score,False,1
output,broadway-shows-various-artists-the-ultimate-broadway-fakebook,False,1
output,broadway-shows-various-artists-wicked-pvg,False,1
output,broadway-shows-various-artists-wicked-score,False,1
output,broadway-shows-various-artists-wizard-of-oz-piano-conductor,False,1
output,broadway-shows-various-artists-wizard-of-oz-rsc-piano-conductor,False,1
output,broadway-shows-various-artists-you-re-a-good-man-charlie-brown-revival-score,False,1
output,broadway-shows-various-artists-you-re-a-good-man-charlie-brown-score,False,1
output,bruce-springsteen-born-in-the-usa,False,1
output,bruce-springsteen-born-to-run,False,1
output,bruce-springsteen-greatest-hits,False,1
output,bruce-springsteen-lucky-town,False,1
output,buddy-holly-golden-anniversary-songbook,False,1
output,burl-ives-song-book,False,1
output,burt-bacharach-40-golden-songs-of,False,1
output,burt-bacharach-anthology,False,1
output,burt-bacharach-bacharach-collection,False,1
output,c080b126fdbb7dfa,False,1
output,c09b331fd69767ca,False,1
output,c0d6738d36ae5703,False,1
output,c1bb0fff38111074,False,1
output,c22f1234900ddf8f,False,1
output,c237d5e7fba78651,False,1
output,c278f19af21fd8ff,False,1
output,c28048f134b090b1,False,1
output,c2b43b65c242c991,False,1
output,c2cb10aa834472a6,False,1
output,c2cf7aaf7c77157f,False,1
output,c35d3466a9eedb2d,False,1
output,c3fb0816d2a1db38,False,1
output,c4782f0f346e6b7d,False,1
output,c4babb3ffeab0d16,False,1
output,c5b62501647cfe57,False,1
output,c5ba407eb56e7f5b,False,1
output,c76c9443cb7abe86,False,1
output,c7e0904f92369d5e,False,1
output,c7e8b3aaa3231808,False,1
output,c80600da7b9c76a0,False,1
output,c810224de5a2d7a8,False,1
output,c8b78b71aee66b66,False,1
output,c8c4eadb35f015e0,False,1
output,ca766c99ab862fd6,False,1
output,ca862ea07ad8d787,False,1
output,ca9d030c35ef6560,False,1
output,carole-king-bradley-s-best-of-the-best-organ,False,1
output,carole-king-classics-2,False,1
output,carole-king-classics-3,False,1
output,carole-king-classics,False,1
output,carole-king-keyboard-play-along-vol-22,False,1
output,carole-king-tapestry,False,1
output,carole-king-the-new-best-of-carole-king,False,1
output,carole-king-you-re-the-voice,False,1
output,carpenters-anthology,False,1
output,carpenters-love-songs,False,1
output,carpenters-note-for-note,False,1
output,cb5e54e90eb9f902,False,1
output,cb76ed43df605767,False,1
output,cb834399a778cfa3,False,1
output,cb90390edbaeceb2,False,1
output,cbcbc65aab14fa4c,False,1
output,cc33b5d57af5a9f7,False,1
output,cc542009840f1382,False,1
output,ccfcfa22dede9987,False,1
output,cd9bc982716ee38e,False,1
output,cda4a98a3ffe3c11,False,1
output,ce4c4c5cf1c8fa0c,False,1
output,ce722c5adffa1406,False,1
output,ce9df43dfdc4bc85,False,1
output,cf2f4f7ba8a0ce16,False,1
output,cf65ae1207839863,False,1
output,cheap-trick-greatest-hits-score,False,1
output,colbie-caillat-breakthrough-pvg-book,False,1
output,cole-porter-the-very-best-of-cole-porter,False,1
output,complete-success,False,1
output,cream-cream-complete,False,1
output,creedence-clearwater-revival-8-pcs-book,False,1
output,creedence-clearwater-revival-best-of,False,1
output,creedence-clearwater-revival-guitar-anthology,False,1
output,creedence-clearwater-revival-guitar-tab-book,False,1
output,creedence-clearwater-revival-ultimate-minus-one,False,1
output,crosby-stills-and-nash-crosby-stills-nash-young-deja-vu-pvg-book,False,1
output,crowded-house-the-very-best-of-pvg-book,False,1
output,crowded-house-together-alone-pvg-book,False,1
output,d009f571784798e6,False,1
output,d0ad8a68953d2935,False,1
output,d14a1636875c641c,False,1
output,d17c6753233523bc,False,1
output,d1b585f6709c1bce,False,1
output,d2ff39d539f2e889,False,1
output,d308b78682b1a2e6,False,1
output,d31f56b64b5ee7f2,False,1
output,d3676d7542d3a639,False,1
output,d4578b8c6a0f29a9,False,1
output,d45a9e7d1c3fc3fc,False,1
output,d561c8d34d37b733,False,1
output,d5d0ee3a592e30b2,False,1
output,d5d5ca80252eaf0f,False,1
output,d62c683b5cf87fda,False,1
output,d642618e26321ce7,False,1
output,d6476067196204a0,False,1
output,d65ab265b1ea8b87,False,1
output,d66eb14ab6188c20,False,1
output,d6aaba44a75114ac,False,1
output,d73af0e246878f64,False,1
output,d7988a00c0f09742,False,1
output,d7a948a59e12b26e,False,1
output,d7b5324ef6c6aade,False,1
output,d816d9c17ba8bce0,False,1
output,d8f6f0ba99943489,False,1
output,d958789d950e5915,False,1
output,d9601ec0a0e26b8d,False,1
output,d9bd53be21137c12,False,1
output,d9d27279b3f1683c,False,1
output,david-crosby-songbook-lead-sheets,False,1
output,db292561362cb1ed,False,1
output,dbccd1d0652ffc2a,False,1
output,dbd63849f7e45ca4,False,1
output,dcb6758f1bd1b7b8,False,1
output,dcba89a43766fb78,False,1
output,dd323f80b0480801,False,1
output,dd327aa0d08b9344,False,1
output,dddf0ef8fa1a1d79,False,1
output,de53f081d483217f,False,1
output,dfb323f75fd6f4ef,False,1
output,dffd65f706fb250a,False,1
output,dire-straits-best-of-dire-straits-guitar-tab,False,1
output,dire-straits-brothers-in-arms,False,1
output,dire-straits-jam-with-dire-straits-guitar-book,False,1
output,dire-straits-money-for-nothing-guitar-book,False,1
output,don-henley-actual-miles-greatest-hits,False,1
output,don-henley-the-end-of-the-innocence-pvg-book,False,1
output,doobie-brothers-best-of-band-score-jap,False,1
output,doobie-brothers-songs,False,1
output,doors-anthology,False,1
output,doors-songbook,False,1
output,dr-john-new-orleans-piano-vol-2,False,1
output,duran-duran-best-of-score,False,1
output,duran-duran-decade-pvg-book,False,1
output,duran-duran-seven-the-ragged-tiger-jap-band-score,False,1
output,e06f51740325bdfa,False,1
output,e120087f02d2213f,False,1
output,e167d01482f41b2b,False,1
output,e177db8693454a68,False,1
output,e2db1c83d39f5547,False,1
output,e35a527565c17c87,False,1
output,e364d7a2988e2413,False,1
output,e3767839830d362e,False,1
output,e43127870f32a6ef,False,1
output,e45b55ac836ab6cc,False,1
output,e46e7ad6a8138ed9,False,1
output,e4760b01e2a57ebb,False,1
output,e578c07775b786e1,False,1
output,e5ae548989836b9b,False,1
output,e677dd7fc5248ab9,False,1
output,e695b245c03c8096,False,1
output,e6ba206f3c107bd7,False,1
output,e6d02f7a0067b5d2,False,1
output,e789044e4020597c,False,1
output,e839177ca46e8a43,False,1
output,e83e36ba14405829,False,1
output,e8e8758626f07155,False,1
output,e94323eedb956b19,False,1
output,ea1cabc46dcc546a,False,1
output,eagles-greatest-hits-1971-1975,False,1
output,eagles-greatest-hits,False,1
output,eagles-hotel-california-guitar-songbook,False,1
output,eagles-made-easy-for-guitar,False,1
output,eagles-new-eagles-complete,False,1
output,eagles-the-best-of-the-eagles-songbook,False,1
output,ec1dba4c078bff7b,False,1
output,ed1995bca1ca8ae0,False,1
output,ed3b8ff2390bd546,False,1
output,ed3da48923768a5a,False,1
output,ed9510bed3484512,False,1
output,edb15d7c82b58b91,False,1
output,edea6a9f4a4847d5,False,1
output,edeceba7dcafbf17,False,1
output,ee48c2551dfc461d,False,1
output,eef11e4a3ab90609,False,1
output,ef297196796237fb,False,1
output,ef61bb55ed53864e,False,1
output,ef87ba668409148a,False,1
output,elo-a-new-world-record,False,1
output,elo-anthology-pvg,False,1
output,elo-discovery-pvg-book,False,1
output,elo-elton-john-the-elton-john-collection-piano-solos,False,1
output,elo-face-the-music-pvg-bok,False,1
output,elo-greatest-hits,False,1
output,elo-out-of-the-blue-book,False,1
output,elton-john-a-single-man,False,1
output,elton-john-captain-fantastic,False,1
output,elton-john-goodbye-yellow-brick-road,False,1
output,elton-john-greatest-hits-1970-2002,False,1
output,elton-john-ice-on-fire,False,1
output,elton-john-made-in-england,False,1
output,elton-john-peachtree-road,False,1
output,elton-john-reg-strikes-back,False,1
output,elton-john-sleeping-with-the-past,False,1
output,elton-john-songs-from-the-west-coast,False,1
output,elton-john-the-big-picture,False,1
output,elton-john-the-one,False,1
output,elton-john-the-ultimate-collection-vol-1,False,1
output,elton-john-the-ultimate-collection-vol-2,False,1
output,elton-john-the-very-best-of,False,1
output,elton-john-too-low-for-zero-book,False,1
output,elvis-costello-the-very-best-of,False,1
output,emerson-lake-and-palmer-black-book,False,1
output,emerson-lake-and-palmer-greatest-hits,False,1
output,emerson-lake-and-palmer-tarkus-book,False,1
output,emerson-lake-and-palmer-trilogy-book,False,1
output,eric-clapton-derek-and-the-dominos-book,False,1
output,eric-clapton-the-best-of-book,False,1
output,eric-clapton-unplugged-book,False,1
output,f018a027ae3e19be,False,1
output,f025e4aa338a351c,False,1
output,f02eff1927d92511,False,1
output,f038091dafebaf09,False,1
output,f08c7deb15b503d6,False,1
output,f09393b2f972a1e7,False,1
output,f158514fd9e1799e,False,1
output,f1e4196488cd5143,False,1
output,f1f411c5e3711c5e,False,1
output,f29bc052b2011580,False,1
output,f2ac1ea495f73d2e,False,1
output,f2f69e57f3fe86b6,False,1
output,f3378270f0172b86,False,1
output,f35bee10ea617ea1,False,1
output,f3b5e834001b20e0,False,1
output,f3ef72feb6f88467,False,1
output,f3f4df1974a71bf5,False,1
output,f46b4fdc459eed1c,False,1
output,f4d91574a53adf5d,False,1
output,f5a5dbd9ae4ddf5a,False,1
output,f5c95943075c766c,False,1
output,f6496784ae995604,False,1
output,f7b4ba513e9265ac,False,1
output,f7c6fcfd64abe371,False,1
output,f7d533de7d696935,False,1
output,f80c23daa850075b,False,1
output,f83d254c3afd828a,False,1
