BookFolder,NormalizedName,PDFCount,TotalFiles,IsDuplicate,DuplicateCount
_movie And Tv/Various Artists - Star Trek - The Wrath Of Khan,_movie And Tv/Various Artists - Star Trek - The Wrath Of Khan,2,2,No,1
_movie And Tv/Various Artists - Star Trek - Them From Search For Spock,_movie And Tv/Various Artists - Star Trek - Them From Search For Spock,1,1,No,1
_movie And Tv/Various Artists - Star Trek - Voyager,_movie And Tv/Various Artists - Star Trek - Voyager,1,1,No,1
_movie And Tv/Various Artists - The Big Book Of Movie Music,_movie And Tv/Various Artists - The Big Book Of Movie Music,69,69,No,1
_movie And Tv/Various Artists - The Simpsons - Simpsons Songbook,_movie And Tv/Various Artists - The Simpsons - Simpsons Songbook,1,1,No,1
_movie And Tv/Various Artists - The Tv Fakebook,_movie And Tv/Various Artists - The Tv Fakebook,71,71,No,1
_movie And Tv/Various Artists - Top Movie Hits,_movie And Tv/Various Artists - Top Movie Hits,10,10,No,1
_movie And Tv/Various Artists - Tv Detective - Themes For Solo Piano,_movie And Tv/Various Artists - Tv Detective - Themes For Solo Piano,32,32,No,1
_movie And Tv/Various Artists - Tv Fakebook 2nd Ed,_movie And Tv/Various Artists - Tv Fakebook 2nd Ed,106,106,No,1
_movie And Tv/Various Artists - Ultimate Tv Showstoppers,_movie And Tv/Various Artists - Ultimate Tv Showstoppers,20,20,No,1
_movie And Tv/Various Artists - Warner Bros 75th Anniversary,_movie And Tv/Various Artists - Warner Bros 75th Anniversary,3,3,No,1
_movie And Tv/Various Artists - Wizard Of Oz [book],_movie And Tv/Various Artists - Wizard Of Oz [book],14,14,No,1
artifacts/00a1aaf51d614b27,artifacts/00a1aaf51d614b27,0,5,No,1
artifacts/0118896785387d66,artifacts/0118896785387d66,0,5,No,1
artifacts/01a46850139ff99c,artifacts/01a46850139ff99c,0,5,No,1
artifacts/0209e7a74de138f6,artifacts/0209e7a74de138f6,0,5,No,1
artifacts/02b4b59883ba5874,artifacts/02b4b59883ba5874,0,5,No,1
artifacts/02ed70dda30ba9f0,artifacts/02ed70dda30ba9f0,0,5,No,1
artifacts/03541bd7b4a582e7,artifacts/03541bd7b4a582e7,0,5,No,1
artifacts/04519b4dba8abdbf,artifacts/04519b4dba8abdbf,0,5,No,1
artifacts/04752a8a8b42d418,artifacts/04752a8a8b42d418,0,5,No,1
artifacts/0484a19ca8938f7a,artifacts/0484a19ca8938f7a,0,5,No,1
artifacts/0488ac528243689d,artifacts/0488ac528243689d,0,5,No,1
artifacts/04b8fe58fef8d99c,artifacts/04b8fe58fef8d99c,0,5,No,1
artifacts/054cfd365aa7b6de,artifacts/054cfd365aa7b6de,0,5,No,1
artifacts/0659e2aefca07bae,artifacts/0659e2aefca07bae,0,5,No,1
artifacts/07a57f61fafc0fc7,artifacts/07a57f61fafc0fc7,0,5,No,1
artifacts/0822357bdd3a1f8d,artifacts/0822357bdd3a1f8d,0,5,No,1
artifacts/086cdef472c543ba,artifacts/086cdef472c543ba,0,5,No,1
artifacts/08d214241dff48f5,artifacts/08d214241dff48f5,0,2,No,1
artifacts/0917bec4340ef788,artifacts/0917bec4340ef788,0,5,No,1
artifacts/092274c023b730b6,artifacts/092274c023b730b6,0,5,No,1
artifacts/0b74cdbf125b0f91,artifacts/0b74cdbf125b0f91,0,5,No,1
artifacts/0b74d23b165f0e04,artifacts/0b74d23b165f0e04,0,5,No,1
artifacts/0bd4457b3c238412,artifacts/0bd4457b3c238412,0,5,No,1
artifacts/0c66a9c9392174b2,artifacts/0c66a9c9392174b2,0,5,No,1
artifacts/0c9c8f525786b94f,artifacts/0c9c8f525786b94f,0,5,No,1
artifacts/0db371531d2c4734,artifacts/0db371531d2c4734,0,2,No,1
artifacts/0e6efdb4e57f4c7f,artifacts/0e6efdb4e57f4c7f,0,5,No,1
artifacts/0e82bc0315de2397,artifacts/0e82bc0315de2397,0,2,No,1
artifacts/0ec48df584f8e406,artifacts/0ec48df584f8e406,0,5,No,1
artifacts/0f17a72b27078253,artifacts/0f17a72b27078253,0,5,No,1
artifacts/10024fb73ae2665e,artifacts/10024fb73ae2665e,0,5,No,1
artifacts/103865d666184a36,artifacts/103865d666184a36,0,5,No,1
artifacts/129f1a7868e64c6b,artifacts/129f1a7868e64c6b,0,5,No,1
artifacts/12bba2c06b42ebd8,artifacts/12bba2c06b42ebd8,0,5,No,1
artifacts/12fb34a18ad97e53,artifacts/12fb34a18ad97e53,0,5,No,1
artifacts/1324a0ed5cddc98b,artifacts/1324a0ed5cddc98b,0,5,No,1
artifacts/138a4b772f044b0a,artifacts/138a4b772f044b0a,0,2,No,1
artifacts/139fe6c40cccc521,artifacts/139fe6c40cccc521,0,5,No,1
artifacts/13ec4a07782c18ed,artifacts/13ec4a07782c18ed,0,5,No,1
artifacts/14305c8dfea42cb1,artifacts/14305c8dfea42cb1,0,5,No,1
artifacts/145c9c09ac506f5f,artifacts/145c9c09ac506f5f,0,5,No,1
artifacts/145f86db61234b51,artifacts/145f86db61234b51,0,5,No,1
artifacts/1462e8df7b1893e9,artifacts/1462e8df7b1893e9,0,5,No,1
artifacts/148028cb53b10a7b,artifacts/148028cb53b10a7b,0,5,No,1
artifacts/14ba16ab9eec736c,artifacts/14ba16ab9eec736c,0,5,No,1
artifacts/152ee1c9dc9f8411,artifacts/152ee1c9dc9f8411,0,5,No,1
artifacts/16c6031f1db3509f,artifacts/16c6031f1db3509f,0,5,No,1
artifacts/170d58e6877c492d,artifacts/170d58e6877c492d,0,5,No,1
artifacts/17e071f8fb51dac1,artifacts/17e071f8fb51dac1,0,5,No,1
artifacts/18bd367a8ec484b4,artifacts/18bd367a8ec484b4,0,5,No,1
artifacts/1910510b62d1e36a,artifacts/1910510b62d1e36a,0,5,No,1
artifacts/1923852f2ef63081,artifacts/1923852f2ef63081,0,5,No,1
artifacts/19c2553d7e2b6f5e,artifacts/19c2553d7e2b6f5e,0,5,No,1
artifacts/1a3f9222373f6638,artifacts/1a3f9222373f6638,0,5,No,1
artifacts/1a8f83853ced41c2,artifacts/1a8f83853ced41c2,0,5,No,1
artifacts/1aa13728f31fe8b5,artifacts/1aa13728f31fe8b5,0,2,No,1
artifacts/1ace82370fc5459a,artifacts/1ace82370fc5459a,0,2,No,1
artifacts/1afe3121668e42ba,artifacts/1afe3121668e42ba,0,2,No,1
artifacts/1ba78dde6952d8e1,artifacts/1ba78dde6952d8e1,0,5,No,1
artifacts/1bc3bfe248b8aeda,artifacts/1bc3bfe248b8aeda,0,5,No,1
artifacts/1bf2d99ebebd80f6,artifacts/1bf2d99ebebd80f6,0,2,No,1
artifacts/1ce1455b109b8bc7,artifacts/1ce1455b109b8bc7,0,5,No,1
artifacts/1d5660dd1abb6f5a,artifacts/1d5660dd1abb6f5a,0,5,No,1
artifacts/1db56544a4d4e850,artifacts/1db56544a4d4e850,0,5,No,1
artifacts/1e10ef9dc3188dc7,artifacts/1e10ef9dc3188dc7,0,5,No,1
artifacts/1ede3c110b123b4d,artifacts/1ede3c110b123b4d,0,5,No,1
artifacts/1f0fb75362879870,artifacts/1f0fb75362879870,0,5,No,1
artifacts/1f5da1ef3b2f1bb9,artifacts/1f5da1ef3b2f1bb9,0,5,No,1
artifacts/1f7488474b70d57b,artifacts/1f7488474b70d57b,0,5,No,1
artifacts/1fca9fd3d03e4a53,artifacts/1fca9fd3d03e4a53,0,5,No,1
artifacts/1feefaa31f0c554e,artifacts/1feefaa31f0c554e,0,5,No,1
artifacts/2049e850c13b80ae,artifacts/2049e850c13b80ae,0,2,No,1
artifacts/211f004eb807bc27,artifacts/211f004eb807bc27,0,5,No,1
artifacts/2187a8e870b1db20,artifacts/2187a8e870b1db20,0,5,No,1
artifacts/21b8699cd1db44bf,artifacts/21b8699cd1db44bf,0,5,No,1
artifacts/21ec9732ff9a844e,artifacts/21ec9732ff9a844e,0,5,No,1
artifacts/220f05983d6a09d1,artifacts/220f05983d6a09d1,0,5,No,1
artifacts/2240a6b923e9ef6b,artifacts/2240a6b923e9ef6b,0,5,No,1
artifacts/2287538da1b0c0b5,artifacts/2287538da1b0c0b5,0,5,No,1
artifacts/2294f82e203661b8,artifacts/2294f82e203661b8,0,5,No,1
artifacts/233b01138c4d46c9,artifacts/233b01138c4d46c9,0,2,No,1
artifacts/234958edb3e34fad,artifacts/234958edb3e34fad,0,5,No,1
artifacts/23ace923305867ea,artifacts/23ace923305867ea,0,5,No,1
artifacts/23cb3e42f789eeda,artifacts/23cb3e42f789eeda,0,5,No,1
artifacts/247b0fd5aa12f859,artifacts/247b0fd5aa12f859,0,5,No,1
artifacts/24b62809dfd112c4,artifacts/24b62809dfd112c4,0,5,No,1
artifacts/253e6bf7dcdb539e,artifacts/253e6bf7dcdb539e,0,5,No,1
artifacts/25ab4ec455d76919,artifacts/25ab4ec455d76919,0,5,No,1
artifacts/25eaa62fe2a9ddfc,artifacts/25eaa62fe2a9ddfc,0,5,No,1
artifacts/25f2e0b43a169b9a,artifacts/25f2e0b43a169b9a,0,5,No,1
artifacts/26123804c7600edc,artifacts/26123804c7600edc,0,5,No,1
artifacts/27623fa10f7f6d9e,artifacts/27623fa10f7f6d9e,0,5,No,1
artifacts/27b78f89fffa3bc8,artifacts/27b78f89fffa3bc8,0,5,No,1
artifacts/2804e588b487fea6,artifacts/2804e588b487fea6,0,5,No,1
artifacts/2838a4ab02b7456d,artifacts/2838a4ab02b7456d,0,5,No,1
artifacts/2841a92e48d8644e,artifacts/2841a92e48d8644e,0,5,No,1
artifacts/292b76b1fe0ab19a,artifacts/292b76b1fe0ab19a,0,5,No,1
artifacts/29a4858bf47f9b95,artifacts/29a4858bf47f9b95,0,5,No,1
artifacts/29f6850134501cd5,artifacts/29f6850134501cd5,0,5,No,1
artifacts/2a389771f63eb361,artifacts/2a389771f63eb361,0,5,No,1
artifacts/2afce3116fd1c235,artifacts/2afce3116fd1c235,0,5,No,1
artifacts/2b0bbd39dcf820b1,artifacts/2b0bbd39dcf820b1,0,5,No,1
artifacts/2b60eca2f16ea8d6,artifacts/2b60eca2f16ea8d6,0,5,No,1
artifacts/2cff5b930ee04e63,artifacts/2cff5b930ee04e63,0,5,No,1
artifacts/2d1ba95c03ae3c27,artifacts/2d1ba95c03ae3c27,0,5,No,1
artifacts/2d5816ebb330f3e3,artifacts/2d5816ebb330f3e3,0,5,No,1
artifacts/2d7d8dc7c3f0c1c9,artifacts/2d7d8dc7c3f0c1c9,0,5,No,1
artifacts/2dbdadbcc4ac8c07,artifacts/2dbdadbcc4ac8c07,0,5,No,1
artifacts/2e58c7fe1ebbd704,artifacts/2e58c7fe1ebbd704,0,5,No,1
artifacts/2e79bd51222286c7,artifacts/2e79bd51222286c7,0,5,No,1
artifacts/2ed1aee4e7690da1,artifacts/2ed1aee4e7690da1,0,5,No,1
artifacts/2eea71359f8edf17,artifacts/2eea71359f8edf17,0,5,No,1
artifacts/2f0b1b7286739253,artifacts/2f0b1b7286739253,0,5,No,1
artifacts/2f1a17c491eba7fb,artifacts/2f1a17c491eba7fb,0,2,No,1
artifacts/2f29ccb619b794bc,artifacts/2f29ccb619b794bc,0,5,No,1
artifacts/2f8ea8ac6efbaa48,artifacts/2f8ea8ac6efbaa48,0,5,No,1
artifacts/2f9032b29445ad30,artifacts/2f9032b29445ad30,0,5,No,1
artifacts/2fac204826d13448,artifacts/2fac204826d13448,0,5,No,1
artifacts/30394162c9d8c147,artifacts/30394162c9d8c147,0,5,No,1
artifacts/308ce476864c14e8,artifacts/308ce476864c14e8,0,5,No,1
artifacts/30b959bdaa6d6f29,artifacts/30b959bdaa6d6f29,0,5,No,1
artifacts/312749e83e6f2c45,artifacts/312749e83e6f2c45,0,5,No,1
artifacts/31703f87c24a9ac1,artifacts/31703f87c24a9ac1,0,5,No,1
artifacts/320eecbba56f5b46,artifacts/320eecbba56f5b46,0,5,No,1
artifacts/3259b2edd37cd004,artifacts/3259b2edd37cd004,0,5,No,1
artifacts/32f110ef8599865d,artifacts/32f110ef8599865d,0,5,No,1
artifacts/32fd295c63e57a43,artifacts/32fd295c63e57a43,0,5,No,1
artifacts/33b4fd1eab591d4e,artifacts/33b4fd1eab591d4e,0,5,No,1
artifacts/3438eb98edde3fa1,artifacts/3438eb98edde3fa1,0,5,No,1
artifacts/34ccd859c63c56cd,artifacts/34ccd859c63c56cd,0,5,No,1
artifacts/368b45497457f313,artifacts/368b45497457f313,0,5,No,1
artifacts/36de646b9e4e1042,artifacts/36de646b9e4e1042,0,5,No,1
artifacts/370909eab500eba4,artifacts/370909eab500eba4,0,5,No,1
artifacts/376085d1d0c70ced,artifacts/376085d1d0c70ced,0,5,No,1
artifacts/37b197b84aa828d7,artifacts/37b197b84aa828d7,0,5,No,1
artifacts/38abb4334b52ade5,artifacts/38abb4334b52ade5,0,5,No,1
artifacts/396cb1944c74c5f8,artifacts/396cb1944c74c5f8,0,5,No,1
artifacts/39a39dc149a1a313,artifacts/39a39dc149a1a313,0,5,No,1
artifacts/39bbee955d08e459,artifacts/39bbee955d08e459,0,5,No,1
artifacts/39fcd943c128417b,artifacts/39fcd943c128417b,0,5,No,1
artifacts/3a4cf59a2e2940dc,artifacts/3a4cf59a2e2940dc,0,5,No,1
artifacts/3a959a69aae2a6d5,artifacts/3a959a69aae2a6d5,0,5,No,1
artifacts/3b14a78d699f4900,artifacts/3b14a78d699f4900,0,5,No,1
artifacts/3b859809ac2c814e,artifacts/3b859809ac2c814e,0,5,No,1
artifacts/3bb256a379a49cbd,artifacts/3bb256a379a49cbd,0,5,No,1
artifacts/3bb287a656f88f7f,artifacts/3bb287a656f88f7f,0,5,No,1
artifacts/3cb493d045734a9a,artifacts/3cb493d045734a9a,0,5,No,1
artifacts/3cf725e77bf69c31,artifacts/3cf725e77bf69c31,0,2,No,1
artifacts/3e4dd2e9f9734224,artifacts/3e4dd2e9f9734224,0,5,No,1
artifacts/3edb983475616f2a,artifacts/3edb983475616f2a,0,5,No,1
artifacts/3ef4749c8420866f,artifacts/3ef4749c8420866f,0,5,No,1
artifacts/3f44528586c6b01e,artifacts/3f44528586c6b01e,0,5,No,1
artifacts/3f662ef357de1051,artifacts/3f662ef357de1051,0,5,No,1
artifacts/403ed7197f53bf48,artifacts/403ed7197f53bf48,0,5,No,1
artifacts/40514811fd81f867,artifacts/40514811fd81f867,0,5,No,1
artifacts/40e585305f750cc3,artifacts/40e585305f750cc3,0,5,No,1
artifacts/40fcde43091de50e,artifacts/40fcde43091de50e,0,5,No,1
artifacts/41bf2214f37f6088,artifacts/41bf2214f37f6088,0,2,No,1
artifacts/41d2ef8728ba0ccf,artifacts/41d2ef8728ba0ccf,0,5,No,1
artifacts/41e7a16f856bb746,artifacts/41e7a16f856bb746,0,5,No,1
artifacts/42206376ac0b2079,artifacts/42206376ac0b2079,0,5,No,1
artifacts/429c7d6445084ff0,artifacts/429c7d6445084ff0,0,5,No,1
artifacts/432e424c722d6385,artifacts/432e424c722d6385,0,5,No,1
artifacts/433bf900930d9948,artifacts/433bf900930d9948,0,5,No,1
artifacts/440b0f9f640d4d6b,artifacts/440b0f9f640d4d6b,0,5,No,1
artifacts/44ac35f118463ff5,artifacts/44ac35f118463ff5,0,5,No,1
artifacts/44cbac4d312cffc7,artifacts/44cbac4d312cffc7,0,5,No,1
artifacts/45d654cfba792d63,artifacts/45d654cfba792d63,0,5,No,1
artifacts/45f18e7ab90c1ae7,artifacts/45f18e7ab90c1ae7,0,5,No,1
artifacts/470590be49dcee87,artifacts/470590be49dcee87,0,5,No,1
artifacts/4712366c965159e3,artifacts/4712366c965159e3,0,5,No,1
artifacts/47824debdc925317,artifacts/47824debdc925317,0,5,No,1
artifacts/47d1c75bce46fd59,artifacts/47d1c75bce46fd59,0,5,No,1
artifacts/47d2e613ee415c03,artifacts/47d2e613ee415c03,0,5,No,1
artifacts/485dbeb6659cf73c,artifacts/485dbeb6659cf73c,0,5,No,1
artifacts/487a273fe299726f,artifacts/487a273fe299726f,0,5,No,1
artifacts/48a0aa4baf216184,artifacts/48a0aa4baf216184,0,5,No,1
artifacts/48d362a860f4b088,artifacts/48d362a860f4b088,0,5,No,1
artifacts/48f7283c70534c85,artifacts/48f7283c70534c85,0,5,No,1
artifacts/48fe28245921da64,artifacts/48fe28245921da64,0,5,No,1
artifacts/498e10db8446c068,artifacts/498e10db8446c068,0,5,No,1
artifacts/49c5c7e15a667c2a,artifacts/49c5c7e15a667c2a,0,5,No,1
artifacts/49e7712a1c87d6f3,artifacts/49e7712a1c87d6f3,0,5,No,1
artifacts/4a4e3bc7ab9db008,artifacts/4a4e3bc7ab9db008,0,5,No,1
artifacts/4af7b5266df04351,artifacts/4af7b5266df04351,0,2,No,1
artifacts/4b114d99a5a55f72,artifacts/4b114d99a5a55f72,0,5,No,1
artifacts/4b38cd470112bf1a,artifacts/4b38cd470112bf1a,0,5,No,1
artifacts/4bd0ea9d83d19c28,artifacts/4bd0ea9d83d19c28,0,5,No,1
artifacts/4be5984479ec10bb,artifacts/4be5984479ec10bb,0,5,No,1
artifacts/4c8cd08f8349782f,artifacts/4c8cd08f8349782f,0,5,No,1
artifacts/4d02986dcd11cc2d,artifacts/4d02986dcd11cc2d,0,5,No,1
artifacts/4e1ca58418ed3072,artifacts/4e1ca58418ed3072,0,5,No,1
artifacts/4ebc57021cccdd72,artifacts/4ebc57021cccdd72,0,5,No,1
artifacts/4ef818eff404a332,artifacts/4ef818eff404a332,0,5,No,1
artifacts/4f5f119d3e3726c1,artifacts/4f5f119d3e3726c1,0,5,No,1
artifacts/504ae2ddf34ed57c,artifacts/504ae2ddf34ed57c,0,5,No,1
artifacts/51925656876096b3,artifacts/51925656876096b3,0,5,No,1
artifacts/519bf75f309fa764,artifacts/519bf75f309fa764,0,5,No,1
artifacts/51cc19ed242b48aa,artifacts/51cc19ed242b48aa,0,5,No,1
artifacts/5210e19ecdbe2ad6,artifacts/5210e19ecdbe2ad6,0,5,No,1
artifacts/5210f16a0fb750d6,artifacts/5210f16a0fb750d6,0,5,No,1
artifacts/522f4fd164227827,artifacts/522f4fd164227827,0,5,No,1
artifacts/52447c1aff2aca6d,artifacts/52447c1aff2aca6d,0,5,No,1
artifacts/52d343d78f0ba0b9,artifacts/52d343d78f0ba0b9,0,5,No,1
artifacts/53894f2055c54770,artifacts/53894f2055c54770,0,2,No,1
artifacts/548ba167d900ce1b,artifacts/548ba167d900ce1b,0,5,No,1
artifacts/54da38158510903a,artifacts/54da38158510903a,0,5,No,1
artifacts/55577599b9c741eb,artifacts/55577599b9c741eb,0,5,No,1
artifacts/56e3090abca7fc2d,artifacts/56e3090abca7fc2d,0,5,No,1
artifacts/570f46e1827bdaef,artifacts/570f46e1827bdaef,0,5,No,1
artifacts/57419800bd61b77c,artifacts/57419800bd61b77c,0,5,No,1
artifacts/57f709c042b3404b,artifacts/57f709c042b3404b,0,5,No,1
artifacts/586b7d75cf7d0b82,artifacts/586b7d75cf7d0b82,0,5,No,1
artifacts/587b1f3e96b7cea5,artifacts/587b1f3e96b7cea5,0,5,No,1
artifacts/5987a02ed46f0ef4,artifacts/5987a02ed46f0ef4,0,5,No,1
artifacts/5998fda7422aa9e6,artifacts/5998fda7422aa9e6,0,5,No,1
artifacts/59b588abe6f346b6,artifacts/59b588abe6f346b6,0,5,No,1
artifacts/59ed9909c0edd800,artifacts/59ed9909c0edd800,0,5,No,1
artifacts/5a67c0ee2b7f2d0a,artifacts/5a67c0ee2b7f2d0a,0,5,No,1
artifacts/5a754452ada37f73,artifacts/5a754452ada37f73,0,5,No,1
artifacts/5b601e05cd2ee1be,artifacts/5b601e05cd2ee1be,0,5,No,1
artifacts/5b90ccc351a5c543,artifacts/5b90ccc351a5c543,0,5,No,1
artifacts/5beb810d0307d249,artifacts/5beb810d0307d249,0,5,No,1
artifacts/5c6e1244b77af7b3,artifacts/5c6e1244b77af7b3,0,5,No,1
artifacts/5c96c19b0eafad0f,artifacts/5c96c19b0eafad0f,0,5,No,1
artifacts/5ca02ea27e6e03b4,artifacts/5ca02ea27e6e03b4,0,5,No,1
artifacts/5ce46c90444f4437,artifacts/5ce46c90444f4437,0,5,No,1
artifacts/5d4339f6cf828e97,artifacts/5d4339f6cf828e97,0,5,No,1
artifacts/5e1b2cc4754e33cc,artifacts/5e1b2cc4754e33cc,0,5,No,1
artifacts/5f1e2a364410df4b,artifacts/5f1e2a364410df4b,0,5,No,1
artifacts/5f2fde3d5effe432,artifacts/5f2fde3d5effe432,0,5,No,1
artifacts/5f8787d4abc7d1e3,artifacts/5f8787d4abc7d1e3,0,5,No,1
artifacts/60e08dfe7d802d5b,artifacts/60e08dfe7d802d5b,0,5,No,1
artifacts/610a4c48ecaa72bf,artifacts/610a4c48ecaa72bf,0,5,No,1
artifacts/611c69e435f38f48,artifacts/611c69e435f38f48,0,5,No,1
artifacts/639db5e6858d5305,artifacts/639db5e6858d5305,0,5,No,1
artifacts/63a168d1a573e286,artifacts/63a168d1a573e286,0,5,No,1
artifacts/63e7c40123a4adfa,artifacts/63e7c40123a4adfa,0,5,No,1
artifacts/646589629b885a6c,artifacts/646589629b885a6c,0,5,No,1
artifacts/646d0ef45a1cd964,artifacts/646d0ef45a1cd964,0,5,No,1
artifacts/65e67ab622789587,artifacts/65e67ab622789587,0,5,No,1
artifacts/6627bc356f005e3f,artifacts/6627bc356f005e3f,0,5,No,1
artifacts/669cd5bd316d039a,artifacts/669cd5bd316d039a,0,2,No,1
artifacts/673cff1f970b11d0,artifacts/673cff1f970b11d0,0,5,No,1
