Artist,BookName,SourcePath,SourceExists,ProcessedFolderName,ProcessedPath,ProcessedExists,FileCount,Status
Dire Straits,Dire Straits - Brothers In Arms,Dire Straits\Dire Straits - Brothers In Arms.pdf,YES,Dire Straits - Brothers In Arms,Dire Straits\Dire Straits - Brothers In Arms,YES,9,COMPLETE
Dire Straits,Dire Straits - Jam With Dire Straits _Guitar Book_,Dire Straits\Dire Straits - Jam With Dire Straits _Guitar Book_.pdf,YES,Dire Straits - Jam With Dire Straits _Guitar Book_,Dire Straits\Dire Straits - Jam With Dire Straits _Guitar Book_,YES,8,COMPLETE
Dire Straits,Dire Straits - Mark Knopfler Guitar Styles Vol 1 _Guitar Book_,Dire Straits\Dire Straits - Mark Knopfler Guitar Styles Vol 1 _Guitar Book_.pdf,YES,Dire Straits - Mark Knopfler Guitar Styles Vol 1 _Guitar Book_,Dire Straits\Dire Straits - Mark Knopfler Guitar Styles Vol 1 _Guitar Book_,YES,0,COMPLETE
Dire Straits,Dire Straits - Money For Nothing _Guitar Book_,Dire Straits\Dire Straits - Money For Nothing _Guitar Book_.pdf,YES,Dire Straits - Money For Nothing _Guitar Book_,Dire Straits\Dire Straits - Money For Nothing _Guitar Book_,YES,1,COMPLETE
Don Henley,Don Henley - Actual Miles _Greatest Hits_,Don Henley\Don Henley - Actual Miles _Greatest Hits_.pdf,YES,Don Henley - Actual Miles _Greatest Hits_,Don Henley\Don Henley - Actual Miles _Greatest Hits_,YES,3,COMPLETE
Don Henley,Don Henley - The End Of The Innocence _PVG Book_,Don Henley\Don Henley - The End Of The Innocence _PVG Book_.pdf,YES,Don Henley - The End Of The Innocence _PVG Book_,Don Henley\Don Henley - The End Of The Innocence _PVG Book_,YES,10,COMPLETE
Doobie Brothers,Doobie Brothers - Best Of _Band Score Jap_,Doobie Brothers\Doobie Brothers - Best Of _Band Score Jap_.pdf,YES,Doobie Brothers - Best Of _Band Score Jap_,Doobie Brothers\Doobie Brothers - Best Of _Band Score Jap_,YES,1,COMPLETE
Doobie Brothers,Doobie Brothers - Songs,Doobie Brothers\Doobie Brothers - Songs.pdf,YES,Doobie Brothers - Songs,Doobie Brothers\Doobie Brothers - Songs,YES,9,COMPLETE
Doors,Doors - Anthology,Doors\Doors - Anthology.pdf,YES,Doors - Anthology,Doors\Doors - Anthology,YES,12,COMPLETE
Doors,Doors - Songbook,Doors\Doors - Songbook.pdf,YES,Doors - Songbook,Doors\Doors - Songbook,YES,6,COMPLETE
Dr John,Dr John - New Orleans Piano Vol 2,Dr John\Dr John - New Orleans Piano Vol 2.pdf,YES,Dr John - New Orleans Piano Vol 2,Dr John\Dr John - New Orleans Piano Vol 2,YES,3,COMPLETE
Duran Duran,Duran Duran - Best Of _Score_,Duran Duran\Duran Duran - Best Of _Score_.pdf,YES,Duran Duran - Best Of _Score_,Duran Duran\Duran Duran - Best Of _Score_,YES,12,COMPLETE
Duran Duran,Duran Duran - Decade _PVG Book_,Duran Duran\Duran Duran - Decade _PVG Book_.pdf,YES,Duran Duran - Decade _PVG Book_,Duran Duran\Duran Duran - Decade _PVG Book_,YES,15,COMPLETE
Duran Duran,Duran Duran - Seven And The Ragged Tiger _Jap Band Score_,Duran Duran\Duran Duran - Seven And The Ragged Tiger _Jap Band Score_.pdf,YES,Duran Duran - Seven And The Ragged Tiger _Jap Band Score_,Duran Duran\Duran Duran - Seven And The Ragged Tiger _Jap Band Score_,YES,8,COMPLETE
ELO,ELO - A New World Record,ELO\ELO - A New World Record.pdf,YES,ELO - A New World Record,Elo\ELO - A New World Record,YES,7,COMPLETE
ELO,ELO - Greatest Hits,ELO\ELO - Greatest Hits.pdf,YES,ELO - Greatest Hits,Elo\ELO - Greatest Hits,YES,2,COMPLETE
ELO,Elo - Anthology _PVG_,ELO\Elo - Anthology _PVG_.pdf,YES,Elo - Anthology _PVG_,Elo\Elo - Anthology _PVG_,YES,32,COMPLETE
ELO,Elo - Discovery _PVG Book_,ELO\Elo - Discovery _PVG Book_.pdf,YES,Elo - Discovery _PVG Book_,Elo\Elo - Discovery _PVG Book_,YES,1,COMPLETE
ELO,Elo - Face The Music _PVG Bok_,ELO\Elo - Face The Music _PVG Bok_.pdf,YES,Elo - Face The Music _PVG Bok_,Elo\Elo - Face The Music _PVG Bok_,YES,2,COMPLETE
ELO,Elo - Out Of The Blue _Book_,ELO\Elo - Out Of The Blue _Book_.pdf,YES,Elo - Out Of The Blue _Book_,Elo\Elo - Out Of The Blue _Book_,YES,1,COMPLETE
Eagles,Eagles - Greatest Hits,Eagles\Eagles - Greatest Hits.pdf,YES,Eagles - Greatest Hits,Eagles\Eagles - Greatest Hits,YES,10,COMPLETE
Eagles,Eagles - Greatest Hits _1971-1975_,Eagles\Eagles - Greatest Hits _1971-1975_.pdf,YES,Eagles - Greatest Hits _1971-1975_,Eagles\Eagles - Greatest Hits _1971-1975_,YES,10,COMPLETE
Eagles,Eagles - Hotel California _Guitar Songbook_,Eagles\Eagles - Hotel California _Guitar Songbook_.pdf,YES,Eagles - Hotel California _Guitar Songbook_,Eagles\Eagles - Hotel California _Guitar Songbook_,YES,1,COMPLETE
Eagles,Eagles - Made Easy For Guitar,Eagles\Eagles - Made Easy For Guitar.pdf,YES,Eagles - Made Easy For Guitar,Eagles\Eagles - Made Easy For Guitar,YES,6,COMPLETE
Eagles,Eagles - New Eagles Complete,Eagles\Eagles - New Eagles Complete.pdf,YES,Eagles - New Eagles Complete,Eagles\Eagles - New Eagles Complete,YES,67,COMPLETE
Eagles,Eagles - The Best Of The Eagles - Songbook,Eagles\Eagles - The Best Of The Eagles - Songbook.pdf,YES,Eagles - The Best Of The Eagles - Songbook,Eagles\Eagles - The Best Of The Eagles - Songbook,YES,12,COMPLETE
Elton John,Elton John - A Single Man,Elton John\Elton John - A Single Man.pdf,YES,Elton John - A Single Man,Elton John\Elton John - A Single Man,YES,10,COMPLETE
Elton John,Elton John - Captain Fantastic,Elton John\Elton John - Captain Fantastic.pdf,YES,Elton John - Captain Fantastic,Elton John\Elton John - Captain Fantastic,YES,1,COMPLETE
Elton John,Elton John - Goodbye Yellow Brick Road,Elton John\Elton John - Goodbye Yellow Brick Road.pdf,YES,Elton John - Goodbye Yellow Brick Road,Elton John\Elton John - Goodbye Yellow Brick Road,YES,2,COMPLETE
Elton John,Elton John - Greatest Hits 1970-2002,Elton John\Elton John - Greatest Hits 1970-2002.pdf,YES,Elton John - Greatest Hits 1970-2002,Elton John\Elton John - Greatest Hits 1970-2002,YES,30,COMPLETE
Elton John,Elton John - Ice On Fire,Elton John\Elton John - Ice On Fire.pdf,YES,Elton John - Ice On Fire,Elton John\Elton John - Ice On Fire,YES,12,COMPLETE
Elton John,Elton John - Made In England,Elton John\Elton John - Made In England.pdf,YES,Elton John - Made In England,Elton John\Elton John - Made In England,YES,11,COMPLETE
Elton John,Elton John - Peachtree Road,Elton John\Elton John - Peachtree Road.pdf,YES,Elton John - Peachtree Road,Elton John\Elton John - Peachtree Road,YES,10,COMPLETE
Elton John,Elton John - Reg Strikes Back,Elton John\Elton John - Reg Strikes Back.pdf,YES,Elton John - Reg Strikes Back,Elton John\Elton John - Reg Strikes Back,YES,9,COMPLETE
Elton John,Elton John - Sleeping With The Past,Elton John\Elton John - Sleeping With The Past.pdf,YES,Elton John - Sleeping With The Past,Elton John\Elton John - Sleeping With The Past,YES,1,COMPLETE
Elton John,Elton John - Songs From The West Coast,Elton John\Elton John - Songs From The West Coast.pdf,YES,Elton John - Songs From The West Coast,Elton John\Elton John - Songs From The West Coast,YES,3,COMPLETE
Elton John,Elton John - The Big Picture,Elton John\Elton John - The Big Picture.pdf,YES,Elton John - The Big Picture,Elton John\Elton John - The Big Picture,YES,3,COMPLETE
Elton John,Elton John - The Elton John Collection _Piano Solos_,Elton John\Elton John - The Elton John Collection _Piano Solos_.pdf,YES,Elton John - The Elton John Collection _Piano Solos_,Elton John\Elton John - The Elton John Collection _Piano Solos_,YES,22,COMPLETE
Elton John,Elton John - The One,Elton John\Elton John - The One.pdf,YES,Elton John - The One,Elton John\Elton John - The One,YES,5,COMPLETE
Elton John,Elton John - The Ultimate Collection Vol 1,Elton John\Elton John - The Ultimate Collection Vol 1.pdf,YES,Elton John - The Ultimate Collection Vol 1,Elton John\Elton John - The Ultimate Collection Vol 1,YES,59,COMPLETE
Elton John,Elton John - The Ultimate Collection Vol 2,Elton John\Elton John - The Ultimate Collection Vol 2.pdf,YES,Elton John - The Ultimate Collection Vol 2,Elton John\Elton John - The Ultimate Collection Vol 2,YES,29,COMPLETE
Elton John,Elton John - The Very Best Of,Elton John\Elton John - The Very Best Of.pdf,YES,Elton John - The Very Best Of,Elton John\Elton John - The Very Best Of,YES,1,COMPLETE
Elton John,Elton John - Too Low For Zero _Book_,Elton John\Elton John - Too Low For Zero _Book_.pdf,YES,Elton John - Too Low For Zero _Book_,Elton John\Elton John - Too Low For Zero _Book_,YES,10,COMPLETE
Elvis Costello,Elvis Costello - The Very Best Of,Elvis Costello\Elvis Costello - The Very Best Of.pdf,YES,Elvis Costello - The Very Best Of,Elvis Costello\Elvis Costello - The Very Best Of,YES,42,COMPLETE
Elvis Presley,Elvis Presley - The Compleat _PVG Book_,Elvis Presley\Elvis Presley - The Compleat _PVG Book_.pdf,YES,Elvis Presley - The Compleat _PVG Book_,Elvis Presley\Elvis Presley - The Compleat _PVG Book_,YES,0,COMPLETE
Emerson Lake and Palmer,Emerson Lake And Palmer - Black Book,Emerson Lake and Palmer\Emerson Lake And Palmer - Black Book.pdf,YES,Emerson Lake And Palmer - Black Book,Emerson Lake And Palmer\Emerson Lake And Palmer - Black Book,YES,2,COMPLETE
Emerson Lake and Palmer,Emerson Lake And Palmer - Greatest Hits,Emerson Lake and Palmer\Emerson Lake And Palmer - Greatest Hits.pdf,YES,Emerson Lake And Palmer - Greatest Hits,Emerson Lake And Palmer\Emerson Lake And Palmer - Greatest Hits,YES,10,COMPLETE
Emerson Lake and Palmer,Emerson Lake And Palmer - Tarkus _Book_,Emerson Lake and Palmer\Emerson Lake And Palmer - Tarkus _Book_.pdf,YES,Emerson Lake And Palmer - Tarkus _Book_,Emerson Lake And Palmer\Emerson Lake And Palmer - Tarkus _Book_,YES,13,COMPLETE
Emerson Lake and Palmer,Emerson Lake And Palmer - Trilogy _Book_,Emerson Lake and Palmer\Emerson Lake And Palmer - Trilogy _Book_.pdf,YES,Emerson Lake And Palmer - Trilogy _Book_,Emerson Lake And Palmer\Emerson Lake And Palmer - Trilogy _Book_,YES,7,COMPLETE
Eric Clapton,Eric Clapton - Derek And The Dominos _Book_,Eric Clapton\Eric Clapton - Derek And The Dominos _Book_.pdf,YES,Eric Clapton - Derek And The Dominos _Book_,Eric Clapton\Eric Clapton - Derek And The Dominos _Book_,YES,14,COMPLETE
Eric Clapton,Eric Clapton - The Best Of Book,Eric Clapton\Eric Clapton - The Best Of Book.pdf,YES,Eric Clapton - The Best Of Book,Eric Clapton\Eric Clapton - The Best Of Book,YES,10,COMPLETE
Eric Clapton,Eric Clapton - The Cream Of Clapton,Eric Clapton\Eric Clapton - The Cream Of Clapton.pdf,YES,Eric Clapton - The Cream Of Clapton,Eric Clapton\Eric Clapton - The Cream Of Clapton,YES,0,COMPLETE
Eric Clapton,Eric Clapton - Unplugged _Book_,Eric Clapton\Eric Clapton - Unplugged _Book_.pdf,YES,Eric Clapton - Unplugged _Book_,Eric Clapton\Eric Clapton - Unplugged _Book_,YES,14,COMPLETE
Fleetwood Mac,Fleetwood Mac - Anthology,Fleetwood Mac\Fleetwood Mac - Anthology.pdf,YES,Fleetwood Mac - Anthology,Fleetwood Mac\Fleetwood Mac - Anthology,YES,27,COMPLETE
Fleetwood Mac,Fleetwood Mac - Deluxe Anthology,Fleetwood Mac\Fleetwood Mac - Deluxe Anthology.pdf,YES,Fleetwood Mac - Deluxe Anthology,Fleetwood Mac\Fleetwood Mac - Deluxe Anthology,YES,42,COMPLETE
Fleetwood Mac,Fleetwood Mac - Fleetwood Mac Heroes Are Hard To Find,Fleetwood Mac\Fleetwood Mac - Fleetwood Mac Heroes Are Hard To Find.pdf,YES,Fleetwood Mac - Fleetwood Mac Heroes Are Hard To Find,Fleetwood Mac\Fleetwood Mac - Fleetwood Mac Heroes Are Hard To Find,YES,15,COMPLETE
Fleetwood Mac,Fleetwood Mac - Mirage,Fleetwood Mac\Fleetwood Mac - Mirage.pdf,YES,Fleetwood Mac - Mirage,Fleetwood Mac\Fleetwood Mac - Mirage,YES,12,COMPLETE
Fleetwood Mac,Fleetwood Mac - Rumours,Fleetwood Mac\Fleetwood Mac - Rumours.pdf,YES,Fleetwood Mac - Rumours,Fleetwood Mac\Fleetwood Mac - Rumours,YES,11,COMPLETE
Fleetwood Mac,Fleetwood Mac - Tango In The Night,Fleetwood Mac\Fleetwood Mac - Tango In The Night.pdf,YES,Fleetwood Mac - Tango In The Night,Fleetwood Mac\Fleetwood Mac - Tango In The Night,YES,12,COMPLETE
Fleetwood Mac,Fleetwood Mac - The Dance,Fleetwood Mac\Fleetwood Mac - The Dance.pdf,YES,Fleetwood Mac - The Dance,Fleetwood Mac\Fleetwood Mac - The Dance,YES,13,COMPLETE
Frank Zappa,Frank Zappa - Hot Rats,Frank Zappa\Frank Zappa - Hot Rats.pdf,YES,Frank Zappa - Hot Rats,Frank Zappa\Frank Zappa - Hot Rats,YES,2,COMPLETE
Frank Zappa,Frank Zappa - Songbook Vol 1,Frank Zappa\Frank Zappa - Songbook Vol 1.pdf,YES,Frank Zappa - Songbook Vol 1,Frank Zappa\Frank Zappa - Songbook Vol 1,YES,17,COMPLETE
Frank Zappa,Frank Zappa - The Frank Zappa Guitar Book _transcriptions By Steve Vai_,Frank Zappa\Frank Zappa - The Frank Zappa Guitar Book _transcriptions By Steve Vai_.pdf,YES,Frank Zappa - The Frank Zappa Guitar Book _transcriptions By Steve Vai_,Frank Zappa\Frank Zappa - The Frank Zappa Guitar Book _transcriptions By Steve Vai_,YES,12,COMPLETE
Fray,Fray - How To Save A Life _Book_,Fray\Fray - How To Save A Life _Book_.pdf,YES,Fray - How To Save A Life _Book_,Fray\Fray - How To Save A Life _Book_,YES,3,COMPLETE
Garth Brooks,Garth Brooks - No Fences _Guitar Tab_,Garth Brooks\Garth Brooks - No Fences _Guitar Tab_.pdf,YES,Garth Brooks - No Fences _Guitar Tab_,Garth Brooks\Garth Brooks - No Fences _Guitar Tab_,YES,7,COMPLETE
Garth Brooks,Garth Brooks - The Hits _Guitar Tab_,Garth Brooks\Garth Brooks - The Hits _Guitar Tab_.pdf,YES,Garth Brooks - The Hits _Guitar Tab_,Garth Brooks\Garth Brooks - The Hits _Guitar Tab_,YES,1,COMPLETE
Garth Brooks,Garth Brooks - The Limited Series,Garth Brooks\Garth Brooks - The Limited Series.pdf,YES,Garth Brooks - The Limited Series,Garth Brooks\Garth Brooks - The Limited Series,YES,21,COMPLETE
Genesis,Genesis - A Trick Of The Tail _Book_,Genesis\Genesis - A Trick Of The Tail _Book_.pdf,YES,Genesis - A Trick Of The Tail _Book_,Genesis\Genesis - A Trick Of The Tail _Book_,YES,8,COMPLETE
Genesis,Genesis - Anthology,Genesis\Genesis - Anthology.pdf,YES,Genesis - Anthology,Genesis\Genesis - Anthology,YES,44,COMPLETE
Genesis,Genesis - Best Of Vol 1,Genesis\Genesis - Best Of Vol 1.pdf,YES,Genesis - Best Of Vol 1,Genesis\Genesis - Best Of Vol 1,YES,10,COMPLETE
Genesis,Genesis - Invisible Touch _Book_,Genesis\Genesis - Invisible Touch _Book_.pdf,YES,Genesis - Invisible Touch _Book_,Genesis\Genesis - Invisible Touch _Book_,YES,8,COMPLETE
Genesis,Genesis - Rock Score,Genesis\Genesis - Rock Score.pdf,YES,Genesis - Rock Score,Genesis\Genesis - Rock Score,YES,4,COMPLETE
Genesis,Genesis - Seconds Out,Genesis\Genesis - Seconds Out.pdf,YES,Genesis - Seconds Out,Genesis\Genesis - Seconds Out,YES,8,COMPLETE
Genesis,Genesis - Selling England By The Pound,Genesis\Genesis - Selling England By The Pound.pdf,YES,Genesis - Selling England By The Pound,Genesis\Genesis - Selling England By The Pound,YES,7,COMPLETE
George Michael,George Michael - Greatest Hits,George Michael\George Michael - Greatest Hits.pdf,YES,George Michael - Greatest Hits,George Michael\George Michael - Greatest Hits,YES,29,COMPLETE
George Michael,George Michael - Older _Book_,George Michael\George Michael - Older _Book_.pdf,YES,George Michael - Older _Book_,George Michael\George Michael - Older _Book_,YES,11,COMPLETE
Grand Funk Railroad,Grand Funk - Closer To Home _PVG Book_,Grand Funk Railroad\Grand Funk - Closer To Home _PVG Book_.pdf,YES,Grand Funk - Closer To Home _PVG Book_,Grand Funk Railroad\Grand Funk - Closer To Home _PVG Book_,YES,5,COMPLETE
Grand Funk Railroad,Grand Funk - Were An American Band _PVG Book_,Grand Funk Railroad\Grand Funk - Were An American Band _PVG Book_.pdf,YES,Grand Funk - Were An American Band _PVG Book_,Grand Funk Railroad\Grand Funk - Were An American Band _PVG Book_,YES,8,COMPLETE
Grand Funk Railroad,Grand Funk Railroad - Born To Die _PVG Book_,Grand Funk Railroad\Grand Funk Railroad - Born To Die _PVG Book_.pdf,YES,Grand Funk Railroad - Born To Die _PVG Book_,Grand Funk Railroad\Grand Funk Railroad - Born To Die _PVG Book_,YES,10,COMPLETE
Grand Funk Railroad,Grand Funk Railroad - Hits From Were An American Band Shinin On Phoenix _PVG_,Grand Funk Railroad\Grand Funk Railroad - Hits From Were An American Band Shinin On Phoenix _PVG_.pdf,YES,Grand Funk Railroad - Hits From Were An American Band Shinin On Phoenix _PVG_,Grand Funk Railroad\Grand Funk Railroad - Hits From Were An American Band Shinin On Phoenix _PVG_,YES,23,COMPLETE
Harry Chapin,Harry Chapin - The Authentic Guitar Style Of _Guitar Tab_,Harry Chapin\Harry Chapin - The Authentic Guitar Style Of _Guitar Tab_.pdf,YES,Harry Chapin - The Authentic Guitar Style Of _Guitar Tab_,Harry Chapin\Harry Chapin - The Authentic Guitar Style Of _Guitar Tab_,YES,9,COMPLETE
Henri Mancini,Henry Mancini - A Merry Mancini Christmas,Henri Mancini\Henry Mancini - A Merry Mancini Christmas.pdf,YES,Henry Mancini - A Merry Mancini Christmas,Henri Mancini\Henry Mancini - A Merry Mancini Christmas,YES,13,COMPLETE
Herman's Hermits,Hermans Hermits - Collection,Herman's Hermits\Hermans Hermits - Collection.pdf,YES,Hermans Hermits - Collection,Herman's Hermits\Hermans Hermits - Collection,YES,8,COMPLETE
Jackson Browne,Jackson Browne - Deluxe Anthology,Jackson Browne\Jackson Browne - Deluxe Anthology.pdf,YES,Jackson Browne - Deluxe Anthology,Jackson Browne\Jackson Browne - Deluxe Anthology,YES,39,COMPLETE
James Blunt,James Blunt - All The Lost Souls _Book_,James Blunt\James Blunt - All The Lost Souls _Book_.pdf,YES,James Blunt - All The Lost Souls _Book_,James Blunt\James Blunt - All The Lost Souls _Book_,YES,10,COMPLETE
James Blunt,James Blunt - Back To Bedlam _Book_,James Blunt\James Blunt - Back To Bedlam _Book_.pdf,YES,James Blunt - Back To Bedlam _Book_,James Blunt\James Blunt - Back To Bedlam _Book_,YES,1,COMPLETE
James Taylor,James Taylor - Classic _Guitar_,James Taylor\James Taylor - Classic _Guitar_.pdf,YES,James Taylor - Classic _Guitar_,James Taylor\James Taylor - Classic _Guitar_,YES,15,COMPLETE
James Taylor,James Taylor - Classics _guitar tab_,James Taylor\James Taylor - Classics _guitar tab_.pdf,YES,James Taylor - Classics _guitar tab_,James Taylor\James Taylor - Classics _guitar tab_,YES,15,COMPLETE
James Taylor,James Taylor - Guitar Songbook,James Taylor\James Taylor - Guitar Songbook.pdf,YES,James Taylor - Guitar Songbook,James Taylor\James Taylor - Guitar Songbook,YES,24,COMPLETE
James Taylor,James Taylor - James Taylor Songbook,James Taylor\James Taylor - James Taylor Songbook.pdf,YES,James Taylor - James Taylor Songbook,James Taylor\James Taylor - James Taylor Songbook,YES,24,COMPLETE
James Taylor,James Taylor - James Taylor _PVG Book_,James Taylor\James Taylor - James Taylor _PVG Book_.pdf,YES,James Taylor - James Taylor _PVG Book_,James Taylor\James Taylor - James Taylor _PVG Book_,YES,21,COMPLETE
James Taylor,James Taylor - Thats Why Im Here _PVG Book_,James Taylor\James Taylor - Thats Why Im Here _PVG Book_.pdf,YES,James Taylor - Thats Why Im Here _PVG Book_,James Taylor\James Taylor - Thats Why Im Here _PVG Book_,YES,10,COMPLETE
Jim Croce,Jim Croce - Acoustic Fingerstyle Video Guitar Lessons,Jim Croce\Jim Croce - Acoustic Fingerstyle Video Guitar Lessons.pdf,YES,Jim Croce - Acoustic Fingerstyle Video Guitar Lessons,Jim Croce\Jim Croce - Acoustic Fingerstyle Video Guitar Lessons,YES,1,COMPLETE
Jimmy Buffet,Jimmy Buffett - Barometer Soup _PVG Book_,Jimmy Buffet\Jimmy Buffett - Barometer Soup _PVG Book_.pdf,YES,Jimmy Buffett - Barometer Soup _PVG Book_,Jimmy Buffet\Jimmy Buffett - Barometer Soup _PVG Book_,YES,9,COMPLETE
Jimmy Buffet,Jimmy Buffett - Fruitcakes _PVG Book_,Jimmy Buffet\Jimmy Buffett - Fruitcakes _PVG Book_.pdf,YES,Jimmy Buffett - Fruitcakes _PVG Book_,Jimmy Buffet\Jimmy Buffett - Fruitcakes _PVG Book_,YES,9,COMPLETE
Joe Cocker,Joe Cocker - Best Of,Joe Cocker\Joe Cocker - Best Of.pdf,YES,Joe Cocker - Best Of,Joe Cocker\Joe Cocker - Best Of,YES,16,COMPLETE
Joe Cocker,Joe Cocker - Mad Dogs And Englishmen _Book_,Joe Cocker\Joe Cocker - Mad Dogs And Englishmen _Book_.pdf,YES,Joe Cocker - Mad Dogs And Englishmen _Book_,Joe Cocker\Joe Cocker - Mad Dogs And Englishmen _Book_,YES,16,COMPLETE
Joe Cocker,Joe Cocker - Songbook,Joe Cocker\Joe Cocker - Songbook.pdf,YES,Joe Cocker - Songbook,Joe Cocker\Joe Cocker - Songbook,YES,1,COMPLETE
John Denver,John Denver - Anthology,John Denver\John Denver - Anthology.pdf,YES,John Denver - Anthology,John Denver\John Denver - Anthology,YES,53,COMPLETE
John Denver,John Denver - Anthology _PVG_,John Denver\John Denver - Anthology _PVG_.pdf,YES,John Denver - Anthology _PVG_,John Denver\John Denver - Anthology _PVG_,YES,53,COMPLETE
John Denver,John Denver - Back Home Again,John Denver\John Denver - Back Home Again.pdf,YES,John Denver - Back Home Again,John Denver\John Denver - Back Home Again,YES,18,COMPLETE
John Denver,John Denver - Best Of _Easy Piano_,John Denver\John Denver - Best Of _Easy Piano_.pdf,YES,John Denver - Best Of _Easy Piano_,John Denver\John Denver - Best Of _Easy Piano_,YES,18,COMPLETE
John Denver,John Denver - I Want To Live _PVG Book_,John Denver\John Denver - I Want To Live _PVG Book_.pdf,YES,John Denver - I Want To Live _PVG Book_,John Denver\John Denver - I Want To Live _PVG Book_,YES,11,COMPLETE
John Denver,John Denver - The Authentic Guitar Style Of,John Denver\John Denver - The Authentic Guitar Style Of.pdf,YES,John Denver - The Authentic Guitar Style Of,John Denver\John Denver - The Authentic Guitar Style Of,YES,12,COMPLETE
John Lennon,John Lennon - Collection,John Lennon\John Lennon - Collection.pdf,YES,John Lennon - Collection,John Lennon\John Lennon - Collection,YES,3,COMPLETE
John Lennon,John Lennon - Greatest Hits,John Lennon\John Lennon - Greatest Hits.pdf,YES,John Lennon - Greatest Hits,John Lennon\John Lennon - Greatest Hits,YES,15,COMPLETE
Joni Mitchell,Joni Mitchell - The Best Of _PVG_,Joni Mitchell\Joni Mitchell - The Best Of _PVG_.pdf,YES,Joni Mitchell - The Best Of _PVG_,Joni Mitchell\Joni Mitchell - The Best Of _PVG_,YES,10,COMPLETE
Joni Mitchell,Joni Mitchell Songbook Complete Vol1 1966-1970,Joni Mitchell\Joni Mitchell Songbook Complete Vol1 1966-1970.pdf,YES,Joni Mitchell Songbook Complete Vol1 1966-1970,Joni Mitchell\Joni Mitchell Songbook Complete Vol1 1966-1970,YES,28,COMPLETE
Journey,Journey - Complete,Journey\Journey - Complete.pdf,YES,Journey - Complete,Journey\Journey - Complete,YES,68,COMPLETE
Journey,Journey - Complete Songbook,Journey\Journey - Complete Songbook.pdf,YES,Journey - Complete Songbook,Journey\Journey - Complete Songbook,YES,68,COMPLETE
Journey,Journey - Frontiers _Jap Band Score_,Journey\Journey - Frontiers _Jap Band Score_.pdf,YES,Journey - Frontiers _Jap Band Score_,Journey\Journey - Frontiers _Jap Band Score_,YES,1,COMPLETE
Journey,Journey - Greatest Hits,Journey\Journey - Greatest Hits.pdf,YES,Journey - Greatest Hits,Journey\Journey - Greatest Hits,YES,6,COMPLETE
Journey,Journey - Greatest Hits _Book_,Journey\Journey - Greatest Hits _Book_.pdf,YES,Journey - Greatest Hits _Book_,Journey\Journey - Greatest Hits _Book_,YES,5,COMPLETE
Journey,Journey - Superbest _Jap Band Score_,Journey\Journey - Superbest _Jap Band Score_.pdf,YES,Journey - Superbest _Jap Band Score_,Journey\Journey - Superbest _Jap Band Score_,YES,15,COMPLETE
Journey,Journey - The Guitar Collection,Journey\Journey - The Guitar Collection.pdf,YES,Journey - The Guitar Collection,Journey\Journey - The Guitar Collection,YES,16,COMPLETE
Judy Garland,Judy Garland - Songbook,Judy Garland\Judy Garland - Songbook.pdf,YES,Judy Garland - Songbook,Judy Garland\Judy Garland - Songbook,YES,13,COMPLETE
Katy Perry,Katy Perry - One Of The Boys _PVG Book_,Katy Perry\Katy Perry - One Of The Boys _PVG Book_.pdf,YES,Katy Perry - One Of The Boys _PVG Book_,Katy Perry\Katy Perry - One Of The Boys _PVG Book_,YES,12,COMPLETE
Kelly Clarkson,Kelly Clarkson - Breakaway _Book_,Kelly Clarkson\Kelly Clarkson - Breakaway _Book_.pdf,YES,Kelly Clarkson - Breakaway _Book_,Kelly Clarkson\Kelly Clarkson - Breakaway _Book_,YES,5,COMPLETE
Kenny Rogers,Kenny Rogers - Love Or Something Like It _Book_,Kenny Rogers\Kenny Rogers - Love Or Something Like It _Book_.pdf,YES,Kenny Rogers - Love Or Something Like It _Book_,Kenny Rogers\Kenny Rogers - Love Or Something Like It _Book_,YES,10,COMPLETE
Kinks,Kinks - Best Of The Kinks _Score_,Kinks\Kinks - Best Of The Kinks _Score_.pdf,YES,Kinks - Best Of The Kinks _Score_,Kinks\Kinks - Best Of The Kinks _Score_,YES,12,COMPLETE
Kinks,Kinks - Best Of _Score_,Kinks\Kinks - Best Of _Score_.pdf,YES,Kinks - Best Of _Score_,Kinks\Kinks - Best Of _Score_,YES,9,COMPLETE
Kinks,Kinks - Great Songs Of Kinks,Kinks\Kinks - Great Songs Of Kinks.pdf,YES,Kinks - Great Songs Of Kinks,Kinks\Kinks - Great Songs Of Kinks,YES,8,COMPLETE
Kinks,Kinks - Guitar Legends _Guitar_,Kinks\Kinks - Guitar Legends _Guitar_.pdf,YES,Kinks - Guitar Legends _Guitar_,Kinks\Kinks - Guitar Legends _Guitar_,YES,9,COMPLETE
Kinks,Kinks - Guitar Legends _Tab_,Kinks\Kinks - Guitar Legends _Tab_.pdf,YES,Kinks - Guitar Legends _Tab_,Kinks\Kinks - Guitar Legends _Tab_,YES,9,COMPLETE
Kinks,Kinks - Jam With The Kinks _Tab_,Kinks\Kinks - Jam With The Kinks _Tab_.pdf,YES,Kinks - Jam With The Kinks _Tab_,Kinks\Kinks - Jam With The Kinks _Tab_,YES,8,COMPLETE
Led Zepplin,Led Zeppelin - Led Zeppelin II,Led Zepplin\Led Zeppelin - Led Zeppelin II.pdf,YES,Led Zeppelin - Led Zeppelin II,Led Zepplin\Led Zeppelin - Led Zeppelin II,YES,1,COMPLETE
