Artist,BookName,SourcePath,SourceExists,ProcessedFolderName,ProcessedPath,ProcessedExists,FileCount,Status
Various Artists,Various Artists - Collection Of Country Music,Various Artists\Various Artists - Collection Of Country Music.pdf,YES,Various Artists - Collection Of Country Music,Various Artists\Various Artists - Collection Of Country Music,YES,72,COMPLETE
Various Artists,Various Artists - Complete Piano Player Easy Blues _22 songs_,Various Artists\Various Artists - Complete Piano Player Easy Blues _22 songs_.pdf,YES,Various Artists - Complete Piano Player Easy Blues _22 songs_,Various Artists\Various Artists - Complete Piano Player Easy Blues _22 songs_,YES,21,COMPLETE
Various Artists,Various Artists - Country Classics _PVG_,Various Artists\Various Artists - Country Classics _PVG_.pdf,YES,Various Artists - Country Classics _PVG_,Various Artists\Various Artists - Country Classics _PVG_,YES,54,COMPLETE
Various Artists,Various Artists - Even More Songs Of The Eighties _PVG_,Various Artists\Various Artists - Even More Songs Of The Eighties _PVG_.pdf,YES,Various Artists - Even More Songs Of The Eighties _PVG_,Various Artists\Various Artists - Even More Songs Of The Eighties _PVG_,YES,39,COMPLETE
Various Artists,Various Artists - Golden Era Of Rock And Roll _grab it_,Various Artists\Various Artists - Golden Era Of Rock And Roll _grab it_.pdf,YES,Various Artists - Golden Era Of Rock And Roll _grab it_,Various Artists\Various Artists - Golden Era Of Rock And Roll _grab it_,YES,100,COMPLETE
Various Artists,Various Artists - Great Bands Of The 60s _PVG Book_,Various Artists\Various Artists - Great Bands Of The 60s _PVG Book_.pdf,YES,Various Artists - Great Bands Of The 60s _PVG Book_,Various Artists\Various Artists - Great Bands Of The 60s _PVG Book_,YES,25,COMPLETE
Various Artists,Various Artists - Great Bands Of The 70s _PVG Book_,Various Artists\Various Artists - Great Bands Of The 70s _PVG Book_.pdf,YES,Various Artists - Great Bands Of The 70s _PVG Book_,Various Artists\Various Artists - Great Bands Of The 70s _PVG Book_,YES,20,COMPLETE
Various Artists,Various Artists - Great Big Book Of Childrens Songs,Various Artists\Various Artists - Great Big Book Of Childrens Songs.pdf,YES,Various Artists - Great Big Book Of Childrens Songs,Various Artists\Various Artists - Great Big Book Of Childrens Songs,YES,73,COMPLETE
Various Artists,Various Artists - Great Country Collection,Various Artists\Various Artists - Great Country Collection.pdf,YES,Various Artists - Great Country Collection,Various Artists\Various Artists - Great Country Collection,YES,14,COMPLETE
Various Artists,Various Artists - Great Songs Of The 70s _Guitar Tab_,Various Artists\Various Artists - Great Songs Of The 70s _Guitar Tab_.pdf,YES,Various Artists - Great Songs Of The 70s _Guitar Tab_,Various Artists\Various Artists - Great Songs Of The 70s _Guitar Tab_,YES,30,COMPLETE
Various Artists,Various Artists - Greatest Hits Of 2004-2005,Various Artists\Various Artists - Greatest Hits Of 2004-2005.pdf,YES,Various Artists - Greatest Hits Of 2004-2005,Various Artists\Various Artists - Greatest Hits Of 2004-2005,YES,59,COMPLETE
Various Artists,Various Artists - Greatest Love Songs Of 80s,Various Artists\Various Artists - Greatest Love Songs Of 80s.pdf,YES,Various Artists - Greatest Love Songs Of 80s,Various Artists\Various Artists - Greatest Love Songs Of 80s,YES,25,COMPLETE
Various Artists,Various Artists - Greatest Love Songs Of The 60s,Various Artists\Various Artists - Greatest Love Songs Of The 60s.pdf,YES,Various Artists - Greatest Love Songs Of The 60s,Various Artists\Various Artists - Greatest Love Songs Of The 60s,YES,25,COMPLETE
Various Artists,Various Artists - Greatest Love Songs Of The 70s,Various Artists\Various Artists - Greatest Love Songs Of The 70s.pdf,YES,Various Artists - Greatest Love Songs Of The 70s,Various Artists\Various Artists - Greatest Love Songs Of The 70s,YES,26,COMPLETE
Various Artists,Various Artists - Greatest Love Songs Of The 80s,Various Artists\Various Artists - Greatest Love Songs Of The 80s.pdf,YES,Various Artists - Greatest Love Songs Of The 80s,Various Artists\Various Artists - Greatest Love Songs Of The 80s,YES,25,COMPLETE
Various Artists,Various Artists - Heavy Metal Vol III,Various Artists\Various Artists - Heavy Metal Vol III.pdf,YES,Various Artists - Heavy Metal Vol III,Various Artists\Various Artists - Heavy Metal Vol III,YES,13,COMPLETE
Various Artists,Various Artists - Heavy Rock Hits Of The 80s _PVG_,Various Artists\Various Artists - Heavy Rock Hits Of The 80s _PVG_.pdf,YES,Various Artists - Heavy Rock Hits Of The 80s _PVG_,Various Artists\Various Artists - Heavy Rock Hits Of The 80s _PVG_,YES,20,COMPLETE
Various Artists,Various Artists - History Of Rock - Late 80s,Various Artists\Various Artists - History Of Rock - Late 80s.pdf,YES,Various Artists - History Of Rock - Late 80s,Various Artists\Various Artists - History Of Rock - Late 80s,YES,44,COMPLETE
Various Artists,Various Artists - More Songs Of The Eighties _PVG_,Various Artists\Various Artists - More Songs Of The Eighties _PVG_.pdf,YES,Various Artists - More Songs Of The Eighties _PVG_,Various Artists\Various Artists - More Songs Of The Eighties _PVG_,YES,42,COMPLETE
Various Artists,Various Artists - Music For The Millenium - The Seventies,Various Artists\Various Artists - Music For The Millenium - The Seventies.pdf,YES,Various Artists - Music For The Millenium - The Seventies,Various Artists\Various Artists - Music For The Millenium - The Seventies,YES,17,COMPLETE
Various Artists,Various Artists - Music For The Millennium The Seventies,Various Artists\Various Artists - Music For The Millennium The Seventies.pdf,YES,Various Artists - Music For The Millennium The Seventies,Various Artists\Various Artists - Music For The Millennium The Seventies,YES,17,COMPLETE
Various Artists,Various Artists - Oldies But Goodies,Various Artists\Various Artists - Oldies But Goodies.pdf,YES,Various Artists - Oldies But Goodies,Various Artists\Various Artists - Oldies But Goodies,YES,40,COMPLETE
Various Artists,Various Artists - Popular Piano Solos,Various Artists\Various Artists - Popular Piano Solos.pdf,YES,Various Artists - Popular Piano Solos,Various Artists\Various Artists - Popular Piano Solos,YES,11,COMPLETE
Various Artists,Various Artists - Songs Of The 60s _PVG_,Various Artists\Various Artists - Songs Of The 60s _PVG_.pdf,YES,Various Artists - Songs Of The 60s _PVG_,Various Artists\Various Artists - Songs Of The 60s _PVG_,YES,60,COMPLETE
Various Artists,Various Artists - The 1980s,Various Artists\Various Artists - The 1980s.pdf,YES,Various Artists - The 1980s,Various Artists\Various Artists - The 1980s,YES,30,COMPLETE
Various Artists,Various Artists - The 60s And 70s Rock Score,Various Artists\Various Artists - The 60s And 70s Rock Score.pdf,YES,Various Artists - The 60s And 70s Rock Score,Various Artists\Various Artists - The 60s And 70s Rock Score,YES,9,COMPLETE
Various Artists,Various Artists - The Best Childrens Songs Ever _Easy Piano_,Various Artists\Various Artists - The Best Childrens Songs Ever _Easy Piano_.pdf,YES,Various Artists - The Best Childrens Songs Ever _Easy Piano_,Various Artists\Various Artists - The Best Childrens Songs Ever _Easy Piano_,YES,103,COMPLETE
Various Artists,Various Artists - The Decade Series - The 1980s,Various Artists\Various Artists - The Decade Series - The 1980s.pdf,YES,Various Artists - The Decade Series - The 1980s,Various Artists\Various Artists - The Decade Series - The 1980s,YES,30,COMPLETE
Various Artists,Various Artists - The Greatest Love Songs Of The 80s,Various Artists\Various Artists - The Greatest Love Songs Of The 80s.pdf,YES,Various Artists - The Greatest Love Songs Of The 80s,Various Artists\Various Artists - The Greatest Love Songs Of The 80s,YES,25,COMPLETE
Various Artists,Various Artists - Ultimate 100 Pop Hits Of The 90s,Various Artists\Various Artists - Ultimate 100 Pop Hits Of The 90s.pdf,YES,Various Artists - Ultimate 100 Pop Hits Of The 90s,Various Artists\Various Artists - Ultimate 100 Pop Hits Of The 90s,YES,101,COMPLETE
Various Artists,Various Artists - Ultimate 80s Songs,Various Artists\Various Artists - Ultimate 80s Songs.pdf,YES,Various Artists - Ultimate 80s Songs,Various Artists\Various Artists - Ultimate 80s Songs,YES,0,COMPLETE
Various Artists,Various Artists - Ultimate Pop Sheet Music Collection 2000,Various Artists\Various Artists - Ultimate Pop Sheet Music Collection 2000.pdf,YES,Various Artists - Ultimate Pop Sheet Music Collection 2000,Various Artists\Various Artists - Ultimate Pop Sheet Music Collection 2000,YES,84,COMPLETE
Vince Guaraldi,Vince Guaraldi - Peanuts Songbook,Vince Guaraldi\Vince Guaraldi - Peanuts Songbook.pdf,YES,Vince Guaraldi - Peanuts Songbook,Vince Guaraldi\Vince Guaraldi - Peanuts Songbook,YES,2,COMPLETE
Vince Guaraldi,Vince Guaraldi - The Vince Guaraldi Collection,Vince Guaraldi\Vince Guaraldi - The Vince Guaraldi Collection.pdf,YES,Vince Guaraldi - The Vince Guaraldi Collection,Vince Guaraldi\Vince Guaraldi - The Vince Guaraldi Collection,YES,9,COMPLETE
Whitney Houston,Whitney Houston - The Best Of,Whitney Houston\Whitney Houston - The Best Of.pdf,YES,Whitney Houston - The Best Of,Whitney Houston\Whitney Houston - The Best Of,YES,10,COMPLETE
Who,Who - Quadrophenia _PVG_,Who\Who - Quadrophenia _PVG_.pdf,YES,Who - Quadrophenia _PVG_,Who\Who - Quadrophenia _PVG_,YES,9,COMPLETE
Who,Who - Who Anthology,Who\Who - Who Anthology.pdf,YES,Who - Who Anthology,Who\Who - Who Anthology,YES,44,COMPLETE
Wings,Wings - Greatest Hits,Wings\Wings - Greatest Hits.pdf,YES,Wings - Greatest Hits,Wings\Wings - Greatest Hits,YES,13,COMPLETE
Wings,Wings - London Town _PVG Book_,Wings\Wings - London Town _PVG Book_.pdf,YES,Wings - London Town _PVG Book_,Wings\Wings - London Town _PVG Book_,YES,8,COMPLETE
Wings,Wings - Over America _PVG_,Wings\Wings - Over America _PVG_.pdf,YES,Wings - Over America _PVG_,Wings\Wings - Over America _PVG_,YES,19,COMPLETE
Yes,Yes - Complete Deluxe Edition,Yes\Yes - Complete Deluxe Edition.pdf,YES,Yes - Complete Deluxe Edition,Yes\Yes - Complete Deluxe Edition,YES,29,COMPLETE
ZZ Top,Greatest Hits,ZZ Top\Greatest Hits.pdf,YES,Greatest Hits,Zz Top\Greatest Hits,YES,21,COMPLETE
_Broadway Shows,A Treasury Of Gilbert And Sullivan Part 1,_Broadway Shows\A Treasury Of Gilbert And Sullivan Part 1.pdf,YES,A Treasury Of Gilbert And Sullivan Part 1,_broadway Shows\A Treasury Of Gilbert And Sullivan Part 1,YES,50,COMPLETE
_Broadway Shows,A Treasury Of Gilbert And Sullivan Part 2,_Broadway Shows\A Treasury Of Gilbert And Sullivan Part 2.pdf,YES,A Treasury Of Gilbert And Sullivan Part 2,_broadway Shows\A Treasury Of Gilbert And Sullivan Part 2,YES,47,COMPLETE
_Broadway Shows,Lambert And Morrison - The Drowsy Chaperone _Version 1_,_Broadway Shows\Lambert And Morrison - The Drowsy Chaperone _Version 1_.pdf,YES,Lambert And Morrison - The Drowsy Chaperone _Version 1_,_broadway Shows\Lambert And Morrison - The Drowsy Chaperone _Version 1_,YES,1,COMPLETE
_Broadway Shows,Lambert And Morrison - The Drowsy Chaperone _Version 2_,_Broadway Shows\Lambert And Morrison - The Drowsy Chaperone _Version 2_.pdf,YES,Lambert And Morrison - The Drowsy Chaperone _Version 2_,_broadway Shows\Lambert And Morrison - The Drowsy Chaperone _Version 2_,YES,2,COMPLETE
_Broadway Shows,Lerner And Loewe - Camelot,_Broadway Shows\Lerner And Loewe - Camelot.pdf,YES,Lerner And Loewe - Camelot,_broadway Shows\Lerner And Loewe - Camelot,YES,16,COMPLETE
_Broadway Shows,Mamma Mia,_Broadway Shows\Mamma Mia.pdf,YES,Mamma Mia,_broadway Shows\Mamma Mia,YES,15,COMPLETE
_Broadway Shows,Rogers And Hammerstein - South Pacific,_Broadway Shows\Rogers And Hammerstein - South Pacific.pdf,YES,Rogers And Hammerstein - South Pacific,_broadway Shows\Rogers And Hammerstein - South Pacific,YES,7,COMPLETE
_Broadway Shows,Steven Sondheim - All Sondheim Volume 2 BOOK,_Broadway Shows\Steven Sondheim - All Sondheim Volume 2 BOOK.pdf,YES,Steven Sondheim - All Sondheim Volume 2 BOOK,_broadway Shows\Steven Sondheim - All Sondheim Volume 2 BOOK,YES,19,COMPLETE
_Broadway Shows,The Wedding Singer,_Broadway Shows\The Wedding Singer.pdf,YES,The Wedding Singer,_broadway Shows\The Wedding Singer,YES,72,COMPLETE
_Broadway Shows,Various Artists - 25th Annual Putnam County Spelling Bee,_Broadway Shows\Various Artists - 25th Annual Putnam County Spelling Bee.pdf,YES,Various Artists - 25th Annual Putnam County Spelling Bee,_broadway Shows\Various Artists - 25th Annual Putnam County Spelling Bee,YES,0,COMPLETE
_Broadway Shows,Various Artists - Aida,_Broadway Shows\Various Artists - Aida.pdf,YES,Various Artists - Aida,_broadway Shows\Various Artists - Aida,YES,1,COMPLETE
_Broadway Shows,Various Artists - Aladdin Jr,_Broadway Shows\Various Artists - Aladdin Jr.pdf,YES,Various Artists - Aladdin Jr,_broadway Shows\Various Artists - Aladdin Jr,YES,34,COMPLETE
_Broadway Shows,Various Artists - Aladdin _book_,_Broadway Shows\Various Artists - Aladdin _book_.pdf,YES,Various Artists - Aladdin _book_,_broadway Shows\Various Artists - Aladdin _book_,YES,8,COMPLETE
_Broadway Shows,Various Artists - Annie - Full Score,_Broadway Shows\Various Artists - Annie - Full Score.pdf,YES,Various Artists - Annie - Full Score,_broadway Shows\Various Artists - Annie - Full Score,YES,29,COMPLETE
_Broadway Shows,Various Artists - Avenue Q - Full Score,_Broadway Shows\Various Artists - Avenue Q - Full Score.pdf,YES,Various Artists - Avenue Q - Full Score,_broadway Shows\Various Artists - Avenue Q - Full Score,YES,1,COMPLETE
_Broadway Shows,Various Artists - Avenue X - Vocal Chorus Book,_Broadway Shows\Various Artists - Avenue X - Vocal Chorus Book.pdf,YES,Various Artists - Avenue X - Vocal Chorus Book,_broadway Shows\Various Artists - Avenue X - Vocal Chorus Book,YES,25,COMPLETE
_Broadway Shows,Various Artists - Beauty And The Beast _1994 MTI PC Score complete_,_Broadway Shows\Various Artists - Beauty And The Beast _1994 MTI PC Score complete_.pdf,YES,Various Artists - Beauty And The Beast _1994 MTI PC Score complete_,_broadway Shows\Various Artists - Beauty And The Beast _1994 MTI PC Score complete_,YES,23,COMPLETE
_Broadway Shows,Various Artists - Beauty And The Beast _Score_,_Broadway Shows\Various Artists - Beauty And The Beast _Score_.pdf,YES,Various Artists - Beauty And The Beast _Score_,_broadway Shows\Various Artists - Beauty And The Beast _Score_,YES,38,COMPLETE
_Broadway Shows,Various Artists - Best In Broadway Deluxe Edition,_Broadway Shows\Various Artists - Best In Broadway Deluxe Edition.pdf,YES,Various Artists - Best In Broadway Deluxe Edition,_broadway Shows\Various Artists - Best In Broadway Deluxe Edition,YES,62,COMPLETE
_Broadway Shows,Various Artists - Cabaret _1998 version_,_Broadway Shows\Various Artists - Cabaret _1998 version_.pdf,YES,Various Artists - Cabaret _1998 version_,_broadway Shows\Various Artists - Cabaret _1998 version_,YES,2,COMPLETE
_Broadway Shows,Various Artists - Cabaret _Original_,_Broadway Shows\Various Artists - Cabaret _Original_.pdf,YES,Various Artists - Cabaret _Original_,_broadway Shows\Various Artists - Cabaret _Original_,YES,3,COMPLETE
_Broadway Shows,Various Artists - Cats - Conductor Score,_Broadway Shows\Various Artists - Cats - Conductor Score.pdf,YES,Various Artists - Cats - Conductor Score,_broadway Shows\Various Artists - Cats - Conductor Score,YES,2,COMPLETE
_Broadway Shows,Various Artists - Chicago _1975_,_Broadway Shows\Various Artists - Chicago _1975_.pdf,YES,Various Artists - Chicago _1975_,_broadway Shows\Various Artists - Chicago _1975_,YES,22,COMPLETE
_Broadway Shows,Various Artists - Dear Evan Hansen _PVG_,_Broadway Shows\Various Artists - Dear Evan Hansen _PVG_.pdf,YES,Various Artists - Dear Evan Hansen _PVG_,_broadway Shows\Various Artists - Dear Evan Hansen _PVG_,YES,15,COMPLETE
_Broadway Shows,Various Artists - Dirty Rotten Scoundrels _Piano-Vocal_,_Broadway Shows\Various Artists - Dirty Rotten Scoundrels _Piano-Vocal_.pdf,YES,Various Artists - Dirty Rotten Scoundrels _Piano-Vocal_,_broadway Shows\Various Artists - Dirty Rotten Scoundrels _Piano-Vocal_,YES,1,COMPLETE
_Broadway Shows,Various Artists - Evita _Conductor Score_,_Broadway Shows\Various Artists - Evita _Conductor Score_.pdf,YES,Various Artists - Evita _Conductor Score_,_broadway Shows\Various Artists - Evita _Conductor Score_,YES,10,COMPLETE
_Broadway Shows,Various Artists - Evita _Score_,_Broadway Shows\Various Artists - Evita _Score_.pdf,YES,Various Artists - Evita _Score_,_broadway Shows\Various Artists - Evita _Score_,YES,11,COMPLETE
_Broadway Shows,Various Artists - Footloose _Score_,_Broadway Shows\Various Artists - Footloose _Score_.pdf,YES,Various Artists - Footloose _Score_,_broadway Shows\Various Artists - Footloose _Score_,YES,15,COMPLETE
_Broadway Shows,Various Artists - Grease _1994 Score_,_Broadway Shows\Various Artists - Grease _1994 Score_.pdf,YES,Various Artists - Grease _1994 Score_,_broadway Shows\Various Artists - Grease _1994 Score_,YES,13,COMPLETE
_Broadway Shows,Various Artists - Grease _2003 Score_,_Broadway Shows\Various Artists - Grease _2003 Score_.pdf,YES,Various Artists - Grease _2003 Score_,_broadway Shows\Various Artists - Grease _2003 Score_,YES,40,COMPLETE
_Broadway Shows,Various Artists - Hair _rev 1995_ - Piano Conductor Score,_Broadway Shows\Various Artists - Hair _rev 1995_ - Piano Conductor Score.pdf,YES,Various Artists - Hair _rev 1995_ - Piano Conductor Score,_broadway Shows\Various Artists - Hair _rev 1995_ - Piano Conductor Score,YES,44,COMPLETE
_Broadway Shows,Various Artists - High School Musical _score_,_Broadway Shows\Various Artists - High School Musical _score_.pdf,YES,Various Artists - High School Musical _score_,_broadway Shows\Various Artists - High School Musical _score_,YES,22,COMPLETE
_Broadway Shows,Various Artists - Jesus Christ Superstar,_Broadway Shows\Various Artists - Jesus Christ Superstar.pdf,YES,Various Artists - Jesus Christ Superstar,_broadway Shows\Various Artists - Jesus Christ Superstar,YES,8,COMPLETE
_Broadway Shows,Various Artists - Legally Blonde - score,_Broadway Shows\Various Artists - Legally Blonde - score.pdf,YES,Various Artists - Legally Blonde - score,_broadway Shows\Various Artists - Legally Blonde - score,YES,1,COMPLETE
_Broadway Shows,Various Artists - Les Miserables - Full Score,_Broadway Shows\Various Artists - Les Miserables - Full Score.pdf,YES,Various Artists - Les Miserables - Full Score,_broadway Shows\Various Artists - Les Miserables - Full Score,YES,16,COMPLETE
_Broadway Shows,Various Artists - Les Miserables - Piano-Conductor,_Broadway Shows\Various Artists - Les Miserables - Piano-Conductor.pdf,YES,Various Artists - Les Miserables - Piano-Conductor,_broadway Shows\Various Artists - Les Miserables - Piano-Conductor,YES,4,COMPLETE
_Broadway Shows,Various Artists - Les Miserables - Piano-conductor _complete_,_Broadway Shows\Various Artists - Les Miserables - Piano-conductor _complete_.pdf,YES,Various Artists - Les Miserables - Piano-conductor _complete_,_broadway Shows\Various Artists - Les Miserables - Piano-conductor _complete_,YES,5,COMPLETE
_Broadway Shows,Various Artists - Lion King _Score_,_Broadway Shows\Various Artists - Lion King _Score_.pdf,YES,Various Artists - Lion King _Score_,_broadway Shows\Various Artists - Lion King _Score_,YES,57,COMPLETE
_Broadway Shows,Various Artists - Little Mermaid Workshop score,_Broadway Shows\Various Artists - Little Mermaid Workshop score.pdf,YES,Various Artists - Little Mermaid Workshop score,_broadway Shows\Various Artists - Little Mermaid Workshop score,YES,1,COMPLETE
_Broadway Shows,Various Artists - Little Shop Of Horrors Script,_Broadway Shows\Various Artists - Little Shop Of Horrors Script.pdf,YES,Various Artists - Little Shop Of Horrors Script,_broadway Shows\Various Artists - Little Shop Of Horrors Script,YES,0,COMPLETE
_Broadway Shows,Various Artists - Little Shop Of Horrors _Broadway_,_Broadway Shows\Various Artists - Little Shop Of Horrors _Broadway_.pdf,YES,Various Artists - Little Shop Of Horrors _Broadway_,_broadway Shows\Various Artists - Little Shop Of Horrors _Broadway_,YES,2,COMPLETE
_Broadway Shows,Various Artists - Little Shop Of Horrors _original_,_Broadway Shows\Various Artists - Little Shop Of Horrors _original_.pdf,YES,Various Artists - Little Shop Of Horrors _original_,_broadway Shows\Various Artists - Little Shop Of Horrors _original_,YES,2,COMPLETE
_Broadway Shows,Various Artists - Mary Poppins,_Broadway Shows\Various Artists - Mary Poppins.pdf,YES,Various Artists - Mary Poppins,_broadway Shows\Various Artists - Mary Poppins,YES,1,COMPLETE
_Broadway Shows,Various Artists - Phantom Of Opera _SATB_,_Broadway Shows\Various Artists - Phantom Of Opera _SATB_.pdf,YES,Various Artists - Phantom Of Opera _SATB_,_broadway Shows\Various Artists - Phantom Of Opera _SATB_,YES,5,COMPLETE
_Broadway Shows,Various Artists - Phantom Of The Opera,_Broadway Shows\Various Artists - Phantom Of The Opera.pdf,YES,Various Artists - Phantom Of The Opera,_broadway Shows\Various Artists - Phantom Of The Opera,YES,1,COMPLETE
_Broadway Shows,Various Artists - Phantom Of The Opera _Score_,_Broadway Shows\Various Artists - Phantom Of The Opera _Score_.pdf,YES,Various Artists - Phantom Of The Opera _Score_,_broadway Shows\Various Artists - Phantom Of The Opera _Score_,YES,7,COMPLETE
_Broadway Shows,Various Artists - Rent _Score_,_Broadway Shows\Various Artists - Rent _Score_.pdf,YES,Various Artists - Rent _Score_,_broadway Shows\Various Artists - Rent _Score_,YES,46,COMPLETE
_Broadway Shows,Various Artists - Rocky Horror Show,_Broadway Shows\Various Artists - Rocky Horror Show.pdf,YES,Various Artists - Rocky Horror Show,_broadway Shows\Various Artists - Rocky Horror Show,YES,1,COMPLETE
_Broadway Shows,Various Artists - Rocky Horror Show Revised - Full Score,_Broadway Shows\Various Artists - Rocky Horror Show Revised - Full Score.pdf,YES,Various Artists - Rocky Horror Show Revised - Full Score,_broadway Shows\Various Artists - Rocky Horror Show Revised - Full Score,YES,24,COMPLETE
_Broadway Shows,Various Artists - Seussical - TYA,_Broadway Shows\Various Artists - Seussical - TYA.pdf,YES,Various Artists - Seussical - TYA,_broadway Shows\Various Artists - Seussical - TYA,YES,38,COMPLETE
_Broadway Shows,Various Artists - Seussical _PV Score_,_Broadway Shows\Various Artists - Seussical _PV Score_.pdf,YES,Various Artists - Seussical _PV Score_,_broadway Shows\Various Artists - Seussical _PV Score_,YES,34,COMPLETE
_Broadway Shows,Various Artists - Seussical _Piano-Conductor_,_Broadway Shows\Various Artists - Seussical _Piano-Conductor_.pdf,YES,Various Artists - Seussical _Piano-Conductor_,_broadway Shows\Various Artists - Seussical _Piano-Conductor_,YES,13,COMPLETE
_Broadway Shows,Various Artists - Shrek The Musical,_Broadway Shows\Various Artists - Shrek The Musical.pdf,YES,Various Artists - Shrek The Musical,_broadway Shows\Various Artists - Shrek The Musical,YES,11,COMPLETE
_Broadway Shows,Various Artists - Sound Of Music,_Broadway Shows\Various Artists - Sound Of Music.pdf,YES,Various Artists - Sound Of Music,_broadway Shows\Various Artists - Sound Of Music,YES,16,COMPLETE
_Broadway Shows,Various Artists - Sound Of Music _Vocal Selections_,_Broadway Shows\Various Artists - Sound Of Music _Vocal Selections_.pdf,YES,Various Artists - Sound Of Music _Vocal Selections_,_broadway Shows\Various Artists - Sound Of Music _Vocal Selections_,YES,7,COMPLETE
_Broadway Shows,Various Artists - Spamalot,_Broadway Shows\Various Artists - Spamalot.pdf,YES,Various Artists - Spamalot,_broadway Shows\Various Artists - Spamalot,YES,65,COMPLETE
_Broadway Shows,Various Artists - Sweeney Todd Vocal Score,_Broadway Shows\Various Artists - Sweeney Todd Vocal Score.pdf,YES,Various Artists - Sweeney Todd Vocal Score,_broadway Shows\Various Artists - Sweeney Todd Vocal Score,YES,19,COMPLETE
_Broadway Shows,Various Artists - The Hobbit Score,_Broadway Shows\Various Artists - The Hobbit Score.pdf,YES,Various Artists - The Hobbit Score,_broadway Shows\Various Artists - The Hobbit Score,YES,11,COMPLETE
_Broadway Shows,Various Artists - The Ultimate BROADWAY fakebook,_Broadway Shows\Various Artists - The Ultimate BROADWAY fakebook.pdf,YES,Various Artists - The Ultimate BROADWAY fakebook,_broadway Shows\Various Artists - The Ultimate BROADWAY fakebook,YES,407,COMPLETE
_Broadway Shows,Various Artists - Wicked _PVG_,_Broadway Shows\Various Artists - Wicked _PVG_.pdf,YES,Various Artists - Wicked _PVG_,_broadway Shows\Various Artists - Wicked _PVG_,YES,13,COMPLETE
_Broadway Shows,Various Artists - Wicked _Score_,_Broadway Shows\Various Artists - Wicked _Score_.pdf,YES,Various Artists - Wicked _Score_,_broadway Shows\Various Artists - Wicked _Score_,YES,1,COMPLETE
_Broadway Shows,Various Artists - Wizard Of Oz - Piano Conductor,_Broadway Shows\Various Artists - Wizard Of Oz - Piano Conductor.pdf,YES,Various Artists - Wizard Of Oz - Piano Conductor,_broadway Shows\Various Artists - Wizard Of Oz - Piano Conductor,YES,24,COMPLETE
_Broadway Shows,Various Artists - Wizard Of Oz _RSC Piano-Conductor_,_Broadway Shows\Various Artists - Wizard Of Oz _RSC Piano-Conductor_.pdf,YES,Various Artists - Wizard Of Oz _RSC Piano-Conductor_,_broadway Shows\Various Artists - Wizard Of Oz _RSC Piano-Conductor_,YES,20,COMPLETE
_Broadway Shows,Various Artists - Youre A Good Man Charlie Brown _Score_,_Broadway Shows\Various Artists - Youre A Good Man Charlie Brown _Score_.pdf,YES,Various Artists - Youre A Good Man Charlie Brown _Score_,_broadway Shows\Various Artists - Youre A Good Man Charlie Brown _Score_,YES,38,COMPLETE
_Broadway Shows,Various Artists - Youre A Good Man Charlie Brown _revival_ _score_,_Broadway Shows\Various Artists - Youre A Good Man Charlie Brown _revival_ _score_.pdf,YES,Various Artists - Youre A Good Man Charlie Brown _revival_ _score_,_broadway Shows\Various Artists - Youre A Good Man Charlie Brown _revival_ _score_,YES,38,COMPLETE
_Broadway Shows,Wicked Workshop,_Broadway Shows\Wicked Workshop.pdf,YES,Wicked Workshop,_broadway Shows\Wicked Workshop,YES,4,COMPLETE
_Movie and TV,Beauty And The Beast _PVG_,_Movie and TV\Beauty And The Beast _PVG_.pdf,YES,Beauty And The Beast _PVG_,_movie And Tv\Beauty And The Beast _PVG_,YES,8,COMPLETE
_Movie and TV,Brother Bear _Disney_,_Movie and TV\Brother Bear _Disney_.pdf,YES,Brother Bear _Disney_,_movie And Tv\Brother Bear _Disney_,YES,8,COMPLETE
_Movie and TV,Budget Books - Movie Songs,_Movie and TV\Budget Books - Movie Songs.pdf,YES,Budget Books - Movie Songs,_movie And Tv\Budget Books - Movie Songs,YES,76,COMPLETE
_Movie and TV,Disney Collection _Songs Out Of order_,_Movie and TV\Disney Collection _Songs Out Of order_.pdf,YES,Disney Collection _Songs Out Of order_,_movie And Tv\Disney Collection _Songs Out Of order_,YES,42,COMPLETE
_Movie and TV,High School Musical - Breaking Free - Piano Sheet Music,_Movie and TV\High School Musical - Breaking Free - Piano Sheet Music.pdf,YES,High School Musical - Breaking Free - Piano Sheet Music,_movie And Tv\High School Musical - Breaking Free - Piano Sheet Music,YES,1,COMPLETE
_Movie and TV,John Williams - Greatest Hits,_Movie and TV\John Williams - Greatest Hits.pdf,YES,John Williams - Greatest Hits,_movie And Tv\John Williams - Greatest Hits,YES,28,COMPLETE
_Movie and TV,John Williams - Star Wars Episode I - The Phantom Menace,_Movie and TV\John Williams - Star Wars Episode I - The Phantom Menace.pdf,YES,John Williams - Star Wars Episode I - The Phantom Menace,_movie And Tv\John Williams - Star Wars Episode I - The Phantom Menace,YES,1,COMPLETE
_Movie and TV,John Williams - Star Wars Episode II - Attack Of The Clones _lite_,_Movie and TV\John Williams - Star Wars Episode II - Attack Of The Clones _lite_.pdf,YES,John Williams - Star Wars Episode II - Attack Of The Clones _lite_,_movie And Tv\John Williams - Star Wars Episode II - Attack Of The Clones _lite_,YES,1,COMPLETE
