artist,preferred_book,other_book,filename,source_path,target_path,reason,size,size_other,size_preferred,size_diff
Allman Brothers,Allman Brothers - Allman Brothers Band [pvg],Allman Brothers Band [pvg],Allman Brothers - Ain't Wastin' My Time No More.pdf,Allman Brothers/Allman Brothers Band [pvg]/Allman Brothers - Ain't Wastin' My Time No More.pdf,Allman Brothers/Allman Brothers - Allman Brothers Band [pvg]/Allman Brothers - Ain't Wastin' My Time No More.pdf,smaller_in_other,,6115944,11748035,5632091
Allman Brothers,Allman Brothers - Allman Brothers Band [pvg],Allman Brothers Band [pvg],Allman Brothers - Don't Keep Me Wonderin'.pdf,Allman Brothers/Allman Brothers Band [pvg]/Allman Brothers - Don't Keep Me Wonderin'.pdf,Allman Brothers/Allman Brothers - Allman Brothers Band [pvg]/Allman Brothers - Don't Keep Me Wonderin'.pdf,smaller_in_other,,3854532,52027020,48172488
Allman Brothers,Allman Brothers - Allman Brothers Band [pvg],Allman Brothers Band [pvg],Allman Brothers - Come And Go Blues.pdf,Allman Brothers/Allman Brothers Band [pvg]/Allman Brothers - Come And Go Blues.pdf,Allman Brothers/Allman Brothers - Allman Brothers Band [pvg]/Allman Brothers - Come And Go Blues.pdf,unique_in_other,5632383,,,
Allman Brothers,Allman Brothers - Allman Brothers Band [pvg],Allman Brothers Band [pvg],Allman Brothers - Dreams.pdf,Allman Brothers/Allman Brothers Band [pvg]/Allman Brothers - Dreams.pdf,Allman Brothers/Allman Brothers - Allman Brothers Band [pvg]/Allman Brothers - Dreams.pdf,unique_in_other,3697923,,,
Allman Brothers,Allman Brothers - Allman Brothers Band [pvg],Allman Brothers Band [pvg],Allman Brothers - Every Hungry Woman.pdf,Allman Brothers/Allman Brothers Band [pvg]/Allman Brothers - Every Hungry Woman.pdf,Allman Brothers/Allman Brothers - Allman Brothers Band [pvg]/Allman Brothers - Every Hungry Woman.pdf,unique_in_other,4536477,,,
Allman Brothers,Allman Brothers - Allman Brothers Band [pvg],Allman Brothers Band [pvg],Allman Brothers - It's Not My Cross To Bear.pdf,Allman Brothers/Allman Brothers Band [pvg]/Allman Brothers - It's Not My Cross To Bear.pdf,Allman Brothers/Allman Brothers - Allman Brothers Band [pvg]/Allman Brothers - It's Not My Cross To Bear.pdf,unique_in_other,3501399,,,
Allman Brothers,Allman Brothers - Allman Brothers Band [pvg],Allman Brothers Band [pvg],Allman Brothers - Jessica.pdf,Allman Brothers/Allman Brothers Band [pvg]/Allman Brothers - Jessica.pdf,Allman Brothers/Allman Brothers - Allman Brothers Band [pvg]/Allman Brothers - Jessica.pdf,unique_in_other,4687147,,,
Allman Brothers,Allman Brothers - Allman Brothers Band [pvg],Allman Brothers Band [pvg],Allman Brothers - Midnight Rider.pdf,Allman Brothers/Allman Brothers Band [pvg]/Allman Brothers - Midnight Rider.pdf,Allman Brothers/Allman Brothers - Allman Brothers Band [pvg]/Allman Brothers - Midnight Rider.pdf,unique_in_other,4679943,,,
Allman Brothers,Allman Brothers - Allman Brothers Band [pvg],Allman Brothers Band [pvg],Allman Brothers - Please Call Home.pdf,Allman Brothers/Allman Brothers Band [pvg]/Allman Brothers - Please Call Home.pdf,Allman Brothers/Allman Brothers - Allman Brothers Band [pvg]/Allman Brothers - Please Call Home.pdf,unique_in_other,4366417,,,
Allman Brothers,Allman Brothers - Allman Brothers Band [pvg],Allman Brothers Band [pvg],Allman Brothers - Ramblin' Man.pdf,Allman Brothers/Allman Brothers Band [pvg]/Allman Brothers - Ramblin' Man.pdf,Allman Brothers/Allman Brothers - Allman Brothers Band [pvg]/Allman Brothers - Ramblin' Man.pdf,unique_in_other,4354460,,,
Allman Brothers,Allman Brothers - Allman Brothers Band [pvg],Allman Brothers Band [pvg],Allman Brothers - Southbound.pdf,Allman Brothers/Allman Brothers Band [pvg]/Allman Brothers - Southbound.pdf,Allman Brothers/Allman Brothers - Allman Brothers Band [pvg]/Allman Brothers - Southbound.pdf,unique_in_other,5127659,,,
Allman Brothers,Allman Brothers - Allman Brothers Band [pvg],Allman Brothers Band [pvg],Allman Brothers - Wasted Words.pdf,Allman Brothers/Allman Brothers Band [pvg]/Allman Brothers - Wasted Words.pdf,Allman Brothers/Allman Brothers - Allman Brothers Band [pvg]/Allman Brothers - Wasted Words.pdf,unique_in_other,4857277,,,
Allman Brothers,Allman Brothers - Allman Brothers Band [pvg],Allman Brothers Band [pvg],Allman Brothers - Whipping Post.pdf,Allman Brothers/Allman Brothers Band [pvg]/Allman Brothers - Whipping Post.pdf,Allman Brothers/Allman Brothers - Allman Brothers Band [pvg]/Allman Brothers - Whipping Post.pdf,unique_in_other,4993638,,,
Allman Brothers,Allman Brothers - Allman Brothers Band [pvg],Allman Brothers Band [pvg],Allman Brothers - Will The Circle Be Unbroken-.pdf,Allman Brothers/Allman Brothers Band [pvg]/Allman Brothers - Will The Circle Be Unbroken-.pdf,Allman Brothers/Allman Brothers - Allman Brothers Band [pvg]/Allman Brothers - Will The Circle Be Unbroken-.pdf,unique_in_other,3373036,,,
Allman Brothers,Allman Brothers - Band Best [score],Band Best [score],Allman Brothers - One Way Out.pdf,Allman Brothers/Band Best [score]/Allman Brothers - One Way Out.pdf,Allman Brothers/Allman Brothers - Band Best [score]/Songs/Allman Brothers - One Way Out.pdf,smaller_in_other,,1556103,4751805,3195702
Allman Brothers,Allman Brothers - Band Best [score],Band Best [score],Allman Brothers - Don't Keep Me Wondering.pdf,Allman Brothers/Band Best [score]/Allman Brothers - Don't Keep Me Wondering.pdf,Allman Brothers/Allman Brothers - Band Best [score]/Allman Brothers - Don't Keep Me Wondering.pdf,unique_in_other,560616,,,
Allman Brothers,Allman Brothers - Band Best [score],Band Best [score],Allman Brothers - Midnight Rider.pdf,Allman Brothers/Band Best [score]/Allman Brothers - Midnight Rider.pdf,Allman Brothers/Allman Brothers - Band Best [score]/Allman Brothers - Midnight Rider.pdf,unique_in_other,365466,,,
Allman Brothers,Allman Brothers - Band Best [score],Band Best [score],Allman Brothers - Stand Back.pdf,Allman Brothers/Band Best [score]/Allman Brothers - Stand Back.pdf,Allman Brothers/Allman Brothers - Band Best [score]/Allman Brothers - Stand Back.pdf,unique_in_other,2008307,,,
Allman Brothers,Allman Brothers - Band Best [score],Band Best [score],Allman Brothers - Statesboro Blues.pdf,Allman Brothers/Band Best [score]/Allman Brothers - Statesboro Blues.pdf,Allman Brothers/Allman Brothers - Band Best [score]/Allman Brothers - Statesboro Blues.pdf,unique_in_other,890780,,,
Allman Brothers,Allman Brothers - Band Best [score],Band Best [score],Allman Brothers - Wasted Words.pdf,Allman Brothers/Band Best [score]/Allman Brothers - Wasted Words.pdf,Allman Brothers/Allman Brothers - Band Best [score]/Allman Brothers - Wasted Words.pdf,unique_in_other,1187631,,,
Allman Brothers,Allman Brothers - Band Best [score],Band Best [score],Allman Brothers - Whipping Post.pdf,Allman Brothers/Band Best [score]/Allman Brothers - Whipping Post.pdf,Allman Brothers/Allman Brothers - Band Best [score]/Allman Brothers - Whipping Post.pdf,unique_in_other,790763,,,
America,America - America [pvg Book],America [pvg Book],America - Everyone I Meet Is From California.pdf,America/America [pvg Book]/America - Everyone I Meet Is From California.pdf,America/America - America [pvg Book]/America - Everyone I Meet Is From California.pdf,smaller_in_other,,97075,170862,73787
America,America - America [pvg Book],America [pvg Book],America - Children.pdf,America/America [pvg Book]/America - Children.pdf,America/America - America [pvg Book]/America - Children.pdf,unique_in_other,175799,,,
America,America - America [pvg Book],America [pvg Book],America - Donkey Jaw.pdf,America/America [pvg Book]/America - Donkey Jaw.pdf,America/America - America [pvg Book]/America - Donkey Jaw.pdf,unique_in_other,77526,,,
America,America - America [pvg Book],America [pvg Book],America - Never Found The Time.pdf,America/America [pvg Book]/America - Never Found The Time.pdf,America/America - America [pvg Book]/America - Never Found The Time.pdf,unique_in_other,86411,,,
America,America - America [pvg Book],America [pvg Book],America - Sandman.pdf,America/America [pvg Book]/America - Sandman.pdf,America/America - America [pvg Book]/America - Sandman.pdf,unique_in_other,63391,,,
America,America - America [pvg Book],America [pvg Book],Dewey Bunnell - Children.pdf,America/America [pvg Book]/Songs/Dewey Bunnell - Children.pdf,America/America - America [pvg Book]/Dewey Bunnell - Children.pdf,unique_in_other,175799,,,
America,America - America [pvg Book],America [pvg Book],Dewey Bunnell - Three Roses.pdf,America/America [pvg Book]/Songs/Dewey Bunnell - Three Roses.pdf,America/America - America [pvg Book]/Dewey Bunnell - Three Roses.pdf,unique_in_other,101887,,,
America,America - America [pvg Book],America [pvg Book],Dewey Runnell - Pigeon Song.pdf,America/America [pvg Book]/Songs/Dewey Runnell - Pigeon Song.pdf,America/America - America [pvg Book]/Dewey Runnell - Pigeon Song.pdf,unique_in_other,74078,,,
America,America - America [pvg Book],America [pvg Book],Dewey Runnell - Riverside.pdf,America/America [pvg Book]/Songs/Dewey Runnell - Riverside.pdf,America/America - America [pvg Book]/Dewey Runnell - Riverside.pdf,unique_in_other,116553,,,
America,America - America [pvg Book],America [pvg Book],Gerry Beckley - Here.pdf,America/America [pvg Book]/Songs/Gerry Beckley - Here.pdf,America/America - America [pvg Book]/Gerry Beckley - Here.pdf,unique_in_other,1827452,,,
America,America - America [pvg Book],America [pvg Book],Gerry Beckley - I Need You.pdf,America/America [pvg Book]/Songs/Gerry Beckley - I Need You.pdf,America/America - America [pvg Book]/Gerry Beckley - I Need You.pdf,unique_in_other,103298,,,
America,America - America [pvg Book],America [pvg Book],Gerry Rafferty - Clarice.pdf,America/America [pvg Book]/Songs/Gerry Rafferty - Clarice.pdf,America/America - America [pvg Book]/Gerry Rafferty - Clarice.pdf,unique_in_other,81407,,,
America,America - America [pvg Book],America [pvg Book],Unknown Artist - A Horse With No Name.pdf,America/America [pvg Book]/Songs/Unknown Artist - A Horse With No Name.pdf,America/America - America [pvg Book]/Unknown Artist - A Horse With No Name.pdf,unique_in_other,200018,,,
America,America - Greatest Hits [book],Greatest Hits [book],Dan Peek - Woman Tonight.pdf,America/Greatest Hits [book]/Songs/Dan Peek - Woman Tonight.pdf,America/America - Greatest Hits [book]/Dan Peek - Woman Tonight.pdf,unique_in_other,730587,,,
America,America - Greatest Hits [book],Greatest Hits [book],Dewey Bunnell - A Horse With No Name.pdf,America/Greatest Hits [book]/Songs/Dewey Bunnell - A Horse With No Name.pdf,America/America - Greatest Hits [book]/Dewey Bunnell - A Horse With No Name.pdf,unique_in_other,4888342,,,
America,America - Greatest Hits [book],Greatest Hits [book],Gerry Beckley - Only In Your Heart.pdf,America/Greatest Hits [book]/Songs/Gerry Beckley - Only In Your Heart.pdf,America/America - Greatest Hits [book]/Gerry Beckley - Only In Your Heart.pdf,unique_in_other,1179147,,,
America,America - Greatest Hits [book],Greatest Hits [book],Willis Alan Ramsey - Muskrat Love.pdf,America/Greatest Hits [book]/Songs/Willis Alan Ramsey - Muskrat Love.pdf,America/America - Greatest Hits [book]/Willis Alan Ramsey - Muskrat Love.pdf,unique_in_other,709033,,,
America,America - Greatest Hits,Greatest Hits,Dan Peek - Donkey Jaw.pdf,America/Greatest Hits/Songs/Dan Peek - Donkey Jaw.pdf,America/America - Greatest Hits/Dan Peek - Donkey Jaw.pdf,unique_in_other,77526,,,
America,America - Greatest Hits,Greatest Hits,Dan Peek - Everyone I Meet Is From California.pdf,America/Greatest Hits/Songs/Dan Peek - Everyone I Meet Is From California.pdf,America/America - Greatest Hits/Dan Peek - Everyone I Meet Is From California.pdf,unique_in_other,97075,,,
America,America - Greatest Hits,Greatest Hits,Dan Peek - Never Found The Time.pdf,America/Greatest Hits/Songs/Dan Peek - Never Found The Time.pdf,America/America - Greatest Hits/Dan Peek - Never Found The Time.pdf,unique_in_other,86411,,,
America,America - Greatest Hits,Greatest Hits,David Burchfield - Sandman.pdf,America/Greatest Hits/Songs/David Burchfield - Sandman.pdf,America/America - Greatest Hits/David Burchfield - Sandman.pdf,unique_in_other,63391,,,
America,America - Greatest Hits,Greatest Hits,Dewey Bunnell - Children.pdf,America/Greatest Hits/Songs/Dewey Bunnell - Children.pdf,America/America - Greatest Hits/Dewey Bunnell - Children.pdf,unique_in_other,175799,,,
America,America - Greatest Hits,Greatest Hits,Dewey Bunnell - Three Roses.pdf,America/Greatest Hits/Songs/Dewey Bunnell - Three Roses.pdf,America/America - Greatest Hits/Dewey Bunnell - Three Roses.pdf,unique_in_other,101887,,,
America,America - Greatest Hits,Greatest Hits,Dewey Runnell - Pigeon Song.pdf,America/Greatest Hits/Songs/Dewey Runnell - Pigeon Song.pdf,America/America - Greatest Hits/Dewey Runnell - Pigeon Song.pdf,unique_in_other,74078,,,
America,America - Greatest Hits,Greatest Hits,Dewey Runnell - Riverside.pdf,America/Greatest Hits/Songs/Dewey Runnell - Riverside.pdf,America/America - Greatest Hits/Dewey Runnell - Riverside.pdf,unique_in_other,116553,,,
America,America - Greatest Hits,Greatest Hits,Gerry Beckley - Here.pdf,America/Greatest Hits/Songs/Gerry Beckley - Here.pdf,America/America - Greatest Hits/Gerry Beckley - Here.pdf,unique_in_other,1827452,,,
America,America - Greatest Hits,Greatest Hits,Gerry Beckley - I Need You.pdf,America/Greatest Hits/Songs/Gerry Beckley - I Need You.pdf,America/America - Greatest Hits/Gerry Beckley - I Need You.pdf,unique_in_other,103298,,,
America,America - Greatest Hits,Greatest Hits,Gerry Rafferty - Clarice.pdf,America/Greatest Hits/Songs/Gerry Rafferty - Clarice.pdf,America/America - Greatest Hits/Gerry Rafferty - Clarice.pdf,unique_in_other,81407,,,
America,America - Greatest Hits,Greatest Hits,Unknown Artist - A Horse With No Name.pdf,America/Greatest Hits/Songs/Unknown Artist - A Horse With No Name.pdf,America/America - Greatest Hits/Unknown Artist - A Horse With No Name.pdf,unique_in_other,200018,,,
Asia,Asia - Alpha [pvg Book],Alpha [pvg Book],"Asia, Andy Mackay, Geoffrey Downes - Don't Cry.pdf","Asia/Alpha [pvg Book]/Songs/Asia, Andy Mackay, Geoffrey Downes - Don't Cry.pdf","Asia/Asia - Alpha [pvg Book]/Asia, Andy Mackay, Geoffrey Downes - Don't Cry.pdf",unique_in_other,498513,,,
Asia,Asia - Alpha [pvg Book],Alpha [pvg Book],John Kenton And Geoffrey Downes - My Own Time (i'll Do What I Want).pdf,Asia/Alpha [pvg Book]/Songs/John Kenton And Geoffrey Downes - My Own Time (i'll Do What I Want).pdf,Asia/Asia - Alpha [pvg Book]/John Kenton And Geoffrey Downes - My Own Time (i'll Do What I Want).pdf,unique_in_other,660024,,,
Asia,Asia - Alpha [pvg Book],Alpha [pvg Book],"John Stevenson, Robert Longmuir - Midnight Sun.pdf","Asia/Alpha [pvg Book]/Songs/John Stevenson, Robert Longmuir - Midnight Sun.pdf","Asia/Asia - Alpha [pvg Book]/John Stevenson, Robert Longmuir - Midnight Sun.pdf",unique_in_other,538042,,,
Asia,Asia - Alpha [pvg Book],Alpha [pvg Book],John Vetton And Geoffrey Downes - True Colors.pdf,Asia/Alpha [pvg Book]/Songs/John Vetton And Geoffrey Downes - True Colors.pdf,Asia/Asia - Alpha [pvg Book]/John Vetton And Geoffrey Downes - True Colors.pdf,unique_in_other,831783,,,
Asia,Asia - Alpha [pvg Book],Alpha [pvg Book],John Welton - The Smile Has Left Your Eyes.pdf,Asia/Alpha [pvg Book]/Songs/John Welton - The Smile Has Left Your Eyes.pdf,Asia/Asia - Alpha [pvg Book]/John Welton - The Smile Has Left Your Eyes.pdf,unique_in_other,811429,,,
Asia,Asia - Alpha [pvg Book],Alpha [pvg Book],John Wetton And Geoffrey Downes - Daylight.pdf,Asia/Alpha [pvg Book]/Songs/John Wetton And Geoffrey Downes - Daylight.pdf,Asia/Asia - Alpha [pvg Book]/John Wetton And Geoffrey Downes - Daylight.pdf,unique_in_other,669950,,,
Asia,Asia - Alpha [pvg Book],Alpha [pvg Book],John Wetton And Geoffrey Downes - Eye To Eye.pdf,Asia/Alpha [pvg Book]/Songs/John Wetton And Geoffrey Downes - Eye To Eye.pdf,Asia/Asia - Alpha [pvg Book]/John Wetton And Geoffrey Downes - Eye To Eye.pdf,unique_in_other,521652,,,
Asia,Asia - Alpha [pvg Book],Alpha [pvg Book],John Wetton And Geoffrey Downes - Open Your Eyes.pdf,Asia/Alpha [pvg Book]/Songs/John Wetton And Geoffrey Downes - Open Your Eyes.pdf,Asia/Asia - Alpha [pvg Book]/John Wetton And Geoffrey Downes - Open Your Eyes.pdf,unique_in_other,934368,,,
Asia,Asia - Alpha [pvg Book],Alpha [pvg Book],John Wetton And Geoffrey Downes - The Heat Goes On.pdf,Asia/Alpha [pvg Book]/Songs/John Wetton And Geoffrey Downes - The Heat Goes On.pdf,Asia/Asia - Alpha [pvg Book]/John Wetton And Geoffrey Downes - The Heat Goes On.pdf,unique_in_other,776194,,,
Asia,Asia - Alpha [pvg Book],Alpha [pvg Book],John Wetton And Geoffrey Downes - The Last To Know.pdf,Asia/Alpha [pvg Book]/Songs/John Wetton And Geoffrey Downes - The Last To Know.pdf,Asia/Asia - Alpha [pvg Book]/John Wetton And Geoffrey Downes - The Last To Know.pdf,unique_in_other,662099,,,
Asia,Asia - Alpha [pvg Book],Alpha [pvg Book],Unknown Artist - Never In A Million Years.pdf,Asia/Alpha [pvg Book]/Songs/Unknown Artist - Never In A Million Years.pdf,Asia/Asia - Alpha [pvg Book]/Unknown Artist - Never In A Million Years.pdf,unique_in_other,660372,,,
Avril Lavigne,Avril Lavigne - The Best Damn Thing [pvg Book],The Best Damn Thing [pvg Book],Avril Lavigne - The Best Damn Thing.pdf,Avril Lavigne/The Best Damn Thing [pvg Book]/Songs/Avril Lavigne - The Best Damn Thing.pdf,Avril Lavigne/Avril Lavigne - The Best Damn Thing [pvg Book]/Songs/Avril Lavigne - The Best Damn Thing.pdf,smaller_in_other,,450502,2225577,1775075
Avril Lavigne,Avril Lavigne - The Best Damn Thing [pvg Book],The Best Damn Thing [pvg Book],Avril Lavigne And Butch Walker - Everything Back But You.pdf,Avril Lavigne/The Best Damn Thing [pvg Book]/Songs/Avril Lavigne And Butch Walker - Everything Back But You.pdf,Avril Lavigne/Avril Lavigne - The Best Damn Thing [pvg Book]/Avril Lavigne And Butch Walker - Everything Back But You.pdf,unique_in_other,2379374,,,
Avril Lavigne,Avril Lavigne - The Best Damn Thing [pvg Book],The Best Damn Thing [pvg Book],Avril Lavigne And Butch Walker - The Best Damn Thing.pdf,Avril Lavigne/The Best Damn Thing [pvg Book]/Songs/Avril Lavigne And Butch Walker - The Best Damn Thing.pdf,Avril Lavigne/Avril Lavigne - The Best Damn Thing [pvg Book]/Avril Lavigne And Butch Walker - The Best Damn Thing.pdf,unique_in_other,2225576,,,
Avril Lavigne,Avril Lavigne - The Best Damn Thing [pvg Book],The Best Damn Thing [pvg Book],Avril Lavigne And Butch Walker - When You're Gone.pdf,Avril Lavigne/The Best Damn Thing [pvg Book]/Songs/Avril Lavigne And Butch Walker - When You're Gone.pdf,Avril Lavigne/Avril Lavigne - The Best Damn Thing [pvg Book]/Avril Lavigne And Butch Walker - When You're Gone.pdf,unique_in_other,1774455,,,
Avril Lavigne,Avril Lavigne - The Best Damn Thing [pvg Book],The Best Damn Thing [pvg Book],Avril Lavigne And Evan Taubenfeld - Hot.pdf,Avril Lavigne/The Best Damn Thing [pvg Book]/Songs/Avril Lavigne And Evan Taubenfeld - Hot.pdf,Avril Lavigne/Avril Lavigne - The Best Damn Thing [pvg Book]/Avril Lavigne And Evan Taubenfeld - Hot.pdf,unique_in_other,2232809,,,
Avril Lavigne,Avril Lavigne - The Best Damn Thing [pvg Book],The Best Damn Thing [pvg Book],Avril Lavigne And Evan Taubenfeld - Innocence.pdf,Avril Lavigne/The Best Damn Thing [pvg Book]/Songs/Avril Lavigne And Evan Taubenfeld - Innocence.pdf,Avril Lavigne/Avril Lavigne - The Best Damn Thing [pvg Book]/Avril Lavigne And Evan Taubenfeld - Innocence.pdf,unique_in_other,2489944,,,
Avril Lavigne,Avril Lavigne - The Best Damn Thing [pvg Book],The Best Damn Thing [pvg Book],Avril Lavigne And Lukas Gottwald - I Can Do Better.pdf,Avril Lavigne/The Best Damn Thing [pvg Book]/Songs/Avril Lavigne And Lukas Gottwald - I Can Do Better.pdf,Avril Lavigne/Avril Lavigne - The Best Damn Thing [pvg Book]/Avril Lavigne And Lukas Gottwald - I Can Do Better.pdf,unique_in_other,2190540,,,
Avril Lavigne,Avril Lavigne - The Best Damn Thing [pvg Book],The Best Damn Thing [pvg Book],Avril Lavigne And Lukas Gottwald - Keep Holding On.pdf,Avril Lavigne/The Best Damn Thing [pvg Book]/Songs/Avril Lavigne And Lukas Gottwald - Keep Holding On.pdf,Avril Lavigne/Avril Lavigne - The Best Damn Thing [pvg Book]/Avril Lavigne And Lukas Gottwald - Keep Holding On.pdf,unique_in_other,1471451,,,
Avril Lavigne,Avril Lavigne - The Best Damn Thing [pvg Book],The Best Damn Thing [pvg Book],Avril Lavigne And Lukasz Gottwald - Girlfriend.pdf,Avril Lavigne/The Best Damn Thing [pvg Book]/Songs/Avril Lavigne And Lukasz Gottwald - Girlfriend.pdf,Avril Lavigne/Avril Lavigne - The Best Damn Thing [pvg Book]/Avril Lavigne And Lukasz Gottwald - Girlfriend.pdf,unique_in_other,2530114,,,
Avril Lavigne,Avril Lavigne - The Best Damn Thing [pvg Book],The Best Damn Thing [pvg Book],Avril Lavigne And Lukasz Gottwald - I Don't Have To Try.pdf,Avril Lavigne/The Best Damn Thing [pvg Book]/Songs/Avril Lavigne And Lukasz Gottwald - I Don't Have To Try.pdf,Avril Lavigne/Avril Lavigne - The Best Damn Thing [pvg Book]/Avril Lavigne And Lukasz Gottwald - I Don't Have To Try.pdf,unique_in_other,2091603,,,
Avril Lavigne,Avril Lavigne - The Best Damn Thing [pvg Book],The Best Damn Thing [pvg Book],Avril Lavigne And Ryan Cabrera - Contagious.pdf,Avril Lavigne/The Best Damn Thing [pvg Book]/Songs/Avril Lavigne And Ryan Cabrera - Contagious.pdf,Avril Lavigne/Avril Lavigne - The Best Damn Thing [pvg Book]/Avril Lavigne And Ryan Cabrera - Contagious.pdf,unique_in_other,1414032,,,
Avril Lavigne,Avril Lavigne - The Best Damn Thing [pvg Book],The Best Damn Thing [pvg Book],"Avril Lavigne, Lukas Gottwald, Gerd Dobauren - Runaway.pdf","Avril Lavigne/The Best Damn Thing [pvg Book]/Songs/Avril Lavigne, Lukas Gottwald, Gerd Dobauren - Runaway.pdf","Avril Lavigne/Avril Lavigne - The Best Damn Thing [pvg Book]/Avril Lavigne, Lukas Gottwald, Gerd Dobauren - Runaway.pdf",unique_in_other,2293448,,,
Avril Lavigne,Avril Lavigne - The Best Damn Thing [pvg Book],The Best Damn Thing [pvg Book],Joe Van Taulenhoven - One Of Those Girls.pdf,Avril Lavigne/The Best Damn Thing [pvg Book]/Songs/Joe Van Taulenhoven - One Of Those Girls.pdf,Avril Lavigne/Avril Lavigne - The Best Damn Thing [pvg Book]/Joe Van Taulenhoven - One Of Those Girls.pdf,unique_in_other,2177073,,,
Barry Manilow,Barry Manilow - Anthology,Anthology,Barry Manilow - All The Time.pdf,Barry Manilow/Anthology/Songs/Barry Manilow - All The Time.pdf,Barry Manilow/Barry Manilow - Anthology/Songs/Barry Manilow - All The Time.pdf,smaller_in_other,,401529,1051134,649605
Barry Manilow,Barry Manilow - Anthology,Anthology,Barry Manilow - Bandstand Boogie.pdf,Barry Manilow/Anthology/Songs/Barry Manilow - Bandstand Boogie.pdf,Barry Manilow/Barry Manilow - Anthology/Barry Manilow - Bandstand Boogie.pdf,unique_in_other,885572,,,
Barry Manilow,Barry Manilow - Anthology,Anthology,Barry Manilow - Beautiful Music.pdf,Barry Manilow/Anthology/Songs/Barry Manilow - Beautiful Music.pdf,Barry Manilow/Barry Manilow - Anthology/Barry Manilow - Beautiful Music.pdf,unique_in_other,589432,,,
Barry Manilow,Barry Manilow - Anthology,Anthology,Barry Manilow - Brooklyn Blues.pdf,Barry Manilow/Anthology/Songs/Barry Manilow - Brooklyn Blues.pdf,Barry Manilow/Barry Manilow - Anthology/Barry Manilow - Brooklyn Blues.pdf,unique_in_other,1062877,,,
Barry Manilow,Barry Manilow - Anthology,Anthology,Barry Manilow - Can't Smile Without You.pdf,Barry Manilow/Anthology/Songs/Barry Manilow - Can't Smile Without You.pdf,Barry Manilow/Barry Manilow - Anthology/Songs/Barry Manilow - Can't Smile Without You.pdf,smaller_in_other,,701107,3914540,3213433
Barry Manilow,Barry Manilow - Anthology,Anthology,Barry Manilow - Copacabana (at The Copa).pdf,Barry Manilow/Anthology/Songs/Barry Manilow - Copacabana (at The Copa).pdf,Barry Manilow/Barry Manilow - Anthology/Barry Manilow - Copacabana (at The Copa).pdf,unique_in_other,766123,,,
Barry Manilow,Barry Manilow - Anthology,Anthology,Barry Manilow - Could It Be Magic.pdf,Barry Manilow/Anthology/Songs/Barry Manilow - Could It Be Magic.pdf,Barry Manilow/Barry Manilow - Anthology/Barry Manilow - Could It Be Magic.pdf,unique_in_other,432897,,,
Barry Manilow,Barry Manilow - Anthology,Anthology,Barry Manilow - Daybreak.pdf,Barry Manilow/Anthology/Songs/Barry Manilow - Daybreak.pdf,Barry Manilow/Barry Manilow - Anthology/Barry Manilow - Daybreak.pdf,unique_in_other,382780,,,
Barry Manilow,Barry Manilow - Anthology,Anthology,Barry Manilow - I Am Your Child.pdf,Barry Manilow/Anthology/Songs/Barry Manilow - I Am Your Child.pdf,Barry Manilow/Barry Manilow - Anthology/Barry Manilow - I Am Your Child.pdf,unique_in_other,314755,,,
Barry Manilow,Barry Manilow - Anthology,Anthology,Barry Manilow - I Don't Want To Walk Without You.pdf,Barry Manilow/Anthology/Songs/Barry Manilow - I Don't Want To Walk Without You.pdf,Barry Manilow/Barry Manilow - Anthology/Barry Manilow - I Don't Want To Walk Without You.pdf,unique_in_other,402807,,,
Barry Manilow,Barry Manilow - Anthology,Anthology,Barry Manilow - I Was A Fool (to Let You Go).pdf,Barry Manilow/Anthology/Songs/Barry Manilow - I Was A Fool (to Let You Go).pdf,Barry Manilow/Barry Manilow - Anthology/Barry Manilow - I Was A Fool (to Let You Go).pdf,unique_in_other,888220,,,
Barry Manilow,Barry Manilow - Anthology,Anthology,Barry Manilow - I Write The Songs.pdf,Barry Manilow/Anthology/Songs/Barry Manilow - I Write The Songs.pdf,Barry Manilow/Barry Manilow - Anthology/Barry Manilow - I Write The Songs.pdf,unique_in_other,410462,,,
Barry Manilow,Barry Manilow - Anthology,Anthology,Barry Manilow - If I Should Love Again.pdf,Barry Manilow/Anthology/Songs/Barry Manilow - If I Should Love Again.pdf,Barry Manilow/Barry Manilow - Anthology/Songs/Barry Manilow - If I Should Love Again.pdf,smaller_in_other,,800954,1148618,347664
Barry Manilow,Barry Manilow - Anthology,Anthology,Barry Manilow - It's A Miracle.pdf,Barry Manilow/Anthology/Songs/Barry Manilow - It's A Miracle.pdf,Barry Manilow/Barry Manilow - Anthology/Barry Manilow - It's A Miracle.pdf,unique_in_other,1303567,,,
Barry Manilow,Barry Manilow - Anthology,Anthology,Barry Manilow - It's Just Another New Year's Eve.pdf,Barry Manilow/Anthology/Songs/Barry Manilow - It's Just Another New Year's Eve.pdf,Barry Manilow/Barry Manilow - Anthology/Barry Manilow - It's Just Another New Year's Eve.pdf,unique_in_other,397174,,,
Barry Manilow,Barry Manilow - Anthology,Anthology,Barry Manilow - Jump Shout Boogie.pdf,Barry Manilow/Anthology/Songs/Barry Manilow - Jump Shout Boogie.pdf,Barry Manilow/Barry Manilow - Anthology/Barry Manilow - Jump Shout Boogie.pdf,unique_in_other,649897,,,
