artist,expected_book,expected_count,status,keep_folder,delete_folders,notes
Harry Chapin,Harry Chapin - The Authentic Guitar Style Of _Guitar Tab_,9,MISSING,,,No matching folder found in S3
Henri Mancini,Henry Mancini - A Merry Mancini Christmas,13,OK,Henry Mancini - A Merry Mancini Christmas,,"Single folder, 13 songs"
Herman's Hermits,Hermans Hermits - Collection,8,OK,Collection,,"Single folder, 11 songs"
Jackson Browne,Jackson Browne - Deluxe Anthology,39,DUPLICATE,Deluxe Anthology,Jackson Browne - Deluxe Anthology,"Keep 39 songs, delete 38 songs from 1 folders"
James Blunt,James Blunt - All The Lost Souls _Book_,10,MISSING,,,No matching folder found in S3
James Blunt,James Blunt - Back To Bedlam _Book_,1,MISSING,,,No matching folder found in S3
James Taylor,James Taylor - Classic _Guitar_,15,MISSING,,,No matching folder found in S3
James Taylor,James Taylor - Classics _guitar tab_,15,MISSING,,,No matching folder found in S3
James Taylor,James Taylor - Guitar Songbook,24,DUPLICATE,Guitar Songbook,James Taylor - Guitar Songbook,"Keep 24 songs, delete 14 songs from 1 folders"
James Taylor,James Taylor - James Taylor Songbook,24,DUPLICATE,James Taylor Songbook,James Taylor - James Taylor Songbook,"Keep 24 songs, delete 18 songs from 1 folders"
James Taylor,James Taylor - James Taylor _PVG Book_,21,MISSING,,,No matching folder found in S3
James Taylor,James Taylor - Thats Why Im Here _PVG Book_,10,MISSING,,,No matching folder found in S3
Jim Croce,Jim Croce - Acoustic Fingerstyle Video Guitar Lessons,1,DUPLICATE,Acoustic Fingerstyle Video Guitar Lessons,Jim Croce - Acoustic Fingerstyle Video Guitar Lessons,"Keep 1 songs, delete 1 songs from 1 folders"
Jimmy Buffet,Jimmy Buffett - Barometer Soup _PVG Book_,9,MISSING,,,No matching folder found in S3
Jimmy Buffet,Jimmy Buffett - Fruitcakes _PVG Book_,9,MISSING,,,No matching folder found in S3
Joe Cocker,Joe Cocker - Best Of,16,DUPLICATE,Best Of,Joe Cocker - Best Of,"Keep 16 songs, delete 11 songs from 1 folders"
Joe Cocker,Joe Cocker - Mad Dogs And Englishmen _Book_,16,MISSING,,,No matching folder found in S3
Joe Cocker,Joe Cocker - Songbook,1,OK,Songbook,,"Single folder, 1 songs"
John Denver,John Denver - Anthology,53,DUPLICATE,Anthology,John Denver - Anthology | John Denver - Anthology [pvg],"Keep 53 songs, delete 34 songs from 2 folders"
John Denver,John Denver - Anthology _PVG_,53,DUPLICATE,Anthology,John Denver - Anthology,"Keep 53 songs, delete 19 songs from 1 folders"
John Denver,John Denver - Back Home Again,18,MISSING,,,No matching folder found in S3
John Denver,John Denver - Best Of _Easy Piano_,18,MISSING,,,No matching folder found in S3
John Denver,John Denver - I Want To Live _PVG Book_,11,MISSING,,,No matching folder found in S3
John Denver,John Denver - The Authentic Guitar Style Of,12,DUPLICATE,The Authentic Guitar Style Of,John Denver - The Authentic Guitar Style Of,"Keep 12 songs, delete 5 songs from 1 folders"
John Lennon,John Lennon - Collection,3,DUPLICATE,Collection,John Lennon - Collection,"Keep 3 songs, delete 2 songs from 1 folders"
John Lennon,John Lennon - Greatest Hits,15,DUPLICATE,Greatest Hits,John Lennon - Greatest Hits,"Keep 15 songs, delete 9 songs from 1 folders"
Joni Mitchell,Joni Mitchell - The Best Of _PVG_,10,MISSING,,,No matching folder found in S3
Joni Mitchell,Joni Mitchell Songbook Complete Vol1 1966-1970,28,OK,Joni Mitchell Songbook Complete Vol1 1966-1970,,"Single folder, 28 songs"
Journey,Journey - Complete,68,DUPLICATE,Complete,Journey - Complete | Journey - Complete Songbook,"Keep 68 songs, delete 48 songs from 2 folders"
Journey,Journey - Complete Songbook,68,DUPLICATE,Complete,Complete Songbook | Journey - Complete | Journey - Complete Songbook,"Keep 68 songs, delete 116 songs from 3 folders"
Journey,Journey - Frontiers _Jap Band Score_,1,MISSING,,,No matching folder found in S3
Journey,Journey - Greatest Hits,6,DUPLICATE,Greatest Hits,Journey - Greatest Hits | Journey - Greatest Hits (book),"Keep 6 songs, delete 13 songs from 2 folders"
Journey,Journey - Greatest Hits _Book_,5,DUPLICATE,Greatest Hits,Journey - Greatest Hits,"Keep 6 songs, delete 9 songs from 1 folders"
Journey,Journey - Superbest _Jap Band Score_,15,MISSING,,,No matching folder found in S3
Journey,Journey - The Guitar Collection,16,DUPLICATE,The Guitar Collection,Journey - The Guitar Collection,"Keep 16 songs, delete 12 songs from 1 folders"
Judy Garland,Judy Garland - Songbook,13,DUPLICATE,Songbook,Judy Garland - Songbook,"Keep 13 songs, delete 3 songs from 1 folders"
Katy Perry,Katy Perry - One Of The Boys _PVG Book_,12,MISSING,,,No matching folder found in S3
Kelly Clarkson,Kelly Clarkson - Breakaway _Book_,5,MISSING,,,No matching folder found in S3
Kenny Rogers,Kenny Rogers - Love Or Something Like It _Book_,10,MISSING,,,No matching folder found in S3
Kinks,Kinks - Best Of The Kinks _Score_,12,MISSING,,,No matching folder found in S3
Kinks,Kinks - Best Of _Score_,9,MISSING,,,No matching folder found in S3
Kinks,Kinks - Great Songs Of Kinks,8,DUPLICATE,Great Songs Of Kinks,Kinks - Great Songs Of Kinks,"Keep 8 songs, delete 5 songs from 1 folders"
Kinks,Kinks - Guitar Legends _Guitar_,9,MISSING,,,No matching folder found in S3
Kinks,Kinks - Guitar Legends _Tab_,9,MISSING,,,No matching folder found in S3
Kinks,Kinks - Jam With The Kinks _Tab_,8,MISSING,,,No matching folder found in S3
Led Zepplin,Led Zeppelin - Led Zeppelin II,1,OK,Led Zeppelin - Led Zeppelin Ii,,"Single folder, 1 songs"
Led Zepplin,Led Zeppelin - Over The Hills And Far Away _PVG_,1,MISSING,,,No matching folder found in S3
Lynyrd Skynyrd,Lynyrd Skynyrd - The New Best Of _Guitar Tab_,10,MISSING,,,No matching folder found in S3
Mamas and the Papas,Mamas And The Papas - Songbook _PVG_,0,MISSING,,,No matching folder found in S3
MeatLoaf,MeatLoaf - Bat Out Of Hell,3,MISSING,,,No matching folder found in S3
Melissa Etheridge,Melissa Etheridge - Songbook,10,DUPLICATE,Songbook,Melissa Etheridge - Songbook,"Keep 10 songs, delete 3 songs from 1 folders"
Michael Jackson,Michael Jackson - Great Songs Of _PVG_,10,MISSING,,,No matching folder found in S3
Michael Jackson,Michael Jackson - Number Ones,18,DUPLICATE,Number Ones,Michael Jackson - Number Ones | Michael Jackson - Number Ones [book],"Keep 18 songs, delete 18 songs from 2 folders"
Michael Jackson,Michael Jackson - Number Ones _Book_,18,DUPLICATE,Number Ones,Michael Jackson - Number Ones,"Keep 18 songs, delete 8 songs from 1 folders"
Michael Jackson,Michael Jackson - The Great Songs Of,10,DUPLICATE,The Great Songs Of,Michael Jackson - The Great Songs Of,"Keep 10 songs, delete 5 songs from 1 folders"
Michael Jackson,Michael Jackson - Thriller _The Complete Song Book_,10,MISSING,,,No matching folder found in S3
Monkees,Monkees - Greatest Hits,11,DUPLICATE,Greatest Hits,Monkees - Greatest Hits,"Keep 11 songs, delete 4 songs from 1 folders"
Moody Blues,Moody Blues - Greatest Hits _PVG_,11,MISSING,,,No matching folder found in S3
Moody Blues,Moody Blues - Keys Of Kingdom _Band Score_,12,MISSING,,,No matching folder found in S3
Neil Diamond,Neil Diamond - The Essential Neil Diamond,40,DUPLICATE,The Essential Neil Diamond,Neil Diamond - The Essential Neil Diamond,"Keep 40 songs, delete 15 songs from 1 folders"
Neil Young,Neil Young - After The Goldrush _PVG Book_,10,MISSING,,,No matching folder found in S3
Neil Young,Neil Young - Decade,22,DUPLICATE,Decade,Neil Young - Decade | Neil Young - Decade [pvg Book],"Keep 22 songs, delete 18 songs from 2 folders"
Neil Young,Neil Young - Decade _PVG Book_,22,DUPLICATE,Decade,Neil Young - Decade,"Keep 22 songs, delete 12 songs from 1 folders"
Neil Young,Neil Young - Greatest Hits _Guitar Tab_,15,MISSING,,,No matching folder found in S3
Neil Young,Neil Young - Harvest Moon _Guitar Tab_,10,MISSING,,,No matching folder found in S3
Neil Young,Neil Young - Harvest _Score_,10,MISSING,,,No matching folder found in S3
Neil Young,Neil Young - The Best Of Neil Young _PVG Book_,9,MISSING,,,No matching folder found in S3
Night Ranger,Night Ranger - Seven Wishes _Jap Score_,0,OK,Night Ranger - Seven Wishes _jap Score_,,"Single folder, 10 songs"
Paul McCartney,Paul McCartney - All The Best,22,MISSING,,,No matching folder found in S3
Paul McCartney,Paul McCartney - Flowers In The Dirt,14,MISSING,,,No matching folder found in S3
Paul McCartney,Paul McCartney - Press To Play,14,MISSING,,,No matching folder found in S3
Paul McCartney,Paul McCartney - Ram,10,MISSING,,,No matching folder found in S3
Paul McCartney,Paul Mccartney - Chaos And Creation In The Backyard _PVG Book_,13,MISSING,,,No matching folder found in S3
Paul McCartney,Paul Mccartney - Tripping The Live Fantastic _PVG Book_,38,MISSING,,,No matching folder found in S3
Paul McCartney,Paul Mccartney - Tug Of War _PVG Book_,11,MISSING,,,No matching folder found in S3
Paul Simon,Paul Simon - Anthology,49,DUPLICATE,Anthology,Paul Simon - Anthology,"Keep 49 songs, delete 47 songs from 1 folders"
Paul Simon,Simon And Garfunkels Greatest Hits,14,MISSING,,,No matching folder found in S3
Peter Frampton,Peter Frampton - The Best Of _Guitar Tab_,11,MISSING,,,No matching folder found in S3
Pink,Pink - Funhouse _PVG_,1,MISSING,,,No matching folder found in S3
Pink,Pink - Im Not Dead _PVG Book_,10,MISSING,,,No matching folder found in S3
Pink,Pink - Missundaztood _PVG Book_,1,MISSING,,,No matching folder found in S3
Pink Floyd,Pink Floyd - Anthology - p110-175,1,DUPLICATE,Anthology - P110-175,Pink Floyd - Anthology - P110-175,"Keep 1 songs, delete 1 songs from 1 folders"
Pink Floyd,Pink Floyd - Anthology - p58-109,1,DUPLICATE,Anthology - P58-109,Pink Floyd - Anthology - P58-109,"Keep 1 songs, delete 1 songs from 1 folders"
Pink Floyd,Pink Floyd - Anthology _PVG_,38,MISSING,,,No matching folder found in S3
Pink Floyd,Pink Floyd - Anthology _book_,38,MISSING,,,No matching folder found in S3
Pink Floyd,Pink Floyd - Dark Side Of The Moon,1,DUPLICATE,Dark Side Of The Moon,Pink Floyd - Dark Side Of The Moon [pvg],"Keep 1 songs, delete 1 songs from 1 folders"
Pink Floyd,Pink Floyd - Dark Side Of The Moon _2_,1,OK,Dark Side Of The Moon,,"Single folder, 1 songs"
Pink Floyd,Pink Floyd - Dark Side Of The Moon _PVG_,1,OK,Dark Side Of The Moon,,"Single folder, 1 songs"
Pink Floyd,Pink Floyd - Pink Floyd Songbook,10,DUPLICATE,Pink Floyd Songbook,Pink Floyd - Pink Floyd Songbook,"Keep 10 songs, delete 10 songs from 1 folders"
Pink Floyd,Pink Floyd - The Wall _PVG_,23,MISSING,,,No matching folder found in S3
Pink Floyd,Pink Floyd - Wish You Were Here,11,DUPLICATE,Wish You Were Here,Pink Floyd - Wish You Were Here | Pink Floyd - Wish You Were Here [pvg],"Keep 11 songs, delete 20 songs from 2 folders"
Pink Floyd,Pink Floyd - Wish You Were Here _PVG_,12,DUPLICATE,Wish You Were Here,Pink Floyd - Wish You Were Here,"Keep 11 songs, delete 10 songs from 1 folders"
Police,Police - The Great Songs Of The Police,12,DUPLICATE,The Great Songs Of The Police,Police - The Great Songs Of The Police,"Keep 12 songs, delete 2 songs from 1 folders"
Pretenders,Pretenders - Best Of Pretenders,16,DUPLICATE,Best Of Pretenders,Pretenders - Best Of Pretenders,"Keep 16 songs, delete 11 songs from 1 folders"
Prince,Prince - Purple Rain _Score_,1,MISSING,,,No matching folder found in S3
Queen,Queen - Deluxe Anthology _PVG_,1,MISSING,,,No matching folder found in S3
Queen,Queen - Greatest Hits,1,DUPLICATE,Greatest Hits,Queen - Greatest Hits | Queen - Greatest Hits 1 [score] | Queen - Greatest Hits Ii [pvg],"Keep 1 songs, delete 9 songs from 3 folders"
Queen,Queen - Greatest Hits 1 _Score_,16,DUPLICATE,Greatest Hits,Queen - Greatest Hits,"Keep 1 songs, delete 1 songs from 1 folders"
Queen,Queen - Greatest Hits II _PVG_,17,DUPLICATE,Greatest Hits,Queen - Greatest Hits,"Keep 1 songs, delete 1 songs from 1 folders"
Queen,Queen - Hit Songs,22,DUPLICATE,Hit Songs,Queen - Hit Songs,"Keep 22 songs, delete 6 songs from 1 folders"
REO Speedwagon,REO Speedwagon - Good Trouble,1,MISSING,,,No matching folder found in S3
REO Speedwagon,REO Speedwagon - Hi Infidelity,1,MISSING,,,No matching folder found in S3
REO Speedwagon,REO Speedwagon - Life As We Know It,4,MISSING,,,No matching folder found in S3
REO Speedwagon,REO Speedwagon - The Hits,12,MISSING,,,No matching folder found in S3
Randy Newman,Randy Newman - Collection,1,DUPLICATE,Collection,Randy Newman - Collection,"Keep 1 songs, delete 11 songs from 1 folders"
Robbie Robertson,Robbie Robertson - Songbook _Guitar Tab_,0,MISSING,,,No matching folder found in S3
Rod Stewart,Rod Stewart - The Great American Songbook,16,DUPLICATE,The Great American Songbook,Rod Stewart - The Great American Songbook,"Keep 16 songs, delete 11 songs from 1 folders"
Rolling Stones,Rolling Stones - Best Of Rolling Stones 1963-1973 Piano Songbook,20,DUPLICATE,Best Of Rolling Stones 1963-1973 Piano Songbook,Rolling Stones - Best Of Rolling Stones 1963-1973 Piano Songbook,"Keep 20 songs, delete 12 songs from 1 folders"
Rolling Stones,Rolling Stones - Let It Bleed _Guitar Tab_,9,MISSING,,,No matching folder found in S3
Rolling Stones,Rolling Stones - Sticky Fingers _Score_,10,MISSING,,,No matching folder found in S3
Roy Orbison,Roy Orbison - Greatest Hits,19,DUPLICATE,Greatest Hits,Roy Orbison - Greatest Hits,"Keep 19 songs, delete 14 songs from 1 folders"
Santana,Santana - Off The Record,8,DUPLICATE,Off The Record,Santana - Off The Record,"Keep 8 songs, delete 3 songs from 1 folders"
Scott Joplin,Scott Joplin - The Best Of,17,DUPLICATE,The Best Of,Scott Joplin - The Best Of,"Keep 17 songs, delete 5 songs from 1 folders"
Shania Twain,Shania Twain - Greatest Hits,21,DUPLICATE,Greatest Hits,Shania Twain - Greatest Hits,"Keep 21 songs, delete 4 songs from 1 folders"
Shania Twain,Shania Twain - Up _PVG Book_,20,MISSING,,,No matching folder found in S3
Sheryl Crow,Sheryl Crow - Tuesday Night Music Club _PVG Book_,11,MISSING,,,No matching folder found in S3
Sheryl Crow,Sheryl Crow - Very Best,17,DUPLICATE,Very Best,Sheryl Crow - Very Best,"Keep 17 songs, delete 8 songs from 1 folders"
Spice Girls,Spice Girls - Greatest Hits,11,DUPLICATE,Greatest Hits,Spice Girls - Greatest Hits,"Keep 11 songs, delete 9 songs from 1 folders"
Steely Dan,Steely Dan - The Best,23,OK,Steely Dan - The Best,,"Single folder, 23 songs"
Steve Miller Band,Steve Miller Band - 13 Biggest Hits,13,DUPLICATE,13 Biggest Hits,Steve Miller Band - 13 Biggest Hits,"Keep 13 songs, delete 2 songs from 1 folders"
Steve Miller Band,Steve Miller Band - Rock Best Hits _Jap Score_,8,MISSING,,,No matching folder found in S3
Steve Winwood,Steve Winwood - Arc Of A Diver _PVG Book_,7,MISSING,,,No matching folder found in S3
Steve Winwood,Steve Winwood - The Great Songs Of,8,DUPLICATE,The Great Songs Of,Steve Winwood - The Great Songs Of,"Keep 8 songs, delete 3 songs from 1 folders"
Supertramp,Supertramp - Anthology,2,DUPLICATE,Anthology,Supertramp - Anthology,"Keep 2 songs, delete 6 songs from 1 folders"
Supertramp,Supertramp - Breakfast In America _PVG Book_,10,MISSING,,,No matching folder found in S3
Supertramp,Supertramp - Crime Of The Century _Book_,8,MISSING,,,No matching folder found in S3
Survivor,Survivor - Greatest Hits,10,DUPLICATE,Greatest Hits,Survivor - Greatest Hits,"Keep 10 songs, delete 3 songs from 1 folders"
Taylor Swift,Taylor Swift - Best Of _Easy Piano_,12,OK,Taylor Swift,,"Single folder, 11 songs"
Taylor Swift,Taylor Swift - Fearless _PVG Book_,16,OK,Taylor Swift,,"Single folder, 11 songs"
Taylor Swift,Taylor Swift - Speak Now _PVG Book_,14,OK,Taylor Swift,,"Single folder, 11 songs"
Taylor Swift,Taylor Swift - Taylor Swift,11,DUPLICATE,Taylor Swift,Taylor Swift - Taylor Swift | Taylor Swift - Taylor Swift [guitar Compilation],"Keep 11 songs, delete 10 songs from 2 folders"
Taylor Swift,Taylor Swift - Taylor Swift _Guitar Compilation_,11,DUPLICATE,Taylor Swift,Taylor Swift - Taylor Swift,"Keep 11 songs, delete 7 songs from 1 folders"
The Band,Band - Northern Lights Southern Cross _PVG_,8,MISSING,,,No matching folder found in S3
The Band,Band - Stage Fright _PVG_,9,MISSING,,,No matching folder found in S3
The Band,The Band - Rock Of Ages _PVG Book_,8,MISSING,,,No matching folder found in S3
The Band,The Band - The Band And Music From Big Pink,21,DUPLICATE,The Band And Music From Big Pink,The Band - The Band And Music From Big Pink,"Keep 21 songs, delete 14 songs from 1 folders"
Tom Lehrer,Tom Lehrer - Book Covers,1,OK,Tom Lehrer - Book Covers,,"Single folder, 1 songs"
Tom Lehrer,Tom Lehrer - Too Many Songs _PVC Book_,32,MISSING,,,No matching folder found in S3
Tom Waits,Tom Waits - Anthology,24,DUPLICATE,Tom Waits - Anthology,Anthology,"Keep 24 songs, delete 29 songs from 1 folders"
Tom Waits,Tom Waits - Tom Waits Anthology,7,DUPLICATE,Tom Waits - Tom Waits Anthology,Anthology,"Keep 7 songs, delete 29 songs from 1 folders"
Tori Amos,Tori Amos - _Book_ Anthology,25,MISSING,,,No matching folder found in S3
Toto,Toto - Best of,5,DUPLICATE,Best Of,Toto - Best Of,"Keep 5 songs, delete 3 songs from 1 folders"
Toto,Toto - Collection,13,DUPLICATE,Collection,Toto - Collection,"Keep 13 songs, delete 4 songs from 1 folders"
Toto,Toto - Past To Present _Book_,13,MISSING,,,No matching folder found in S3
Traveling Wilburys,Traveling Wilburys - Volume 1,1,OK,Volume 1,,"Single folder, 1 songs"
Van Morrison,Van Morrison - Anthology,25,DUPLICATE,Anthology,Van Morrison - Anthology | Van Morrison - Anthology (2),"Keep 25 songs, delete 20 songs from 2 folders"
Van Morrison,Van Morrison - Anthology _2_,21,DUPLICATE,Anthology,Van Morrison - Anthology,"Keep 25 songs, delete 11 songs from 1 folders"
Van Morrison,Van Morrison - Back On Top _Book_,10,MISSING,,,No matching folder found in S3
Van Morrison,Van Morrison - Days Like These _Book_,2,MISSING,,,No matching folder found in S3
Various Artists,Various Artists - 100 Songs For Kids - _Easy Guitar Songbook_,99,MISSING,,,No matching folder found in S3
Various Artists,Various Artists - 50 Platinum Country Hits,50,DUPLICATE,50 Platinum Country Hits,Various Artists - 50 Platinum Country Hits,"Keep 50 songs, delete 33 songs from 1 folders"
Various Artists,Various Artists - 50s And 60s,81,MISSING,,,No matching folder found in S3
Various Artists,Various Artists - 557 Standards _Sheet Music - Piano__2_,345,MISSING,,,No matching folder found in S3
Various Artists,Various Artists - 62 Stars 62 Hits _60s Compilation_,61,MISSING,,,No matching folder found in S3
Various Artists,Various Artists - 70s Collection - _57pp_,18,MISSING,,,No matching folder found in S3
Various Artists,Various Artists - 70s Hits _Easy Piano_,20,MISSING,,,No matching folder found in S3
Various Artists,Various Artists - Adult Contemporary Hits Of The Nineties,1,DUPLICATE,Various Artists - Adult Contemporary Hits Of The Nineties,Adult Contemporary Hits Of The Nineties,"Keep 10 songs, delete 30 songs from 1 folders"
Various Artists,Various Artists - All Time Best Collection Vol 3,18,DUPLICATE,All Time Best Collection Vol 3,Various Artists - All Time Best Collection Vol 3,"Keep 18 songs, delete 4 songs from 1 folders"
Various Artists,Various Artists - Best In Country Sheet Music,26,DUPLICATE,Best In Country Sheet Music,Various Artists - Best In Country Sheet Music,"Keep 26 songs, delete 7 songs from 1 folders"
Various Artists,Various Artists - Best Of 80s Rock _PVG_,33,MISSING,,,No matching folder found in S3
Various Artists,Various Artists - Best Of The 70s And 80s _Solo Piano_,17,MISSING,,,No matching folder found in S3
Various Artists,Various Artists - Best Rock Songs 2000-2005,36,DUPLICATE,Best Rock Songs 2000-2005,Various Artists - Best Rock Songs 2000-2005,"Keep 18 songs, delete 16 songs from 1 folders"
Various Artists,Various Artists - Biggest Pop Hits 1996-1997,36,DUPLICATE,Biggest Pop Hits 1996-1997,Various Artists - Biggest Pop Hits 1996-1997,"Keep 26 songs, delete 10 songs from 1 folders"
Various Artists,Various Artists - Chart Hits 01-02,25,OK,Chart Hits 01-02,,"Single folder, 1 songs"
Various Artists,Various Artists - Chart Hits 04-05,19,DUPLICATE,Chart Hits 04-05,Various Artists - Chart Hits 04-05,"Keep 20 songs, delete 7 songs from 1 folders"
Various Artists,Various Artists - Chart Hits 98-99,26,DUPLICATE,Chart Hits 98-99,Various Artists - Chart Hits 98-99,"Keep 26 songs, delete 22 songs from 1 folders"
Various Artists,Various Artists - Classic Rock - 73 songs,73,OK,Classic Rock - 73 Songs,,"Single folder, 73 songs"
Various Artists,Various Artists - Collection Of Country Music,72,DUPLICATE,Collection Of Country Music,Various Artists - Collection Of Country Music,"Keep 72 songs, delete 33 songs from 1 folders"
Various Artists,Various Artists - Complete Piano Player Easy Blues _22 songs_,21,MISSING,,,No matching folder found in S3
Various Artists,Various Artists - Country Classics _PVG_,54,MISSING,,,No matching folder found in S3
Various Artists,Various Artists - Even More Songs Of The Eighties _PVG_,39,MISSING,,,No matching folder found in S3
Various Artists,Various Artists - Golden Era Of Rock And Roll _grab it_,100,MISSING,,,No matching folder found in S3
Various Artists,Various Artists - Great Bands Of The 60s _PVG Book_,25,MISSING,,,No matching folder found in S3
Various Artists,Various Artists - Great Bands Of The 70s _PVG Book_,20,OK,Great Bands Of The 70s,,"Single folder, 21 songs"
Various Artists,Various Artists - Great Big Book Of Childrens Songs,73,MISSING,,,No matching folder found in S3
Various Artists,Various Artists - Great Country Collection,14,DUPLICATE,Great Country Collection,Various Artists - Great Country Collection,"Keep 14 songs, delete 4 songs from 1 folders"
Various Artists,Various Artists - Great Songs Of The 70s _Guitar Tab_,30,MISSING,,,No matching folder found in S3
Various Artists,Various Artists - Greatest Hits Of 2004-2005,59,DUPLICATE,Greatest Hits Of 2004-2005,Various Artists - Greatest Hits Of 2004-2005,"Keep 60 songs, delete 30 songs from 1 folders"
Various Artists,Various Artists - Greatest Love Songs Of 80s,25,DUPLICATE,Greatest Love Songs Of 80s,Various Artists - Greatest Love Songs Of 80s,"Keep 25 songs, delete 8 songs from 1 folders"
Various Artists,Various Artists - Greatest Love Songs Of The 60s,25,DUPLICATE,Greatest Love Songs Of The 60s,Various Artists - Greatest Love Songs Of The 60s,"Keep 25 songs, delete 20 songs from 1 folders"
Various Artists,Various Artists - Greatest Love Songs Of The 70s,26,DUPLICATE,Greatest Love Songs Of The 70s,Various Artists - Greatest Love Songs Of The 70s,"Keep 26 songs, delete 5 songs from 1 folders"
Various Artists,Various Artists - Greatest Love Songs Of The 80s,25,DUPLICATE,Greatest Love Songs Of The 80s,Various Artists - Greatest Love Songs Of The 80s,"Keep 25 songs, delete 18 songs from 1 folders"
Various Artists,Various Artists - Heavy Metal Vol III,13,MISSING,,,No matching folder found in S3
Various Artists,Various Artists - Heavy Rock Hits Of The 80s _PVG_,20,MISSING,,,No matching folder found in S3
Various Artists,Various Artists - History Of Rock - Late 80s,44,DUPLICATE,History Of Rock - Late 80s,Various Artists - History Of Rock - Late 80s,"Keep 43 songs, delete 40 songs from 1 folders"
Various Artists,Various Artists - More Songs Of The Eighties _PVG_,42,MISSING,,,No matching folder found in S3
Various Artists,Various Artists - Music For The Millenium - The Seventies,17,DUPLICATE,Music For The Millenium - The Seventies,Various Artists - Music For The Millenium - The Seventies,"Keep 17 songs, delete 4 songs from 1 folders"
Various Artists,Various Artists - Music For The Millennium The Seventies,17,DUPLICATE,Music For The Millennium The Seventies,Various Artists - Music For The Millennium The Seventies,"Keep 17 songs, delete 7 songs from 1 folders"
Various Artists,Various Artists - Oldies But Goodies,40,DUPLICATE,Oldies But Goodies,Various Artists - Oldies But Goodies,"Keep 41 songs, delete 11 songs from 1 folders"
Various Artists,Various Artists - Popular Piano Solos,11,DUPLICATE,Popular Piano Solos,Various Artists - Popular Piano Solos,"Keep 11 songs, delete 5 songs from 1 folders"
Various Artists,Various Artists - Songs Of The 60s _PVG_,60,MISSING,,,No matching folder found in S3
Various Artists,Various Artists - The 1980s,30,DUPLICATE,The 1980s,Various Artists - The 1980s,"Keep 30 songs, delete 26 songs from 1 folders"
Various Artists,Various Artists - The 60s And 70s Rock Score,9,DUPLICATE,The 60s And 70s Rock Score,Various Artists - The 60s And 70s Rock Score,"Keep 9 songs, delete 3 songs from 1 folders"
Various Artists,Various Artists - The Best Childrens Songs Ever _Easy Piano_,103,MISSING,,,No matching folder found in S3
Various Artists,Various Artists - The Decade Series - The 1980s,30,DUPLICATE,The 1980s,The Decade Series - The 1980s | Various Artists - The Decade Series - The 1980s,"Keep 30 songs, delete 55 songs from 2 folders"
Various Artists,Various Artists - The Greatest Love Songs Of The 80s,25,DUPLICATE,Greatest Love Songs Of The 80s,The Greatest Love Songs Of The 80s | Various Artists - The Greatest Love Songs Of The 80s,"Keep 25 songs, delete 31 songs from 2 folders"
Various Artists,Various Artists - Ultimate 100 Pop Hits Of The 90s,101,DUPLICATE,Ultimate 100 Pop Hits Of The 90s,Various Artists - Ultimate 100 Pop Hits Of The 90s,"Keep 102 songs, delete 38 songs from 1 folders"
Various Artists,Various Artists - Ultimate 80s Songs,0,MISSING,,,No matching folder found in S3
Various Artists,Various Artists - Ultimate Pop Sheet Music Collection 2000,84,DUPLICATE,Ultimate Pop Sheet Music Collection 2000,Various Artists - Ultimate Pop Sheet Music Collection 2000,"Keep 84 songs, delete 43 songs from 1 folders"
Vince Guaraldi,Vince Guaraldi - Peanuts Songbook,2,DUPLICATE,Vince Guaraldi - Peanuts Songbook,Peanuts Songbook,"Keep 8 songs, delete 28 songs from 1 folders"
Vince Guaraldi,Vince Guaraldi - The Vince Guaraldi Collection,9,DUPLICATE,The Vince Guaraldi Collection,Vince Guaraldi - The Vince Guaraldi Collection,"Keep 9 songs, delete 4 songs from 1 folders"
Whitney Houston,Whitney Houston - The Best Of,10,DUPLICATE,The Best Of,Whitney Houston - The Best Of,"Keep 10 songs, delete 5 songs from 1 folders"
Who,Who - Quadrophenia _PVG_,9,MISSING,,,No matching folder found in S3
Who,Who - Who Anthology,44,DUPLICATE,Who Anthology,Who - Who Anthology,"Keep 44 songs, delete 16 songs from 1 folders"
Wings,Wings - Greatest Hits,13,OK,Wings - Greatest Hits,,"Single folder, 13 songs"
Wings,Wings - London Town _PVG Book_,8,MISSING,,,No matching folder found in S3
Wings,Wings - Over America _PVG_,19,MISSING,,,No matching folder found in S3
Yes,Yes - Complete Deluxe Edition,29,DUPLICATE,Complete Deluxe Edition,Yes - Complete Deluxe Edition,"Keep 29 songs, delete 36 songs from 1 folders"
ZZ Top,Greatest Hits,21,MISSING,,,No matching folder found in S3
_Broadway Shows,A Treasury Of Gilbert And Sullivan Part 1,50,MISSING,,,No matching folder found in S3
_Broadway Shows,A Treasury Of Gilbert And Sullivan Part 2,47,MISSING,,,No matching folder found in S3
_Broadway Shows,Lambert And Morrison - The Drowsy Chaperone _Version 1_,1,MISSING,,,No matching folder found in S3
_Broadway Shows,Lambert And Morrison - The Drowsy Chaperone _Version 2_,2,MISSING,,,No matching folder found in S3
_Broadway Shows,Lerner And Loewe - Camelot,16,MISSING,,,No matching folder found in S3
_Broadway Shows,Mamma Mia,15,MISSING,,,No matching folder found in S3
_Broadway Shows,Rogers And Hammerstein - South Pacific,7,MISSING,,,No matching folder found in S3
_Broadway Shows,Steven Sondheim - All Sondheim Volume 2 BOOK,19,MISSING,,,No matching folder found in S3
