artist,expected_book,expected_count,status,keep_folder,delete_folders,notes
_Broadway Shows,The Wedding Singer,72,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - 25th Annual Putnam County Spelling Bee,0,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Aida,1,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Aladdin Jr,34,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Aladdin _book_,8,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Annie - Full Score,29,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Avenue Q - Full Score,1,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Avenue X - Vocal Chorus Book,25,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Beauty And The Beast _1994 MTI PC Score complete_,23,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Beauty And The Beast _Score_,38,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Best In Broadway Deluxe Edition,62,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Cabaret _1998 version_,2,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Cabaret _Original_,3,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Cats - Conductor Score,2,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Chicago _1975_,22,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Dear Evan Hansen _PVG_,15,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Dirty Rotten Scoundrels _Piano-Vocal_,1,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Evita _Conductor Score_,10,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Evita _Score_,11,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Footloose _Score_,15,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Grease _1994 Score_,13,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Grease _2003 Score_,40,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Hair _rev 1995_ - Piano Conductor Score,44,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - High School Musical _score_,22,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Jesus Christ Superstar,8,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Legally Blonde - score,1,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Les Miserables - Full Score,16,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Les Miserables - Piano-Conductor,4,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Les Miserables - Piano-conductor _complete_,5,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Lion King _Score_,57,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Little Mermaid Workshop score,1,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Little Shop Of Horrors Script,0,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Little Shop Of Horrors _Broadway_,2,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Little Shop Of Horrors _original_,2,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Mary Poppins,1,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Phantom Of Opera _SATB_,5,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Phantom Of The Opera,1,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Phantom Of The Opera _Score_,7,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Rent _Score_,46,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Rocky Horror Show,1,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Rocky Horror Show Revised - Full Score,24,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Seussical - TYA,38,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Seussical _PV Score_,34,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Seussical _Piano-Conductor_,13,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Shrek The Musical,11,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Sound Of Music,16,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Sound Of Music _Vocal Selections_,7,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Spamalot,65,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Sweeney Todd Vocal Score,19,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - The Hobbit Score,11,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - The Ultimate BROADWAY fakebook,407,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Wicked _PVG_,13,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Wicked _Score_,1,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Wizard Of Oz - Piano Conductor,24,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Wizard Of Oz _RSC Piano-Conductor_,20,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Youre A Good Man Charlie Brown _Score_,38,MISSING,,,No matching folder found in S3
_Broadway Shows,Various Artists - Youre A Good Man Charlie Brown _revival_ _score_,38,MISSING,,,No matching folder found in S3
_Broadway Shows,Wicked Workshop,4,MISSING,,,No matching folder found in S3
_Movie and TV,Beauty And The Beast _PVG_,8,MISSING,,,No matching folder found in S3
_Movie and TV,Brother Bear _Disney_,8,MISSING,,,No matching folder found in S3
_Movie and TV,Budget Books - Movie Songs,76,MISSING,,,No matching folder found in S3
_Movie and TV,Disney Collection _Songs Out Of order_,42,MISSING,,,No matching folder found in S3
_Movie and TV,High School Musical - Breaking Free - Piano Sheet Music,1,MISSING,,,No matching folder found in S3
_Movie and TV,John Williams - Greatest Hits,28,MISSING,,,No matching folder found in S3
_Movie and TV,John Williams - Star Wars Episode I - The Phantom Menace,1,MISSING,,,No matching folder found in S3
_Movie and TV,John Williams - Star Wars Episode II - Attack Of The Clones _lite_,1,MISSING,,,No matching folder found in S3
_Movie and TV,John Williams - Star Wars Episode III - Revenge Of The Sith_Incomplete Grab_,1,MISSING,,,No matching folder found in S3
_Movie and TV,John Williams - Star Wars Trilogy,14,MISSING,,,No matching folder found in S3
_Movie and TV,Kasha And Hirschorn - Petes Dragon,6,MISSING,,,No matching folder found in S3
_Movie and TV,Mary Poppins,11,MISSING,,,No matching folder found in S3
_Movie and TV,Mulan,1,MISSING,,,No matching folder found in S3
_Movie and TV,Pirates Of The Caribbean _Book 1 - The Curse Of The Black Pearl_,7,MISSING,,,No matching folder found in S3
_Movie and TV,Pirates Of The Caribbean _Book 2 - Dead Mans Chest_,9,MISSING,,,No matching folder found in S3
_Movie and TV,Randy Newman - Toy Story 2,1,MISSING,,,No matching folder found in S3
_Movie and TV,Spirited Away _Disney_ _2001_,1,MISSING,,,No matching folder found in S3
_Movie and TV,Star Wars Suite _John Williams - Full Score - Hal Leonard_,8,MISSING,,,No matching folder found in S3
_Movie and TV,The New Illustrated Treasury Of Disney,68,MISSING,,,No matching folder found in S3
_Movie and TV,The New Illustrated Treasury Of Disney Songs,68,MISSING,,,No matching folder found in S3
_Movie and TV,The Wizard Of Oz Script,20,MISSING,,,No matching folder found in S3
_Movie and TV,Theme From Rocky And Otther Big Hits,22,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - 100 Of The Best Movie Songs Ever,101,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Book Of Great TV Hits,41,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Box Office Themes Vol 1,12,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Complete TV And Film,0,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Decades Of Film 70s,17,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Decades Of Film 80s,20,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Decades Of Film 90s,20,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Disney Duets,8,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Disney Fake Book,194,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Disney Solos For Violin,1,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Eddie And The Cruisers,6,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Film Book,41,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Film Music For Solo Piano,28,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Film Music For Solo Piano _2_,23,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Frozen - Let It Go _Movie Version_,1,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - High School Musical 1,2,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - High School Musical 2,13,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Little Mermaid,1,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Love Songs From The Movies,33,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Movie Fakebook,389,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Movie Love Songs _Book_,16,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Movie Melodies - The Very Best Of Movie Songs,21,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Movie Songs Of The 90s Vol 2,34,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Music From The Movies The Adventure Collection,23,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Music From The Movies The Animated Collection,5,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Piano Solos Film Music - The Costume Drama Collection,28,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Pirates Of The Caribbean At Worlds End,1,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Shrek 1,13,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Shrek 2,14,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Shrek 3,14,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Star Trek - Complete Star Trek Theme Music,1,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Star Trek - Complete Theme Music _Piano Solo_,16,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Star Trek - Deep Space Nine,1,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Star Trek - Enterprise,1,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Star Trek - First Contact,1,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Star Trek - Generations,1,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Star Trek - Insurrection,1,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Star Trek - Star Trek,1,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Star Trek - Star Trek The Motion Picture,1,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Star Trek - The Final Frontier,2,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Star Trek - The Next Generation,2,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Star Trek - The Search For Spock,1,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Star Trek - The Undiscovered Country,1,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Star Trek - The Voyage Home,1,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Star Trek - The Wrath Of Khan,1,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Star Trek - Them From Search For Spock,1,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Star Trek - Voyager,1,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Star Trek _Piano Solo_,8,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - TV Detective - Themes For Solo Piano,28,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - TV Fakebook 2nd Ed,105,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - The Big Book Of Movie Music,64,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - The Simpsons - Simpsons Songbook,1,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - The TV Fakebook,72,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Top Movie Hits,10,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Ultimate TV Showstoppers,18,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Warner Bros 75th Anniversary,3,MISSING,,,No matching folder found in S3
_Movie and TV,Various Artists - Wizard Of Oz _Book_,10,MISSING,,,No matching folder found in S3
