"Artist","ProcessedFolder","SongCount","HasSourceBook","SourceBookName","ProcessedPath"
"Barry Manilow","Anthology","52","True","Barry Manilow - Anthology","C:\Work\AWSMusic\ProcessedSongs\Barry Manilow\Anthology"
"Barry Manilow","Barry Manilow - Anthology","25","False","","C:\Work\AWSMusic\ProcessedSongs\Barry Manilow\Barry Manilow - Anthology"
"Barry Manilow","Barry Manilow - Barry Manilow [pvg Book]","7","False","","C:\Work\AWSMusic\ProcessedSongs\Barry Manilow\Barry Manilow - Barry Manilow [pvg Book]"
"Barry Manilow","Barry Manilow [pvg Book]","13","True","Barry Manilow - Barry Manilow [PVG Book]","C:\Work\AWSMusic\ProcessedSongs\Barry Manilow\Barry Manilow [pvg Book]"
"Beatles","100 Hits For All Keyboards","48","True","Beatles - 100 Hits for All Keyboards","C:\Work\AWSMusic\ProcessedSongs\Beatles\100 Hits For All Keyboards"
"Beatles","Abbey Road","19","True","Beatles - Abbey Road","C:\Work\AWSMusic\ProcessedSongs\Beatles\Abbey Road"
"Beatles","Abbey Road [scores]","19","True","Beatles - Abbey Road [Scores]","C:\Work\AWSMusic\ProcessedSongs\Beatles\Abbey Road [scores]"
"Beatles","Abbey Road Guitar Recorded Version","18","True","Beatles - Abbey Road Guitar Recorded Version","C:\Work\AWSMusic\ProcessedSongs\Beatles\Abbey Road Guitar Recorded Version"
"Beatles","All Songs 1962-1974","199","True","Beatles - All Songs 1962-1974","C:\Work\AWSMusic\ProcessedSongs\Beatles\All Songs 1962-1974"
"Beatles","Anthology","199","True","Beatles - Anthology","C:\Work\AWSMusic\ProcessedSongs\Beatles\Anthology"
"Beatles","Anthology 1","18","True","Beatles - Anthology 1","C:\Work\AWSMusic\ProcessedSongs\Beatles\Anthology 1"
"Beatles","Anthology 1 (113 Pages)","26","True","Beatles - Anthology 1 (113 pages)","C:\Work\AWSMusic\ProcessedSongs\Beatles\Anthology 1 (113 Pages)"
"Beatles","Anthology 2 (page 01 - 40)","9","True","Beatles - Anthology 2 (page 01 - 40)","C:\Work\AWSMusic\ProcessedSongs\Beatles\Anthology 2 (page 01 - 40)"
"Beatles","Anthology 2 (page 41 -72)","1","True","Beatles - Anthology 2 (page 41 -72)","C:\Work\AWSMusic\ProcessedSongs\Beatles\Anthology 2 (page 41 -72)"
"Beatles","Anthology 2 (page 73 -112)","1","True","Beatles - Anthology 2 (page 73 -112)","C:\Work\AWSMusic\ProcessedSongs\Beatles\Anthology 2 (page 73 -112)"
"Beatles","Anthology 3 (page 01 - 36)","8","True","Beatles - Anthology 3 (page 01 - 36)","C:\Work\AWSMusic\ProcessedSongs\Beatles\Anthology 3 (page 01 - 36)"
"Beatles","Anthology 3 (page 37 - 79","1","True","Beatles - Anthology 3 (page 37 - 79","C:\Work\AWSMusic\ProcessedSongs\Beatles\Anthology 3 (page 37 - 79"
"Beatles","Anthology 3 (page 80 - 111)","1","True","Beatles - Anthology 3 (page 80 - 111)","C:\Work\AWSMusic\ProcessedSongs\Beatles\Anthology 3 (page 80 - 111)"
"Beatles","Beatlemania 1963-1966","34","True","Beatles - Beatlemania 1963-1966","C:\Work\AWSMusic\ProcessedSongs\Beatles\Beatlemania 1963-1966"
"Beatles","Beatles - Abbey Road","7","False","","C:\Work\AWSMusic\ProcessedSongs\Beatles\Beatles - Abbey Road"
"Beatles","Beatles - Abbey Road [scores]","6","False","","C:\Work\AWSMusic\ProcessedSongs\Beatles\Beatles - Abbey Road [scores]"
"Beatles","Beatles - Abbey Road Guitar Recorded Version","6","False","","C:\Work\AWSMusic\ProcessedSongs\Beatles\Beatles - Abbey Road Guitar Recorded Version"
"Beatles","Beatles - All Songs 1962-1974","83","False","","C:\Work\AWSMusic\ProcessedSongs\Beatles\Beatles - All Songs 1962-1974"
"Beatles","Beatles - Anthology","73","False","","C:\Work\AWSMusic\ProcessedSongs\Beatles\Beatles - Anthology"
"Beatles","Beatles - Anthology 1","10","False","","C:\Work\AWSMusic\ProcessedSongs\Beatles\Beatles - Anthology 1"
"Beatles","Beatles - Anthology 1 (113 Pages)","20","False","","C:\Work\AWSMusic\ProcessedSongs\Beatles\Beatles - Anthology 1 (113 Pages)"
"Beatles","Beatles - Anthology 2 (page 01 - 40)","4","False","","C:\Work\AWSMusic\ProcessedSongs\Beatles\Beatles - Anthology 2 (page 01 - 40)"
"Beatles","Beatles - Anthology 2 (page 41 -72)","1","False","","C:\Work\AWSMusic\ProcessedSongs\Beatles\Beatles - Anthology 2 (page 41 -72)"
"Beatles","Beatles - Anthology 3 (page 01 - 36)","4","False","","C:\Work\AWSMusic\ProcessedSongs\Beatles\Beatles - Anthology 3 (page 01 - 36)"
"Beatles","Beatles - Anthology 3 (page 37 - 79","1","False","","C:\Work\AWSMusic\ProcessedSongs\Beatles\Beatles - Anthology 3 (page 37 - 79"
"Beatles","Beatles - Beatlemania 1963-1966","10","False","","C:\Work\AWSMusic\ProcessedSongs\Beatles\Beatles - Beatlemania 1963-1966"
"Beatles","Beatles - Complete Scores","167","False","","C:\Work\AWSMusic\ProcessedSongs\Beatles\Beatles - Complete Scores"
"Beatles","Beatles - Complete Scores (2)","160","False","","C:\Work\AWSMusic\ProcessedSongs\Beatles\Beatles - Complete Scores (2)"
"Beatles","Beatles - Essential Songs","44","False","","C:\Work\AWSMusic\ProcessedSongs\Beatles\Beatles - Essential Songs"
"Beatles","Beatles - Fake Songbook (guitar)","121","False","","C:\Work\AWSMusic\ProcessedSongs\Beatles\Beatles - Fake Songbook (guitar)"
"Beatles","Beatles - Joy Of Beatles","1","False","","C:\Work\AWSMusic\ProcessedSongs\Beatles\Beatles - Joy Of Beatles"
"Beatles","Beatles - Live At The Hollywood Bowl","5","False","","C:\Work\AWSMusic\ProcessedSongs\Beatles\Beatles - Live At The Hollywood Bowl"
"Beatles","Beatles - Live At The Hollywood Bowl (2)","2","False","","C:\Work\AWSMusic\ProcessedSongs\Beatles\Beatles - Live At The Hollywood Bowl (2)"
"Beatles","Beatles - Revolver","10","False","","C:\Work\AWSMusic\ProcessedSongs\Beatles\Beatles - Revolver"
"Beatles","Beatles - Revolver (2)","7","False","","C:\Work\AWSMusic\ProcessedSongs\Beatles\Beatles - Revolver (2)"
"Beatles","Beatles - Rubber Soul","1","False","","C:\Work\AWSMusic\ProcessedSongs\Beatles\Beatles - Rubber Soul"
"Beatles","Beatles - Sergeant Pepper's Lonely Hearts Club Band","1","False","","C:\Work\AWSMusic\ProcessedSongs\Beatles\Beatles - Sergeant Pepper's Lonely Hearts Club Band"
"Beatles","Beatles - Singles Collection [pvg]","19","False","","C:\Work\AWSMusic\ProcessedSongs\Beatles\Beatles - Singles Collection [pvg]"
"Beatles","Beatles - Songbook","83","False","","C:\Work\AWSMusic\ProcessedSongs\Beatles\Beatles - Songbook"
"Beatles","Beatles - White Album 1 (guitar Recorded Version)","5","False","","C:\Work\AWSMusic\ProcessedSongs\Beatles\Beatles - White Album 1 (guitar Recorded Version)"
"Beatles","Complete Scores","210","True","Beatles - Complete Scores","C:\Work\AWSMusic\ProcessedSongs\Beatles\Complete Scores"
"Beatles","Complete Scores (2)","210","True","Beatles - Complete Scores (2)","C:\Work\AWSMusic\ProcessedSongs\Beatles\Complete Scores (2)"
"Beatles","Essential Songs","96","True","Beatles - Essential Songs","C:\Work\AWSMusic\ProcessedSongs\Beatles\Essential Songs"
"Beatles","Fake Songbook (guitar)","178","True","Beatles - Fake Songbook (Guitar)","C:\Work\AWSMusic\ProcessedSongs\Beatles\Fake Songbook (guitar)"
"Beatles","Joy Of Beatles","1","True","Beatles - Joy Of Beatles","C:\Work\AWSMusic\ProcessedSongs\Beatles\Joy Of Beatles"
"Beatles","Live At The Hollywood Bowl","12","True","Beatles - Live at the Hollywood Bowl","C:\Work\AWSMusic\ProcessedSongs\Beatles\Live At The Hollywood Bowl"
"Beatles","Live At The Hollywood Bowl (2)","12","True","Beatles - Live At the Hollywood Bowl (2)","C:\Work\AWSMusic\ProcessedSongs\Beatles\Live At The Hollywood Bowl (2)"
"Beatles","Revolver","14","True","Beatles - Revolver","C:\Work\AWSMusic\ProcessedSongs\Beatles\Revolver"
"Beatles","Revolver (2)","14","True","Beatles - Revolver (2)","C:\Work\AWSMusic\ProcessedSongs\Beatles\Revolver (2)"
"Beatles","Rubber Soul","13","True","Beatles - Rubber Soul","C:\Work\AWSMusic\ProcessedSongs\Beatles\Rubber Soul"
"Beatles","Sergeant Pepper's Lonely Hearts Club Band","1","True","Beatles - Sergeant Pepper's Lonely Hearts Club Band","C:\Work\AWSMusic\ProcessedSongs\Beatles\Sergeant Pepper's Lonely Hearts Club Band"
"Beatles","Singles Collection [pvg]","26","True","Beatles - Singles Collection [PVG]","C:\Work\AWSMusic\ProcessedSongs\Beatles\Singles Collection [pvg]"
"Beatles","Songbook","194","True","Beatles - Songbook","C:\Work\AWSMusic\ProcessedSongs\Beatles\Songbook"
"Beatles","White Album 1 (guitar Recorded Version)","1","True","Beatles - White Album 1  (Guitar Recorded Version)","C:\Work\AWSMusic\ProcessedSongs\Beatles\White Album 1 (guitar Recorded Version)"
"Bee Gees","Anthology","1","True","Bee Gees - Anthology","C:\Work\AWSMusic\ProcessedSongs\Bee Gees\Anthology"
"Bee Gees","Bee Gees - Anthology","1","False","","C:\Work\AWSMusic\ProcessedSongs\Bee Gees\Bee Gees - Anthology"
"Belinda Carlisle","5 Of The Best [pvg]","5","True","Belinda Carlisle - 5 Of The Best [PVG]","C:\Work\AWSMusic\ProcessedSongs\Belinda Carlisle\5 Of The Best [pvg]"
"Belinda Carlisle","Belinda Carlisle - 5 Of The Best [pvg]","3","False","","C:\Work\AWSMusic\ProcessedSongs\Belinda Carlisle\Belinda Carlisle - 5 Of The Best [pvg]"
"Ben Folds","Ben Folds - Songs For Silverman","6","False","","C:\Work\AWSMusic\ProcessedSongs\Ben Folds\Ben Folds - Songs For Silverman"
"Ben Folds","Ben Folds - Songs For The Silverman","6","False","","C:\Work\AWSMusic\ProcessedSongs\Ben Folds\Ben Folds - Songs For The Silverman"
"Ben Folds","Ben Folds Five - Rockin' The Suburbs","8","True","Ben Folds Five - Rockin' the Suburbs","C:\Work\AWSMusic\ProcessedSongs\Ben Folds\Ben Folds Five - Rockin' The Suburbs"
"Ben Folds","Ben Folds Five - Selections From Naked Baby Photos [score]","15","True","Ben Folds Five - Selections From Naked Baby Photos [Score]","C:\Work\AWSMusic\ProcessedSongs\Ben Folds\Ben Folds Five - Selections From Naked Baby Photos [score]"
"Ben Folds","Ben Folds Five - Whatever And Ever Amen [book]","12","True","Ben Folds Five - Whatever and Ever Amen [Book]","C:\Work\AWSMusic\ProcessedSongs\Ben Folds\Ben Folds Five - Whatever And Ever Amen [book]"
"Ben Folds","Rockin' The Suburbs [book]","1","True","Ben Folds - Rockin' The Suburbs [Book]","C:\Work\AWSMusic\ProcessedSongs\Ben Folds\Rockin' The Suburbs [book]"
"Ben Folds","Songs For Silverman","13","True","Ben Folds - Songs for Silverman","C:\Work\AWSMusic\ProcessedSongs\Ben Folds\Songs For Silverman"
"Ben Folds","Songs For The Silverman","13","True","Ben Folds - Songs For The Silverman","C:\Work\AWSMusic\ProcessedSongs\Ben Folds\Songs For The Silverman"
"Billy Joel","52nd Street","9","True","Billy Joel - 52nd Street","C:\Work\AWSMusic\ProcessedSongs\Billy Joel\52nd Street"
"Billy Joel","Anthology","29","True","Billy Joel - Anthology","C:\Work\AWSMusic\ProcessedSongs\Billy Joel\Anthology"
"Billy Joel","Best Of Piano Solos","13","True","Billy Joel - Best Of Piano Solos","C:\Work\AWSMusic\ProcessedSongs\Billy Joel\Best Of Piano Solos"
"Billy Joel","Billy Joel Greatest Hits Vols 1 And 2","11","True","Billy Joel Greatest Hits Vols 1 and 2","C:\Work\AWSMusic\ProcessedSongs\Billy Joel\Billy Joel Greatest Hits Vols 1 And 2"
"Billy Joel","Billy Joel Greatest Hits Vols 1 And 2-(0001)","11","False","","C:\Work\AWSMusic\ProcessedSongs\Billy Joel\Billy Joel Greatest Hits Vols 1 And 2-(0001)"
"Billy Joel","Complete Vol 1","94","True","Billy Joel - Complete Vol  1","C:\Work\AWSMusic\ProcessedSongs\Billy Joel\Complete Vol 1"
"Billy Joel","Complete Vol 2","48","True","Billy Joel - Complete Vol 2","C:\Work\AWSMusic\ProcessedSongs\Billy Joel\Complete Vol 2"
"Billy Joel","Fantasies & Delusions","11","True","Billy Joel - Fantasies & Delusions","C:\Work\AWSMusic\ProcessedSongs\Billy Joel\Fantasies & Delusions"
"Billy Joel","For Advanced Piano","11","True","Billy Joel - For Advanced Piano","C:\Work\AWSMusic\ProcessedSongs\Billy Joel\For Advanced Piano"
"Billy Joel","Glass Houses","10","True","Billy Joel - Glass Houses","C:\Work\AWSMusic\ProcessedSongs\Billy Joel\Glass Houses"
"Billy Joel","Greatest Hits","21","True","Billy Joel - Greatest Hits","C:\Work\AWSMusic\ProcessedSongs\Billy Joel\Greatest Hits"
"Billy Joel","Greatest Hits Vol I And Ii","21","True","Billy Joel - Greatest Hits Vol I and II","C:\Work\AWSMusic\ProcessedSongs\Billy Joel\Greatest Hits Vol I And Ii"
"Billy Joel","Greatest Hits Vol Iii","1","True","Billy Joel - Greatest Hits Vol III","C:\Work\AWSMusic\ProcessedSongs\Billy Joel\Greatest Hits Vol Iii"
"Billy Joel","Keyboard Book","15","True","Billy Joel - Keyboard Book","C:\Work\AWSMusic\ProcessedSongs\Billy Joel\Keyboard Book"
"Billy Joel","My Lives","72","True","Billy Joel - My Lives","C:\Work\AWSMusic\ProcessedSongs\Billy Joel\My Lives"
"Billy Joel","Rock Score","8","True","Billy Joel - Rock Score","C:\Work\AWSMusic\ProcessedSongs\Billy Joel\Rock Score"
"Billy Joel","Songs In The Attic","11","True","Billy Joel - Songs in the Attic","C:\Work\AWSMusic\ProcessedSongs\Billy Joel\Songs In The Attic"
"Billy Ocean","Billy Ocean - The Best Of","5","False","","C:\Work\AWSMusic\ProcessedSongs\Billy Ocean\Billy Ocean - The Best Of"
"Billy Ocean","The Best Of","10","True","Billy Ocean - The Best Of","C:\Work\AWSMusic\ProcessedSongs\Billy Ocean\The Best Of"
"Black Eyed Peas","Black Eyed Peas - Elephunk [pvg Book]","8","False","","C:\Work\AWSMusic\ProcessedSongs\Black Eyed Peas\Black Eyed Peas - Elephunk [pvg Book]"
"Black Eyed Peas","Elephunk [pvg Book]","11","True","Black Eyed Peas - Elephunk [PVG Book]","C:\Work\AWSMusic\ProcessedSongs\Black Eyed Peas\Elephunk [pvg Book]"
"Blondie","Great Bands Of The 70s","1","False","","C:\Work\AWSMusic\ProcessedSongs\Blondie\Great Bands Of The 70s"
"Blues Brothers","Blues Brothers - Complete","6","False","","C:\Work\AWSMusic\ProcessedSongs\Blues Brothers\Blues Brothers - Complete"
"Blues Brothers","Complete","12","True","Blues Brothers - Complete","C:\Work\AWSMusic\ProcessedSongs\Blues Brothers\Complete"
"Bob Dylan","Anthology","46","True","Bob Dylan - Anthology","C:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Anthology"
"Bob Dylan","Anthology 1","46","True","Bob Dylan - Anthology 1","C:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Anthology 1"
"Bob Dylan","Anthology 2","51","True","Bob Dylan - Anthology 2","C:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Anthology 2"
"Bob Dylan","Basement Tapes [pvg]","24","True","Bob Dylan - Basement Tapes [PVG]","C:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Basement Tapes [pvg]"
"Bob Dylan","Blonde On Blonde","13","True","Bob Dylan - Blonde On Blonde","C:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Blonde On Blonde"
"Bob Dylan","Bob Dylan - Anthology","43","False","","C:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Bob Dylan - Anthology"
"Bob Dylan","Bob Dylan - Anthology 1","41","False","","C:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Bob Dylan - Anthology 1"
"Bob Dylan","Bob Dylan - Anthology 2","49","False","","C:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Bob Dylan - Anthology 2"
"Bob Dylan","Bob Dylan - Basement Tapes [pvg]","5","False","","C:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Bob Dylan - Basement Tapes [pvg]"
"Bob Dylan","Bob Dylan - Blonde On Blonde","6","False","","C:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Bob Dylan - Blonde On Blonde"
"Bob Dylan","Bob Dylan - Collection","24","False","","C:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Bob Dylan - Collection"
"Bob Dylan","Bob Dylan - Desire","2","False","","C:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Bob Dylan - Desire"
"Bob Dylan","Bob Dylan - Finger Picking","9","False","","C:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Bob Dylan - Finger Picking"
"Bob Dylan","Bob Dylan - Highway 61 Revisited","1","False","","C:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Bob Dylan - Highway 61 Revisited"
"Bob Dylan","Bob Dylan - Rock Score","3","False","","C:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Bob Dylan - Rock Score"
"Bob Dylan","Bob Dylan - Songbook","11","False","","C:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Bob Dylan - Songbook"
"Bob Dylan","Bob Dylan - The Harp Styles Of Bob Dylan [harmonica]","3","False","","C:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Bob Dylan - The Harp Styles Of Bob Dylan [harmonica]"
"Bob Dylan","Collection","47","True","Bob Dylan - Collection","C:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Collection"
"Bob Dylan","Desire","9","True","Bob Dylan - Desire","C:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Desire"
"Bob Dylan","Finger Picking","14","True","Bob Dylan - Finger Picking","C:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Finger Picking"
"Bob Dylan","Highway 61 Revisited","10","True","Bob Dylan - Highway 61 Revisited","C:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Highway 61 Revisited"
"Bob Dylan","Rock Score","6","True","Bob Dylan - Rock Score","C:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Rock Score"
"Bob Dylan","Saved","8","True","Bob Dylan - Saved","C:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Saved"
"Bob Dylan","Songbook","47","True","Bob Dylan - Songbook","C:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Songbook"
"Bob Dylan","The Harp Styles Of Bob Dylan [harmonica]","12","True","Bob Dylan - The Harp Styles of Bob Dylan [Harmonica]","C:\Work\AWSMusic\ProcessedSongs\Bob Dylan\The Harp Styles Of Bob Dylan [harmonica]"
"Bob Marley And The Wailers","Great Bands Of The 70s","1","False","","C:\Work\AWSMusic\ProcessedSongs\Bob Marley And The Wailers\Great Bands Of The 70s"
"Bob Seger","Bob Seger - Greatest Hits","4","False","","C:\Work\AWSMusic\ProcessedSongs\Bob Seger\Bob Seger - Greatest Hits"
"Bob Seger","Greatest Hits","14","True","Bob Seger - Greatest Hits","C:\Work\AWSMusic\ProcessedSongs\Bob Seger\Greatest Hits"
"Bob Seger","The New Best Of Bob Seger","5","True","Bob Seger - The New Best Of Bob Seger","C:\Work\AWSMusic\ProcessedSongs\Bob Seger\The New Best Of Bob Seger"
"Bon Jovi","Best Of Bon Jovi","19","True","Bon Jovi - Best of Bon Jovi","C:\Work\AWSMusic\ProcessedSongs\Bon Jovi\Best Of Bon Jovi"
"Bon Jovi","Bon Jovi - Best Of Bon Jovi","18","False","","C:\Work\AWSMusic\ProcessedSongs\Bon Jovi\Bon Jovi - Best Of Bon Jovi"
"Bonnie Raitt","Bonnie Raitt - Nick Of Time [pvg Book]","1","False","","C:\Work\AWSMusic\ProcessedSongs\Bonnie Raitt\Bonnie Raitt - Nick Of Time [pvg Book]"
"Bonnie Raitt","Bonnie Raitt - Road Tested [pvg Book]","7","False","","C:\Work\AWSMusic\ProcessedSongs\Bonnie Raitt\Bonnie Raitt - Road Tested [pvg Book]"
"Bonnie Raitt","Nick Of Time [pvg Book]","1","True","Bonnie Raitt - Nick Of Time [PVG Book]","C:\Work\AWSMusic\ProcessedSongs\Bonnie Raitt\Nick Of Time [pvg Book]"
"Bonnie Raitt","Road Tested [pvg Book]","22","True","Bonnie Raitt - Road Tested [PVG Book]","C:\Work\AWSMusic\ProcessedSongs\Bonnie Raitt\Road Tested [pvg Book]"
"Bonnie Tyler","Bonnie Tyler - Hot Songs","3","False","","C:\Work\AWSMusic\ProcessedSongs\Bonnie Tyler\Bonnie Tyler - Hot Songs"
"Bonnie Tyler","Hot Songs","7","True","Bonnie Tyler - Hot Songs","C:\Work\AWSMusic\ProcessedSongs\Bonnie Tyler\Hot Songs"
"Bread","Best Of Bread","4","True","Bread - Best of Bread","C:\Work\AWSMusic\ProcessedSongs\Bread\Best Of Bread"
"Bread","Bread - Best Of Bread","3","False","","C:\Work\AWSMusic\ProcessedSongs\Bread\Bread - Best Of Bread"
"Bruce Springsteen","Born In The Usa","13","True","Bruce Springsteen - Born In The USA","C:\Work\AWSMusic\ProcessedSongs\Bruce Springsteen\Born In The Usa"
"Bruce Springsteen","Born To Run","8","True","Bruce Springsteen - Born To Run","C:\Work\AWSMusic\ProcessedSongs\Bruce Springsteen\Born To Run"
"Bruce Springsteen","Bruce Springsteen - Born In The Usa","5","False","","C:\Work\AWSMusic\ProcessedSongs\Bruce Springsteen\Bruce Springsteen - Born In The Usa"
"Bruce Springsteen","Bruce Springsteen - Born To Run","7","False","","C:\Work\AWSMusic\ProcessedSongs\Bruce Springsteen\Bruce Springsteen - Born To Run"
"Bruce Springsteen","Bruce Springsteen - Lucky Town","2","False","","C:\Work\AWSMusic\ProcessedSongs\Bruce Springsteen\Bruce Springsteen - Lucky Town"
"Bruce Springsteen","Greatest Hits","13","True","Bruce Springsteen - Greatest Hits","C:\Work\AWSMusic\ProcessedSongs\Bruce Springsteen\Greatest Hits"
"Bruce Springsteen","Lucky Town","9","True","Bruce Springsteen - Lucky Town","C:\Work\AWSMusic\ProcessedSongs\Bruce Springsteen\Lucky Town"
"Buddy Holly","Buddy Holly - Golden Anniversary Songbook","9","False","","C:\Work\AWSMusic\ProcessedSongs\Buddy Holly\Buddy Holly - Golden Anniversary Songbook"
"Buddy Holly","Golden Anniversary Songbook","28","True","Buddy Holly - Golden Anniversary Songbook","C:\Work\AWSMusic\ProcessedSongs\Buddy Holly\Golden Anniversary Songbook"
"Burl Ives","Burl Ives - Song Book","60","False","","C:\Work\AWSMusic\ProcessedSongs\Burl Ives\Burl Ives - Song Book"
"Burl Ives","Song Book","106","True","Burl Ives - Song Book","C:\Work\AWSMusic\ProcessedSongs\Burl Ives\Song Book"
"Burt Bacharach","40 Golden Songs Of","40","True","Burt Bacharach - 40 Golden Songs Of","C:\Work\AWSMusic\ProcessedSongs\Burt Bacharach\40 Golden Songs Of"
"Burt Bacharach","Anthology","33","True","Burt Bacharach - Anthology","C:\Work\AWSMusic\ProcessedSongs\Burt Bacharach\Anthology"
"Burt Bacharach","Bacharach Collection","15","True","Burt Bacharach - Bacharach Collection","C:\Work\AWSMusic\ProcessedSongs\Burt Bacharach\Bacharach Collection"
"Burt Bacharach","Burt Bacharach - 40 Golden Songs Of","29","False","","C:\Work\AWSMusic\ProcessedSongs\Burt Bacharach\Burt Bacharach - 40 Golden Songs Of"
"Burt Bacharach","Burt Bacharach - Anthology","15","False","","C:\Work\AWSMusic\ProcessedSongs\Burt Bacharach\Burt Bacharach - Anthology"
"Burt Bacharach","Burt Bacharach - Bacharach Collection","4","False","","C:\Work\AWSMusic\ProcessedSongs\Burt Bacharach\Burt Bacharach - Bacharach Collection"
"Carole King","Bradley's Best Of The Best (organ)","13","True","Carole King - Bradley's Best Of The Best (Organ)","C:\Work\AWSMusic\ProcessedSongs\Carole King\Bradley's Best Of The Best (organ)"
"Carole King","Carole King - Bradley's Best Of The Best (organ)","7","False","","C:\Work\AWSMusic\ProcessedSongs\Carole King\Carole King - Bradley's Best Of The Best (organ)"
"Carole King","Carole King - Classics","15","False","","C:\Work\AWSMusic\ProcessedSongs\Carole King\Carole King - Classics"
"Carole King","Carole King - Classics (2)","29","False","","C:\Work\AWSMusic\ProcessedSongs\Carole King\Carole King - Classics (2)"
"Carole King","Carole King - Classics (3)","27","False","","C:\Work\AWSMusic\ProcessedSongs\Carole King\Carole King - Classics (3)"
"Carole King","Carole King - Keyboard Play-along Vol 22","3","False","","C:\Work\AWSMusic\ProcessedSongs\Carole King\Carole King - Keyboard Play-along Vol 22"
"Carole King","Carole King - Tapestry","9","False","","C:\Work\AWSMusic\ProcessedSongs\Carole King\Carole King - Tapestry"
"Carole King","Carole King - You're The Voice","1","False","","C:\Work\AWSMusic\ProcessedSongs\Carole King\Carole King - You're The Voice"
"Carole King","Classics","21","True","Carole King - Classics","C:\Work\AWSMusic\ProcessedSongs\Carole King\Classics"
"Carole King","Classics (2)","35","True","Carole King - Classics (2)","C:\Work\AWSMusic\ProcessedSongs\Carole King\Classics (2)"
"Carole King","Classics (3)","35","True","Carole King - Classics (3)","C:\Work\AWSMusic\ProcessedSongs\Carole King\Classics (3)"
"Carole King","Keyboard Play-along Vol 22","8","True","Carole King - Keyboard Play-Along Vol 22","C:\Work\AWSMusic\ProcessedSongs\Carole King\Keyboard Play-along Vol 22"
"Carole King","Tapestry","12","True","Carole King - Tapestry","C:\Work\AWSMusic\ProcessedSongs\Carole King\Tapestry"
"Carole King","The New Best Of Carole King","19","True","Carole King - The New Best Of Carole King","C:\Work\AWSMusic\ProcessedSongs\Carole King\The New Best Of Carole King"
"Carole King","You're The Voice","11","True","Carole King - You're The Voice","C:\Work\AWSMusic\ProcessedSongs\Carole King\You're The Voice"
"Carpenters","Anthology","43","True","Carpenters - Anthology","C:\Work\AWSMusic\ProcessedSongs\Carpenters\Anthology"
"Carpenters","Carpenters - Anthology","21","False","","C:\Work\AWSMusic\ProcessedSongs\Carpenters\Carpenters - Anthology"
"Carpenters","Carpenters - Love Songs","19","False","","C:\Work\AWSMusic\ProcessedSongs\Carpenters\Carpenters - Love Songs"
"Carpenters","Carpenters - Note For Note","2","False","","C:\Work\AWSMusic\ProcessedSongs\Carpenters\Carpenters - Note For Note"
"Carpenters","Love Songs","22","True","Carpenters - Love Songs","C:\Work\AWSMusic\ProcessedSongs\Carpenters\Love Songs"
"Carpenters","Note For Note","11","True","Carpenters - Note For Note","C:\Work\AWSMusic\ProcessedSongs\Carpenters\Note For Note"
"Cheap Trick","Cheap Trick - Greatest Hits [score]","1","False","","C:\Work\AWSMusic\ProcessedSongs\Cheap Trick\Cheap Trick - Greatest Hits [score]"
"Cheap Trick","Greatest Hits [score]","1","True","Cheap Trick - Greatest Hits [Score]","C:\Work\AWSMusic\ProcessedSongs\Cheap Trick\Greatest Hits [score]"
"Chicago","Great Bands Of The 70s","1","False","","C:\Work\AWSMusic\ProcessedSongs\Chicago\Great Bands Of The 70s"
"Colbie Caillat","Breakthrough [pvg Book]","13","True","Colbie Caillat - Breakthrough [PVG Book]","C:\Work\AWSMusic\ProcessedSongs\Colbie Caillat\Breakthrough [pvg Book]"
"Colbie Caillat","Colbie Caillat - Breakthrough [pvg Book]","1","False","","C:\Work\AWSMusic\ProcessedSongs\Colbie Caillat\Colbie Caillat - Breakthrough [pvg Book]"
"Cole Porter","Cole Porter - The Very Best Of Cole Porter","34","False","","C:\Work\AWSMusic\ProcessedSongs\Cole Porter\Cole Porter - The Very Best Of Cole Porter"
"Cole Porter","The Very Best Of Cole Porter","38","True","Cole Porter - The Very Best Of Cole Porter","C:\Work\AWSMusic\ProcessedSongs\Cole Porter\The Very Best Of Cole Porter"
