from_artist,from_book,to_artist,to_book,match_quality,song_count
The Band,Rock Of Ages [pvg Book],The Band,The Band - Rock Of Ages _PVG Book_,PERFECT,8
The Band,The Band And Music From Big Pink,The Band,The Band - The Band And Music From Big Pink,PERFECT,21
Tom Lehrer,Tom Lehrer - Too Many Songs [pvc Book],Tom Lehrer,Tom Lehrer - Too Many Songs _PVC Book_,PERFECT,32
Tom Waits,Anthology,Tom Waits,Tom Waits - Anthology,PERFECT,29
Tori Amos,[book] Anthology,Tori Amos,Tori Amos - _Book_ Anthology,PERFECT,25
Toto,Best Of,Toto,Toto - Best of,PERFECT,5
Toto,Past To Present [book],Toto,Toto - Collection,PERFECT,13
Toto,Past To Present [book],Toto,Toto - Past To Present _Book_,PERFECT,13
Traveling Wilburys,Volume 1,Traveling Wilburys,Traveling Wilburys - Volume 1,PERFECT,1
Van Morrison,Anthology,Van Morrison,Van Morrison - Anthology,PERFECT,25
Van Morrison,Anthology (2),Van Morrison,Van Morrison - Anthology _2_,PERFECT,21
Van Morrison,Back On Top [book],Van Morrison,Van Morrison - Back On Top _Book_,PERFECT,10
Van Morrison,Days Like These (book),Van Morrison,Van Morrison - Days Like These _Book_,PERFECT,2
Various Artists,100 Songs For Kids - (easy Guitar Songbook),Various Artists,Various Artists - 100 Songs For Kids - _Easy Guitar Songbook_,EXCELLENT,99
Various Artists,50 Platinum Country Hits,Various Artists,Various Artists - 50 Platinum Country Hits,PERFECT,50
Various Artists,557 Standards (sheet Music - Piano)(2),Various Artists,Various Artists - 557 Standards _Sheet Music - Piano__2_,PERFECT,345
Various Artists,62 Stars 62 Hits [60's Compilation],Various Artists,Various Artists - 62 Stars 62 Hits _60s Compilation_,GOOD,55
Various Artists,70's Hits [easy Piano],Various Artists,Various Artists - 70s Hits _Easy Piano_,PERFECT,20
Various Artists,Adult Contemporary Hits Of The Nineties,Various Artists,Various Artists - Adult Contemporary Hits Of The Nineties,PERFECT,30
Various Artists,All Time Best Collection Vol 3,Various Artists,Various Artists - All Time Best Collection Vol 3,PERFECT,18
Various Artists,Best In Country Sheet Music,Various Artists,Various Artists - Best In Country Sheet Music,PERFECT,26
Various Artists,Best Of 80s Rock [pvg],Various Artists,Various Artists - Best Of 80s Rock _PVG_,PARTIAL,29
Various Artists,Best Of The 70s & 80s [solo Piano],Various Artists,Various Artists - Best Of The 70s And 80s _Solo Piano_,PERFECT,17
Various Artists,Biggest Pop Hits 1996-1997,Various Artists,Various Artists - Biggest Pop Hits 1996-1997,PARTIAL,26
Various Artists,Chart Hits 04-05,Various Artists,Various Artists - Chart Hits 04-05,PERFECT,20
Various Artists,Chart Hits 98-99,Various Artists,Various Artists - Chart Hits 98-99,PERFECT,26
Various Artists,Classic Rock - 73 Songs,Various Artists,Various Artists - Classic Rock - 73 songs,PERFECT,73
Various Artists,Collection Of Country Music,Various Artists,Various Artists - Collection Of Country Music,PERFECT,72
Various Artists,Complete Piano Player Easy Blues (22 Songs),Various Artists,Various Artists - Complete Piano Player Easy Blues _22 songs_,PERFECT,21
Various Artists,Country Classics [pvg],Various Artists,Various Artists - Country Classics _PVG_,GOOD,49
Various Artists,Even More Songs Of The Eighties [pvg],Various Artists,Various Artists - Even More Songs Of The Eighties _PVG_,PERFECT,39
Various Artists,Golden Era Of Rock And Roll (grab It!),Various Artists,Various Artists - Golden Era Of Rock And Roll _grab it_,EXCELLENT,99
Various Artists,Great Bands Of The 60s [pvg Book],Various Artists,Various Artists - Great Bands Of The 60s _PVG Book_,PERFECT,25
Various Artists,Great Bands Of The 70s [pvg Book],Various Artists,Various Artists - Great Bands Of The 70s _PVG Book_,PERFECT,20
Various Artists,Great Big Book Of Children's Songs,Various Artists,Various Artists - Great Big Book Of Childrens Songs,PERFECT,73
Various Artists,Great Country Collection,Various Artists,Various Artists - Great Country Collection,PERFECT,14
Various Artists,Great Songs Of The 70s [guitar Tab],Various Artists,Various Artists - Great Songs Of The 70s _Guitar Tab_,PERFECT,30
Various Artists,Greatest Hits Of 2004-2005,Various Artists,Various Artists - Greatest Hits Of 2004-2005,PERFECT,60
Various Artists,Greatest Love Songs Of 80s,Various Artists,Various Artists - Greatest Love Songs Of 80s,PERFECT,25
Various Artists,Greatest Love Songs Of The 60s,Various Artists,Various Artists - Greatest Love Songs Of The 60s,PERFECT,25
Various Artists,Greatest Love Songs Of The 70s,Various Artists,Various Artists - Greatest Love Songs Of The 70s,PERFECT,26
Various Artists,Greatest Love Songs Of 80s,Various Artists,Various Artists - Greatest Love Songs Of The 80s,PERFECT,25
Various Artists,Heavy Metal Vol. Iii,Various Artists,Various Artists - Heavy Metal Vol III,PERFECT,13
Various Artists,Heavy Rock Hits Of The 80s [pvg],Various Artists,Various Artists - Heavy Rock Hits Of The 80s _PVG_,PERFECT,20
Various Artists,History Of Rock - Late 80s,Various Artists,Various Artists - History Of Rock - Late 80s,EXCELLENT,43
Various Artists,More Songs Of The Eighties [pvg],Various Artists,Various Artists - More Songs Of The Eighties _PVG_,PERFECT,43
Various Artists,Music For The Millenium - The Seventies,Various Artists,Various Artists - Music For The Millenium - The Seventies,PERFECT,17
Various Artists,Music For The Millenium - The Seventies,Various Artists,Various Artists - Music For The Millennium The Seventies,PERFECT,17
Various Artists,Oldies But Goodies,Various Artists,Various Artists - Oldies But Goodies,PERFECT,41
Various Artists,Popular Piano Solos,Various Artists,Various Artists - Popular Piano Solos,PERFECT,11
Various Artists,Songs Of The 60s [pvg],Various Artists,Various Artists - Songs Of The 60s _PVG_,PERFECT,60
Various Artists,The 1980s,Various Artists,Various Artists - The 1980s,PERFECT,30
Various Artists,The 60s And 70s Rock Score,Various Artists,Various Artists - The 60s And 70s Rock Score,PERFECT,9
Various Artists,The Best Children's Songs Ever (easy Piano),Various Artists,Various Artists - The Best Childrens Songs Ever _Easy Piano_,PERFECT,103
Various Artists,The 1980s,Various Artists,Various Artists - The Decade Series - The 1980s,PERFECT,30
Various Artists,Greatest Love Songs Of 80s,Various Artists,Various Artists - The Greatest Love Songs Of The 80s,PERFECT,25
Various Artists,Ultimate 100 Pop Hits Of The 90s,Various Artists,Various Artists - Ultimate 100 Pop Hits Of The 90s,PERFECT,102
Various Artists,Ultimate Pop Sheet Music Collection 2000,Various Artists,Various Artists - Ultimate Pop Sheet Music Collection 2000,PERFECT,84
Vince Guaraldi,Peanuts Songbook,Vince Guaraldi,Vince Guaraldi - Peanuts Songbook,PERFECT,28
Whitney Houston,The Best Of,Whitney Houston,Whitney Houston - The Best Of,PERFECT,10
Who,Who - Quadrophenia (pvg),Who,Who - Quadrophenia (PVG),PERFECT,9
Who,Who - Quadrophenia (pvg),Who,Who - Quadrophenia _PVG_,PERFECT,9
Who,Who Anthology,Who,Who - Who Anthology,PERFECT,44
Wings,Wings - London Town (pvg Book),Wings,Wings - London Town (PVG Book),PERFECT,8
Wings,Wings - London Town (pvg Book),Wings,Wings - London Town _PVG Book_,PERFECT,8
Wings,Wings - Over America [pvg],Wings,Wings - Over America _PVG_,PERFECT,19
Yes,Complete Deluxe Edition,Yes,Yes - Complete Deluxe Edition,PERFECT,29
Zz Top,Greatest Hits (2),Zz Top,Greatest Hits,PERFECT,21
_broadway Shows,A Treasury Of Gilbert & Sullivan Part 1,_broadway Shows,A Treasury Of Gilbert And Sullivan Part 1,PERFECT,50
_broadway Shows,A Treasury Of Gilbert & Sullivan Part 2,_broadway Shows,A Treasury Of Gilbert And Sullivan Part 2,PERFECT,47
_broadway Shows,Lambert And Morrison - The Drowsy Chaperone (version 1),_broadway Shows,Lambert And Morrison - The Drowsy Chaperone _Version 1_,PERFECT,2
_broadway Shows,Lambert And Morrison - The Drowsy Chaperone (version 2),_broadway Shows,Lambert And Morrison - The Drowsy Chaperone _Version 2_,PERFECT,2
_broadway Shows,Steven Sondheim - All Sondheim Volume 2 Book,_broadway Shows,Steven Sondheim - All Sondheim Volume 2 BOOK,PERFECT,27
_broadway Shows,Various Artists - Aladdin (book),_broadway Shows,Various Artists - Aladdin _book_,PERFECT,8
_broadway Shows,"Various Artists - Beauty And The Beast (1994 Mti Pc Score, Complete)",_broadway Shows,Various Artists - Beauty And The Beast _1994 MTI PC Score complete_,PERFECT,39
_broadway Shows,Various Artists - Beauty And The Beast [score],_broadway Shows,Various Artists - Beauty And The Beast _Score_,PERFECT,39
_broadway Shows,Various Artists - Cabaret (1998 Version),_broadway Shows,Various Artists - Cabaret _1998 version_,PERFECT,2
_broadway Shows,Various Artists - Cabaret (original),_broadway Shows,Various Artists - Cabaret _Original_,PERFECT,9
_broadway Shows,Various Artists - Chicago (1975),_broadway Shows,Various Artists - Chicago _1975_,PERFECT,23
_broadway Shows,Various Artists - Dear Evan Hansen (pvg),_broadway Shows,Various Artists - Dear Evan Hansen _PVG_,PERFECT,15
_broadway Shows,Various Artists - Dirty Rotten Scoundrels (piano-vocal),_broadway Shows,Various Artists - Dirty Rotten Scoundrels _Piano-Vocal_,PERFECT,18
_broadway Shows,Various Artists - Evita [conductor Score],_broadway Shows,Various Artists - Evita _Conductor Score_,PERFECT,10
_broadway Shows,Various Artists - Evita [score],_broadway Shows,Various Artists - Evita _Score_,PERFECT,11
_broadway Shows,Various Artists - Footloose [score],_broadway Shows,Various Artists - Footloose _Score_,PERFECT,17
_broadway Shows,Various Artists - Grease [1994 Score],_broadway Shows,Various Artists - Grease _1994 Score_,PERFECT,22
_broadway Shows,Various Artists - Grease [2003 Score],_broadway Shows,Various Artists - Grease _2003 Score_,PERFECT,40
_broadway Shows,Various Artists - Hair (rev 1995) - Piano Conductor Score,_broadway Shows,Various Artists - Hair _rev 1995_ - Piano Conductor Score,PERFECT,44
_broadway Shows,Various Artists - High School Musical [score],_broadway Shows,Various Artists - High School Musical _score_,PERFECT,22
_broadway Shows,Various Artists - Legally Blonde - Score,_broadway Shows,Various Artists - Legally Blonde - score,PERFECT,18
_broadway Shows,Various Artists - Les Miserables - Piano-conductor,_broadway Shows,Various Artists - Les Miserables - Piano-Conductor,PERFECT,50
_broadway Shows,Various Artists - Les Miserables - Piano-conductor (complete),_broadway Shows,Various Artists - Les Miserables - Piano-conductor _complete_,PERFECT,34
_broadway Shows,Various Artists - Lion King [score],_broadway Shows,Various Artists - Lion King _Score_,PERFECT,58
_broadway Shows,Various Artists - Little Mermaid Workshop Score,_broadway Shows,Various Artists - Little Mermaid Workshop score,PERFECT,1
_broadway Shows,Various Artists - Little Shop Of Horrors (original),_broadway Shows,Various Artists - Little Shop Of Horrors _Broadway_,PERFECT,2
_broadway Shows,Various Artists - Little Shop Of Horrors (original),_broadway Shows,Various Artists - Little Shop Of Horrors _original_,PERFECT,2
_broadway Shows,Various Artists - Phantom Of Opera [satb],_broadway Shows,Various Artists - Phantom Of Opera _SATB_,PERFECT,5
_broadway Shows,Various Artists - Phantom Of The Opera [score],_broadway Shows,Various Artists - Phantom Of The Opera _Score_,PERFECT,7
_broadway Shows,Various Artists - Rent [score],_broadway Shows,Various Artists - Rent _Score_,PERFECT,53
_broadway Shows,Various Artists - Seussical - Tya,_broadway Shows,Various Artists - Seussical - TYA,PERFECT,38
_broadway Shows,Various Artists - Seussical [pv Score],_broadway Shows,Various Artists - Seussical _PV Score_,PERFECT,44
_broadway Shows,Various Artists - Seussical [piano-conductor],_broadway Shows,Various Artists - Seussical _Piano-Conductor_,PERFECT,16
_broadway Shows,Various Artists - Sound Of Music (vocal Selections),_broadway Shows,Various Artists - Sound Of Music _Vocal Selections_,PERFECT,7
_broadway Shows,Various Artists - The Ultimate Broadway Fakebook,_broadway Shows,Various Artists - The Ultimate BROADWAY fakebook,EXCELLENT,407
_broadway Shows,Various Artists - Wicked [pvg],_broadway Shows,Various Artists - Wicked _PVG_,PERFECT,14
_broadway Shows,Various Artists - Wicked [score],_broadway Shows,Various Artists - Wicked _Score_,PERFECT,1
_broadway Shows,Various Artists - Wizard Of Oz (rsc Piano-conductor),_broadway Shows,Various Artists - Wizard Of Oz _RSC Piano-Conductor_,PERFECT,20
_broadway Shows,Various Artists - You're A Good Man Charlie Brown [revival] [score],_broadway Shows,Various Artists - Youre A Good Man Charlie Brown _Score_,PERFECT,38
_broadway Shows,Various Artists - You're A Good Man Charlie Brown [revival] [score],_broadway Shows,Various Artists - Youre A Good Man Charlie Brown _revival_ _score_,PERFECT,38
_movie And Tv,Beauty And The Beast [pvg],_movie And Tv,Beauty And The Beast _PVG_,PERFECT,8
_movie And Tv,Brother Bear (disney),_movie And Tv,Brother Bear _Disney_,PERFECT,8
_movie And Tv,Disney Collection (songs Out Of Order),_movie And Tv,Disney Collection _Songs Out Of order_,PERFECT,42
_movie And Tv,John Williams - Star Wars Episode Ii - Attack Of The Clones (lite),_movie And Tv,John Williams - Star Wars Episode II - Attack Of The Clones _lite_,PERFECT,1
_movie And Tv,John Williams - Star Wars Episode Iii - Revenge Of The Sith.(incomplete Grab),_movie And Tv,John Williams - Star Wars Episode III - Revenge Of The Sith_Incomplete Grab_,PERFECT,1
_movie And Tv,Kasha & Hirschorn - Pete's Dragon,_movie And Tv,Kasha And Hirschorn - Petes Dragon,PERFECT,7
_movie And Tv,Pirates Of The Caribbean [book 1 - The Curse Of The Black Pearl],_movie And Tv,Pirates Of The Caribbean _Book 1 - The Curse Of The Black Pearl_,PERFECT,7
_movie And Tv,Pirates Of The Caribbean [book 2 - Dead Man's Chest],_movie And Tv,Pirates Of The Caribbean _Book 2 - Dead Mans Chest_,PERFECT,9
_movie And Tv,Disney Collection (songs Out Of Order),_movie And Tv,Randy Newman - Toy Story 2,PERFECT,42
_movie And Tv,Spirited Away (disney) (2001),_movie And Tv,Spirited Away _Disney_ _2001_,PERFECT,1
_movie And Tv,Star Wars Suite (john Williams - Full Score - Hal Leonard),_movie And Tv,Star Wars Suite _John Williams - Full Score - Hal Leonard_,PERFECT,8
_movie And Tv,Various Artists - Book Of Great Tv Hits,_movie And Tv,Various Artists - Book Of Great TV Hits,PERFECT,46
_movie And Tv,Various Artists - Box Office Themes Vol. 1,_movie And Tv,Various Artists - Box Office Themes Vol 1,PERFECT,12
_movie And Tv,Various Artists - Decades Of Film '70s,_movie And Tv,Various Artists - Decades Of Film 70s,PERFECT,17
_movie And Tv,Various Artists - Decades Of Film '80s,_movie And Tv,Various Artists - Decades Of Film 80s,PERFECT,21
_movie And Tv,Various Artists - Decades Of Film '90s,_movie And Tv,Various Artists - Decades Of Film 90s,PERFECT,20
_movie And Tv,The New Illustrated Treasury Of Disney Songs,_movie And Tv,Various Artists - Disney Solos For Violin,PERFECT,68
_movie And Tv,Various Artists - Film Music For Solo Piano (2),_movie And Tv,Various Artists - Film Music For Solo Piano _2_,PERFECT,23
_movie And Tv,Various Artists - Frozen - Let It Go (movie Version),_movie And Tv,Various Artists - Frozen - Let It Go _Movie Version_,PERFECT,1
_movie And Tv,Various Artists - Movie Love Songs [book],_movie And Tv,Various Artists - Movie Love Songs _Book_,PERFECT,16
_movie And Tv,Various Artists - Pirates Of The Caribbean At World's End,_movie And Tv,Various Artists - Pirates Of The Caribbean At Worlds End,PERFECT,1
_movie And Tv,Various Artists - Star Trek - Complete Theme Music (piano Solo),_movie And Tv,Various Artists - Star Trek - Complete Theme Music _Piano Solo_,PERFECT,16
_movie And Tv,Various Artists - Star Trek - Complete Theme Music (piano Solo),_movie And Tv,Various Artists - Star Trek - Deep Space Nine,PERFECT,16
_movie And Tv,Various Artists - Star Trek - Complete Theme Music (piano Solo),_movie And Tv,Various Artists - Star Trek - Enterprise,PERFECT,16
_movie And Tv,Various Artists - Star Trek - Complete Theme Music (piano Solo),_movie And Tv,Various Artists - Star Trek - First Contact,PERFECT,16
_movie And Tv,Various Artists - Star Trek - Complete Theme Music (piano Solo),_movie And Tv,Various Artists - Star Trek - Star Trek,PERFECT,16
_movie And Tv,Various Artists - Star Trek - Complete Theme Music (piano Solo),_movie And Tv,Various Artists - Star Trek - The Voyage Home,PERFECT,16
_movie And Tv,Various Artists - Star Trek - Complete Theme Music (piano Solo),_movie And Tv,Various Artists - Star Trek - The Wrath Of Khan,PERFECT,16
_movie And Tv,Various Artists - Star Trek - Complete Theme Music (piano Solo),_movie And Tv,Various Artists - Star Trek - Voyager,PERFECT,16
_movie And Tv,Various Artists - Star Trek (piano Solo),_movie And Tv,Various Artists - Star Trek _Piano Solo_,PERFECT,10
_movie And Tv,Various Artists - Tv Detective - Themes For Solo Piano,_movie And Tv,Various Artists - TV Detective - Themes For Solo Piano,PERFECT,32
_movie And Tv,Various Artists - Tv Fakebook 2nd Ed,_movie And Tv,Various Artists - TV Fakebook 2nd Ed,PERFECT,106
_movie And Tv,Various Artists - The Tv Fakebook,_movie And Tv,Various Artists - The TV Fakebook,EXCELLENT,71
_movie And Tv,Various Artists - Ultimate Tv Showstoppers,_movie And Tv,Various Artists - Ultimate TV Showstoppers,PERFECT,20
_movie And Tv,Various Artists - Wizard Of Oz [book],_movie And Tv,Various Artists - Wizard Of Oz _Book_,PERFECT,14
