action,book_id,old_source_uri,new_source_uri,old_artist,new_artist,old_book_name,new_book_name,old_status,new_status,match_score,uri_changed,artist_changed,book_name_changed,status_changed
update,movie-and-tv-various-artists-eddie-and-the-cruisers,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Eddie and  the Cruisers.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Eddie And The Cruisers.pdf,_Movie and TV,_Movie and TV,Various Artists - Eddie and  the Cruisers,Various Artists - Eddie And The Cruisers,success,success,0.991,YES,NO,YES,NO
update,movie-and-tv-various-artists-film-book,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Film Book.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Film Book.pdf,_Movie and TV,_Movie and TV,Various Artists - Film Book,Various Artists - Film Book,success,success,0.988,YES,NO,NO,NO
update,92a849ad069302cb,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Film Music For Solo Piano.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Film Music For Solo Piano.pdf,_Movie and TV,_Movie and TV,Various Artists - Film Music For Solo Piano,Various Artists - Film Music For Solo Piano,success,success,0.991,YES,NO,NO,NO
update,d6476067196204a0,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Film Music for Solo Piano (2).pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Film Music For Solo Piano _2_.pdf,_Movie and TV,_Movie and TV,Various Artists - Film Music for Solo Piano (2),Various Artists - Film Music For Solo Piano _2_,success,success,0.992,YES,NO,YES,NO
update,be4483543da48fd5,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Frozen - Let It Go (Movie Version).pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Frozen - Let It Go _Movie Version_.pdf,_Movie and TV,_Movie and TV,Various Artists - Frozen - Let It Go (Movie Version),Various Artists - Frozen - Let It Go _Movie Version_,success,success,0.992,YES,NO,YES,NO
update,movie-and-tv-various-artists-high-school-musical-1,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - High School Musical 1.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - High School Musical 1.pdf,_Movie and TV,_Movie and TV,Various Artists - High School Musical 1,Various Artists - High School Musical 1,success,success,0.991,YES,NO,NO,NO
update,37b197b84aa828d7,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - High School Musical 2.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - High School Musical 2.pdf,_Movie and TV,_Movie and TV,Various Artists - High School Musical 2,Various Artists - High School Musical 2,success,success,0.991,YES,NO,NO,NO
update,c5b62501647cfe57,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Little Mermaid.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Little Mermaid.pdf,_Movie and TV,_Movie and TV,Various Artists - Little Mermaid,Various Artists - Little Mermaid,success,success,0.989,YES,NO,NO,NO
update,movie-and-tv-various-artists-love-songs-from-the-movies,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Love Songs from the Movies.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Love Songs From The Movies.pdf,_Movie and TV,_Movie and TV,Various Artists - Love Songs from the Movies,Various Artists - Love Songs From The Movies,success,success,0.992,YES,NO,YES,NO
update,2b60eca2f16ea8d6,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Movie Fakebook.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Movie Fakebook.pdf,_Movie and TV,_Movie and TV,Various Artists - Movie Fakebook,Various Artists - Movie Fakebook,success,success,0.989,YES,NO,NO,NO
update,movie-and-tv-various-artists-movie-love-songs-book,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Movie Love Songs [Book].pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Movie Love Songs _Book_.pdf,_Movie and TV,_Movie and TV,Various Artists - Movie Love Songs [Book],Various Artists - Movie Love Songs _Book_,success,success,0.991,YES,NO,YES,NO
update,movie-and-tv-various-artists-movie-melodies-the-very-best-of-movie-songs,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Movie Melodies - The Very Best Of Movie Songs.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Movie Melodies - The Very Best Of Movie Songs.pdf,_Movie and TV,_Movie and TV,Various Artists - Movie Melodies - The Very Best Of Movie Songs,Various Artists - Movie Melodies - The Very Best Of Movie Songs,success,success,0.993,YES,NO,NO,NO
update,movie-and-tv-various-artists-movie-songs-of-the-90s-vol-2,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Movie Songs Of The 90s Vol 2.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Movie Songs Of The 90s Vol 2.pdf,_Movie and TV,_Movie and TV,Various Artists - Movie Songs Of The 90s Vol 2,Various Artists - Movie Songs Of The 90s Vol 2,success,success,0.992,YES,NO,NO,NO
update,movie-and-tv-various-artists-music-from-the-movies-the-adventure-collection,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Music From The Movies The Adventure Collection.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Music From The Movies The Adventure Collection.pdf,_Movie and TV,_Movie and TV,Various Artists - Music From The Movies The Adventure Collection,Various Artists - Music From The Movies The Adventure Collection,success,success,0.994,YES,NO,NO,NO
update,movie-and-tv-various-artists-music-from-the-movies-the-animated-collection,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Music From The Movies The Animated Collection.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Music From The Movies The Animated Collection.pdf,_Movie and TV,_Movie and TV,Various Artists - Music From The Movies The Animated Collection,Various Artists - Music From The Movies The Animated Collection,success,success,0.994,YES,NO,NO,NO
update,2f0b1b7286739253,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Piano Solos Film Music - The Costume Drama Collection.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Piano Solos Film Music - The Costume Drama Collection.pdf,_Movie and TV,_Movie and TV,Various Artists - Piano Solos Film Music - The Costume Drama Collection,Various Artists - Piano Solos Film Music - The Costume Drama Collection,success,success,0.994,YES,NO,NO,NO
update,movie-and-tv-various-artists-pirates-of-the-caribbean-at-world-s-end,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Pirates Of The Caribbean At World's End.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Pirates Of The Caribbean At Worlds End.pdf,_Movie and TV,_Movie and TV,Various Artists - Pirates Of The Caribbean At World's End,Various Artists - Pirates Of The Caribbean At Worlds End,success,success,0.993,YES,NO,YES,NO
update,3b859809ac2c814e,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Shrek 1.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Shrek 1.pdf,_Movie and TV,_Movie and TV,Various Artists - Shrek 1,Various Artists - Shrek 1,success,success,0.988,YES,NO,NO,NO
update,movie-and-tv-various-artists-shrek-2,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Shrek 2.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Shrek 2.pdf,_Movie and TV,_Movie and TV,Various Artists - Shrek 2,Various Artists - Shrek 2,success,success,0.988,YES,NO,NO,NO
update,movie-and-tv-various-artists-shrek-3,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Shrek 3.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Shrek 3.pdf,_Movie and TV,_Movie and TV,Various Artists - Shrek 3,Various Artists - Shrek 3,success,success,0.988,YES,NO,NO,NO
update,movie-and-tv-various-artists-star-trek-complete-star-trek-theme-music,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Star Trek - Complete Star Trek Theme Music.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Star Trek - Complete Star Trek Theme Music.pdf,_Movie and TV,_Movie and TV,Various Artists - Star Trek - Complete Star Trek Theme Music,Various Artists - Star Trek - Complete Star Trek Theme Music,success,success,0.993,YES,NO,NO,NO
update,bb3860553d888784,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Star Trek - Complete Theme Music (Piano Solo).pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Star Trek - Complete Theme Music _Piano Solo_.pdf,_Movie and TV,_Movie and TV,Various Artists - Star Trek - Complete Theme Music (Piano Solo),Various Artists - Star Trek - Complete Theme Music _Piano Solo_,success,success,0.993,YES,NO,YES,NO
update,2f29ccb619b794bc,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Star Trek - Deep Space Nine.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Star Trek - Deep Space Nine.pdf,_Movie and TV,_Movie and TV,Various Artists - Star Trek - Deep Space Nine,Various Artists - Star Trek - Deep Space Nine,success,success,0.991,YES,NO,NO,NO
update,aa56a3f6095ca0f6,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Star Trek - Enterprise.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Star Trek - Enterprise.pdf,_Movie and TV,_Movie and TV,Various Artists - Star Trek - Enterprise,Various Artists - Star Trek - Enterprise,success,success,0.991,YES,NO,NO,NO
update,movie-and-tv-various-artists-star-trek-first-contact,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Star Trek - First Contact.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Star Trek - First Contact.pdf,_Movie and TV,_Movie and TV,Various Artists - Star Trek - First Contact,Various Artists - Star Trek - First Contact,success,success,0.991,YES,NO,NO,NO
update,add3cdff7c84db44,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Star Trek - Generations.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Star Trek - Generations.pdf,_Movie and TV,_Movie and TV,Various Artists - Star Trek - Generations,Various Artists - Star Trek - Generations,success,success,0.991,YES,NO,NO,NO
update,c8c4eadb35f015e0,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Star Trek - Insurrection.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Star Trek - Insurrection.pdf,_Movie and TV,_Movie and TV,Various Artists - Star Trek - Insurrection,Various Artists - Star Trek - Insurrection,success,success,0.991,YES,NO,NO,NO
update,40514811fd81f867,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Star Trek - Star Trek.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Star Trek - Star Trek.pdf,_Movie and TV,_Movie and TV,Various Artists - Star Trek - Star Trek,Various Artists - Star Trek - Star Trek,success,success,0.990,YES,NO,NO,NO
update,movie-and-tv-various-artists-star-trek-star-trek-the-motion-picture,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Star Trek - Star Trek  The Motion Picture.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Star Trek - Star Trek The Motion Picture.pdf,_Movie and TV,_Movie and TV,Various Artists - Star Trek - Star Trek  The Motion Picture,Various Artists - Star Trek - Star Trek The Motion Picture,success,success,0.993,YES,NO,YES,NO
update,movie-and-tv-various-artists-star-trek-the-final-frontier,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Star Trek - The Final Frontier.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Star Trek - The Final Frontier.pdf,_Movie and TV,_Movie and TV,Various Artists - Star Trek - The Final Frontier,Various Artists - Star Trek - The Final Frontier,success,success,0.992,YES,NO,NO,NO
update,movie-and-tv-various-artists-star-trek-the-next-generation,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Star Trek - The Next Generation.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Star Trek - The Next Generation.pdf,_Movie and TV,_Movie and TV,Various Artists - Star Trek - The Next Generation,Various Artists - Star Trek - The Next Generation,success,success,0.992,YES,NO,NO,NO
update,01a46850139ff99c,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Star Trek - The Search For Spock.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Star Trek - The Search For Spock.pdf,_Movie and TV,_Movie and TV,Various Artists - Star Trek - The Search For Spock,Various Artists - Star Trek - The Search For Spock,success,success,0.992,YES,NO,NO,NO
update,movie-and-tv-various-artists-star-trek-the-undiscovered-country,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Star Trek - The Undiscovered Country.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Star Trek - The Undiscovered Country.pdf,_Movie and TV,_Movie and TV,Various Artists - Star Trek - The Undiscovered Country,Various Artists - Star Trek - The Undiscovered Country,success,success,0.993,YES,NO,NO,NO
update,movie-and-tv-various-artists-star-trek-the-voyage-home,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Star Trek - The Voyage Home.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Star Trek - The Voyage Home.pdf,_Movie and TV,_Movie and TV,Various Artists - Star Trek - The Voyage Home,Various Artists - Star Trek - The Voyage Home,success,success,0.991,YES,NO,NO,NO
update,movie-and-tv-various-artists-star-trek-the-wrath-of-khan,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Star Trek - The Wrath of Khan.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Star Trek - The Wrath Of Khan.pdf,_Movie and TV,_Movie and TV,Various Artists - Star Trek - The Wrath of Khan,Various Artists - Star Trek - The Wrath Of Khan,success,success,0.992,YES,NO,YES,NO
update,movie-and-tv-various-artists-star-trek-them-from-search-for-spock,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Star Trek - Them from Search for Spock.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Star Trek - Them From Search For Spock.pdf,_Movie and TV,_Movie and TV,Various Artists - Star Trek - Them from Search for Spock,Various Artists - Star Trek - Them From Search For Spock,success,success,0.993,YES,NO,YES,NO
update,movie-and-tv-various-artists-star-trek-voyager,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Star Trek - Voyager.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Star Trek - Voyager.pdf,_Movie and TV,_Movie and TV,Various Artists - Star Trek - Voyager,Various Artists - Star Trek - Voyager,success,success,0.990,YES,NO,NO,NO
update,504ae2ddf34ed57c,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Star Trek (Piano Solo).pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Star Trek _Piano Solo_.pdf,_Movie and TV,_Movie and TV,Various Artists - Star Trek (Piano Solo),Various Artists - Star Trek _Piano Solo_,success,success,0.991,YES,NO,YES,NO
update,movie-and-tv-various-artists-tv-detective-themes-for-solo-piano,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - TV Detective - Themes For Solo Piano.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - TV Detective - Themes For Solo Piano.pdf,_Movie and TV,_Movie and TV,Various Artists - TV Detective - Themes For Solo Piano,Various Artists - TV Detective - Themes For Solo Piano,success,success,0.993,YES,NO,NO,NO
update,7d5cb1414e63c361,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - TV Fakebook 2nd Ed.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - TV Fakebook 2nd Ed.pdf,_Movie and TV,_Movie and TV,Various Artists - TV Fakebook 2nd Ed,Various Artists - TV Fakebook 2nd Ed,success,success,0.990,YES,NO,NO,NO
update,5a67c0ee2b7f2d0a,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - The Big Book Of Movie Music.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - The Big Book Of Movie Music.pdf,_Movie and TV,_Movie and TV,Various Artists - The Big Book Of Movie Music,Various Artists - The Big Book Of Movie Music,success,success,0.992,YES,NO,NO,NO
update,cc542009840f1382,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - The Simpsons - Simpsons Songbook.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - The Simpsons - Simpsons Songbook.pdf,_Movie and TV,_Movie and TV,Various Artists - The Simpsons - Simpsons Songbook,Various Artists - The Simpsons - Simpsons Songbook,success,success,0.992,YES,NO,NO,NO
update,movie-and-tv-various-artists-the-tv-fakebook,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - The TV Fakebook.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - The TV Fakebook.pdf,_Movie and TV,_Movie and TV,Various Artists - The TV Fakebook,Various Artists - The TV Fakebook,success,success,0.990,YES,NO,NO,NO
update,movie-and-tv-various-artists-top-movie-hits,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Top Movie Hits.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Top Movie Hits.pdf,_Movie and TV,_Movie and TV,Various Artists - Top Movie Hits,Various Artists - Top Movie Hits,success,success,0.989,YES,NO,NO,NO
update,movie-and-tv-various-artists-ultimate-tv-showstoppers,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Ultimate TV Showstoppers.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Ultimate TV Showstoppers.pdf,_Movie and TV,_Movie and TV,Various Artists - Ultimate TV Showstoppers,Various Artists - Ultimate TV Showstoppers,success,success,0.991,YES,NO,NO,NO
update,movie-and-tv-various-artists-warner-bros-75th-anniversary,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Warner Bros 75th Anniversary.pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Warner Bros 75th Anniversary.pdf,_Movie and TV,_Movie and TV,Various Artists - Warner Bros 75th Anniversary,Various Artists - Warner Bros 75th Anniversary,success,success,0.992,YES,NO,NO,NO
update,0f17a72b27078253,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Wizard Of Oz [Book].pdf,s3://jsmith-input/SheetMusic/_Movie and TV/Various Artists - Wizard Of Oz _Book_.pdf,_Movie and TV,_Movie and TV,Various Artists - Wizard Of Oz [Book],Various Artists - Wizard Of Oz _Book_,success,success,0.990,YES,NO,YES,NO
delete,steve-miller-band-rock-best-hits-jap-score,s3://jsmith-input/SheetMusic/Steve Miller Band/books/Steve Miller Band - Rock Best Hits [Jap Score].pdf,,Steve Miller Band,,Rock Best Hits [Jap Score],,success,,,,,,
delete,journey-greatest-hits-book,s3://jsmith-input/SheetMusic/Journey/books/Journey - Greatest Hits (Book).pdf,,Journey,,Greatest Hits (Book),,success,,,,,,
delete,neil-diamond-the-essential-neil-diamond,s3://jsmith-input/SheetMusic/Neil Diamond/books/Neil Diamond - The Essential Neil Diamond.pdf,,Neil Diamond,,The Essential Neil Diamond,,success,,,,,,
delete,various-artists-adult-contemporary-hits-of-the-nineties,s3://jsmith-input/SheetMusic/Various Artists/books/Various Artists - Adult Contemporary Hits Of The Nineties.pdf,,Various Artists,,Adult Contemporary Hits Of The Nineties,,success,,,,,,
delete,james-taylor-classic-guitar,s3://jsmith-input/SheetMusic/James Taylor/books/James Taylor - Classic [Guitar].pdf,,James Taylor,,Classic [Guitar],,success,,,,,,
delete,various-artists-great-bands-70s-v2,s3://jsmith-input/SheetMusic/Various Artists/books/Various Artists - Great Bands Of The 70s [PVG Book].pdf,,Various Artists,,Great Bands Of The 70s,,success,,,,,,
delete,garth-brooks-the-hits-guitar-tab,s3://jsmith-input/SheetMusic/Garth Brooks/books/Garth Brooks - The Hits [Guitar Tab].pdf,,Garth Brooks,,The Hits [Guitar Tab],,success,,,,,,
delete,various-artists---ultimate-80s-songs,s3://jsmith-input/SheetMusic/Various Artists/Books/Various Artists - Ultimate 80s Songs.pdf,,Various Artists,,Various Artists - Ultimate 80s Songs,,failed,,,,,,
delete,billy-joel-greatest-hits-1-2,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - Greatest Hits Vol I and II.pdf,,Billy Joel,,Greatest Hits Vol I and II,,success,,,,,,
delete,genesis-best-of-vol-1,s3://jsmith-input/SheetMusic/Genesis/books/Genesis - Best Of Vol 1.pdf,,Genesis,,Best Of Vol 1,,success,,,,,,
delete,paul-mccartney-flowers-in-the-dirt,s3://jsmith-input/SheetMusic/Paul McCartney/books/Paul McCartney - Flowers In The Dirt.pdf,,Paul McCartney,,Flowers In The Dirt,,success,,,,,,
delete,23cb3e42f789eeda,s3://jsmith-input/books/Kinks/Kinks - Guitar Legends [Tab].pdf,,Kinks,,Kinks - Guitar Legends [Tab],,success,,,,,,
delete,crowded-house-together-alone-pvg-book,s3://jsmith-input/SheetMusic/Crowded House/books/Crowded House - Together Alone [PVG Book].pdf,,Crowded House,,Together Alone [PVG Book],,success,,,,,,
delete,michael-jackson-thriller-the-complete-song-book,s3://jsmith-input/SheetMusic/Michael Jackson/books/Michael Jackson - Thriller (The Complete Song Book).pdf,,Michael Jackson,,Thriller (The Complete Song Book),,success,,,,,,
delete,various-artists-chart-hits-04-05,s3://jsmith-input/SheetMusic/Various Artists/books/Various Artists - Chart Hits 04-05.pdf,,Various Artists,,Chart Hits 04-05,,success,,,,,,
delete,39fcd943c128417b,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel Greatest Hits Vols 1 and 2-(0001).pdf,,Billy Joel,,Billy Joel Greatest Hits Vols 1 and 2-(0001),,success,,,,,,
delete,bob-dylan-rock-score,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - Rock Score.pdf,,Bob Dylan,,Rock Score,,success,,,,,,
delete,queen-greatest-hits-1-score,s3://jsmith-input/SheetMusic/Queen/books/Queen - Greatest Hits 1 [Score].pdf,,Queen,,Greatest Hits 1 [Score],,success,,,,,,
delete,jim-croce-acoustic-fingerstyle-video-guitar-lessons,s3://jsmith-input/SheetMusic/Jim Croce/books/Jim Croce - Acoustic Fingerstyle Video Guitar Lessons.pdf,,Jim Croce,,Acoustic Fingerstyle Video Guitar Lessons,,success,,,,,,
delete,eric-clapton-unplugged-book,s3://jsmith-input/SheetMusic/Eric Clapton/books/Eric Clapton - Unplugged [Book].pdf,,Eric Clapton,,Unplugged [Book],,success,,,,,,
delete,america-america-pvg-book,s3://jsmith-input/SheetMusic/America/books/America - America [PVG Book].pdf,,America,,America [PVG Book],,success,,,,,,
delete,broadway-shows-various-artists-shrek-the-musical,s3://jsmith-input/SheetMusic/_Broadway Shows/books/Various Artists - Shrek The Musical.pdf,,_Broadway Shows,,Various Artists - Shrek The Musical,,failed,,,,,,
delete,grand-funk-railroad-hits-from-we-re-an-american-band-shinin-on-phoenix-pvg,"s3://jsmith-input/SheetMusic/Grand Funk Railroad/books/Grand Funk Railroad - Hits From We're An American Band, Shinin' On, Phoenix [PVG].pdf",,Grand Funk Railroad,,"Hits From We're An American Band, Shinin' On, Phoenix [PVG]",,success,,,,,,
delete,0822357bdd3a1f8d,s3://jsmith-input/books/Tom Lehrer/Tom Lehrer - Too Many Songs [PVC Book].pdf,,Tom Lehrer,,Tom Lehrer - Too Many Songs [PVC Book],,success,,,,,,
delete,steely-dan-the-best,s3://jsmith-input/SheetMusic/Steely Dan/books/Steely Dan - The Best.pdf,,Steely Dan,,The Best,,success,,,,,,
delete,various-artists---little-shop-of-horrors--broadway-,s3://jsmith-input/SheetMusic/_Broadway Shows/Books/Various Artists - Little Shop Of Horrors _Broadway_.pdf,,_Broadway Shows,,Various Artists - Little Shop Of Horrors _Broadway_,,failed,,,,,,
delete,7a618725482401ad,s3://jsmith-input/SheetMusic/_Movie and TV/books/Various Artists - Star Trek - The Voyage Home.pdf,,_Movie and TV,,Various Artists - Star Trek - The Voyage Home,,success,,,,,,
delete,beatles-singles-collection-pvg,s3://jsmith-input/SheetMusic/Beatles/books/Beatles - Singles Collection [PVG].pdf,,Beatles,,Singles Collection [PVG],,success,,,,,,
delete,paul-mccartney-tug-of-war-pvg-book,s3://jsmith-input/SheetMusic/Paul McCartney/books/Paul McCartney - Tug Of War [PVG Book].pdf,,Paul McCartney,,Tug Of War [PVG Book],,success,,,,,,
delete,genesis-a-trick-of-the-tail-book,s3://jsmith-input/SheetMusic/Genesis/books/Genesis - A Trick Of The Tail [Book].pdf,,Genesis,,A Trick Of The Tail [Book],,success,,,,,,
delete,don-henley-the-end-of-the-innocence-pvg-book,s3://jsmith-input/SheetMusic/Don Henley/books/Don Henley - The End Of The Innocence [PVG Book].pdf,,Don Henley,,The End Of The Innocence [PVG Book],,success,,,,,,
delete,cream-cream-complete,s3://jsmith-input/SheetMusic/Cream/books/Cream - Cream Complete.pdf,,Cream,,Cream Complete,,success,,,,,,
delete,rolling-stones-let-it-bleed-guitar-tab,s3://jsmith-input/SheetMusic/Rolling Stones/books/Rolling Stones - Let It Bleed [Guitar Tab].pdf,,Rolling Stones,,Let It Bleed [Guitar Tab],,success,,,,,,
delete,1bf2d99ebebd80f6,s3://jsmith-input/books/Mamas and the Papas/Mamas and The Papas - Songbook [PVG].pdf,,Mamas and the Papas,,Mamas and The Papas - Songbook [PVG],,failed,,,,,,
delete,1afe3121668e42ba,s3://jsmith-input/SheetMusic/Robbie Robertson/Books/Robbie Robertson - Songbook _Guitar Tab_.pdf,,Robbie Robertson,,Robbie Robertson - Songbook _Guitar Tab_,,failed,,,,,,
delete,various-artists-biggest-pop-hits-1996-1997,s3://jsmith-input/SheetMusic/Various Artists/books/Various Artists - Biggest Pop Hits 1996-1997.pdf,,Various Artists,,Biggest Pop Hits 1996-1997,,success,,,,,,
delete,kinks-jam-with-the-kinks-tab,s3://jsmith-input/SheetMusic/Kinks/books/Kinks - Jam With The Kinks [Tab].pdf,,Kinks,,Jam With The Kinks [Tab],,success,,,,,,
delete,3259b2edd37cd004,s3://jsmith-input/SheetMusic/ZZ Top/books/ZZ Top- Greatest Hits (2).pdf,,ZZ Top,,ZZ Top- Greatest Hits (2),,success,,,,,,
delete,eagles-hotel-california-guitar-songbook,s3://jsmith-input/SheetMusic/Eagles/books/Eagles - Hotel California (Guitar Songbook).pdf,,Eagles,,Hotel California (Guitar Songbook),,success,,,,,,
delete,frank-zappa-hot-rats,s3://jsmith-input/SheetMusic/Frank Zappa/books/Frank Zappa - Hot Rats.pdf,,Frank Zappa,,Hot Rats,,failed,,,,,,
delete,taylor-swift-speak-now-pvg-book,s3://jsmith-input/SheetMusic/Taylor Swift/books/Taylor Swift - Speak Now [PVG Book].pdf,,Taylor Swift,,Speak Now [PVG Book],,success,,,,,,
delete,joe-cocker-mad-dogs-and-englishmen-book,s3://jsmith-input/SheetMusic/Joe Cocker/books/Joe Cocker - Mad Dogs And Englishmen [Book].pdf,,Joe Cocker,,Mad Dogs And Englishmen [Book],,success,,,,,,
delete,various-artists-best-rock-songs-2000-2005,s3://jsmith-input/SheetMusic/Various Artists/books/Various Artists - Best Rock Songs 2000-2005.pdf,,Various Artists,,Best Rock Songs 2000-2005,,success,,,,,,
delete,carole-king-classics,s3://jsmith-input/SheetMusic/Carole King/books/Carole King - Classics.pdf,,Carole King,,Classics,,success,,,,,,
delete,supertramp-anthology,s3://jsmith-input/SheetMusic/Supertramp/books/Supertramp - Anthology.pdf,,Supertramp,,Anthology,,success,,,,,,
delete,paul-mccartney-press-to-play,s3://jsmith-input/SheetMusic/Paul McCartney/books/Paul McCartney - Press To Play.pdf,,Paul McCartney,,Press To Play,,success,,,,,,
delete,bob-dylan-blonde-on-blonde,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - Blonde On Blonde.pdf,,Bob Dylan,,Blonde On Blonde,,success,,,,,,
