"Artist","Book","OriginalFilename","ExpectedFilename","S3Key","ExpectedLocalPath","Size","LastModified"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor","Les Mis?rables - 5.fantine's Death.pdf","Les Mis?rables - 5.fantine's Death.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor/Songs/Les Mis?rables - 5.fantine's Death.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor\Les Mis?rables - 5.fantine's Death.pdf","269780","2026-01-26T22:09:42+00:00"
"Pink Floyd","Anthology (book)","Pink Floyd - Another Brick In The Wall ? Part 2.pdf","Pink Floyd - Another Brick In The Wall ? Part 2.pdf","Pink Floyd/Anthology (book)/Songs/Pink Floyd - Another Brick In The Wall ? Part 2.pdf",".\ProcessedSongs_Reorganized\Pink Floyd\Anthology (book)\Pink Floyd - Another Brick In The Wall ? Part 2.pdf","130603","2026-01-26T20:29:48+00:00"
"_movie And Tv","Theme From Rocky And Otther Big Hits","Benny Andersson, Bj?rn Ulvaeus, Stig Anderson - Dancing Queen.pdf","Benny Andersson, Bj?rn Ulvaeus, Stig Anderson - Dancing Queen.pdf","_movie And Tv/Theme From Rocky And Otther Big Hits/Songs/Benny Andersson, Bj?rn Ulvaeus, Stig Anderson - Dancing Queen.pdf",".\ProcessedSongs_Reorganized\_movie And Tv\Theme From Rocky And Otther Big Hits\Benny Andersson, Bj?rn Ulvaeus, Stig Anderson - Dancing Queen.pdf","180987","2026-01-26T23:00:22+00:00"
"Carole King","Carole King - Classics (2)","Carole King - Coraz?n.pdf","Carole King - Coraz?n.pdf","Carole King/Carole King - Classics (2)/Songs/Carole King - Coraz?n.pdf",".\ProcessedSongs_Reorganized\Carole King\Carole King - Classics (2)\Carole King - Coraz?n.pdf","244661","2026-01-27T04:33:46+00:00"
"_movie And Tv","Various Artists - Movie Fakebook","The Image Does Not Clearly Show The Artist Name, But Based On The Copyright Line -copyright ? 1994 Universal City Studios, Inc. James Mullen, Ltd.-, It Appears To Be From The Soundtrack Or Related.pdf","The Image Does Not Clearly Show The Artist Name, But Based On The Copyright Line -copyright ? 1994 Universal City Studios, Inc. James Mullen, Ltd.-, It Appears To Be From The Soundtrack Or Related.pdf","_movie And Tv/Various Artists - Movie Fakebook/Songs/The Image Does Not Clearly Show The Artist Name, But Based On The Copyright Line -copyright ? 1994 Universal City Studios, Inc. James Mullen, Ltd.-, It Appears To Be From The Soundtrack Or Related.pdf",".\ProcessedSongs_Reorganized\_movie And Tv\Various Artists - Movie Fakebook\The Image Does Not Clearly Show The Artist Name, But Based On The Copyright Line -copyright ? 1994 Universal City Studios, Inc. James Mullen, Ltd.-, It Appears To Be From The Soundtrack Or Related.pdf","49389","2026-01-26T23:22:48+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor","Les Mis?rables - 16.attack Plummet.pdf","Les Mis?rables - 16.attack Plummet.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor/Songs/Les Mis?rables - 16.attack Plummet.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor\Les Mis?rables - 16.attack Plummet.pdf","301801","2026-01-26T22:09:43+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor","Les Mis?rables - 10.robbery.pdf","Les Mis?rables - 10.robbery.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor/Songs/Les Mis?rables - 10.robbery.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor\Les Mis?rables - 10.robbery.pdf","282352","2026-01-26T22:09:42+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor","Les Mis?rables - 21.the Night.pdf","Les Mis?rables - 21.the Night.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor/Songs/Les Mis?rables - 21.the Night.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor\Les Mis?rables - 21.the Night.pdf","267168","2026-01-26T22:09:43+00:00"
"_movie And Tv","Various Artists - Tv Detective - Themes For Solo Piano","(based On 'danse Macabre' By Camille Saint-sa?ns) Arranged By Lindsay Stewart - Jonathan Creek.pdf","(based On 'danse Macabre' By Camille Saint-sa?ns) Arranged By Lindsay Stewart - Jonathan Creek.pdf","_movie And Tv/Various Artists - Tv Detective - Themes For Solo Piano/Songs/(based On 'danse Macabre' By Camille Saint-sa?ns) Arranged By Lindsay Stewart - Jonathan Creek.pdf",".\ProcessedSongs_Reorganized\_movie And Tv\Various Artists - Tv Detective - Themes For Solo Piano\(based On 'danse Macabre' By Camille Saint-sa?ns) Arranged By Lindsay Stewart - Jonathan Creek.pdf","103677","2026-01-26T23:24:40+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor","Les Mis?rables - 9.the Beggars.pdf","Les Mis?rables - 9.the Beggars.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor/Songs/Les Mis?rables - 9.the Beggars.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor\Les Mis?rables - 9.the Beggars.pdf","248319","2026-01-26T22:09:42+00:00"
"_broadway Shows","Various Artists - Lion King [score]","Unknown Artist - The Madness Of King S?.pdf","Unknown Artist - The Madness Of King S?.pdf","_broadway Shows/Various Artists - Lion King [score]/Songs/Unknown Artist - The Madness Of King S?.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Lion King [score]\Unknown Artist - The Madness Of King S?.pdf","72505","2026-01-26T22:21:44+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor (complete)","Les Mis?rables - 10.robbery.pdf","Les Mis?rables - 10.robbery.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor (complete)/Songs/Les Mis?rables - 10.robbery.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor (complete)\Les Mis?rables - 10.robbery.pdf","282395","2026-01-26T22:07:23+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor (complete)","Les Mis?rables - 13.people's Song.pdf","Les Mis?rables - 13.people's Song.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor (complete)/Songs/Les Mis?rables - 13.people's Song.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor (complete)\Les Mis?rables - 13.people's Song.pdf","177595","2026-01-26T22:07:23+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor","Les Mis?rables - 7.the Innkeeper's Song.pdf","Les Mis?rables - 7.the Innkeeper's Song.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor/Songs/Les Mis?rables - 7.the Innkeeper's Song.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor\Les Mis?rables - 7.the Innkeeper's Song.pdf","336584","2026-01-26T22:09:42+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor (complete)","Unknown Artist - 26.caf? Song(bb Minor).pdf","Unknown Artist - 26.caf? Song(bb Minor).pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor (complete)/Songs/Unknown Artist - 26.caf? Song(bb Minor).pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor (complete)\Unknown Artist - 26.caf? Song(bb Minor).pdf","149246","2026-01-26T22:07:24+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor","Les Mis?rables - 13.people's Song.pdf","Les Mis?rables - 13.people's Song.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor/Songs/Les Mis?rables - 13.people's Song.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor\Les Mis?rables - 13.people's Song.pdf","177552","2026-01-26T22:09:43+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor","Les Mis?rables - Prologue.pdf","Les Mis?rables - Prologue.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor/Songs/Les Mis?rables - Prologue.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor\Les Mis?rables - Prologue.pdf","472103","2026-01-26T22:09:42+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor (complete)","Les Mis?rables - 23.final Battle.pdf","Les Mis?rables - 23.final Battle.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor (complete)/Songs/Les Mis?rables - 23.final Battle.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor (complete)\Les Mis?rables - 23.final Battle.pdf","194648","2026-01-26T22:07:24+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor","Les Mis?rables - 8.the Bargain.pdf","Les Mis?rables - 8.the Bargain.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor/Songs/Les Mis?rables - 8.the Bargain.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor\Les Mis?rables - 8.the Bargain.pdf","301425","2026-01-26T22:09:42+00:00"
"Various Artists","Oldies But Goodies","From The Musical Production Stop The World?i Want To Get Off - What Kind Of Fool Am I-.pdf","From The Musical Production Stop The World?i Want To Get Off - What Kind Of Fool Am I-.pdf","Various Artists/Oldies But Goodies/Songs/From The Musical Production Stop The World?i Want To Get Off - What Kind Of Fool Am I-.pdf",".\ProcessedSongs_Reorganized\Various Artists\Oldies But Goodies\From The Musical Production Stop The World?i Want To Get Off - What Kind Of Fool Am I-.pdf","115478","2026-01-26T21:25:37+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor","Les Mis?rables - 27.marius And Cosette.pdf","Les Mis?rables - 27.marius And Cosette.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor/Songs/Les Mis?rables - 27.marius And Cosette.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor\Les Mis?rables - 27.marius And Cosette.pdf","260370","2026-01-26T22:09:44+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor","Les Mis?rables - 25.javert's Suicide.pdf","Les Mis?rables - 25.javert's Suicide.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor/Songs/Les Mis?rables - 25.javert's Suicide.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor\Les Mis?rables - 25.javert's Suicide.pdf","277119","2026-01-26T22:09:43+00:00"
"_broadway Shows","Various Artists - Sound Of Music","Unknown Artist - Incidental ? Scene 7.pdf","Unknown Artist - Incidental ? Scene 7.pdf","_broadway Shows/Various Artists - Sound Of Music/Songs/Unknown Artist - Incidental ? Scene 7.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Sound Of Music\Unknown Artist - Incidental ? Scene 7.pdf","157631","2026-01-26T22:49:21+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor (complete)","Les Mis?rables - 11.stars.pdf","Les Mis?rables - 11.stars.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor (complete)/Songs/Les Mis?rables - 11.stars.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor (complete)\Les Mis?rables - 11.stars.pdf","235527","2026-01-26T22:07:23+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor (complete)","Les Mis?rables - 14.rue Plummet.pdf","Les Mis?rables - 14.rue Plummet.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor (complete)/Songs/Les Mis?rables - 14.rue Plummet.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor (complete)\Les Mis?rables - 14.rue Plummet.pdf","231927","2026-01-26T22:07:23+00:00"
"Carole King","Classics (3)","Carlos Rinc? - Coraz?n.pdf","Carole King - Coraz?n.pdf","Carole King/Classics (3)/Songs/Carlos Rinc? - Coraz?n.pdf",".\ProcessedSongs_Reorganized\Carole King\Classics (3)\Carole King - Coraz?n.pdf","244661","2026-01-26T13:16:39+00:00"
"Pink Floyd","Anthology [pvg]","Pink Floyd - Another Brick In The Wall ? Part 2.pdf","Pink Floyd - Another Brick In The Wall ? Part 2.pdf","Pink Floyd/Anthology [pvg]/Songs/Pink Floyd - Another Brick In The Wall ? Part 2.pdf",".\ProcessedSongs_Reorganized\Pink Floyd\Anthology [pvg]\Pink Floyd - Another Brick In The Wall ? Part 2.pdf","130603","2026-01-26T20:31:53+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor","Les Mis?rables - 1.at The End Of The Day.pdf","Les Mis?rables - 1.at The End Of The Day.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor/Songs/Les Mis?rables - 1.at The End Of The Day.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor\Les Mis?rables - 1.at The End Of The Day.pdf","363749","2026-01-26T22:09:42+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor (complete)","Les Mis?rables - 28.the Wedding.pdf","Les Mis?rables - 28.the Wedding.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor (complete)/Songs/Les Mis?rables - 28.the Wedding.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor (complete)\Les Mis?rables - 28.the Wedding.pdf","942436","2026-01-26T22:07:24+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor","Les Mis?rables - 11.stars.pdf","Les Mis?rables - 11.stars.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor/Songs/Les Mis?rables - 11.stars.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor\Les Mis?rables - 11.stars.pdf","235484","2026-01-26T22:09:42+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor","Les Mis?rables - 24.the Sewers.pdf","Les Mis?rables - 24.the Sewers.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor/Songs/Les Mis?rables - 24.the Sewers.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor\Les Mis?rables - 24.the Sewers.pdf","223926","2026-01-26T22:09:43+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor (complete)","Les Mis?rables - 9.the Beggars.pdf","Les Mis?rables - 9.the Beggars.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor (complete)/Songs/Les Mis?rables - 9.the Beggars.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor (complete)\Les Mis?rables - 9.the Beggars.pdf","248362","2026-01-26T22:07:23+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor (complete)","Les Mis?rables - 2.i Dreamed A Dream(e).pdf","Les Mis?rables - 2.i Dreamed A Dream(e).pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor (complete)/Songs/Les Mis?rables - 2.i Dreamed A Dream(e).pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor (complete)\Les Mis?rables - 2.i Dreamed A Dream(e).pdf","217137","2026-01-26T22:07:22+00:00"
"_movie And Tv","Various Artists - Tv Fakebook 2nd Ed","Walter Schumann And Mikl?s R?zsa - Dragnet.pdf","Walter Schumann And Mikl?s R?zsa - Dragnet.pdf","_movie And Tv/Various Artists - Tv Fakebook 2nd Ed/Songs/Walter Schumann And Mikl?s R?zsa - Dragnet.pdf",".\ProcessedSongs_Reorganized\_movie And Tv\Various Artists - Tv Fakebook 2nd Ed\Walter Schumann And Mikl?s R?zsa - Dragnet.pdf","52056","2026-01-26T23:26:51+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor (complete)","Unknown Artist - 26.caf? Song(a Minor).pdf","Unknown Artist - 26.caf? Song(a Minor).pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor (complete)/Songs/Unknown Artist - 26.caf? Song(a Minor).pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor (complete)\Unknown Artist - 26.caf? Song(a Minor).pdf","186802","2026-01-26T22:07:24+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor","Les Mis?rables - 18.building The Barricade.pdf","Les Mis?rables - 18.building The Barricade.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor/Songs/Les Mis?rables - 18.building The Barricade.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor\Les Mis?rables - 18.building The Barricade.pdf","400047","2026-01-26T22:09:43+00:00"
"Bob Dylan","Bob Dylan - Songbook","Bob Dylan - Se?or (tales Of Yankee Power).pdf","Bob Dylan - Se?or (tales Of Yankee Power).pdf","Bob Dylan/Bob Dylan - Songbook/Songs/Bob Dylan - Se?or (tales Of Yankee Power).pdf",".\ProcessedSongs_Reorganized\Bob Dylan\Bob Dylan - Songbook\Bob Dylan - Se?or (tales Of Yankee Power).pdf","11236","2026-01-27T04:00:30+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor (complete)","Les Mis?rables - 27.marius And Cosette.pdf","Les Mis?rables - 27.marius And Cosette.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor (complete)/Songs/Les Mis?rables - 27.marius And Cosette.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor (complete)\Les Mis?rables - 27.marius And Cosette.pdf","260413","2026-01-26T22:07:24+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor","(valjean) - This Appears To Be From The Musical Les Mis?rables, Based On The Header At The Top Of The Page - 17.one Day More.pdf","(valjean) - This Appears To Be From The Musical Les Mis?rables, Based On The Header At The Top Of The Page - 17.one Day More.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor/Songs/(valjean) - This Appears To Be From The Musical Les Mis?rables, Based On The Header At The Top Of The Page - 17.one Day More.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor\(valjean) - This Appears To Be From The Musical Les Mis?rables, Based On The Header At The Top Of The Page - 17.one Day More.pdf","748254","2026-01-26T22:09:43+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor (complete)","Les Mis?rables - 6.little Cosette.pdf","Les Mis?rables - 6.little Cosette.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor (complete)/Songs/Les Mis?rables - 6.little Cosette.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor (complete)\Les Mis?rables - 6.little Cosette.pdf","235326","2026-01-26T22:07:22+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor","Les Mis?rables - 23.final Battle.pdf","Les Mis?rables - 23.final Battle.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor/Songs/Les Mis?rables - 23.final Battle.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor\Les Mis?rables - 23.final Battle.pdf","185394","2026-01-26T22:09:43+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor (complete)","Les Mis?rables - 16.attack Plummet.pdf","Les Mis?rables - 16.attack Plummet.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor (complete)/Songs/Les Mis?rables - 16.attack Plummet.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor (complete)\Les Mis?rables - 16.attack Plummet.pdf","313254","2026-01-26T22:07:23+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor","Les Mis?rables - 15.heart Full Of Love.pdf","Les Mis?rables - 15.heart Full Of Love.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor/Songs/Les Mis?rables - 15.heart Full Of Love.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor\Les Mis?rables - 15.heart Full Of Love.pdf","188283","2026-01-26T22:09:43+00:00"
"_movie And Tv","Various Artists - The Big Book Of Movie Music","From The Musical -les Mis?rables- By Claude-michel Sch?nberg - I Will Wait For You.pdf","From The Musical -les Mis?rables- By Claude-michel Sch?nberg - I Will Wait For You.pdf","_movie And Tv/Various Artists - The Big Book Of Movie Music/Songs/From The Musical -les Mis?rables- By Claude-michel Sch?nberg - I Will Wait For You.pdf",".\ProcessedSongs_Reorganized\_movie And Tv\Various Artists - The Big Book Of Movie Music\From The Musical -les Mis?rables- By Claude-michel Sch?nberg - I Will Wait For You.pdf","1169187","2026-01-26T23:27:21+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor (complete)","Les Mis?rables - 3.the Docks.pdf","Les Mis?rables - 3.the Docks.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor (complete)/Songs/Les Mis?rables - 3.the Docks.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor (complete)\Les Mis?rables - 3.the Docks.pdf","335529","2026-01-26T22:07:22+00:00"
"_broadway Shows","Various Artists - Les Miserables - Piano-conductor","Les Mis?rables - 28.the Wedding.pdf","Les Mis?rables - 28.the Wedding.pdf","_broadway Shows/Various Artists - Les Miserables - Piano-conductor/Songs/Les Mis?rables - 28.the Wedding.pdf",".\ProcessedSongs_Reorganized\_broadway Shows\Various Artists - Les Miserables - Piano-conductor\Les Mis?rables - 28.the Wedding.pdf","300984","2026-01-26T22:09:44+00:00"
"Various Artists","Ultimate 100 Pop Hits Of The 90s","From Walt Disney's -beauty And The Beast- (words By Howard Ashman, Music By Alan Menken, Arranged By Jack Cort?s) - Beauty And The Beast.pdf","From Walt Disney's -beauty And The Beast- (words By Howard Ashman, Music By Alan Menken, Arranged By Jack Cort?s) - Beauty And The Beast.pdf","Various Artists/Ultimate 100 Pop Hits Of The 90s/Songs/From Walt Disney's -beauty And The Beast- (words By Howard Ashman, Music By Alan Menken, Arranged By Jack Cort?s) - Beauty And The Beast.pdf",".\ProcessedSongs_Reorganized\Various Artists\Ultimate 100 Pop Hits Of The 90s\From Walt Disney's -beauty And The Beast- (words By Howard Ashman, Music By Alan Menken, Arranged By Jack Cort?s) - Beauty And The Beast.pdf","131207","2026-01-26T21:33:59+00:00"
"Bob Dylan","Songbook","Bob Dylan - Se?or (tales Of Yankee Power).pdf","Bob Dylan - Se?or (tales Of Yankee Power).pdf","Bob Dylan/Songbook/Songs/Bob Dylan - Se?or (tales Of Yankee Power).pdf",".\ProcessedSongs_Reorganized\Bob Dylan\Songbook\Bob Dylan - Se?or (tales Of Yankee Power).pdf","2870","2026-01-26T12:10:25+00:00"
