"Artist","ProcessedFolder","ProcessedPath","SongCount","SourceBook","SourcePath","MatchType"
"Carole King","Keyboard Play-along Vol 22","C:\Work\AWSMusic\ProcessedSongs\Carole King\Keyboard Play-along Vol 22","8","Carole King - Keyboard Play-Along Vol 22","C:\Work\AWSMusic\SheetMusic\Carole King\books\Carole King - Keyboard Play-Along Vol 22.pdf","1:1"
"Carole King","Tapestry","C:\Work\AWSMusic\ProcessedSongs\Carole King\Tapestry","12","Carole King - Tapestry","C:\Work\AWSMusic\SheetMusic\Carole King\books\Carole King - Tapestry.pdf","1:1"
"Carole King","The New Best Of Carole King","C:\Work\AWSMusic\ProcessedSongs\Carole King\The New Best Of Carole King","19","Carole King - The New Best Of Carole King","C:\Work\AWSMusic\SheetMusic\Carole King\books\Carole King - The New Best Of Carole King.pdf","1:1"
"Carole King","You're The Voice","C:\Work\AWSMusic\ProcessedSongs\Carole King\You're The Voice","11","Carole King - You're The Voice","C:\Work\AWSMusic\SheetMusic\Carole King\books\Carole King - You're The Voice.pdf","1:1"
"Carpenters","Anthology","C:\Work\AWSMusic\ProcessedSongs\Carpenters\Anthology","43","Carpenters - Anthology","C:\Work\AWSMusic\SheetMusic\Carpenters\books\Carpenters - Anthology.pdf","1:1"
"Carpenters","Love Songs","C:\Work\AWSMusic\ProcessedSongs\Carpenters\Love Songs","22","Carpenters - Love Songs","C:\Work\AWSMusic\SheetMusic\Carpenters\books\Carpenters - Love Songs.pdf","1:1"
"Carpenters","Note For Note","C:\Work\AWSMusic\ProcessedSongs\Carpenters\Note For Note","11","Carpenters - Note For Note","C:\Work\AWSMusic\SheetMusic\Carpenters\books\Carpenters - Note For Note.pdf","1:1"
"Cheap Trick","Cheap Trick - Greatest Hits [score]","C:\Work\AWSMusic\ProcessedSongs\Cheap Trick\Cheap Trick - Greatest Hits [score]","1","Cheap Trick - Greatest Hits [Score]","C:\Work\AWSMusic\SheetMusic\Cheap Trick\books\Cheap Trick - Greatest Hits [Score].pdf","1:1"
"Colbie Caillat","Breakthrough [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Colbie Caillat\Breakthrough [pvg Book]","13","Colbie Caillat - Breakthrough [PVG Book]","C:\Work\AWSMusic\SheetMusic\Colbie Caillat\books\Colbie Caillat - Breakthrough [PVG Book].pdf","1:1"
"Cole Porter","The Very Best Of Cole Porter","C:\Work\AWSMusic\ProcessedSongs\Cole Porter\The Very Best Of Cole Porter","38","Cole Porter - The Very Best Of Cole Porter","C:\Work\AWSMusic\SheetMusic\Cole Porter\books\Cole Porter - The Very Best Of Cole Porter.pdf","1:1"
"Cream","Cream Complete","C:\Work\AWSMusic\ProcessedSongs\Cream\Cream Complete","25","Cream - Cream Complete","C:\Work\AWSMusic\SheetMusic\Cream\books\Cream - Cream Complete.pdf","1:1"
"Creedence Clearwater Revival","8 Pcs Book","C:\Work\AWSMusic\ProcessedSongs\Creedence Clearwater Revival\8 Pcs Book","8","Creedence Clearwater Revival - 8 Pcs Book","C:\Work\AWSMusic\SheetMusic\Creedence Clearwater Revival\books\Creedence Clearwater Revival - 8 Pcs Book.pdf","1:1"
"Creedence Clearwater Revival","Best Of","C:\Work\AWSMusic\ProcessedSongs\Creedence Clearwater Revival\Best Of","20","Creedence Clearwater Revival - Best Of","C:\Work\AWSMusic\SheetMusic\Creedence Clearwater Revival\books\Creedence Clearwater Revival - Best Of.pdf","1:1"
"Creedence Clearwater Revival","Creedence Clearwater Revival - Guitar Tab Book","C:\Work\AWSMusic\ProcessedSongs\Creedence Clearwater Revival\Creedence Clearwater Revival - Guitar Tab Book","7","Creedence Clearwater Revival - Guitar Tab Book","C:\Work\AWSMusic\SheetMusic\Creedence Clearwater Revival\books\Creedence Clearwater Revival - Guitar Tab Book.pdf","1:1"
"Creedence Clearwater Revival","Guitar Anthology","C:\Work\AWSMusic\ProcessedSongs\Creedence Clearwater Revival\Guitar Anthology","20","Creedence Clearwater Revival - Guitar Anthology","C:\Work\AWSMusic\SheetMusic\Creedence Clearwater Revival\books\Creedence Clearwater Revival - Guitar Anthology.pdf","1:1"
"Creedence Clearwater Revival","Ultimate Minus One","C:\Work\AWSMusic\ProcessedSongs\Creedence Clearwater Revival\Ultimate Minus One","7","Creedence Clearwater Revival - Ultimate Minus One","C:\Work\AWSMusic\SheetMusic\Creedence Clearwater Revival\books\Creedence Clearwater Revival - Ultimate Minus One.pdf","1:1"
"Crosby Stills And Nash","Crosby Stills Nash & Young - Deja Vu [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Crosby Stills And Nash\Crosby Stills Nash & Young - Deja Vu [pvg Book]","21","Crosby Stills Nash & Young - Deja Vu [PVG Book]","C:\Work\AWSMusic\SheetMusic\Crosby Stills and Nash\books\Crosby Stills Nash & Young - Deja Vu [PVG Book].pdf","1:1"
"Crowded House","The Very Best Of [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Crowded House\The Very Best Of [pvg Book]","19","Crowded House - The Very Best Of [PVG Book]","C:\Work\AWSMusic\SheetMusic\Crowded House\books\Crowded House - The Very Best Of [PVG Book].pdf","1:1"
"Crowded House","Together Alone [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Crowded House\Together Alone [pvg Book]","13","Crowded House - Together Alone [PVG Book]","C:\Work\AWSMusic\SheetMusic\Crowded House\books\Crowded House - Together Alone [PVG Book].pdf","1:1"
"David Crosby","David Crosby - Songbook [lead Sheets]","C:\Work\AWSMusic\ProcessedSongs\David Crosby\David Crosby - Songbook [lead Sheets]","1","David Crosby - Songbook [Lead Sheets]","C:\Work\AWSMusic\SheetMusic\David Crosby\books\David Crosby - Songbook [Lead Sheets].pdf","1:1"
"Dire Straits","Best Of Dire Straits [guitar Tab]","C:\Work\AWSMusic\ProcessedSongs\Dire Straits\Best Of Dire Straits [guitar Tab]","22","Dire Straits - Best Of Dire Straits [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Dire Straits\books\Dire Straits - Best Of Dire Straits [Guitar Tab].pdf","1:1"
"Dire Straits","Dire Straits - Brothers In Arms","C:\Work\AWSMusic\ProcessedSongs\Dire Straits\Dire Straits - Brothers In Arms","9","Dire Straits -  Brothers In Arms","C:\Work\AWSMusic\SheetMusic\Dire Straits\books\Dire Straits -  Brothers In Arms.pdf","1:1"
"Dire Straits","Dire Straits - Money For Nothing [guitar Book]","C:\Work\AWSMusic\ProcessedSongs\Dire Straits\Dire Straits - Money For Nothing [guitar Book]","1","Dire Straits - Money For Nothing [Guitar Book]","C:\Work\AWSMusic\SheetMusic\Dire Straits\books\Dire Straits - Money For Nothing [Guitar Book].pdf","1:1"
"Dire Straits","Jam With Dire Straits [guitar Book]","C:\Work\AWSMusic\ProcessedSongs\Dire Straits\Jam With Dire Straits [guitar Book]","8","Dire Straits - Jam with Dire Straits [Guitar Book]","C:\Work\AWSMusic\SheetMusic\Dire Straits\books\Dire Straits - Jam with Dire Straits [Guitar Book].pdf","1:1"
"Don Henley","Don Henley - Actual Miles (greatest Hits)","C:\Work\AWSMusic\ProcessedSongs\Don Henley\Don Henley - Actual Miles (greatest Hits)","3","Don Henley - Actual Miles (Greatest Hits)","C:\Work\AWSMusic\SheetMusic\Don Henley\books\Don Henley - Actual Miles (Greatest Hits).pdf","1:1"
"Don Henley","The End Of The Innocence [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Don Henley\The End Of The Innocence [pvg Book]","10","Don Henley - The End Of The Innocence [PVG Book]","C:\Work\AWSMusic\SheetMusic\Don Henley\books\Don Henley - The End Of The Innocence [PVG Book].pdf","1:1"
"Doobie Brothers","Best Of [band Score Jap]","C:\Work\AWSMusic\ProcessedSongs\Doobie Brothers\Best Of [band Score Jap]","1","Doobie Brothers - Best Of [Band Score Jap]","C:\Work\AWSMusic\SheetMusic\Doobie Brothers\books\Doobie Brothers - Best Of [Band Score Jap].pdf","1:1"
"Doobie Brothers","Songs","C:\Work\AWSMusic\ProcessedSongs\Doobie Brothers\Songs","9","Doobie Brothers - Songs","C:\Work\AWSMusic\SheetMusic\Doobie Brothers\books\Doobie Brothers - Songs.pdf","1:1"
"Doors","Anthology","C:\Work\AWSMusic\ProcessedSongs\Doors\Anthology","12","Doors - Anthology","C:\Work\AWSMusic\SheetMusic\Doors\books\Doors - Anthology.pdf","1:1"
"Doors","Songbook","C:\Work\AWSMusic\ProcessedSongs\Doors\Songbook","6","Doors - Songbook","C:\Work\AWSMusic\SheetMusic\Doors\books\Doors - Songbook.pdf","1:1"
"Dr John","New Orleans Piano Vol 2","C:\Work\AWSMusic\ProcessedSongs\Dr John\New Orleans Piano Vol 2","3","Dr John - New Orleans Piano Vol 2","C:\Work\AWSMusic\SheetMusic\Dr John\books\Dr John - New Orleans Piano Vol 2.pdf","1:1"
"Duran Duran","Best Of [score]","C:\Work\AWSMusic\ProcessedSongs\Duran Duran\Best Of [score]","12","Duran Duran - Best Of [Score]","C:\Work\AWSMusic\SheetMusic\Duran Duran\books\Duran Duran - Best Of [Score].pdf","1:1"
"Duran Duran","Decade [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Duran Duran\Decade [pvg Book]","15","Duran Duran - Decade [PVG Book]","C:\Work\AWSMusic\SheetMusic\Duran Duran\books\Duran Duran - Decade [PVG Book].pdf","1:1"
"Duran Duran","Seven & The Ragged Tiger [jap Band Score]","C:\Work\AWSMusic\ProcessedSongs\Duran Duran\Seven & The Ragged Tiger [jap Band Score]","8","Duran Duran - Seven & The Ragged Tiger [Jap Band Score]","C:\Work\AWSMusic\SheetMusic\Duran Duran\books\Duran Duran - Seven & The Ragged Tiger [Jap Band Score].pdf","1:1"
"Eagles","Greatest Hits","C:\Work\AWSMusic\ProcessedSongs\Eagles\Greatest Hits","10","Eagles - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Eagles\books\Eagles - Greatest Hits.pdf","1:1"
"Eagles","Greatest Hits (1971-1975)","C:\Work\AWSMusic\ProcessedSongs\Eagles\Greatest Hits (1971-1975)","10","Eagles - Greatest Hits (1971-1975)","C:\Work\AWSMusic\SheetMusic\Eagles\books\Eagles - Greatest Hits (1971-1975).pdf","1:1"
"Eagles","Hotel California (guitar Songbook)","C:\Work\AWSMusic\ProcessedSongs\Eagles\Hotel California (guitar Songbook)","1","Eagles - Hotel California (Guitar Songbook)","C:\Work\AWSMusic\SheetMusic\Eagles\books\Eagles - Hotel California (Guitar Songbook).pdf","1:1"
"Eagles","Made Easy For Guitar","C:\Work\AWSMusic\ProcessedSongs\Eagles\Made Easy For Guitar","6","Eagles - Made Easy For Guitar","C:\Work\AWSMusic\SheetMusic\Eagles\books\Eagles - Made Easy For Guitar.pdf","1:1"
"Eagles","New Eagles Complete","C:\Work\AWSMusic\ProcessedSongs\Eagles\New Eagles Complete","67","Eagles - New Eagles Complete","C:\Work\AWSMusic\SheetMusic\Eagles\books\Eagles - New Eagles Complete.pdf","1:1"
"Eagles","The Best Of The Eagles - Songbook","C:\Work\AWSMusic\ProcessedSongs\Eagles\The Best Of The Eagles - Songbook","12","Eagles - The Best Of The Eagles - Songbook","C:\Work\AWSMusic\SheetMusic\Eagles\books\Eagles - The Best Of The Eagles - Songbook.pdf","1:1"
"Elo","A New World Record","C:\Work\AWSMusic\ProcessedSongs\Elo\A New World Record","7","ELO - A New World Record","C:\Work\AWSMusic\SheetMusic\ELO\books\ELO - A New World Record.pdf","1:1"
"Elo","Anthology [pvg]","C:\Work\AWSMusic\ProcessedSongs\Elo\Anthology [pvg]","32","ELO - Anthology [PVG]","C:\Work\AWSMusic\SheetMusic\ELO\books\ELO - Anthology [PVG].pdf","1:1"
"Elo","Discovery [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Elo\Discovery [pvg Book]","1","ELO - Discovery [PVG Book]","C:\Work\AWSMusic\SheetMusic\ELO\books\ELO - Discovery [PVG Book].pdf","1:1"
"Elo","Elo - Greatest Hits","C:\Work\AWSMusic\ProcessedSongs\Elo\Elo - Greatest Hits","2","ELO - Greatest Hits","C:\Work\AWSMusic\SheetMusic\ELO\books\ELO - Greatest Hits.pdf","1:1"
"Elo","Elo - Out Of The Blue [book]","C:\Work\AWSMusic\ProcessedSongs\Elo\Elo - Out Of The Blue [book]","1","ELO - Out Of The Blue [Book]","C:\Work\AWSMusic\SheetMusic\ELO\books\ELO - Out Of The Blue [Book].pdf","1:1"
"Elo","Face The Music [pvg Bok]","C:\Work\AWSMusic\ProcessedSongs\Elo\Face The Music [pvg Bok]","2","ELO - Face The Music [PVG Bok]","C:\Work\AWSMusic\SheetMusic\ELO\books\ELO - Face The Music [PVG Bok].pdf","1:1"
"Elton John","A Single Man","C:\Work\AWSMusic\ProcessedSongs\Elton John\A Single Man","10","Elton John - A Single Man","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - A Single Man.pdf","1:1"
"Elton John","Captain Fantastic","C:\Work\AWSMusic\ProcessedSongs\Elton John\Captain Fantastic","1","Elton John - Captain Fantastic","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - Captain Fantastic.pdf","1:1"
"Elton John","Elton John - Goodbye Yellow Brick Road","C:\Work\AWSMusic\ProcessedSongs\Elton John\Elton John - Goodbye Yellow Brick Road","2","Elton John - Goodbye Yellow Brick Road","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - Goodbye Yellow Brick Road.pdf","1:1"
"Elton John","Elton John - The Elton John Collection [piano Solos]","C:\Work\AWSMusic\ProcessedSongs\Elton John\Elton John - The Elton John Collection [piano Solos]","22","Elton John - The Elton John Collection [Piano Solos]","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - The Elton John Collection [Piano Solos].pdf","1:1"
"Elton John","Greatest Hits 1970-2002","C:\Work\AWSMusic\ProcessedSongs\Elton John\Greatest Hits 1970-2002","30","Elton John - Greatest Hits 1970-2002","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - Greatest Hits 1970-2002.pdf","1:1"
"Elton John","Ice On Fire","C:\Work\AWSMusic\ProcessedSongs\Elton John\Ice On Fire","12","Elton John - Ice On Fire","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - Ice On Fire.pdf","1:1"
"Elton John","Made In England","C:\Work\AWSMusic\ProcessedSongs\Elton John\Made In England","11","Elton John - Made In England","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - Made In England.pdf","1:1"
"Elton John","Peachtree Road","C:\Work\AWSMusic\ProcessedSongs\Elton John\Peachtree Road","10","Elton John - Peachtree Road","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - Peachtree Road.pdf","1:1"
"Elton John","Reg Strikes Back","C:\Work\AWSMusic\ProcessedSongs\Elton John\Reg Strikes Back","9","Elton John - Reg Strikes Back","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - Reg Strikes Back.pdf","1:1"
"Elton John","Sleeping With The Past","C:\Work\AWSMusic\ProcessedSongs\Elton John\Sleeping With The Past","1","Elton John - Sleeping With The Past","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - Sleeping With The Past.pdf","1:1"
"Elton John","Songs From The West Coast","C:\Work\AWSMusic\ProcessedSongs\Elton John\Songs From The West Coast","3","Elton John - Songs From The West Coast","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - Songs From The West Coast.pdf","1:1"
"Elton John","The Big Picture","C:\Work\AWSMusic\ProcessedSongs\Elton John\The Big Picture","3","Elton John - The Big Picture","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - The Big Picture.pdf","1:1"
"Elton John","The One","C:\Work\AWSMusic\ProcessedSongs\Elton John\The One","5","Elton John - The One","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - The One.pdf","1:1"
"Elton John","The Ultimate Collection Vol. 1","C:\Work\AWSMusic\ProcessedSongs\Elton John\The Ultimate Collection Vol. 1","59","Elton John - The Ultimate Collection Vol. 1","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - The Ultimate Collection Vol. 1.pdf","1:1"
"Elton John","The Ultimate Collection Vol. 2","C:\Work\AWSMusic\ProcessedSongs\Elton John\The Ultimate Collection Vol. 2","29","Elton John - The Ultimate Collection Vol. 2","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - The Ultimate Collection Vol. 2.pdf","1:1"
"Elton John","The Very Best Of","C:\Work\AWSMusic\ProcessedSongs\Elton John\The Very Best Of","1","Elton John - The Very Best Of","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - The Very Best Of.pdf","1:1"
"Elton John","Too Low For Zero [book]","C:\Work\AWSMusic\ProcessedSongs\Elton John\Too Low For Zero [book]","10","Elton John - Too Low For Zero [Book]","C:\Work\AWSMusic\SheetMusic\Elton John\books\Elton John - Too Low For Zero [Book].pdf","1:1"
"Elvis Costello","The Very Best Of","C:\Work\AWSMusic\ProcessedSongs\Elvis Costello\The Very Best Of","42","Elvis Costello - The Very Best Of","C:\Work\AWSMusic\SheetMusic\Elvis Costello\books\Elvis Costello - The Very Best Of.pdf","1:1"
"Emerson Lake And Palmer","Black Book","C:\Work\AWSMusic\ProcessedSongs\Emerson Lake And Palmer\Black Book","2","Emerson Lake and Palmer - Black Book","C:\Work\AWSMusic\SheetMusic\Emerson Lake and Palmer\books\Emerson Lake and Palmer - Black Book.pdf","1:1"
"Emerson Lake And Palmer","Greatest Hits","C:\Work\AWSMusic\ProcessedSongs\Emerson Lake And Palmer\Greatest Hits","10","Emerson Lake and Palmer - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Emerson Lake and Palmer\books\Emerson Lake and Palmer - Greatest Hits.pdf","1:1"
"Emerson Lake And Palmer","Tarkus [book]","C:\Work\AWSMusic\ProcessedSongs\Emerson Lake And Palmer\Tarkus [book]","13","Emerson Lake and Palmer - Tarkus [Book]","C:\Work\AWSMusic\SheetMusic\Emerson Lake and Palmer\books\Emerson Lake and Palmer - Tarkus [Book].pdf","1:1"
"Emerson Lake And Palmer","Trilogy [book]","C:\Work\AWSMusic\ProcessedSongs\Emerson Lake And Palmer\Trilogy [book]","7","Emerson Lake and Palmer - Trilogy [Book]","C:\Work\AWSMusic\SheetMusic\Emerson Lake and Palmer\books\Emerson Lake and Palmer - Trilogy [Book].pdf","1:1"
"Eric Clapton","Derek And The Dominos [book]","C:\Work\AWSMusic\ProcessedSongs\Eric Clapton\Derek And The Dominos [book]","14","Eric Clapton - Derek and the Dominos [Book]","C:\Work\AWSMusic\SheetMusic\Eric Clapton\books\Eric Clapton - Derek and the Dominos [Book].pdf","1:1"
"Eric Clapton","The Best Of Book","C:\Work\AWSMusic\ProcessedSongs\Eric Clapton\The Best Of Book","10","Eric Clapton - The Best of Book","C:\Work\AWSMusic\SheetMusic\Eric Clapton\books\Eric Clapton - The Best of Book.pdf","1:1"
"Eric Clapton","Unplugged [book]","C:\Work\AWSMusic\ProcessedSongs\Eric Clapton\Unplugged [book]","14","Eric Clapton - Unplugged [Book]","C:\Work\AWSMusic\SheetMusic\Eric Clapton\books\Eric Clapton - Unplugged [Book].pdf","1:1"
"Fleetwood Mac","Anthology","C:\Work\AWSMusic\ProcessedSongs\Fleetwood Mac\Anthology","27","Fleetwood Mac - Anthology","C:\Work\AWSMusic\SheetMusic\Fleetwood Mac\books\Fleetwood Mac - Anthology.pdf","1:1"
"Fleetwood Mac","Deluxe Anthology","C:\Work\AWSMusic\ProcessedSongs\Fleetwood Mac\Deluxe Anthology","42","Fleetwood Mac - Deluxe Anthology","C:\Work\AWSMusic\SheetMusic\Fleetwood Mac\books\Fleetwood Mac - Deluxe Anthology.pdf","1:1"
"Fleetwood Mac","Fleetwood Mac + Heroes Are Hard To Find","C:\Work\AWSMusic\ProcessedSongs\Fleetwood Mac\Fleetwood Mac + Heroes Are Hard To Find","15","Fleetwood Mac - Fleetwood Mac + Heroes Are Hard To Find","C:\Work\AWSMusic\SheetMusic\Fleetwood Mac\books\Fleetwood Mac - Fleetwood Mac + Heroes Are Hard To Find.pdf","1:1"
"Fleetwood Mac","Mirage","C:\Work\AWSMusic\ProcessedSongs\Fleetwood Mac\Mirage","12","Fleetwood Mac - Mirage","C:\Work\AWSMusic\SheetMusic\Fleetwood Mac\books\Fleetwood Mac - Mirage.pdf","1:1"
"Fleetwood Mac","Rumours","C:\Work\AWSMusic\ProcessedSongs\Fleetwood Mac\Rumours","11","Fleetwood Mac - Rumours","C:\Work\AWSMusic\SheetMusic\Fleetwood Mac\books\Fleetwood Mac - Rumours.pdf","1:1"
"Fleetwood Mac","Tango In The Night","C:\Work\AWSMusic\ProcessedSongs\Fleetwood Mac\Tango In The Night","12","Fleetwood Mac - Tango In The Night","C:\Work\AWSMusic\SheetMusic\Fleetwood Mac\books\Fleetwood Mac - Tango In The Night.pdf","1:1"
"Fleetwood Mac","The Dance","C:\Work\AWSMusic\ProcessedSongs\Fleetwood Mac\The Dance","13","Fleetwood Mac - The Dance","C:\Work\AWSMusic\SheetMusic\Fleetwood Mac\books\Fleetwood Mac - The Dance.pdf","1:1"
"Frank Zappa","Songbook Vol 1","C:\Work\AWSMusic\ProcessedSongs\Frank Zappa\Songbook Vol 1","17","Frank Zappa - Songbook Vol 1","C:\Work\AWSMusic\SheetMusic\Frank Zappa\books\Frank Zappa - Songbook Vol 1.pdf","1:1"
"Frank Zappa","The Frank Zappa Guitar Book (transcriptions By Steve Vai)","C:\Work\AWSMusic\ProcessedSongs\Frank Zappa\The Frank Zappa Guitar Book (transcriptions By Steve Vai)","12","Frank Zappa - The Frank Zappa Guitar Book (transcriptions by Steve Vai)","C:\Work\AWSMusic\SheetMusic\Frank Zappa\books\Frank Zappa - The Frank Zappa Guitar Book (transcriptions by Steve Vai).pdf","1:1"
"Fray","How To Save A Life [book]","C:\Work\AWSMusic\ProcessedSongs\Fray\How To Save A Life [book]","3","Fray - How To Save A Life [Book]","C:\Work\AWSMusic\SheetMusic\Fray\books\Fray - How To Save A Life [Book].pdf","1:1"
"Garth Brooks","Garth Brooks - The Hits [guitar Tab]","C:\Work\AWSMusic\ProcessedSongs\Garth Brooks\Garth Brooks - The Hits [guitar Tab]","1","Garth Brooks - The Hits [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Garth Brooks\books\Garth Brooks - The Hits [Guitar Tab].pdf","1:1"
"Garth Brooks","No Fences [guitar Tab]","C:\Work\AWSMusic\ProcessedSongs\Garth Brooks\No Fences [guitar Tab]","7","Garth Brooks - No Fences [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Garth Brooks\books\Garth Brooks - No Fences [Guitar Tab].pdf","1:1"
"Garth Brooks","The Limited Series","C:\Work\AWSMusic\ProcessedSongs\Garth Brooks\The Limited Series","21","Garth Brooks - The Limited Series","C:\Work\AWSMusic\SheetMusic\Garth Brooks\books\Garth Brooks - The Limited Series.pdf","1:1"
"Genesis","A Trick Of The Tail [book]","C:\Work\AWSMusic\ProcessedSongs\Genesis\A Trick Of The Tail [book]","8","Genesis - A Trick Of The Tail [Book]","C:\Work\AWSMusic\SheetMusic\Genesis\books\Genesis - A Trick Of The Tail [Book].pdf","1:1"
"Genesis","Anthology","C:\Work\AWSMusic\ProcessedSongs\Genesis\Anthology","44","Genesis - Anthology","C:\Work\AWSMusic\SheetMusic\Genesis\books\Genesis - Anthology.pdf","1:1"
"Genesis","Best Of Vol 1","C:\Work\AWSMusic\ProcessedSongs\Genesis\Best Of Vol 1","10","Genesis - Best Of Vol 1","C:\Work\AWSMusic\SheetMusic\Genesis\books\Genesis - Best Of Vol 1.pdf","1:1"
"Genesis","Invisible Touch [book]","C:\Work\AWSMusic\ProcessedSongs\Genesis\Invisible Touch [book]","8","Genesis - Invisible Touch [Book]","C:\Work\AWSMusic\SheetMusic\Genesis\books\Genesis - Invisible Touch [Book].pdf","1:1"
"Genesis","Rock Score","C:\Work\AWSMusic\ProcessedSongs\Genesis\Rock Score","4","Genesis - Rock Score","C:\Work\AWSMusic\SheetMusic\Genesis\books\Genesis - Rock Score.pdf","1:1"
"Genesis","Seconds Out","C:\Work\AWSMusic\ProcessedSongs\Genesis\Seconds Out","8","Genesis - Seconds Out","C:\Work\AWSMusic\SheetMusic\Genesis\books\Genesis - Seconds Out.pdf","1:1"
"Genesis","Selling England By The Pound","C:\Work\AWSMusic\ProcessedSongs\Genesis\Selling England By The Pound","7","Genesis - Selling England by the Pound","C:\Work\AWSMusic\SheetMusic\Genesis\books\Genesis - Selling England by the Pound.pdf","1:1"
"George Michael","Greatest Hits","C:\Work\AWSMusic\ProcessedSongs\George Michael\Greatest Hits","29","George Michael - Greatest Hits","C:\Work\AWSMusic\SheetMusic\George Michael\books\George Michael - Greatest Hits.pdf","1:1"
"George Michael","Older [book]","C:\Work\AWSMusic\ProcessedSongs\George Michael\Older [book]","11","George Michael - Older [Book] ","C:\Work\AWSMusic\SheetMusic\George Michael\books\George Michael - Older [Book] .pdf","1:1"
"Grand Funk Railroad","Born To Die [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Grand Funk Railroad\Born To Die [pvg Book]","10","Grand Funk Railroad - Born To Die [PVG Book]","C:\Work\AWSMusic\SheetMusic\Grand Funk Railroad\books\Grand Funk Railroad - Born To Die [PVG Book].pdf","1:1"
"Grand Funk Railroad","Grand Funk - Closer To Home [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Grand Funk Railroad\Grand Funk - Closer To Home [pvg Book]","5","Grand Funk - Closer To Home [PVG Book]","C:\Work\AWSMusic\SheetMusic\Grand Funk Railroad\books\Grand Funk - Closer To Home [PVG Book].pdf","1:1"
"Grand Funk Railroad","Grand Funk - We're An American Band [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Grand Funk Railroad\Grand Funk - We're An American Band [pvg Book]","8","Grand Funk - We're An American Band [PVG Book]","C:\Work\AWSMusic\SheetMusic\Grand Funk Railroad\books\Grand Funk - We're An American Band [PVG Book].pdf","1:1"
"Grand Funk Railroad","Hits From We're An American Band, Shinin' On, Phoenix [pvg]","C:\Work\AWSMusic\ProcessedSongs\Grand Funk Railroad\Hits From We're An American Band, Shinin' On, Phoenix [pvg]","23","Grand Funk Railroad - Hits From We're An American Band, Shinin' On, Phoenix [PVG]","C:\Work\AWSMusic\SheetMusic\Grand Funk Railroad\books\Grand Funk Railroad - Hits From We're An American Band, Shinin' On, Phoenix [PVG].pdf","1:1"
"Harry Chapin","The Authentic Guitar Style Of [guitar Tab]","C:\Work\AWSMusic\ProcessedSongs\Harry Chapin\The Authentic Guitar Style Of [guitar Tab]","9","Harry Chapin - The Authentic Guitar Style Of [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Harry Chapin\books\Harry Chapin - The Authentic Guitar Style Of [Guitar Tab].pdf","1:1"
"Henri Mancini","Henry Mancini - A Merry Mancini Christmas","C:\Work\AWSMusic\ProcessedSongs\Henri Mancini\Henry Mancini - A Merry Mancini Christmas","13","Henry Mancini - A Merry Mancini Christmas","C:\Work\AWSMusic\SheetMusic\Henri Mancini\books\Henry Mancini - A Merry Mancini Christmas.pdf","1:1"
"Herman's Hermits","Collection","C:\Work\AWSMusic\ProcessedSongs\Herman's Hermits\Collection","8","Herman's Hermits -  Collection","C:\Work\AWSMusic\SheetMusic\Herman's Hermits\books\Herman's Hermits -  Collection.pdf","1:1"
"Jackson Browne","Deluxe Anthology","C:\Work\AWSMusic\ProcessedSongs\Jackson Browne\Deluxe Anthology","39","Jackson Browne - Deluxe Anthology","C:\Work\AWSMusic\SheetMusic\Jackson Browne\books\Jackson Browne - Deluxe Anthology.pdf","1:1"
"James Blunt","All The Lost Souls [book]","C:\Work\AWSMusic\ProcessedSongs\James Blunt\All The Lost Souls [book]","10","James Blunt - All The Lost Souls [Book]","C:\Work\AWSMusic\SheetMusic\James Blunt\books\James Blunt - All The Lost Souls [Book].pdf","1:1"
