"Artist","ProcessedFolder","ProcessedPath","SongCount","SourceBook","SourcePath","MatchType"
"Scott Joplin","The Best Of","C:\Work\AWSMusic\ProcessedSongs\Scott Joplin\The Best Of","17","Scott Joplin - The Best Of","C:\Work\AWSMusic\SheetMusic\Scott Joplin\books\Scott Joplin - The Best Of.pdf","1:1"
"Shania Twain","Greatest Hits","C:\Work\AWSMusic\ProcessedSongs\Shania Twain\Greatest Hits","21","Shania Twain - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Shania Twain\books\Shania Twain - Greatest Hits.pdf","1:1"
"Shania Twain","Up! [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Shania Twain\Up! [pvg Book]","20","Shania Twain - Up! [PVG Book]","C:\Work\AWSMusic\SheetMusic\Shania Twain\books\Shania Twain - Up! [PVG Book].pdf","1:1"
"Sheryl Crow","Tuesday Night Music Club [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Sheryl Crow\Tuesday Night Music Club [pvg Book]","11","Sheryl Crow - Tuesday Night Music Club [PVG Book]","C:\Work\AWSMusic\SheetMusic\Sheryl Crow\books\Sheryl Crow - Tuesday Night Music Club [PVG Book].pdf","1:1"
"Sheryl Crow","Very Best","C:\Work\AWSMusic\ProcessedSongs\Sheryl Crow\Very Best","17","Sheryl Crow - Very Best","C:\Work\AWSMusic\SheetMusic\Sheryl Crow\books\Sheryl Crow - Very Best.pdf","1:1"
"Spice Girls","Greatest Hits","C:\Work\AWSMusic\ProcessedSongs\Spice Girls\Greatest Hits","11","Spice Girls - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Spice Girls\books\Spice Girls - Greatest Hits.pdf","1:1"
"Steve Miller Band","13 Biggest Hits","C:\Work\AWSMusic\ProcessedSongs\Steve Miller Band\13 Biggest Hits","13","Steve Miller Band - 13 Biggest Hits","C:\Work\AWSMusic\SheetMusic\Steve Miller Band\books\Steve Miller Band - 13 Biggest Hits.pdf","1:1"
"Steve Miller Band","Rock Best Hits [jap Score]","C:\Work\AWSMusic\ProcessedSongs\Steve Miller Band\Rock Best Hits [jap Score]","8","Steve Miller Band - Rock Best Hits [Jap Score]","C:\Work\AWSMusic\SheetMusic\Steve Miller Band\books\Steve Miller Band - Rock Best Hits [Jap Score].pdf","1:1"
"Steve Winwood","Arc Of A Diver [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Steve Winwood\Arc Of A Diver [pvg Book]","7","Steve Winwood - Arc Of A Diver [PVG Book]","C:\Work\AWSMusic\SheetMusic\Steve Winwood\books\Steve Winwood - Arc Of A Diver [PVG Book].pdf","1:1"
"Steve Winwood","The Great Songs Of","C:\Work\AWSMusic\ProcessedSongs\Steve Winwood\The Great Songs Of","8","Steve Winwood - The Great Songs Of","C:\Work\AWSMusic\SheetMusic\Steve Winwood\books\Steve Winwood - The Great Songs Of.pdf","1:1"
"Supertramp","Anthology","C:\Work\AWSMusic\ProcessedSongs\Supertramp\Anthology","2","Supertramp - Anthology","C:\Work\AWSMusic\SheetMusic\Supertramp\books\Supertramp - Anthology.pdf","1:1"
"Supertramp","Breakfast In America [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Supertramp\Breakfast In America [pvg Book]","10","Supertramp - Breakfast in America [PVG Book]","C:\Work\AWSMusic\SheetMusic\Supertramp\books\Supertramp - Breakfast in America [PVG Book].pdf","1:1"
"Supertramp","Crime Of The Century [book]","C:\Work\AWSMusic\ProcessedSongs\Supertramp\Crime Of The Century [book]","8","Supertramp - Crime of the Century [Book]","C:\Work\AWSMusic\SheetMusic\Supertramp\books\Supertramp - Crime of the Century [Book].pdf","1:1"
"Survivor","Greatest Hits","C:\Work\AWSMusic\ProcessedSongs\Survivor\Greatest Hits","10","Survivor - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Survivor\books\Survivor - Greatest Hits.pdf","1:1"
"Taylor Swift","Best Of [easy Piano]","C:\Work\AWSMusic\ProcessedSongs\Taylor Swift\Best Of [easy Piano]","12","Taylor Swift - Best Of [Easy Piano]","C:\Work\AWSMusic\SheetMusic\Taylor Swift\books\Taylor Swift - Best Of [Easy Piano].pdf","1:1"
"Taylor Swift","Fearless [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Taylor Swift\Fearless [pvg Book]","16","Taylor Swift - Fearless [PVG Book]","C:\Work\AWSMusic\SheetMusic\Taylor Swift\books\Taylor Swift - Fearless [PVG Book].pdf","1:1"
"Taylor Swift","Speak Now [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Taylor Swift\Speak Now [pvg Book]","14","Taylor Swift - Speak Now [PVG Book]","C:\Work\AWSMusic\SheetMusic\Taylor Swift\books\Taylor Swift - Speak Now [PVG Book].pdf","1:1"
"Taylor Swift","Taylor Swift","C:\Work\AWSMusic\ProcessedSongs\Taylor Swift\Taylor Swift","11","Taylor Swift - Taylor Swift","C:\Work\AWSMusic\SheetMusic\Taylor Swift\books\Taylor Swift - Taylor Swift.pdf","1:1"
"Taylor Swift","Taylor Swift [guitar Compilation]","C:\Work\AWSMusic\ProcessedSongs\Taylor Swift\Taylor Swift [guitar Compilation]","11","Taylor Swift - Taylor Swift [Guitar Compilation]","C:\Work\AWSMusic\SheetMusic\Taylor Swift\books\Taylor Swift - Taylor Swift [Guitar Compilation].pdf","1:1"
"The Band","Band - Northern Lights Southern Cross [pvg]","C:\Work\AWSMusic\ProcessedSongs\The Band\Band - Northern Lights Southern Cross [pvg]","8","Band - Northern Lights Southern Cross [PVG]","C:\Work\AWSMusic\SheetMusic\The Band\books\Band - Northern Lights Southern Cross [PVG].pdf","1:1"
"The Band","Band - Stage Fright [pvg]","C:\Work\AWSMusic\ProcessedSongs\The Band\Band - Stage Fright [pvg]","9","Band - Stage Fright [PVG]","C:\Work\AWSMusic\SheetMusic\The Band\books\Band - Stage Fright [PVG].pdf","1:1"
"The Band","Rock Of Ages [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\The Band\Rock Of Ages [pvg Book]","8","The Band - Rock Of Ages [PVG Book]","C:\Work\AWSMusic\SheetMusic\The Band\books\The Band - Rock Of Ages [PVG Book].pdf","1:1"
"The Band","The Band And Music From Big Pink","C:\Work\AWSMusic\ProcessedSongs\The Band\The Band And Music From Big Pink","21","The Band - The Band  and Music From Big Pink","C:\Work\AWSMusic\SheetMusic\The Band\books\The Band - The Band  and Music From Big Pink.pdf","1:1"
"Tom Waits","Anthology","C:\Work\AWSMusic\ProcessedSongs\Tom Waits\Anthology","29","Tom Waits - Anthology","C:\Work\AWSMusic\SheetMusic\Tom Waits\books\Tom Waits - Anthology.pdf","1:1"
"Tori Amos","[book] Anthology","C:\Work\AWSMusic\ProcessedSongs\Tori Amos\[book] Anthology","25","Tori Amos - [Book] Anthology","C:\Work\AWSMusic\SheetMusic\Tori Amos\books\Tori Amos - [Book] Anthology.pdf","1:1"
"Toto","Best Of","C:\Work\AWSMusic\ProcessedSongs\Toto\Best Of","5","Toto - Best of","C:\Work\AWSMusic\SheetMusic\Toto\books\Toto - Best of.pdf","1:1"
"Toto","Collection","C:\Work\AWSMusic\ProcessedSongs\Toto\Collection","13","Toto - Collection","C:\Work\AWSMusic\SheetMusic\Toto\books\Toto - Collection.pdf","1:1"
"Toto","Past To Present [book]","C:\Work\AWSMusic\ProcessedSongs\Toto\Past To Present [book]","13","Toto - Past To Present [Book]","C:\Work\AWSMusic\SheetMusic\Toto\books\Toto - Past To Present [Book].pdf","1:1"
"Traveling Wilburys","Volume 1","C:\Work\AWSMusic\ProcessedSongs\Traveling Wilburys\Volume 1","1","Traveling Wilburys - Volume 1","C:\Work\AWSMusic\SheetMusic\Traveling Wilburys\books\Traveling Wilburys - Volume 1.pdf","1:1"
"Van Morrison","Anthology","C:\Work\AWSMusic\ProcessedSongs\Van Morrison\Anthology","25","Van Morrison - Anthology","C:\Work\AWSMusic\SheetMusic\Van Morrison\books\Van Morrison - Anthology.pdf","1:1"
"Van Morrison","Anthology (2)","C:\Work\AWSMusic\ProcessedSongs\Van Morrison\Anthology (2)","21","Van Morrison - Anthology (2)","C:\Work\AWSMusic\SheetMusic\Van Morrison\books\Van Morrison - Anthology (2).pdf","1:1"
"Van Morrison","Back On Top [book]","C:\Work\AWSMusic\ProcessedSongs\Van Morrison\Back On Top [book]","10","Van Morrison - Back On Top [Book]","C:\Work\AWSMusic\SheetMusic\Van Morrison\books\Van Morrison - Back On Top [Book].pdf","1:1"
"Van Morrison","Days Like These (book)","C:\Work\AWSMusic\ProcessedSongs\Van Morrison\Days Like These (book)","2","Van Morrison - Days Like These (Book)","C:\Work\AWSMusic\SheetMusic\Van Morrison\books\Van Morrison - Days Like These (Book).pdf","1:1"
"Various Artists","100 Songs For Kids - (easy Guitar Songbook)","C:\Work\AWSMusic\ProcessedSongs\Various Artists\100 Songs For Kids - (easy Guitar Songbook)","98","Various Artists - 100 Songs For Kids - (Easy Guitar Songbook)","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - 100 Songs For Kids - (Easy Guitar Songbook).pdf","1:1"
"Various Artists","50 Platinum Country Hits","C:\Work\AWSMusic\ProcessedSongs\Various Artists\50 Platinum Country Hits","50","Various Artists - 50 Platinum Country Hits","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - 50 Platinum Country Hits.pdf","1:1"
"Various Artists","50's And 60's","C:\Work\AWSMusic\ProcessedSongs\Various Artists\50's And 60's","1","Various Artists - 50's and 60's","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - 50's and 60's.pdf","1:1"
"Various Artists","557 Standards (sheet Music - Piano)(2)","C:\Work\AWSMusic\ProcessedSongs\Various Artists\557 Standards (sheet Music - Piano)(2)","345","Various Artists - 557 Standards (Sheet Music - Piano)(2)","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - 557 Standards (Sheet Music - Piano)(2).pdf","1:1"
"Various Artists","62 Stars 62 Hits [60's Compilation]","C:\Work\AWSMusic\ProcessedSongs\Various Artists\62 Stars 62 Hits [60's Compilation]","55","Various Artists - 62 Stars 62 Hits [60's Compilation]","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - 62 Stars 62 Hits [60's Compilation].pdf","1:1"
"Various Artists","70's Collection - (57pp)","C:\Work\AWSMusic\ProcessedSongs\Various Artists\70's Collection - (57pp)","1","Various Artists - 70's Collection -   (57pp)","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - 70's Collection -   (57pp).pdf","1:1"
"Various Artists","70's Hits [easy Piano]","C:\Work\AWSMusic\ProcessedSongs\Various Artists\70's Hits [easy Piano]","20","Various Artists - 70's Hits [Easy Piano]","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - 70's Hits [Easy Piano].pdf","1:1"
"Various Artists","Adult Contemporary Hits Of The Nineties","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Adult Contemporary Hits Of The Nineties","30","Various Artists - Adult Contemporary Hits Of The Nineties","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Adult Contemporary Hits Of The Nineties.pdf","1:1"
"Various Artists","All Time Best Collection Vol 3","C:\Work\AWSMusic\ProcessedSongs\Various Artists\All Time Best Collection Vol 3","18","Various Artists - All Time Best Collection Vol 3","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - All Time Best Collection Vol 3.pdf","1:1"
"Various Artists","Best In Country Sheet Music","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Best In Country Sheet Music","26","Various Artists - Best in Country Sheet Music","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Best in Country Sheet Music.pdf","1:1"
"Various Artists","Best Of 80s Rock [pvg]","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Best Of 80s Rock [pvg]","29","Various Artists - Best Of 80s Rock [PVG]","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Best Of 80s Rock [PVG].pdf","1:1"
"Various Artists","Best Of The 70s & 80s [solo Piano]","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Best Of The 70s & 80s [solo Piano]","17","Various Artists - Best Of The 70s & 80s [Solo Piano]","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Best Of The 70s & 80s [Solo Piano].pdf","1:1"
"Various Artists","Best Rock Songs 2000-2005","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Best Rock Songs 2000-2005","18","Various Artists - Best Rock Songs 2000-2005","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Best Rock Songs 2000-2005.pdf","1:1"
"Various Artists","Biggest Pop Hits 1996-1997","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Biggest Pop Hits 1996-1997","26","Various Artists - Biggest Pop Hits 1996-1997","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Biggest Pop Hits 1996-1997.pdf","1:1"
"Various Artists","Chart Hits 01-02","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Chart Hits 01-02","1","Various Artists - Chart Hits 01-02","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Chart Hits 01-02.pdf","1:1"
"Various Artists","Chart Hits 04-05","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Chart Hits 04-05","19","Various Artists - Chart Hits 04-05","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Chart Hits 04-05.pdf","1:1"
"Various Artists","Chart Hits 98-99","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Chart Hits 98-99","26","Various Artists - Chart Hits 98-99","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Chart Hits 98-99.pdf","1:1"
"Various Artists","Classic Rock - 73 Songs","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Classic Rock - 73 Songs","73","Various Artists - Classic Rock - 73 songs","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Classic Rock - 73 songs.pdf","1:1"
"Various Artists","Collection Of Country Music","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Collection Of Country Music","72","Various Artists - Collection Of Country Music","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Collection Of Country Music.pdf","1:1"
"Various Artists","Complete Piano Player Easy Blues (22 Songs)","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Complete Piano Player Easy Blues (22 Songs)","21","Various Artists - Complete Piano Player Easy Blues (22 songs)","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Complete Piano Player Easy Blues (22 songs).pdf","1:1"
"Various Artists","Country Classics [pvg]","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Country Classics [pvg]","49","Various Artists - Country Classics [PVG]","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Country Classics [PVG].pdf","1:1"
"Various Artists","Even More Songs Of The Eighties [pvg]","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Even More Songs Of The Eighties [pvg]","39","Various Artists - Even More Songs Of The Eighties [PVG]","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Even More Songs Of The Eighties [PVG].pdf","1:1"
"Various Artists","Golden Era Of Rock And Roll (grab It!)","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Golden Era Of Rock And Roll (grab It!)","99","Various Artists - Golden Era of Rock and Roll (grab it!)","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Golden Era of Rock and Roll (grab it!).pdf","1:1"
"Various Artists","Great Bands Of The 60s [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Great Bands Of The 60s [pvg Book]","25","Various Artists - Great Bands Of The 60s [PVG Book]","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Great Bands Of The 60s [PVG Book].pdf","1:1"
"Various Artists","Great Bands Of The 70s [pvg Book]","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Great Bands Of The 70s [pvg Book]","20","Various Artists - Great Bands Of The 70s [PVG Book]","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Great Bands Of The 70s [PVG Book].pdf","1:1"
"Various Artists","Great Big Book Of Children's Songs","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Great Big Book Of Children's Songs","73","Various Artists - Great Big Book of Children's Songs","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Great Big Book of Children's Songs.pdf","1:1"
"Various Artists","Great Country Collection","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Great Country Collection","14","Various Artists - Great Country Collection","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Great Country Collection.pdf","1:1"
"Various Artists","Great Songs Of The 70s [guitar Tab]","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Great Songs Of The 70s [guitar Tab]","30","Various Artists - Great Songs Of The 70s [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Great Songs Of The 70s [Guitar Tab].pdf","1:1"
"Various Artists","Greatest Hits Of 2004-2005","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Greatest Hits Of 2004-2005","59","Various Artists - Greatest Hits Of 2004-2005","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Greatest Hits Of 2004-2005.pdf","1:1"
"Various Artists","Greatest Love Songs Of 80s","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Greatest Love Songs Of 80s","25","Various Artists - Greatest Love Songs Of 80s","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Greatest Love Songs Of 80s.pdf","1:1"
"Various Artists","Greatest Love Songs Of The 60s","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Greatest Love Songs Of The 60s","25","Various Artists - Greatest Love Songs Of The 60s","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Greatest Love Songs Of The 60s.pdf","1:1"
"Various Artists","Greatest Love Songs Of The 70s","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Greatest Love Songs Of The 70s","26","Various Artists - Greatest Love Songs Of The 70s","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Greatest Love Songs Of The 70s.pdf","1:1"
"Various Artists","Greatest Love Songs Of The 80s","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Greatest Love Songs Of The 80s","25","Various Artists - Greatest Love Songs Of The 80s","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Greatest Love Songs Of The 80s.pdf","1:1"
"Various Artists","Heavy Metal Vol. Iii","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Heavy Metal Vol. Iii","13","Various Artists - Heavy Metal Vol. III","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Heavy Metal Vol. III.pdf","1:1"
"Various Artists","Heavy Rock Hits Of The 80s [pvg]","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Heavy Rock Hits Of The 80s [pvg]","20","Various Artists - Heavy Rock Hits Of The 80s [PVG]","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Heavy Rock Hits Of The 80s [PVG].pdf","1:1"
"Various Artists","History Of Rock - Late 80s","C:\Work\AWSMusic\ProcessedSongs\Various Artists\History Of Rock - Late 80s","43","Various Artists - History Of Rock - Late 80s","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - History Of Rock - Late 80s.pdf","1:1"
"Various Artists","More Songs Of The Eighties [pvg]","C:\Work\AWSMusic\ProcessedSongs\Various Artists\More Songs Of The Eighties [pvg]","42","Various Artists - More Songs Of The Eighties [PVG]","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - More Songs Of The Eighties [PVG].pdf","1:1"
"Various Artists","Music For The Millenium - The Seventies","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Music For The Millenium - The Seventies","17","Various Artists - Music For The Millenium - The Seventies","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Music For The Millenium - The Seventies.pdf","1:1"
"Various Artists","Music For The Millennium The Seventies","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Music For The Millennium The Seventies","17","Various Artists - Music For The Millennium The Seventies","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Music For The Millennium The Seventies.pdf","1:1"
"Various Artists","Oldies But Goodies","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Oldies But Goodies","40","Various Artists - Oldies But Goodies","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Oldies But Goodies.pdf","1:1"
"Various Artists","Popular Piano Solos","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Popular Piano Solos","11","Various Artists - Popular Piano Solos","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Popular Piano Solos.pdf","1:1"
"Various Artists","Songs Of The 60s [pvg]","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Songs Of The 60s [pvg]","60","Various Artists - Songs Of The 60s [PVG]","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Songs Of The 60s [PVG].pdf","1:1"
"Various Artists","The 1980s","C:\Work\AWSMusic\ProcessedSongs\Various Artists\The 1980s","30","Various Artists - The 1980s","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - The 1980s.pdf","1:1"
"Various Artists","The 60s And 70s Rock Score","C:\Work\AWSMusic\ProcessedSongs\Various Artists\The 60s And 70s Rock Score","9","Various Artists - The 60s and 70s Rock Score","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - The 60s and 70s Rock Score.pdf","1:1"
"Various Artists","The Best Children's Songs Ever (easy Piano)","C:\Work\AWSMusic\ProcessedSongs\Various Artists\The Best Children's Songs Ever (easy Piano)","103","Various Artists - The Best Children's Songs Ever (Easy Piano)","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - The Best Children's Songs Ever (Easy Piano).pdf","1:1"
"Various Artists","The Decade Series - The 1980s","C:\Work\AWSMusic\ProcessedSongs\Various Artists\The Decade Series - The 1980s","30","Various Artists - The Decade Series - The 1980s","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - The Decade Series - The 1980s.pdf","1:1"
"Various Artists","The Greatest Love Songs Of The 80s","C:\Work\AWSMusic\ProcessedSongs\Various Artists\The Greatest Love Songs Of The 80s","25","Various Artists - The Greatest Love Songs of the 80s","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - The Greatest Love Songs of the 80s.pdf","1:1"
"Various Artists","Ultimate 100 Pop Hits Of The 90s","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Ultimate 100 Pop Hits Of The 90s","101","Various Artists - Ultimate 100 Pop Hits Of The 90s","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Ultimate 100 Pop Hits Of The 90s.pdf","1:1"
"Various Artists","Ultimate Pop Sheet Music Collection 2000","C:\Work\AWSMusic\ProcessedSongs\Various Artists\Ultimate Pop Sheet Music Collection 2000","84","Various Artists - Ultimate Pop Sheet Music Collection 2000","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Ultimate Pop Sheet Music Collection 2000.pdf","1:1"
"Vince Guaraldi","Peanuts Songbook","C:\Work\AWSMusic\ProcessedSongs\Vince Guaraldi\Peanuts Songbook","28","Vince Guaraldi - Peanuts Songbook","C:\Work\AWSMusic\SheetMusic\Vince Guaraldi\books\Vince Guaraldi - Peanuts Songbook.pdf","1:1"
"Vince Guaraldi","The Vince Guaraldi Collection","C:\Work\AWSMusic\ProcessedSongs\Vince Guaraldi\The Vince Guaraldi Collection","9","Vince Guaraldi - The Vince Guaraldi Collection","C:\Work\AWSMusic\SheetMusic\Vince Guaraldi\books\Vince Guaraldi - The Vince Guaraldi Collection.pdf","1:1"
"Whitney Houston","The Best Of","C:\Work\AWSMusic\ProcessedSongs\Whitney Houston\The Best Of","10","Whitney Houston - The Best Of","C:\Work\AWSMusic\SheetMusic\Whitney Houston\books\Whitney Houston - The Best Of.pdf","1:1"
"Who","Who Anthology","C:\Work\AWSMusic\ProcessedSongs\Who\Who Anthology","44","Who - Who Anthology","C:\Work\AWSMusic\SheetMusic\Who\books\Who - Who Anthology.pdf","1:1"
"Yes","Complete Deluxe Edition","C:\Work\AWSMusic\ProcessedSongs\Yes\Complete Deluxe Edition","29","Yes - Complete Deluxe Edition","C:\Work\AWSMusic\SheetMusic\Yes\books\Yes - Complete Deluxe Edition.pdf","1:1"
"Zz Top","Greatest Hits","C:\Work\AWSMusic\ProcessedSongs\Zz Top\Greatest Hits","21","Greatest Hits","C:\Work\AWSMusic\SheetMusic\ZZ Top\books\Greatest Hits.pdf","1:1"
"_broadway Shows","A Treasury Of Gilbert & Sullivan Part 1","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\A Treasury Of Gilbert & Sullivan Part 1","50","A Treasury of Gilbert & Sullivan Part 1","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\A Treasury of Gilbert & Sullivan Part 1.pdf","1:1"
"_broadway Shows","A Treasury Of Gilbert & Sullivan Part 2","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\A Treasury Of Gilbert & Sullivan Part 2","47","A Treasury of Gilbert & Sullivan Part 2","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\A Treasury of Gilbert & Sullivan Part 2.pdf","1:1"
"_broadway Shows","Lambert And Morrison - The Drowsy Chaperone (version 1)","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Lambert And Morrison - The Drowsy Chaperone (version 1)","1","Lambert and Morrison - The Drowsy Chaperone (Version 1)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Lambert and Morrison - The Drowsy Chaperone (Version 1).pdf","1:1"
"_broadway Shows","Lambert And Morrison - The Drowsy Chaperone (version 2)","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Lambert And Morrison - The Drowsy Chaperone (version 2)","2","Lambert and Morrison - The Drowsy Chaperone (Version 2)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Lambert and Morrison - The Drowsy Chaperone (Version 2).pdf","1:1"
"_broadway Shows","Lerner And Loewe - Camelot","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Lerner And Loewe - Camelot","16","Lerner and Loewe - Camelot","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Lerner and Loewe - Camelot.pdf","1:1"
"_broadway Shows","Mamma Mia","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Mamma Mia","15","Mamma Mia","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Mamma Mia.pdf","1:1"
"_broadway Shows","Rogers And Hammerstein - South Pacific","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Rogers And Hammerstein - South Pacific","7","Rogers and Hammerstein - South Pacific","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Rogers and Hammerstein - South Pacific.pdf","1:1"
"_broadway Shows","Steven Sondheim - All Sondheim Volume 2 Book","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Steven Sondheim - All Sondheim Volume 2 Book","19","Steven Sondheim - All Sondheim Volume 2 BOOK","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Steven Sondheim\Books\Steven Sondheim - All Sondheim Volume 2 BOOK.pdf","1:1"
"_broadway Shows","The Wedding Singer","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\The Wedding Singer","72","The Wedding Singer","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\The Wedding Singer.pdf","1:1"
"_broadway Shows","Various Artists - Aida","C:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Aida","1","Various Artists - Aida","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Aida.pdf","1:1"
