Status,Match_Score,PDF_Artist,PDF_Book,PDF_Path,Folder_Artist,Folder_Book,Folder_Path,PDF_Exists,Folder_Exists
MATCHED,84.00%,Beatles,Beatles - Anthology 1,c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Anthology 1.pdf,Beatles,Anthology 1,c:\Work\AWSMusic\ProcessedSongs\Beatles\Anthology 1,YES,YES
MATCHED,84.00%,Beatles,Beatles - Anthology 2 (page 01 - 40),c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Anthology 2 (page 01 - 40).pdf,Beatles,Anthology 2 (page 01 - 40),c:\Work\AWSMusic\ProcessedSongs\Beatles\Anthology 2 (page 01 - 40),YES,YES
MATCHED,84.00%,Beatles,Beatles - Anthology 2 (page 41 -72),c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Anthology 2 (page 41 -72).pdf,Beatles,Anthology 2 (page 41 -72),c:\Work\AWSMusic\ProcessedSongs\Beatles\Anthology 2 (page 41 -72),YES,YES
MATCHED,84.00%,Beatles,Beatles - Anthology 2 (page 73 -112),c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Anthology 2 (page 73 -112).pdf,Beatles,Anthology 2 (page 73 -112),c:\Work\AWSMusic\ProcessedSongs\Beatles\Anthology 2 (page 73 -112),YES,YES
MATCHED,84.00%,Beatles,Beatles - Anthology 3 (page 01 - 36),c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Anthology 3 (page 01 - 36).pdf,Beatles,Anthology 3 (page 01 - 36),c:\Work\AWSMusic\ProcessedSongs\Beatles\Anthology 3 (page 01 - 36),YES,YES
MATCHED,91.11%,Beatles,Beatles - Anthology 3 (page 37 - 79,c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Anthology 3 (page 37 - 79.pdf,Beatles,Anthology 3 (page 37 - 79,c:\Work\AWSMusic\ProcessedSongs\Beatles\Anthology 3 (page 37 - 79,YES,YES
MATCHED,84.00%,Beatles,Beatles - Anthology 3 (page 80 - 111),c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Anthology 3 (page 80 - 111).pdf,Beatles,Anthology 3 (page 80 - 111),c:\Work\AWSMusic\ProcessedSongs\Beatles\Anthology 3 (page 80 - 111),YES,YES
MATCHED,81.54%,Beatles,Beatles - Anthology,c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Anthology.pdf,Beatles,Anthology,c:\Work\AWSMusic\ProcessedSongs\Beatles\Anthology,YES,YES
MATCHED,90.40%,Beatles,Beatles - Beatlemania 1963-1966,c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Beatlemania 1963-1966.pdf,Beatles,Beatlemania 1963-1966,c:\Work\AWSMusic\ProcessedSongs\Beatles\Beatlemania 1963-1966,YES,YES
MATCHED,87.37%,Beatles,Beatles - Complete Scores (2),c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Complete Scores (2).pdf,Beatles,Complete Scores (2),c:\Work\AWSMusic\ProcessedSongs\Beatles\Complete Scores (2),YES,YES
MATCHED,87.37%,Beatles,Beatles - Complete Scores,c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Complete Scores.pdf,Beatles,Complete Scores,c:\Work\AWSMusic\ProcessedSongs\Beatles\Complete Scores,YES,YES
MATCHED,87.37%,Beatles,Beatles - Essential Songs,c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Essential Songs.pdf,Beatles,Essential Songs,c:\Work\AWSMusic\ProcessedSongs\Beatles\Essential Songs,YES,YES
MATCHED,85.88%,Beatles,Beatles - Fake Songbook (Guitar),c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Fake Songbook (Guitar).pdf,Beatles,Fake Songbook (guitar),c:\Work\AWSMusic\ProcessedSongs\Beatles\Fake Songbook (guitar),YES,YES
MATCHED,86.67%,Beatles,Beatles - Joy Of Beatles,c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Joy Of Beatles.pdf,Beatles,Joy Of Beatles,c:\Work\AWSMusic\ProcessedSongs\Beatles\Joy Of Beatles,YES,YES
MATCHED,92.00%,Beatles,Beatles - Live At the Hollywood Bowl (2),c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Live At the Hollywood Bowl (2).pdf,Beatles,Live At The Hollywood Bowl (2),c:\Work\AWSMusic\ProcessedSongs\Beatles\Live At The Hollywood Bowl (2),YES,YES
MATCHED,92.00%,Beatles,Beatles - Live at the Hollywood Bowl,c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Live at the Hollywood Bowl.pdf,Beatles,Live At The Hollywood Bowl,c:\Work\AWSMusic\ProcessedSongs\Beatles\Live At The Hollywood Bowl,YES,YES
MATCHED,80.00%,Beatles,Beatles - Revolver (2),c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Revolver (2).pdf,Beatles,Revolver (2),c:\Work\AWSMusic\ProcessedSongs\Beatles\Revolver (2),YES,YES
MATCHED,80.00%,Beatles,Beatles - Revolver,c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Revolver.pdf,Beatles,Revolver,c:\Work\AWSMusic\ProcessedSongs\Beatles\Revolver,YES,YES
MATCHED,84.00%,Beatles,Beatles - Rubber Soul,c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Rubber Soul.pdf,Beatles,Rubber Soul,c:\Work\AWSMusic\ProcessedSongs\Beatles\Rubber Soul,YES,YES
MATCHED,94.67%,Beatles,Beatles - Sergeant Pepper's Lonely Hearts Club Band,c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Sergeant Pepper's Lonely Hearts Club Band.pdf,Beatles,Sergeant Pepper's Lonely Hearts Club Band,c:\Work\AWSMusic\ProcessedSongs\Beatles\Sergeant Pepper's Lonely Hearts Club Band,YES,YES
MATCHED,89.09%,Beatles,Beatles - Singles Collection [PVG],c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Singles Collection [PVG].pdf,Beatles,Singles Collection [pvg],c:\Work\AWSMusic\ProcessedSongs\Beatles\Singles Collection [pvg],YES,YES
MATCHED,80.00%,Beatles,Beatles - Songbook,c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Songbook.pdf,Beatles,Songbook,c:\Work\AWSMusic\ProcessedSongs\Beatles\Songbook,YES,YES
MATCHED,85.88%,Beatles,Beatles - White Album 1  (Guitar Recorded Version),c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - White Album 1  (Guitar Recorded Version).pdf,Beatles,White Album 1 (guitar Recorded Version),c:\Work\AWSMusic\ProcessedSongs\Beatles\White Album 1 (guitar Recorded Version),YES,YES
MATCHED,80.00%,Bee Gees,Bee Gees - Anthology,c:\Work\AWSMusic\SheetMusic\Bee Gees\Books\Bee Gees - Anthology.pdf,Bee Gees,Anthology,c:\Work\AWSMusic\ProcessedSongs\Bee Gees\Anthology,YES,YES
MATCHED,76.28%,Belinda Carlisle,Belinda Carlisle - 5 Of The Best [PVG],c:\Work\AWSMusic\SheetMusic\Belinda Carlisle\Books\Belinda Carlisle - 5 Of The Best [PVG].pdf,Belinda Carlisle,5 Of The Best [pvg],c:\Work\AWSMusic\ProcessedSongs\Belinda Carlisle\5 Of The Best [pvg],YES,YES
MATCHED,100.00%,Ben Folds,Ben Folds - Rockin' The Suburbs [Book],c:\Work\AWSMusic\SheetMusic\Ben Folds\Books\Ben Folds - Rockin' The Suburbs [Book].pdf,Ben Folds,Ben Folds - Rockin' The Suburbs [Book],c:\Work\AWSMusic\ProcessedSongs\Ben Folds\Ben Folds - Rockin' The Suburbs [Book],YES,YES
MATCHED,87.50%,Ben Folds,Ben Folds - Songs for Silverman,c:\Work\AWSMusic\SheetMusic\Ben Folds\Books\Ben Folds - Songs for Silverman.pdf,Ben Folds,Songs For Silverman,c:\Work\AWSMusic\ProcessedSongs\Ben Folds\Songs For Silverman,YES,YES
MATCHED,89.29%,Ben Folds,Ben Folds - Songs For The Silverman,c:\Work\AWSMusic\SheetMusic\Ben Folds\Books\Ben Folds - Songs For The Silverman.pdf,Ben Folds,Songs For The Silverman,c:\Work\AWSMusic\ProcessedSongs\Ben Folds\Songs For The Silverman,YES,YES
MATCHED,100.00%,Ben Folds,Ben Folds Five - Rockin' the Suburbs,c:\Work\AWSMusic\SheetMusic\Ben Folds\Books\Ben Folds Five - Rockin' the Suburbs.pdf,Ben Folds,Ben Folds Five - Rockin' The Suburbs,c:\Work\AWSMusic\ProcessedSongs\Ben Folds\Ben Folds Five - Rockin' The Suburbs,YES,YES
MATCHED,100.00%,Ben Folds,Ben Folds Five - Selections From Naked Baby Photos [Score],c:\Work\AWSMusic\SheetMusic\Ben Folds\Books\Ben Folds Five - Selections From Naked Baby Photos [Score].pdf,Ben Folds,Ben Folds Five - Selections From Naked Baby Photos [score],c:\Work\AWSMusic\ProcessedSongs\Ben Folds\Ben Folds Five - Selections From Naked Baby Photos [score],YES,YES
MATCHED,100.00%,Ben Folds,Ben Folds Five - Whatever and Ever Amen [Book],c:\Work\AWSMusic\SheetMusic\Ben Folds\Books\Ben Folds Five - Whatever and Ever Amen [Book].pdf,Ben Folds,Ben Folds Five - Whatever And Ever Amen [book],c:\Work\AWSMusic\ProcessedSongs\Ben Folds\Ben Folds Five - Whatever And Ever Amen [book],YES,YES
MATCHED,81.86%,Billy Joel,Billy Joel - 52nd Street,c:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - 52nd Street.pdf,Billy Joel,52nd Street,c:\Work\AWSMusic\ProcessedSongs\Billy Joel\52nd Street,YES,YES
MATCHED,77.24%,Billy Joel,Billy Joel - Anthology,c:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - Anthology.pdf,Billy Joel,Anthology,c:\Work\AWSMusic\ProcessedSongs\Billy Joel\Anthology,YES,YES
MATCHED,86.53%,Billy Joel,Billy Joel - Best Of Piano Solos,c:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - Best Of Piano Solos.pdf,Billy Joel,Best Of Piano Solos,c:\Work\AWSMusic\ProcessedSongs\Billy Joel\Best Of Piano Solos,YES,YES
MATCHED,83.08%,Billy Joel,Billy Joel - Complete Vol  1,c:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - Complete Vol  1.pdf,Billy Joel,Complete Vol 1,c:\Work\AWSMusic\ProcessedSongs\Billy Joel\Complete Vol 1,YES,YES
MATCHED,83.08%,Billy Joel,Billy Joel - Complete Vol 2,c:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - Complete Vol 2.pdf,Billy Joel,Complete Vol 2,c:\Work\AWSMusic\ProcessedSongs\Billy Joel\Complete Vol 2,YES,YES
MATCHED,87.55%,Billy Joel,Billy Joel - Fantasies & Delusions,c:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - Fantasies & Delusions.pdf,Billy Joel,Fantasies & Delusions,c:\Work\AWSMusic\ProcessedSongs\Billy Joel\Fantasies & Delusions,YES,YES
MATCHED,85.96%,Billy Joel,Billy Joel - For Advanced Piano,c:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - For Advanced Piano.pdf,Billy Joel,For Advanced Piano,c:\Work\AWSMusic\ProcessedSongs\Billy Joel\For Advanced Piano,YES,YES
MATCHED,81.14%,Billy Joel,Billy Joel - Glass Houses,c:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - Glass Houses.pdf,Billy Joel,Glass Houses,c:\Work\AWSMusic\ProcessedSongs\Billy Joel\Glass Houses,YES,YES
MATCHED,95.14%,Billy Joel,Billy Joel - Greatest Hits Vol I and II,c:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - Greatest Hits Vol I and II.pdf,Billy Joel,Billy Joel Greatest Hits Vols 1 And 2,c:\Work\AWSMusic\ProcessedSongs\Billy Joel\Billy Joel Greatest Hits Vols 1 And 2,YES,YES
MATCHED,87.55%,Billy Joel,Billy Joel - Greatest Hits Vol III,c:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - Greatest Hits Vol III.pdf,Billy Joel,Greatest Hits Vol Iii,c:\Work\AWSMusic\ProcessedSongs\Billy Joel\Greatest Hits Vol Iii,YES,YES
MATCHED,82.16%,Billy Joel,Billy Joel - Greatest Hits,c:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - Greatest Hits.pdf,Billy Joel,Greatest Hits,c:\Work\AWSMusic\ProcessedSongs\Billy Joel\Greatest Hits,YES,YES
MATCHED,82.16%,Billy Joel,Billy Joel - Keyboard Book,c:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - Keyboard Book.pdf,Billy Joel,Keyboard Book,c:\Work\AWSMusic\ProcessedSongs\Billy Joel\Keyboard Book,YES,YES
MATCHED,75.56%,Billy Joel,Billy Joel - My Lives,c:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - My Lives.pdf,Billy Joel,My Lives,c:\Work\AWSMusic\ProcessedSongs\Billy Joel\My Lives,YES,YES
MATCHED,78.71%,Billy Joel,Billy Joel - Rock Score,c:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - Rock Score.pdf,Billy Joel,Rock Score,c:\Work\AWSMusic\ProcessedSongs\Billy Joel\Rock Score,YES,YES
MATCHED,85.96%,Billy Joel,Billy Joel - Songs in the Attic,c:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - Songs in the Attic.pdf,Billy Joel,Songs In The Attic,c:\Work\AWSMusic\ProcessedSongs\Billy Joel\Songs In The Attic,YES,YES
MATCHED,57.87%,Billy Joel,Billy Joel - Turnstiles,c:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel - Turnstiles.pdf,Billy Joel,Billy Joel - Turnstiles,c:\Work\AWSMusic\ProcessedSongs\Billy Joel\Billy Joel - Turnstiles,YES,YES
MATCHED,,Billy Joel,Billy Joel Greatest Hits Vols 1 and 2,c:\Work\AWSMusic\SheetMusic\Billy Joel\Books\Billy Joel Greatest Hits Vols 1 and 2.pdf,Billy Joel,Greatest Hits Vol I And Ii,c:\Work\AWSMusic\ProcessedSongs\Billy Joel\Greatest Hits Vol I And Ii,YES,YES
MATCHED,78.82%,Billy Ocean,Billy Ocean - The Best Of,c:\Work\AWSMusic\SheetMusic\Billy Ocean\Books\Billy Ocean - The Best Of.pdf,Billy Ocean,The Best Of,c:\Work\AWSMusic\ProcessedSongs\Billy Ocean\The Best Of,YES,YES
MATCHED,70.00%,Black Eyed Peas,Black Eyed Peas - Elephunk [PVG Book],c:\Work\AWSMusic\SheetMusic\Black Eyed Peas\Books\Black Eyed Peas - Elephunk [PVG Book].pdf,Black Eyed Peas,Elephunk [pvg Book],c:\Work\AWSMusic\ProcessedSongs\Black Eyed Peas\Elephunk [pvg Book],YES,YES
MATCHED,70.97%,Blues Brothers,Blues Brothers - Complete,c:\Work\AWSMusic\SheetMusic\Blues Brothers\Books\Blues Brothers - Complete.pdf,Blues Brothers,Complete,c:\Work\AWSMusic\ProcessedSongs\Blues Brothers\Complete,YES,YES
MATCHED,81.25%,Bob Dylan,Bob Dylan - Anthology 1,c:\Work\AWSMusic\SheetMusic\Bob Dylan\Books\Bob Dylan - Anthology 1.pdf,Bob Dylan,Anthology 1,c:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Anthology 1,YES,YES
MATCHED,81.25%,Bob Dylan,Bob Dylan - Anthology 2,c:\Work\AWSMusic\SheetMusic\Bob Dylan\Books\Bob Dylan - Anthology 2.pdf,Bob Dylan,Anthology 2,c:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Anthology 2,YES,YES
MATCHED,78.57%,Bob Dylan,Bob Dylan - Anthology,c:\Work\AWSMusic\SheetMusic\Bob Dylan\Books\Bob Dylan - Anthology.pdf,Bob Dylan,Anthology,c:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Anthology,YES,YES
MATCHED,84.21%,Bob Dylan,Bob Dylan - Basement Tapes [PVG],c:\Work\AWSMusic\SheetMusic\Bob Dylan\Books\Bob Dylan - Basement Tapes [PVG].pdf,Bob Dylan,Basement Tapes [pvg],c:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Basement Tapes [pvg],YES,YES
MATCHED,85.71%,Bob Dylan,Bob Dylan - Blonde On Blonde,c:\Work\AWSMusic\SheetMusic\Bob Dylan\Books\Bob Dylan - Blonde On Blonde.pdf,Bob Dylan,Blonde On Blonde,c:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Blonde On Blonde,YES,YES
MATCHED,80.00%,Bob Dylan,Bob Dylan - Collection,c:\Work\AWSMusic\SheetMusic\Bob Dylan\Books\Bob Dylan - Collection.pdf,Bob Dylan,Collection,c:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Collection,YES,YES
MATCHED,79.07%,Bob Dylan,Bob Dylan - Desire,c:\Work\AWSMusic\SheetMusic\Bob Dylan\Books\Bob Dylan - Desire.pdf,Bob Dylan,Desire,c:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Desire,YES,YES
MATCHED,84.21%,Bob Dylan,Bob Dylan - Finger Picking,c:\Work\AWSMusic\SheetMusic\Bob Dylan\Books\Bob Dylan - Finger Picking.pdf,Bob Dylan,Finger Picking,c:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Finger Picking,YES,YES
MATCHED,88.00%,Bob Dylan,Bob Dylan - Highway 61 Revisited,c:\Work\AWSMusic\SheetMusic\Bob Dylan\Books\Bob Dylan - Highway 61 Revisited.pdf,Bob Dylan,Highway 61 Revisited,c:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Highway 61 Revisited,YES,YES
MATCHED,59.64%,Bob Dylan,Bob Dylan - Nashville Skyline,c:\Work\AWSMusic\SheetMusic\Bob Dylan\Books\Bob Dylan - Nashville Skyline.pdf,Bob Dylan,Bob Dylan - Nashville Skyline,c:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Bob Dylan - Nashville Skyline,YES,YES
MATCHED,80.00%,Bob Dylan,Bob Dylan - Rock Score,c:\Work\AWSMusic\SheetMusic\Bob Dylan\Books\Bob Dylan - Rock Score.pdf,Bob Dylan,Rock Score,c:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Rock Score,YES,YES
MATCHED,70.00%,Bob Dylan,Bob Dylan - Saved,c:\Work\AWSMusic\SheetMusic\Bob Dylan\Books\Bob Dylan - Saved.pdf,Bob Dylan,Saved,c:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Saved,YES,YES
MATCHED,76.92%,Bob Dylan,Bob Dylan - Songbook,c:\Work\AWSMusic\SheetMusic\Bob Dylan\Books\Bob Dylan - Songbook.pdf,Bob Dylan,Songbook,c:\Work\AWSMusic\ProcessedSongs\Bob Dylan\Songbook,YES,YES
MATCHED,,Bob Dylan,Bob Dylan - The Harp Styles of Bob Dylan [Harmonica],c:\Work\AWSMusic\SheetMusic\Bob Dylan\Books\Bob Dylan - The Harp Styles of Bob Dylan [Harmonica].pdf,Bob Dylan,The Harp Styles Of Bob Dylan [harmonica],c:\Work\AWSMusic\ProcessedSongs\Bob Dylan\The Harp Styles Of Bob Dylan [harmonica],YES,YES
MATCHED,83.33%,Bob Seger,Bob Seger - Greatest Hits,c:\Work\AWSMusic\SheetMusic\Bob Seger\Books\Bob Seger - Greatest Hits.pdf,Bob Seger,Greatest Hits,c:\Work\AWSMusic\ProcessedSongs\Bob Seger\Greatest Hits,YES,YES
MATCHED,90.00%,Bob Seger,Bob Seger - The New Best Of Bob Seger,c:\Work\AWSMusic\SheetMusic\Bob Seger\Books\Bob Seger - The New Best Of Bob Seger.pdf,Bob Seger,The New Best Of Bob Seger,c:\Work\AWSMusic\ProcessedSongs\Bob Seger\The New Best Of Bob Seger,YES,YES
MATCHED,86.83%,Bon Jovi,Bon Jovi - Best of Bon Jovi,c:\Work\AWSMusic\SheetMusic\Bon Jovi\Books\Bon Jovi - Best of Bon Jovi.pdf,Bon Jovi,Best Of Bon Jovi,c:\Work\AWSMusic\ProcessedSongs\Bon Jovi\Best Of Bon Jovi,YES,YES
MATCHED,100.00%,Bonnie Raitt,Bonnie Raitt - Nick Of Time [PVG Book],c:\Work\AWSMusic\SheetMusic\Bonnie Raitt\Books\Bonnie Raitt - Nick Of Time [PVG Book].pdf,Bonnie Raitt,Bonnie Raitt - Nick Of Time [pvg Book],c:\Work\AWSMusic\ProcessedSongs\Bonnie Raitt\Bonnie Raitt - Nick Of Time [pvg Book],YES,YES
MATCHED,77.71%,Bonnie Raitt,Bonnie Raitt - Road Tested [PVG Book],c:\Work\AWSMusic\SheetMusic\Bonnie Raitt\Books\Bonnie Raitt - Road Tested [PVG Book].pdf,Bonnie Raitt,Road Tested [pvg Book],c:\Work\AWSMusic\ProcessedSongs\Bonnie Raitt\Road Tested [pvg Book],YES,YES
MATCHED,74.84%,Bonnie Tyler,Bonnie Tyler - Hot Songs,c:\Work\AWSMusic\SheetMusic\Bonnie Tyler\Books\Bonnie Tyler - Hot Songs.pdf,Bonnie Tyler,Hot Songs,c:\Work\AWSMusic\ProcessedSongs\Bonnie Tyler\Hot Songs,YES,YES
MATCHED,88.75%,Bread,Bread - Best of Bread,c:\Work\AWSMusic\SheetMusic\Bread\Books\Bread - Best of Bread.pdf,Bread,Best Of Bread,c:\Work\AWSMusic\ProcessedSongs\Bread\Best Of Bread,YES,YES
MATCHED,77.50%,Bruce Springsteen,Bruce Springsteen - Born In The USA,c:\Work\AWSMusic\SheetMusic\Bruce Springsteen\Books\Bruce Springsteen - Born In The USA.pdf,Bruce Springsteen,Born In The Usa,c:\Work\AWSMusic\ProcessedSongs\Bruce Springsteen\Born In The Usa,YES,YES
MATCHED,73.00%,Bruce Springsteen,Bruce Springsteen - Born To Run,c:\Work\AWSMusic\SheetMusic\Bruce Springsteen\Books\Bruce Springsteen - Born To Run.pdf,Bruce Springsteen,Born To Run,c:\Work\AWSMusic\ProcessedSongs\Bruce Springsteen\Born To Run,YES,YES
MATCHED,75.45%,Bruce Springsteen,Bruce Springsteen - Greatest Hits,c:\Work\AWSMusic\SheetMusic\Bruce Springsteen\Books\Bruce Springsteen - Greatest Hits.pdf,Bruce Springsteen,Greatest Hits,c:\Work\AWSMusic\ProcessedSongs\Bruce Springsteen\Greatest Hits,YES,YES
MATCHED,71.58%,Bruce Springsteen,Bruce Springsteen - Lucky Town,c:\Work\AWSMusic\SheetMusic\Bruce Springsteen\Books\Bruce Springsteen - Lucky Town.pdf,Bruce Springsteen,Lucky Town,c:\Work\AWSMusic\ProcessedSongs\Bruce Springsteen\Lucky Town,YES,YES
MATCHED,89.09%,Buddy Holly,Buddy Holly - Golden Anniversary Songbook,c:\Work\AWSMusic\SheetMusic\Buddy Holly\Books\Buddy Holly - Golden Anniversary Songbook.pdf,Buddy Holly,Golden Anniversary Songbook,c:\Work\AWSMusic\ProcessedSongs\Buddy Holly\Golden Anniversary Songbook,YES,YES
MATCHED,78.57%,Burl Ives,Burl Ives - Song Book,c:\Work\AWSMusic\SheetMusic\Burl Ives\Books\Burl Ives - Song Book.pdf,Burl Ives,Song Book,c:\Work\AWSMusic\ProcessedSongs\Burl Ives\Song Book,YES,YES
MATCHED,82.35%,Burt Bacharach,Burt Bacharach - 40 Golden Songs Of,c:\Work\AWSMusic\SheetMusic\Burt Bacharach\Books\Burt Bacharach - 40 Golden Songs Of.pdf,Burt Bacharach,40 Golden Songs Of,c:\Work\AWSMusic\ProcessedSongs\Burt Bacharach\40 Golden Songs Of,YES,YES
MATCHED,75.45%,Burt Bacharach,Burt Bacharach - Anthology,c:\Work\AWSMusic\SheetMusic\Burt Bacharach\Books\Burt Bacharach - Anthology.pdf,Burt Bacharach,Anthology,c:\Work\AWSMusic\ProcessedSongs\Burt Bacharach\Anthology,YES,YES
MATCHED,53.64%,Burt Bacharach,Burt Bacharach - Bacharach Collection,c:\Work\AWSMusic\SheetMusic\Burt Bacharach\Books\Burt Bacharach - Bacharach Collection.pdf,Burt Bacharach,Bacharach Collection,c:\Work\AWSMusic\ProcessedSongs\Burt Bacharach\Bacharach Collection,YES,YES
MATCHED,88.75%,Carole King,Carole King - Bradley's Best Of The Best (Organ),c:\Work\AWSMusic\SheetMusic\Carole King\Books\Carole King - Bradley's Best Of The Best (Organ).pdf,Carole King,Bradley's Best Of The Best (organ),c:\Work\AWSMusic\ProcessedSongs\Carole King\Bradley's Best Of The Best (organ),YES,YES
MATCHED,74.29%,Carole King,Carole King - Classics (2),c:\Work\AWSMusic\SheetMusic\Carole King\Books\Carole King - Classics (2).pdf,Carole King,Classics (2),c:\Work\AWSMusic\ProcessedSongs\Carole King\Classics (2),YES,YES
MATCHED,74.29%,Carole King,Carole King - Classics (3),c:\Work\AWSMusic\SheetMusic\Carole King\Books\Carole King - Classics (3).pdf,Carole King,Classics (3),c:\Work\AWSMusic\ProcessedSongs\Carole King\Classics (3),YES,YES
MATCHED,74.29%,Carole King,Carole King - Classics,c:\Work\AWSMusic\SheetMusic\Carole King\Books\Carole King - Classics.pdf,Carole King,Classics,c:\Work\AWSMusic\ProcessedSongs\Carole King\Classics,YES,YES
MATCHED,88.75%,Carole King,Carole King - Keyboard Play-Along Vol 22,c:\Work\AWSMusic\SheetMusic\Carole King\Books\Carole King - Keyboard Play-Along Vol 22.pdf,Carole King,Keyboard Play-along Vol 22,c:\Work\AWSMusic\ProcessedSongs\Carole King\Keyboard Play-along Vol 22,YES,YES
MATCHED,74.29%,Carole King,Carole King - Tapestry,c:\Work\AWSMusic\SheetMusic\Carole King\Books\Carole King - Tapestry.pdf,Carole King,Tapestry,c:\Work\AWSMusic\ProcessedSongs\Carole King\Tapestry,YES,YES
MATCHED,89.09%,Carole King,Carole King - The New Best Of Carole King,c:\Work\AWSMusic\SheetMusic\Carole King\Books\Carole King - The New Best Of Carole King.pdf,Carole King,The New Best Of Carole King,c:\Work\AWSMusic\ProcessedSongs\Carole King\The New Best Of Carole King,YES,YES
MATCHED,83.64%,Carole King,Carole King - You're The Voice,c:\Work\AWSMusic\SheetMusic\Carole King\Books\Carole King - You're The Voice.pdf,Carole King,You're The Voice,c:\Work\AWSMusic\ProcessedSongs\Carole King\You're The Voice,YES,YES
MATCHED,77.24%,Carpenters,Carpenters - Anthology,c:\Work\AWSMusic\SheetMusic\Carpenters\Books\Carpenters - Anthology.pdf,Carpenters,Anthology,c:\Work\AWSMusic\ProcessedSongs\Carpenters\Anthology,YES,YES
MATCHED,78.71%,Carpenters,Carpenters - Love Songs,c:\Work\AWSMusic\SheetMusic\Carpenters\Books\Carpenters - Love Songs.pdf,Carpenters,Love Songs,c:\Work\AWSMusic\ProcessedSongs\Carpenters\Love Songs,YES,YES
MATCHED,82.16%,Carpenters,Carpenters - Note For Note,c:\Work\AWSMusic\SheetMusic\Carpenters\Books\Carpenters - Note For Note.pdf,Carpenters,Note For Note,c:\Work\AWSMusic\ProcessedSongs\Carpenters\Note For Note,YES,YES
MATCHED,100.00%,Cheap Trick,Cheap Trick - Greatest Hits [Score],c:\Work\AWSMusic\SheetMusic\Cheap Trick\Books\Cheap Trick - Greatest Hits [Score].pdf,Cheap Trick,Cheap Trick - Greatest Hits [score],c:\Work\AWSMusic\ProcessedSongs\Cheap Trick\Cheap Trick - Greatest Hits [score],YES,YES
MATCHED,76.92%,Colbie Caillat,Colbie Caillat - Breakthrough [PVG Book],c:\Work\AWSMusic\SheetMusic\Colbie Caillat\Books\Colbie Caillat - Breakthrough [PVG Book].pdf,Colbie Caillat,Breakthrough [pvg Book],c:\Work\AWSMusic\ProcessedSongs\Colbie Caillat\Breakthrough [pvg Book],YES,YES
