match_type,action,csv_book_id,csv_artist,csv_book_name,csv_source_uri,db_book_id,db_artist,db_book_name,db_source_uri,db_status,songs_extracted,needs_update,reason
name_match,update,747de3b9edfccff7,Genesis,Genesis - Seconds Out,s3://jsmith-input/SheetMusic/Genesis/Genesis - Seconds Out.pdf,41d2ef8728ba0ccf,Genesis,Genesis - Seconds Out,s3://jsmith-input/SheetMusic/Genesis/books/Genesis - Seconds Out.pdf,success,8,True,book_id changed (path changed)
no_match,create,8b1c4d5b6ddb5345,Genesis,Genesis - Selling England By The Pound,s3://jsmith-input/SheetMusic/Genesis/Genesis - Selling England By The Pound.pdf,,,,,,7,True,not in DynamoDB
name_match,update,77193d2d9d87e535,George Michael,George Michael - Greatest Hits,s3://jsmith-input/SheetMusic/George Michael/George Michael - Greatest Hits.pdf,69fc57bc1074b50c,George Michael,George Michael - Greatest Hits,s3://jsmith-input/SheetMusic/George Michael/books/George Michael - Greatest Hits.pdf,success,29,True,book_id changed (path changed)
no_match,create,a7476e822767b483,George Michael,George Michael - Older _Book_,s3://jsmith-input/SheetMusic/George Michael/George Michael - Older _Book_.pdf,,,,,,11,True,not in DynamoDB
no_match,create,4f45ce771d7bfc2f,Grand Funk Railroad,Grand Funk - Closer To Home _PVG Book_,s3://jsmith-input/SheetMusic/Grand Funk Railroad/Grand Funk - Closer To Home _PVG Book_.pdf,,,,,,5,True,not in DynamoDB
no_match,create,b41d93dbacc02334,Grand Funk Railroad,Grand Funk - Were An American Band _PVG Book_,s3://jsmith-input/SheetMusic/Grand Funk Railroad/Grand Funk - Were An American Band _PVG Book_.pdf,,,,,,8,True,not in DynamoDB
no_match,create,2d32399bf78eec69,Grand Funk Railroad,Grand Funk Railroad - Born To Die _PVG Book_,s3://jsmith-input/SheetMusic/Grand Funk Railroad/Grand Funk Railroad - Born To Die _PVG Book_.pdf,,,,,,10,True,not in DynamoDB
no_match,create,1faea8830681aca4,Grand Funk Railroad,Grand Funk Railroad - Hits From Were An American Band Shinin On Phoenix _PVG_,s3://jsmith-input/SheetMusic/Grand Funk Railroad/Grand Funk Railroad - Hits From Were An American Band Shinin On Phoenix _PVG_.pdf,,,,,,23,True,not in DynamoDB
no_match,create,a6d9594839837189,Harry Chapin,Harry Chapin - The Authentic Guitar Style Of _Guitar Tab_,s3://jsmith-input/SheetMusic/Harry Chapin/Harry Chapin - The Authentic Guitar Style Of _Guitar Tab_.pdf,,,,,,9,True,not in DynamoDB
name_match,update,ce931fd7e8ea820e,Henri Mancini,Henry Mancini - A Merry Mancini Christmas,s3://jsmith-input/SheetMusic/Henri Mancini/Henry Mancini - A Merry Mancini Christmas.pdf,ed9510bed3484512,Henri Mancini,Henry Mancini - A Merry Mancini Christmas,s3://jsmith-input/SheetMusic/Henri Mancini/books/Henry Mancini - A Merry Mancini Christmas.pdf,success,13,True,book_id changed (path changed)
no_match,create,0b454c68984011d6,Herman's Hermits,Hermans Hermits - Collection,s3://jsmith-input/SheetMusic/Herman's Hermits/Hermans Hermits - Collection.pdf,,,,,,8,True,not in DynamoDB
name_match,update,f8051533df3b5398,Jackson Browne,Jackson Browne - Deluxe Anthology,s3://jsmith-input/SheetMusic/Jackson Browne/Jackson Browne - Deluxe Anthology.pdf,3bb256a379a49cbd,Jackson Browne,Jackson Browne - Deluxe Anthology,s3://jsmith-input/SheetMusic/Jackson Browne/books/Jackson Browne - Deluxe Anthology.pdf,success,39,True,book_id changed (path changed)
no_match,create,c1574960a4679301,James Blunt,James Blunt - All The Lost Souls _Book_,s3://jsmith-input/SheetMusic/James Blunt/James Blunt - All The Lost Souls _Book_.pdf,,,,,,10,True,not in DynamoDB
no_match,create,140e6d874cc14f5a,James Blunt,James Blunt - Back To Bedlam _Book_,s3://jsmith-input/SheetMusic/James Blunt/James Blunt - Back To Bedlam _Book_.pdf,,,,,,1,True,not in DynamoDB
no_match,create,1b0060bb1e7e29c9,James Taylor,James Taylor - Classic _Guitar_,s3://jsmith-input/SheetMusic/James Taylor/James Taylor - Classic _Guitar_.pdf,,,,,,15,True,not in DynamoDB
no_match,create,e9d4a6408e1c15ee,James Taylor,James Taylor - Classics _guitar tab_,s3://jsmith-input/SheetMusic/James Taylor/James Taylor - Classics _guitar tab_.pdf,,,,,,15,True,not in DynamoDB
name_match,update,54bd2d6859bf531d,James Taylor,James Taylor - Guitar Songbook,s3://jsmith-input/SheetMusic/James Taylor/James Taylor - Guitar Songbook.pdf,7be2c96a546e284d,James Taylor,James Taylor - Guitar Songbook,s3://jsmith-input/SheetMusic/James Taylor/books/James Taylor - Guitar Songbook.pdf,success,24,True,book_id changed (path changed)
name_match,update,37138b5374c0e8e4,James Taylor,James Taylor - James Taylor Songbook,s3://jsmith-input/SheetMusic/James Taylor/James Taylor - James Taylor Songbook.pdf,8900a3baf69054fc,James Taylor,James Taylor - James Taylor Songbook,s3://jsmith-input/SheetMusic/James Taylor/books/James Taylor - James Taylor Songbook.pdf,success,24,True,book_id changed (path changed)
no_match,create,5d9d4ab2c3889b38,James Taylor,James Taylor - James Taylor _PVG Book_,s3://jsmith-input/SheetMusic/James Taylor/James Taylor - James Taylor _PVG Book_.pdf,,,,,,21,True,not in DynamoDB
no_match,create,c394fe0de2bd9f0f,James Taylor,James Taylor - Thats Why Im Here _PVG Book_,s3://jsmith-input/SheetMusic/James Taylor/James Taylor - Thats Why Im Here _PVG Book_.pdf,,,,,,10,True,not in DynamoDB
name_match,update,5dd14e16be88a224,Jim Croce,Jim Croce - Acoustic Fingerstyle Video Guitar Lessons,s3://jsmith-input/SheetMusic/Jim Croce/Jim Croce - Acoustic Fingerstyle Video Guitar Lessons.pdf,36de646b9e4e1042,Jim Croce,Jim Croce - Acoustic Fingerstyle Video Guitar Lessons,s3://jsmith-input/SheetMusic/Jim Croce/books/Jim Croce - Acoustic Fingerstyle Video Guitar Lessons.pdf,success,1,True,book_id changed (path changed)
no_match,create,d6113c32d15584a2,Jimmy Buffet,Jimmy Buffett - Barometer Soup _PVG Book_,s3://jsmith-input/SheetMusic/Jimmy Buffet/Jimmy Buffett - Barometer Soup _PVG Book_.pdf,,,,,,9,True,not in DynamoDB
no_match,create,17adc8cd005cc03e,Jimmy Buffet,Jimmy Buffett - Fruitcakes _PVG Book_,s3://jsmith-input/SheetMusic/Jimmy Buffet/Jimmy Buffett - Fruitcakes _PVG Book_.pdf,,,,,,9,True,not in DynamoDB
name_match,update,8d67bcf681fd7efc,Joe Cocker,Joe Cocker - Best Of,s3://jsmith-input/SheetMusic/Joe Cocker/Joe Cocker - Best Of.pdf,086cdef472c543ba,Joe Cocker,Joe Cocker - Best Of,s3://jsmith-input/SheetMusic/Joe Cocker/books/Joe Cocker - Best Of.pdf,success,16,True,book_id changed (path changed)
no_match,create,04e19823e017a53a,Joe Cocker,Joe Cocker - Mad Dogs And Englishmen _Book_,s3://jsmith-input/SheetMusic/Joe Cocker/Joe Cocker - Mad Dogs And Englishmen _Book_.pdf,,,,,,16,True,not in DynamoDB
name_match,update,bb5ffdbf86bbf9b0,Joe Cocker,Joe Cocker - Songbook,s3://jsmith-input/SheetMusic/Joe Cocker/Joe Cocker - Songbook.pdf,5d4339f6cf828e97,Joe Cocker,Joe Cocker - Songbook,s3://jsmith-input/SheetMusic/Joe Cocker/books/Joe Cocker - Songbook.pdf,success,1,True,book_id changed (path changed)
name_match,update,8087d4472bffed5f,John Denver,John Denver - Anthology,s3://jsmith-input/SheetMusic/John Denver/John Denver - Anthology.pdf,6784cea978fa9f19,John Denver,John Denver - Anthology,s3://jsmith-input/SheetMusic/John Denver/books/John Denver - Anthology.pdf,success,53,True,book_id changed (path changed)
no_match,create,b168f9c8f637e78f,John Denver,John Denver - Anthology _PVG_,s3://jsmith-input/SheetMusic/John Denver/John Denver - Anthology _PVG_.pdf,,,,,,53,True,not in DynamoDB
name_match,update,6d3dceb9db907122,John Denver,John Denver - Back Home Again,s3://jsmith-input/SheetMusic/John Denver/John Denver - Back Home Again.pdf,2f1a17c491eba7fb,John Denver,John Denver - Back Home Again,s3://jsmith-input/SheetMusic/John Denver/books/John Denver - Back Home Again.pdf,failed,18,True,book_id changed (path changed)
no_match,create,ab95677bde7e98e8,John Denver,John Denver - Best Of _Easy Piano_,s3://jsmith-input/SheetMusic/John Denver/John Denver - Best Of _Easy Piano_.pdf,,,,,,18,True,not in DynamoDB
no_match,create,2a25b0d431a7281a,John Denver,John Denver - I Want To Live _PVG Book_,s3://jsmith-input/SheetMusic/John Denver/John Denver - I Want To Live _PVG Book_.pdf,,,,,,11,True,not in DynamoDB
no_match,create,6ee17337331c4332,John Denver,John Denver - The Authentic Guitar Style Of,s3://jsmith-input/SheetMusic/John Denver/John Denver - The Authentic Guitar Style Of.pdf,,,,,,12,True,not in DynamoDB
name_match,update,fd785aa402594cdd,John Lennon,John Lennon - Collection,s3://jsmith-input/SheetMusic/John Lennon/John Lennon - Collection.pdf,fe7b83ee2804ce5f,John Lennon,John Lennon - Collection,s3://jsmith-input/SheetMusic/John Lennon/books/John Lennon - Collection.pdf,success,3,True,book_id changed (path changed)
name_match,update,8c3c1d7dea866905,John Lennon,John Lennon - Greatest Hits,s3://jsmith-input/SheetMusic/John Lennon/John Lennon - Greatest Hits.pdf,69a1c74009bf6e83,John Lennon,John Lennon - Greatest Hits,s3://jsmith-input/SheetMusic/John Lennon/books/John Lennon - Greatest Hits.pdf,success,15,True,book_id changed (path changed)
no_match,create,6809fa2dbbcff7c1,Joni Mitchell,Joni Mitchell - The Best Of _PVG_,s3://jsmith-input/SheetMusic/Joni Mitchell/Joni Mitchell - The Best Of _PVG_.pdf,,,,,,10,True,not in DynamoDB
name_match,update,a874aae6cf88d947,Joni Mitchell,Joni Mitchell Songbook Complete Vol1 1966-1970,s3://jsmith-input/SheetMusic/Joni Mitchell/Joni Mitchell Songbook Complete Vol1 1966-1970.pdf,joni-mitchell-joni-mitchell-songbook-complete-vol1-1966-1970,Joni Mitchell,Joni Mitchell Songbook Complete Vol1 1966-1970,s3://jsmith-input/SheetMusic/Joni Mitchell/books/Joni Mitchell Songbook Complete Vol1 1966-1970.pdf,success,28,True,book_id changed (path changed)
name_match,update,0302e7309083edca,Journey,Journey - Complete,s3://jsmith-input/SheetMusic/Journey/Journey - Complete.pdf,2eea71359f8edf17,Journey,Journey - Complete,s3://jsmith-input/SheetMusic/Journey/books/Journey - Complete.pdf,success,68,True,book_id changed (path changed)
name_match,update,88352af29fc35ded,Journey,Journey - Complete Songbook,s3://jsmith-input/SheetMusic/Journey/Journey - Complete Songbook.pdf,0bd4457b3c238412,Journey,Journey - Complete Songbook,s3://jsmith-input/SheetMusic/Journey/books/Journey - Complete Songbook.pdf,success,68,True,book_id changed (path changed)
no_match,create,54590ec23c2483b8,Journey,Journey - Frontiers _Jap Band Score_,s3://jsmith-input/SheetMusic/Journey/Journey - Frontiers _Jap Band Score_.pdf,,,,,,1,True,not in DynamoDB
name_match,update,b7b57e7c91589c1d,Journey,Journey - Greatest Hits,s3://jsmith-input/SheetMusic/Journey/Journey - Greatest Hits.pdf,746fad620b3252b7,Journey,Journey - Greatest Hits,s3://jsmith-input/SheetMusic/Journey/books/Journey - Greatest Hits.pdf,success,6,True,book_id changed (path changed)
no_match,create,03b05b70aa2fc17d,Journey,Journey - Greatest Hits _Book_,s3://jsmith-input/SheetMusic/Journey/Journey - Greatest Hits _Book_.pdf,,,,,,5,True,not in DynamoDB
no_match,create,e6e43ba41f999445,Journey,Journey - Superbest _Jap Band Score_,s3://jsmith-input/SheetMusic/Journey/Journey - Superbest _Jap Band Score_.pdf,,,,,,15,True,not in DynamoDB
name_match,update,99dd7a80d4d1c001,Journey,Journey - The Guitar Collection,s3://jsmith-input/SheetMusic/Journey/Journey - The Guitar Collection.pdf,aa0266352575d2ec,Journey,Journey - The Guitar Collection,s3://jsmith-input/SheetMusic/Journey/books/Journey - The Guitar Collection.pdf,success,16,True,book_id changed (path changed)
name_match,update,a27a17e46d740152,Judy Garland,Judy Garland - Songbook,s3://jsmith-input/SheetMusic/Judy Garland/Judy Garland - Songbook.pdf,765d8aeee0c81299,Judy Garland,Judy Garland - Songbook,s3://jsmith-input/SheetMusic/Judy Garland/books/Judy Garland - Songbook.pdf,success,13,True,book_id changed (path changed)
no_match,create,cf353bcddc5420a6,Katy Perry,Katy Perry - One Of The Boys _PVG Book_,s3://jsmith-input/SheetMusic/Katy Perry/Katy Perry - One Of The Boys _PVG Book_.pdf,,,,,,12,True,not in DynamoDB
no_match,create,d8a8473f531cf727,Kelly Clarkson,Kelly Clarkson - Breakaway _Book_,s3://jsmith-input/SheetMusic/Kelly Clarkson/Kelly Clarkson - Breakaway _Book_.pdf,,,,,,5,True,not in DynamoDB
no_match,create,a12c86bfb838b86d,Kenny Rogers,Kenny Rogers - Love Or Something Like It _Book_,s3://jsmith-input/SheetMusic/Kenny Rogers/Kenny Rogers - Love Or Something Like It _Book_.pdf,,,,,,10,True,not in DynamoDB
no_match,create,aa0dfd14929c5fd8,Kinks,Kinks - Best Of The Kinks _Score_,s3://jsmith-input/SheetMusic/Kinks/Kinks - Best Of The Kinks _Score_.pdf,,,,,,12,True,not in DynamoDB
no_match,create,fcce219bf77ff464,Kinks,Kinks - Best Of _Score_,s3://jsmith-input/SheetMusic/Kinks/Kinks - Best Of _Score_.pdf,,,,,,9,True,not in DynamoDB
no_match,create,8a5d4d9dc94ddae1,Kinks,Kinks - Great Songs Of Kinks,s3://jsmith-input/SheetMusic/Kinks/Kinks - Great Songs Of Kinks.pdf,,,,,,8,True,not in DynamoDB
no_match,create,09552a331641e0ab,Kinks,Kinks - Guitar Legends _Guitar_,s3://jsmith-input/SheetMusic/Kinks/Kinks - Guitar Legends _Guitar_.pdf,,,,,,9,True,not in DynamoDB
no_match,create,a6f1cbc9f7ec93ca,Kinks,Kinks - Guitar Legends _Tab_,s3://jsmith-input/SheetMusic/Kinks/Kinks - Guitar Legends _Tab_.pdf,,,,,,9,True,not in DynamoDB
no_match,create,eddaa8cef3cc0b75,Kinks,Kinks - Jam With The Kinks _Tab_,s3://jsmith-input/SheetMusic/Kinks/Kinks - Jam With The Kinks _Tab_.pdf,,,,,,8,True,not in DynamoDB
name_match,update,07f2edc3e40f57f9,Led Zepplin,Led Zeppelin - Led Zeppelin II,s3://jsmith-input/SheetMusic/Led Zepplin/Led Zeppelin - Led Zeppelin II.pdf,dfb323f75fd6f4ef,Led Zepplin,Led Zeppelin - Led Zeppelin II,s3://jsmith-input/SheetMusic/Led Zepplin/books/Led Zeppelin - Led Zeppelin II.pdf,success,1,True,book_id changed (path changed)
no_match,create,af25652bfc3baf48,Led Zepplin,Led Zeppelin - Over The Hills And Far Away _PVG_,s3://jsmith-input/SheetMusic/Led Zepplin/Led Zeppelin - Over The Hills And Far Away _PVG_.pdf,,,,,,1,True,not in DynamoDB
no_match,create,e30ccb0a04ad7b09,Lynyrd Skynyrd,Lynyrd Skynyrd - The New Best Of _Guitar Tab_,s3://jsmith-input/SheetMusic/Lynyrd Skynyrd/Lynyrd Skynyrd - The New Best Of _Guitar Tab_.pdf,,,,,,10,True,not in DynamoDB
name_match,update,7700237ac01cdada,Mamas and the Papas,Mamas And The Papas - Songbook _PVG_,s3://jsmith-input/SheetMusic/Mamas and the Papas/Mamas And The Papas - Songbook _PVG_.pdf,9ee68cf75c0146a2,Mamas and the Papas,Mamas And The Papas - Songbook _PVG_,s3://jsmith-input/SheetMusic/Mamas and the Papas/Books/Mamas And The Papas - Songbook _PVG_.pdf,failed,0,True,book_id changed (path changed)
name_match,update,2bda88b431d0f5e7,MeatLoaf,MeatLoaf - Bat Out Of Hell,s3://jsmith-input/SheetMusic/MeatLoaf/MeatLoaf - Bat Out Of Hell.pdf,ec1dba4c078bff7b,MeatLoaf,MeatLoaf - Bat Out Of Hell,s3://jsmith-input/SheetMusic/MeatLoaf/books/MeatLoaf - Bat Out Of Hell.pdf,success,3,True,book_id changed (path changed)
name_match,update,a164e3ff9ebc46e7,Melissa Etheridge,Melissa Etheridge - Songbook,s3://jsmith-input/SheetMusic/Melissa Etheridge/Melissa Etheridge - Songbook.pdf,48d362a860f4b088,Melissa Etheridge,Melissa Etheridge - Songbook,s3://jsmith-input/SheetMusic/Melissa Etheridge/books/Melissa Etheridge - Songbook.pdf,success,10,True,book_id changed (path changed)
no_match,create,b4ea2040645b28f7,Michael Jackson,Michael Jackson - Great Songs Of _PVG_,s3://jsmith-input/SheetMusic/Michael Jackson/Michael Jackson - Great Songs Of _PVG_.pdf,,,,,,10,True,not in DynamoDB
name_match,update,72d0660b7fb972d4,Michael Jackson,Michael Jackson - Number Ones,s3://jsmith-input/SheetMusic/Michael Jackson/Michael Jackson - Number Ones.pdf,e2db1c83d39f5547,Michael Jackson,Michael Jackson - Number Ones,s3://jsmith-input/SheetMusic/Michael Jackson/books/Michael Jackson - Number Ones.pdf,success,18,True,book_id changed (path changed)
no_match,create,d7b085236f1c060a,Michael Jackson,Michael Jackson - Number Ones _Book_,s3://jsmith-input/SheetMusic/Michael Jackson/Michael Jackson - Number Ones _Book_.pdf,,,,,,18,True,not in DynamoDB
name_match,update,82da2f4956041757,Michael Jackson,Michael Jackson - The Great Songs Of,s3://jsmith-input/SheetMusic/Michael Jackson/Michael Jackson - The Great Songs Of.pdf,48f7283c70534c85,Michael Jackson,Michael Jackson - The Great Songs Of,s3://jsmith-input/SheetMusic/Michael Jackson/books/Michael Jackson - The Great Songs Of.pdf,success,10,True,book_id changed (path changed)
no_match,create,b0bd3f41b94e025f,Michael Jackson,Michael Jackson - Thriller _The Complete Song Book_,s3://jsmith-input/SheetMusic/Michael Jackson/Michael Jackson - Thriller _The Complete Song Book_.pdf,,,,,,10,True,not in DynamoDB
name_match,update,d8d54a618e663ba8,Monkees,Monkees - Greatest Hits,s3://jsmith-input/SheetMusic/Monkees/Monkees - Greatest Hits.pdf,e364d7a2988e2413,Monkees,Monkees - Greatest Hits,s3://jsmith-input/SheetMusic/Monkees/books/Monkees - Greatest Hits.pdf,success,11,True,book_id changed (path changed)
no_match,create,24c7ee2d0c1e2c3a,Moody Blues,Moody Blues - Greatest Hits _PVG_,s3://jsmith-input/SheetMusic/Moody Blues/Moody Blues - Greatest Hits _PVG_.pdf,,,,,,11,True,not in DynamoDB
no_match,create,212cb6bf8c6ee53e,Moody Blues,Moody Blues - Keys Of Kingdom _Band Score_,s3://jsmith-input/SheetMusic/Moody Blues/Moody Blues - Keys Of Kingdom _Band Score_.pdf,,,,,,12,True,not in DynamoDB
name_match,update,464d8c91d1f25aae,Neil Diamond,Neil Diamond - The Essential Neil Diamond,s3://jsmith-input/SheetMusic/Neil Diamond/Neil Diamond - The Essential Neil Diamond.pdf,c2cf7aaf7c77157f,Neil Diamond,Neil Diamond - The Essential Neil Diamond,s3://jsmith-input/SheetMusic/Neil Diamond/books/Neil Diamond - The Essential Neil Diamond.pdf,success,40,True,book_id changed (path changed)
no_match,create,f88414db98006c15,Neil Young,Neil Young - After The Goldrush _PVG Book_,s3://jsmith-input/SheetMusic/Neil Young/Neil Young - After The Goldrush _PVG Book_.pdf,,,,,,10,True,not in DynamoDB
name_match,update,2d85cfc47849d3af,Neil Young,Neil Young - Decade,s3://jsmith-input/SheetMusic/Neil Young/Neil Young - Decade.pdf,24b62809dfd112c4,Neil Young,Neil Young - Decade,s3://jsmith-input/SheetMusic/Neil Young/books/Neil Young - Decade.pdf,success,22,True,book_id changed (path changed)
no_match,create,b1ec87c8203a0ddf,Neil Young,Neil Young - Decade _PVG Book_,s3://jsmith-input/SheetMusic/Neil Young/Neil Young - Decade _PVG Book_.pdf,,,,,,22,True,not in DynamoDB
no_match,create,639e89577926e14c,Neil Young,Neil Young - Greatest Hits _Guitar Tab_,s3://jsmith-input/SheetMusic/Neil Young/Neil Young - Greatest Hits _Guitar Tab_.pdf,,,,,,15,True,not in DynamoDB
no_match,create,35fd8e7f8837a6f1,Neil Young,Neil Young - Harvest Moon _Guitar Tab_,s3://jsmith-input/SheetMusic/Neil Young/Neil Young - Harvest Moon _Guitar Tab_.pdf,,,,,,10,True,not in DynamoDB
no_match,create,108f738ca600a2d2,Neil Young,Neil Young - Harvest _Score_,s3://jsmith-input/SheetMusic/Neil Young/Neil Young - Harvest _Score_.pdf,,,,,,10,True,not in DynamoDB
no_match,create,db3cf1a4d5aa5e65,Neil Young,Neil Young - The Best Of Neil Young _PVG Book_,s3://jsmith-input/SheetMusic/Neil Young/Neil Young - The Best Of Neil Young _PVG Book_.pdf,,,,,,9,True,not in DynamoDB
name_match,update,bbdf047248de68cc,Night Ranger,Night Ranger - Seven Wishes _Jap Score_,s3://jsmith-input/SheetMusic/Night Ranger/Night Ranger - Seven Wishes _Jap Score_.pdf,night-ranger---seven-wishes--jap-score-,Night Ranger,Night Ranger - Seven Wishes _Jap Score_,s3://jsmith-input/SheetMusic/Night Ranger/Books/Night Ranger - Seven Wishes _Jap Score_.pdf,success,0,True,book_id changed (path changed)
name_match,update,1a01880141cc7d35,Paul McCartney,Paul McCartney - All The Best,s3://jsmith-input/SheetMusic/Paul McCartney/Paul McCartney - All The Best.pdf,f3ef72feb6f88467,Paul McCartney,Paul McCartney - All The Best,s3://jsmith-input/SheetMusic/Paul McCartney/books/Paul McCartney - All The Best.pdf,success,22,True,book_id changed (path changed)
name_match,update,358990b0568c99d8,Paul McCartney,Paul McCartney - Flowers In The Dirt,s3://jsmith-input/SheetMusic/Paul McCartney/Paul McCartney - Flowers In The Dirt.pdf,ce722c5adffa1406,Paul McCartney,Paul McCartney - Flowers In The Dirt,s3://jsmith-input/SheetMusic/Paul McCartney/books/Paul McCartney - Flowers In The Dirt.pdf,success,14,True,book_id changed (path changed)
name_match,update,977bcd326b7a949a,Paul McCartney,Paul McCartney - Press To Play,s3://jsmith-input/SheetMusic/Paul McCartney/Paul McCartney - Press To Play.pdf,40e585305f750cc3,Paul McCartney,Paul McCartney - Press To Play,s3://jsmith-input/SheetMusic/Paul McCartney/books/Paul McCartney - Press To Play.pdf,success,14,True,book_id changed (path changed)
name_match,update,7ce5530a0b18b73e,Paul McCartney,Paul McCartney - Ram,s3://jsmith-input/SheetMusic/Paul McCartney/Paul McCartney - Ram.pdf,646589629b885a6c,Paul McCartney,Paul McCartney - Ram,s3://jsmith-input/SheetMusic/Paul McCartney/books/Paul McCartney - Ram.pdf,success,10,True,book_id changed (path changed)
no_match,create,a4c1bc4669e7e4a1,Paul McCartney,Paul Mccartney - Chaos And Creation In The Backyard _PVG Book_,s3://jsmith-input/SheetMusic/Paul McCartney/Paul Mccartney - Chaos And Creation In The Backyard _PVG Book_.pdf,,,,,,13,True,not in DynamoDB
no_match,create,ac6ad6ee4b638f18,Paul McCartney,Paul Mccartney - Tripping The Live Fantastic _PVG Book_,s3://jsmith-input/SheetMusic/Paul McCartney/Paul Mccartney - Tripping The Live Fantastic _PVG Book_.pdf,,,,,,38,True,not in DynamoDB
no_match,create,c0d515cbe876b8bb,Paul McCartney,Paul Mccartney - Tug Of War _PVG Book_,s3://jsmith-input/SheetMusic/Paul McCartney/Paul Mccartney - Tug Of War _PVG Book_.pdf,,,,,,11,True,not in DynamoDB
name_match,update,7c6dc9542f12eadd,Paul Simon,Paul Simon - Anthology,s3://jsmith-input/SheetMusic/Paul Simon/Paul Simon - Anthology.pdf,9dfdb68c2ea9cac8,Paul Simon,Paul Simon - Anthology,s3://jsmith-input/SheetMusic/Paul Simon/books/Paul Simon - Anthology.pdf,success,49,True,book_id changed (path changed)
no_match,create,29d2c97e27bcc43a,Paul Simon,Simon And Garfunkels Greatest Hits,s3://jsmith-input/SheetMusic/Paul Simon/Simon And Garfunkels Greatest Hits.pdf,,,,,,14,True,not in DynamoDB
no_match,create,4b8b0b88302567a2,Peter Frampton,Peter Frampton - The Best Of _Guitar Tab_,s3://jsmith-input/SheetMusic/Peter Frampton/Peter Frampton - The Best Of _Guitar Tab_.pdf,,,,,,11,True,not in DynamoDB
no_match,create,62f214f902a09c15,Pink,Pink - Funhouse _PVG_,s3://jsmith-input/SheetMusic/Pink/Pink - Funhouse _PVG_.pdf,,,,,,1,True,not in DynamoDB
no_match,create,7266ecf7bcdd9937,Pink,Pink - Im Not Dead _PVG Book_,s3://jsmith-input/SheetMusic/Pink/Pink - Im Not Dead _PVG Book_.pdf,,,,,,10,True,not in DynamoDB
no_match,create,f6510f5e7ac2bd12,Pink,Pink - Missundaztood _PVG Book_,s3://jsmith-input/SheetMusic/Pink/Pink - Missundaztood _PVG Book_.pdf,,,,,,1,True,not in DynamoDB
name_match,update,829c9e54d214fd03,Pink Floyd,Pink Floyd - Anthology - p110-175,s3://jsmith-input/SheetMusic/Pink Floyd/Pink Floyd - Anthology - p110-175.pdf,ab787a2cbc656a25,Pink Floyd,Pink Floyd - Anthology - p110-175,s3://jsmith-input/SheetMusic/Pink Floyd/books/Pink Floyd - Anthology - p110-175.pdf,success,1,True,book_id changed (path changed)
name_match,update,2f00d61444cf9af0,Pink Floyd,Pink Floyd - Anthology - p58-109,s3://jsmith-input/SheetMusic/Pink Floyd/Pink Floyd - Anthology - p58-109.pdf,2afce3116fd1c235,Pink Floyd,Pink Floyd - Anthology - p58-109,s3://jsmith-input/SheetMusic/Pink Floyd/books/Pink Floyd - Anthology - p58-109.pdf,success,1,True,book_id changed (path changed)
no_match,create,c79f352992174659,Pink Floyd,Pink Floyd - Anthology _PVG_,s3://jsmith-input/SheetMusic/Pink Floyd/Pink Floyd - Anthology _PVG_.pdf,,,,,,38,True,not in DynamoDB
no_match,create,5cd8c40add3abfe0,Pink Floyd,Pink Floyd - Anthology _book_,s3://jsmith-input/SheetMusic/Pink Floyd/Pink Floyd - Anthology _book_.pdf,,,,,,38,True,not in DynamoDB
name_match,update,caec6919180ae025,Pink Floyd,Pink Floyd - Dark Side Of The Moon,s3://jsmith-input/SheetMusic/Pink Floyd/Pink Floyd - Dark Side Of The Moon.pdf,1ede3c110b123b4d,Pink Floyd,Pink Floyd - Dark Side Of The Moon,s3://jsmith-input/SheetMusic/Pink Floyd/books/Pink Floyd - Dark Side Of The Moon.pdf,success,1,True,book_id changed (path changed)
no_match,create,dc923591826b7d6c,Pink Floyd,Pink Floyd - Dark Side Of The Moon _2_,s3://jsmith-input/SheetMusic/Pink Floyd/Pink Floyd - Dark Side Of The Moon _2_.pdf,,,,,,1,True,not in DynamoDB
no_match,create,3e1e49ff132e940d,Pink Floyd,Pink Floyd - Dark Side Of The Moon _PVG_,s3://jsmith-input/SheetMusic/Pink Floyd/Pink Floyd - Dark Side Of The Moon _PVG_.pdf,,,,,,1,True,not in DynamoDB
name_match,update,c9f6a3a7473ff1ac,Pink Floyd,Pink Floyd - Pink Floyd Songbook,s3://jsmith-input/SheetMusic/Pink Floyd/Pink Floyd - Pink Floyd Songbook.pdf,6c8ddc6c043a12a0,Pink Floyd,Pink Floyd - Pink Floyd Songbook,s3://jsmith-input/SheetMusic/Pink Floyd/books/Pink Floyd - Pink Floyd Songbook.pdf,success,10,True,book_id changed (path changed)
no_match,create,8c3fbb489b9a5a69,Pink Floyd,Pink Floyd - The Wall _PVG_,s3://jsmith-input/SheetMusic/Pink Floyd/Pink Floyd - The Wall _PVG_.pdf,,,,,,23,True,not in DynamoDB
name_match,update,357785565d171099,Pink Floyd,Pink Floyd - Wish You Were Here,s3://jsmith-input/SheetMusic/Pink Floyd/Pink Floyd - Wish You Were Here.pdf,570f46e1827bdaef,Pink Floyd,Pink Floyd - Wish You Were Here,s3://jsmith-input/SheetMusic/Pink Floyd/books/Pink Floyd - Wish You Were Here.pdf,success,11,True,book_id changed (path changed)
