match_type,action,csv_book_id,csv_artist,csv_book_name,csv_source_uri,db_book_id,db_artist,db_book_name,db_source_uri,db_status,songs_extracted,needs_update,reason
no_match,create,5337ebfa2a185408,Beatles,Beatles - Fake Songbook _Guitar_,s3://jsmith-input/SheetMusic/Beatles/Beatles - Fake Songbook _Guitar_.pdf,,,,,,178,True,not in DynamoDB
name_match,update,26d9b78658456448,Beatles,Beatles - Joy Of Beatles,s3://jsmith-input/SheetMusic/Beatles/Beatles - Joy Of Beatles.pdf,6abda5fb67cfbf1c,Beatles,Beatles - Joy Of Beatles,s3://jsmith-input/SheetMusic/Beatles/books/Beatles - Joy Of Beatles.pdf,success,1,True,book_id changed (path changed)
no_match,create,7a31782c67389efe,Beatles,Beatles - Live At The Hollywood Bowl,s3://jsmith-input/SheetMusic/Beatles/Beatles - Live At The Hollywood Bowl.pdf,,,,,,12,True,not in DynamoDB
no_match,create,50b532542eab6bee,Beatles,Beatles - Live At The Hollywood Bowl _2_,s3://jsmith-input/SheetMusic/Beatles/Beatles - Live At The Hollywood Bowl _2_.pdf,,,,,,12,True,not in DynamoDB
name_match,update,977bf5e0cc65c891,Beatles,Beatles - Revolver,s3://jsmith-input/SheetMusic/Beatles/Beatles - Revolver.pdf,673cff1f970b11d0,Beatles,Beatles - Revolver,s3://jsmith-input/SheetMusic/Beatles/books/Beatles - Revolver.pdf,success,14,True,book_id changed (path changed)
no_match,create,c7dc49e0406f6286,Beatles,Beatles - Revolver _2_,s3://jsmith-input/SheetMusic/Beatles/Beatles - Revolver _2_.pdf,,,,,,14,True,not in DynamoDB
name_match,update,78ede4b55f4ea0b1,Beatles,Beatles - Rubber Soul,s3://jsmith-input/SheetMusic/Beatles/Beatles - Rubber Soul.pdf,1a8f83853ced41c2,Beatles,Beatles - Rubber Soul,s3://jsmith-input/SheetMusic/Beatles/books/Beatles - Rubber Soul.pdf,success,13,True,book_id changed (path changed)
no_match,create,ac3fdc905690a701,Beatles,Beatles - Sergeant Peppers Lonely Hearts Club Band,s3://jsmith-input/SheetMusic/Beatles/Beatles - Sergeant Peppers Lonely Hearts Club Band.pdf,,,,,,1,True,not in DynamoDB
no_match,create,663562288db96f56,Beatles,Beatles - Singles Collection _PVG_,s3://jsmith-input/SheetMusic/Beatles/Beatles - Singles Collection _PVG_.pdf,,,,,,26,True,not in DynamoDB
name_match,update,0df6c3435916bd09,Beatles,Beatles - Songbook,s3://jsmith-input/SheetMusic/Beatles/Beatles - Songbook.pdf,76cffd175fceda6f,Beatles,Beatles - Songbook,s3://jsmith-input/SheetMusic/Beatles/books/Beatles - Songbook.pdf,success,194,True,book_id changed (path changed)
no_match,create,42b8c9e8c52ed37f,Beatles,Beatles - White Album 1 _Guitar Recorded Version_,s3://jsmith-input/SheetMusic/Beatles/Beatles - White Album 1 _Guitar Recorded Version_.pdf,,,,,,1,True,not in DynamoDB
name_match,update,c81125c6e4130da6,Bee Gees,Bee Gees - Anthology,s3://jsmith-input/SheetMusic/Bee Gees/Bee Gees - Anthology.pdf,1a3f9222373f6638,Bee Gees,Bee Gees - Anthology,s3://jsmith-input/SheetMusic/Bee Gees/books/Bee Gees - Anthology.pdf,success,1,True,book_id changed (path changed)
no_match,create,2cbebc22daf7d03e,Belinda Carlisle,Belinda Carlisle - 5 Of The Best _PVG_,s3://jsmith-input/SheetMusic/Belinda Carlisle/Belinda Carlisle - 5 Of The Best _PVG_.pdf,,,,,,5,True,not in DynamoDB
no_match,create,2c95bd33eb8675e1,Ben Folds,Ben Folds - Rockin The Suburbs _Book_,s3://jsmith-input/SheetMusic/Ben Folds/Ben Folds - Rockin The Suburbs _Book_.pdf,,,,,,1,True,not in DynamoDB
no_match,create,e6a34f263a3695d1,Ben Folds,Ben Folds - Songs For Silverman,s3://jsmith-input/SheetMusic/Ben Folds/Ben Folds - Songs For Silverman.pdf,,,,,,13,True,not in DynamoDB
name_match,update,24ce00e6ec476691,Ben Folds,Ben Folds - Songs For The Silverman,s3://jsmith-input/SheetMusic/Ben Folds/Ben Folds - Songs For The Silverman.pdf,7bc821ae13e05260,Ben Folds,Ben Folds - Songs For The Silverman,s3://jsmith-input/SheetMusic/Ben Folds/books/Ben Folds - Songs For The Silverman.pdf,success,13,True,book_id changed (path changed)
no_match,create,ef49aaeae113b7bc,Ben Folds,Ben Folds Five - Rockin The Suburbs,s3://jsmith-input/SheetMusic/Ben Folds/Ben Folds Five - Rockin The Suburbs.pdf,,,,,,12,True,not in DynamoDB
no_match,create,2bcfc4188ed7cb3a,Ben Folds,Ben Folds Five - Selections From Naked Baby Photos _Score_,s3://jsmith-input/SheetMusic/Ben Folds/Ben Folds Five - Selections From Naked Baby Photos _Score_.pdf,,,,,,15,True,not in DynamoDB
no_match,create,3fac0aeeba1b79b0,Ben Folds,Ben Folds Five - Whatever And Ever Amen _Book_,s3://jsmith-input/SheetMusic/Ben Folds/Ben Folds Five - Whatever And Ever Amen _Book_.pdf,,,,,,12,True,not in DynamoDB
name_match,update,645516ed4b98d8c9,Billy Joel,Billy Joel - 52nd Street,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - 52nd Street.pdf,18bd367a8ec484b4,Billy Joel,Billy Joel - 52nd Street,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - 52nd Street.pdf,success,9,True,book_id changed (path changed)
name_match,update,70156eb19ddec997,Billy Joel,Billy Joel - Anthology,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - Anthology.pdf,billy-joel---anthology,Billy Joel,Billy Joel - Anthology,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - Anthology.pdf,success,29,True,book_id changed (path changed)
name_match,update,09ba1f7637720567,Billy Joel,Billy Joel - Best Of Piano Solos,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - Best Of Piano Solos.pdf,e45b55ac836ab6cc,Billy Joel,Billy Joel - Best Of Piano Solos,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - Best Of Piano Solos.pdf,success,13,True,book_id changed (path changed)
name_match,update,73942a3cd2152889,Billy Joel,Billy Joel - Complete Vol 1,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - Complete Vol 1.pdf,billy-joel---complete-vol-1,Billy Joel,Billy Joel - Complete Vol 1,s3://jsmith-input/SheetMusic/Billy Joel/Books/Billy Joel - Complete Vol  1.pdf,failed,47,True,book_id changed (path changed)
name_match,update,d0452017783559a5,Billy Joel,Billy Joel - Complete Vol 2,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - Complete Vol 2.pdf,d308b78682b1a2e6,Billy Joel,Billy Joel - Complete Vol 2,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - Complete Vol 2.pdf,success,48,True,book_id changed (path changed)
no_match,create,9b1f02da8109b3cb,Billy Joel,Billy Joel - Fantasies And Delusions,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - Fantasies And Delusions.pdf,,,,,,11,True,not in DynamoDB
name_match,update,9ed736df8eeada5a,Billy Joel,Billy Joel - For Advanced Piano,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - For Advanced Piano.pdf,8dfd98e18b3a7740,Billy Joel,Billy Joel - For Advanced Piano,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - For Advanced Piano.pdf,success,11,True,book_id changed (path changed)
name_match,update,d3345dc00a89807c,Billy Joel,Billy Joel - Glass Houses,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - Glass Houses.pdf,152ee1c9dc9f8411,Billy Joel,Billy Joel - Glass Houses,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - Glass Houses.pdf,success,10,True,book_id changed (path changed)
name_match,update,095b230dceaff7b3,Billy Joel,Billy Joel - Greatest Hits,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - Greatest Hits.pdf,billy-joel---greatest-hits,Billy Joel,Billy Joel - Greatest Hits,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - Greatest Hits.pdf,success,21,True,book_id changed (path changed)
no_match,create,84bc1b3c0ac62036,Billy Joel,Billy Joel - Greatest Hits Vol I And II,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - Greatest Hits Vol I And II.pdf,,,,,,21,True,not in DynamoDB
name_match,update,1198b0412e461ab7,Billy Joel,Billy Joel - Greatest Hits Vol III,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - Greatest Hits Vol III.pdf,bdbb63832fa56044,Billy Joel,Billy Joel - Greatest Hits Vol III,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - Greatest Hits Vol III.pdf,success,1,True,book_id changed (path changed)
name_match,update,d7cae06810490ae5,Billy Joel,Billy Joel - Keyboard Book,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - Keyboard Book.pdf,4be5984479ec10bb,Billy Joel,Billy Joel - Keyboard Book,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - Keyboard Book.pdf,success,15,True,book_id changed (path changed)
name_match,update,f91a755aed155578,Billy Joel,Billy Joel - My Lives,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - My Lives.pdf,edea6a9f4a4847d5,Billy Joel,Billy Joel - My Lives,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - My Lives.pdf,success,72,True,book_id changed (path changed)
name_match,update,0899b7b51f6633b9,Billy Joel,Billy Joel - Rock Score,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - Rock Score.pdf,ba6ee82e4aed1afd,Billy Joel,Billy Joel - Rock Score,s3://jsmith-input/SheetMusic/Billy Joel/books/Billy Joel - Rock Score.pdf,success,8,True,book_id changed (path changed)
no_match,create,c8c36abefa223eab,Billy Joel,Billy Joel - Songs In The Attic,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - Songs In The Attic.pdf,,,,,,11,True,not in DynamoDB
name_match,update,1e89690141224aea,Billy Joel,Billy Joel - Turnstiles,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel - Turnstiles.pdf,aae6179b36726557,Billy Joel,Billy Joel - Turnstiles,s3://jsmith-input/books/Billy Joel/Billy Joel - Turnstiles.pdf,success,8,True,book_id changed (path changed)
no_match,create,ad1b46623042b5d7,Billy Joel,Billy Joel Greatest Hits Vols 1 And 2,s3://jsmith-input/SheetMusic/Billy Joel/Billy Joel Greatest Hits Vols 1 And 2.pdf,,,,,,11,True,not in DynamoDB
name_match,update,747cfb439fcd7464,Billy Ocean,Billy Ocean - The Best Of,s3://jsmith-input/SheetMusic/Billy Ocean/Billy Ocean - The Best Of.pdf,4bd0ea9d83d19c28,Billy Ocean,Billy Ocean - The Best Of,s3://jsmith-input/SheetMusic/Billy Ocean/books/Billy Ocean - The Best Of.pdf,success,10,True,book_id changed (path changed)
no_match,create,16a721d22824d93c,Black Eyed Peas,Black Eyed Peas - Elephunk _PVG Book_,s3://jsmith-input/SheetMusic/Black Eyed Peas/Black Eyed Peas - Elephunk _PVG Book_.pdf,,,,,,11,True,not in DynamoDB
name_match,update,75cc3c63b89676a8,Blues Brothers,Blues Brothers - Complete,s3://jsmith-input/SheetMusic/Blues Brothers/Blues Brothers - Complete.pdf,98480e0f330a76dd,Blues Brothers,Blues Brothers - Complete,s3://jsmith-input/SheetMusic/Blues Brothers/books/Blues Brothers - Complete.pdf,success,12,True,book_id changed (path changed)
name_match,update,96bda46017f01c83,Bob Dylan,Bob Dylan - Anthology,s3://jsmith-input/SheetMusic/Bob Dylan/Bob Dylan - Anthology.pdf,76fe6df07e8c95b2,Bob Dylan,Bob Dylan - Anthology,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - Anthology.pdf,success,46,True,book_id changed (path changed)
name_match,update,c407199181161113,Bob Dylan,Bob Dylan - Anthology 1,s3://jsmith-input/SheetMusic/Bob Dylan/Bob Dylan - Anthology 1.pdf,5b90ccc351a5c543,Bob Dylan,Bob Dylan - Anthology 1,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - Anthology 1.pdf,success,46,True,book_id changed (path changed)
name_match,update,b319f6abac5b4138,Bob Dylan,Bob Dylan - Anthology 2,s3://jsmith-input/SheetMusic/Bob Dylan/Bob Dylan - Anthology 2.pdf,ee48c2551dfc461d,Bob Dylan,Bob Dylan - Anthology 2,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - Anthology 2.pdf,success,51,True,book_id changed (path changed)
no_match,create,b74d0cfdd6bff567,Bob Dylan,Bob Dylan - Basement Tapes _PVG_,s3://jsmith-input/SheetMusic/Bob Dylan/Bob Dylan - Basement Tapes _PVG_.pdf,,,,,,24,True,not in DynamoDB
name_match,update,cb8df031d3cea02a,Bob Dylan,Bob Dylan - Blonde On Blonde,s3://jsmith-input/SheetMusic/Bob Dylan/Bob Dylan - Blonde On Blonde.pdf,45f18e7ab90c1ae7,Bob Dylan,Bob Dylan - Blonde On Blonde,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - Blonde On Blonde.pdf,success,13,True,book_id changed (path changed)
name_match,update,cfff3bf66d2fdb68,Bob Dylan,Bob Dylan - Collection,s3://jsmith-input/SheetMusic/Bob Dylan/Bob Dylan - Collection.pdf,7f6241201b3f8e2f,Bob Dylan,Bob Dylan - Collection,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - Collection.pdf,success,47,True,book_id changed (path changed)
name_match,update,f3de517223f4b5ed,Bob Dylan,Bob Dylan - Desire,s3://jsmith-input/SheetMusic/Bob Dylan/Bob Dylan - Desire.pdf,2838a4ab02b7456d,Bob Dylan,Bob Dylan - Desire,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - Desire.pdf,success,9,True,book_id changed (path changed)
name_match,update,b67a19b745fb2167,Bob Dylan,Bob Dylan - Finger Picking,s3://jsmith-input/SheetMusic/Bob Dylan/Bob Dylan - Finger Picking.pdf,c80600da7b9c76a0,Bob Dylan,Bob Dylan - Finger Picking,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - Finger Picking.pdf,success,14,True,book_id changed (path changed)
name_match,update,5d7b8a76d1c2b0e8,Bob Dylan,Bob Dylan - Highway 61 Revisited,s3://jsmith-input/SheetMusic/Bob Dylan/Bob Dylan - Highway 61 Revisited.pdf,3a4cf59a2e2940dc,Bob Dylan,Bob Dylan - Highway 61 Revisited,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - Highway 61 Revisited.pdf,success,10,True,book_id changed (path changed)
name_match,update,12cea19f5887de19,Bob Dylan,Bob Dylan - Nashville Skyline,s3://jsmith-input/SheetMusic/Bob Dylan/Bob Dylan - Nashville Skyline.pdf,308ce476864c14e8,Bob Dylan,Bob Dylan - Nashville Skyline,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - Nashville Skyline.pdf,success,1,True,book_id changed (path changed)
name_match,update,7a4615934f020c0c,Bob Dylan,Bob Dylan - Rock Score,s3://jsmith-input/SheetMusic/Bob Dylan/Bob Dylan - Rock Score.pdf,e677dd7fc5248ab9,Bob Dylan,Bob Dylan - Rock Score,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - Rock Score.pdf,success,6,True,book_id changed (path changed)
name_match,update,f53be37c2e491891,Bob Dylan,Bob Dylan - Saved,s3://jsmith-input/SheetMusic/Bob Dylan/Bob Dylan - Saved.pdf,7c14a1d45baafa86,Bob Dylan,Bob Dylan - Saved,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - Saved.pdf,success,8,True,book_id changed (path changed)
name_match,update,18ae5ecc9e47f9e2,Bob Dylan,Bob Dylan - Songbook,s3://jsmith-input/SheetMusic/Bob Dylan/Bob Dylan - Songbook.pdf,c3fb0816d2a1db38,Bob Dylan,Bob Dylan - Songbook,s3://jsmith-input/SheetMusic/Bob Dylan/books/Bob Dylan - Songbook.pdf,success,47,True,book_id changed (path changed)
no_match,create,50e2e45cf171d77f,Bob Dylan,Bob Dylan - The Harp Styles Of Bob Dylan _Harmonica_,s3://jsmith-input/SheetMusic/Bob Dylan/Bob Dylan - The Harp Styles Of Bob Dylan _Harmonica_.pdf,,,,,,12,True,not in DynamoDB
name_match,update,07ee52bf6473c1be,Bob Seger,Bob Seger - Greatest Hits,s3://jsmith-input/SheetMusic/Bob Seger/Bob Seger - Greatest Hits.pdf,b72d254ea2e17f11,Bob Seger,Bob Seger - Greatest Hits,s3://jsmith-input/SheetMusic/Bob Seger/books/Bob Seger - Greatest Hits.pdf,success,14,True,book_id changed (path changed)
name_match,update,79e7405d34e37d6e,Bob Seger,Bob Seger - The New Best Of Bob Seger,s3://jsmith-input/SheetMusic/Bob Seger/Bob Seger - The New Best Of Bob Seger.pdf,ae8ad209f6399a30,Bob Seger,Bob Seger - The New Best Of Bob Seger,s3://jsmith-input/SheetMusic/Bob Seger/books/Bob Seger - The New Best Of Bob Seger.pdf,success,5,True,book_id changed (path changed)
no_match,create,4565f269c7b7585c,Bon Jovi,Bon Jovi - Best Of Bon Jovi,s3://jsmith-input/SheetMusic/Bon Jovi/Bon Jovi - Best Of Bon Jovi.pdf,,,,,,19,True,not in DynamoDB
no_match,create,bc769f49413833c3,Bonnie Raitt,Bonnie Raitt - Nick Of Time _PVG Book_,s3://jsmith-input/SheetMusic/Bonnie Raitt/Bonnie Raitt - Nick Of Time _PVG Book_.pdf,,,,,,1,True,not in DynamoDB
no_match,create,bf84cc264313f079,Bonnie Raitt,Bonnie Raitt - Road Tested _PVG Book_,s3://jsmith-input/SheetMusic/Bonnie Raitt/Bonnie Raitt - Road Tested _PVG Book_.pdf,,,,,,22,True,not in DynamoDB
name_match,update,9ac80ddc1f91687f,Bonnie Tyler,Bonnie Tyler - Hot Songs,s3://jsmith-input/SheetMusic/Bonnie Tyler/Bonnie Tyler - Hot Songs.pdf,59b588abe6f346b6,Bonnie Tyler,Bonnie Tyler - Hot Songs,s3://jsmith-input/SheetMusic/Bonnie Tyler/books/Bonnie Tyler - Hot Songs.pdf,success,7,True,book_id changed (path changed)
no_match,create,94cb825e4b1035b5,Bread,Bread - Best Of Bread,s3://jsmith-input/SheetMusic/Bread/Bread - Best Of Bread.pdf,,,,,,4,True,not in DynamoDB
name_match,update,7f7bd5bbdc733089,Bruce Springsteen,Bruce Springsteen - Born In The USA,s3://jsmith-input/SheetMusic/Bruce Springsteen/Bruce Springsteen - Born In The USA.pdf,59ed9909c0edd800,Bruce Springsteen,Bruce Springsteen - Born In The USA,s3://jsmith-input/SheetMusic/Bruce Springsteen/books/Bruce Springsteen - Born In The USA.pdf,success,13,True,book_id changed (path changed)
name_match,update,b3a0c7e1522885f5,Bruce Springsteen,Bruce Springsteen - Born To Run,s3://jsmith-input/SheetMusic/Bruce Springsteen/Bruce Springsteen - Born To Run.pdf,0118896785387d66,Bruce Springsteen,Bruce Springsteen - Born To Run,s3://jsmith-input/SheetMusic/Bruce Springsteen/books/Bruce Springsteen - Born To Run.pdf,success,8,True,book_id changed (path changed)
name_match,update,355e15704d02c538,Bruce Springsteen,Bruce Springsteen - Greatest Hits,s3://jsmith-input/SheetMusic/Bruce Springsteen/Bruce Springsteen - Greatest Hits.pdf,d958789d950e5915,Bruce Springsteen,Bruce Springsteen - Greatest Hits,s3://jsmith-input/SheetMusic/Bruce Springsteen/books/Bruce Springsteen - Greatest Hits.pdf,success,13,True,book_id changed (path changed)
name_match,update,6fa4c6442bdb1e76,Bruce Springsteen,Bruce Springsteen - Lucky Town,s3://jsmith-input/SheetMusic/Bruce Springsteen/Bruce Springsteen - Lucky Town.pdf,3bb287a656f88f7f,Bruce Springsteen,Bruce Springsteen - Lucky Town,s3://jsmith-input/SheetMusic/Bruce Springsteen/books/Bruce Springsteen - Lucky Town.pdf,success,9,True,book_id changed (path changed)
