"Artist","SourceBook","SourcePath","FolderCount","Folders"
"Eric Clapton","Eric Clapton - Derek and the Dominos [Book]","C:\Work\AWSMusic\SheetMusic\Eric Clapton\books\Eric Clapton - Derek and the Dominos [Book].pdf","2","Derek And The Dominos [book]; Eric Clapton - Derek And The Dominos [book]"
"Eric Clapton","Eric Clapton - The Best of Book","C:\Work\AWSMusic\SheetMusic\Eric Clapton\books\Eric Clapton - The Best of Book.pdf","2","Eric Clapton - The Best Of Book; The Best Of Book"
"Eric Clapton","Eric Clapton - Unplugged [Book]","C:\Work\AWSMusic\SheetMusic\Eric Clapton\books\Eric Clapton - Unplugged [Book].pdf","2","Eric Clapton - Unplugged [book]; Unplugged [book]"
"Fleetwood Mac","Fleetwood Mac - Anthology","C:\Work\AWSMusic\SheetMusic\Fleetwood Mac\books\Fleetwood Mac - Anthology.pdf","2","Anthology; Fleetwood Mac - Anthology"
"Fleetwood Mac","Fleetwood Mac - Deluxe Anthology","C:\Work\AWSMusic\SheetMusic\Fleetwood Mac\books\Fleetwood Mac - Deluxe Anthology.pdf","2","Deluxe Anthology; Fleetwood Mac - Deluxe Anthology"
"Fleetwood Mac","Fleetwood Mac - Fleetwood Mac + Heroes Are Hard To Find","C:\Work\AWSMusic\SheetMusic\Fleetwood Mac\books\Fleetwood Mac - Fleetwood Mac + Heroes Are Hard To Find.pdf","2","Fleetwood Mac + Heroes Are Hard To Find; Fleetwood Mac - Fleetwood Mac + Heroes Are Hard To Find"
"Fleetwood Mac","Fleetwood Mac - Tango In The Night","C:\Work\AWSMusic\SheetMusic\Fleetwood Mac\books\Fleetwood Mac - Tango In The Night.pdf","2","Fleetwood Mac - Tango In The Night; Tango In The Night"
"Fleetwood Mac","Fleetwood Mac - The Dance","C:\Work\AWSMusic\SheetMusic\Fleetwood Mac\books\Fleetwood Mac - The Dance.pdf","2","Fleetwood Mac - The Dance; The Dance"
"Frank Zappa","Frank Zappa - Songbook Vol 1","C:\Work\AWSMusic\SheetMusic\Frank Zappa\books\Frank Zappa - Songbook Vol 1.pdf","2","Frank Zappa - Songbook Vol 1; Songbook Vol 1"
"Frank Zappa","Frank Zappa - The Frank Zappa Guitar Book (transcriptions by Steve Vai)","C:\Work\AWSMusic\SheetMusic\Frank Zappa\books\Frank Zappa - The Frank Zappa Guitar Book (transcriptions by Steve Vai).pdf","2","Frank Zappa - The Frank Zappa Guitar Book (transcriptions By Steve Vai); The Frank Zappa Guitar Book (transcriptions By Steve Vai)"
"Fray","Fray - How To Save A Life [Book]","C:\Work\AWSMusic\SheetMusic\Fray\books\Fray - How To Save A Life [Book].pdf","2","Fray - How To Save A Life [book]; How To Save A Life [book]"
"Garth Brooks","Garth Brooks - No Fences [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Garth Brooks\books\Garth Brooks - No Fences [Guitar Tab].pdf","2","Garth Brooks - No Fences [guitar Tab]; No Fences [guitar Tab]"
"Garth Brooks","Garth Brooks - The Limited Series","C:\Work\AWSMusic\SheetMusic\Garth Brooks\books\Garth Brooks - The Limited Series.pdf","2","Garth Brooks - The Limited Series; The Limited Series"
"Genesis","Genesis - A Trick Of The Tail [Book]","C:\Work\AWSMusic\SheetMusic\Genesis\books\Genesis - A Trick Of The Tail [Book].pdf","2","A Trick Of The Tail [book]; Genesis - A Trick Of The Tail [book]"
"Genesis","Genesis - Anthology","C:\Work\AWSMusic\SheetMusic\Genesis\books\Genesis - Anthology.pdf","2","Anthology; Genesis - Anthology"
"Genesis","Genesis - Best Of Vol 1","C:\Work\AWSMusic\SheetMusic\Genesis\books\Genesis - Best Of Vol 1.pdf","2","Best Of Vol 1; Genesis - Best Of Vol 1"
"Genesis","Genesis - Invisible Touch [Book]","C:\Work\AWSMusic\SheetMusic\Genesis\books\Genesis - Invisible Touch [Book].pdf","2","Genesis - Invisible Touch [book]; Invisible Touch [book]"
"Genesis","Genesis - Rock Score","C:\Work\AWSMusic\SheetMusic\Genesis\books\Genesis - Rock Score.pdf","2","Genesis - Rock Score; Rock Score"
"Genesis","Genesis - Seconds Out","C:\Work\AWSMusic\SheetMusic\Genesis\books\Genesis - Seconds Out.pdf","2","Genesis - Seconds Out; Seconds Out"
"Genesis","Genesis - Selling England by the Pound","C:\Work\AWSMusic\SheetMusic\Genesis\books\Genesis - Selling England by the Pound.pdf","2","Genesis - Selling England By The Pound; Selling England By The Pound"
"George Michael","George Michael - Greatest Hits","C:\Work\AWSMusic\SheetMusic\George Michael\books\George Michael - Greatest Hits.pdf","2","George Michael - Greatest Hits; Greatest Hits"
"Grand Funk Railroad","Grand Funk Railroad - Born To Die [PVG Book]","C:\Work\AWSMusic\SheetMusic\Grand Funk Railroad\books\Grand Funk Railroad - Born To Die [PVG Book].pdf","2","Born To Die [pvg Book]; Grand Funk Railroad - Born To Die [pvg Book]"
"Grand Funk Railroad","Grand Funk Railroad - Hits From We're An American Band, Shinin' On, Phoenix [PVG]","C:\Work\AWSMusic\SheetMusic\Grand Funk Railroad\books\Grand Funk Railroad - Hits From We're An American Band, Shinin' On, Phoenix [PVG].pdf","2","Grand Funk Railroad - Hits From We're An American Band, Shinin' On, Phoenix [pvg]; Hits From We're An American Band, Shinin' On, Phoenix [pvg]"
"Harry Chapin","Harry Chapin - The Authentic Guitar Style Of [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Harry Chapin\books\Harry Chapin - The Authentic Guitar Style Of [Guitar Tab].pdf","2","Harry Chapin - The Authentic Guitar Style Of [guitar Tab]; The Authentic Guitar Style Of [guitar Tab]"
"Jackson Browne","Jackson Browne - Deluxe Anthology","C:\Work\AWSMusic\SheetMusic\Jackson Browne\books\Jackson Browne - Deluxe Anthology.pdf","2","Deluxe Anthology; Jackson Browne - Deluxe Anthology"
"James Blunt","James Blunt - All The Lost Souls [Book]","C:\Work\AWSMusic\SheetMusic\James Blunt\books\James Blunt - All The Lost Souls [Book].pdf","2","All The Lost Souls [book]; James Blunt - All The Lost Souls [book]"
"James Taylor","James Taylor - Classic [Guitar]","C:\Work\AWSMusic\SheetMusic\James Taylor\books\James Taylor - Classic [Guitar].pdf","2","Classic [guitar]; James Taylor - Classic [guitar]"
"James Taylor","James Taylor - Classics (guitar tab)","C:\Work\AWSMusic\SheetMusic\James Taylor\books\James Taylor - Classics (guitar tab).pdf","2","Classics (guitar Tab); James Taylor - Classics (guitar Tab)"
"James Taylor","James Taylor - Guitar Songbook","C:\Work\AWSMusic\SheetMusic\James Taylor\books\James Taylor - Guitar Songbook.pdf","2","Guitar Songbook; James Taylor - Guitar Songbook"
"James Taylor","James Taylor - James Taylor Songbook","C:\Work\AWSMusic\SheetMusic\James Taylor\books\James Taylor - James Taylor Songbook.pdf","2","James Taylor - James Taylor Songbook; James Taylor Songbook"
"James Taylor","James Taylor - James Taylor [PVG Book]","C:\Work\AWSMusic\SheetMusic\James Taylor\books\James Taylor - James Taylor [PVG Book].pdf","2","James Taylor - James Taylor [pvg Book]; James Taylor [pvg Book]"
"James Taylor","James Taylor - That's Why I'm Here [PVG Book]","C:\Work\AWSMusic\SheetMusic\James Taylor\books\James Taylor - That's Why I'm Here [PVG Book].pdf","2","James Taylor - That's Why I'm Here [pvg Book]; That's Why I'm Here [pvg Book]"
"Jim Croce","Jim Croce - Acoustic Fingerstyle Video Guitar Lessons","C:\Work\AWSMusic\SheetMusic\Jim Croce\books\Jim Croce - Acoustic Fingerstyle Video Guitar Lessons.pdf","2","Acoustic Fingerstyle Video Guitar Lessons; Jim Croce - Acoustic Fingerstyle Video Guitar Lessons"
"John Denver","John Denver - Anthology [PVG]","C:\Work\AWSMusic\SheetMusic\John Denver\books\John Denver - Anthology [PVG].pdf","2","Anthology [pvg]; John Denver - Anthology [pvg]"
"John Denver","John Denver - Anthology","C:\Work\AWSMusic\SheetMusic\John Denver\books\John Denver - Anthology.pdf","2","Anthology; John Denver - Anthology"
"John Denver","John Denver - Best Of [Easy Piano]","C:\Work\AWSMusic\SheetMusic\John Denver\books\John Denver - Best Of [Easy Piano].pdf","2","Best Of [easy Piano]; John Denver - Best Of [easy Piano]"
"John Denver","John Denver - I Want To Live [PVG Book]","C:\Work\AWSMusic\SheetMusic\John Denver\books\John Denver - I Want To Live [PVG Book].pdf","2","I Want To Live [pvg Book]; John Denver - I Want To Live [pvg Book]"
"John Denver","John Denver - The Authentic Guitar Style Of.","C:\Work\AWSMusic\SheetMusic\John Denver\books\John Denver - The Authentic Guitar Style Of..pdf","2","John Denver - The Authentic Guitar Style Of; The Authentic Guitar Style Of"
"Journey","Journey - Complete Songbook","C:\Work\AWSMusic\SheetMusic\Journey\books\Journey - Complete Songbook.pdf","2","Complete Songbook; Journey - Complete Songbook"
"Journey","Journey - Complete","C:\Work\AWSMusic\SheetMusic\Journey\books\Journey - Complete.pdf","2","Complete; Journey - Complete"
"Journey","Journey - Greatest Hits (Book)","C:\Work\AWSMusic\SheetMusic\Journey\books\Journey - Greatest Hits (Book).pdf","2","Greatest Hits (book); Journey - Greatest Hits (book)"
"Katy Perry","Katy Perry - One Of The Boys [PVG Book]","C:\Work\AWSMusic\SheetMusic\Katy Perry\books\Katy Perry - One Of The Boys [PVG Book].pdf","2","Katy Perry - One Of The Boys [pvg Book]; One Of The Boys [pvg Book]"
"Kelly Clarkson","Kelly Clarkson - Breakaway (Book)","C:\Work\AWSMusic\SheetMusic\Kelly Clarkson\books\Kelly Clarkson - Breakaway (Book).pdf","2","Breakaway (book); Kelly Clarkson - Breakaway (book)"
"Kinks","Kinks - Great Songs of Kinks","C:\Work\AWSMusic\SheetMusic\Kinks\books\Kinks - Great Songs of Kinks.pdf","2","Great Songs Of Kinks; Kinks - Great Songs Of Kinks"
"Lynyrd Skynyrd","Lynyrd Skynyrd - The New Best Of [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Lynyrd Skynyrd\books\Lynyrd Skynyrd - The New Best Of [Guitar Tab].pdf","2","Lynyrd Skynyrd - The New Best Of [guitar Tab]; The New Best Of [guitar Tab]"
"MeatLoaf","MeatLoaf - Bat Out Of Hell","C:\Work\AWSMusic\SheetMusic\MeatLoaf\books\MeatLoaf - Bat Out Of Hell.pdf","2","Bat Out Of Hell; Meatloaf - Bat Out Of Hell"
"Michael Jackson","Michael Jackson - Great Songs Of [PVG]","C:\Work\AWSMusic\SheetMusic\Michael Jackson\books\Michael Jackson - Great Songs Of [PVG].pdf","2","Great Songs Of [pvg]; Michael Jackson - Great Songs Of [pvg]"
"Michael Jackson","Michael Jackson - Number Ones","C:\Work\AWSMusic\SheetMusic\Michael Jackson\books\Michael Jackson - Number Ones.pdf","2","Michael Jackson - Number Ones; Number Ones"
"Michael Jackson","Michael Jackson - The Great Songs Of","C:\Work\AWSMusic\SheetMusic\Michael Jackson\books\Michael Jackson - The Great Songs Of.pdf","2","Michael Jackson - The Great Songs Of; The Great Songs Of"
"Neil Diamond","Neil Diamond - The Essential Neil Diamond","C:\Work\AWSMusic\SheetMusic\Neil Diamond\books\Neil Diamond - The Essential Neil Diamond.pdf","2","Neil Diamond - The Essential Neil Diamond; The Essential Neil Diamond"
"Neil Young","Neil Young - After the Goldrush [PVG Book]","C:\Work\AWSMusic\SheetMusic\Neil Young\books\Neil Young - After the Goldrush [PVG Book].pdf","2","After The Goldrush [pvg Book]; Neil Young - After The Goldrush [pvg Book]"
"Neil Young","Neil Young - Greatest Hits [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Neil Young\books\Neil Young - Greatest Hits [Guitar Tab].pdf","2","Greatest Hits [guitar Tab]; Neil Young - Greatest Hits [guitar Tab]"
"Neil Young","Neil Young - The Best Of Neil Young [PVG Book]","C:\Work\AWSMusic\SheetMusic\Neil Young\books\Neil Young - The Best Of Neil Young [PVG Book].pdf","2","Neil Young - The Best Of Neil Young [pvg Book]; The Best Of Neil Young [pvg Book]"
"Paul McCartney","Paul McCartney - Chaos And Creation In The Backyard [PVG Book]","C:\Work\AWSMusic\SheetMusic\Paul McCartney\books\Paul McCartney - Chaos And Creation In The Backyard [PVG Book].pdf","2","Chaos And Creation In The Backyard [pvg Book]; Paul Mccartney - Chaos And Creation In The Backyard [pvg Book]"
"Paul McCartney","Paul McCartney - Flowers In The Dirt","C:\Work\AWSMusic\SheetMusic\Paul McCartney\books\Paul McCartney - Flowers In The Dirt.pdf","2","Flowers In The Dirt; Paul Mccartney - Flowers In The Dirt"
