Type,Needs_Rename,Artist,Old_Name,New_Name,Old_Path,New_Path,Status
PDF,YES,_Movie and TV,Disney Collection (Songs out of order),Disney Collection _Songs Out Of order_,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Disney Collection (Songs out of order).pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Disney Collection _Songs Out Of order_.pdf,MATCHED
FOLDER,YES,_movie And Tv,Disney Collection (songs Out Of Order),Disney Collection _songs Out Of Order_,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Disney Collection (songs Out Of Order),c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Disney Collection _songs Out Of Order_,MATCHED
PDF,YES,_Movie and TV,Kasha & Hirschorn - Pete's Dragon,Kasha And Hirschorn - Petes Dragon,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Kasha & Hirschorn - Pete's Dragon.pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Kasha And Hirschorn - Petes Dragon.pdf,MATCHED
FOLDER,YES,_movie And Tv,Kasha & Hirschorn - Pete's Dragon,Kasha And Hirschorn - Petes Dragon,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Kasha & Hirschorn - Pete's Dragon,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Kasha And Hirschorn - Petes Dragon,MATCHED
PDF,YES,_Movie and TV,Pirates of the Caribbean [Book 1 - The Curse of the Black Pearl],Pirates Of The Caribbean _Book 1 - The Curse Of The Black Pearl_,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Pirates of the Caribbean [Book 1 - The Curse of the Black Pearl].pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Pirates Of The Caribbean _Book 1 - The Curse Of The Black Pearl_.pdf,MATCHED
FOLDER,YES,_movie And Tv,Pirates Of The Caribbean [book 1 - The Curse Of The Black Pearl],Pirates Of The Caribbean _book 1 - The Curse Of The Black Pearl_,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Pirates Of The Caribbean [book 1 - The Curse Of The Black Pearl],c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Pirates Of The Caribbean _book 1 - The Curse Of The Black Pearl_,MATCHED
PDF,YES,_Movie and TV,Pirates of the Caribbean [Book 2 - Dead Man's Chest],Pirates Of The Caribbean _Book 2 - Dead Mans Chest_,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Pirates of the Caribbean [Book 2 - Dead Man's Chest].pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Pirates Of The Caribbean _Book 2 - Dead Mans Chest_.pdf,MATCHED
FOLDER,YES,_movie And Tv,Pirates Of The Caribbean [book 2 - Dead Man's Chest],Pirates Of The Caribbean _book 2 - Dead Mans Chest_,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Pirates Of The Caribbean [book 2 - Dead Man's Chest],c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Pirates Of The Caribbean _book 2 - Dead Mans Chest_,MATCHED
PDF,YES,_Movie and TV,Spirited Away (Disney) (2001),Spirited Away _Disney_ _2001_,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Spirited Away (Disney) (2001).pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Spirited Away _Disney_ _2001_.pdf,MATCHED
FOLDER,YES,_movie And Tv,Spirited Away (disney) (2001),Spirited Away _disney_ _2001_,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Spirited Away (disney) (2001),c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Spirited Away _disney_ _2001_,MATCHED
PDF,YES,_Movie and TV,The New Illustrated Treasury of Disney Songs,The New Illustrated Treasury Of Disney Songs,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\The New Illustrated Treasury of Disney Songs.pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\The New Illustrated Treasury Of Disney Songs.pdf,MATCHED
PDF,YES,_Movie and TV,The New Illustrated Treasury of Disney,The New Illustrated Treasury Of Disney,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\The New Illustrated Treasury of Disney.pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\The New Illustrated Treasury Of Disney.pdf,MATCHED
PDF,YES,_Movie and TV,John Williams - Star Wars Episode II - Attack Of The Clones (lite),John Williams - Star Wars Episode II - Attack Of The Clones _lite_,c:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\John Williams - Star Wars Episode II - Attack Of The Clones (lite).pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\John Williams - Star Wars Episode II - Attack Of The Clones _lite_.pdf,MATCHED
FOLDER,YES,_movie And Tv,John Williams - Star Wars Episode Ii - Attack Of The Clones (lite),John Williams - Star Wars Episode II - Attack Of The Clones _lite_,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\John Williams - Star Wars Episode Ii - Attack Of The Clones (lite),c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\John Williams - Star Wars Episode II - Attack Of The Clones _lite_,MATCHED
PDF,YES,_Movie and TV,John Williams - Star Wars Episode III - Revenge Of The Sith.(Incomplete Grab).,John Williams - Star Wars Episode III - Revenge Of The Sith_Incomplete Grab_,c:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\John Williams - Star Wars Episode III - Revenge Of The Sith.(Incomplete Grab)..pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\John Williams - Star Wars Episode III - Revenge Of The Sith_Incomplete Grab_.pdf,MATCHED
FOLDER,YES,_movie And Tv,John Williams - Star Wars Episode Iii - Revenge Of The Sith.(incomplete Grab),John Williams - Star Wars Episode III - Revenge Of The Sith_incomplete Grab_,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\John Williams - Star Wars Episode Iii - Revenge Of The Sith.(incomplete Grab),c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\John Williams - Star Wars Episode III - Revenge Of The Sith_incomplete Grab_,MATCHED
PDF,YES,_Movie and TV,Star Wars Suite (John Williams - full Score - Hal Leonard),Star Wars Suite _John Williams - Full Score - Hal Leonard_,c:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\Star Wars Suite (John Williams - full Score - Hal Leonard).pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\John Williams\Books\Star Wars Suite _John Williams - Full Score - Hal Leonard_.pdf,MATCHED
FOLDER,YES,_movie And Tv,Star Wars Suite (john Williams - Full Score - Hal Leonard),Star Wars Suite _john Williams - Full Score - Hal Leonard_,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Star Wars Suite (john Williams - Full Score - Hal Leonard),c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Star Wars Suite _john Williams - Full Score - Hal Leonard_,MATCHED
PDF,YES,_Movie and TV,The Wizard of Oz Script,The Wizard Of Oz Script,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\The Wizard of Oz Script.pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\The Wizard Of Oz Script.pdf,UNMATCHED_PDF
PDF,YES,_Movie and TV,Theme from rocky and otther big hits,Theme From Rocky And Otther Big Hits,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Theme from rocky and otther big hits.pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Theme From Rocky And Otther Big Hits.pdf,MATCHED
PDF,YES,_Movie and TV,Various Artists - 100 of the best movie songs ever,Various Artists - 100 Of The Best Movie Songs Ever,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - 100 of the best movie songs ever.pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - 100 Of The Best Movie Songs Ever.pdf,MATCHED
FOLDER,YES,_movie And Tv,Various Artists - Book Of Great Tv Hits,Various Artists - Book Of Great TV Hits,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Book Of Great Tv Hits,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Book Of Great TV Hits,MATCHED
PDF,YES,_Movie and TV,Various Artists - Box Office Themes Vol. 1,Various Artists - Box Office Themes Vol 1,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Box Office Themes Vol. 1.pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Box Office Themes Vol 1.pdf,MATCHED
FOLDER,YES,_movie And Tv,Various Artists - Box Office Themes Vol. 1,Various Artists - Box Office Themes Vol 1,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Box Office Themes Vol. 1,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Box Office Themes Vol 1,MATCHED
PDF,YES,_Movie and TV,Various Artists - Complete TV and Film,Various Artists - Complete TV And Film,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Complete TV and Film.pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Complete TV And Film.pdf,UNMATCHED_PDF
PDF,YES,_Movie and TV,Various Artists - Decades of Film '70s,Various Artists - Decades Of Film 70s,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Decades of Film '70s.pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Decades Of Film 70s.pdf,MATCHED
FOLDER,YES,_movie And Tv,Various Artists - Decades Of Film '70s,Various Artists - Decades Of Film 70s,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Decades Of Film '70s,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Decades Of Film 70s,MATCHED
PDF,YES,_Movie and TV,Various Artists - Decades of Film '80s,Various Artists - Decades Of Film 80s,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Decades of Film '80s.pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Decades Of Film 80s.pdf,MATCHED
FOLDER,YES,_movie And Tv,Various Artists - Decades Of Film '80s,Various Artists - Decades Of Film 80s,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Decades Of Film '80s,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Decades Of Film 80s,MATCHED
PDF,YES,_Movie and TV,Various Artists - Decades of Film '90s,Various Artists - Decades Of Film 90s,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Decades of Film '90s.pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Decades Of Film 90s.pdf,MATCHED
FOLDER,YES,_movie And Tv,Various Artists - Decades Of Film '90s,Various Artists - Decades Of Film 90s,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Decades Of Film '90s,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Decades Of Film 90s,MATCHED
PDF,YES,_Movie and TV,Various Artists - Eddie and  the Cruisers,Various Artists - Eddie And The Cruisers,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Eddie and  the Cruisers.pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Eddie And The Cruisers.pdf,MATCHED
PDF,YES,_Movie and TV,Various Artists - Film Music for Solo Piano (2),Various Artists - Film Music For Solo Piano _2_,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Film Music for Solo Piano (2).pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Film Music For Solo Piano _2_.pdf,MATCHED
FOLDER,YES,_movie And Tv,Various Artists - Film Music For Solo Piano (2),Various Artists - Film Music For Solo Piano _2_,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Film Music For Solo Piano (2),c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Film Music For Solo Piano _2_,MATCHED
PDF,YES,_Movie and TV,Various Artists - Frozen - Let It Go (Movie Version),Various Artists - Frozen - Let It Go _Movie Version_,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Frozen - Let It Go (Movie Version).pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Frozen - Let It Go _Movie Version_.pdf,MATCHED
FOLDER,YES,_movie And Tv,Various Artists - Frozen - Let It Go (movie Version),Various Artists - Frozen - Let It Go _movie Version_,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Frozen - Let It Go (movie Version),c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Frozen - Let It Go _movie Version_,MATCHED
PDF,YES,_Movie and TV,Various Artists - Love Songs from the Movies,Various Artists - Love Songs From The Movies,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Love Songs from the Movies.pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Love Songs From The Movies.pdf,MATCHED
PDF,YES,_Movie and TV,Various Artists - Movie Love Songs [Book],Various Artists - Movie Love Songs _Book_,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Movie Love Songs [Book].pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Movie Love Songs _Book_.pdf,MATCHED
FOLDER,YES,_movie And Tv,Various Artists - Movie Love Songs [book],Various Artists - Movie Love Songs _book_,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Movie Love Songs [book],c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Movie Love Songs _book_,MATCHED
PDF,YES,_Movie and TV,Various Artists - Pirates Of The Caribbean At World's End,Various Artists - Pirates Of The Caribbean At Worlds End,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Pirates Of The Caribbean At World's End.pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Pirates Of The Caribbean At Worlds End.pdf,MATCHED
FOLDER,YES,_movie And Tv,Various Artists - Pirates Of The Caribbean At World's End,Various Artists - Pirates Of The Caribbean At Worlds End,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Pirates Of The Caribbean At World's End,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Pirates Of The Caribbean At Worlds End,MATCHED
PDF,YES,_Movie and TV,Various Artists - Star Trek - Complete Theme Music (Piano Solo),Various Artists - Star Trek - Complete Theme Music _Piano Solo_,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Complete Theme Music (Piano Solo).pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Complete Theme Music _Piano Solo_.pdf,MATCHED
FOLDER,YES,_movie And Tv,Various Artists - Star Trek - Complete Theme Music (piano Solo),Various Artists - Star Trek - Complete Theme Music _piano Solo_,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - Complete Theme Music (piano Solo),c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek - Complete Theme Music _piano Solo_,MATCHED
PDF,YES,_Movie and TV,Various Artists - Star Trek - Star Trek  The Motion Picture,Various Artists - Star Trek - Star Trek The Motion Picture,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Star Trek  The Motion Picture.pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Star Trek The Motion Picture.pdf,MATCHED
PDF,YES,_Movie and TV,Various Artists - Star Trek - The Wrath of Khan,Various Artists - Star Trek - The Wrath Of Khan,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - The Wrath of Khan.pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - The Wrath Of Khan.pdf,MATCHED
PDF,YES,_Movie and TV,Various Artists - Star Trek - Them from Search for Spock,Various Artists - Star Trek - Them From Search For Spock,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Them from Search for Spock.pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek - Them From Search For Spock.pdf,MATCHED
PDF,YES,_Movie and TV,Various Artists - Star Trek (Piano Solo),Various Artists - Star Trek _Piano Solo_,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek (Piano Solo).pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Star Trek _Piano Solo_.pdf,MATCHED
FOLDER,YES,_movie And Tv,Various Artists - Star Trek (piano Solo),Various Artists - Star Trek _piano Solo_,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek (piano Solo),c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Star Trek _piano Solo_,MATCHED
FOLDER,YES,_movie And Tv,Various Artists - The Tv Fakebook,Various Artists - The TV Fakebook,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - The Tv Fakebook,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - The TV Fakebook,MATCHED
FOLDER,YES,_movie And Tv,Various Artists - Tv Detective - Themes For Solo Piano,Various Artists - TV Detective - Themes For Solo Piano,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Tv Detective - Themes For Solo Piano,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - TV Detective - Themes For Solo Piano,MATCHED
FOLDER,YES,_movie And Tv,Various Artists - Tv Fakebook 2nd Ed,Various Artists - TV Fakebook 2nd Ed,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Tv Fakebook 2nd Ed,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - TV Fakebook 2nd Ed,MATCHED
FOLDER,YES,_movie And Tv,Various Artists - Ultimate Tv Showstoppers,Various Artists - Ultimate TV Showstoppers,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Ultimate Tv Showstoppers,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Ultimate TV Showstoppers,MATCHED
PDF,YES,_Movie and TV,Various Artists - Wizard Of Oz [Book],Various Artists - Wizard Of Oz _Book_,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Wizard Of Oz [Book].pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Others\Books\Various Artists - Wizard Of Oz _Book_.pdf,MATCHED
FOLDER,YES,_movie And Tv,Various Artists - Wizard Of Oz [book],Various Artists - Wizard Of Oz _book_,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Wizard Of Oz [book],c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Various Artists - Wizard Of Oz _book_,MATCHED
PDF,YES,ACDC,ACDC - Anthology,Acdc - Anthology,c:\Work\AWSMusic\SheetMusic\ACDC\Books\ACDC - Anthology.pdf,c:\Work\AWSMusic\SheetMusic\ACDC\Books\Acdc - Anthology.pdf,MATCHED
PDF,YES,Adele,Adele - 19 [PVG Book],Adele - 19 _PVG Book_,c:\Work\AWSMusic\SheetMusic\Adele\Books\Adele - 19 [PVG Book].pdf,c:\Work\AWSMusic\SheetMusic\Adele\Books\Adele - 19 _PVG Book_.pdf,MATCHED
FOLDER,YES,Adele,19 [pvg Book],19 _pvg Book_,c:\Work\AWSMusic\ProcessedSongs\Adele\19 [pvg Book],c:\Work\AWSMusic\ProcessedSongs\Adele\19 _pvg Book_,MATCHED
PDF,YES,Aerosmith,Aerosmith - Greatest Hits (Songbook),Aerosmith - Greatest Hits _Songbook_,c:\Work\AWSMusic\SheetMusic\Aerosmith\Books\Aerosmith - Greatest Hits (Songbook).pdf,c:\Work\AWSMusic\SheetMusic\Aerosmith\Books\Aerosmith - Greatest Hits _Songbook_.pdf,MATCHED
FOLDER,YES,Aerosmith,Greatest Hits (songbook),Greatest Hits _songbook_,c:\Work\AWSMusic\ProcessedSongs\Aerosmith\Greatest Hits (songbook),c:\Work\AWSMusic\ProcessedSongs\Aerosmith\Greatest Hits _songbook_,MATCHED
PDF,YES,Allman Brothers,Allman Brothers - Allman Brothers Band [PVG],Allman Brothers - Allman Brothers Band _PVG_,c:\Work\AWSMusic\SheetMusic\Allman Brothers\Books\Allman Brothers - Allman Brothers Band [PVG].pdf,c:\Work\AWSMusic\SheetMusic\Allman Brothers\Books\Allman Brothers - Allman Brothers Band _PVG_.pdf,MATCHED
FOLDER,YES,Allman Brothers,Allman Brothers Band [pvg],Allman Brothers Band _pvg_,c:\Work\AWSMusic\ProcessedSongs\Allman Brothers\Allman Brothers Band [pvg],c:\Work\AWSMusic\ProcessedSongs\Allman Brothers\Allman Brothers Band _pvg_,MATCHED
PDF,YES,Allman Brothers,Allman Brothers - Band Best [Score],Allman Brothers - Band Best _Score_,c:\Work\AWSMusic\SheetMusic\Allman Brothers\Books\Allman Brothers - Band Best [Score].pdf,c:\Work\AWSMusic\SheetMusic\Allman Brothers\Books\Allman Brothers - Band Best _Score_.pdf,MATCHED
FOLDER,YES,Allman Brothers,Band Best [score],Band Best _score_,c:\Work\AWSMusic\ProcessedSongs\Allman Brothers\Band Best [score],c:\Work\AWSMusic\ProcessedSongs\Allman Brothers\Band Best _score_,MATCHED
PDF,YES,Allman Brothers,Allman Brothers - Best Of [PVG],Allman Brothers - Best Of _PVG_,c:\Work\AWSMusic\SheetMusic\Allman Brothers\Books\Allman Brothers - Best Of [PVG].pdf,c:\Work\AWSMusic\SheetMusic\Allman Brothers\Books\Allman Brothers - Best Of _PVG_.pdf,MATCHED
FOLDER,YES,Allman Brothers,Best Of [pvg],Best Of _pvg_,c:\Work\AWSMusic\ProcessedSongs\Allman Brothers\Best Of [pvg],c:\Work\AWSMusic\ProcessedSongs\Allman Brothers\Best Of _pvg_,MATCHED
PDF,YES,America,America - America [PVG Book],America - America _PVG Book_,c:\Work\AWSMusic\SheetMusic\America\Books\America - America [PVG Book].pdf,c:\Work\AWSMusic\SheetMusic\America\Books\America - America _PVG Book_.pdf,MATCHED
FOLDER,YES,America,America [pvg Book],America _pvg Book_,c:\Work\AWSMusic\ProcessedSongs\America\America [pvg Book],c:\Work\AWSMusic\ProcessedSongs\America\America _pvg Book_,MATCHED
PDF,YES,America,America - Greatest Hits [Book] ,America - Greatest Hits _Book_,c:\Work\AWSMusic\SheetMusic\America\Books\America - Greatest Hits [Book] .pdf,c:\Work\AWSMusic\SheetMusic\America\Books\America - Greatest Hits _Book_.pdf,MATCHED
FOLDER,YES,America,America - Greatest Hits [Book],America - Greatest Hits _Book_,c:\Work\AWSMusic\ProcessedSongs\America\America - Greatest Hits [Book],c:\Work\AWSMusic\ProcessedSongs\America\America - Greatest Hits _Book_,MATCHED
PDF,YES,Asia,Asia - Alpha [PVG Book],Asia - Alpha _PVG Book_,c:\Work\AWSMusic\SheetMusic\Asia\Books\Asia - Alpha [PVG Book].pdf,c:\Work\AWSMusic\SheetMusic\Asia\Books\Asia - Alpha _PVG Book_.pdf,MATCHED
FOLDER,YES,Asia,Alpha [pvg Book],Alpha _pvg Book_,c:\Work\AWSMusic\ProcessedSongs\Asia\Alpha [pvg Book],c:\Work\AWSMusic\ProcessedSongs\Asia\Alpha _pvg Book_,MATCHED
PDF,YES,Avril Lavigne,Avril Lavigne - The Best Damn Thing [PVG Book],Avril Lavigne - The Best Damn Thing _PVG Book_,c:\Work\AWSMusic\SheetMusic\Avril Lavigne\Books\Avril Lavigne - The Best Damn Thing [PVG Book].pdf,c:\Work\AWSMusic\SheetMusic\Avril Lavigne\Books\Avril Lavigne - The Best Damn Thing _PVG Book_.pdf,MATCHED
FOLDER,YES,Avril Lavigne,The Best Damn Thing [pvg Book],The Best Damn Thing _pvg Book_,c:\Work\AWSMusic\ProcessedSongs\Avril Lavigne\The Best Damn Thing [pvg Book],c:\Work\AWSMusic\ProcessedSongs\Avril Lavigne\The Best Damn Thing _pvg Book_,MATCHED
PDF,YES,Barry Manilow,Barry Manilow - Barry Manilow [PVG Book],Barry Manilow - Barry Manilow _PVG Book_,c:\Work\AWSMusic\SheetMusic\Barry Manilow\Books\Barry Manilow - Barry Manilow [PVG Book].pdf,c:\Work\AWSMusic\SheetMusic\Barry Manilow\Books\Barry Manilow - Barry Manilow _PVG Book_.pdf,MATCHED
FOLDER,YES,Barry Manilow,Barry Manilow [pvg Book],Barry Manilow _pvg Book_,c:\Work\AWSMusic\ProcessedSongs\Barry Manilow\Barry Manilow [pvg Book],c:\Work\AWSMusic\ProcessedSongs\Barry Manilow\Barry Manilow _pvg Book_,MATCHED
PDF,YES,Beatles,Beatles - 100 Hits for All Keyboards,Beatles - 100 Hits For All Keyboards,c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - 100 Hits for All Keyboards.pdf,c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - 100 Hits For All Keyboards.pdf,MATCHED
PDF,YES,Beatles,Beatles - Anthology 1 (113 pages),Beatles - Anthology 1 _113 pages_,c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Anthology 1 (113 pages).pdf,c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Anthology 1 _113 pages_.pdf,MATCHED
FOLDER,YES,Beatles,Anthology 1 (113 Pages),Anthology 1 _113 Pages_,c:\Work\AWSMusic\ProcessedSongs\Beatles\Anthology 1 (113 Pages),c:\Work\AWSMusic\ProcessedSongs\Beatles\Anthology 1 _113 Pages_,MATCHED
PDF,YES,Beatles,Beatles - Anthology 2 (page 01 - 40),Beatles - Anthology 2 page_01_-_40,c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Anthology 2 (page 01 - 40).pdf,c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Anthology 2 page_01_-_40.pdf,MATCHED
FOLDER,YES,Beatles,Anthology 2 (page 01 - 40),Anthology 2 page_01_-_40,c:\Work\AWSMusic\ProcessedSongs\Beatles\Anthology 2 (page 01 - 40),c:\Work\AWSMusic\ProcessedSongs\Beatles\Anthology 2 page_01_-_40,MATCHED
PDF,YES,Beatles,Beatles - Anthology 2 (page 41 -72),Beatles - Anthology 2 page_41_-72,c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Anthology 2 (page 41 -72).pdf,c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Anthology 2 page_41_-72.pdf,MATCHED
FOLDER,YES,Beatles,Anthology 2 (page 41 -72),Anthology 2 page_41_-72,c:\Work\AWSMusic\ProcessedSongs\Beatles\Anthology 2 (page 41 -72),c:\Work\AWSMusic\ProcessedSongs\Beatles\Anthology 2 page_41_-72,MATCHED
PDF,YES,Beatles,Beatles - Anthology 2 (page 73 -112),Beatles - Anthology 2 page_73_-112,c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Anthology 2 (page 73 -112).pdf,c:\Work\AWSMusic\SheetMusic\Beatles\Books\Beatles - Anthology 2 page_73_-112.pdf,MATCHED
FOLDER,YES,Beatles,Anthology 2 (page 73 -112),Anthology 2 page_73_-112,c:\Work\AWSMusic\ProcessedSongs\Beatles\Anthology 2 (page 73 -112),c:\Work\AWSMusic\ProcessedSongs\Beatles\Anthology 2 page_73_-112,MATCHED
