Type,Needs_Rename,Artist,Old_Name,New_Name,Old_Path,New_Path,Status
PDF,YES,_Broadway Shows,A Treasury of Gilbert & Sullivan Part 1,A Treasury Of Gilbert And Sullivan Part 1,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\A Treasury of Gilbert & Sullivan Part 1.pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\A Treasury Of Gilbert And Sullivan Part 1.pdf,MATCHED
FOLDER,YES,_broadway Shows,A Treasury Of Gilbert & Sullivan Part 1,A Treasury Of Gilbert And Sullivan Part 1,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\A Treasury Of Gilbert & Sullivan Part 1,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\A Treasury Of Gilbert And Sullivan Part 1,MATCHED
PDF,YES,_Broadway Shows,A Treasury of Gilbert & Sullivan Part 2,A Treasury Of Gilbert And Sullivan Part 2,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\A Treasury of Gilbert & Sullivan Part 2.pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\A Treasury Of Gilbert And Sullivan Part 2.pdf,MATCHED
FOLDER,YES,_broadway Shows,A Treasury Of Gilbert & Sullivan Part 2,A Treasury Of Gilbert And Sullivan Part 2,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\A Treasury Of Gilbert & Sullivan Part 2,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\A Treasury Of Gilbert And Sullivan Part 2,MATCHED
PDF,YES,_Broadway Shows,Lambert and Morrison - The Drowsy Chaperone (Version 1),Lambert And Morrison - The Drowsy Chaperone _Version 1_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Lambert and Morrison - The Drowsy Chaperone (Version 1).pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Lambert And Morrison - The Drowsy Chaperone _Version 1_.pdf,MATCHED
FOLDER,YES,_broadway Shows,Lambert And Morrison - The Drowsy Chaperone (version 1),Lambert And Morrison - The Drowsy Chaperone _version 1_,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Lambert And Morrison - The Drowsy Chaperone (version 1),c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Lambert And Morrison - The Drowsy Chaperone _version 1_,MATCHED
PDF,YES,_Broadway Shows,Lambert and Morrison - The Drowsy Chaperone (Version 2),Lambert And Morrison - The Drowsy Chaperone _Version 2_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Lambert and Morrison - The Drowsy Chaperone (Version 2).pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Lambert And Morrison - The Drowsy Chaperone _Version 2_.pdf,MATCHED
FOLDER,YES,_broadway Shows,Lambert And Morrison - The Drowsy Chaperone (version 2),Lambert And Morrison - The Drowsy Chaperone _version 2_,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Lambert And Morrison - The Drowsy Chaperone (version 2),c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Lambert And Morrison - The Drowsy Chaperone _version 2_,MATCHED
PDF,YES,_Broadway Shows,Lerner and Loewe - Camelot,Lerner And Loewe - Camelot,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Lerner and Loewe - Camelot.pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Lerner And Loewe - Camelot.pdf,MATCHED
PDF,YES,_Broadway Shows,Rogers and Hammerstein - South Pacific,Rogers And Hammerstein - South Pacific,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Rogers and Hammerstein - South Pacific.pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Rogers And Hammerstein - South Pacific.pdf,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Aladdin (book),Various Artists - Aladdin _book_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Aladdin (book).pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Aladdin _book_.pdf,MATCHED
FOLDER,YES,_broadway Shows,Various Artists - Aladdin (book),Various Artists - Aladdin _book_,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Aladdin (book),c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Aladdin _book_,MATCHED
PDF,YES,_Broadway Shows,"Various Artists - Beauty and the Beast (1994 MTI PC Score, complete)",Various Artists - Beauty And The Beast _1994 MTI PC Score complete_,"c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Beauty and the Beast (1994 MTI PC Score, complete).pdf",c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Beauty And The Beast _1994 MTI PC Score complete_.pdf,MATCHED
FOLDER,YES,_broadway Shows,"Various Artists - Beauty And The Beast (1994 Mti Pc Score, Complete)",Various Artists - Beauty And The Beast _1994 MTI PC Score Complete_,"c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Beauty And The Beast (1994 Mti Pc Score, Complete)",c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Beauty And The Beast _1994 MTI PC Score Complete_,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Beauty and the Beast [Score],Various Artists - Beauty And The Beast _Score_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Beauty and the Beast [Score].pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Beauty And The Beast _Score_.pdf,MATCHED
FOLDER,YES,_broadway Shows,Various Artists - Beauty And The Beast [score],Various Artists - Beauty And The Beast _score_,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Beauty And The Beast [score],c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Beauty And The Beast _score_,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Best in Broadway Deluxe Edition,Various Artists - Best In Broadway Deluxe Edition,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Best in Broadway Deluxe Edition.pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Best In Broadway Deluxe Edition.pdf,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Cabaret (1998 version),Various Artists - Cabaret _1998 version_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Cabaret (1998 version).pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Cabaret _1998 version_.pdf,MATCHED
FOLDER,YES,_broadway Shows,Various Artists - Cabaret (1998 Version),Various Artists - Cabaret _1998 Version_,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Cabaret (1998 Version),c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Cabaret _1998 Version_,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Cabaret (Original),Various Artists - Cabaret _Original_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Cabaret (Original).pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Cabaret _Original_.pdf,MATCHED
FOLDER,YES,_broadway Shows,Various Artists - Cabaret (original),Various Artists - Cabaret _original_,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Cabaret (original),c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Cabaret _original_,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Chicago (1975),Various Artists - Chicago _1975_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Chicago (1975).pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Chicago _1975_.pdf,MATCHED
FOLDER,YES,_broadway Shows,Various Artists - Chicago (1975),Various Artists - Chicago _1975_,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Chicago (1975),c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Chicago _1975_,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Dear Evan Hansen (PVG),Various Artists - Dear Evan Hansen _PVG_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Dear Evan Hansen (PVG).pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Dear Evan Hansen _PVG_.pdf,MATCHED
FOLDER,YES,_broadway Shows,Various Artists - Dear Evan Hansen (pvg),Various Artists - Dear Evan Hansen _pvg_,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Dear Evan Hansen (pvg),c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Dear Evan Hansen _pvg_,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Dirty Rotten Scoundrels (Piano-Vocal),Various Artists - Dirty Rotten Scoundrels _Piano-Vocal_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Dirty Rotten Scoundrels (Piano-Vocal).pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Dirty Rotten Scoundrels _Piano-Vocal_.pdf,MATCHED
FOLDER,YES,_broadway Shows,Various Artists - Dirty Rotten Scoundrels (piano-vocal),Various Artists - Dirty Rotten Scoundrels _piano-vocal_,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Dirty Rotten Scoundrels (piano-vocal),c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Dirty Rotten Scoundrels _piano-vocal_,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Evita  [Conductor Score],Various Artists - Evita _Conductor Score_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Evita  [Conductor Score].pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Evita _Conductor Score_.pdf,MATCHED
FOLDER,YES,_broadway Shows,Various Artists - Evita [conductor Score],Various Artists - Evita _conductor Score_,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Evita [conductor Score],c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Evita _conductor Score_,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Evita [Score],Various Artists - Evita _Score_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Evita [Score].pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Evita _Score_.pdf,MATCHED
FOLDER,YES,_broadway Shows,Various Artists - Evita [score],Various Artists - Evita _score_,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Evita [score],c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Evita _score_,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Footloose [Score],Various Artists - Footloose _Score_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Footloose [Score].pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Footloose _Score_.pdf,MATCHED
FOLDER,YES,_broadway Shows,Various Artists - Footloose [score],Various Artists - Footloose _score_,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Footloose [score],c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Footloose _score_,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Grease [1994 Score],Various Artists - Grease _1994 Score_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Grease [1994 Score].pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Grease _1994 Score_.pdf,MATCHED
FOLDER,YES,_broadway Shows,Various Artists - Grease [1994 Score],Various Artists - Grease _1994 Score_,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Grease [1994 Score],c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Grease _1994 Score_,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Grease [2003 Score],Various Artists - Grease _2003 Score_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Grease [2003 Score].pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Grease _2003 Score_.pdf,MATCHED
FOLDER,YES,_broadway Shows,Various Artists - Grease [2003 Score],Various Artists - Grease _2003 Score_,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Grease [2003 Score],c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Grease _2003 Score_,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Hair (rev 1995) - Piano Conductor Score,Various Artists - Hair _rev 1995_ - Piano Conductor Score,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Hair (rev 1995) - Piano Conductor Score.pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Hair _rev 1995_ - Piano Conductor Score.pdf,MATCHED
FOLDER,YES,_broadway Shows,Various Artists - Hair (rev 1995) - Piano Conductor Score,Various Artists - Hair _rev 1995_ - Piano Conductor Score,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Hair (rev 1995) - Piano Conductor Score,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Hair _rev 1995_ - Piano Conductor Score,MATCHED
PDF,YES,_Broadway Shows,Various Artists - High School Musical [score],Various Artists - High School Musical _score_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - High School Musical [score].pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - High School Musical _score_.pdf,UNMATCHED_PDF
PDF,YES,_Broadway Shows,Various Artists - High School Musical 1 [Libretto],Various Artists - High School Musical 1 _Libretto_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - High School Musical 1 [Libretto].pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - High School Musical 1 _Libretto_.pdf,MATCHED
FOLDER,YES,_broadway Shows,Various Artists - High School Musical [score],Various Artists - High School Musical _score_,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - High School Musical [score],c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - High School Musical _score_,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Legally Blonde - score,Various Artists - Legally Blonde - Score,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Legally Blonde - score.pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Legally Blonde - Score.pdf,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Les Miserables - Piano-Conductor (complete),Various Artists - Les Miserables - Piano-conductor _complete_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Les Miserables - Piano-Conductor (complete).pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Les Miserables - Piano-conductor _complete_.pdf,MATCHED
FOLDER,YES,_broadway Shows,Various Artists - Les Miserables - Piano-conductor (complete),Various Artists - Les Miserables - Piano-conductor _complete_,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Les Miserables - Piano-conductor (complete),c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Les Miserables - Piano-conductor _complete_,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Les Miserables - Piano-Conductor,Various Artists - Les Miserables - Piano-conductor,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Les Miserables - Piano-Conductor.pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Les Miserables - Piano-conductor.pdf,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Lion King [Score],Various Artists - Lion King _Score_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Lion King [Score].pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Lion King _Score_.pdf,MATCHED
FOLDER,YES,_broadway Shows,Various Artists - Lion King [score],Various Artists - Lion King _score_,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Lion King [score],c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Lion King _score_,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Little Mermaid Workshop score,Various Artists - Little Mermaid Workshop Score,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Little Mermaid Workshop score.PDF,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Little Mermaid Workshop Score.pdf,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Little Shop Of Horrors (Broadway),Various Artists - Little Shop Of Horrors _Broadway_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Little Shop Of Horrors (Broadway).pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Little Shop Of Horrors _Broadway_.pdf,UNMATCHED_PDF
PDF,YES,_Broadway Shows,Various Artists - Little Shop of Horrors (original),Various Artists - Little Shop Of Horrors _original_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Little Shop of Horrors (original).pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Little Shop Of Horrors _original_.pdf,MATCHED
FOLDER,YES,_broadway Shows,Various Artists - Little Shop Of Horrors (original),Various Artists - Little Shop Of Horrors _original_,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Little Shop Of Horrors (original),c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Little Shop Of Horrors _original_,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Little Shop of Horrors Script,Various Artists - Little Shop Of Horrors Script,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Little Shop of Horrors Script.pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Little Shop Of Horrors Script.pdf,UNMATCHED_PDF
PDF,YES,_Broadway Shows,Various Artists - Phantom of Opera [SATB],Various Artists - Phantom Of Opera _SATB_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Phantom of Opera [SATB].pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Phantom Of Opera _SATB_.pdf,MATCHED
FOLDER,YES,_broadway Shows,Various Artists - Phantom Of Opera [satb],Various Artists - Phantom Of Opera _satb_,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Phantom Of Opera [satb],c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Phantom Of Opera _satb_,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Phantom of the Opera [Score],Various Artists - Phantom Of The Opera _Score_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Phantom of the Opera [Score].pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Phantom Of The Opera _Score_.pdf,MATCHED
FOLDER,YES,_broadway Shows,Various Artists - Phantom Of The Opera [score],Various Artists - Phantom Of The Opera _score_,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Phantom Of The Opera [score],c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Phantom Of The Opera _score_,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Phantom of the Opera,Various Artists - Phantom Of The Opera,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Phantom of the Opera.pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Phantom Of The Opera.pdf,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Rent [Score],Various Artists - Rent _Score_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Rent [Score].pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Rent _Score_.pdf,MATCHED
FOLDER,YES,_broadway Shows,Various Artists - Rent [score],Various Artists - Rent _score_,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Rent [score],c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Rent _score_,MATCHED
FOLDER,YES,_broadway Shows,Various Artists - Seussical - Tya,Various Artists - Seussical - TYA,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Seussical - Tya,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Seussical - TYA,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Seussical [Piano-Conductor],Various Artists - Seussical _Piano-Conductor_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Seussical [Piano-Conductor].pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Seussical _Piano-Conductor_.pdf,MATCHED
FOLDER,YES,_broadway Shows,Various Artists - Seussical [piano-conductor],Various Artists - Seussical _piano-conductor_,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Seussical [piano-conductor],c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Seussical _piano-conductor_,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Seussical [PV Score],Various Artists - Seussical _PV Score_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Seussical [PV Score].pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Seussical _PV Score_.pdf,MATCHED
FOLDER,YES,_broadway Shows,Various Artists - Seussical [pv Score],Various Artists - Seussical _pv Score_,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Seussical [pv Score],c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Seussical _pv Score_,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Sound of Music (Vocal Selections),Various Artists - Sound Of Music _Vocal Selections_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Sound of Music (Vocal Selections).pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Sound Of Music _Vocal Selections_.pdf,MATCHED
FOLDER,YES,_broadway Shows,Various Artists - Sound Of Music (vocal Selections),Various Artists - Sound Of Music _vocal Selections_,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Sound Of Music (vocal Selections),c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Sound Of Music _vocal Selections_,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Sound of Music,Various Artists - Sound Of Music,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Sound of Music.pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Sound Of Music.pdf,MATCHED
PDF,YES,_Broadway Shows,Various Artists - The Ultimate BROADWAY fakebook,Various Artists - The Ultimate Broadway Fakebook,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - The Ultimate BROADWAY fakebook.pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - The Ultimate Broadway Fakebook.pdf,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Wicked [PVG],Various Artists - Wicked _PVG_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Wicked [PVG].pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Wicked _PVG_.pdf,MATCHED
FOLDER,YES,_broadway Shows,Various Artists - Wicked [pvg],Various Artists - Wicked _pvg_,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Wicked [pvg],c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Wicked _pvg_,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Wicked [Score],Various Artists - Wicked _Score_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Wicked [Score].pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Wicked _Score_.pdf,MATCHED
FOLDER,YES,_broadway Shows,Various Artists - Wicked [score],Various Artists - Wicked _score_,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Wicked [score],c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Wicked _score_,MATCHED
PDF,YES,_Broadway Shows,Various Artists - Wizard Of Oz (RSC Piano-Conductor),Various Artists - Wizard Of Oz _RSC Piano-Conductor_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Wizard Of Oz (RSC Piano-Conductor).pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Wizard Of Oz _RSC Piano-Conductor_.pdf,MATCHED
FOLDER,YES,_broadway Shows,Various Artists - Wizard Of Oz (rsc Piano-conductor),Various Artists - Wizard Of Oz _rsc Piano-conductor_,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Wizard Of Oz (rsc Piano-conductor),c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Wizard Of Oz _rsc Piano-conductor_,MATCHED
PDF,YES,_Broadway Shows,Various Artists - You're A Good Man Charlie Brown (Score),Various Artists - Youre A Good Man Charlie Brown _Score_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - You're A Good Man Charlie Brown (Score).pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Youre A Good Man Charlie Brown _Score_.pdf,UNMATCHED_PDF
PDF,YES,_Broadway Shows,Various Artists - You're A Good Man Charlie Brown [revival] [score],Various Artists - Youre A Good Man Charlie Brown _revival_ _score_,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - You're A Good Man Charlie Brown [revival] [score].pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Books\Various Artists - Youre A Good Man Charlie Brown _revival_ _score_.pdf,MATCHED
FOLDER,YES,_broadway Shows,Various Artists - You're A Good Man Charlie Brown [revival] [score],Various Artists - Youre A Good Man Charlie Brown _revival_ _score_,c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - You're A Good Man Charlie Brown [revival] [score],c:\Work\AWSMusic\ProcessedSongs\_broadway Shows\Various Artists - Youre A Good Man Charlie Brown _revival_ _score_,MATCHED
PDF,YES,_Broadway Shows,Steven Sondheim - All Sondheim Volume 2 BOOK,Steven Sondheim - All Sondheim Volume 2 Book,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Steven Sondheim\Books\Steven Sondheim - All Sondheim Volume 2 BOOK.pdf,c:\Work\AWSMusic\SheetMusic\_Broadway Shows\Steven Sondheim\Books\Steven Sondheim - All Sondheim Volume 2 Book.pdf,MATCHED
PDF,YES,_Movie and TV,Beauty and the Beast [PVG],Beauty And The Beast _PVG_,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Beauty and the Beast [PVG].pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Beauty And The Beast _PVG_.pdf,MATCHED
FOLDER,YES,_movie And Tv,Beauty And The Beast [pvg],Beauty And The Beast _pvg_,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Beauty And The Beast [pvg],c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Beauty And The Beast _pvg_,MATCHED
PDF,YES,_Movie and TV,Brother Bear (Disney),Brother Bear _Disney_,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Brother Bear (Disney).pdf,c:\Work\AWSMusic\SheetMusic\_Movie and TV\Disney\Books\Brother Bear _Disney_.pdf,MATCHED
FOLDER,YES,_movie And Tv,Brother Bear (disney),Brother Bear _disney_,c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Brother Bear (disney),c:\Work\AWSMusic\ProcessedSongs\_movie And Tv\Brother Bear _disney_,MATCHED
