"Artist","BookName","SourcePath","HasProcessed","ProcessedFolder","SongCount"
"Pink Floyd","Pink Floyd - Wish You Were Here","C:\Work\AWSMusic\SheetMusic\Pink Floyd\books\Pink Floyd - Wish You Were Here.pdf","True","Wish You Were Here","11"
"Police","Police - The Great Songs of The Police","C:\Work\AWSMusic\SheetMusic\Police\books\Police - The Great Songs of The Police.pdf","True","The Great Songs Of The Police","12"
"Pretenders","Pretenders - Best of Pretenders","C:\Work\AWSMusic\SheetMusic\Pretenders\books\Pretenders - Best of Pretenders.pdf","True","Best Of Pretenders","16"
"Prince","Prince - Purple Rain [Score]","C:\Work\AWSMusic\SheetMusic\Prince\books\Prince - Purple Rain [Score].pdf","True","Purple Rain [score]","0"
"Queen","Queen - Deluxe Anthology [PVG]","C:\Work\AWSMusic\SheetMusic\Queen\books\Queen - Deluxe Anthology [PVG].pdf","True","Deluxe Anthology [pvg]","0"
"Queen","Queen - Greatest Hits 1 [Score]","C:\Work\AWSMusic\SheetMusic\Queen\books\Queen - Greatest Hits 1 [Score].pdf","True","Greatest Hits 1 [score]","0"
"Queen","Queen - Greatest Hits II [PVG]","C:\Work\AWSMusic\SheetMusic\Queen\books\Queen - Greatest Hits II [PVG].pdf","True","Greatest Hits Ii [pvg]","0"
"Queen","Queen - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Queen\books\Queen - Greatest Hits.pdf","True","Greatest Hits","1"
"Queen","Queen - Hit Songs","C:\Work\AWSMusic\SheetMusic\Queen\books\Queen - Hit Songs.pdf","True","Hit Songs","22"
"Randy Newman","Randy Newman - Collection","C:\Work\AWSMusic\SheetMusic\Randy Newman\books\Randy Newman - Collection.pdf","True","Collection","1"
"REO Speedwagon","REO Speedwagon - Good Trouble","C:\Work\AWSMusic\SheetMusic\REO Speedwagon\books\REO Speedwagon - Good Trouble.pdf","True","Good Trouble","1"
"REO Speedwagon","REO Speedwagon - Hi Infidelity","C:\Work\AWSMusic\SheetMusic\REO Speedwagon\books\REO Speedwagon - Hi Infidelity.pdf","True","Hi Infidelity","1"
"REO Speedwagon","REO Speedwagon - Life As We Know It","C:\Work\AWSMusic\SheetMusic\REO Speedwagon\books\REO Speedwagon - Life As We Know It.pdf","False","","0"
"REO Speedwagon","REO Speedwagon - The Hits","C:\Work\AWSMusic\SheetMusic\REO Speedwagon\books\REO Speedwagon - The Hits.pdf","True","The Hits","12"
"Robbie Robertson","Robbie Robertson - Songbook [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Robbie Robertson\books\Robbie Robertson - Songbook [Guitar Tab].pdf","False","","0"
"Rod Stewart","Rod Stewart - The Great American Songbook","C:\Work\AWSMusic\SheetMusic\Rod Stewart\books\Rod Stewart - The Great American Songbook.pdf","True","The Great American Songbook","16"
"Rolling Stones","Rolling Stones - Best Of Rolling Stones 1963-1973 Piano Songbook","C:\Work\AWSMusic\SheetMusic\Rolling Stones\books\Rolling Stones - Best Of Rolling Stones 1963-1973 Piano Songbook.pdf","True","Best Of Rolling Stones 1963-1973 Piano Songbook","20"
"Rolling Stones","Rolling Stones - Let It Bleed [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Rolling Stones\books\Rolling Stones - Let It Bleed [Guitar Tab].pdf","True","Let It Bleed [guitar Tab]","0"
"Rolling Stones","Rolling Stones - Sticky Fingers [Score]","C:\Work\AWSMusic\SheetMusic\Rolling Stones\books\Rolling Stones - Sticky Fingers [Score].pdf","True","Sticky Fingers [score]","0"
"Roy Orbison","Roy Orbison - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Roy Orbison\books\Roy Orbison - Greatest Hits.pdf","True","Greatest Hits","19"
"Santana","Santana - Off The Record","C:\Work\AWSMusic\SheetMusic\Santana\books\Santana - Off The Record.pdf","True","Off The Record","8"
"Scott Joplin","Scott Joplin - The Best Of","C:\Work\AWSMusic\SheetMusic\Scott Joplin\books\Scott Joplin - The Best Of.pdf","True","The Best Of","17"
"Shania Twain","Shania Twain - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Shania Twain\books\Shania Twain - Greatest Hits.pdf","True","Greatest Hits","21"
"Shania Twain","Shania Twain - Up! [PVG Book]","C:\Work\AWSMusic\SheetMusic\Shania Twain\books\Shania Twain - Up! [PVG Book].pdf","True","Up! [pvg Book]","0"
"Sheryl Crow","Sheryl Crow - Tuesday Night Music Club [PVG Book]","C:\Work\AWSMusic\SheetMusic\Sheryl Crow\books\Sheryl Crow - Tuesday Night Music Club [PVG Book].pdf","True","Tuesday Night Music Club [pvg Book]","0"
"Sheryl Crow","Sheryl Crow - Very Best","C:\Work\AWSMusic\SheetMusic\Sheryl Crow\books\Sheryl Crow - Very Best.pdf","True","Very Best","17"
"Spice Girls","Spice Girls - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Spice Girls\books\Spice Girls - Greatest Hits.pdf","True","Greatest Hits","11"
"Steely Dan","Steely Dan - The Best","C:\Work\AWSMusic\SheetMusic\Steely Dan\books\Steely Dan - The Best.pdf","False","","0"
"Steve Miller Band","Steve Miller Band - 13 Biggest Hits","C:\Work\AWSMusic\SheetMusic\Steve Miller Band\books\Steve Miller Band - 13 Biggest Hits.pdf","True","13 Biggest Hits","13"
"Steve Miller Band","Steve Miller Band - Rock Best Hits [Jap Score]","C:\Work\AWSMusic\SheetMusic\Steve Miller Band\books\Steve Miller Band - Rock Best Hits [Jap Score].pdf","True","Rock Best Hits [jap Score]","0"
"Steve Winwood","Steve Winwood - Arc Of A Diver [PVG Book]","C:\Work\AWSMusic\SheetMusic\Steve Winwood\books\Steve Winwood - Arc Of A Diver [PVG Book].pdf","True","Arc Of A Diver [pvg Book]","0"
"Steve Winwood","Steve Winwood - The Great Songs Of","C:\Work\AWSMusic\SheetMusic\Steve Winwood\books\Steve Winwood - The Great Songs Of.pdf","True","The Great Songs Of","8"
"Supertramp","Supertramp - Anthology","C:\Work\AWSMusic\SheetMusic\Supertramp\books\Supertramp - Anthology.pdf","True","Anthology","2"
"Supertramp","Supertramp - Breakfast in America [PVG Book]","C:\Work\AWSMusic\SheetMusic\Supertramp\books\Supertramp - Breakfast in America [PVG Book].pdf","True","Breakfast In America [pvg Book]","0"
"Supertramp","Supertramp - Crime of the Century [Book]","C:\Work\AWSMusic\SheetMusic\Supertramp\books\Supertramp - Crime of the Century [Book].pdf","True","Crime Of The Century [book]","0"
"Survivor","Survivor - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Survivor\books\Survivor - Greatest Hits.pdf","True","Greatest Hits","10"
"Taylor Swift","Taylor Swift  - Best Of [Easy Piano]","C:\Work\AWSMusic\SheetMusic\Taylor Swift\books\Taylor Swift  - Best Of [Easy Piano].pdf","False","","0"
"Taylor Swift","Taylor Swift - Fearless [PVG Book]","C:\Work\AWSMusic\SheetMusic\Taylor Swift\books\Taylor Swift - Fearless [PVG Book].pdf","True","Fearless [pvg Book]","0"
"Taylor Swift","Taylor Swift - Speak Now [PVG Book]","C:\Work\AWSMusic\SheetMusic\Taylor Swift\books\Taylor Swift - Speak Now [PVG Book].pdf","True","Speak Now [pvg Book]","0"
"Taylor Swift","Taylor Swift - Taylor Swift [Guitar Compilation]","C:\Work\AWSMusic\SheetMusic\Taylor Swift\books\Taylor Swift - Taylor Swift [Guitar Compilation].pdf","True","Taylor Swift [guitar Compilation]","0"
"Taylor Swift","Taylor Swift - Taylor Swift","C:\Work\AWSMusic\SheetMusic\Taylor Swift\books\Taylor Swift - Taylor Swift.pdf","True","Taylor Swift","11"
"The Band","Band - Northern Lights Southern Cross [PVG]","C:\Work\AWSMusic\SheetMusic\The Band\books\Band - Northern Lights Southern Cross [PVG].pdf","True","Band - Northern Lights Southern Cross [pvg]","0"
"The Band","Band - Stage Fright [PVG]","C:\Work\AWSMusic\SheetMusic\The Band\books\Band - Stage Fright [PVG].pdf","True","Band - Stage Fright [pvg]","0"
"The Band","The Band - Rock Of Ages [PVG Book]","C:\Work\AWSMusic\SheetMusic\The Band\books\The Band - Rock Of Ages [PVG Book].pdf","True","Rock Of Ages [pvg Book]","0"
"The Band","The Band - The Band  and Music From Big Pink","C:\Work\AWSMusic\SheetMusic\The Band\books\The Band - The Band  and Music From Big Pink.pdf","True","The Band And Music From Big Pink","21"
"Tom Lehrer","Tom Lehrer - Book Covers","C:\Work\AWSMusic\SheetMusic\Tom Lehrer\books\Tom Lehrer - Book Covers.pdf","False","","0"
"Tom Lehrer","Tom Lehrer - Too Many Songs [PVC Book]","C:\Work\AWSMusic\SheetMusic\Tom Lehrer\books\Tom Lehrer - Too Many Songs [PVC Book].pdf","False","","0"
"Tom Waits","Tom Waits - Anthology","C:\Work\AWSMusic\SheetMusic\Tom Waits\books\Tom Waits - Anthology.pdf","True","Anthology","29"
"Tom Waits","Tom Waits - Tom Waits Anthology","C:\Work\AWSMusic\SheetMusic\Tom Waits\books\Tom Waits - Tom Waits Anthology.pdf","False","","0"
"Tori Amos","Tori Amos - [Book] Anthology","C:\Work\AWSMusic\SheetMusic\Tori Amos\books\Tori Amos - [Book] Anthology.pdf","True","[book] Anthology","0"
"Toto","Toto - Best of","C:\Work\AWSMusic\SheetMusic\Toto\books\Toto - Best of.pdf","True","Best Of","5"
"Toto","Toto - Collection","C:\Work\AWSMusic\SheetMusic\Toto\books\Toto - Collection.pdf","True","Collection","13"
"Toto","Toto - Past To Present [Book]","C:\Work\AWSMusic\SheetMusic\Toto\books\Toto - Past To Present [Book].pdf","True","Past To Present [book]","0"
"Traveling Wilburys","Traveling Wilburys - Volume 1","C:\Work\AWSMusic\SheetMusic\Traveling Wilburys\books\Traveling Wilburys - Volume 1.pdf","True","Volume 1","1"
"Van Morrison","Van Morrison - Anthology (2)","C:\Work\AWSMusic\SheetMusic\Van Morrison\books\Van Morrison - Anthology (2).pdf","True","Anthology (2)","21"
"Van Morrison","Van Morrison - Anthology","C:\Work\AWSMusic\SheetMusic\Van Morrison\books\Van Morrison - Anthology.pdf","True","Anthology","25"
"Van Morrison","Van Morrison - Back On Top [Book]","C:\Work\AWSMusic\SheetMusic\Van Morrison\books\Van Morrison - Back On Top [Book].pdf","True","Back On Top [book]","0"
"Van Morrison","Van Morrison - Days Like These (Book)","C:\Work\AWSMusic\SheetMusic\Van Morrison\books\Van Morrison - Days Like These (Book).pdf","True","Days Like These (book)","2"
"Various Artists","Various Artists - 100 Songs For Kids - (Easy Guitar Songbook)","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - 100 Songs For Kids - (Easy Guitar Songbook).pdf","True","100 Songs For Kids - (easy Guitar Songbook)","98"
"Various Artists","Various Artists - 50 Platinum Country Hits","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - 50 Platinum Country Hits.pdf","True","50 Platinum Country Hits","50"
"Various Artists","Various Artists - 50's and 60's","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - 50's and 60's.pdf","True","50's And 60's","1"
"Various Artists","Various Artists - 557 Standards (Sheet Music - Piano)(2)","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - 557 Standards (Sheet Music - Piano)(2).pdf","True","557 Standards (sheet Music - Piano)(2)","345"
"Various Artists","Various Artists - 62 Stars 62 Hits [60's Compilation]","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - 62 Stars 62 Hits [60's Compilation].pdf","True","62 Stars 62 Hits [60's Compilation]","0"
"Various Artists","Various Artists - 70's Collection -   (57pp)","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - 70's Collection -   (57pp).pdf","True","70's Collection - (57pp)","1"
"Various Artists","Various Artists - 70's Hits [Easy Piano]","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - 70's Hits [Easy Piano].pdf","True","70's Hits [easy Piano]","0"
"Various Artists","Various Artists - Adult Contemporary Hits Of The Nineties","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Adult Contemporary Hits Of The Nineties.pdf","True","Adult Contemporary Hits Of The Nineties","30"
"Various Artists","Various Artists - All Time Best Collection Vol 3","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - All Time Best Collection Vol 3.pdf","True","All Time Best Collection Vol 3","18"
"Various Artists","Various Artists - Best in Country Sheet Music","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Best in Country Sheet Music.pdf","True","Best In Country Sheet Music","26"
"Various Artists","Various Artists - Best Of 80s Rock [PVG]","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Best Of 80s Rock [PVG].pdf","True","Best Of 80s Rock [pvg]","0"
"Various Artists","Various Artists - Best Of The 70s & 80s [Solo Piano]","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Best Of The 70s & 80s [Solo Piano].pdf","True","Best Of The 70s & 80s [solo Piano]","0"
"Various Artists","Various Artists - Best Rock Songs 2000-2005","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Best Rock Songs 2000-2005.pdf","True","Best Rock Songs 2000-2005","18"
"Various Artists","Various Artists - Biggest Pop Hits 1996-1997","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Biggest Pop Hits 1996-1997.pdf","True","Biggest Pop Hits 1996-1997","26"
"Various Artists","Various Artists - Chart Hits 01-02","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Chart Hits 01-02.pdf","True","Chart Hits 01-02","1"
"Various Artists","Various Artists - Chart Hits 04-05","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Chart Hits 04-05.pdf","True","Chart Hits 04-05","19"
"Various Artists","Various Artists - Chart Hits 98-99","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Chart Hits 98-99.pdf","True","Chart Hits 98-99","26"
"Various Artists","Various Artists - Classic Rock - 73 songs","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Classic Rock - 73 songs.pdf","True","Classic Rock - 73 Songs","73"
"Various Artists","Various Artists - Collection Of Country Music","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Collection Of Country Music.pdf","True","Collection Of Country Music","72"
"Various Artists","Various Artists - Complete Piano Player Easy Blues (22 songs)","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Complete Piano Player Easy Blues (22 songs).pdf","True","Complete Piano Player Easy Blues (22 Songs)","21"
"Various Artists","Various Artists - Country Classics [PVG]","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Country Classics [PVG].pdf","True","Country Classics [pvg]","0"
"Various Artists","Various Artists - Even More Songs Of The Eighties [PVG]","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Even More Songs Of The Eighties [PVG].pdf","True","Even More Songs Of The Eighties [pvg]","0"
"Various Artists","Various Artists - Golden Era of Rock and Roll (grab it!)","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Golden Era of Rock and Roll (grab it!).pdf","True","Golden Era Of Rock And Roll (grab It!)","99"
"Various Artists","Various Artists - Great Bands Of The 60s [PVG Book]","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Great Bands Of The 60s [PVG Book].pdf","True","Great Bands Of The 60s [pvg Book]","0"
"Various Artists","Various Artists - Great Bands Of The 70s [PVG Book]","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Great Bands Of The 70s [PVG Book].pdf","True","Great Bands Of The 70s [pvg Book]","0"
"Various Artists","Various Artists - Great Big Book of Children's Songs","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Great Big Book of Children's Songs.pdf","True","Great Big Book Of Children's Songs","73"
"Various Artists","Various Artists - Great Country Collection","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Great Country Collection.pdf","True","Great Country Collection","14"
"Various Artists","Various Artists - Great Songs Of The 70s [Guitar Tab]","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Great Songs Of The 70s [Guitar Tab].pdf","True","Great Songs Of The 70s [guitar Tab]","0"
"Various Artists","Various Artists - Greatest Hits Of 2004-2005","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Greatest Hits Of 2004-2005.pdf","True","Greatest Hits Of 2004-2005","59"
"Various Artists","Various Artists - Greatest Love Songs Of 80s","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Greatest Love Songs Of 80s.pdf","True","Greatest Love Songs Of 80s","25"
"Various Artists","Various Artists - Greatest Love Songs Of The 60s","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Greatest Love Songs Of The 60s.pdf","True","Greatest Love Songs Of The 60s","25"
"Various Artists","Various Artists - Greatest Love Songs Of The 70s","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Greatest Love Songs Of The 70s.pdf","True","Greatest Love Songs Of The 70s","26"
"Various Artists","Various Artists - Greatest Love Songs Of The 80s","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Greatest Love Songs Of The 80s.pdf","True","Greatest Love Songs Of The 80s","25"
"Various Artists","Various Artists - Heavy Metal Vol. III","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Heavy Metal Vol. III.pdf","True","Heavy Metal Vol. Iii","13"
"Various Artists","Various Artists - Heavy Rock Hits Of The 80s [PVG]","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Heavy Rock Hits Of The 80s [PVG].pdf","True","Heavy Rock Hits Of The 80s [pvg]","0"
"Various Artists","Various Artists - History Of Rock - Late 80s","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - History Of Rock - Late 80s.pdf","True","History Of Rock - Late 80s","43"
"Various Artists","Various Artists - More Songs Of The Eighties [PVG]","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - More Songs Of The Eighties [PVG].pdf","True","More Songs Of The Eighties [pvg]","0"
"Various Artists","Various Artists - Music For The Millenium - The Seventies","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Music For The Millenium - The Seventies.pdf","True","Music For The Millenium - The Seventies","17"
"Various Artists","Various Artists - Music For The Millennium The Seventies","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Music For The Millennium The Seventies.pdf","True","Music For The Millennium The Seventies","17"
"Various Artists","Various Artists - Oldies But Goodies","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Oldies But Goodies.pdf","True","Oldies But Goodies","40"
"Various Artists","Various Artists - Popular Piano Solos","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Popular Piano Solos.pdf","True","Popular Piano Solos","11"
"Various Artists","Various Artists - Songs Of The 60s [PVG]","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Songs Of The 60s [PVG].pdf","True","Songs Of The 60s [pvg]","0"
"Various Artists","Various Artists - The 1980s","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - The 1980s.pdf","True","The 1980s","30"
"Various Artists","Various Artists - The 60s and 70s Rock Score","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - The 60s and 70s Rock Score.pdf","True","The 60s And 70s Rock Score","9"
"Various Artists","Various Artists - The Best Children's Songs Ever (Easy Piano)","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - The Best Children's Songs Ever (Easy Piano).pdf","True","The Best Children's Songs Ever (easy Piano)","103"
"Various Artists","Various Artists - The Decade Series - The 1980s","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - The Decade Series - The 1980s.pdf","True","The Decade Series - The 1980s","30"
"Various Artists","Various Artists - The Greatest Love Songs of the 80s","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - The Greatest Love Songs of the 80s.pdf","True","The Greatest Love Songs Of The 80s","25"
"Various Artists","Various Artists - Ultimate 100 Pop Hits Of The 90s","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Ultimate 100 Pop Hits Of The 90s.pdf","True","Ultimate 100 Pop Hits Of The 90s","101"
"Various Artists","Various Artists - Ultimate 80s Songs","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Ultimate 80s Songs.pdf","False","","0"
"Various Artists","Various Artists - Ultimate Pop Sheet Music Collection 2000","C:\Work\AWSMusic\SheetMusic\Various Artists\books\Various Artists - Ultimate Pop Sheet Music Collection 2000.pdf","True","Ultimate Pop Sheet Music Collection 2000","84"
"Vince Guaraldi","Vince Guaraldi - Peanuts Songbook","C:\Work\AWSMusic\SheetMusic\Vince Guaraldi\books\Vince Guaraldi - Peanuts Songbook.pdf","True","Peanuts Songbook","28"
"Vince Guaraldi","Vince Guaraldi - The Vince Guaraldi Collection","C:\Work\AWSMusic\SheetMusic\Vince Guaraldi\books\Vince Guaraldi - The Vince Guaraldi Collection.pdf","True","The Vince Guaraldi Collection","9"
"Whitney Houston","Whitney Houston - The Best Of","C:\Work\AWSMusic\SheetMusic\Whitney Houston\books\Whitney Houston - The Best Of.pdf","True","The Best Of","10"
"Who","Who - Quadrophenia (PVG)","C:\Work\AWSMusic\SheetMusic\Who\books\Who - Quadrophenia (PVG).pdf","False","","0"
"Who","Who - Who Anthology-(0001)","C:\Work\AWSMusic\SheetMusic\Who\books\Who - Who Anthology-(0001).pdf","True","Who Anthology-(0001)","1"
"Who","Who - Who Anthology","C:\Work\AWSMusic\SheetMusic\Who\books\Who - Who Anthology.pdf","True","Who Anthology","44"
"Wings","Wings - Greatest Hits","C:\Work\AWSMusic\SheetMusic\Wings\books\Wings - Greatest Hits.pdf","False","","0"
"Wings","Wings - London Town (PVG Book)","C:\Work\AWSMusic\SheetMusic\Wings\books\Wings - London Town (PVG Book).pdf","False","","0"
"Wings","Wings - Over America [PVG]","C:\Work\AWSMusic\SheetMusic\Wings\books\Wings - Over America [PVG].pdf","False","","0"
"Yes","Yes - Complete Deluxe Edition","C:\Work\AWSMusic\SheetMusic\Yes\books\Yes - Complete Deluxe Edition.pdf","True","Complete Deluxe Edition","29"
"ZZ Top","ZZ Top- Greatest Hits (2)","C:\Work\AWSMusic\SheetMusic\ZZ Top\books\ZZ Top- Greatest Hits (2).pdf","False","","0"
"ZZ Top","ZZ Top- Greatest Hits","C:\Work\AWSMusic\SheetMusic\ZZ Top\books\ZZ Top- Greatest Hits.pdf","False","","0"
"_Broadway Shows","A Treasury of Gilbert & Sullivan Part 1","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\A Treasury of Gilbert & Sullivan Part 1.pdf","True","A Treasury Of Gilbert & Sullivan Part 1","50"
"_Broadway Shows","A Treasury of Gilbert & Sullivan Part 2","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\A Treasury of Gilbert & Sullivan Part 2.pdf","True","A Treasury Of Gilbert & Sullivan Part 2","47"
"_Broadway Shows","Lambert and Morrison - The Drowsy Chaperone (Version 1)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Lambert and Morrison - The Drowsy Chaperone (Version 1).pdf","True","Lambert And Morrison - The Drowsy Chaperone (version 1)","1"
"_Broadway Shows","Lambert and Morrison - The Drowsy Chaperone (Version 2)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Lambert and Morrison - The Drowsy Chaperone (Version 2).pdf","True","Lambert And Morrison - The Drowsy Chaperone (version 2)","2"
"_Broadway Shows","Lerner and Loewe - Camelot","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Lerner and Loewe - Camelot.pdf","True","Lerner And Loewe - Camelot","16"
"_Broadway Shows","Mamma Mia","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Mamma Mia.pdf","True","Mamma Mia","15"
"_Broadway Shows","Rogers and Hammerstein - South Pacific","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Rogers and Hammerstein - South Pacific.pdf","True","Rogers And Hammerstein - South Pacific","7"
"_Broadway Shows","The Wedding Singer","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\The Wedding Singer.pdf","True","The Wedding Singer","72"
"_Broadway Shows","Various Artists - 25th Annual Putnam County Spelling Bee","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - 25th Annual Putnam County Spelling Bee.pdf","False","","0"
"_Broadway Shows","Various Artists - Aida","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Aida.pdf","True","Various Artists - Aida","1"
"_Broadway Shows","Various Artists - Aladdin (book)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Aladdin (book).pdf","True","Various Artists - Aladdin (book)","8"
"_Broadway Shows","Various Artists - Aladdin Jr","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Aladdin Jr.pdf","True","Various Artists - Aladdin Jr","34"
"_Broadway Shows","Various Artists - Annie - Full Score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Annie - Full Score.pdf","True","Various Artists - Annie - Full Score","29"
"_Broadway Shows","Various Artists - Avenue Q - Full Score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Avenue Q - Full Score.pdf","True","Various Artists - Avenue Q - Full Score","1"
"_Broadway Shows","Various Artists - Avenue X - Vocal Chorus Book","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Avenue X - Vocal Chorus Book.pdf","True","Various Artists - Avenue X - Vocal Chorus Book","25"
"_Broadway Shows","Various Artists - Beauty and the Beast (1994 MTI PC Score, complete)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Beauty and the Beast (1994 MTI PC Score, complete).pdf","True","Various Artists - Beauty And The Beast (1994 Mti Pc Score, Complete)","23"
"_Broadway Shows","Various Artists - Beauty and the Beast [Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Beauty and the Beast [Score].pdf","True","Various Artists - Beauty And The Beast [score]","0"
"_Broadway Shows","Various Artists - Best in Broadway Deluxe Edition","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Best in Broadway Deluxe Edition.pdf","True","Various Artists - Best In Broadway Deluxe Edition","62"
"_Broadway Shows","Various Artists - Cabaret (1998 version)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Cabaret (1998 version).pdf","True","Various Artists - Cabaret (1998 Version)","2"
"_Broadway Shows","Various Artists - Cabaret (Original)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Cabaret (Original).pdf","True","Various Artists - Cabaret (original)","3"
"_Broadway Shows","Various Artists - Cats - Conductor Score","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Cats - Conductor Score.pdf","True","Various Artists - Cats - Conductor Score","2"
"_Broadway Shows","Various Artists - Chicago (1975)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Chicago (1975).pdf","True","Various Artists - Chicago (1975)","22"
"_Broadway Shows","Various Artists - Dear Evan Hansen (PVG)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Dear Evan Hansen (PVG).pdf","True","Various Artists - Dear Evan Hansen (pvg)","15"
"_Broadway Shows","Various Artists - Dirty Rotten Scoundrels (Piano-Vocal)","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Dirty Rotten Scoundrels (Piano-Vocal).pdf","True","Various Artists - Dirty Rotten Scoundrels (piano-vocal)","1"
"_Broadway Shows","Various Artists - Evita  [Conductor Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Evita  [Conductor Score].pdf","True","Various Artists - Evita [conductor Score]","0"
"_Broadway Shows","Various Artists - Evita [Score]","C:\Work\AWSMusic\SheetMusic\_Broadway Shows\books\Various Artists - Evita [Score].pdf","True","Various Artists - Evita [score]","0"
