artist,original_book_name,original_book_path,has_converted_songs,song_count,converted_folder
Fleetwood Mac,Fleetwood Mac - The Dance,Books\Fleetwood Mac - The Dance.pdf,Yes,5,Fleetwood Mac\Fleetwood Mac - The Dance
Frank Zappa,Frank Zappa - Hot Rats,Books\Frank Zappa - Hot Rats.pdf,No,0,
Frank Zappa,Frank Zappa - Songbook Vol 1,Books\Frank Zappa - Songbook Vol 1.pdf,Yes,4,Frank Zappa\Frank Zappa - Songbook Vol 1
Frank Zappa,Frank Zappa - The Frank Zappa Guitar Book (transcriptions by Steve Vai),Books\Frank Zappa - The Frank Zappa Guitar Book (transcriptions by Steve Vai).pdf,Yes,9,Frank Zappa\Frank Zappa - The Frank Zappa Guitar Book (transcriptions By Steve Vai)
Fray,Fray - How To Save A Life [Book],Books\Fray - How To Save A Life [Book].pdf,Yes,2,Fray\Fray - How To Save A Life [book]
Garth Brooks,Garth Brooks - No Fences [Guitar Tab],Books\Garth Brooks - No Fences [Guitar Tab].pdf,Yes,2,Garth Brooks\Garth Brooks - No Fences [guitar Tab]
Garth Brooks,Garth Brooks - The Hits [Guitar Tab],Books\Garth Brooks - The Hits [Guitar Tab].pdf,Yes,1,Garth Brooks\Garth Brooks - The Hits [guitar Tab]
Garth Brooks,Garth Brooks - The Limited Series,Books\Garth Brooks - The Limited Series.pdf,Yes,13,Garth Brooks\Garth Brooks - The Limited Series
Genesis,Genesis - A Trick Of The Tail [Book],Books\Genesis - A Trick Of The Tail [Book].pdf,Yes,4,Genesis\Genesis - A Trick Of The Tail [book]
Genesis,Genesis - Anthology,Books\Genesis - Anthology.pdf,Yes,16,Genesis\Genesis - Anthology
Genesis,Genesis - Best Of Vol 1,Books\Genesis - Best Of Vol 1.pdf,Yes,7,Genesis\Genesis - Best Of Vol 1
Genesis,Genesis - Invisible Touch [Book],Books\Genesis - Invisible Touch [Book].pdf,Yes,4,Genesis\Genesis - Invisible Touch [book]
Genesis,Genesis - Rock Score,Books\Genesis - Rock Score.pdf,Yes,3,Genesis\Genesis - Rock Score
Genesis,Genesis - Seconds Out,Books\Genesis - Seconds Out.pdf,Yes,6,Genesis\Genesis - Seconds Out
Genesis,Genesis - Selling England by the Pound,Books\Genesis - Selling England by the Pound.pdf,Yes,4,Genesis\Genesis - Selling England By The Pound
George Michael,George Michael - Greatest Hits,Books\George Michael - Greatest Hits.pdf,Yes,10,George Michael\George Michael - Greatest Hits
George Michael,George Michael - Older [Book] ,Books\George Michael - Older [Book] .pdf,Yes,11,George Michael\Older [book]
Grand Funk Railroad,Grand Funk - Closer To Home [PVG Book],Books\Grand Funk - Closer To Home [PVG Book].pdf,Yes,5,Grand Funk Railroad\Grand Funk - Closer To Home [pvg Book]
Grand Funk Railroad,Grand Funk - We're An American Band [PVG Book],Books\Grand Funk - We're An American Band [PVG Book].pdf,Yes,8,Grand Funk Railroad\Grand Funk - We're An American Band [pvg Book]
Grand Funk Railroad,Grand Funk Railroad - Born To Die [PVG Book],Books\Grand Funk Railroad - Born To Die [PVG Book].pdf,Yes,6,Grand Funk Railroad\Grand Funk Railroad - Born To Die [pvg Book]
Grand Funk Railroad,"Grand Funk Railroad - Hits From We're An American Band, Shinin' On, Phoenix [PVG]","Books\Grand Funk Railroad - Hits From We're An American Band, Shinin' On, Phoenix [PVG].pdf",Yes,19,"Grand Funk Railroad\Grand Funk Railroad - Hits From We're An American Band, Shinin' On, Phoenix [pvg]"
Harry Chapin,Harry Chapin - The Authentic Guitar Style Of [Guitar Tab],Books\Harry Chapin - The Authentic Guitar Style Of [Guitar Tab].pdf,Yes,2,Harry Chapin\Harry Chapin - The Authentic Guitar Style Of [guitar Tab]
Henri Mancini,Henry Mancini - A Merry Mancini Christmas,Books\Henry Mancini - A Merry Mancini Christmas.pdf,Yes,13,Henri Mancini\Henry Mancini - A Merry Mancini Christmas
Herman's Hermits,Herman's Hermits -  Collection,Books\Herman's Hermits -  Collection.pdf,Yes,8,Herman's Hermits\Collection
Jackson Browne,Jackson Browne - Deluxe Anthology,Books\Jackson Browne - Deluxe Anthology.pdf,Yes,38,Jackson Browne\Jackson Browne - Deluxe Anthology
James Blunt,James Blunt - All The Lost Souls [Book],Books\James Blunt - All The Lost Souls [Book].pdf,Yes,3,James Blunt\James Blunt - All The Lost Souls [book]
James Blunt,James Blunt - Back to Bedlam [Book],Books\James Blunt - Back to Bedlam [Book].pdf,Yes,1,James Blunt\James Blunt - Back To Bedlam [book]
James Taylor,James Taylor - Classic [Guitar],Books\James Taylor - Classic [Guitar].pdf,Yes,11,James Taylor\James Taylor - Classic [guitar]
James Taylor,James Taylor - Classics (guitar tab),Books\James Taylor - Classics (guitar tab).pdf,Yes,10,James Taylor\James Taylor - Classics (guitar Tab)
James Taylor,James Taylor - Guitar Songbook,Books\James Taylor - Guitar Songbook.pdf,Yes,14,James Taylor\James Taylor - Guitar Songbook
James Taylor,James Taylor - James Taylor Songbook,Books\James Taylor - James Taylor Songbook.pdf,Yes,18,James Taylor\James Taylor - James Taylor Songbook
James Taylor,James Taylor - James Taylor [PVG Book],Books\James Taylor - James Taylor [PVG Book].pdf,Yes,12,James Taylor\James Taylor - James Taylor [pvg Book]
James Taylor,James Taylor - That's Why I'm Here [PVG Book],Books\James Taylor - That's Why I'm Here [PVG Book].pdf,Yes,6,James Taylor\James Taylor - That's Why I'm Here [pvg Book]
Jim Croce,Jim Croce - Acoustic Fingerstyle Video Guitar Lessons,Books\Jim Croce - Acoustic Fingerstyle Video Guitar Lessons.pdf,Yes,1,Jim Croce\Jim Croce - Acoustic Fingerstyle Video Guitar Lessons
Jimmy Buffet,Jimmy Buffett - Barometer Soup [PVG Book],Books\Jimmy Buffett - Barometer Soup [PVG Book].pdf,Yes,9,Jimmy Buffet\Jimmy Buffett - Barometer Soup [pvg Book]
Jimmy Buffet,Jimmy Buffett - Fruitcakes [PVG Book],Books\Jimmy Buffett - Fruitcakes [PVG Book].pdf,Yes,9,Jimmy Buffet\Jimmy Buffett - Fruitcakes [pvg Book]
Joe Cocker,Joe Cocker - Best Of,Books\Joe Cocker - Best Of.pdf,Yes,16,Joe Cocker\Best Of
Joe Cocker,Joe Cocker - Mad Dogs And Englishmen [Book],Books\Joe Cocker - Mad Dogs And Englishmen [Book].pdf,Yes,16,Joe Cocker\Mad Dogs And Englishmen [book]
Joe Cocker,Joe Cocker - Songbook,Books\Joe Cocker - Songbook.pdf,Yes,1,Joe Cocker\Songbook
John Denver,John Denver - Anthology [PVG],Books\John Denver - Anthology [PVG].pdf,Yes,15,John Denver\John Denver - Anthology [pvg]
John Denver,John Denver - Anthology,Books\John Denver - Anthology.pdf,Yes,19,John Denver\John Denver - Anthology
John Denver,John Denver - Back Home Again,Books\John Denver - Back Home Again.pdf,No,0,
John Denver,John Denver - Best Of [Easy Piano],Books\John Denver - Best Of [Easy Piano].pdf,Yes,6,John Denver\John Denver - Best Of [easy Piano]
John Denver,John Denver - I Want To Live [PVG Book],Books\John Denver - I Want To Live [PVG Book].pdf,Yes,5,John Denver\John Denver - I Want To Live [pvg Book]
John Denver,John Denver - The Authentic Guitar Style Of.,Books\John Denver - The Authentic Guitar Style Of..pdf,Yes,5,John Denver\John Denver - The Authentic Guitar Style Of
John Lennon,John Lennon - Collection,Books\John Lennon - Collection.pdf,Yes,3,John Lennon\Collection
John Lennon,John Lennon - Greatest Hits,Books\John Lennon - Greatest Hits.pdf,Yes,15,John Lennon\Greatest Hits
Joni Mitchell,Joni Mitchell - The Best Of [PVG],Books\Joni Mitchell - The Best Of [PVG].pdf,Yes,10,Joni Mitchell\The Best Of [pvg]
Joni Mitchell,Joni Mitchell Songbook Complete Vol1 1966-1970,Books\Joni Mitchell Songbook Complete Vol1 1966-1970.pdf,Yes,28,Joni Mitchell\Joni Mitchell Songbook Complete Vol1 1966-1970
Journey,Journey - Complete Songbook,Books\Journey - Complete Songbook.pdf,Yes,24,Journey\Journey - Complete Songbook
Journey,Journey - Complete,Books\Journey - Complete.pdf,Yes,24,Journey\Journey - Complete
Journey,Journey - Frontiers [Jap Band Score],Books\Journey - Frontiers [Jap Band Score].pdf,Yes,1,Journey\Frontiers [jap Band Score]
Journey,Journey - Greatest Hits (Book),Books\Journey - Greatest Hits (Book).pdf,Yes,4,Journey\Journey - Greatest Hits (book)
Journey,Journey - Greatest Hits,Books\Journey - Greatest Hits.pdf,Yes,6,Journey\Greatest Hits
Journey,Journey - Superbest [Jap Band Score],Books\Journey - Superbest [Jap Band Score].pdf,Yes,1,Journey\Journey - Superbest [jap Band Score]
Journey,Journey - The Guitar Collection,Books\Journey - The Guitar Collection.pdf,Yes,16,Journey\The Guitar Collection
Judy Garland,Judy Garland - Songbook,Books\Judy Garland - Songbook.pdf,Yes,13,Judy Garland\Songbook
Katy Perry,Katy Perry - One Of The Boys [PVG Book],Books\Katy Perry - One Of The Boys [PVG Book].pdf,Yes,6,Katy Perry\Katy Perry - One Of The Boys [pvg Book]
Kelly Clarkson,Kelly Clarkson - Breakaway (Book),Books\Kelly Clarkson - Breakaway (Book).pdf,Yes,4,Kelly Clarkson\Kelly Clarkson - Breakaway (book)
Kenny Rogers,Kenny Rogers - Love or Something Like It [Book],Books\Kenny Rogers - Love or Something Like It [Book].pdf,Yes,10,Kenny Rogers\Love Or Something Like It [book]
Kinks,Kinks - Best Of The Kinks [Score],Books\Kinks - Best Of The Kinks [Score].pdf,Yes,12,Kinks\Best Of The Kinks [score]
Kinks,Kinks - Best Of [Score],Books\Kinks - Best Of [Score].pdf,Yes,9,Kinks\Kinks - Best Of [score]
Kinks,Kinks - Great Songs of Kinks,Books\Kinks - Great Songs of Kinks.pdf,Yes,5,Kinks\Kinks - Great Songs Of Kinks
Kinks,Kinks - Guitar Legends [Guitar],Books\Kinks - Guitar Legends [Guitar].pdf,Yes,9,Kinks\Guitar Legends [guitar]
Kinks,Kinks - Guitar Legends [Tab],Books\Kinks - Guitar Legends [Tab].pdf,Yes,9,Kinks\Guitar Legends [tab]
Kinks,Kinks - Jam With The Kinks [Tab],Books\Kinks - Jam With The Kinks [Tab].pdf,Yes,8,Kinks\Jam With The Kinks [tab]
Led Zepplin,Led Zeppelin - Led Zeppelin II,Books\Led Zeppelin - Led Zeppelin II.pdf,Yes,1,Led Zepplin\Led Zeppelin - Led Zeppelin Ii
Led Zepplin,Led Zeppelin - Over The Hills And Far Away [PVG],Books\Led Zeppelin - Over The Hills And Far Away [PVG].pdf,Yes,1,Led Zepplin\Led Zeppelin - Over The Hills And Far Away [pvg]
Lynyrd Skynyrd,Lynyrd Skynyrd - The New Best Of [Guitar Tab],Books\Lynyrd Skynyrd - The New Best Of [Guitar Tab].pdf,Yes,6,Lynyrd Skynyrd\Lynyrd Skynyrd - The New Best Of [guitar Tab]
Mamas and the Papas,Mamas and The Papas - Songbook [PVG],Books\Mamas and The Papas - Songbook [PVG].pdf,No,0,
MeatLoaf,MeatLoaf - Bat Out Of Hell,Books\MeatLoaf - Bat Out Of Hell.pdf,Yes,2,Meatloaf\Meatloaf - Bat Out Of Hell
Melissa Etheridge,Melissa Etheridge - Songbook,Books\Melissa Etheridge - Songbook.pdf,Yes,10,Melissa Etheridge\Songbook
Michael Jackson,Michael Jackson - Great Songs Of [PVG],Books\Michael Jackson - Great Songs Of [PVG].pdf,Yes,3,Michael Jackson\Michael Jackson - Great Songs Of [pvg]
Michael Jackson,Michael Jackson - Number Ones [Book],Books\Michael Jackson - Number Ones [Book].pdf,Yes,8,Michael Jackson\Michael Jackson - Number Ones
Michael Jackson,Michael Jackson - Number Ones,Books\Michael Jackson - Number Ones.pdf,Yes,8,Michael Jackson\Michael Jackson - Number Ones
Michael Jackson,Michael Jackson - The Great Songs Of,Books\Michael Jackson - The Great Songs Of.pdf,Yes,5,Michael Jackson\Michael Jackson - The Great Songs Of
Michael Jackson,Michael Jackson - Thriller (The Complete Song Book),Books\Michael Jackson - Thriller (The Complete Song Book).pdf,Yes,10,Michael Jackson\Thriller (the Complete Song Book)
Monkees,Monkees - Greatest Hits,Books\Monkees - Greatest Hits.pdf,Yes,11,Monkees\Greatest Hits
Moody Blues,Moody Blues - Greatest Hits [PVG],Books\Moody Blues - Greatest Hits [PVG].pdf,Yes,11,Moody Blues\Greatest Hits [pvg]
Moody Blues,Moody Blues - Keys Of Kingdom [Band Score],Books\Moody Blues - Keys Of Kingdom [Band Score].pdf,Yes,12,Moody Blues\Keys Of Kingdom [band Score]
Neil Diamond,Neil Diamond - The Essential Neil Diamond,Books\Neil Diamond - The Essential Neil Diamond.pdf,Yes,15,Neil Diamond\Neil Diamond - The Essential Neil Diamond
Neil Young,Neil Young - After the Goldrush [PVG Book],Books\Neil Young - After the Goldrush [PVG Book].pdf,Yes,4,Neil Young\Neil Young - After The Goldrush [pvg Book]
Neil Young,Neil Young - Decade [PVG Book] ,Books\Neil Young - Decade [PVG Book] .pdf,Yes,22,Neil Young\Decade
Neil Young,Neil Young - Decade,Books\Neil Young - Decade.pdf,Yes,22,Neil Young\Decade
Neil Young,Neil Young - Greatest Hits [Guitar Tab],Books\Neil Young - Greatest Hits [Guitar Tab].pdf,Yes,8,Neil Young\Neil Young - Greatest Hits [guitar Tab]
Neil Young,Neil Young - Harvest Moon [Guitar Tab],Books\Neil Young - Harvest Moon [Guitar Tab].pdf,Yes,10,Neil Young\Harvest Moon [guitar Tab]
Neil Young,Neil Young - Harvest [Score],Books\Neil Young - Harvest [Score].pdf,Yes,10,Neil Young\Harvest [score]
Neil Young,Neil Young - The Best Of Neil Young [PVG Book],Books\Neil Young - The Best Of Neil Young [PVG Book].pdf,Yes,3,Neil Young\Neil Young - The Best Of Neil Young [pvg Book]
Night Ranger,Night Ranger - Best Of 2 [Jap Score],Books\Night Ranger - Best Of 2 [Jap Score].pdf,No,0,
Night Ranger,Night Ranger - Seven Wishes [Jap Score],Books\Night Ranger - Seven Wishes [Jap Score].pdf,Yes,10,Night Ranger\Seven Wishes [jap Score]
Paul McCartney,Paul McCartney - All The Best,Books\Paul McCartney - All The Best.pdf,Yes,22,Paul Mccartney\All The Best
Paul McCartney,Paul McCartney - Chaos And Creation In The Backyard [PVG Book],Books\Paul McCartney - Chaos And Creation In The Backyard [PVG Book].pdf,Yes,7,Paul Mccartney\Paul Mccartney - Chaos And Creation In The Backyard [pvg Book]
Paul McCartney,Paul McCartney - Flowers In The Dirt,Books\Paul McCartney - Flowers In The Dirt.pdf,Yes,5,Paul Mccartney\Paul Mccartney - Flowers In The Dirt
Paul McCartney,Paul McCartney - Press To Play,Books\Paul McCartney - Press To Play.pdf,Yes,14,Paul Mccartney\Press To Play
Paul McCartney,Paul McCartney - Ram,Books\Paul McCartney - Ram.pdf,Yes,10,Paul Mccartney\Ram
Paul McCartney,Paul McCartney - Tripping The Live Fantastic [PVG Book],Books\Paul McCartney - Tripping The Live Fantastic [PVG Book].pdf,Yes,38,Paul Mccartney\Tripping The Live Fantastic [pvg Book]
Paul McCartney,Paul McCartney - Tug Of War [PVG Book],Books\Paul McCartney - Tug Of War [PVG Book].pdf,Yes,11,Paul Mccartney\Tug Of War [pvg Book]
Paul Simon,Paul Simon - Anthology,Books\Paul Simon - Anthology.pdf,Yes,49,Paul Simon\Anthology
Paul Simon,Simon & Garfunkel's Greatest Hits,Books\Simon & Garfunkel's Greatest Hits.pdf,Yes,14,Paul Simon\Simon & Garfunkel's Greatest Hits
Peter Frampton,Peter Frampton - The Best Of [Guitar Tab],Books\Peter Frampton - The Best Of [Guitar Tab].pdf,Yes,11,Peter Frampton\The Best Of [guitar Tab]
Pink,Pink - Funhouse [PVG],Books\Pink - Funhouse [PVG].pdf,Yes,1,Pink\Funhouse [pvg]
Pink,Pink - I'm Not Dead [PVG Book],Books\Pink - I'm Not Dead [PVG Book].pdf,Yes,10,Pink\I'm Not Dead [pvg Book]
Pink,Pink - Missundaztood [PVG Book],Books\Pink - Missundaztood [PVG Book].pdf,Yes,1,Pink\Missundaztood [pvg Book]
Pink Floyd,Pink Floyd - Anthology (book),Books\Pink Floyd - Anthology (book).pdf,Yes,38,Pink Floyd\Anthology (book)
Pink Floyd,Pink Floyd - Anthology - p110-175,Books\Pink Floyd - Anthology - p110-175.pdf,Yes,1,Pink Floyd\Anthology - P110-175
Pink Floyd,Pink Floyd - Anthology - p58-109,Books\Pink Floyd - Anthology - p58-109.pdf,Yes,1,Pink Floyd\Anthology - P58-109
Pink Floyd,Pink Floyd - Anthology [PVG],Books\Pink Floyd - Anthology [PVG].pdf,Yes,38,Pink Floyd\Anthology [pvg]
Pink Floyd,Pink Floyd - Dark Side of the Moon (2),Books\Pink Floyd - Dark Side of the Moon (2).pdf,Yes,1,Pink Floyd\Dark Side Of The Moon
Pink Floyd,Pink Floyd - Dark Side of the Moon [PVG],Books\Pink Floyd - Dark Side of the Moon [PVG].pdf,Yes,1,Pink Floyd\Dark Side Of The Moon
Pink Floyd,Pink Floyd - Dark Side Of The Moon,Books\Pink Floyd - Dark Side Of The Moon.pdf,Yes,1,Pink Floyd\Dark Side Of The Moon
Pink Floyd,Pink Floyd - Pink Floyd Songbook,Books\Pink Floyd - Pink Floyd Songbook.pdf,Yes,10,Pink Floyd\Pink Floyd Songbook
Pink Floyd,Pink Floyd - The Wall [PVG],Books\Pink Floyd - The Wall [PVG].pdf,Yes,23,Pink Floyd\The Wall [pvg]
Pink Floyd,Pink Floyd - Wish You Were Here [PVG],Books\Pink Floyd - Wish You Were Here [PVG].pdf,Yes,11,Pink Floyd\Wish You Were Here
Pink Floyd,Pink Floyd - Wish You Were Here,Books\Pink Floyd - Wish You Were Here.pdf,Yes,11,Pink Floyd\Wish You Were Here
Police,Police - The Great Songs of The Police,Books\Police - The Great Songs of The Police.pdf,Yes,12,Police\The Great Songs Of The Police
Pretenders,Pretenders - Best of Pretenders,Books\Pretenders - Best of Pretenders.pdf,Yes,16,Pretenders\Best Of Pretenders
Prince,Prince - Purple Rain [Score],Books\Prince - Purple Rain [Score].pdf,Yes,1,Prince\Purple Rain [score]
Queen,Queen - Deluxe Anthology [PVG],Books\Queen - Deluxe Anthology [PVG].pdf,Yes,1,Queen\Deluxe Anthology [pvg]
Queen,Queen - Greatest Hits 1 [Score],Books\Queen - Greatest Hits 1 [Score].pdf,Yes,1,Queen\Greatest Hits
Queen,Queen - Greatest Hits II [PVG],Books\Queen - Greatest Hits II [PVG].pdf,Yes,1,Queen\Greatest Hits
Queen,Queen - Greatest Hits,Books\Queen - Greatest Hits.pdf,Yes,1,Queen\Greatest Hits
Queen,Queen - Hit Songs,Books\Queen - Hit Songs.pdf,Yes,22,Queen\Hit Songs
Randy Newman,Randy Newman - Collection,Books\Randy Newman - Collection.pdf,Yes,1,Randy Newman\Collection
REO Speedwagon,REO Speedwagon - Good Trouble,Books\REO Speedwagon - Good Trouble.pdf,Yes,1,Reo Speedwagon\Good Trouble
REO Speedwagon,REO Speedwagon - Hi Infidelity,Books\REO Speedwagon - Hi Infidelity.pdf,Yes,1,Reo Speedwagon\Hi Infidelity
REO Speedwagon,REO Speedwagon - Life As We Know It,Books\REO Speedwagon - Life As We Know It.pdf,No,0,
REO Speedwagon,REO Speedwagon - The Hits,Books\REO Speedwagon - The Hits.pdf,Yes,12,Reo Speedwagon\The Hits
Robbie Robertson,Robbie Robertson - Songbook [Guitar Tab],Books\Robbie Robertson - Songbook [Guitar Tab].pdf,No,0,
Rod Stewart,Rod Stewart - The Great American Songbook,Books\Rod Stewart - The Great American Songbook.pdf,Yes,16,Rod Stewart\The Great American Songbook
Rolling Stones,Rolling Stones - Best Of Rolling Stones 1963-1973 Piano Songbook,Books\Rolling Stones - Best Of Rolling Stones 1963-1973 Piano Songbook.pdf,Yes,20,Rolling Stones\Best Of Rolling Stones 1963-1973 Piano Songbook
Rolling Stones,Rolling Stones - Let It Bleed [Guitar Tab],Books\Rolling Stones - Let It Bleed [Guitar Tab].pdf,Yes,9,Rolling Stones\Let It Bleed [guitar Tab]
Rolling Stones,Rolling Stones - Sticky Fingers [Score],Books\Rolling Stones - Sticky Fingers [Score].pdf,Yes,10,Rolling Stones\Sticky Fingers [score]
Roy Orbison,Roy Orbison - Greatest Hits,Books\Roy Orbison - Greatest Hits.pdf,Yes,19,Roy Orbison\Greatest Hits
Santana,Santana - Off The Record,Books\Santana - Off The Record.pdf,Yes,8,Santana\Off The Record
Scott Joplin,Scott Joplin - The Best Of,Books\Scott Joplin - The Best Of.pdf,Yes,17,Scott Joplin\The Best Of
Shania Twain,Shania Twain - Greatest Hits,Books\Shania Twain - Greatest Hits.pdf,Yes,21,Shania Twain\Greatest Hits
Shania Twain,Shania Twain - Up! [PVG Book],Books\Shania Twain - Up! [PVG Book].pdf,Yes,20,Shania Twain\Up! [pvg Book]
Sheryl Crow,Sheryl Crow - Tuesday Night Music Club [PVG Book],Books\Sheryl Crow - Tuesday Night Music Club [PVG Book].pdf,Yes,11,Sheryl Crow\Tuesday Night Music Club [pvg Book]
Sheryl Crow,Sheryl Crow - Very Best,Books\Sheryl Crow - Very Best.pdf,Yes,17,Sheryl Crow\Very Best
Spice Girls,Spice Girls - Greatest Hits,Books\Spice Girls - Greatest Hits.pdf,Yes,11,Spice Girls\Greatest Hits
Steely Dan,Steely Dan - The Best,Books\Steely Dan - The Best.pdf,No,0,
Steve Miller Band,Steve Miller Band - 13 Biggest Hits,Books\Steve Miller Band - 13 Biggest Hits.pdf,Yes,13,Steve Miller Band\13 Biggest Hits
Steve Miller Band,Steve Miller Band - Rock Best Hits [Jap Score],Books\Steve Miller Band - Rock Best Hits [Jap Score].pdf,Yes,8,Steve Miller Band\Rock Best Hits [jap Score]
Steve Winwood,Steve Winwood - Arc Of A Diver [PVG Book],Books\Steve Winwood - Arc Of A Diver [PVG Book].pdf,Yes,7,Steve Winwood\Arc Of A Diver [pvg Book]
Steve Winwood,Steve Winwood - The Great Songs Of,Books\Steve Winwood - The Great Songs Of.pdf,Yes,8,Steve Winwood\The Great Songs Of
Supertramp,Supertramp - Anthology,Books\Supertramp - Anthology.pdf,Yes,2,Supertramp\Anthology
Supertramp,Supertramp - Breakfast in America [PVG Book],Books\Supertramp - Breakfast in America [PVG Book].pdf,Yes,10,Supertramp\Breakfast In America [pvg Book]
Supertramp,Supertramp - Crime of the Century [Book],Books\Supertramp - Crime of the Century [Book].pdf,Yes,8,Supertramp\Crime Of The Century [book]
Survivor,Survivor - Greatest Hits,Books\Survivor - Greatest Hits.pdf,Yes,10,Survivor\Greatest Hits
Taylor Swift,Taylor Swift  - Best Of [Easy Piano],Books\Taylor Swift  - Best Of [Easy Piano].pdf,Yes,12,Taylor Swift\Best Of [easy Piano]
Taylor Swift,Taylor Swift - Fearless [PVG Book],Books\Taylor Swift - Fearless [PVG Book].pdf,Yes,16,Taylor Swift\Fearless [pvg Book]
Taylor Swift,Taylor Swift - Speak Now [PVG Book],Books\Taylor Swift - Speak Now [PVG Book].pdf,Yes,14,Taylor Swift\Speak Now [pvg Book]
Taylor Swift,Taylor Swift - Taylor Swift [Guitar Compilation],Books\Taylor Swift - Taylor Swift [Guitar Compilation].pdf,Yes,11,Taylor Swift\Taylor Swift
Taylor Swift,Taylor Swift - Taylor Swift,Books\Taylor Swift - Taylor Swift.pdf,Yes,11,Taylor Swift\Taylor Swift
The Band,Band - Northern Lights Southern Cross [PVG],Books\Band - Northern Lights Southern Cross [PVG].pdf,Yes,8,The Band\Band - Northern Lights Southern Cross [pvg]
The Band,Band - Stage Fright [PVG],Books\Band - Stage Fright [PVG].pdf,Yes,9,The Band\Band - Stage Fright [pvg]
The Band,The Band - Rock Of Ages [PVG Book],Books\The Band - Rock Of Ages [PVG Book].pdf,Yes,8,The Band\Rock Of Ages [pvg Book]
The Band,The Band - The Band  and Music From Big Pink,Books\The Band - The Band  and Music From Big Pink.pdf,No,0,
Tom Lehrer,Tom Lehrer - Book Covers,Books\Tom Lehrer - Book Covers.pdf,No,0,
Tom Lehrer,Tom Lehrer - Too Many Songs [PVC Book],Books\Tom Lehrer - Too Many Songs [PVC Book].pdf,No,0,
Tom Waits,Tom Waits - Anthology,Books\Tom Waits - Anthology.pdf,Yes,29,Tom Waits\Anthology
Tom Waits,Tom Waits - Tom Waits Anthology,Books\Tom Waits - Tom Waits Anthology.pdf,Yes,29,Tom Waits\Anthology
Tori Amos,Tori Amos - [Book] Anthology,Books\Tori Amos - [Book] Anthology.pdf,Yes,25,Tori Amos\[book] Anthology
Toto,Toto - Best of,Books\Toto - Best of.pdf,Yes,5,Toto\Best Of
Toto,Toto - Collection,Books\Toto - Collection.pdf,Yes,13,Toto\Collection
Toto,Toto - Past To Present [Book],Books\Toto - Past To Present [Book].pdf,Yes,13,Toto\Past To Present [book]
Traveling Wilburys,Traveling Wilburys - Volume 1,Books\Traveling Wilburys - Volume 1.pdf,Yes,1,Traveling Wilburys\Volume 1
Van Morrison,Van Morrison - Anthology (2),Books\Van Morrison - Anthology (2).pdf,Yes,25,Van Morrison\Anthology
Van Morrison,Van Morrison - Anthology,Books\Van Morrison - Anthology.pdf,Yes,25,Van Morrison\Anthology
Van Morrison,Van Morrison - Back On Top [Book],Books\Van Morrison - Back On Top [Book].pdf,Yes,10,Van Morrison\Back On Top [book]
Van Morrison,Van Morrison - Days Like These (Book),Books\Van Morrison - Days Like These (Book).pdf,Yes,2,Van Morrison\Days Like These (book)
Various Artists,Various Artists - 100 Songs For Kids - (Easy Guitar Songbook),Books\Various Artists - 100 Songs For Kids - (Easy Guitar Songbook).pdf,Yes,98,Various Artists\100 Songs For Kids - (easy Guitar Songbook)
Various Artists,Various Artists - 50 Platinum Country Hits,Books\Various Artists - 50 Platinum Country Hits.pdf,Yes,50,Various Artists\50 Platinum Country Hits
Various Artists,Various Artists - 50's and 60's,Books\Various Artists - 50's and 60's.pdf,Yes,1,Various Artists\50's And 60's
Various Artists,Various Artists - 557 Standards (Sheet Music - Piano)(2),Books\Various Artists - 557 Standards (Sheet Music - Piano)(2).pdf,Yes,345,Various Artists\557 Standards (sheet Music - Piano)(2)
Various Artists,Various Artists - 62 Stars 62 Hits [60's Compilation],Books\Various Artists - 62 Stars 62 Hits [60's Compilation].pdf,Yes,55,Various Artists\62 Stars 62 Hits [60's Compilation]
Various Artists,Various Artists - 70's Collection -   (57pp),Books\Various Artists - 70's Collection -   (57pp).pdf,No,0,
Various Artists,Various Artists - 70's Hits [Easy Piano],Books\Various Artists - 70's Hits [Easy Piano].pdf,Yes,20,Various Artists\70's Hits [easy Piano]
Various Artists,Various Artists - Adult Contemporary Hits Of The Nineties,Books\Various Artists - Adult Contemporary Hits Of The Nineties.pdf,Yes,30,Various Artists\Adult Contemporary Hits Of The Nineties
Various Artists,Various Artists - All Time Best Collection Vol 3,Books\Various Artists - All Time Best Collection Vol 3.pdf,Yes,18,Various Artists\All Time Best Collection Vol 3
Various Artists,Various Artists - Best in Country Sheet Music,Books\Various Artists - Best in Country Sheet Music.pdf,Yes,26,Various Artists\Best In Country Sheet Music
Various Artists,Various Artists - Best Of 80s Rock [PVG],Books\Various Artists - Best Of 80s Rock [PVG].pdf,Yes,29,Various Artists\Best Of 80s Rock [pvg]
Various Artists,Various Artists - Best Of The 70s & 80s [Solo Piano],Books\Various Artists - Best Of The 70s & 80s [Solo Piano].pdf,Yes,17,Various Artists\Best Of The 70s & 80s [solo Piano]
Various Artists,Various Artists - Best Rock Songs 2000-2005,Books\Various Artists - Best Rock Songs 2000-2005.pdf,Yes,18,Various Artists\Best Rock Songs 2000-2005
Various Artists,Various Artists - Biggest Pop Hits 1996-1997,Books\Various Artists - Biggest Pop Hits 1996-1997.pdf,Yes,26,Various Artists\Biggest Pop Hits 1996-1997
