artist,original_book_name,original_book_path,has_converted_songs,song_count,converted_folder
Adele,Adele - 19 [PVG Book],Books\Adele - 19 [PVG Book].pdf,Yes,12,Adele\19 [pvg Book]
Aerosmith,Aerosmith - Greatest Hits (Songbook),Books\Aerosmith - Greatest Hits (Songbook).pdf,Yes,0,Aerosmith\Aerosmith - Greatest Hits (songbook)
Allman Brothers,Allman Brothers - Allman Brothers Band [PVG],Books\Allman Brothers - Allman Brothers Band [PVG].pdf,Yes,0,Allman Brothers\Allman Brothers - Allman Brothers Band [pvg]
Allman Brothers,Allman Brothers - Band Best [Score],Books\Allman Brothers - Band Best [Score].pdf,Yes,8,Allman Brothers\Band Best [score]
Allman Brothers,Allman Brothers - Best Of [PVG],Books\Allman Brothers - Best Of [PVG].pdf,Yes,0,Allman Brothers\Allman Brothers - Best Of [pvg]
America,America - America [PVG Book],Books\America - America [PVG Book].pdf,Yes,12,America\America [pvg Book]
America,America - Greatest Hits [Book] ,Books\America - Greatest Hits [Book] .pdf,Yes,12,America\Greatest Hits
America,America - Greatest Hits,Books\America - Greatest Hits.pdf,Yes,12,America\Greatest Hits
Asia,Asia - Alpha [PVG Book],Books\Asia - Alpha [PVG Book].pdf,Yes,4,Asia\Asia - Alpha [pvg Book]
Avril Lavigne,Avril Lavigne - The Best Damn Thing [PVG Book],Books\Avril Lavigne - The Best Damn Thing [PVG Book].pdf,Yes,4,Avril Lavigne\Avril Lavigne - The Best Damn Thing [pvg Book]
Barry Manilow,Barry Manilow - Anthology,Books\Barry Manilow - Anthology.pdf,Yes,25,Barry Manilow\Barry Manilow - Anthology
Barry Manilow,Barry Manilow - Barry Manilow [PVG Book],Books\Barry Manilow - Barry Manilow [PVG Book].pdf,Yes,7,Barry Manilow\Barry Manilow - Barry Manilow [pvg Book]
Beatles,Beatles - 100 Hits for All Keyboards,Books\Beatles - 100 Hits for All Keyboards.pdf,Yes,48,Beatles\100 Hits For All Keyboards
Beatles,Beatles - Abbey Road Guitar Recorded Version,Books\Beatles - Abbey Road Guitar Recorded Version.pdf,Yes,6,Beatles\Beatles - Abbey Road Guitar Recorded Version
Beatles,Beatles - Abbey Road [Scores],Books\Beatles - Abbey Road [Scores].pdf,Yes,6,Beatles\Beatles - Abbey Road [scores]
Beatles,Beatles - Abbey Road,Books\Beatles - Abbey Road.pdf,Yes,7,Beatles\Beatles - Abbey Road
Beatles,Beatles - All Songs 1962-1974,Books\Beatles - All Songs 1962-1974.pdf,Yes,83,Beatles\Beatles - All Songs 1962-1974
Beatles,Beatles - Anthology 1 (113 pages),Books\Beatles - Anthology 1 (113 pages).pdf,Yes,20,Beatles\Beatles - Anthology 1 (113 Pages)
Beatles,Beatles - Anthology 1,Books\Beatles - Anthology 1.pdf,Yes,10,Beatles\Beatles - Anthology 1
Beatles,Beatles - Anthology 2 (page 01 - 40),Books\Beatles - Anthology 2 (page 01 - 40).pdf,Yes,4,Beatles\Beatles - Anthology 2 (page 01 - 40)
Beatles,Beatles - Anthology 2 (page 41 -72),Books\Beatles - Anthology 2 (page 41 -72).pdf,Yes,1,Beatles\Beatles - Anthology 2 (page 41 -72)
Beatles,Beatles - Anthology 2 (page 73 -112),Books\Beatles - Anthology 2 (page 73 -112).pdf,Yes,199,Beatles\Anthology
Beatles,Beatles - Anthology 3 (page 01 - 36),Books\Beatles - Anthology 3 (page 01 - 36).pdf,Yes,4,Beatles\Beatles - Anthology 3 (page 01 - 36)
Beatles,Beatles - Anthology 3 (page 37 - 79,Books\Beatles - Anthology 3 (page 37 - 79.pdf,Yes,1,Beatles\Beatles - Anthology 3 (page 37 - 79
Beatles,Beatles - Anthology 3 (page 80 - 111),Books\Beatles - Anthology 3 (page 80 - 111).pdf,Yes,199,Beatles\Anthology
Beatles,Beatles - Anthology,Books\Beatles - Anthology.pdf,Yes,73,Beatles\Beatles - Anthology
Beatles,Beatles - Beatlemania 1963-1966,Books\Beatles - Beatlemania 1963-1966.pdf,Yes,10,Beatles\Beatles - Beatlemania 1963-1966
Beatles,Beatles - Complete Scores (2),Books\Beatles - Complete Scores (2).pdf,Yes,160,Beatles\Beatles - Complete Scores (2)
Beatles,Beatles - Complete Scores,Books\Beatles - Complete Scores.pdf,Yes,167,Beatles\Beatles - Complete Scores
Beatles,Beatles - Essential Songs,Books\Beatles - Essential Songs.pdf,Yes,44,Beatles\Beatles - Essential Songs
Beatles,Beatles - Fake Songbook (Guitar),Books\Beatles - Fake Songbook (Guitar).pdf,Yes,121,Beatles\Beatles - Fake Songbook (guitar)
Beatles,Beatles - Joy Of Beatles,Books\Beatles - Joy Of Beatles.pdf,Yes,1,Beatles\Beatles - Joy Of Beatles
Beatles,Beatles - Live At the Hollywood Bowl (2),Books\Beatles - Live At the Hollywood Bowl (2).pdf,Yes,2,Beatles\Beatles - Live At The Hollywood Bowl (2)
Beatles,Beatles - Live at the Hollywood Bowl,Books\Beatles - Live at the Hollywood Bowl.pdf,Yes,5,Beatles\Beatles - Live At The Hollywood Bowl
Beatles,Beatles - Revolver (2),Books\Beatles - Revolver (2).pdf,Yes,7,Beatles\Beatles - Revolver (2)
Beatles,Beatles - Revolver,Books\Beatles - Revolver.pdf,Yes,10,Beatles\Beatles - Revolver
Beatles,Beatles - Rubber Soul,Books\Beatles - Rubber Soul.pdf,Yes,1,Beatles\Beatles - Rubber Soul
Beatles,Beatles - Sergeant Pepper's Lonely Hearts Club Band,Books\Beatles - Sergeant Pepper's Lonely Hearts Club Band.pdf,Yes,1,Beatles\Beatles - Sergeant Pepper's Lonely Hearts Club Band
Beatles,Beatles - Singles Collection [PVG],Books\Beatles - Singles Collection [PVG].pdf,Yes,19,Beatles\Beatles - Singles Collection [pvg]
Beatles,Beatles - Songbook,Books\Beatles - Songbook.pdf,Yes,83,Beatles\Beatles - Songbook
Beatles,Beatles - White Album 1  (Guitar Recorded Version),Books\Beatles - White Album 1  (Guitar Recorded Version).pdf,No,0,
Bee Gees,Bee Gees - Anthology,Books\Bee Gees - Anthology.pdf,Yes,1,Bee Gees\Bee Gees - Anthology
Belinda Carlisle,Belinda Carlisle - 5 Of The Best [PVG],Books\Belinda Carlisle - 5 Of The Best [PVG].pdf,Yes,3,Belinda Carlisle\Belinda Carlisle - 5 Of The Best [pvg]
Ben Folds,Ben Folds - Rockin' The Suburbs [Book],Books\Ben Folds - Rockin' The Suburbs [Book].pdf,Yes,1,Ben Folds\Rockin' The Suburbs [book]
Ben Folds,Ben Folds - Songs for Silverman,Books\Ben Folds - Songs for Silverman.pdf,Yes,6,Ben Folds\Ben Folds - Songs For Silverman
Ben Folds,Ben Folds - Songs For The Silverman,Books\Ben Folds - Songs For The Silverman.pdf,Yes,6,Ben Folds\Ben Folds - Songs For The Silverman
Ben Folds,Ben Folds Five - Rockin' the Suburbs,Books\Ben Folds Five - Rockin' the Suburbs.pdf,Yes,8,Ben Folds\Ben Folds Five - Rockin' The Suburbs
Ben Folds,Ben Folds Five - Selections From Naked Baby Photos [Score],Books\Ben Folds Five - Selections From Naked Baby Photos [Score].pdf,Yes,15,Ben Folds\Ben Folds Five - Selections From Naked Baby Photos [score]
Ben Folds,Ben Folds Five - Whatever and Ever Amen [Book],Books\Ben Folds Five - Whatever and Ever Amen [Book].pdf,Yes,12,Ben Folds\Ben Folds Five - Whatever And Ever Amen [book]
Billy Joel,Billy Joel - 52nd Street,Books\Billy Joel - 52nd Street.pdf,Yes,9,Billy Joel\52nd Street
Billy Joel,Billy Joel - Anthology,Books\Billy Joel - Anthology.pdf,Yes,0,Billy Joel\Anthology
Billy Joel,Billy Joel - Best Of Piano Solos,Books\Billy Joel - Best Of Piano Solos.pdf,Yes,13,Billy Joel\Best Of Piano Solos
Billy Joel,Billy Joel - Complete Vol  1,Books\Billy Joel - Complete Vol  1.pdf,No,0,
Billy Joel,Billy Joel - Complete Vol 2,Books\Billy Joel - Complete Vol 2.pdf,Yes,48,Billy Joel\Complete Vol 2
Billy Joel,Billy Joel - Fantasies & Delusions,Books\Billy Joel - Fantasies & Delusions.pdf,Yes,0,Billy Joel\Fantasies & Delusions
Billy Joel,Billy Joel - For Advanced Piano,Books\Billy Joel - For Advanced Piano.pdf,Yes,11,Billy Joel\For Advanced Piano
Billy Joel,Billy Joel - Glass Houses,Books\Billy Joel - Glass Houses.pdf,Yes,0,Billy Joel\Glass Houses
Billy Joel,Billy Joel - Greatest Hits Vol I and II,Books\Billy Joel - Greatest Hits Vol I and II.pdf,Yes,0,Billy Joel\Greatest Hits
Billy Joel,Billy Joel - Greatest Hits Vol III,Books\Billy Joel - Greatest Hits Vol III.pdf,Yes,0,Billy Joel\Greatest Hits
Billy Joel,Billy Joel - Greatest Hits,Books\Billy Joel - Greatest Hits.pdf,Yes,0,Billy Joel\Greatest Hits
Billy Joel,Billy Joel - Keyboard Book,Books\Billy Joel - Keyboard Book.pdf,Yes,0,Billy Joel\Keyboard Book
Billy Joel,Billy Joel - My Lives,Books\Billy Joel - My Lives.pdf,Yes,72,Billy Joel\My Lives
Billy Joel,Billy Joel - Rock Score,Books\Billy Joel - Rock Score.pdf,Yes,8,Billy Joel\Rock Score
Billy Joel,Billy Joel - Songs in the Attic,Books\Billy Joel - Songs in the Attic.pdf,Yes,11,Billy Joel\Songs In The Attic
Billy Joel,Billy Joel - Turnstiles,Books\Billy Joel - Turnstiles.pdf,No,0,
Billy Joel,Billy Joel Greatest Hits Vols 1 and 2,Books\Billy Joel Greatest Hits Vols 1 and 2.pdf,Yes,11,Billy Joel\Billy Joel Greatest Hits Vols 1 And 2
Billy Ocean,Billy Ocean - The Best Of,Books\Billy Ocean - The Best Of.pdf,Yes,5,Billy Ocean\Billy Ocean - The Best Of
Black Eyed Peas,Black Eyed Peas - Elephunk [PVG Book],Books\Black Eyed Peas - Elephunk [PVG Book].pdf,Yes,8,Black Eyed Peas\Black Eyed Peas - Elephunk [pvg Book]
Blues Brothers,Blues Brothers - Complete,Books\Blues Brothers - Complete.pdf,Yes,6,Blues Brothers\Blues Brothers - Complete
Bob Dylan,Bob Dylan - Anthology 1,Books\Bob Dylan - Anthology 1.pdf,Yes,41,Bob Dylan\Bob Dylan - Anthology 1
Bob Dylan,Bob Dylan - Anthology 2,Books\Bob Dylan - Anthology 2.pdf,Yes,49,Bob Dylan\Bob Dylan - Anthology 2
Bob Dylan,Bob Dylan - Anthology,Books\Bob Dylan - Anthology.pdf,Yes,43,Bob Dylan\Bob Dylan - Anthology
Bob Dylan,Bob Dylan - Basement Tapes [PVG],Books\Bob Dylan - Basement Tapes [PVG].pdf,Yes,5,Bob Dylan\Bob Dylan - Basement Tapes [pvg]
Bob Dylan,Bob Dylan - Blonde On Blonde,Books\Bob Dylan - Blonde On Blonde.pdf,Yes,6,Bob Dylan\Bob Dylan - Blonde On Blonde
Bob Dylan,Bob Dylan - Collection,Books\Bob Dylan - Collection.pdf,Yes,24,Bob Dylan\Bob Dylan - Collection
Bob Dylan,Bob Dylan - Desire,Books\Bob Dylan - Desire.pdf,Yes,2,Bob Dylan\Bob Dylan - Desire
Bob Dylan,Bob Dylan - Finger Picking,Books\Bob Dylan - Finger Picking.pdf,Yes,9,Bob Dylan\Bob Dylan - Finger Picking
Bob Dylan,Bob Dylan - Highway 61 Revisited,Books\Bob Dylan - Highway 61 Revisited.pdf,Yes,1,Bob Dylan\Bob Dylan - Highway 61 Revisited
Bob Dylan,Bob Dylan - Nashville Skyline,Books\Bob Dylan - Nashville Skyline.pdf,No,0,
Bob Dylan,Bob Dylan - Rock Score,Books\Bob Dylan - Rock Score.pdf,Yes,3,Bob Dylan\Bob Dylan - Rock Score
Bob Dylan,Bob Dylan - Saved,Books\Bob Dylan - Saved.pdf,Yes,8,Bob Dylan\Saved
Bob Dylan,Bob Dylan - Songbook,Books\Bob Dylan - Songbook.pdf,Yes,11,Bob Dylan\Bob Dylan - Songbook
Bob Dylan,Bob Dylan - The Harp Styles of Bob Dylan [Harmonica],Books\Bob Dylan - The Harp Styles of Bob Dylan [Harmonica].pdf,Yes,3,Bob Dylan\Bob Dylan - The Harp Styles Of Bob Dylan [harmonica]
Bob Seger,Bob Seger - Greatest Hits,Books\Bob Seger - Greatest Hits.pdf,Yes,4,Bob Seger\Bob Seger - Greatest Hits
Bob Seger,Bob Seger - The New Best Of Bob Seger,Books\Bob Seger - The New Best Of Bob Seger.pdf,Yes,5,Bob Seger\The New Best Of Bob Seger
Bon Jovi,Bon Jovi - Best of Bon Jovi,Books\Bon Jovi - Best of Bon Jovi.pdf,Yes,18,Bon Jovi\Bon Jovi - Best Of Bon Jovi
Bonnie Raitt,Bonnie Raitt - Nick Of Time [PVG Book],Books\Bonnie Raitt - Nick Of Time [PVG Book].pdf,Yes,1,Bonnie Raitt\Bonnie Raitt - Nick Of Time [pvg Book]
Bonnie Raitt,Bonnie Raitt - Road Tested [PVG Book],Books\Bonnie Raitt - Road Tested [PVG Book].pdf,Yes,7,Bonnie Raitt\Bonnie Raitt - Road Tested [pvg Book]
Bonnie Tyler,Bonnie Tyler - Hot Songs,Books\Bonnie Tyler - Hot Songs.pdf,Yes,3,Bonnie Tyler\Bonnie Tyler - Hot Songs
Bread,Bread - Best of Bread,Books\Bread - Best of Bread.pdf,Yes,3,Bread\Bread - Best Of Bread
Bruce Springsteen,Bruce Springsteen - Born In The USA,Books\Bruce Springsteen - Born In The USA.pdf,Yes,5,Bruce Springsteen\Bruce Springsteen - Born In The Usa
Bruce Springsteen,Bruce Springsteen - Born To Run,Books\Bruce Springsteen - Born To Run.pdf,Yes,7,Bruce Springsteen\Bruce Springsteen - Born To Run
Bruce Springsteen,Bruce Springsteen - Greatest Hits,Books\Bruce Springsteen - Greatest Hits.pdf,Yes,13,Bruce Springsteen\Greatest Hits
Bruce Springsteen,Bruce Springsteen - Lucky Town,Books\Bruce Springsteen - Lucky Town.pdf,Yes,2,Bruce Springsteen\Bruce Springsteen - Lucky Town
Buddy Holly,Buddy Holly - Golden Anniversary Songbook,Books\Buddy Holly - Golden Anniversary Songbook.pdf,Yes,9,Buddy Holly\Buddy Holly - Golden Anniversary Songbook
Burl Ives,Burl Ives - Song Book,Books\Burl Ives - Song Book.pdf,Yes,60,Burl Ives\Burl Ives - Song Book
Burt Bacharach,Burt Bacharach - 40 Golden Songs Of,Books\Burt Bacharach - 40 Golden Songs Of.pdf,Yes,29,Burt Bacharach\Burt Bacharach - 40 Golden Songs Of
Burt Bacharach,Burt Bacharach - Anthology,Books\Burt Bacharach - Anthology.pdf,Yes,15,Burt Bacharach\Burt Bacharach - Anthology
Burt Bacharach,Burt Bacharach - Bacharach Collection,Books\Burt Bacharach - Bacharach Collection.pdf,Yes,4,Burt Bacharach\Burt Bacharach - Bacharach Collection
Carole King,Carole King - Bradley's Best Of The Best (Organ),Books\Carole King - Bradley's Best Of The Best (Organ).pdf,Yes,7,Carole King\Carole King - Bradley's Best Of The Best (organ)
Carole King,Carole King - Classics (2),Books\Carole King - Classics (2).pdf,Yes,29,Carole King\Carole King - Classics (2)
Carole King,Carole King - Classics (3),Books\Carole King - Classics (3).pdf,Yes,27,Carole King\Carole King - Classics (3)
Carole King,Carole King - Classics,Books\Carole King - Classics.pdf,Yes,15,Carole King\Carole King - Classics
Carole King,Carole King - Keyboard Play-Along Vol 22,Books\Carole King - Keyboard Play-Along Vol 22.pdf,Yes,3,Carole King\Carole King - Keyboard Play-along Vol 22
Carole King,Carole King - Tapestry,Books\Carole King - Tapestry.pdf,Yes,9,Carole King\Carole King - Tapestry
Carole King,Carole King - The New Best Of Carole King,Books\Carole King - The New Best Of Carole King.pdf,Yes,19,Carole King\The New Best Of Carole King
Carole King,Carole King - You're The Voice,Books\Carole King - You're The Voice.pdf,Yes,1,Carole King\Carole King - You're The Voice
Carpenters,Carpenters - Anthology,Books\Carpenters - Anthology.pdf,Yes,21,Carpenters\Carpenters - Anthology
Carpenters,Carpenters - Love Songs,Books\Carpenters - Love Songs.pdf,Yes,19,Carpenters\Carpenters - Love Songs
Carpenters,Carpenters - Note For Note,Books\Carpenters - Note For Note.pdf,Yes,2,Carpenters\Carpenters - Note For Note
Cheap Trick,Cheap Trick - Greatest Hits [Score],Books\Cheap Trick - Greatest Hits [Score].pdf,Yes,1,Cheap Trick\Cheap Trick - Greatest Hits [score]
Colbie Caillat,Colbie Caillat - Breakthrough [PVG Book],Books\Colbie Caillat - Breakthrough [PVG Book].pdf,Yes,1,Colbie Caillat\Colbie Caillat - Breakthrough [pvg Book]
Cole Porter,Cole Porter - The Very Best Of Cole Porter,Books\Cole Porter - The Very Best Of Cole Porter.pdf,Yes,34,Cole Porter\Cole Porter - The Very Best Of Cole Porter
Cream,Cream - Cream Complete,Books\Cream - Cream Complete.pdf,Yes,20,Cream\Cream - Cream Complete
Creedence Clearwater Revival,Creedence Clearwater Revival - 8 Pcs Book,Books\Creedence Clearwater Revival - 8 Pcs Book.pdf,Yes,5,Creedence Clearwater Revival\Creedence Clearwater Revival - 8 Pcs Book
Creedence Clearwater Revival,Creedence Clearwater Revival - Best Of,Books\Creedence Clearwater Revival - Best Of.pdf,Yes,13,Creedence Clearwater Revival\Creedence Clearwater Revival - Best Of
Creedence Clearwater Revival,Creedence Clearwater Revival - Guitar Anthology,Books\Creedence Clearwater Revival - Guitar Anthology.pdf,Yes,6,Creedence Clearwater Revival\Creedence Clearwater Revival - Guitar Anthology
Creedence Clearwater Revival,Creedence Clearwater Revival - Guitar Tab Book,Books\Creedence Clearwater Revival - Guitar Tab Book.pdf,Yes,7,Creedence Clearwater Revival\Creedence Clearwater Revival - Guitar Tab Book
Creedence Clearwater Revival,Creedence Clearwater Revival - Ultimate Minus One,Books\Creedence Clearwater Revival - Ultimate Minus One.pdf,Yes,4,Creedence Clearwater Revival\Creedence Clearwater Revival - Ultimate Minus One
Crosby Stills and Nash,Crosby Stills Nash & Young - Deja Vu [PVG Book],Books\Crosby Stills Nash & Young - Deja Vu [PVG Book].pdf,Yes,21,Crosby Stills And Nash\Crosby Stills Nash & Young - Deja Vu [pvg Book]
Crosby Stills and Nash,"Crosby, Stills, Nash & Young - The Guitar Collection","Books\Crosby, Stills, Nash & Young - The Guitar Collection.pdf",No,0,
Crowded House,Crowded House - The Very Best Of [PVG Book],Books\Crowded House - The Very Best Of [PVG Book].pdf,Yes,7,Crowded House\Crowded House - The Very Best Of [pvg Book]
Crowded House,Crowded House - Together Alone [PVG Book],Books\Crowded House - Together Alone [PVG Book].pdf,Yes,13,Crowded House\Together Alone [pvg Book]
David Crosby,David Crosby - Songbook [Lead Sheets],Books\David Crosby - Songbook [Lead Sheets].pdf,Yes,1,David Crosby\David Crosby - Songbook [lead Sheets]
Dire Straits,Dire Straits -  Brothers In Arms,Books\Dire Straits -  Brothers In Arms.pdf,Yes,1,Dire Straits\Brothers In Arms
Dire Straits,Dire Straits - Best Of Dire Straits [Guitar Tab],Books\Dire Straits - Best Of Dire Straits [Guitar Tab].pdf,Yes,6,Dire Straits\Dire Straits - Best Of Dire Straits [guitar Tab]
Dire Straits,Dire Straits - Jam with Dire Straits [Guitar Book],Books\Dire Straits - Jam with Dire Straits [Guitar Book].pdf,Yes,5,Dire Straits\Dire Straits - Jam With Dire Straits [guitar Book]
Dire Straits,Dire Straits - Mark Knopfler Guitar Styles Vol 1 [Guitar Book],Books\Dire Straits - Mark Knopfler Guitar Styles Vol 1 [Guitar Book].pdf,No,0,
Dire Straits,Dire Straits - Money For Nothing [Guitar Book],Books\Dire Straits - Money For Nothing [Guitar Book].pdf,Yes,1,Dire Straits\Dire Straits - Money For Nothing [guitar Book]
Don Henley,Don Henley - Actual Miles (Greatest Hits),Books\Don Henley - Actual Miles (Greatest Hits).pdf,Yes,3,Don Henley\Don Henley - Actual Miles (greatest Hits)
Don Henley,Don Henley - The End Of The Innocence [PVG Book],Books\Don Henley - The End Of The Innocence [PVG Book].pdf,Yes,5,Don Henley\Don Henley - The End Of The Innocence [pvg Book]
Doobie Brothers,Doobie Brothers - Best Of [Band Score Jap],Books\Doobie Brothers - Best Of [Band Score Jap].pdf,Yes,1,Doobie Brothers\Doobie Brothers - Best Of [band Score Jap]
Doobie Brothers,Doobie Brothers - Songs,Books\Doobie Brothers - Songs.pdf,Yes,4,Doobie Brothers\Doobie Brothers - Songs
Doors,Doors - Anthology,Books\Doors - Anthology.pdf,Yes,7,Doors\Doors - Anthology
Doors,Doors - Songbook,Books\Doors - Songbook.pdf,Yes,2,Doors\Doors - Songbook
Dr John,Dr John - New Orleans Piano Vol 2,Books\Dr John - New Orleans Piano Vol 2.pdf,Yes,3,Dr John\New Orleans Piano Vol 2
Duran Duran,Duran Duran - Best Of [Score],Books\Duran Duran - Best Of [Score].pdf,Yes,1,Duran Duran\Duran Duran - Best Of [score]
Duran Duran,Duran Duran - Decade [PVG Book],Books\Duran Duran - Decade [PVG Book].pdf,Yes,6,Duran Duran\Duran Duran - Decade [pvg Book]
Duran Duran,Duran Duran - Seven & The Ragged Tiger [Jap Band Score],Books\Duran Duran - Seven & The Ragged Tiger [Jap Band Score].pdf,Yes,5,Duran Duran\Duran Duran - Seven & The Ragged Tiger [jap Band Score]
Eagles,Eagles - Greatest Hits (1971-1975),Books\Eagles - Greatest Hits (1971-1975).pdf,Yes,2,Eagles\Eagles - Greatest Hits (1971-1975)
Eagles,Eagles - Greatest Hits,Books\Eagles - Greatest Hits.pdf,Yes,3,Eagles\Eagles - Greatest Hits
Eagles,Eagles - Hotel California (Guitar Songbook),Books\Eagles - Hotel California (Guitar Songbook).pdf,Yes,1,Eagles\Eagles - Hotel California (guitar Songbook)
Eagles,Eagles - Made Easy For Guitar,Books\Eagles - Made Easy For Guitar.pdf,Yes,4,Eagles\Eagles - Made Easy For Guitar
Eagles,Eagles - New Eagles Complete,Books\Eagles - New Eagles Complete.pdf,Yes,27,Eagles\Eagles - New Eagles Complete
Eagles,Eagles - The Best Of The Eagles - Songbook,Books\Eagles - The Best Of The Eagles - Songbook.pdf,Yes,3,Eagles\Eagles - The Best Of The Eagles - Songbook
ELO,ELO - A New World Record,Books\ELO - A New World Record.pdf,Yes,1,Elo\Elo - A New World Record
ELO,ELO - Anthology [PVG],Books\ELO - Anthology [PVG].pdf,Yes,15,Elo\Elo - Anthology [pvg]
ELO,ELO - Discovery [PVG Book],Books\ELO - Discovery [PVG Book].pdf,Yes,7,Elo\Elo - Discovery [pvg Book]
ELO,ELO - Face The Music [PVG Bok],Books\ELO - Face The Music [PVG Bok].pdf,Yes,2,Elo\Face The Music [pvg Bok]
ELO,ELO - Greatest Hits,Books\ELO - Greatest Hits.pdf,Yes,2,Elo\Elo - Greatest Hits
ELO,ELO - Out Of The Blue [Book],Books\ELO - Out Of The Blue [Book].pdf,Yes,1,Elo\Elo - Out Of The Blue [book]
ELO,Elton John - The Elton John Collection [Piano Solos],Books\Elton John - The Elton John Collection [Piano Solos].pdf,Yes,22,Elo\Elton John - The Elton John Collection [piano Solos]
Elton John,Elton John - A Single Man,Books\Elton John - A Single Man.pdf,Yes,6,Elton John\Elton John - A Single Man
Elton John,Elton John - Captain Fantastic,Books\Elton John - Captain Fantastic.pdf,Yes,1,Elton John\Captain Fantastic
Elton John,Elton John - Goodbye Yellow Brick Road,Books\Elton John - Goodbye Yellow Brick Road.pdf,Yes,2,Elton John\Elton John - Goodbye Yellow Brick Road
Elton John,Elton John - Greatest Hits 1970-2002,Books\Elton John - Greatest Hits 1970-2002.pdf,Yes,19,Elton John\Elton John - Greatest Hits 1970-2002
Elton John,Elton John - Ice On Fire,Books\Elton John - Ice On Fire.pdf,Yes,6,Elton John\Elton John - Ice On Fire
Elton John,Elton John - Made In England,Books\Elton John - Made In England.pdf,Yes,7,Elton John\Elton John - Made In England
Elton John,Elton John - Peachtree Road,Books\Elton John - Peachtree Road.pdf,Yes,5,Elton John\Elton John - Peachtree Road
Elton John,Elton John - Reg Strikes Back,Books\Elton John - Reg Strikes Back.pdf,Yes,4,Elton John\Elton John - Reg Strikes Back
Elton John,Elton John - Sleeping With The Past,Books\Elton John - Sleeping With The Past.pdf,Yes,1,Elton John\Elton John - Sleeping With The Past
Elton John,Elton John - Songs From The West Coast,Books\Elton John - Songs From The West Coast.pdf,Yes,2,Elton John\Elton John - Songs From The West Coast
Elton John,Elton John - The Big Picture,Books\Elton John - The Big Picture.pdf,Yes,2,Elton John\Elton John - The Big Picture
Elton John,Elton John - The One,Books\Elton John - The One.pdf,Yes,5,Elton John\Elton John - The One
Elton John,Elton John - The Ultimate Collection Vol. 1,Books\Elton John - The Ultimate Collection Vol. 1.pdf,Yes,19,Elton John\Elton John - The Ultimate Collection Vol. 1
Elton John,Elton John - The Ultimate Collection Vol. 2,Books\Elton John - The Ultimate Collection Vol. 2.pdf,Yes,19,Elton John\Elton John - The Ultimate Collection Vol. 2
Elton John,Elton John - The Very Best Of,Books\Elton John - The Very Best Of.pdf,Yes,1,Elton John\Elton John - The Very Best Of
Elton John,Elton John - Too Low For Zero [Book],Books\Elton John - Too Low For Zero [Book].pdf,Yes,7,Elton John\Elton John - Too Low For Zero [book]
Elvis Costello,Elvis Costello - The Very Best Of,Books\Elvis Costello - The Very Best Of.pdf,Yes,19,Elvis Costello\Elvis Costello - The Very Best Of
Elvis Presley,Elvis Presley - The Compleat [PVG Book],Books\Elvis Presley - The Compleat [PVG Book].pdf,No,0,
Emerson Lake and Palmer,Emerson Lake and Palmer - Black Book,Books\Emerson Lake and Palmer - Black Book.pdf,Yes,1,Emerson Lake And Palmer\Emerson Lake And Palmer - Black Book
Emerson Lake and Palmer,Emerson Lake and Palmer - Greatest Hits,Books\Emerson Lake and Palmer - Greatest Hits.pdf,Yes,5,Emerson Lake And Palmer\Emerson Lake And Palmer - Greatest Hits
Emerson Lake and Palmer,Emerson Lake and Palmer - Tarkus [Book],Books\Emerson Lake and Palmer - Tarkus [Book].pdf,Yes,13,Emerson Lake And Palmer\Tarkus [book]
Emerson Lake and Palmer,Emerson Lake and Palmer - Trilogy [Book],Books\Emerson Lake and Palmer - Trilogy [Book].pdf,Yes,4,Emerson Lake And Palmer\Emerson Lake And Palmer - Trilogy [book]
Eric Clapton,Eric Clapton - Derek and the Dominos [Book],Books\Eric Clapton - Derek and the Dominos [Book].pdf,Yes,10,Eric Clapton\Eric Clapton - Derek And The Dominos [book]
Eric Clapton,Eric Clapton - The Best of Book,Books\Eric Clapton - The Best of Book.pdf,Yes,6,Eric Clapton\Eric Clapton - The Best Of Book
Eric Clapton,Eric Clapton - The Cream of Clapton,Books\Eric Clapton - The Cream of Clapton.pdf,No,0,
Eric Clapton,Eric Clapton - Unplugged [Book],Books\Eric Clapton - Unplugged [Book].pdf,Yes,5,Eric Clapton\Eric Clapton - Unplugged [book]
Fleetwood Mac,Fleetwood Mac - Anthology,Books\Fleetwood Mac - Anthology.pdf,Yes,22,Fleetwood Mac\Fleetwood Mac - Anthology
Fleetwood Mac,Fleetwood Mac - Deluxe Anthology,Books\Fleetwood Mac - Deluxe Anthology.pdf,Yes,4,Fleetwood Mac\Fleetwood Mac - Deluxe Anthology
Fleetwood Mac,Fleetwood Mac - Fleetwood Mac + Heroes Are Hard To Find,Books\Fleetwood Mac - Fleetwood Mac + Heroes Are Hard To Find.pdf,Yes,9,Fleetwood Mac\Fleetwood Mac - Fleetwood Mac + Heroes Are Hard To Find
Fleetwood Mac,Fleetwood Mac - Mirage,Books\Fleetwood Mac - Mirage.pdf,Yes,12,Fleetwood Mac\Mirage
Fleetwood Mac,Fleetwood Mac - Rumours,Books\Fleetwood Mac - Rumours.pdf,Yes,11,Fleetwood Mac\Rumours
Fleetwood Mac,Fleetwood Mac - Tango In The Night,Books\Fleetwood Mac - Tango In The Night.pdf,Yes,3,Fleetwood Mac\Fleetwood Mac - Tango In The Night
